PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,Catcher Pos,Unnamed: 157,umpire,season
1,2021/9/20,00:19.5,2021/9/20,00:19.5,1,1,"Shota, Masui",1000073328,Left,KEI_KEI,"Yu, Miyazaki",1000073899,Left,TOK,Undefined,1,Top,0,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,,118.18575,2.796708,2.590142,2090.490417,313.16758,4:30,1.654121,-0.767182,1.764157,-138.2257,-5.1072,10.0285,1.066309,0.068035,107.91021,-7.208771,3.295864,0.521043,,,,,,,,,,,,-3.1361,-3.1834,0.70143,15.24,1.714641,-1.511032,-32.438272,1.082177,-0.429349,5.840326,-10.242477,KEI_KEI,TOK,JinguStadium,Fall,Team,20210920-JinguStadium-2,20917410-19ae-11ec-8651-ef9238f86a74,8f0be72e-b71e-4ffe-8686-7cb012ad246f,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,116.42026,,,10.27554,,,,16.6754,-32.695687,2.920163,1.656995,1.533617,-5.121239,0.767612,-1.492108,-0.214674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,山口 智久,21A
2,2021/9/20,00:30.6,2021/9/20,00:30.6,1,2,"Shota, Masui",1000073328,Left,KEI_KEI,"Yu, Miyazaki",1000073899,Left,TOK,Undefined,1,Top,0,1,0,Curveball,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,,117.39685,3.208173,1.232839,1930.740207,342.180725,5:30,1.647849,-0.776926,1.81322,-144.9921,-12.4326,5.2361,1.106014,-0.375997,108.22829,-7.282376,1.603037,0.519948,,,,,,,,,,,,-1.8494,-7.196,0.746693,15.24,1.716022,-0.71658,-32.286158,1.294709,-0.253462,5.244746,-10.792888,KEI_KEI,TOK,JinguStadium,Fall,Team,20210920-JinguStadium-2,26fc5e00-19ae-11ec-8651-ef9238f86a74,8f0be72e-b71e-4ffe-8686-7cb012ad246f,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,116.66543,,,9.16856,,,,16.627202,-32.510722,2.622373,1.650693,1.756827,-5.396444,0.777142,-0.705728,-0.126731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,山口 智久,21A
3,2021/9/20,00:46.3,2021/9/20,00:46.3,1,3,"Shota, Masui",1000073328,Left,KEI_KEI,"Yu, Miyazaki",1000073899,Left,TOK,Undefined,1,Top,0,2,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,138.8281,-1.861648,3.516399,2294.431114,159.272974,11:15,1.648274,-0.749188,1.856966,-48.3716,46.99,-16.5711,0.638531,0.077723,126.3907,-5.488734,2.344356,0.441003,,,,,,,,,,,,11.0892,26.5232,0.667523,15.24,1.601372,-2.260593,-38.100316,-1.398778,2.096398,7.98892,-4.792478,KEI_KEI,TOK,JinguStadium,Fall,Team,20210920-JinguStadium-2,307b65c0-19ae-11ec-8651-ef9238f86a74,8f0be72e-b71e-4ffe-8686-7cb012ad246f,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,137.55019,,,12.43739,,,,16.582,-38.380677,3.99446,1.647509,-1.230592,-2.396239,0.748146,-2.334163,1.048199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,山口 智久,21A
4,2021/9/20,00:59.7,2021/9/20,00:59.7,1,4,"Shota, Masui",1000073328,Left,KEI_KEI,"Yu, Miyazaki",1000073899,Left,TOK,Undefined,1,Top,0,2,1,Fastball,Four-Seam,InPlay,Undefined,LineDrive,LineDrive,Out,1,0,,139.47124,-2.158748,3.960459,2303.562527,170.213191,11:45,1.651071,-0.761203,1.843125,-47.432,47.2468,-7.6088,0.565868,0.282017,127.18895,-5.70587,3.42346,0.439421,139.46947,19.480846,-12.606578,3113.591716,32.075163,9.504663,-9.76232,83.206021,,-22.349653,3.353233,6.8329,26.8744,0.667605,15.24,1.59666,-2.612209,-38.25768,-1.603682,1.303251,8.011198,-4.680843,KEI_KEI,TOK,JinguStadium,Fall,Team,20210920-JinguStadium-2,3870c040-19ae-11ec-8651-ef9238f86a74,8f0be72e-b71e-4ffe-8686-7cb012ad246f,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,138.04522,10.573577,,12.28229,,,,16.596278,-38.54064,4.005599,1.650383,-1.438352,-2.340421,0.760682,-2.658241,0.651626,0.11438,0.513413,-0.297312,136.503231,0.114285,35.646282,-6.535683,1.444426,-0.337731,0.084231,-0.019635,0.002989,-0.000188,0.513494,12.917389,-4.274697,0.006362,0.089374,-0.040886,0.011442,-0.00151,6e-05,-0.297307,-7.971711,-1.364623,0.647641,-0.202568,0.047672,-0.008498,0.00096,-4.9e-05,,,,,,,,,,,,,,,,,,,,,,,7.0,,山口 智久,21A
5,2021/9/20,01:31.6,2021/9/20,01:31.6,2,1,"Shota, Masui",1000073328,Left,KEI_KEI,"Yasuhiro, Yamasaki",1000073976,Right,TOK,Undefined,1,Top,1,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,,115.00989,1.285842,1.969345,2065.39048,328.966846,5:00,1.670084,-0.74102,1.818812,-165.9824,-25.3006,18.1783,0.373908,-0.00249,104.97102,-10.701941,3.257964,0.535641,,,,,,,,,,,,-7.6928,-12.6848,0.692241,15.24,1.690158,-1.160224,-31.608235,0.132086,-0.987024,6.179839,-11.434168,KEI_KEI,TOK,JinguStadium,Fall,Team,20210920-JinguStadium-2,4b6d2210-19ae-11ec-8651-ef9238f86a74,8f0be72e-b71e-4ffe-8686-7cb012ad246f,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,113.24755,,,10.03887,,,,16.621586,-31.877209,3.089919,1.673579,0.629753,-5.717084,0.741805,-1.117264,-0.493512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,山口 智久,21A
6,2021/9/20,01:43.3,2021/9/20,01:43.3,2,2,"Shota, Masui",1000073328,Left,KEI_KEI,"Yasuhiro, Yamasaki",1000073976,Right,TOK,Undefined,1,Top,1,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,139.1843,-2.838288,3.689329,2333.573524,165.905805,11:30,1.666262,-0.774868,1.851121,-41.2497,54.7085,-12.8526,0.45096,0.138553,125.65695,-5.975538,2.781156,0.44238,,,,,,,,,,,,9.5414,31.4094,0.688527,15.24,1.596475,-2.394717,-38.126222,-2.014998,1.789686,8.655004,-3.915188,KEI_KEI,TOK,JinguStadium,Fall,Team,20210920-JinguStadium-2,52722920-19ae-11ec-8651-ef9238f86a74,8f0be72e-b71e-4ffe-8686-7cb012ad246f,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,137.12184,,,13.52735,,,,16.587355,-38.430867,4.327502,1.664975,-1.877189,-1.957594,0.773927,-2.457711,0.894843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,山口 智久,21A
7,2021/9/20,01:57.5,2021/9/20,01:57.5,2,3,"Shota, Masui",1000073328,Left,KEI_KEI,"Yasuhiro, Yamasaki",1000073976,Right,TOK,Undefined,1,Top,1,2,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,139.24129,-1.920605,1.969612,2241.934157,155.018586,11:15,1.687151,-0.751951,1.915468,-46.7149,46.8625,-20.4204,0.679968,-0.402657,127.20308,-5.434735,0.51663,0.436858,,,,,,,,,,,,11.9594,26.6066,0.708793,15.24,1.641186,-1.219843,-38.286738,-1.431345,2.2898,7.855018,-4.712428,KEI_KEI,TOK,JinguStadium,Fall,Team,20210920-JinguStadium-2,5ae454c0-19ae-11ec-8651-ef9238f86a74,8f0be72e-b71e-4ffe-8686-7cb012ad246f,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,138.85526,,,12.03821,,,,16.523703,-38.549207,3.927509,1.686382,-1.273883,-2.356214,0.750831,-1.296354,1.1449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,山口 智久,21A
8,2021/9/20,02:15.7,2021/9/20,02:15.7,2,4,"Shota, Masui",1000073328,Left,KEI_KEI,"Yasuhiro, Yamasaki",1000073976,Right,TOK,Undefined,1,Top,1,2,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,LineDrive,Undefined,0,0,,138.77265,-1.215414,3.189502,2312.976291,161.410127,11:30,1.655624,-0.776597,1.90006,-43.5404,51.2524,-16.1773,0.877892,-0.040628,126.23025,-4.515512,2.041849,0.439686,109.60674,16.231188,164.375032,1153.714032,-32.598255,2.711013,7.840368,43.033902,,167.501224,1.717922,10.7343,28.3986,0.704956,15.24,1.625313,-2.047954,-38.121845,-0.94134,2.030774,8.026958,-4.434038,KEI_KEI,TOK,JinguStadium,Fall,Team,20210920-JinguStadium-2,659f5ef0-19ae-11ec-8651-ef9238f86a74,8f0be72e-b71e-4ffe-8686-7cb012ad246f,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,137.96218,3.942827,,12.5424,,,,16.539158,-38.394422,4.013479,1.654722,-0.790771,-2.217019,0.775671,-2.116914,1.015387,0.289769,0.779697,0.028314,314.523432,0.28978,-28.154174,2.223583,-0.230108,0.378444,-0.425415,0.246352,-0.074996,0.009464,0.779697,8.510382,-6.219212,0.749894,-0.210502,0.172821,-0.108966,0.035149,-0.004618,0.028306,7.874737,-1.290348,-0.045198,-0.210782,0.261985,-0.150126,0.045193,-0.005649,,,,,,,,,,,,,,,,,,,,,,,7.0,,山口 智久,21A
9,2021/9/20,02:39.6,2021/9/20,02:39.6,2,5,"Shota, Masui",1000073328,Left,KEI_KEI,"Yasuhiro, Yamasaki",1000073976,Right,TOK,Undefined,1,Top,1,2,2,Fastball,Four-Seam,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,,138.36496,-0.297343,2.652009,2127.901075,156.056948,11:15,1.644515,-0.764657,1.960273,-53.3439,39.5942,-16.4411,1.027692,-0.18564,127.96026,-4.271055,1.480181,0.435363,,,,,,,,,,,,10.2109,21.7043,0.707963,15.24,1.635072,-1.69143,-38.109492,-0.372833,1.964767,6.751089,-5.630322,KEI_KEI,TOK,JinguStadium,Fall,Team,20210920-JinguStadium-2,73f36e60-19ae-11ec-8651-ef9238f86a74,8f0be72e-b71e-4ffe-8686-7cb012ad246f,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,139.33197,,,10.40469,,,,16.479605,-38.328459,3.375544,1.644203,-0.190218,-2.815161,0.763857,-1.755156,0.982384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.63599,2.538241,1.656576,0.881665,-0.507275,0.955362,0.161936,-0.427378,1.595773,2.045327,20.821955,2.71791,17.209916,-0.374079,25.952503,-2.148331,1.608285,4.537909,-3.714985,2.063989,17.964848,-0.884632,4.0,,山口 智久,21A
10,2021/9/20,03:11.4,2021/9/20,03:11.4,3,1,"Shota, Masui",1000073328,Left,KEI_KEI,"Shuhei, Ohto",1000101206,Right,TOK,Undefined,1,Top,2,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,139.36263,-1.77994,2.112363,2183.727737,146.943729,11:00,1.639508,-0.801471,1.840157,-47.7343,45.0538,-27.6671,0.659323,-0.481716,129.30567,-5.315395,0.15298,0.435012,,,,,,,,,,,,15.4917,25.0828,0.752997,15.24,1.593986,-1.283536,-38.373128,-1.359088,3.031102,6.628683,-4.898952,KEI_KEI,TOK,JinguStadium,Fall,Team,20210920-JinguStadium-2,86f2b660-19ae-11ec-8651-ef9238f86a74,8f0be72e-b71e-4ffe-8686-7cb012ad246f,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,139.44456,,,10.05696,,,,16.59988,-38.607323,3.314341,1.638945,-1.186005,-2.449476,0.800237,-1.390627,1.515551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,山口 智久,21A
