PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,Steal,Runner,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,season
22,2020/8/13,04:51.2,2020/8/13,04:51.2,1,5,"Masaya, Nishigaki",1000073939,Right,WAS_EDA,"Kengo, Kasahara",1000073992,Left,TOK,Undefined,1,Bottom,0,2,2,ChangeUp,Splitter,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,135.10056,0.08625,-2.526662,1114.476885,295.935159,3:45,1.490676,0.860837,1.679232,-109.9497,-9.1959,24.445,0.415787,0.384641,125.79251,-7.770567,-0.810424,0.4533,,,,,,,,,,,,-13.9038,-3.8876,-0.79567,15.24,1.483982,1.52174,-37.197345,-0.421427,-2.552992,6.317894,-10.520486,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,e51decd0-dd2a-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,133.8188,,,9.30804,,,,16.761625,-37.454898,3.158947,1.49242,0.007448,-5.260243,-0.859826,1.625814,-1.276496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
23,2020/8/13,05:06.3,2020/8/13,05:06.3,1,6,"Masaya, Nishigaki",1000073939,Right,WAS_EDA,"Kengo, Kasahara",1000073992,Left,TOK,Undefined,1,Bottom,0,3,2,Fastball,Sinker,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,,,,146.81496,-0.679406,-4.079778,2311.282123,238.522542,2:00,1.456245,0.897225,1.799487,-51.9817,33.52,50.2489,0.743704,0.243455,133.87232,-4.531842,-0.538523,0.417582,138.21351,-15.139135,-15.88526,,,,,2.823608,,-20.065975,0.065294,-28.5905,18.4634,-0.800633,15.24,1.436004,2.614251,-40.31177,-0.680946,-6.075968,8.608489,-5.882867,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,ee1bb6a0-dd2a-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,145.26479,0.657881,,12.94264,,,,16.640533,-40.609749,4.304244,1.45605,-0.477313,-2.941434,-0.894765,2.824569,-3.037984,0.350407,0.657881,-0.347131,,0.350414,35.643464,-5.987238,,,,,,,0.657876,-10.025643,-0.763086,,,,,,,-0.347176,-10.134835,9.424754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
24,2020/8/13,05:37.6,2020/8/13,05:37.6,2,1,"Masaya, Nishigaki",1000073939,Right,WAS_EDA,"Satoshi, Hayakawa",1000073995,Right,TOK,Undefined,1,Bottom,1,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,115.54347,3.061581,-3.417394,2467.779865,34.433865,7:15,1.579452,0.744049,1.743981,-175.5789,-36.1083,-27.6777,0.695229,-0.504084,106.44344,-9.512669,-5.36102,0.53333,,,,,,,,,,,,11.5035,-19.1734,-0.654928,15.24,1.64465,2.010624,-31.720501,1.052843,1.507444,5.535733,-12.319178,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,00c2cc80-dd2b-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,113.73822,,,9.10003,,,,16.697387,-31.973827,2.767866,1.583571,1.616592,-6.159589,-0.745359,1.94164,0.753722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
25,2020/8/13,05:49.6,2020/8/13,05:49.6,2,2,"Masaya, Nishigaki",1000073939,Right,WAS_EDA,"Satoshi, Hayakawa",1000073995,Right,TOK,Undefined,1,Bottom,1,1,0,Fastball,Sinker,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,,,,148.04829,-1.148122,-4.432666,2356.788725,243.455103,2:00,1.460047,0.849587,1.8882,-57.3189,26.0516,46.6902,0.562782,0.066711,134.94263,-5.392253,-1.125586,0.412345,,,,,,,,,,,,-27.2324,15.137,-0.750391,15.24,1.430167,2.911776,-40.635757,-1.037847,-5.871278,8.879045,-6.543138,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,07ec4b80-dd2b-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,147.10982,,,13.10566,,,,16.551601,-40.921343,4.439523,1.460163,-0.827393,-3.271569,-0.847082,3.10062,-2.935639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
26,2020/8/13,06:04.6,2020/8/13,06:04.6,2,3,"Masaya, Nishigaki",1000073939,Right,WAS_EDA,"Satoshi, Hayakawa",1000073995,Right,TOK,Undefined,1,Bottom,1,1,1,Fastball,Sinker,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,147.40755,-0.611959,-3.630784,2371.77822,235.313603,1:45,1.443172,0.9068,1.853131,-49.9423,34.3465,45.6724,0.770825,0.338283,134.26416,-4.333219,-0.39919,0.41461,,,,,,,,,,,,-26.4589,18.9996,-0.824225,15.24,1.425559,2.345356,-40.507427,-0.620593,-5.663145,8.899904,-5.74005,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,10d70280-dd2b-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,146.30626,,,13.14339,,,,16.587272,-40.802363,4.449952,1.442973,-0.430372,-2.870025,-0.905058,2.533028,-2.831572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
27,2020/8/13,06:21.9,2020/8/13,06:21.9,2,4,"Masaya, Nishigaki",1000073939,Right,WAS_EDA,"Satoshi, Hayakawa",1000073995,Right,TOK,Undefined,1,Bottom,1,2,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,147.48914,0.188521,-3.494795,1140.246479,237.755842,2:00,1.455857,0.857989,1.79435,-55.8054,28.7174,41.3355,0.951259,0.28101,134.70453,-3.928809,-0.58065,0.415185,,,,,,,,,,,,-23.8481,15.3608,-0.775021,15.24,1.456634,2.266918,-40.536948,-0.090478,-5.130375,8.618279,-6.502124,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,1b239370-dd2b-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,146.10361,,,12.78461,,,,16.64609,-40.834793,4.309139,1.455878,0.134234,-3.251062,-0.856429,2.444222,-2.565188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
28,2020/8/13,06:41.1,2020/8/13,06:41.1,2,5,"Masaya, Nishigaki",1000073939,Right,WAS_EDA,"Satoshi, Hayakawa",1000073995,Right,TOK,Undefined,1,Bottom,1,3,1,Fastball,Sinker,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,,,,147.34087,-0.495424,-3.959859,2307.75023,243.23491,2:00,1.428097,0.867322,1.857539,-58.9215,25.1974,44.7044,0.698874,0.196223,134.66391,-4.844283,-0.797323,0.414192,,,,,,,,,,,,-25.8104,14.1431,-0.777025,15.24,1.412703,2.575792,-40.4808,-0.582732,-5.539147,8.565056,-6.771418,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,26973f40-dd2b-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,146.45386,,,12.67696,,,,16.582536,-40.763868,4.282528,1.428264,-0.358942,-3.385709,-0.865178,2.758857,-2.769574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
29,2020/8/13,06:58.9,2020/8/13,06:58.9,2,6,"Masaya, Nishigaki",1000073939,Right,WAS_EDA,"Satoshi, Hayakawa",1000073995,Right,TOK,Undefined,1,Bottom,1,3,2,ChangeUp,Changeup,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,,,,134.62751,1.418784,-4.368711,1222.01591,284.263167,3:30,1.463208,0.870705,1.708127,-106.3709,-4.7834,29.7475,0.804442,-0.077253,124.72223,-6.213588,-2.285819,0.455171,,,,,,,,,,,,-17.7293,-2.4308,-0.758945,15.24,1.491949,2.681117,-36.985097,0.467303,-3.217431,6.266413,-10.247786,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,31372050-dd2b-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,133.26858,,,9.90528,,,,16.732626,-37.237135,3.133206,1.464865,0.879474,-5.123893,-0.869383,2.810523,-1.608715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
30,2020/8/13,07:24.9,2020/8/13,07:24.9,3,1,"Masaya, Nishigaki",1000073939,Right,WAS_EDA,"Yucihi, Ishimoto",1000074001,Left,TOK,Undefined,1,Bottom,2,0,0,ChangeUp,Changeup,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,,,,133.8691,1.143715,-4.081695,1181.28859,280.41921,3:15,1.480915,0.882085,1.700519,-106.2343,-3.3524,33.7817,0.745014,0.056036,123.92534,-6.481649,-1.715235,0.458062,145.22071,-8.94193,21.525138,,,,,4.833203,,17.119273,0.112909,-19.7001,-1.605,-0.777697,15.24,1.502492,2.463191,-36.789983,0.289116,-3.531692,6.312335,-10.09439,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,40b77ac0-dd2b-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Hisashige, Iwamoto",1000074023,Right,WAS_EDA,132.42749,0.812731,,9.94376,,,,16.740326,-37.04651,3.156168,1.482407,0.699343,-5.047195,-0.880715,2.606715,-1.765846,0.529783,0.812731,-0.099184,,0.529826,37.064618,-7.508719,,,,,,,0.812916,-6.291765,-8.056015,,,,,,,-0.098951,14.593508,-9.907265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
31,2020/8/13,09:42.3,2020/8/13,09:42.3,1,1,"Kota, Hirayama",1000073931,Right,TOK,"Takuya, Hiruma",1000074108,Left,WAS_EDA,Undefined,2,Top,0,0,0,Splitter,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,122.29598,-1.311719,-1.098103,1413.415622,233.948128,1:45,1.620175,0.288637,1.622075,-94.0556,30.5905,36.9428,0.304294,0.343937,113.26261,-8.07607,1.488271,0.50419,,,,,,,,,,,,-19.3288,17.3319,-0.261698,15.24,1.575855,0.477132,-33.640605,-1.128556,-2.882377,5.569162,-7.22206,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,9296a5a0-dd2b-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,120.31182,,,9.03337,,,,16.817952,-33.900826,2.784581,1.620704,-0.791102,-3.61103,-0.287139,0.611812,-1.441189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
32,2020/8/13,10:42.3,2020/8/13,10:42.3,1,2,"Kota, Hirayama",1000073931,Right,TOK,"Takuya, Hiruma",1000074108,Left,WAS_EDA,Undefined,2,Top,0,1,0,Fastball,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,133.0219,-2.33438,1.077515,1883.947611,206.069484,12:45,1.760514,0.157133,1.610258,-59.7749,46.3941,21.0654,0.494094,0.676247,122.23779,-6.692546,2.549223,0.465322,,,,,,,,,,,,-9.7553,25.8284,-0.188958,15.24,1.690464,-0.794635,-36.535368,-1.719885,-1.708424,6.85794,-5.283363,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,b65c83b0-dd2b-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,130.36135,,,10.78411,,,,16.828838,-36.832397,3.42897,1.76,-1.491054,-2.641682,-0.156143,-0.720641,-0.854212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
33,2020/8/13,10:54.4,2020/8/13,10:54.3,1,3,"Kota, Hirayama",1000073931,Right,TOK,"Takuya, Hiruma",1000074108,Left,WAS_EDA,Undefined,2,Top,0,2,0,Fastball,Changeup,FoulBall,Undefined,Undefined,LineDrive,Undefined,0,0,,,,133.06527,-1.396678,-1.742864,2003.054093,214.032239,1:15,1.749463,0.172682,1.677978,-58.1324,46.8909,29.4599,0.769748,-0.029682,122.11656,-5.672625,0.323639,0.462804,152.15604,20.374185,35.383411,1919.518362,26.124983,10.017833,21.014384,89.957161,,44.984914,3.188793,-16.1241,25.6413,-0.128786,15.24,1.707672,0.970051,-36.583115,-1.107734,-2.831945,6.857984,-5.303161,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,bd8ae4b0-dd2b-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,131.0705,11.414676,,10.94872,,,,16.761825,-36.867297,3.428992,1.749021,-0.887981,-2.65158,-0.171415,1.087402,-1.415972,0.440392,0.757525,0.023533,238.829301,0.440432,32.302004,-6.725569,1.495887,-0.334301,0.081596,-0.019361,0.003125,-0.000224,0.757507,14.715255,-5.567622,0.407776,-0.059647,0.0021,0.002755,-0.000693,5.7e-05,0.023497,22.943633,-0.8175,-0.138877,0.080008,-0.033397,0.009958,-0.001779,0.000136,,,,,,,,,,,,,,,,,,,,,,,20S
34,2020/8/13,11:26.2,2020/8/13,11:26.2,1,4,"Kota, Hirayama",1000073931,Right,TOK,"Takuya, Hiruma",1000074108,Left,WAS_EDA,Undefined,2,Top,0,2,1,Splitter,Changeup,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,,,,122.38912,-0.870589,-1.640332,1441.516826,238.424076,2:00,1.590152,0.260171,1.591185,-100.8504,24.8887,34.0279,0.332043,0.130254,112.6118,-8.119393,0.73711,0.506396,,,,,,,,,,,,-18.1751,14.2354,-0.217235,15.24,1.556646,0.804919,-33.634293,-0.904697,-2.691994,5.927933,-7.69818,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,d08b1710-dd2b-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,119.78776,,,9.77732,,,,16.848533,-33.916607,2.963967,1.591001,-0.538076,-3.84909,-0.258622,0.933123,-1.345997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
35,2020/8/13,11:45.3,2020/8/13,11:45.3,1,5,"Kota, Hirayama",1000073931,Right,TOK,"Takuya, Hiruma",1000074108,Left,WAS_EDA,Undefined,2,Top,0,2,2,Fastball,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,134.16506,0.383031,0.052836,1863.095863,214.178213,1:15,1.735395,0.177089,1.516145,-63.0859,42.3191,26.5291,1.214804,0.457592,122.79047,-4.210996,1.895382,0.463645,,,,,,,,,,,,-13.0383,21.6462,-0.181352,15.24,1.740649,-0.175259,-36.869979,-0.013873,-2.325126,6.991747,-5.946471,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,dbe82da0-dd2b-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,130.83293,,,11.37459,,,,16.923054,-37.187771,3.495874,1.735137,0.256409,-2.973235,-0.175788,-0.069576,-1.162563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
36,2020/8/13,11:58.6,2020/8/13,11:58.6,1,6,"Kota, Hirayama",1000073931,Right,TOK,"Takuya, Hiruma",1000074108,Left,WAS_EDA,Undefined,2,Top,0,3,2,Splitter,Changeup,BallCalled,Walk,Undefined,,Undefined,0,0,,,,120.90587,-0.888572,-3.095577,1142.006827,222.971323,1:30,1.628503,0.271763,1.685546,-97.2862,29.1811,23.765,0.402078,-0.373443,112.13878,-7.904618,-1.42906,0.50786,,,,,,,,,,,,-13.9821,16.4582,-0.191702,15.24,1.597146,1.692865,-33.235208,-0.872954,-2.04144,5.263984,-7.403691,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,e3d15320-dd2b-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,119.44247,,,8.76708,,,,16.75432,-33.474195,2.631992,1.629149,-0.536823,-3.701846,-0.270663,1.785547,-1.02072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
37,2020/8/13,12:49.4,2020/8/13,12:49.4,2,1,"Kota, Hirayama",1000073931,Right,TOK,"Kazuto, Yoshizawa",1000074012,Right,WAS_EDA,Undefined,2,Top,0,0,0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,,Undefined,0,0,1,,,133.95147,-2.320128,-2.181979,1908.297392,219.122308,1:15,1.750475,0.163695,1.648635,-65.2272,39.1285,29.1186,0.434811,-0.168519,122.94654,-7.071141,-0.142654,0.461331,,,,,,,,,,,,-16.1605,22.3016,-0.107026,15.24,1.682098,1.256003,-36.783932,-1.747191,-2.865438,7.030251,-5.852313,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,021ebd90-dd2c-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,131.48909,,,11.00492,,,,16.790932,-37.079166,3.515126,1.75031,-1.501425,-2.926157,-0.162298,1.376336,-1.432719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
38,2020/8/13,13:13.8,2020/8/13,13:13.8,2,2,"Kota, Hirayama",1000073931,Right,TOK,"Kazuto, Yoshizawa",1000074012,Right,WAS_EDA,Undefined,2,Top,0,0,1,Cutter,Slider,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,1,,,121.10466,0.75527,-1.704086,2201.625198,145.708775,10:45,1.632013,0.273376,1.732005,-104.7342,20.1537,-11.3906,0.799359,-0.324821,112.39438,-6.815464,-2.505479,0.504679,98.53952,-29.560809,-18.540067,,,,,2.104493,,-7.193579,0.064696,4.773,10.79,-0.228744,15.24,1.643426,1.040361,-33.341475,0.060099,0.701949,5.24894,-8.219784,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,10a9e290-dd2c-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,120.19533,0.89079,,8.71027,,,,16.708243,-33.571825,2.62447,1.632873,0.420824,-4.109892,-0.273724,1.009556,0.350975,0.642503,0.89079,0.205479,,0.642505,22.573198,-3.577901,,,,,,,0.8908,-13.505905,-4.070309,,,,,,,0.205468,-7.568355,4.935126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
39,2020/8/13,13:52.9,2020/8/13,13:52.9,3,1,"Kota, Hirayama",1000073931,Right,TOK,"Moeto, Suzuki",1000074064,Left,WAS_EDA,Undefined,2,Top,1,0,0,Fastball,Changeup,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,2,,,132.88314,-2.035667,-1.206572,1983.433661,222.911499,1:30,1.757134,0.212959,1.623322,-62.6396,43.0723,37.0748,0.548147,0.238567,122.53312,-6.593675,1.387146,0.464319,,,,,,,,,,,,-19.3888,23.9277,-0.183024,15.24,1.695664,0.584394,-36.532526,-1.543436,-3.408476,6.593824,-5.600262,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,27f923c0-dd2c-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,130.64288,,,10.35001,,,,16.816473,-36.815967,3.296912,1.756835,-1.302704,-2.800131,-0.211294,0.73091,-1.704238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
40,2020/8/13,14:12.5,2020/8/13,14:12.5,3,2,"Kota, Hirayama",1000073931,Right,TOK,"Moeto, Suzuki",1000074064,Left,WAS_EDA,Undefined,2,Top,1,0,1,Splitter,Changeup,FoulBall,Undefined,Undefined,,Undefined,0,0,2,,,122.90266,-0.96051,-2.109683,1143.527461,243.770969,2:15,1.631939,0.273734,1.668676,-102.5099,19.8686,33.235,0.332676,0.004097,114.19349,-8.323038,0.223124,0.499582,,,,,,,,,,,,-18.2607,11.6292,-0.220114,15.24,1.597743,1.099426,-33.820247,-0.957043,-2.76051,5.457409,-8.048641,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,33af08b0-dd2c-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,121.4214,,,8.70917,,,,16.771816,-34.066532,2.728704,1.632738,-0.593819,-4.024321,-0.272541,1.224004,-1.380255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
41,2020/8/13,14:45.3,2020/8/13,14:45.3,3,3,"Kota, Hirayama",1000073931,Right,TOK,"Moeto, Suzuki",1000074064,Left,WAS_EDA,Undefined,2,Top,1,0,2,Splitter,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,2,,,122.62933,3.29911,-0.441752,1108.308323,217.501237,1:15,1.605931,0.293846,1.529095,-106.0088,20.8734,12.923,1.495917,0.296002,111.57829,-4.340105,0.455622,0.508692,,,,,,,,,,,,-6.6773,9.2182,-0.282248,15.24,1.692245,0.196132,-33.630051,1.510698,-0.986644,6.045894,-8.444559,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,4728b0d0-dd2c-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,119.24697,,,11.05104,,,,16.909933,-33.928938,3.022947,1.607243,1.928166,-4.222279,-0.293149,0.244908,-0.493322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
42,2020/8/13,15:08.7,2020/8/13,15:08.7,3,4,"Kota, Hirayama",1000073931,Right,TOK,"Moeto, Suzuki",1000074064,Left,WAS_EDA,Undefined,2,Top,1,1,2,Fastball,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,2,,,134.74054,-1.750827,0.420674,1940.344229,207.883897,1:00,1.750059,0.151807,1.607914,-51.0215,51.9401,25.848,0.738453,0.530719,124.09079,-5.4971,2.226248,0.458239,,,,,,,,,,,,-12.6414,28.0891,-0.165859,15.24,1.69694,-0.404323,-37.047681,-1.324532,-2.285892,6.767094,-4.727431,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20200813-JinguStadium-2,552f3c80-dd2c-11ea-bd47-6906dd4eb628,e706b3c0-8a59-453b-81ef-ccfd7dc961f8,v3,,,,"Shuhei, Oto",1000073866,Right,TOK,132.37621,,,10.64975,,,,16.831597,-37.337269,3.383547,1.749293,-1.122228,-2.363715,-0.15065,-0.306501,-1.142946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20S
