count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,scored_person_romaji,run_person_romaji,No,Player ID,Pitcher_rapsodo_pitch,MLB ID,Date_rapsodo_pitch,Pitch ID,TaggedPitchType_rapsodo_pitch,IsStrike,PlateLocSide_rapsodo_pitch,PlateLocHeight_rapsodo_pitch,RelSpeed_rapsodo_pitch,SpinRate,TrueSpin,SpinEfficiency,Tilt,Spin Confidence,Extension,InducedVertBreak,HorzBreak,VB (spin),HB (spin),HorizontalRelAngle,RelAngle,RelHeight,RelSide,GyroDegree,Unique ID,Device Serial Number,HorzApprAngle,VertApprAngle,Session Name,Intent Type,unixtime,No_rapsodo_hit,Player ID_rapsodo_hit,Batter_rapsodo_hit,MLB ID_rapsodo_hit,Date_rapsodo_hit,HitID,ExitSpeed,RelSpeed_rapsodo_hit,Angle,Direction,HitSpinRate,Distance,HitSpinTilt,SpinConfidence,PlateLocSide_rapsodo_hit,PlateLocHeight_rapsodo_hit,ContactDepth,Batname,SerialNumber,Unique ID_rapsodo_hit,Session Name_rapsodo_hit,unixtime_rapsodo_hit,No_rapsodo_pitch,Player ID_rapsodo_pitch,Pitcher_rapsodo_pitch.1,MLB ID_rapsodo_pitch,Date_rapsodo_pitch.1,Pitch ID_rapsodo_pitch,TaggedPitchType_rapsodo_pitch.1,IsStrike_rapsodo_pitch,PlateLocSide_rapsodo_pitch.1,PlateLocHeight_rapsodo_pitch.1,RelSpeed_rapsodo_pitch.1,SpinRate_rapsodo_pitch,TrueSpin_rapsodo_pitch,SpinEfficiency_rapsodo_pitch,Tilt_rapsodo_pitch,Spin Confidence_rapsodo_pitch,Extension_rapsodo_pitch,InducedVertBreak_rapsodo_pitch,HorzBreak_rapsodo_pitch,VB (spin)_rapsodo_pitch,HB (spin)_rapsodo_pitch,HorizontalRelAngle_rapsodo_pitch,RelAngle_rapsodo_pitch,RelHeight_rapsodo_pitch,RelSide_rapsodo_pitch,GyroDegree_rapsodo_pitch,Unique ID_rapsodo_pitch,Device Serial Number_rapsodo_pitch,HorzApprAngle_rapsodo_pitch,VertApprAngle_rapsodo_pitch,Session Name_rapsodo_pitch,Intent Type_rapsodo_pitch,unixtime_rapsodo_pitch,No_rapsodo_hit.1,Player ID_rapsodo_hit.1,Batter_rapsodo_hit.1,MLB ID_rapsodo_hit.1,Date_rapsodo_hit.1,HitID_rapsodo_hit,ExitSpeed_rapsodo_hit,RelSpeed_rapsodo_hit.1,Angle_rapsodo_hit,Direction_rapsodo_hit,HitSpinRate_rapsodo_hit,Distance_rapsodo_hit,HitSpinTilt_rapsodo_hit,SpinConfidence_rapsodo_hit,PlateLocSide_rapsodo_hit.1,PlateLocHeight_rapsodo_hit.1,ContactDepth_rapsodo_hit,Batname_rapsodo_hit,SerialNumber_rapsodo_hit,Unique ID_rapsodo_hit.1,Session Name_rapsodo_hit.1,unixtime_rapsodo_hit.1,No_rapsodo_pitch.1,Player ID_rapsodo_pitch.1,Pitcher_rapsodo_pitch.2,MLB ID_rapsodo_pitch.1,Date_rapsodo_pitch.2,Pitch ID_rapsodo_pitch.1,TaggedPitchType_rapsodo_pitch.2,IsStrike_rapsodo_pitch.1,PlateLocSide_rapsodo_pitch.2,PlateLocHeight_rapsodo_pitch.2,RelSpeed_rapsodo_pitch.2,SpinRate_rapsodo_pitch.1,TrueSpin_rapsodo_pitch.1,SpinEfficiency_rapsodo_pitch.1,Tilt_rapsodo_pitch.1,Spin Confidence_rapsodo_pitch.1,Extension_rapsodo_pitch.1,InducedVertBreak_rapsodo_pitch.1,HorzBreak_rapsodo_pitch.1,VB (spin)_rapsodo_pitch.1,HB (spin)_rapsodo_pitch.1,HorizontalRelAngle_rapsodo_pitch.1,RelAngle_rapsodo_pitch.1,RelHeight_rapsodo_pitch.1,RelSide_rapsodo_pitch.1,GyroDegree_rapsodo_pitch.1,Unique ID_rapsodo_pitch.1,Device Serial Number_rapsodo_pitch.1,HorzApprAngle_rapsodo_pitch.1,VertApprAngle_rapsodo_pitch.1,Session Name_rapsodo_pitch.1,Intent Type_rapsodo_pitch.1,unixtime_rapsodo_pitch.1,No_rapsodo_hit.2,Player ID_rapsodo_hit.2,Batter_rapsodo_hit.2,MLB ID_rapsodo_hit.2,Date_rapsodo_hit.2,HitID_rapsodo_hit.1,ExitSpeed_rapsodo_hit.1,RelSpeed_rapsodo_hit.2,Angle_rapsodo_hit.1,Direction_rapsodo_hit.1,HitSpinRate_rapsodo_hit.1,Distance_rapsodo_hit.1,HitSpinTilt_rapsodo_hit.1,SpinConfidence_rapsodo_hit.1,PlateLocSide_rapsodo_hit.2,PlateLocHeight_rapsodo_hit.2,ContactDepth_rapsodo_hit.1,Batname_rapsodo_hit.1,SerialNumber_rapsodo_hit.1,Unique ID_rapsodo_hit.2,Session Name_rapsodo_hit.2,unixtime_rapsodo_hit.2,RelSpeed_opensen
0,1.0,1.0,2025/6/21,777.7490571,777.749059,1750469322,1.0,1.0,松本慎,Left,TOK,1,磯部,Right,横浜金港,1,Top,0,0,0,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,134.03,0.822,0.144,28.62725093,-91.77146974,TOK,#217fc4,東大,横浜金港,#000000,横浜金港,TodaiStadium,A,夏季オープン戦,Normal,,,,,Undefined,,,,,,2517100000,ファール,,775.0,https://youtu.be/6cvJ_X0Wumc&t=775,616,https://youtu.be/bYK1uQJU-cA&t=616,大山,石川,小村,門田,樋口,竹山,堀端,成瀬,"成瀬,樋口,門田,竹山,スタンリー,石川,大山,小村,堀端","磯部,大塚,高橋優,小椋,髙橋亮,髙橋海,船田,潮田,斎木","松本慎,大山,石川,小村,門田,樋口,竹山,堀端,成瀬","三橋,大塚,高橋優,小椋,髙橋亮,髙橋海,船田,潮田,斎木","R,L,R,R,R,R,R,R,L,L","L,R,R,L,R,R,L,R,R,R","Shinnosuke, Matsumoto","Hiroto, Oyama","Hikaru, Ishikawa","Osuke, Komura","Ryohei, Kadota","Kosuke, Higuchi","Naotaro, Takeyama","Taiki, Horibata","Yuto, Naruse",,,,,,,,2292.0,1182515.0,Shinnosuke Matsumoto,,1750436927.0,1750469327.0,Fastball,Y,1.25e-06,1.25e-06,134.03,2140.26,1523.6,71.19,10:34,1.0,2.397419,29.2,-31.1,27.9,-26.3,1.76,0.94,1.43,-0.16,-44.61,1182515@1750469327,V3P4DLKO0850A,-0.63717693,-4.1116633,untitled,,1750469322.0,1091.0,1410205.0,tokyobbc_rapsodo Player_031,,1750436927.0,1750469327.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410205@1750469327,untitled,1750469323.0,2292.0,1182515.0,Shinnosuke Matsumoto,,1750436927.0,1750469327.0,Fastball,Y,0.0125,0.0125,134.03,2140.26,1523.6,71.19,10:34,1.0,2.397419,29.2,-31.1,27.9,-26.3,1.76,0.94,1.43,-0.16,-44.61,1182515@1750469327,V3P4DLKO0850A,-0.63717693,-4.1116633,untitled,,1750469322.0,1091.0,1410205.0,tokyobbc_rapsodo Player_031,,1750436927.0,1750469327.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410205@1750469327,untitled,1750469323.0,2292.0,1182515.0,Shinnosuke Matsumoto,,1750436927.0,1750469327.0,Fastball,Y,0.0125,0.0125,134.03,2140.26,1523.6,71.19,10:34,1.0,2.397419,29.2,-31.1,27.9,-26.3,1.76,0.94,1.43,-0.16,-44.61,1182515@1750469327,V3P4DLKO0850A,-0.63717693,-4.1116633,untitled,,1750469322.0,1091.0,1410205.0,tokyobbc_rapsodo Player_031,,1750436927.0,1750469327.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410205@1750469327,untitled,1750469323.0,134.0
1,2.0,2.0,2025/6/21,803.6107881,803.6107888,1750469348,1.0,2.0,松本慎,Left,TOK,1,磯部,Right,横浜金港,1,Top,0,0,1,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,,119.97,0.283,-0.008,,,TOK,#217fc4,東大,横浜金港,#000000,横浜金港,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2517100001,ボール,,801.0,https://youtu.be/6cvJ_X0Wumc&t=801,639,https://youtu.be/bYK1uQJU-cA&t=639,大山,石川,小村,門田,樋口,竹山,堀端,成瀬,"成瀬,樋口,門田,竹山,スタンリー,石川,大山,小村,堀端","磯部,大塚,高橋優,小椋,髙橋亮,髙橋海,船田,潮田,斎木","松本慎,大山,石川,小村,門田,樋口,竹山,堀端,成瀬","三橋,大塚,高橋優,小椋,髙橋亮,髙橋海,船田,潮田,斎木","R,L,R,R,R,R,R,R,L,L","L,R,R,L,R,R,L,R,R,R","Shinnosuke, Matsumoto","Hiroto, Oyama","Hikaru, Ishikawa","Osuke, Komura","Ryohei, Kadota","Kosuke, Higuchi","Naotaro, Takeyama","Taiki, Horibata","Yuto, Naruse",,,,,,,,2291.0,1182515.0,Shinnosuke Matsumoto,,1750436952.0,1750469352.0,Splitter,N,-2.22e-06,-2.22e-06,119.97,808.81,617.9,76.4,9:50,1.0,1.8445492,7.5,-30.9,12.1,-24.6,1.31,-0.43,1.47,-0.08,-40.18,1182515@1750469352,V3P4DLKO0850A,-1.0032452,-9.427886,untitled,,1750469347.0,1090.0,1410205.0,tokyobbc_rapsodo Player_031,,1750436952.0,1750469352.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410205@1750469352,untitled,1750469348.0,2291.0,1182515.0,Shinnosuke Matsumoto,,1750436952.0,1750469352.0,Splitter,N,-0.0222,-0.0222,119.97,808.81,617.9,76.4,9:50,1.0,1.8445492,7.5,-30.9,12.1,-24.6,1.31,-0.43,1.47,-0.08,-40.18,1182515@1750469352,V3P4DLKO0850A,-1.0032452,-9.427886,untitled,,1750469347.0,1090.0,1410205.0,tokyobbc_rapsodo Player_031,,1750436952.0,1750469352.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410205@1750469352,untitled,1750469348.0,2291.0,1182515.0,Shinnosuke Matsumoto,,1750436952.0,1750469352.0,Splitter,N,-0.0222,-0.0222,119.97,808.81,617.9,76.4,9:50,1.0,1.8445492,7.5,-30.9,12.1,-24.6,1.31,-0.43,1.47,-0.08,-40.18,1182515@1750469352,V3P4DLKO0850A,-1.0032452,-9.427886,untitled,,1750469347.0,1090.0,1410205.0,tokyobbc_rapsodo Player_031,,1750436952.0,1750469352.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410205@1750469352,untitled,1750469348.0,126.0
2,3.0,3.0,2025/6/21,818.574106,818.5741069,1750469363,1.0,3.0,松本慎,Left,TOK,1,磯部,Right,横浜金港,1,Top,0,1,1,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,,116.1,0.35,-0.128,,,TOK,#217fc4,東大,横浜金港,#000000,横浜金港,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2517100002,ボール,,816.0,https://youtu.be/6cvJ_X0Wumc&t=816,654,https://youtu.be/bYK1uQJU-cA&t=654,大山,石川,小村,門田,樋口,竹山,堀端,成瀬,"成瀬,樋口,門田,竹山,スタンリー,石川,大山,小村,堀端","磯部,大塚,高橋優,小椋,髙橋亮,髙橋海,船田,潮田,斎木","松本慎,大山,石川,小村,門田,樋口,竹山,堀端,成瀬","三橋,大塚,高橋優,小椋,髙橋亮,髙橋海,船田,潮田,斎木","R,L,R,R,R,R,R,R,L,L","L,R,R,L,R,R,L,R,R,R","Shinnosuke, Matsumoto","Hiroto, Oyama","Hikaru, Ishikawa","Osuke, Komura","Ryohei, Kadota","Kosuke, Higuchi","Naotaro, Takeyama","Taiki, Horibata","Yuto, Naruse",,,,,,,,2290.0,1182515.0,Shinnosuke Matsumoto,,1750436967.0,1750469367.0,Slider,N,-7.81e-06,-7.81e-06,116.1,771.97,618.1,80.07,10:14,1.0,2.2095852,9.2,-31.9,16.0,-20.4,1.17,0.46,1.5,-0.08,-36.8,1182515@1750469367,V3P4DLKO0850A,-1.2901464,-8.9314785,untitled,,1750469362.0,1089.0,1410205.0,tokyobbc_rapsodo Player_031,,1750436967.0,1750469367.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410205@1750469367,untitled,1750469363.0,2290.0,1182515.0,Shinnosuke Matsumoto,,1750436967.0,1750469367.0,Slider,N,-0.0781,-0.0781,116.1,771.97,618.1,80.07,10:14,1.0,2.2095852,9.2,-31.9,16.0,-20.4,1.17,0.46,1.5,-0.08,-36.8,1182515@1750469367,V3P4DLKO0850A,-1.2901464,-8.9314785,untitled,,1750469362.0,1089.0,1410205.0,tokyobbc_rapsodo Player_031,,1750436967.0,1750469367.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410205@1750469367,untitled,1750469363.0,2290.0,1182515.0,Shinnosuke Matsumoto,,1750436967.0,1750469367.0,Slider,N,-0.0781,-0.0781,116.1,771.97,618.1,80.07,10:14,1.0,2.2095852,9.2,-31.9,16.0,-20.4,1.17,0.46,1.5,-0.08,-36.8,1182515@1750469367,V3P4DLKO0850A,-1.2901464,-8.9314785,untitled,,1750469362.0,1089.0,1410205.0,tokyobbc_rapsodo Player_031,,1750436967.0,1750469367.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410205@1750469367,untitled,1750469363.0,116.0
3,4.0,4.0,2025/6/21,835.965945,835.965946,1750469380,1.0,4.0,松本慎,Left,TOK,1,磯部,Right,横浜金港,1,Top,0,2,1,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,132.75,0.502,-0.06,24.92058025,96.11550357,TOK,#217fc4,東大,横浜金港,#000000,横浜金港,TodaiStadium,A,夏季オープン戦,Normal,,,,,Undefined,,,,,,2517100003,ファール,,833.0,https://youtu.be/6cvJ_X0Wumc&t=833,672,https://youtu.be/bYK1uQJU-cA&t=672,大山,石川,小村,門田,樋口,竹山,堀端,成瀬,"成瀬,樋口,門田,竹山,スタンリー,石川,大山,小村,堀端","磯部,大塚,高橋優,小椋,髙橋亮,髙橋海,船田,潮田,斎木","松本慎,大山,石川,小村,門田,樋口,竹山,堀端,成瀬","三橋,大塚,高橋優,小椋,髙橋亮,髙橋海,船田,潮田,斎木","R,L,R,R,R,R,R,R,L,L","L,R,R,L,R,R,L,R,R,R","Shinnosuke, Matsumoto","Hiroto, Oyama","Hikaru, Ishikawa","Osuke, Komura","Ryohei, Kadota","Kosuke, Higuchi","Naotaro, Takeyama","Taiki, Horibata","Yuto, Naruse",,,,,,,,2289.0,1182515.0,Shinnosuke Matsumoto,,1750436985.0,1750469385.0,Fastball,Y,-2.38e-05,-2.38e-05,132.75,2207.57,1744.9,79.04,10:20,1.0,2.3208256,28.2,-30.7,28.5,-34.3,0.95,-0.14,1.38,-0.19,-37.78,1182515@1750469385,V3P4DLKO0850A,-1.3934609,-5.3600407,untitled,,1750469380.0,1088.0,1410205.0,tokyobbc_rapsodo Player_031,,1750436984.0,1750469384.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410205@1750469384,untitled,1750469380.0,2289.0,1182515.0,Shinnosuke Matsumoto,,1750436985.0,1750469385.0,Fastball,Y,-0.2383,-0.2383,132.75,2207.57,1744.9,79.04,10:20,1.0,2.3208256,28.2,-30.7,28.5,-34.3,0.95,-0.14,1.38,-0.19,-37.78,1182515@1750469385,V3P4DLKO0850A,-1.3934609,-5.3600407,untitled,,1750469380.0,1088.0,1410205.0,tokyobbc_rapsodo Player_031,,1750436984.0,1750469384.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410205@1750469384,untitled,1750469380.0,2289.0,1182515.0,Shinnosuke Matsumoto,,1750436985.0,1750469385.0,Fastball,Y,-0.2383,-0.2383,132.75,2207.57,1744.9,79.04,10:20,1.0,2.3208256,28.2,-30.7,28.5,-34.3,0.95,-0.14,1.38,-0.19,-37.78,1182515@1750469385,V3P4DLKO0850A,-1.3934609,-5.3600407,untitled,,1750469380.0,1088.0,1410205.0,tokyobbc_rapsodo Player_031,,1750436984.0,1750469384.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410205@1750469384,untitled,1750469380.0,133.0
4,5.0,5.0,2025/6/21,874.857933,874.857934,1750469419,1.0,5.0,松本慎,Left,TOK,1,磯部,Right,横浜金港,1,Top,0,2,2,Slider,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,125.26,0.934,-0.224,,,TOK,#217fc4,東大,横浜金港,#000000,横浜金港,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2517100004,見三振,,872.0,https://youtu.be/6cvJ_X0Wumc&t=872,695,https://youtu.be/bYK1uQJU-cA&t=695,大山,石川,小村,門田,樋口,竹山,堀端,成瀬,"成瀬,樋口,門田,竹山,スタンリー,石川,大山,小村,堀端","磯部,大塚,高橋優,小椋,髙橋亮,髙橋海,船田,潮田,斎木","松本慎,大山,石川,小村,門田,樋口,竹山,堀端,成瀬","三橋,大塚,高橋優,小椋,髙橋亮,髙橋海,船田,潮田,斎木","R,L,R,R,R,R,R,R,L,L","L,R,R,L,R,R,L,R,R,R","Shinnosuke, Matsumoto","Hiroto, Oyama","Hikaru, Ishikawa","Osuke, Komura","Ryohei, Kadota","Kosuke, Higuchi","Naotaro, Takeyama","Taiki, Horibata","Yuto, Naruse",,,,,,,,2288.0,1182515.0,Shinnosuke Matsumoto,,1750437024.0,1750469424.0,Slider,N,-4.38e-05,-4.38e-05,125.26,2303.78,253.7,11.01,4:32,1.0,1.8544216,2.7,-4.1,-6.5,7.3,-0.75,2.12,1.38,-0.18,-83.68,1182515@1750469424,V3P4DLKO0850A,-1.0602882,-6.5255995,untitled,,1750469419.0,1087.0,1410205.0,tokyobbc_rapsodo Player_031,,1750437023.0,1750469423.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410205@1750469423,untitled,1750469419.0,2288.0,1182515.0,Shinnosuke Matsumoto,,1750437024.0,1750469424.0,Slider,N,-0.4383,-0.4383,125.26,2303.78,253.7,11.01,4:32,1.0,1.8544216,2.7,-4.1,-6.5,7.3,-0.75,2.12,1.38,-0.18,-83.68,1182515@1750469424,V3P4DLKO0850A,-1.0602882,-6.5255995,untitled,,1750469419.0,1087.0,1410205.0,tokyobbc_rapsodo Player_031,,1750437023.0,1750469423.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410205@1750469423,untitled,1750469419.0,2288.0,1182515.0,Shinnosuke Matsumoto,,1750437024.0,1750469424.0,Slider,N,-0.4383,-0.4383,125.26,2303.78,253.7,11.01,4:32,1.0,1.8544216,2.7,-4.1,-6.5,7.3,-0.75,2.12,1.38,-0.18,-83.68,1182515@1750469424,V3P4DLKO0850A,-1.0602882,-6.5255995,untitled,,1750469419.0,1087.0,1410205.0,tokyobbc_rapsodo Player_031,,1750437023.0,1750469423.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410205@1750469423,untitled,1750469419.0,125.0
5,6.0,6.0,2025/6/21,904.9710279,904.971029,1750469449,2.0,1.0,松本慎,Left,TOK,2,大塚,Right,横浜金港,1,Top,1,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,137.56,0.57,0.176,,,TOK,#217fc4,東大,横浜金港,#000000,横浜金港,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2517100005,見逃し,,902.0,https://youtu.be/6cvJ_X0Wumc&t=902,712,https://youtu.be/bYK1uQJU-cA&t=712,大山,石川,小村,門田,樋口,竹山,堀端,成瀬,"成瀬,樋口,門田,竹山,スタンリー,石川,大山,小村,堀端","磯部,大塚,高橋優,小椋,髙橋亮,髙橋海,船田,潮田,斎木","松本慎,大山,石川,小村,門田,樋口,竹山,堀端,成瀬","三橋,大塚,高橋優,小椋,髙橋亮,髙橋海,船田,潮田,斎木","R,L,R,R,R,R,R,R,L,L","L,R,R,L,R,R,L,R,R,R","Shinnosuke, Matsumoto","Hiroto, Oyama","Hikaru, Ishikawa","Osuke, Komura","Ryohei, Kadota","Kosuke, Higuchi","Naotaro, Takeyama","Taiki, Horibata","Yuto, Naruse",,,,,,,,2287.0,1182515.0,Shinnosuke Matsumoto,,1750437054.0,1750469454.0,Fastball,Y,-7.82e-06,-7.82e-06,137.56,2193.36,1743.4,79.49,10:18,1.0,2.3882923,40.1,-32.3,27.1,-33.4,1.44,-0.78,1.4,-0.15,-37.36,1182515@1750469454,V3P4DLKO0850A,-1.0843749,-4.8395534,untitled,,1750469449.0,1086.0,1410205.0,tokyobbc_rapsodo Player_031,,1750437053.0,1750469453.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410205@1750469453,untitled,1750469449.0,2287.0,1182515.0,Shinnosuke Matsumoto,,1750437054.0,1750469454.0,Fastball,Y,-0.0782,-0.0782,137.56,2193.36,1743.4,79.49,10:18,1.0,2.3882923,40.1,-32.3,27.1,-33.4,1.44,-0.78,1.4,-0.15,-37.36,1182515@1750469454,V3P4DLKO0850A,-1.0843749,-4.8395534,untitled,,1750469449.0,1086.0,1410205.0,tokyobbc_rapsodo Player_031,,1750437053.0,1750469453.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410205@1750469453,untitled,1750469449.0,2287.0,1182515.0,Shinnosuke Matsumoto,,1750437054.0,1750469454.0,Fastball,Y,-0.0782,-0.0782,137.56,2193.36,1743.4,79.49,10:18,1.0,2.3882923,40.1,-32.3,27.1,-33.4,1.44,-0.78,1.4,-0.15,-37.36,1182515@1750469454,V3P4DLKO0850A,-1.0843749,-4.8395534,untitled,,1750469449.0,1086.0,1410205.0,tokyobbc_rapsodo Player_031,,1750437053.0,1750469453.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410205@1750469453,untitled,1750469449.0,138.0
6,7.0,7.0,2025/6/21,920.7238321,920.7238331,1750469465,2.0,2.0,松本慎,Left,TOK,2,大塚,Right,横浜金港,1,Top,1,0,1,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,119.42,,,,,TOK,#217fc4,東大,横浜金港,#000000,横浜金港,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2517100006,空振り,,918.0,https://youtu.be/6cvJ_X0Wumc&t=918,728,https://youtu.be/bYK1uQJU-cA&t=728,大山,石川,小村,門田,樋口,竹山,堀端,成瀬,"成瀬,樋口,門田,竹山,スタンリー,石川,大山,小村,堀端","磯部,大塚,高橋優,小椋,髙橋亮,髙橋海,船田,潮田,斎木","松本慎,大山,石川,小村,門田,樋口,竹山,堀端,成瀬","三橋,大塚,高橋優,小椋,髙橋亮,髙橋海,船田,潮田,斎木","R,L,R,R,R,R,R,R,L,L","L,R,R,L,R,R,L,R,R,R","Shinnosuke, Matsumoto","Hiroto, Oyama","Hikaru, Ishikawa","Osuke, Komura","Ryohei, Kadota","Kosuke, Higuchi","Naotaro, Takeyama","Taiki, Horibata","Yuto, Naruse",,,,,,,,2286.0,1182515.0,Shinnosuke Matsumoto,,1750437065.0,1750469465.0,Slider,Y,-1.89e-05,-1.89e-05,119.42,2314.48,563.1,24.33,5:14,1.0,2.203642,1.7,2.6,-15.8,8.6,-0.13,1.28,1.37,-0.18,-75.92,1182515@1750469465,V3P4DLKO0850A,0.06900426,-8.452832,untitled,,1750469460.0,1085.0,1410205.0,tokyobbc_rapsodo Player_031,,1750437064.0,1750469464.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410205@1750469464,untitled,1750469460.0,2286.0,1182515.0,Shinnosuke Matsumoto,,1750437065.0,1750469465.0,Slider,Y,-0.1885,-0.1885,119.42,2314.48,563.1,24.33,5:14,1.0,2.203642,1.7,2.6,-15.8,8.6,-0.13,1.28,1.37,-0.18,-75.92,1182515@1750469465,V3P4DLKO0850A,0.06900426,-8.452832,untitled,,1750469460.0,1085.0,1410205.0,tokyobbc_rapsodo Player_031,,1750437064.0,1750469464.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410205@1750469464,untitled,1750469460.0,2286.0,1182515.0,Shinnosuke Matsumoto,,1750437065.0,1750469465.0,Slider,Y,-0.1885,-0.1885,119.42,2314.48,563.1,24.33,5:14,1.0,2.203642,1.7,2.6,-15.8,8.6,-0.13,1.28,1.37,-0.18,-75.92,1182515@1750469465,V3P4DLKO0850A,0.06900426,-8.452832,untitled,,1750469460.0,1085.0,1410205.0,tokyobbc_rapsodo Player_031,,1750437064.0,1750469464.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410205@1750469464,untitled,1750469460.0,119.0
