count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,runevent_romaji,scored_person_romaji,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji
197,17.0,184.0,2025/3/12,6906.984561,6617.984562,1741747735,4.0,2.0,山崎,Right,TOK,9,batter9,Left,GXAスカイホークス,5,Bottom,1,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.137,0.473,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,"1,2",batter8,batter7,,Nothing,,,,,,2507020197,ボール,,6904.0,https://youtu.be/Jyu6IJPUpVs&t=6904,3663.0,https://youtu.be/aTQ94zDNQF8&t=3663,深見,春山,塗師,石川,小田,山本,片桐,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,深見,山本,石川,塗師,小田","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","山崎,深見,春山,塗師,石川,小田,山本,片桐,安田","R,L,R,R,L,R,R,R,R,L","R,L,L,R,L,L,R,R,R,R",,,,,,,"Ryu, Yamazaki","Yuto, Fukami","Yuichiro, Haruyama","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Jota, Katagiri","Ken, Yasuda",
198,18.0,185.0,2025/3/12,6932.257364,6643.257365,1741747760,4.0,3.0,山崎,Right,TOK,9,batter9,Left,GXAスカイホークス,5,Bottom,1,2,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,117.0,1.263,0.473,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,"1,2",batter8,batter7,,Nothing,,,,,,2507020198,ボール,,6930.0,https://youtu.be/Jyu6IJPUpVs&t=6930,3688.0,https://youtu.be/aTQ94zDNQF8&t=3688,深見,春山,塗師,石川,小田,山本,片桐,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,深見,山本,石川,塗師,小田","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","山崎,深見,春山,塗師,石川,小田,山本,片桐,安田","R,L,R,R,L,R,R,R,R,L","R,L,L,R,L,L,R,R,R,R",,,,,,,"Ryu, Yamazaki","Yuto, Fukami","Yuichiro, Haruyama","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Jota, Katagiri","Ken, Yasuda",
199,19.0,186.0,2025/3/12,6956.609953,6667.609954,1741747785,4.0,4.0,山崎,Right,TOK,9,batter9,Left,GXAスカイホークス,5,Bottom,1,3,0,Cutter,StrikeCalled,Undefined,Undefined,Undefined,0,0,,111.0,0.63,0.212,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,"1,2",batter8,batter7,,Nothing,,,,,,2507020199,見逃し,,6954.0,https://youtu.be/Jyu6IJPUpVs&t=6954,3618.0,https://youtu.be/aTQ94zDNQF8&t=3618,深見,春山,塗師,石川,小田,山本,片桐,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,深見,山本,石川,塗師,小田","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","山崎,深見,春山,塗師,石川,小田,山本,片桐,安田","R,L,R,R,L,R,R,R,R,L","R,L,L,R,L,L,R,R,R,R",,,,,,,"Ryu, Yamazaki","Yuto, Fukami","Yuichiro, Haruyama","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Jota, Katagiri","Ken, Yasuda",
200,20.0,187.0,2025/3/12,6973.252469,6684.25247,1741747801,4.0,5.0,山崎,Right,TOK,9,batter9,Left,GXAスカイホークス,5,Bottom,1,3,1,Fastball,InPlay,Undefined,Bunt,Single,0,0,,,0.834,0.156,23.48238236,-26.88693419,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,"1,2",batter8,batter7,,Undefined,,石川,,"5,3","5E,3",2507020200,三安,,6971.0,https://youtu.be/Jyu6IJPUpVs&t=6971,3635.0,https://youtu.be/aTQ94zDNQF8&t=3635,深見,春山,塗師,石川,小田,山本,片桐,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,深見,山本,石川,塗師,小田","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","山崎,深見,春山,塗師,石川,小田,山本,片桐,安田","R,L,R,R,L,R,R,R,R,L","R,L,L,R,L,L,R,R,R,R",,,,,,,"Ryu, Yamazaki","Yuto, Fukami","Yuichiro, Haruyama","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Jota, Katagiri","Ken, Yasuda","Hikaru, Ishikawa"
201,21.0,188.0,2025/3/12,7036.210897,6747.210898,1741747864,5.0,1.0,山崎,Right,TOK,1,batter2,Left,GXAスカイホークス,5,Bottom,1,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.203,0.156,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,"1,2,3",batter9,batter8,batter7,Nothing,,,,,,2507020201,ボール,,7034.0,https://youtu.be/Jyu6IJPUpVs&t=7034,3698.0,https://youtu.be/aTQ94zDNQF8&t=3698,深見,春山,塗師,石川,小田,山本,片桐,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,深見,山本,石川,塗師,小田","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","山崎,深見,春山,塗師,石川,小田,山本,片桐,安田","R,L,R,R,L,R,R,R,R,L","R,L,L,R,L,L,R,R,R,R",,,,,,,"Ryu, Yamazaki","Yuto, Fukami","Yuichiro, Haruyama","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Jota, Katagiri","Ken, Yasuda",
202,22.0,189.0,2025/3/12,7054.855048,6765.85505,1741747883,5.0,2.0,山崎,Right,TOK,1,batter2,Left,GXAスカイホークス,5,Bottom,1,1,0,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,110.0,1.183,0.136,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,"1,2,3",batter9,batter8,batter7,Nothing,,,,,,2507020202,ボール,,7052.0,https://youtu.be/Jyu6IJPUpVs&t=7052,3717.0,https://youtu.be/aTQ94zDNQF8&t=3717,深見,春山,塗師,石川,小田,山本,片桐,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,深見,山本,石川,塗師,小田","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","山崎,深見,春山,塗師,石川,小田,山本,片桐,安田","R,L,L,R,L,R,R,R,R,L","R,L,L,R,L,L,R,R,R,R",,,,,,,"Ryu, Yamazaki","Yuto, Fukami","Yuichiro, Haruyama","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Jota, Katagiri","Ken, Yasuda",
203,23.0,190.0,2025/3/12,7073.664255,6784.664256,1741747902,5.0,3.0,山崎,Right,TOK,1,batter2,Left,GXAスカイホークス,5,Bottom,1,2,0,Cutter,StrikeCalled,Undefined,Undefined,Undefined,0,0,,116.0,0.806,0.208,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,"1,2,3",batter9,batter8,batter7,Nothing,,,,,,2507020203,見逃し,,7071.0,https://youtu.be/Jyu6IJPUpVs&t=7071,3749.0,https://youtu.be/aTQ94zDNQF8&t=3749,深見,春山,塗師,石川,小田,山本,片桐,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,深見,山本,石川,塗師,小田","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","山崎,深見,春山,塗師,石川,小田,山本,片桐,安田","R,L,L,R,L,R,R,R,R,L","R,L,L,R,L,L,R,R,R,R",,,,,,,"Ryu, Yamazaki","Yuto, Fukami","Yuichiro, Haruyama","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Jota, Katagiri","Ken, Yasuda",
204,24.0,191.0,2025/3/12,7092.49663,6803.496632,1741747921,5.0,4.0,山崎,Right,TOK,1,batter2,Left,GXAスカイホークス,5,Bottom,1,2,1,Cutter,InPlay,Undefined,FlyBall,Out,1,0,,114.0,0.822,-0.064,87.92985352,1.345626557,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,"1,2,3",batter9,batter8,batter7,Undefined,,,,8,8,2507020204,中飛,,7090.0,https://youtu.be/Jyu6IJPUpVs&t=7090,3767.0,https://youtu.be/aTQ94zDNQF8&t=3767,深見,春山,塗師,石川,小田,山本,片桐,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,深見,山本,石川,塗師,小田","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","山崎,深見,春山,塗師,石川,小田,山本,片桐,安田","R,L,L,R,L,R,R,R,R,L","R,L,L,R,L,L,R,R,R,R",,,,,,,"Ryu, Yamazaki","Yuto, Fukami","Yuichiro, Haruyama","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Jota, Katagiri","Ken, Yasuda",
205,25.0,192.0,2025/3/12,7140.460168,6851.46017,1741747969,6.0,1.0,山崎,Right,TOK,2,batter3,Right,GXAスカイホークス,5,Bottom,2,0,0,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.846,-0.427,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,"1,2,3",batter9,batter8,batter7,Nothing,,,,,,2507020205,ボール,,7138.0,https://youtu.be/Jyu6IJPUpVs&t=7138,3815.0,https://youtu.be/aTQ94zDNQF8&t=3815,深見,春山,塗師,石川,小田,山本,片桐,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,深見,山本,石川,塗師,小田","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","山崎,深見,春山,塗師,石川,小田,山本,片桐,安田","R,L,L,R,L,R,R,R,R,L","R,L,L,R,L,L,R,R,R,R",,,,,,,"Ryu, Yamazaki","Yuto, Fukami","Yuichiro, Haruyama","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Jota, Katagiri","Ken, Yasuda",
206,26.0,193.0,2025/3/12,7157.922457,6868.922458,1741747986,6.0,2.0,山崎,Right,TOK,2,batter3,Right,GXAスカイホークス,5,Bottom,2,1,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,123.0,0.634,0.232,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,"1,2,3",batter9,batter8,batter7,Nothing,,,,,,2507020206,見逃し,,7155.0,https://youtu.be/Jyu6IJPUpVs&t=7155,3833.0,https://youtu.be/aTQ94zDNQF8&t=3833,深見,春山,塗師,石川,小田,山本,片桐,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,深見,山本,石川,塗師,小田","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","山崎,深見,春山,塗師,石川,小田,山本,片桐,安田","R,L,L,R,L,R,R,R,R,L","R,L,L,R,L,L,R,R,R,R",,,,,,,"Ryu, Yamazaki","Yuto, Fukami","Yuichiro, Haruyama","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Jota, Katagiri","Ken, Yasuda",
207,27.0,194.0,2025/3/12,7176.840957,6887.840958,1741748005,6.0,3.0,山崎,Right,TOK,2,batter3,Right,GXAスカイホークス,5,Bottom,2,1,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,110.0,1.157,0.292,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,"1,2,3",batter9,batter8,batter7,Nothing,,,,,,2507020207,ボール,,7174.0,https://youtu.be/Jyu6IJPUpVs&t=7174,3852.0,https://youtu.be/aTQ94zDNQF8&t=3852,深見,春山,塗師,石川,小田,山本,片桐,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,深見,山本,石川,塗師,小田","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","山崎,深見,春山,塗師,石川,小田,山本,片桐,安田","R,L,L,R,L,R,R,R,R,L","R,L,L,R,L,L,R,R,R,R",,,,,,,"Ryu, Yamazaki","Yuto, Fukami","Yuichiro, Haruyama","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Jota, Katagiri","Ken, Yasuda",
208,28.0,195.0,2025/3/12,7194.932417,6905.932418,1741748023,6.0,4.0,山崎,Right,TOK,2,batter3,Right,GXAスカイホークス,5,Bottom,2,2,1,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,123.0,0.942,0.232,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,"1,2,3",batter9,batter8,batter7,Nothing,,,,,,2507020208,見逃し,,7192.0,https://youtu.be/Jyu6IJPUpVs&t=7192,3801.0,https://youtu.be/aTQ94zDNQF8&t=3801,深見,春山,塗師,石川,小田,山本,片桐,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,深見,山本,石川,塗師,小田","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","山崎,深見,春山,塗師,石川,小田,山本,片桐,安田","R,L,L,R,L,R,R,R,R,L","R,L,L,R,L,L,R,R,R,R",,,,,,,"Ryu, Yamazaki","Yuto, Fukami","Yuichiro, Haruyama","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Jota, Katagiri","Ken, Yasuda",
209,29.0,196.0,2025/3/12,7213.456672,6924.456673,1741748042,6.0,5.0,山崎,Right,TOK,2,batter3,Right,GXAスカイホークス,5,Bottom,2,2,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,121.0,0.894,0.387,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,"1,2,3",batter9,batter8,batter7,Nothing,,,,,,2507020209,ボール,,7211.0,https://youtu.be/Jyu6IJPUpVs&t=7211,3819.0,https://youtu.be/aTQ94zDNQF8&t=3819,深見,春山,塗師,石川,小田,山本,片桐,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,深見,山本,石川,塗師,小田","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","山崎,深見,春山,塗師,石川,小田,山本,片桐,安田","R,L,L,R,L,R,R,R,R,L","R,L,L,R,L,L,R,R,R,R",,,,,,,"Ryu, Yamazaki","Yuto, Fukami","Yuichiro, Haruyama","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Jota, Katagiri","Ken, Yasuda",
210,30.0,197.0,2025/3/12,7243.473425,6954.473427,1741748072,6.0,6.0,山崎,Right,TOK,2,batter3,Right,GXAスカイホークス,5,Bottom,2,3,2,Fastball,BallCalled,Walk,Undefined,Undefined,0,1,,125.0,1.157,0.14,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,"1,2,3",batter9,batter8,batter7,Nothing,,,batter8,,,2507020210,四球①,,7241.0,https://youtu.be/Jyu6IJPUpVs&t=7241,3849.0,https://youtu.be/aTQ94zDNQF8&t=3849,深見,春山,塗師,石川,小田,山本,片桐,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,深見,山本,石川,塗師,小田","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","山崎,深見,春山,塗師,石川,小田,山本,片桐,安田","R,L,L,R,L,R,R,R,R,L","R,L,L,R,L,L,R,R,R,R",,,,,,,"Ryu, Yamazaki","Yuto, Fukami","Yuichiro, Haruyama","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Jota, Katagiri","Ken, Yasuda",
211,31.0,198.0,2025/3/12,7282.477399,6993.4774,1741748111,7.0,1.0,山崎,Right,TOK,3,batter4,Right,GXAスカイホークス,5,Bottom,2,0,0,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,,112.0,0.277,-0.14,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,"1,2,3",batter9,batter8,batter7,Nothing,,,,,,2507020211,ボール,,7280.0,https://youtu.be/Jyu6IJPUpVs&t=7280,3888.0,https://youtu.be/aTQ94zDNQF8&t=3888,深見,春山,塗師,石川,小田,山本,片桐,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,深見,山本,石川,塗師,小田","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","山崎,深見,春山,塗師,石川,小田,山本,片桐,安田","R,L,L,R,L,R,R,R,R,L","R,L,L,R,L,L,R,R,R,R",,,,,,,"Ryu, Yamazaki","Yuto, Fukami","Yuichiro, Haruyama","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Jota, Katagiri","Ken, Yasuda",
212,32.0,199.0,2025/3/12,7301.470018,7012.47002,1741748130,7.0,2.0,山崎,Right,TOK,3,batter4,Right,GXAスカイホークス,5,Bottom,2,1,0,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,,0.998,0.104,21.63873149,117.6130278,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,"1,2,3",batter9,batter8,batter7,Undefined,,,,,,2507020212,ファール,,7299.0,https://youtu.be/Jyu6IJPUpVs&t=7299,3907.0,https://youtu.be/aTQ94zDNQF8&t=3907,深見,春山,塗師,石川,小田,山本,片桐,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,深見,山本,石川,塗師,小田","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","山崎,深見,春山,塗師,石川,小田,山本,片桐,安田","R,L,L,R,R,R,R,R,R,L","R,L,L,R,L,L,R,R,R,R",,,,,,,"Ryu, Yamazaki","Yuto, Fukami","Yuichiro, Haruyama","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Jota, Katagiri","Ken, Yasuda",
213,33.0,200.0,2025/3/12,7323.683488,7034.683489,1741748152,7.0,3.0,山崎,Right,TOK,3,batter4,Right,GXAスカイホークス,5,Bottom,2,1,1,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,124.0,0.57,-0.228,40.77630961,86.68221883,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,"1,2,3",batter9,batter8,batter7,Undefined,,,,,,2507020213,ファール,,7321.0,https://youtu.be/Jyu6IJPUpVs&t=7321,3929.0,https://youtu.be/aTQ94zDNQF8&t=3929,深見,春山,塗師,石川,小田,山本,片桐,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,深見,山本,石川,塗師,小田","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","山崎,深見,春山,塗師,石川,小田,山本,片桐,安田","R,L,L,R,R,R,R,R,R,L","R,L,L,R,L,L,R,R,R,R",,,,,,,"Ryu, Yamazaki","Yuto, Fukami","Yuichiro, Haruyama","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Jota, Katagiri","Ken, Yasuda",
214,34.0,201.0,2025/3/12,7347.291538,7058.291539,1741748176,7.0,4.0,山崎,Right,TOK,3,batter4,Right,GXAスカイホークス,5,Bottom,2,1,2,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.243,-0.413,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,"1,2,3",batter9,batter8,batter7,Nothing,,,,,,2507020214,ボール,,7345.0,https://youtu.be/Jyu6IJPUpVs&t=7345,3974.0,https://youtu.be/aTQ94zDNQF8&t=3974,深見,春山,塗師,石川,小田,山本,片桐,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,深見,山本,石川,塗師,小田","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","山崎,深見,春山,塗師,石川,小田,山本,片桐,安田","R,L,L,R,R,R,R,R,R,L","R,L,L,R,L,L,R,R,R,R",,,,,,,"Ryu, Yamazaki","Yuto, Fukami","Yuichiro, Haruyama","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Jota, Katagiri","Ken, Yasuda",
215,35.0,202.0,2025/3/12,7367.776852,7078.776853,1741748196,7.0,5.0,山崎,Right,TOK,3,batter4,Right,GXAスカイホークス,5,Bottom,2,2,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,125.0,0.53,-0.387,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,"1,2,3",batter9,batter8,batter7,Nothing,,,,,,2507020215,ボール,,7365.0,https://youtu.be/Jyu6IJPUpVs&t=7365,3994.0,https://youtu.be/aTQ94zDNQF8&t=3994,深見,春山,塗師,石川,小田,山本,片桐,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,深見,山本,石川,塗師,小田","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","山崎,深見,春山,塗師,石川,小田,山本,片桐,安田","R,L,L,R,R,R,R,R,R,L","R,L,L,R,L,L,R,R,R,R",,,,,,,"Ryu, Yamazaki","Yuto, Fukami","Yuichiro, Haruyama","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Jota, Katagiri","Ken, Yasuda",
216,36.0,203.0,2025/3/12,7390.908245,7101.908247,1741748219,7.0,6.0,山崎,Right,TOK,3,batter4,Right,GXAスカイホークス,5,Bottom,2,3,2,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,,0.522,-0.076,37.8513322,21.96724341,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,"1,2,3",batter9,batter8,batter7,Undefined,,,,"4,3","4,3A",2507020216,二ゴ,,7388.0,https://youtu.be/Jyu6IJPUpVs&t=7388,4017.0,https://youtu.be/aTQ94zDNQF8&t=4017,深見,春山,塗師,石川,小田,山本,片桐,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,深見,山本,石川,塗師,小田","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","山崎,深見,春山,塗師,石川,小田,山本,片桐,安田","R,L,L,R,R,R,R,R,R,L","R,L,L,R,L,L,R,R,R,R",,,,,,,"Ryu, Yamazaki","Yuto, Fukami","Yuichiro, Haruyama","Takuma, Nushi","Hikaru, Ishikawa","Shu, Oda","Akira, Yamamoto","Jota, Katagiri","Ken, Yasuda",
217,1.0,204.0,2025/3/12,7748.746606,7459.746608,1741748577,1.0,1.0,pos1_3,Left,GXAスカイホークス,6,山本,Right,TOK,6,Top,0,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,127.0,0.734,0.256,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507020217,見逃し,,7746.0,https://youtu.be/Jyu6IJPUpVs&t=7746,4048.0,https://youtu.be/aTQ94zDNQF8&t=4048,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,深見,山本,石川,塗師,小田","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","山崎,深見,春山,塗師,石川,小田,山本,片桐,安田","R,L,L,R,R,R,R,R,R,L","L,L,L,R,L,L,R,R,R,R","Akira, Yamamoto",,,,,,,,,,,,,,,
218,2.0,205.0,2025/3/12,7762.729829,7473.729831,1741748591,1.0,2.0,pos1_3,Left,GXAスカイホークス,6,山本,Right,TOK,6,Top,0,0,1,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,127.0,0.61,0.252,,,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507020218,見逃し,,7760.0,https://youtu.be/Jyu6IJPUpVs&t=7760,4062.0,https://youtu.be/aTQ94zDNQF8&t=4062,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,深見,山本,石川,塗師,小田","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","山崎,深見,春山,塗師,石川,小田,山本,片桐,安田","R,L,L,R,R,R,R,R,R,L","L,L,L,R,L,L,R,R,R,R","Akira, Yamamoto",,,,,,,,,,,,,,,
219,3.0,206.0,2025/3/12,7783.198102,7494.198104,1741748611,1.0,3.0,pos1_3,Left,GXAスカイホークス,6,山本,Right,TOK,6,Top,0,0,2,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,125.0,0.498,0.244,16.6712344,-103.2985703,GXAスカイホークス,#050505,GXA,TOK,#217fc4,東大,大和,B,春季オープン戦,Normal,,,,,Undefined,,,,,,2507020219,ファール,,7781.0,https://youtu.be/Jyu6IJPUpVs&t=7781,4082.0,https://youtu.be/aTQ94zDNQF8&t=4082,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,片桐,春山,昼馬,深見,山本,石川,塗師,小田","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","山崎,深見,春山,塗師,石川,小田,山本,片桐,安田","R,L,L,R,R,R,R,R,R,L","L,L,L,R,L,L,R,R,R,R","Akira, Yamamoto",,,,,,,,,,,,,,,
