count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,run_person_romaji,scored_person_romaji,error_person_romaji,No,Player ID,Pitcher_rapsodo_pitch,MLB ID,Date_rapsodo_pitch,Pitch ID,TaggedPitchType_rapsodo_pitch,IsStrike,PlateLocSide_rapsodo_pitch,PlateLocHeight_rapsodo_pitch,RelSpeed_rapsodo_pitch,SpinRate,TrueSpin,SpinEfficiency,Tilt,Spin Confidence,Extension,InducedVertBreak,HorzBreak,VB (spin),HB (spin),HorizontalRelAngle,RelAngle,RelHeight,RelSide,GyroDegree,Unique ID,Device Serial Number,HorzApprAngle,VertApprAngle,Session Name,Intent Type,unixtime,No_rapsodo_hit,Player ID_rapsodo_hit,Batter_rapsodo_hit,MLB ID_rapsodo_hit,Date_rapsodo_hit,HitID,ExitSpeed,RelSpeed_rapsodo_hit,Angle,Direction,HitSpinRate,Distance,HitSpinTilt,SpinConfidence,PlateLocSide_rapsodo_hit,PlateLocHeight_rapsodo_hit,ContactDepth,Batname,SerialNumber,Unique ID_rapsodo_hit,Session Name_rapsodo_hit,unixtime_rapsodo_hit,RelSpeed_opensen
58,21.0,58.0,2025/8/22,3448.967142,2348.967146,1755827563,2.0,1.0,大場,Right,東京農業大,5,工藤,Right,TOK,2,Bottom,0,0,0,Slider,FoulBall,Undefined,GroundBall,Undefined,0,0,,121.77,0.69,-0.268,20.23392406,82.46055486,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,1,大原,,,Undefined,,,,,,2523300058,ファール,,3446,https://youtu.be/aj-tAgL9dwU&t=3446,1933,https://youtu.be/Lw74doyJ1kY&t=1933,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","江口,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","大場,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Yudai, Kudo","Kaiki, Ohara",,,,,,232.0,853160.0,Test_pitcher_Right Right,,1755795166.0,1755827566.0,Slider,Y,-0.1195,0.5547,121.77,2051.33,52.6,2.56,01:36,1.0,1.6685028,7.5,-0.8,-0.4,-1.4,-0.46,-0.32,1.84,0.02,88.53,853160@1755827566,V3P4DLKO0850A,-0.5204396,-9.031445,untitled,,1755827566.0,506.0,972881.0,TokyoBBC Right,,1755795165.0,1755827565.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755827565,untitled,1755827565.0,
59,22.0,59.0,2025/8/22,3473.192007,2373.19201,1755827587,2.0,2.0,大場,Right,東京農業大,5,工藤,Right,TOK,2,Bottom,0,0,1,ChangeUp,StrikeCalled,Undefined,Undefined,Undefined,0,0,,114.4,0.618,-0.008,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,1,大原,,,Nothing,,,,,,2523300059,見逃し,,3471,https://youtu.be/aj-tAgL9dwU&t=3471,1943,https://youtu.be/Lw74doyJ1kY&t=1943,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","江口,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","大場,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Yudai, Kudo","Kaiki, Ohara",,,,,,231.0,853160.0,Test_pitcher_Right Right,,1755795190.0,1755827590.0,ChangeUp,Y,-0.0053,0.5064,114.4,1002.14,994.3,99.22,01:26,1.0,1.748497,25.0,27.7,31.3,30.0,-1.0,-0.41,1.82,0.0,-7.18,853160@1755827590,V3P4DLKO0850A,1.0756013,-9.268536,untitled,,1755827590.0,505.0,972881.0,TokyoBBC Right,,1755795190.0,1755827590.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755827590,untitled,1755827590.0,
60,23.0,60.0,2025/8/22,3492.873751,2392.873757,1755827607,2.0,3.0,大場,Right,東京農業大,5,工藤,Right,TOK,2,Bottom,0,0,2,Slider,FoulBall,Undefined,GroundBall,Undefined,0,0,,123.11,0.57,0.032,2.949852507,36.86989765,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,1,大原,,,Undefined,,,,,,2523300060,ファール,,3490,https://youtu.be/aj-tAgL9dwU&t=3490,1963,https://youtu.be/Lw74doyJ1kY&t=1963,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","江口,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","大場,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Yudai, Kudo","Kaiki, Ohara",,,,,,230.0,853160.0,Test_pitcher_Right Right,,1755795210.0,1755827610.0,Slider,Y,0.0182,0.4614,123.11,2107.53,454.9,21.58,04:52,1.0,1.823412,0.0,-3.5,-13.6,5.1,0.37,-0.45,1.84,-0.05,77.54,853160@1755827610,V3P4DLKO0850A,0.10213159,-9.910664,untitled,,1755827610.0,504.0,972881.0,TokyoBBC Right,,1755795209.0,1755827609.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755827609,untitled,1755827609.0,
61,,,2025/8/22,3528.406334,2428.406336,1755827642,,,大場,Right,東京農業大,5,工藤,Right,TOK,2,Bottom,0,0,2,,,,,,0,0,,,,,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,1,大原,,,PickOff,,,,"1,3","1,3",2523300061,牽制,,3526,https://youtu.be/aj-tAgL9dwU&t=3526,1975,https://youtu.be/Lw74doyJ1kY&t=1975,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","江口,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","大場,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Yudai, Kudo","Kaiki, Ohara",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,24.0,61.0,2025/8/22,3542.847678,2442.84768,1755827656,2.0,4.0,大場,Right,東京農業大,5,工藤,Right,TOK,2,Bottom,0,0,2,Splitter,StrikeSwinging,Strikeout,Undefined,Undefined,1,0,,129.25,0.31,0.008,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,1,大原,,,CaughtStealing,大原,,,,,2523300062,空三振[盗塁死],,3540,https://youtu.be/aj-tAgL9dwU&t=3540,1990,https://youtu.be/Lw74doyJ1kY&t=1990,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","江口,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","大場,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Yudai, Kudo","Kaiki, Ohara",,,"Kaiki, Ohara",,,229.0,853160.0,Test_pitcher_Right Right,,1755795259.0,1755827659.0,ChangeUp,N,-0.0037,0.35,129.25,893.33,879.3,98.43,01:18,1.0,1.6956291,24.7,33.4,28.7,24.0,-1.08,-2.13,1.85,-0.03,10.15,853160@1755827659,V3P4DLKO0850A,1.4238853,-8.770503,untitled,,1755827659.0,503.0,972881.0,TokyoBBC Right,,1755795258.0,1755827658.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755827658,untitled,1755827658.0,
63,25.0,62.0,2025/8/22,3577.614153,2477.614156,1755827691,3.0,1.0,大場,Right,東京農業大,6,青貝,Right,TOK,2,Bottom,2,0,0,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,141.96,0.53,-0.104,42.53110398,23.72039557,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Undefined,,,,"4,3","4,3A",2523300063,二ゴ,,3575,https://youtu.be/aj-tAgL9dwU&t=3575,2007,https://youtu.be/Lw74doyJ1kY&t=2007,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","江口,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","大場,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,L,L","R,L,L,R,L,R,L,R,L,L",,,,,,,,,,"Naomasa, Aogai",,,,,,,228.0,853160.0,Test_pitcher_Right Right,,1755795295.0,1755827695.0,ChangeUp,Y,-0.0021,0.5914,141.96,2303.72,2267.8,98.44,00:44,1.0,1.646307,56.3,19.9,60.0,25.1,-0.55,-3.1,1.88,-0.04,10.14,853160@1755827695,V3P4DLKO0850A,0.94336194,-6.072262,untitled,,1755827695.0,502.0,972881.0,TokyoBBC Right,,1755795294.0,1755827694.0,120.0,,2.6,15.9,3882.7378,19.3,01:00,1.0,13.7,55.9,68.9,,V3P4DLKO0850A,972881@1755827694,untitled,1755827694.0,
64,38.0,63.0,2025/8/22,3702.334851,2602.334854,1755827816,1.0,1.0,江口,Right,TOK,2,小幡,Left,東京農業大,3,Top,0,0,0,Fastball,InPlay,Undefined,LineDrive,Out,1,0,,134.57,0.61,-0.22,81.48270102,7.279382692,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Undefined,,,,8,8,2523300064,中直,,3700,https://youtu.be/aj-tAgL9dwU&t=3700,2043,https://youtu.be/Lw74doyJ1kY&t=2043,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","江口,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","大場,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,L,L","R,L,L,R,L,R,L,R,L,L","Naoki, Eguchi","Ken, Akashi","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Kaiki, Ohara","Suguru, Sakai","Koichiro, Ito",,,,,,,,453.0,1090463.0,Naoki Eguchi,,1755795420.0,1755827820.0,Fastball,Y,-0.0753,0.6041,134.57,2129.92,2104.6,98.81,00:36,1.0,,51.8,18.1,50.2,17.3,-2.02,-2.58,1.7,0.28,8.85,1090463@1755827820,V3P4DLKO0850A,-0.5889998,-5.778519,untitled,,1755827820.0,497.0,972881.0,TokyoBBC Right,,1755795419.0,1755827819.0,123.3,,24.2,9.5,1688.1161,74.4,10:06,1.0,-21.7,85.0,-69.5,,V3P4DLKO0850A,972881@1755827819,untitled,1755827819.0,
65,39.0,64.0,2025/8/22,3732.181134,2632.181139,1755827846,2.0,1.0,江口,Right,TOK,3,齋藤優,Right,東京農業大,3,Top,1,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,135.67,1.103,-0.224,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523300065,ボール,,3730,https://youtu.be/aj-tAgL9dwU&t=3730,2059,https://youtu.be/Lw74doyJ1kY&t=2059,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","江口,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","大場,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,L,L","R,L,L,R,L,R,L,R,L,L","Naoki, Eguchi","Ken, Akashi","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Kaiki, Ohara","Suguru, Sakai","Koichiro, Ito",,,,,,,,452.0,1090463.0,Naoki Eguchi,,1755795449.0,1755827849.0,Fastball,N,-0.2037999999999999,1.0679,135.67,2153.66,2107.1,97.84,00:42,1.0,,49.4,13.0,49.7,19.3,-2.31,-0.88,1.74,0.29,11.94,1090463@1755827849,V3P4DLKO0850A,-1.2924826,-4.2655177,untitled,,1755827849.0,496.0,972881.0,TokyoBBC Right,,1755795448.0,1755827848.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755827848,untitled,1755827848.0,
66,40.0,65.0,2025/8/22,3740.832932,2640.832936,1755827854,2.0,2.0,江口,Right,TOK,3,齋藤優,Right,東京農業大,3,Top,1,1,0,Fastball,FoulBall,Undefined,LineDrive,Undefined,0,0,,134.35,0.558,-0.008,64.93964793,65.29756977,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Undefined,,,,,,2523300066,ファール,,3738,https://youtu.be/aj-tAgL9dwU&t=3738,2068,https://youtu.be/Lw74doyJ1kY&t=2068,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","江口,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","大場,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,L,L","R,L,L,R,L,R,L,R,L,L","Naoki, Eguchi","Ken, Akashi","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Kaiki, Ohara","Suguru, Sakai","Koichiro, Ito",,,,,,,,451.0,1090463.0,Naoki Eguchi,,1755795457.0,1755827857.0,Fastball,Y,-0.1099,0.7424,134.35,1862.59,1859.0,99.81,01:08,1.0,1.3350544,46.8,22.7,53.2,36.8,-2.26,-1.21,1.73,0.32,3.57,1090463@1755827857,V3P4DLKO0850A,-0.6017286,-5.799473,untitled,,1755827857.0,495.0,972881.0,TokyoBBC Right,,1755795456.0,1755827856.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755827856,untitled,1755827856.0,
67,41.0,66.0,2025/8/22,3754.820096,2654.820099,1755827868,2.0,3.0,江口,Right,TOK,3,齋藤優,Right,東京農業大,3,Top,1,1,1,Fastball,FoulBall,Undefined,Popup,Undefined,0,0,,134.55,1.103,0.064,23.62830017,92.86240523,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Undefined,,,,,,2523300067,ファール,,3752,https://youtu.be/aj-tAgL9dwU&t=3752,2075,https://youtu.be/Lw74doyJ1kY&t=2075,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","江口,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","大場,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,L,L","R,L,L,R,L,R,L,R,L,L","Naoki, Eguchi","Ken, Akashi","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Kaiki, Ohara","Suguru, Sakai","Koichiro, Ito",,,,,,,,450.0,1090463.0,Naoki Eguchi,,1755795471.0,1755827871.0,Fastball,N,0.0776,1.0971,134.55,1927.04,1915.0,99.38,01:06,1.0,2.1056461,52.1,21.4,49.1,32.5,-1.52,-0.7,1.76,0.28,6.4,1090463@1755827871,V3P4DLKO0850A,0.10932856,-4.2287197,untitled,,1755827871.0,494.0,972881.0,TokyoBBC Right,,1755795471.0,1755827871.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755827871,untitled,1755827871.0,
68,42.0,67.0,2025/8/22,3768.854351,2668.854353,1755827883,2.0,4.0,江口,Right,TOK,3,齋藤優,Right,東京農業大,3,Top,1,1,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,139.2,0.303,0.088,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523300068,ボール,,3766,https://youtu.be/aj-tAgL9dwU&t=3766,2083,https://youtu.be/Lw74doyJ1kY&t=2083,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","江口,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","大場,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,L,L","R,L,L,R,L,R,L,R,L,L","Naoki, Eguchi","Ken, Akashi","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Kaiki, Ohara","Suguru, Sakai","Koichiro, Ito",,,,,,,,449.0,1090463.0,Naoki Eguchi,,1755795486.0,1755827886.0,Fastball,N,-0.1907,0.3087,139.2,1881.55,1868.5,99.3,00:54,1.0,1.174284,50.8,19.9,58.5,30.8,-2.45,-3.13,1.78,0.33,6.76,1090463@1755827886,V3P4DLKO0850A,-1.0034149,-7.0869927,untitled,,1755827886.0,493.0,972881.0,TokyoBBC Right,,1755795485.0,1755827885.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755827885,untitled,1755827885.0,
69,43.0,68.0,2025/8/22,3780.437122,2680.437124,1755827894,2.0,5.0,江口,Right,TOK,3,齋藤優,Right,東京農業大,3,Top,1,2,2,Fastball,InPlay,Undefined,FlyBall,Out,1,0,,139.71,0.59,0.08,111.1217701,3.500433403,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Undefined,,,,8,8,2523300069,中飛,,3778,https://youtu.be/aj-tAgL9dwU&t=3778,2094,https://youtu.be/Lw74doyJ1kY&t=2094,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","江口,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","大場,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,L,L","R,L,L,R,L,R,L,R,L,L","Naoki, Eguchi","Ken, Akashi","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Kaiki, Ohara","Suguru, Sakai","Koichiro, Ito",,,,,,,,448.0,1090463.0,Naoki Eguchi,,1755795497.0,1755827897.0,Fastball,Y,-0.0069999999999999,0.7166,139.71,1943.85,1912.8,98.4,01:10,1.0,1.3438435,47.1,21.3,51.7,36.9,-1.95,-1.59,1.72,0.35,10.26,1090463@1755827897,V3P4DLKO0850A,-0.40926638,-5.487455,untitled,,1755827897.0,492.0,972881.0,TokyoBBC Right,,1755795496.0,1755827896.0,134.3,,30.8,-2.8,3234.3735,95.9,00:56,1.0,176.7,0.0,0.0,,V3P4DLKO0850A,972881@1755827896,untitled,1755827896.0,
70,44.0,69.0,2025/8/22,3813.550546,2713.550549,1755827927,3.0,1.0,江口,Right,TOK,4,北條,Left,東京農業大,3,Top,2,0,0,Fastball,InPlay,Undefined,GroundBall,Single,0,0,,135.51,0.582,0.016,70.52553865,34.08887162,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Undefined,,,,9,9,2523300070,右安,,3811,https://youtu.be/aj-tAgL9dwU&t=3811,2108,https://youtu.be/Lw74doyJ1kY&t=2108,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","江口,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","大場,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,L,L","R,L,L,R,L,R,L,R,L,L","Naoki, Eguchi","Ken, Akashi","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Kaiki, Ohara","Suguru, Sakai","Koichiro, Ito",,,,,,,,447.0,1090463.0,Naoki Eguchi,,1755795530.0,1755827930.0,Fastball,Y,0.0146,0.6149,135.51,1973.38,1970.8,99.87,01:06,1.0,1.6883774,50.0,24.1,50.9,34.1,-2.09,-1.88,1.7,0.37,-2.92,1090463@1755827930,V3P4DLKO0850A,-0.2831433,-5.9879045,untitled,,1755827930.0,491.0,972881.0,TokyoBBC Right,,1755795530.0,1755827930.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755827930,untitled,1755827930.0,
71,45.0,70.0,2025/8/22,3848.94683,2748.946834,1755827963,4.0,1.0,江口,Right,TOK,5,酒井大,Right,東京農業大,3,Top,2,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,133.49,0.558,0.264,,,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,1,北條,,,Nothing,,,,,,2523300071,見逃し,,3846,https://youtu.be/aj-tAgL9dwU&t=3846,2126,https://youtu.be/Lw74doyJ1kY&t=2126,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","江口,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","大場,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,L,L","R,L,L,R,L,R,L,R,L,L","Naoki, Eguchi","Ken, Akashi","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Kaiki, Ohara","Suguru, Sakai","Koichiro, Ito",,,,,,,,446.0,1090463.0,Naoki Eguchi,,1755795566.0,1755827966.0,Fastball,Y,0.1876,0.5626,133.49,2138.65,2134.9,99.82,00:40,1.0,,47.3,25.5,49.6,18.7,-1.31,-2.52,1.67,0.28,-3.4,1090463@1755827966,V3P4DLKO0850A,0.7108432,-5.9771953,untitled,,1755827966.0,490.0,972881.0,TokyoBBC Right,,1755795565.0,1755827965.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755827965,untitled,1755827965.0,
72,46.0,71.0,2025/8/22,3865.173433,2765.173437,1755827979,4.0,2.0,江口,Right,TOK,5,酒井大,Right,東京農業大,3,Top,2,0,1,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,137.66,0.606,0.284,35.11439797,88.55587447,TOK,#217fc4,東大,東京農業大,#004040,東農大,TodaiStadium,A,夏季オープン戦,Normal,1,北條,,,Undefined,,,,,,2523300072,ファール,,3863,https://youtu.be/aj-tAgL9dwU&t=3863,2142,https://youtu.be/Lw74doyJ1kY&t=2142,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤,"酒井,樋口,秋元,大原,工藤,青貝,伊藤,井之口,明石","當山,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","江口,明石,秋元,井之口,青貝,樋口,大原,酒井,伊藤","大場,小幡,齋藤優,北條,酒井大,瀬井,山田愼,村山,小野原","R,L,R,R,R,R,R,R,L,L","R,L,L,R,L,R,L,R,L,L","Naoki, Eguchi","Ken, Akashi","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Kaiki, Ohara","Suguru, Sakai","Koichiro, Ito",,,,,,,,445.0,1090463.0,Naoki Eguchi,,1755795584.0,1755827984.0,Fastball,Y,0.1134,0.6255,137.66,2134.84,2134.5,99.98,00:52,1.0,,50.4,19.3,46.5,23.1,-1.54,-2.63,1.68,0.33,-1.07,1090463@1755827984,V3P4DLKO0850A,0.002532057,-5.4631968,untitled,,1755827984.0,489.0,972881.0,TokyoBBC Right,,1755795583.0,1755827983.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972881@1755827983,untitled,1755827983.0,
