count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa
169,39.0,162.0,2025/2/18,8023.289435,7798.289436,1739859975,3.0,2.0,pos1_2,Left,福岡大,3,門田,Right,TOK,6,Top,2,1,0,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,nan,110.0,0.31,-0.008,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810169,ボール,,8021.0,https://youtu.be/6fvRWZlnXt4&t=8021,3992.0,https://youtu.be/Pf4AXbC6-x8&t=3992,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,井之口","pos1_2,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7,batter4","佐伯,杉浦,門田,秋元,青貝,井之口,大原,酒井,竹山","R,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
170,40.0,163.0,2025/2/18,8040.760346,7815.760347,1739859992,3.0,3.0,pos1_2,Left,福岡大,3,門田,Right,TOK,6,Top,2,2,0,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,nan,105.0,0.658,0.407,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810170,ボール,,8038.0,https://youtu.be/6fvRWZlnXt4&t=8038,4010.0,https://youtu.be/Pf4AXbC6-x8&t=4010,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,井之口","pos1_2,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7,batter4","佐伯,杉浦,門田,秋元,青貝,井之口,大原,酒井,竹山","R,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
171,41.0,164.0,2025/2/18,8059.309969,7834.30997,1739860011,3.0,4.0,pos1_2,Left,福岡大,3,門田,Right,TOK,6,Top,2,3,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,nan,120.0,0.53,0.164,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810171,見逃し,,8057.0,https://youtu.be/6fvRWZlnXt4&t=8057,4028.0,https://youtu.be/Pf4AXbC6-x8&t=4028,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,井之口","pos1_2,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7,batter4","佐伯,杉浦,門田,秋元,青貝,井之口,大原,酒井,竹山","R,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
172,42.0,165.0,2025/2/18,8074.444145,7849.444146,1739860026,3.0,5.0,pos1_2,Left,福岡大,3,門田,Right,TOK,6,Top,2,3,1,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,nan,120.0,0.962,-0.108,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810172,空振り,,8072.0,https://youtu.be/6fvRWZlnXt4&t=8072,4044.0,https://youtu.be/Pf4AXbC6-x8&t=4044,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,井之口","pos1_2,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7,batter4","佐伯,杉浦,門田,秋元,青貝,井之口,大原,酒井,竹山","R,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
173,43.0,166.0,2025/2/18,8092.561733,7867.561734,1739860044,3.0,6.0,pos1_2,Left,福岡大,3,門田,Right,TOK,6,Top,2,3,2,Fastball,StrikeCalled,Strikeout,Undefined,Undefined,0,0,nan,120.0,0.526,-0.108,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810173,見三振,,8090.0,https://youtu.be/6fvRWZlnXt4&t=8090,4062.0,https://youtu.be/Pf4AXbC6-x8&t=4062,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7,batter4,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","酒井,竹山,門田,大原,杉浦,秋元,矢田貝,青貝,井之口","pos1_2,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7,batter4","佐伯,杉浦,門田,秋元,青貝,井之口,大原,酒井,竹山","R,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
174,1.0,167.0,2025/2/18,8283.314792,8058.314793,1739860235,1.0,1.0,近藤,Left,TOK,5,batter5_2,Right,福岡大,6,Bottom,0,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,nan,,,,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810174,見逃し,,8281.0,https://youtu.be/6fvRWZlnXt4&t=8281,4225.0,https://youtu.be/Pf4AXbC6-x8&t=4225,杉浦,門田,秋元,青貝,井之口,大原,酒井,堀端,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","酒井,堀端,門田,大原,杉浦,秋元,矢田貝,青貝,井之口","pos1_2,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7,batter4","近藤,杉浦,門田,秋元,青貝,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
175,2.0,168.0,2025/2/18,8297.067003,8072.067004,1739860248,1.0,2.0,近藤,Left,TOK,5,batter5_2,Right,福岡大,6,Bottom,0,0,1,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,nan,,0.61,-0.493,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810175,空振り,,8295.0,https://youtu.be/6fvRWZlnXt4&t=8295,4239.0,https://youtu.be/Pf4AXbC6-x8&t=4239,杉浦,門田,秋元,青貝,井之口,大原,酒井,堀端,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","酒井,堀端,門田,大原,杉浦,秋元,矢田貝,青貝,井之口","pos1_2,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7,batter4","近藤,杉浦,門田,秋元,青貝,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
176,3.0,169.0,2025/2/18,8310.31677,8085.316771,1739860262,1.0,3.0,近藤,Left,TOK,5,batter5_2,Right,福岡大,6,Bottom,0,0,2,ChangeUp,InPlay,Undefined,GroundBall,Single,0,0,nan,,0.638,0.064,71.38643068,0.0,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,nan,nan,nan,nan,Undefined,nan,nan,nan,8,8,2504810176,中安,,8308.0,https://youtu.be/6fvRWZlnXt4&t=8308,4252.0,https://youtu.be/Pf4AXbC6-x8&t=4252,杉浦,門田,秋元,青貝,井之口,大原,酒井,堀端,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","酒井,堀端,門田,大原,杉浦,秋元,矢田貝,青貝,井之口","pos1_2,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7,batter4","近藤,杉浦,門田,秋元,青貝,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
177,4.0,170.0,2025/2/18,8350.301365,8125.301366,1739860302,2.0,1.0,近藤,Left,TOK,6,batter6,Left,福岡大,6,Bottom,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,nan,,0.506,-0.44,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,batter5_2,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810177,ボール,,8348.0,https://youtu.be/6fvRWZlnXt4&t=8348,4280.0,https://youtu.be/Pf4AXbC6-x8&t=4280,杉浦,門田,秋元,青貝,井之口,大原,酒井,堀端,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","酒井,堀端,門田,大原,杉浦,秋元,矢田貝,青貝,井之口","pos1_2,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7,batter4","近藤,杉浦,門田,秋元,青貝,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
178,5.0,171.0,2025/2/18,8371.149773,8146.149773,1739860323,2.0,2.0,近藤,Left,TOK,6,batter6,Left,福岡大,6,Bottom,0,1,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,nan,116.0,0.498,-0.064,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,batter5_2,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810178,見逃し,,8369.0,https://youtu.be/6fvRWZlnXt4&t=8369,4301.0,https://youtu.be/Pf4AXbC6-x8&t=4301,杉浦,門田,秋元,青貝,井之口,大原,酒井,堀端,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","酒井,堀端,門田,大原,杉浦,秋元,矢田貝,青貝,井之口","pos1_2,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7,batter4","近藤,杉浦,門田,秋元,青貝,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
179,6.0,172.0,2025/2/18,8389.937428,8164.937429,1739860341,2.0,3.0,近藤,Left,TOK,6,batter6,Left,福岡大,6,Bottom,0,1,1,ChangeUp,StrikeCalled,Undefined,Undefined,Undefined,0,0,nan,109.0,0.494,-0.012,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,batter5_2,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810179,見逃し,,8387.0,https://youtu.be/6fvRWZlnXt4&t=8387,4320.0,https://youtu.be/Pf4AXbC6-x8&t=4320,杉浦,門田,秋元,青貝,井之口,大原,酒井,堀端,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","酒井,堀端,門田,大原,杉浦,秋元,矢田貝,青貝,井之口","pos1_2,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7,batter4","近藤,杉浦,門田,秋元,青貝,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
180,7.0,173.0,2025/2/18,8410.822854,8185.822855,1739860362,2.0,4.0,近藤,Left,TOK,6,batter6,Left,福岡大,6,Bottom,0,1,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,nan,,0.914,-0.507,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,batter5_2,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810180,ボール,,8408.0,https://youtu.be/6fvRWZlnXt4&t=8408,4341.0,https://youtu.be/Pf4AXbC6-x8&t=4341,杉浦,門田,秋元,青貝,井之口,大原,酒井,堀端,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","酒井,堀端,門田,大原,杉浦,秋元,矢田貝,青貝,井之口","pos1_2,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7,batter4","近藤,杉浦,門田,秋元,青貝,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
181,8.0,174.0,2025/2/18,8431.586403,8206.586404,1739860383,2.0,5.0,近藤,Left,TOK,6,batter6,Left,福岡大,6,Bottom,0,2,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,nan,,0.898,-0.633,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,batter5_2,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810181,ボール,,8429.0,https://youtu.be/6fvRWZlnXt4&t=8429,4361.0,https://youtu.be/Pf4AXbC6-x8&t=4361,杉浦,門田,秋元,青貝,井之口,大原,酒井,堀端,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","酒井,堀端,門田,大原,杉浦,秋元,矢田貝,青貝,井之口","pos1_2,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7,batter4","近藤,杉浦,門田,秋元,青貝,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
182,9.0,175.0,2025/2/18,8457.922337,8232.922338,1739860409,2.0,6.0,近藤,Left,TOK,6,batter6,Left,福岡大,6,Bottom,0,3,2,Fastball,StrikeCalled,Strikeout,Undefined,Undefined,0,0,nan,117.0,0.51,0.156,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,batter5_2,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810182,見三振,,8455.0,https://youtu.be/6fvRWZlnXt4&t=8455,4388.0,https://youtu.be/Pf4AXbC6-x8&t=4388,杉浦,門田,秋元,青貝,井之口,大原,酒井,堀端,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7,batter8,batter9","酒井,堀端,門田,大原,杉浦,秋元,矢田貝,青貝,井之口","pos1_2,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7,batter4","近藤,杉浦,門田,秋元,青貝,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
183,10.0,176.0,2025/2/18,8497.786797,8272.786798,1739860449,3.0,1.0,近藤,Left,TOK,7,batter7_2,Left,福岡大,6,Bottom,1,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,nan,116.0,0.49,0.1,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,batter5_2,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810183,見逃し,,8495.0,https://youtu.be/6fvRWZlnXt4&t=8495,4411.0,https://youtu.be/Pf4AXbC6-x8&t=4411,杉浦,門田,秋元,青貝,井之口,大原,酒井,堀端,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,門田,大原,杉浦,秋元,矢田貝,青貝,井之口","pos1_2,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","近藤,杉浦,門田,秋元,青貝,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
184,11.0,177.0,2025/2/18,8516.572636,8291.572637,1739860468,3.0,2.0,近藤,Left,TOK,7,batter7_2,Left,福岡大,6,Bottom,1,0,1,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,nan,,0.662,-0.36,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,batter5_2,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810184,ボール,,8514.0,https://youtu.be/6fvRWZlnXt4&t=8514,4430.0,https://youtu.be/Pf4AXbC6-x8&t=4430,杉浦,門田,秋元,青貝,井之口,大原,酒井,堀端,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,門田,大原,杉浦,秋元,矢田貝,青貝,井之口","pos1_2,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","近藤,杉浦,門田,秋元,青貝,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
185,,,2025/2/18,8537.768943,8312.768944,1739860489,,,近藤,Left,TOK,7,batter7_2,Left,福岡大,6,Bottom,1,1,1,nan,nan,nan,nan,nan,0,0,nan,,,,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,batter5_2,nan,nan,PickOff,nan,nan,nan,"1,3","1,3",2504810185,牽制,,8535.0,https://youtu.be/6fvRWZlnXt4&t=8535,4451.0,https://youtu.be/Pf4AXbC6-x8&t=4451,杉浦,門田,秋元,青貝,井之口,大原,酒井,堀端,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,門田,大原,杉浦,秋元,矢田貝,青貝,井之口","pos1_2,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","近藤,杉浦,門田,秋元,青貝,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
186,12.0,178.0,2025/2/18,8554.803633,8329.803634,1739860506,3.0,3.0,近藤,Left,TOK,7,batter7_2,Left,福岡大,6,Bottom,1,1,1,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,nan,,0.67,-0.12,3.879925203,98.74616226,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,batter5_2,nan,nan,Undefined,nan,nan,nan,nan,nan,2504810186,ファール,,8552.0,https://youtu.be/6fvRWZlnXt4&t=8552,4468.0,https://youtu.be/Pf4AXbC6-x8&t=4468,杉浦,門田,秋元,青貝,井之口,大原,酒井,堀端,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,門田,大原,杉浦,秋元,矢田貝,青貝,井之口","pos1_2,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","近藤,杉浦,門田,秋元,青貝,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
187,13.0,179.0,2025/2/18,8584.239009,8359.23901,1739860536,3.0,4.0,近藤,Left,TOK,7,batter7_2,Left,福岡大,6,Bottom,1,1,2,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,nan,113.0,0.646,0.393,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,batter5_2,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810187,ボール,,8582.0,https://youtu.be/6fvRWZlnXt4&t=8582,4488.0,https://youtu.be/Pf4AXbC6-x8&t=4488,杉浦,門田,秋元,青貝,井之口,大原,酒井,堀端,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,門田,大原,杉浦,秋元,矢田貝,青貝,井之口","pos1_2,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","近藤,杉浦,門田,秋元,青貝,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
188,14.0,180.0,2025/2/18,8607.686436,8382.686438,1739860559,3.0,5.0,近藤,Left,TOK,7,batter7_2,Left,福岡大,6,Bottom,1,2,2,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,nan,110.0,0.594,-0.236,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,batter5_2,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810188,空三振,,8605.0,https://youtu.be/6fvRWZlnXt4&t=8605,4512.0,https://youtu.be/Pf4AXbC6-x8&t=4512,杉浦,門田,秋元,青貝,井之口,大原,酒井,堀端,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,門田,大原,杉浦,秋元,矢田貝,青貝,井之口","pos1_2,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","近藤,杉浦,門田,秋元,青貝,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
189,15.0,181.0,2025/2/18,8645.304033,8420.304034,1739860597,4.0,1.0,近藤,Left,TOK,8,batter8,Right,福岡大,6,Bottom,2,0,0,ChangeUp,FoulBall,Undefined,GroundBall,Undefined,0,0,nan,107.0,0.423,0.08,11.11980934,-68.19859051,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,batter5_2,nan,nan,Undefined,nan,nan,nan,nan,nan,2504810189,ファール,,8643.0,https://youtu.be/6fvRWZlnXt4&t=8643,4539.0,https://youtu.be/Pf4AXbC6-x8&t=4539,杉浦,門田,秋元,青貝,井之口,大原,酒井,堀端,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,門田,大原,杉浦,秋元,矢田貝,青貝,井之口","pos1_2,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","近藤,杉浦,門田,秋元,青貝,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
190,,,2025/2/18,8677.668633,8452.668634,1739860629,,,近藤,Left,TOK,8,batter8,Right,福岡大,6,Bottom,2,0,1,nan,nan,nan,nan,nan,0,0,nan,,,,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,batter5_2,nan,nan,PickOff,nan,nan,nan,"1,3","1,3",2504810190,牽制,,8675.0,https://youtu.be/6fvRWZlnXt4&t=8675,4560.0,https://youtu.be/Pf4AXbC6-x8&t=4560,杉浦,門田,秋元,青貝,井之口,大原,酒井,堀端,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,門田,大原,杉浦,秋元,矢田貝,青貝,井之口","pos1_2,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","近藤,杉浦,門田,秋元,青貝,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
191,16.0,182.0,2025/2/18,8695.55425,8470.554251,1739860647,4.0,2.0,近藤,Left,TOK,8,batter8,Right,福岡大,6,Bottom,2,0,1,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,nan,102.0,0.17,0.1,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,batter5_2,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810191,ボール,,8693.0,https://youtu.be/6fvRWZlnXt4&t=8693,4578.0,https://youtu.be/Pf4AXbC6-x8&t=4578,杉浦,門田,秋元,青貝,井之口,大原,酒井,堀端,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,門田,大原,杉浦,秋元,矢田貝,青貝,井之口","pos1_2,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","近藤,杉浦,門田,秋元,青貝,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
192,17.0,183.0,2025/2/18,8722.896176,8497.896177,1739860674,4.0,3.0,近藤,Left,TOK,8,batter8,Right,福岡大,6,Bottom,2,1,1,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,nan,,0.217,-0.116,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,batter5_2,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810192,ボール,,8720.0,https://youtu.be/6fvRWZlnXt4&t=8720,4606.0,https://youtu.be/Pf4AXbC6-x8&t=4606,杉浦,門田,秋元,青貝,井之口,大原,酒井,堀端,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,門田,大原,杉浦,秋元,矢田貝,青貝,井之口","pos1_2,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","近藤,杉浦,門田,秋元,青貝,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
193,,,2025/2/18,8753.452258,8528.452259,1739860705,,,近藤,Left,TOK,8,batter8,Right,福岡大,6,Bottom,2,2,1,nan,nan,nan,nan,nan,0,0,nan,,,,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,batter5_2,nan,nan,PickOff,nan,nan,nan,"1,3","1,3",2504810193,牽制,,8751.0,https://youtu.be/6fvRWZlnXt4&t=8751,4636.0,https://youtu.be/Pf4AXbC6-x8&t=4636,杉浦,門田,秋元,青貝,井之口,大原,酒井,堀端,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,門田,大原,杉浦,秋元,矢田貝,青貝,井之口","pos1_2,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","近藤,杉浦,門田,秋元,青貝,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
194,18.0,184.0,2025/2/18,8769.141696,8544.141697,1739860721,4.0,4.0,近藤,Left,TOK,8,batter8,Right,福岡大,6,Bottom,2,2,1,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,nan,,0.674,-0.188,,,福岡大,#bc0015,福岡大,TOK,#217fc4,東大,福岡大G,A,春季オープン戦,Normal,1,batter5_2,nan,nan,Nothing,nan,nan,nan,nan,nan,2504810194,見逃し,,8767.0,https://youtu.be/6fvRWZlnXt4&t=8767,4652.0,https://youtu.be/Pf4AXbC6-x8&t=4652,杉浦,門田,秋元,青貝,井之口,大原,酒井,堀端,"batter1,batter2,batter3,batter4,batter5_2,batter6,batter7_2,batter8,batter9","酒井,堀端,門田,大原,杉浦,秋元,矢田貝,青貝,井之口","pos1_2,batter8,batter5_2,batter3,batter1,batter9,batter6,batter7_2,batter4","近藤,杉浦,門田,秋元,青貝,井之口,大原,酒井,堀端","L,R,L,L,R,R,L,L,R,L","L,L,R,R,R,R,R,R,R,L"
