count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,scored_person_romaji,run_person_romaji
0,1.0,1.0,2025/8/19,2248.373404,1178.373405,1755579602,1.0,1.0,松本慎,Left,TOK,1,上田,Left,立正大,1,Top,0,0,0,Fastball,InPlay,Undefined,LineDrive,Double,0,0,,,0.742,0.168,84.12253234,-34.86034383,TOK,#217fc4,東大,立正大,#ff8079,立正大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Undefined,,,,7,7,2523010000,左2,,2246.0,https://youtu.be/YYYPqJSVlnc&t=2246,521.0,https://youtu.be/GbqmzXHm05g&t=521,深見,横井,井之口,小田,樋口,安田,榎本,大原,"安田,榎本,秋元,大原,樋口,横井,井之口,小田,深見","上田,藤澤,西村,三好,福田,安田,熊谷,椎木,藤崎","松本慎,深見,横井,井之口,小田,樋口,安田,榎本,大原","中平,椎木,福田,安田,熊谷,藤崎,西村,三好,上田","R,L,L,R,R,R,R,L,R,L","L,L,L,R,R,L,L,R,R,R","Shinnosuke, Matsumoto","Yuto, Fukami","Shuntaro, Yokoi","Koji, Inokuchi","Shu, Oda","Kosuke, Higuchi","Ken, Yasuda","Yoshinobu, Enomoto","Kaiki, Ohara",,,,,,,
1,2.0,2.0,2025/8/19,2292.225242,1222.225243,1755579646,2.0,1.0,松本慎,Left,TOK,2,藤澤,Left,立正大,1,Top,0,0,0,Fastball,InPlay,Undefined,GroundBall,Sacrifice,1,0,,,0.638,0.168,35.10324484,-28.07248694,TOK,#217fc4,東大,立正大,#ff8079,立正大,TodaiStadium,A,夏季オープン戦,Normal,2,,上田,,Undefined,,,,"5,3","5,3",2523010001,三,,2290.0,https://youtu.be/YYYPqJSVlnc&t=2290,564.0,https://youtu.be/GbqmzXHm05g&t=564,深見,横井,井之口,小田,樋口,安田,榎本,大原,"安田,榎本,秋元,大原,樋口,横井,井之口,小田,深見","上田,藤澤,西村,三好,福田,安田,熊谷,椎木,藤崎","松本慎,深見,横井,井之口,小田,樋口,安田,榎本,大原","中平,椎木,福田,安田,熊谷,藤崎,西村,三好,上田","R,L,L,R,R,R,R,L,R,L","L,L,L,R,R,L,L,R,R,R","Shinnosuke, Matsumoto","Yuto, Fukami","Shuntaro, Yokoi","Koji, Inokuchi","Shu, Oda","Kosuke, Higuchi","Ken, Yasuda","Yoshinobu, Enomoto","Kaiki, Ohara",,,,,,,
2,3.0,3.0,2025/8/19,2337.123899,1267.123899,1755579691,3.0,1.0,松本慎,Left,TOK,3,西村,Right,立正大,1,Top,1,0,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.582,-0.46,,,TOK,#217fc4,東大,立正大,#ff8079,立正大,TodaiStadium,A,夏季オープン戦,Normal,3,,,上田,Nothing,,,,,,2523010002,見逃し,,2335.0,https://youtu.be/YYYPqJSVlnc&t=2335,603.0,https://youtu.be/GbqmzXHm05g&t=603,深見,横井,井之口,小田,樋口,安田,榎本,大原,"安田,榎本,秋元,大原,樋口,横井,井之口,小田,深見","上田,藤澤,西村,三好,福田,安田,熊谷,椎木,藤崎","松本慎,深見,横井,井之口,小田,樋口,安田,榎本,大原","中平,椎木,福田,安田,熊谷,藤崎,西村,三好,上田","R,L,L,R,R,R,R,L,R,L","L,L,L,R,R,L,L,R,R,R","Shinnosuke, Matsumoto","Yuto, Fukami","Shuntaro, Yokoi","Koji, Inokuchi","Shu, Oda","Kosuke, Higuchi","Ken, Yasuda","Yoshinobu, Enomoto","Kaiki, Ohara",,,,,,,
3,4.0,4.0,2025/8/19,2354.267633,1284.267634,1755579708,3.0,2.0,松本慎,Left,TOK,3,西村,Right,立正大,1,Top,1,0,1,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,0.183,-0.3,,,TOK,#217fc4,東大,立正大,#ff8079,立正大,TodaiStadium,A,夏季オープン戦,Normal,3,,,上田,Nothing,,,,,,2523010003,空振り,,2352.0,https://youtu.be/YYYPqJSVlnc&t=2352,620.0,https://youtu.be/GbqmzXHm05g&t=620,深見,横井,井之口,小田,樋口,安田,榎本,大原,"安田,榎本,秋元,大原,樋口,横井,井之口,小田,深見","上田,藤澤,西村,三好,福田,安田,熊谷,椎木,藤崎","松本慎,深見,横井,井之口,小田,樋口,安田,榎本,大原","中平,椎木,福田,安田,熊谷,藤崎,西村,三好,上田","R,L,L,R,R,R,R,L,R,L","L,L,L,R,R,L,L,R,R,R","Shinnosuke, Matsumoto","Yuto, Fukami","Shuntaro, Yokoi","Koji, Inokuchi","Shu, Oda","Kosuke, Higuchi","Ken, Yasuda","Yoshinobu, Enomoto","Kaiki, Ohara",,,,,,,
4,5.0,5.0,2025/8/19,2375.459603,1305.459604,1755579729,3.0,3.0,松本慎,Left,TOK,3,西村,Right,立正大,1,Top,1,0,2,Slider,InPlay,Undefined,GroundBall,Single,0,1,,,,,69.15815807,-30.50271778,TOK,#217fc4,東大,立正大,#ff8079,立正大,TodaiStadium,A,夏季オープン戦,Normal,3,,,上田,Undefined,,,上田,7,7,2523010004,左安①,,2373.0,https://youtu.be/YYYPqJSVlnc&t=2373,669.0,https://youtu.be/GbqmzXHm05g&t=669,深見,横井,井之口,小田,樋口,安田,榎本,大原,"安田,榎本,秋元,大原,樋口,横井,井之口,小田,深見","上田,藤澤,西村,三好,福田,安田,熊谷,椎木,藤崎","松本慎,深見,横井,井之口,小田,樋口,安田,榎本,大原","中平,椎木,福田,安田,熊谷,藤崎,西村,三好,上田","R,L,L,R,R,R,R,L,R,L","L,L,L,R,R,L,L,R,R,R","Shinnosuke, Matsumoto","Yuto, Fukami","Shuntaro, Yokoi","Koji, Inokuchi","Shu, Oda","Kosuke, Higuchi","Ken, Yasuda","Yoshinobu, Enomoto","Kaiki, Ohara",,,,,,,
5,6.0,6.0,2025/8/19,2411.175889,1341.17589,1755579765,4.0,1.0,松本慎,Left,TOK,4,三好,Right,立正大,1,Top,1,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,,,,TOK,#217fc4,東大,立正大,#ff8079,立正大,TodaiStadium,A,夏季オープン戦,Normal,1,西村,,,Nothing,,,,,,2523010005,見逃し,,2409.0,https://youtu.be/YYYPqJSVlnc&t=2409,704.0,https://youtu.be/GbqmzXHm05g&t=704,深見,横井,井之口,小田,樋口,安田,榎本,大原,"安田,榎本,秋元,大原,樋口,横井,井之口,小田,深見","上田,藤澤,西村,三好,福田,安田,熊谷,椎木,藤崎","松本慎,深見,横井,井之口,小田,樋口,安田,榎本,大原","中平,椎木,福田,安田,熊谷,藤崎,西村,三好,上田","R,L,L,R,R,R,R,L,R,L","L,L,L,R,R,L,L,R,R,R","Shinnosuke, Matsumoto","Yuto, Fukami","Shuntaro, Yokoi","Koji, Inokuchi","Shu, Oda","Kosuke, Higuchi","Ken, Yasuda","Yoshinobu, Enomoto","Kaiki, Ohara",,,,,,,
6,7.0,7.0,2025/8/19,2431.411159,1361.41116,1755579785,4.0,2.0,松本慎,Left,TOK,4,三好,Right,立正大,1,Top,1,0,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.343,0.48,,,TOK,#217fc4,東大,立正大,#ff8079,立正大,TodaiStadium,A,夏季オープン戦,Normal,1,西村,,,Nothing,,,,,,2523010006,ボール,,2429.0,https://youtu.be/YYYPqJSVlnc&t=2429,725.0,https://youtu.be/GbqmzXHm05g&t=725,深見,横井,井之口,小田,樋口,安田,榎本,大原,"安田,榎本,秋元,大原,樋口,横井,井之口,小田,深見","上田,藤澤,西村,三好,福田,安田,熊谷,椎木,藤崎","松本慎,深見,横井,井之口,小田,樋口,安田,榎本,大原","中平,椎木,福田,安田,熊谷,藤崎,西村,三好,上田","R,L,L,R,R,R,R,L,R,L","L,L,L,R,R,L,L,R,R,R","Shinnosuke, Matsumoto","Yuto, Fukami","Shuntaro, Yokoi","Koji, Inokuchi","Shu, Oda","Kosuke, Higuchi","Ken, Yasuda","Yoshinobu, Enomoto","Kaiki, Ohara",,,,,,,
7,8.0,8.0,2025/8/19,2448.939352,1378.939353,1755579802,4.0,3.0,松本慎,Left,TOK,4,三好,Right,立正大,1,Top,1,1,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,,TOK,#217fc4,東大,立正大,#ff8079,立正大,TodaiStadium,A,夏季オープン戦,Normal,1,西村,,,StolenBase,西村,,,,,2523010007,ボール[盗塁],,2446.0,https://youtu.be/YYYPqJSVlnc&t=2446,742.0,https://youtu.be/GbqmzXHm05g&t=742,深見,横井,井之口,小田,樋口,安田,榎本,大原,"安田,榎本,秋元,大原,樋口,横井,井之口,小田,深見","上田,藤澤,西村,三好,福田,安田,熊谷,椎木,藤崎","松本慎,深見,横井,井之口,小田,樋口,安田,榎本,大原","中平,椎木,福田,安田,熊谷,藤崎,西村,三好,上田","R,L,L,R,R,R,R,L,R,L","L,L,L,R,R,L,L,R,R,R","Shinnosuke, Matsumoto","Yuto, Fukami","Shuntaro, Yokoi","Koji, Inokuchi","Shu, Oda","Kosuke, Higuchi","Ken, Yasuda","Yoshinobu, Enomoto","Kaiki, Ohara",,,,,,,
8,9.0,9.0,2025/8/19,2478.999633,1408.999634,1755579832,4.0,4.0,松本慎,Left,TOK,4,三好,Right,立正大,1,Top,1,2,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,,TOK,#217fc4,東大,立正大,#ff8079,立正大,TodaiStadium,A,夏季オープン戦,Normal,2,,西村,,Nothing,,,,,,2523010008,ボール,,2476.0,https://youtu.be/YYYPqJSVlnc&t=2476,772.0,https://youtu.be/GbqmzXHm05g&t=772,深見,横井,井之口,小田,樋口,安田,榎本,大原,"安田,榎本,秋元,大原,樋口,横井,井之口,小田,深見","上田,藤澤,西村,三好,福田,安田,熊谷,椎木,藤崎","松本慎,深見,横井,井之口,小田,樋口,安田,榎本,大原","中平,椎木,福田,安田,熊谷,藤崎,西村,三好,上田","R,L,L,R,R,R,R,L,R,L","L,L,L,R,R,L,L,R,R,R","Shinnosuke, Matsumoto","Yuto, Fukami","Shuntaro, Yokoi","Koji, Inokuchi","Shu, Oda","Kosuke, Higuchi","Ken, Yasuda","Yoshinobu, Enomoto","Kaiki, Ohara",,,,,,,
9,10.0,10.0,2025/8/19,2501.445457,1431.445458,1755579855,4.0,5.0,松本慎,Left,TOK,4,三好,Right,立正大,1,Top,1,3,1,Slider,BallCalled,Walk,Undefined,Undefined,0,0,,,0.55,-0.733,,,TOK,#217fc4,東大,立正大,#ff8079,立正大,TodaiStadium,A,夏季オープン戦,Normal,2,,西村,,Nothing,,,,,,2523010009,四球,,2499.0,https://youtu.be/YYYPqJSVlnc&t=2499,795.0,https://youtu.be/GbqmzXHm05g&t=795,深見,横井,井之口,小田,樋口,安田,榎本,大原,"安田,榎本,秋元,大原,樋口,横井,井之口,小田,深見","上田,藤澤,西村,三好,福田,安田,熊谷,椎木,藤崎","松本慎,深見,横井,井之口,小田,樋口,安田,榎本,大原","中平,椎木,福田,安田,熊谷,藤崎,西村,三好,上田","R,L,L,R,R,R,R,L,R,L","L,L,L,R,R,L,L,R,R,R","Shinnosuke, Matsumoto","Yuto, Fukami","Shuntaro, Yokoi","Koji, Inokuchi","Shu, Oda","Kosuke, Higuchi","Ken, Yasuda","Yoshinobu, Enomoto","Kaiki, Ohara",,,,,,,
