count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,scored_person_romaji,run_person_romaji,No,Player ID,Pitcher_rapsodo_pitch,MLB ID,Date_rapsodo_pitch,Pitch ID,TaggedPitchType_rapsodo_pitch,IsStrike,PlateLocSide_rapsodo_pitch,PlateLocHeight_rapsodo_pitch,RelSpeed_rapsodo_pitch,SpinRate,TrueSpin,SpinEfficiency,Tilt,Spin Confidence,Extension,InducedVertBreak,HorzBreak,VB (spin),HB (spin),HorizontalRelAngle,RelAngle,RelHeight,RelSide,GyroDegree,Unique ID,Device Serial Number,HorzApprAngle,VertApprAngle,Session Name,Intent Type,unixtime,No_rapsodo_hit,Player ID_rapsodo_hit,Batter_rapsodo_hit,MLB ID_rapsodo_hit,Date_rapsodo_hit,HitID,ExitSpeed,RelSpeed_rapsodo_hit,Angle,Direction,HitSpinRate,Distance,HitSpinTilt,SpinConfidence,PlateLocSide_rapsodo_hit,PlateLocHeight_rapsodo_hit,ContactDepth,Batname,SerialNumber,Unique ID_rapsodo_hit,Session Name_rapsodo_hit,unixtime_rapsodo_hit,RelSpeed_opensen
0,1.0,1.0,2025/8/21,1379.467413,1169.467416,1755752226,1.0,1.0,昼馬,Right,TOK,1,村上,Left,小山台,1,Top,0,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,119.84,0.646,0.268,,,TOK,#217fc4,東大,小山台,#9497ff,小山台,TodaiStadium,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523230000,見逃し,,,,,,土ヶ端,竹下,塗師,大沼,板橋,藤原,村尾,長谷川,"村尾,長谷川,大沼,矢田貝,藤原,竹下,塗師,土ヶ端,板橋","村上,小原,小笠原,高橋,横山,佐藤,中濱,石井,齋藤鷹","昼馬,土ヶ端,竹下,塗師,大沼,板橋,藤原,村尾,長谷川","石井,横山,佐藤,小笠原,小原,村上,齋藤鷹,高橋,中濱","R,R,L,R,R,R,L,R,R,R","R,L,R,R,R,R,R,R,R,R","Kotaro, Hiruma","Yuto, Tsuchigahata","Takeshita, Hiraku","Takuma, Nushi","Onuma, Atomu","Itabashi, Naon","Kai, Fujiwara","Murao, Yusaku","Hasegawa, Yu",,,,,,,,907.0,1182382.0,Kotaro Hiruma,,1755719832.0,1755752232.0,Fastball,Y,0.1921999999999999,0.8104,119.84,1552.85,1527.8,98.38,01:32,1.0,2.1158829,38.1,36.0,35.4,38.5,-4.46,-0.54,1.77,1.07,-10.31,1182382@1755752232,V3P4DLKO0850A,-1.798384,-6.5489078,untitled,,1755752229.0,2135.0,1410203.0,tokyobbc_rapsodo Player_034,,1755719831.0,1755752231.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410203@1755752231,untitled,1755752228.0,119.84
1,2.0,2.0,2025/8/21,1389.279191,1179.279192,1755752236,1.0,2.0,昼馬,Right,TOK,1,村上,Left,小山台,1,Top,0,0,1,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,,0.762,0.272,32.46714394,-107.4471884,TOK,#217fc4,東大,小山台,#9497ff,小山台,TodaiStadium,B,夏季オープン戦,Normal,,,,,Undefined,,,,,,2523230001,ファール,,,,,,土ヶ端,竹下,塗師,大沼,板橋,藤原,村尾,長谷川,"村尾,長谷川,大沼,矢田貝,藤原,竹下,塗師,土ヶ端,板橋","村上,小原,小笠原,高橋,横山,佐藤,中濱,石井,齋藤鷹","昼馬,土ヶ端,竹下,塗師,大沼,板橋,藤原,村尾,長谷川","石井,横山,佐藤,小笠原,小原,村上,齋藤鷹,高橋,中濱","R,R,L,R,R,R,L,R,R,R","R,L,R,R,R,R,R,R,R,R","Kotaro, Hiruma","Yuto, Tsuchigahata","Takeshita, Hiraku","Takuma, Nushi","Onuma, Atomu","Itabashi, Naon","Kai, Fujiwara","Murao, Yusaku","Hasegawa, Yu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3.0,3.0,2025/8/21,1403.396332,1193.396333,1755752250,1.0,3.0,昼馬,Right,TOK,1,村上,Left,小山台,1,Top,0,0,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,124.45,1.303,0.56,,,TOK,#217fc4,東大,小山台,#9497ff,小山台,TodaiStadium,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523230002,ボール,,,,,,土ヶ端,竹下,塗師,大沼,板橋,藤原,村尾,長谷川,"村尾,長谷川,大沼,矢田貝,藤原,竹下,塗師,土ヶ端,板橋","村上,小原,小笠原,高橋,横山,佐藤,中濱,石井,齋藤鷹","昼馬,土ヶ端,竹下,塗師,大沼,板橋,藤原,村尾,長谷川","石井,横山,佐藤,小笠原,小原,村上,齋藤鷹,高橋,中濱","R,R,L,R,R,R,L,R,R,R","R,L,R,R,R,R,R,R,R,R","Kotaro, Hiruma","Yuto, Tsuchigahata","Takeshita, Hiraku","Takuma, Nushi","Onuma, Atomu","Itabashi, Naon","Kai, Fujiwara","Murao, Yusaku","Hasegawa, Yu",,,,,,,,906.0,1182382.0,Kotaro Hiruma,,1755719855.0,1755752255.0,Fastball,N,0.4341,1.3706,124.45,1699.23,1575.3,92.71,01:24,1.0,2.087347,32.6,30.9,37.1,35.1,-3.29,1.38,1.77,1.04,-22.01,1182382@1755752255,V3P4DLKO0850A,-0.9963131,-4.439065,untitled,,1755752252.0,2134.0,1410203.0,tokyobbc_rapsodo Player_034,,1755719854.0,1755752254.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410203@1755752254,untitled,1755752251.0,124.45
3,4.0,4.0,2025/8/21,1416.258687,1206.258687,1755752263,1.0,4.0,昼馬,Right,TOK,1,村上,Left,小山台,1,Top,0,1,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,123.81,0.878,0.507,,,TOK,#217fc4,東大,小山台,#9497ff,小山台,TodaiStadium,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523230003,ボール,,,,,,土ヶ端,竹下,塗師,大沼,板橋,藤原,村尾,長谷川,"村尾,長谷川,大沼,矢田貝,藤原,竹下,塗師,土ヶ端,板橋","村上,小原,小笠原,高橋,横山,佐藤,中濱,石井,齋藤鷹","昼馬,土ヶ端,竹下,塗師,大沼,板橋,藤原,村尾,長谷川","石井,横山,佐藤,小笠原,小原,村上,齋藤鷹,高橋,中濱","R,R,L,R,R,R,L,R,R,R","R,L,R,R,R,R,R,R,R,R","Kotaro, Hiruma","Yuto, Tsuchigahata","Takeshita, Hiraku","Takuma, Nushi","Onuma, Atomu","Itabashi, Naon","Kai, Fujiwara","Murao, Yusaku","Hasegawa, Yu",,,,,,,,905.0,1182382.0,Kotaro Hiruma,,1755719867.0,1755752267.0,Undefined,N,,,123.81,,,,,,,,,,,,,,,,1182382@1755752267,V3P4DLKO0850A,-0.5775492,-5.592043,untitled,,1755752264.0,2133.0,1410203.0,tokyobbc_rapsodo Player_034,,1755719867.0,1755752267.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410203@1755752267,untitled,1755752264.0,123.81
4,5.0,5.0,2025/8/21,1428.260024,1218.260025,1755752275,1.0,5.0,昼馬,Right,TOK,1,村上,Left,小山台,1,Top,0,2,2,Cutter,FoulBall,Undefined,FlyBall,Undefined,0,0,,109.84,0.702,-0.164,67.92607889,72.82409638,TOK,#217fc4,東大,小山台,#9497ff,小山台,TodaiStadium,B,夏季オープン戦,Normal,,,,,Undefined,,,,,,2523230004,ファール,,,,,,土ヶ端,竹下,塗師,大沼,板橋,藤原,村尾,長谷川,"村尾,長谷川,大沼,矢田貝,藤原,竹下,塗師,土ヶ端,板橋","村上,小原,小笠原,高橋,横山,佐藤,中濱,石井,齋藤鷹","昼馬,土ヶ端,竹下,塗師,大沼,板橋,藤原,村尾,長谷川","石井,横山,佐藤,小笠原,小原,村上,齋藤鷹,高橋,中濱","R,R,L,R,R,R,L,R,R,R","R,L,R,R,R,R,R,R,R,R","Kotaro, Hiruma","Yuto, Tsuchigahata","Takeshita, Hiraku","Takuma, Nushi","Onuma, Atomu","Itabashi, Naon","Kai, Fujiwara","Murao, Yusaku","Hasegawa, Yu",,,,,,,,904.0,1182382.0,Kotaro Hiruma,,1755719879.0,1755752279.0,ChangeUp,,,,109.84,1102.99,1008.0,91.38,01:38,1.0,2.3262215,,,25.9,30.5,-5.07,0.46,1.71,1.04,23.96,1182382@1755752279,V3P4DLKO0850A,,,untitled,,1755752276.0,2132.0,1410203.0,tokyobbc_rapsodo Player_034,,1755719878.0,1755752278.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410203@1755752278,untitled,1755752275.0,109.84
5,6.0,6.0,2025/8/21,1447.474325,1237.474326,1755752294,1.0,6.0,昼馬,Right,TOK,1,村上,Left,小山台,1,Top,0,2,2,Fastball,FoulBall,Undefined,LineDrive,Undefined,0,0,,122.97,0.846,-0.092,71.75845915,-68.28606492,TOK,#217fc4,東大,小山台,#9497ff,小山台,TodaiStadium,B,夏季オープン戦,Normal,,,,,Undefined,,,,,,2523230005,ファール,,,,,,土ヶ端,竹下,塗師,大沼,板橋,藤原,村尾,長谷川,"村尾,長谷川,大沼,矢田貝,藤原,竹下,塗師,土ヶ端,板橋","村上,小原,小笠原,高橋,横山,佐藤,中濱,石井,齋藤鷹","昼馬,土ヶ端,竹下,塗師,大沼,板橋,藤原,村尾,長谷川","石井,横山,佐藤,小笠原,小原,村上,齋藤鷹,高橋,中濱","R,R,L,R,R,R,L,R,R,R","R,L,R,R,R,R,R,R,R,R","Kotaro, Hiruma","Yuto, Tsuchigahata","Takeshita, Hiraku","Takuma, Nushi","Onuma, Atomu","Itabashi, Naon","Kai, Fujiwara","Murao, Yusaku","Hasegawa, Yu",,,,,,,,903.0,1182382.0,Kotaro Hiruma,,1755719899.0,1755752299.0,Fastball,Y,-0.0924,1.0055,122.97,1614.7,1553.2,96.19,01:32,1.0,2.4260845,42.8,27.5,33.2,35.9,-5.09,0.1,1.73,1.02,-15.86,1182382@1755752299,V3P4DLKO0850A,-2.9301636,-5.822985,untitled,,1755752296.0,2131.0,1410203.0,tokyobbc_rapsodo Player_034,,1755719898.0,1755752298.0,108.9,,21.2,-49.9,,55.6,,0.0,-31.6,118.3,36.7,,V3P4DLKO0850A,1410203@1755752298,untitled,1755752295.0,122.97
6,7.0,7.0,2025/8/21,1467.75977,1257.75977,1755752314,1.0,7.0,昼馬,Right,TOK,1,村上,Left,小山台,1,Top,0,2,2,Fastball,InPlay,Undefined,LineDrive,Single,0,0,,123.41,1.05,-0.084,84.17216887,-2.812268925,TOK,#217fc4,東大,小山台,#9497ff,小山台,TodaiStadium,B,夏季オープン戦,Normal,,,,,Undefined,,,,8,8,2523230006,中安,,,,,,土ヶ端,竹下,塗師,大沼,板橋,藤原,村尾,長谷川,"村尾,長谷川,大沼,矢田貝,藤原,竹下,塗師,土ヶ端,板橋","村上,小原,小笠原,高橋,横山,佐藤,中濱,石井,齋藤鷹","昼馬,土ヶ端,竹下,塗師,大沼,板橋,藤原,村尾,長谷川","石井,横山,佐藤,小笠原,小原,村上,齋藤鷹,高橋,中濱","R,R,L,R,R,R,L,R,R,R","R,L,R,R,R,R,R,R,R,R","Kotaro, Hiruma","Yuto, Tsuchigahata","Takeshita, Hiraku","Takuma, Nushi","Onuma, Atomu","Itabashi, Naon","Kai, Fujiwara","Murao, Yusaku","Hasegawa, Yu",,,,,,,,902.0,1182382.0,Kotaro Hiruma,,1755719919.0,1755752319.0,Fastball,N,-0.0499,1.1405,123.41,1829.88,1829.9,100.0,01:28,1.0,2.3819103,40.7,26.8,38.9,39.0,-4.99,0.62,1.74,1.05,-0.19,1182382@1755752319,V3P4DLKO0850A,-2.8922088,-5.369293,untitled,,1755752316.0,2130.0,1410203.0,tokyobbc_rapsodo Player_034,,1755719918.0,1755752318.0,136.3,123.4,12.1,1.9,937.82904,47.6,10:30,1.0,2.7,114.9,39.7,,V3P4DLKO0850A,1410203@1755752318,untitled,1755752315.0,123.41
7,8.0,8.0,2025/8/21,1503.797197,1293.797197,1755752350,2.0,1.0,昼馬,Right,TOK,2,小原,Right,小山台,1,Top,0,0,0,Fastball,InPlay,Undefined,Bunt,Sacrifice,1,0,,124.14,0.674,-0.228,15.3647394,-3.301865674,TOK,#217fc4,東大,小山台,#9497ff,小山台,TodaiStadium,B,夏季オープン戦,Normal,1,村上,,,Undefined,,,,"1,3","1,3A",2523230007,投犠,,,,,,土ヶ端,竹下,塗師,大沼,板橋,藤原,村尾,長谷川,"村尾,長谷川,大沼,矢田貝,藤原,竹下,塗師,土ヶ端,板橋","村上,小原,小笠原,高橋,横山,佐藤,中濱,石井,齋藤鷹","昼馬,土ヶ端,竹下,塗師,大沼,板橋,藤原,村尾,長谷川","石井,横山,佐藤,小笠原,小原,村上,齋藤鷹,高橋,中濱","R,R,L,R,R,R,L,R,R,R","R,L,R,R,R,R,R,R,R,R","Kotaro, Hiruma","Yuto, Tsuchigahata","Takeshita, Hiraku","Takuma, Nushi","Onuma, Atomu","Itabashi, Naon","Kai, Fujiwara","Murao, Yusaku","Hasegawa, Yu",,,,,,,,901.0,1182382.0,Kotaro Hiruma,,1755719956.0,1755752356.0,Fastball,N,-0.2429,-0.9581,124.14,1770.93,1682.3,95.0,01:38,1.0,2.0709686,,,34.8,41.8,-6.0,-0.45,1.65,1.06,-18.2,1182382@1755752356,V3P4DLKO0850A,-3.212717,-18.632748,untitled,,1755752353.0,2129.0,1410203.0,tokyobbc_rapsodo Player_034,,1755719955.0,1755752355.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410203@1755752355,untitled,1755752352.0,124.14
8,9.0,9.0,2025/8/21,1548.496818,1338.496818,1755752395,3.0,1.0,昼馬,Right,TOK,3,小笠原,Right,小山台,1,Top,1,0,0,Cutter,InPlay,Undefined,GroundBall,Single,0,0,,,0.598,0.164,21.24098646,-27.27676338,TOK,#217fc4,東大,小山台,#9497ff,小山台,TodaiStadium,B,夏季オープン戦,Normal,1,小原,,,Undefined,,,,"5,3","5,3",2523230008,三安,,,,,,土ヶ端,竹下,塗師,大沼,板橋,藤原,村尾,長谷川,"村尾,長谷川,大沼,矢田貝,藤原,竹下,塗師,土ヶ端,板橋","村上,小原,小笠原,高橋,横山,佐藤,中濱,石井,齋藤鷹","昼馬,土ヶ端,竹下,塗師,大沼,板橋,藤原,村尾,長谷川","石井,横山,佐藤,小笠原,小原,村上,齋藤鷹,高橋,中濱","R,R,L,R,R,R,L,R,R,R","R,L,R,R,R,R,R,R,R,R","Kotaro, Hiruma","Yuto, Tsuchigahata","Takeshita, Hiraku","Takuma, Nushi","Onuma, Atomu","Itabashi, Naon","Kai, Fujiwara","Murao, Yusaku","Hasegawa, Yu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,2025/8/21,1593.308349,1383.30835,1755752440,,,昼馬,Right,TOK,4,高橋,Right,小山台,1,Top,1,0,0,,,,,,0,0,,,,,,,TOK,#217fc4,東大,小山台,#9497ff,小山台,TodaiStadium,B,夏季オープン戦,Normal,"1,3",小笠原,,村上,PickOff,,,,"1,3","1,3",2523230009,牽制,,,,,,土ヶ端,竹下,塗師,大沼,板橋,藤原,村尾,長谷川,"村尾,長谷川,大沼,矢田貝,藤原,竹下,塗師,土ヶ端,板橋","村上,小原,小笠原,高橋,横山,佐藤,中濱,石井,齋藤鷹","昼馬,土ヶ端,竹下,塗師,大沼,板橋,藤原,村尾,長谷川","石井,横山,佐藤,小笠原,小原,村上,齋藤鷹,高橋,中濱","R,R,L,R,R,R,L,R,R,R","R,L,R,R,R,R,R,R,R,R","Kotaro, Hiruma","Yuto, Tsuchigahata","Takeshita, Hiraku","Takuma, Nushi","Onuma, Atomu","Itabashi, Naon","Kai, Fujiwara","Murao, Yusaku","Hasegawa, Yu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
