count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,No,Player ID,Pitcher_rapsodo_pitch,MLB ID,Date_rapsodo_pitch,Pitch ID,TaggedPitchType_rapsodo_pitch,IsStrike,PlateLocSide_rapsodo_pitch,PlateLocHeight_rapsodo_pitch,RelSpeed_rapsodo_pitch,SpinRate,TrueSpin,SpinEfficiency,Tilt,Spin Confidence,Extension,InducedVertBreak,HorzBreak,VB (spin),HB (spin),HorizontalRelAngle,RelAngle,RelHeight,RelSide,GyroDegree,Unique ID,Device Serial Number,HorzApprAngle,VertApprAngle,Session Name,Intent Type,unixtime,No_rapsodo_hit,Player ID_rapsodo_hit,Batter_rapsodo_hit,MLB ID_rapsodo_hit,Date_rapsodo_hit,HitID,ExitSpeed,RelSpeed_rapsodo_hit,Angle,Direction,HitSpinRate,Distance,HitSpinTilt,SpinConfidence,PlateLocSide_rapsodo_hit,PlateLocHeight_rapsodo_hit,ContactDepth,Batname,SerialNumber,Unique ID_rapsodo_hit,Session Name_rapsodo_hit,unixtime_rapsodo_hit,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,runevent_romaji,scored_person_romaji
205,12.0,197.0,2025/3/23,9306.787688,7996.787699,1742705898,3.0,2.0,渡辺,Right,TOK,1,山口,Right,星槎道都大,7,Top,2,0,1,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,,102.0,0.363,0.184,,,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2508110205,ボール,,9304,https://youtu.be/TX6vwU33x3E&t=9304,4971,https://youtu.be/zy5PNh0MQfo&t=4971,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,渡辺","山口,千田,岩本,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","渡辺,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","岡田,上野,菊地,千葉,山口,岩本,瀬野,鈴木健,千田","L,L,L,R,R,R,R,R,L,L","R,R,R,R,R,L,R,L,R,R",70.0,991979.0,Kouki Watanabe,,1742673502.0,1742705902.0,ChangeUp,N,0.0719,0.3445,101.78,1388.37,1178.3,84.87,4:08,1.0,1.2699108,-13.3,-8.5,0.0,0.0,-1.83,7.34,0.16,0.69,31.93,991979@1742705902,V3P4DLKO0850A,-2.4327161,-6.5147057,untitled,,1742705898.0,258.0,1410150.0,tokyobbc_rapsodo Player_002,,1742673501.0,1742705901.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742705901,untitled,1742705898.0,"Koki, Watanabe","Kaito, Sugiura","Taiyo, Nakayama","Koji, Inokuchi","Hayato, Usui","Naomasa, Aogai","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,
206,13.0,198.0,2025/3/23,9322.296724,8012.296733,1742705914,3.0,3.0,渡辺,Right,TOK,1,山口,Right,星槎道都大,7,Top,2,1,1,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,105.0,0.363,0.128,,,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2508110206,空振り,,9320,https://youtu.be/TX6vwU33x3E&t=9320,4986,https://youtu.be/zy5PNh0MQfo&t=4986,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,渡辺","山口,千田,岩本,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","渡辺,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","岡田,上野,菊地,千葉,山口,岩本,瀬野,鈴木健,千田","L,L,L,R,R,R,R,R,L,L","R,R,R,R,R,L,R,L,R,R",69.0,991979.0,Kouki Watanabe,,1742673517.0,1742705917.0,Slider,Y,-0.0105,0.9332,104.87,2229.07,810.9,36.38,11:14,1.0,1.3329124,-3.6,-13.6,0.0,0.0,-2.15,8.74,0.04,0.75,68.67,991979@1742705917,V3P4DLKO0850A,-3.0822558,-2.721671,untitled,,1742705913.0,257.0,1410150.0,tokyobbc_rapsodo Player_002,,1742673516.0,1742705916.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742705916,untitled,1742705913.0,"Koki, Watanabe","Kaito, Sugiura","Taiyo, Nakayama","Koji, Inokuchi","Hayato, Usui","Naomasa, Aogai","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,
207,14.0,199.0,2025/3/23,9339.655169,8029.655178,1742705931,3.0,4.0,渡辺,Right,TOK,1,山口,Right,星槎道都大,7,Top,2,1,2,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,120.0,0.31,-0.427,,,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2508110207,ボール,,9337,https://youtu.be/TX6vwU33x3E&t=9337,5003,https://youtu.be/zy5PNh0MQfo&t=5003,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,渡辺","山口,千田,岩本,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","渡辺,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","岡田,上野,菊地,千葉,山口,岩本,瀬野,鈴木健,千田","L,L,L,R,R,R,R,R,L,L","R,R,R,R,R,L,R,L,R,R",68.0,991979.0,Kouki Watanabe,,1742673535.0,1742705935.0,ChangeUp,N,-0.5043,0.3135,120.02,1426.68,1382.5,96.91,4:04,1.0,0.41846275,-51.5,22.9,-35.8,55.1,-5.22,6.99,0.14,0.87,14.29,991979@1742705935,V3P4DLKO0850A,-3.686062,-6.2987556,untitled,,1742705931.0,256.0,1410150.0,tokyobbc_rapsodo Player_002,,1742673535.0,1742705935.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742705935,untitled,1742705932.0,"Koki, Watanabe","Kaito, Sugiura","Taiyo, Nakayama","Koji, Inokuchi","Hayato, Usui","Naomasa, Aogai","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,
208,15.0,200.0,2025/3/23,9356.722225,8046.722235,1742705948,3.0,5.0,渡辺,Right,TOK,1,山口,Right,星槎道都大,7,Top,2,2,2,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,,0.59,0.26,29.38769741,-54.39546602,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2508110208,ファール,,9354,https://youtu.be/TX6vwU33x3E&t=9354,5020,https://youtu.be/zy5PNh0MQfo&t=5020,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,渡辺","山口,千田,岩本,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","渡辺,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","岡田,上野,菊地,千葉,山口,岩本,瀬野,鈴木健,千田","L,L,L,R,R,R,R,R,L,L","R,R,R,R,R,L,R,L,R,R",67.0,991979.0,Kouki Watanabe,,1742673551.0,1742705951.0,Undefined,,,,,,,,,,,,,,,,,,,,991979@1742705951,V3P4DLKO0850A,,,untitled,,1742705947.0,255.0,1410150.0,tokyobbc_rapsodo Player_002,,1742673551.0,1742705951.0,90.4,0.0,5.4,-48.1,0.0,18.8,0:00,1.0,41.5,16.8,-1878.5,,V3P4DLKO0850A,1410150@1742705951,untitled,1742705948.0,"Koki, Watanabe","Kaito, Sugiura","Taiyo, Nakayama","Koji, Inokuchi","Hayato, Usui","Naomasa, Aogai","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,
209,16.0,201.0,2025/3/23,9398.841257,8088.841266,1742705990,3.0,6.0,渡辺,Right,TOK,1,山口,Right,星槎道都大,7,Top,2,2,2,Sinker,InPlay,Undefined,FlyBall,Out,1,0,,,0.578,0.188,7.085788879,-92.38594403,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Undefined,,,,2,2,2508110209,捕邪飛,,9396,https://youtu.be/TX6vwU33x3E&t=9396,5045,https://youtu.be/zy5PNh0MQfo&t=5045,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,渡辺","山口,千田,岩本,鈴木健,鈴木惇,菊地,瀬野,千葉,上野","渡辺,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","岡田,上野,菊地,千葉,山口,岩本,瀬野,鈴木健,千田","L,L,L,R,R,R,R,R,L,L","R,R,R,R,R,L,R,L,R,R",66.0,991979.0,Kouki Watanabe,,1742673594.0,1742705994.0,Slider,,,,,2360.33,0.0,0.0,7:50,1.0,,,,,,0.0,0.0,0.0,0.0,87.03,991979@1742705994,V3P4DLKO0850A,,,untitled,,1742705990.0,254.0,1410150.0,tokyobbc_rapsodo Player_002,,1742673594.0,1742705994.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742705994,untitled,1742705991.0,"Koki, Watanabe","Kaito, Sugiura","Taiyo, Nakayama","Koji, Inokuchi","Hayato, Usui","Naomasa, Aogai","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,
210,1.0,202.0,2025/3/23,9525.897366,8215.897376,1742706118,1.0,1.0,野瀬,Right,星槎道都大,1,酒井,Left,TOK,7,Bottom,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,120.0,1.157,0.192,,,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2508110210,ボール,,9523,https://youtu.be/TX6vwU33x3E&t=9523,5062,https://youtu.be/zy5PNh0MQfo&t=5062,小池,菊地,千葉,山口,岩本,瀬野,成田,千田,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,渡辺","山口,千田,岩本,成田,鈴木惇,菊地,瀬野,千葉,小池","渡辺,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","野瀬,小池,菊地,千葉,山口,岩本,瀬野,成田,千田","R,L,L,R,R,R,R,R,L,L","R,R,R,R,R,L,R,L,R,R",127.0,972881.0,TokyoBBC Right,,1742673722.0,1742706122.0,ChangeUp,N,0.1966,1.0881,119.59,1937.64,1568.1,80.93,1:42,1.0,,38.8,19.4,23.6,30.7,-3.23,2.15,1.22,0.85,35.97,972881@1742706122,V3P4DLKO0850A,-1.6799845,-3.4314806,untitled,,1742706118.0,248.0,1410150.0,tokyobbc_rapsodo Player_002,,1742673721.0,1742706121.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742706121,untitled,1742706118.0,,,,,,,,,,"Suguru, Sakai",,,,,
211,2.0,203.0,2025/3/23,9539.415282,8229.415293,1742706131,1.0,2.0,野瀬,Right,星槎道都大,1,酒井,Left,TOK,7,Bottom,0,1,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,118.0,0.542,0.108,,,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2508110211,見逃し,,9537,https://youtu.be/TX6vwU33x3E&t=9537,5075,https://youtu.be/zy5PNh0MQfo&t=5075,小池,菊地,千葉,山口,岩本,瀬野,成田,千田,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,渡辺","山口,千田,岩本,成田,鈴木惇,菊地,瀬野,千葉,小池","渡辺,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","野瀬,小池,菊地,千葉,山口,岩本,瀬野,成田,千田","R,L,L,R,R,R,R,R,L,L","R,R,R,R,R,L,R,L,R,R",126.0,972881.0,TokyoBBC Right,,1742673732.0,1742706132.0,ChangeUp,Y,0.2186,0.6923,118.21,1800.96,1453.4,80.7,1:48,1.0,1.6478405,31.3,25.8,27.5,40.2,-3.38,2.01,1.12,0.93,36.19,972881@1742706132,V3P4DLKO0850A,-1.5039841,-5.2733717,untitled,,1742706128.0,247.0,1410150.0,tokyobbc_rapsodo Player_002,,1742673731.0,1742706131.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742706131,untitled,1742706128.0,,,,,,,,,,"Suguru, Sakai",,,,,
212,3.0,204.0,2025/3/23,9548.897959,8238.897969,1742706141,1.0,3.0,野瀬,Right,星槎道都大,1,酒井,Left,TOK,7,Bottom,0,1,1,Slider,FoulBall,Undefined,FlyBall,Undefined,0,0,,,0.926,-0.08,8.869201403,93.81407483,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2508110212,ファール,,9546,https://youtu.be/TX6vwU33x3E&t=9546,5085,https://youtu.be/zy5PNh0MQfo&t=5085,小池,菊地,千葉,山口,岩本,瀬野,成田,千田,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,渡辺","山口,千田,岩本,成田,鈴木惇,菊地,瀬野,千葉,小池","渡辺,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","野瀬,小池,菊地,千葉,山口,岩本,瀬野,成田,千田","R,L,L,R,R,R,R,R,L,L","R,R,R,R,R,L,R,L,R,R",125.0,972881.0,TokyoBBC Right,,1742673745.0,1742706145.0,Slider,Y,-0.1208,0.8329,108.87,2008.51,1030.4,51.3,10:00,1.0,2.2181664,22.6,-42.3,15.3,-31.3,-1.98,3.41,1.12,0.85,59.14,972881@1742706145,V3P4DLKO0850A,-5.171201,-5.837054,untitled,,1742706141.0,246.0,1410150.0,tokyobbc_rapsodo Player_002,,1742673745.0,1742706145.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742706145,untitled,1742706142.0,,,,,,,,,,"Suguru, Sakai",,,,,
213,4.0,205.0,2025/3/23,9567.96522,8257.965229,1742706160,1.0,4.0,野瀬,Right,星槎道都大,1,酒井,Left,TOK,7,Bottom,0,1,2,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.778,0.447,,,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2508110213,ボール,,9565,https://youtu.be/TX6vwU33x3E&t=9565,5099,https://youtu.be/zy5PNh0MQfo&t=5099,小池,菊地,千葉,山口,岩本,瀬野,成田,千田,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,渡辺","山口,千田,岩本,成田,鈴木惇,菊地,瀬野,千葉,小池","渡辺,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","野瀬,小池,菊地,千葉,山口,岩本,瀬野,成田,千田","R,L,L,R,R,R,R,R,L,L","R,R,R,R,R,L,R,L,R,R",124.0,972881.0,TokyoBBC Right,,1742673763.0,1742706163.0,ChangeUp,N,0.6586,0.7296,106.22,1936.07,1787.0,92.3,1:16,0.5,2.312687,24.3,-23.0,44.3,36.4,-0.18,2.93,1.13,0.94,22.63,972881@1742706163,V3P4DLKO0850A,-1.8980236,-6.019991,untitled,,1742706159.0,245.0,1410150.0,tokyobbc_rapsodo Player_002,,1742673763.0,1742706163.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742706163,untitled,1742706160.0,,,,,,,,,,"Suguru, Sakai",,,,,
214,5.0,206.0,2025/3/23,9580.297402,8270.297412,1742706172,1.0,5.0,野瀬,Right,星槎道都大,1,酒井,Left,TOK,7,Bottom,0,2,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2508110214,ボール,,9578,https://youtu.be/TX6vwU33x3E&t=9578,5111,https://youtu.be/zy5PNh0MQfo&t=5111,小池,菊地,千葉,山口,岩本,瀬野,成田,千田,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,渡辺","山口,千田,岩本,成田,鈴木惇,菊地,瀬野,千葉,小池","渡辺,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","野瀬,小池,菊地,千葉,山口,岩本,瀬野,成田,千田","R,L,L,R,R,R,R,R,L,L","R,R,R,R,R,L,R,L,R,R",123.0,972881.0,TokyoBBC Right,,1742673774.0,1742706174.0,ChangeUp,N,0.4583,1.0709,120.82,2005.98,1466.2,73.09,1:38,1.0,2.3055935,23.8,33.3,27.8,32.8,-3.02,3.23,1.13,0.95,43.04,972881@1742706174,V3P4DLKO0850A,-0.4747119,-4.0159516,untitled,,1742706170.0,244.0,1410150.0,tokyobbc_rapsodo Player_002,,1742673773.0,1742706173.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742706173,untitled,1742706170.0,,,,,,,,,,"Suguru, Sakai",,,,,
215,6.0,207.0,2025/3/23,9593.099207,8283.099217,1742706185,1.0,6.0,野瀬,Right,星槎道都大,1,酒井,Left,TOK,7,Bottom,0,3,2,Slider,InPlay,Undefined,FlyBall,Out,1,0,,108.0,0.009,-0.002,,,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Undefined,,,,1,1,2508110215,投飛,,9591,https://youtu.be/TX6vwU33x3E&t=9591,5124,https://youtu.be/zy5PNh0MQfo&t=5124,小池,菊地,千葉,山口,岩本,瀬野,成田,千田,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,渡辺","山口,千田,岩本,成田,鈴木惇,菊地,瀬野,千葉,小池","渡辺,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","野瀬,小池,菊地,千葉,山口,岩本,瀬野,成田,千田","R,L,L,R,R,R,R,R,L,L","R,R,R,R,R,L,R,L,R,R",122.0,972881.0,TokyoBBC Right,,1742673789.0,1742706189.0,Slider,Y,-0.1206,0.7528,109.37,2031.78,808.8,39.81,10:10,1.0,2.1416779,13.8,-41.4,13.2,-24.4,-2.21,3.25,1.16,0.91,66.54,972881@1742706189,V3P4DLKO0850A,-5.2987156,-6.4811068,untitled,,1742706185.0,243.0,1410150.0,tokyobbc_rapsodo Player_002,,1742673788.0,1742706188.0,109.2,109.4,62.1,44.5,2139.9033,50.1,11:00,1.0,9.4,81.0,75.8,,V3P4DLKO0850A,1410150@1742706188,untitled,1742706185.0,,,,,,,,,,"Suguru, Sakai",,,,,
216,7.0,208.0,2025/3/23,9622.455366,8312.455377,1742706214,2.0,1.0,野瀬,Right,星槎道都大,2,中山,Left,TOK,7,Bottom,1,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,122.0,1.163,-0.04,,,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2508110216,ボール,,9620,https://youtu.be/TX6vwU33x3E&t=9620,5139,https://youtu.be/zy5PNh0MQfo&t=5139,小池,菊地,千葉,山口,岩本,瀬野,成田,千田,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,渡辺","山口,千田,岩本,成田,鈴木惇,菊地,瀬野,千葉,小池","渡辺,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","野瀬,小池,菊地,千葉,山口,岩本,瀬野,成田,千田","R,L,L,R,R,R,R,R,L,L","R,R,R,R,R,L,R,L,R,R",121.0,972881.0,TokyoBBC Right,,1742673818.0,1742706218.0,ChangeUp,N,-0.0275,1.1807,122.44,2043.29,1758.4,86.06,1:46,1.0,1.5525684,32.0,27.1,32.9,46.6,-4.35,3.61,1.11,0.95,30.62,972881@1742706218,V3P4DLKO0850A,-2.360138,-3.4972167,untitled,,1742706214.0,242.0,1410150.0,tokyobbc_rapsodo Player_002,,1742673817.0,1742706217.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742706217,untitled,1742706214.0,,,,,,,,,,"Taiyo, Nakayama",,,,,
217,8.0,209.0,2025/3/23,9635.635772,8325.635783,1742706227,2.0,2.0,野瀬,Right,星槎道都大,2,中山,Left,TOK,7,Bottom,1,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,119.0,1.17,-0.076,,,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2508110217,ボール,,9633,https://youtu.be/TX6vwU33x3E&t=9633,5152,https://youtu.be/zy5PNh0MQfo&t=5152,小池,菊地,千葉,山口,岩本,瀬野,成田,千田,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,渡辺","山口,千田,岩本,成田,鈴木惇,菊地,瀬野,千葉,小池","渡辺,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","野瀬,小池,菊地,千葉,山口,岩本,瀬野,成田,千田","R,L,L,R,R,R,R,R,L,L","R,R,R,R,R,L,R,L,R,R",120.0,972881.0,TokyoBBC Right,,1742673829.0,1742706229.0,ChangeUp,N,-0.1105,1.1935,119.25,2045.36,1731.3,84.64,1:46,1.0,,26.4,25.0,28.6,40.2,-4.56,3.62,1.16,0.87,32.17,972881@1742706229,V3P4DLKO0850A,-2.5953166,-3.8335066,untitled,,1742706225.0,241.0,1410150.0,tokyobbc_rapsodo Player_002,,1742673828.0,1742706228.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742706228,untitled,1742706225.0,,,,,,,,,,"Taiyo, Nakayama",,,,,
218,9.0,210.0,2025/3/23,9646.06893,8336.068942,1742706238,2.0,3.0,野瀬,Right,星槎道都大,2,中山,Left,TOK,7,Bottom,1,2,0,Slider,InPlay,Undefined,FlyBall,Out,1,0,,109.0,,,85.38587446,-35.72175998,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Undefined,,,,7,7,2508110218,左飛,,9644,https://youtu.be/TX6vwU33x3E&t=9644,5162,https://youtu.be/zy5PNh0MQfo&t=5162,小池,菊地,千葉,山口,岩本,瀬野,成田,千田,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,渡辺","山口,千田,岩本,成田,鈴木惇,菊地,瀬野,千葉,小池","渡辺,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","野瀬,小池,菊地,千葉,山口,岩本,瀬野,成田,千田","R,L,L,R,R,R,R,R,L,L","R,R,R,R,R,L,R,L,R,R",119.0,972881.0,TokyoBBC Right,,1742673841.0,1742706241.0,Slider,N,0.2847,0.7365,109.3,1969.82,800.2,40.63,10:10,1.0,2.1810455,41.2,-26.0,13.5,-24.2,-1.33,2.81,1.12,0.91,66.03,972881@1742706241,V3P4DLKO0850A,-3.388586,-6.338296,untitled,,1742706237.0,240.0,1410150.0,tokyobbc_rapsodo Player_002,,1742673841.0,1742706241.0,141.8,109.3,30.8,-24.8,492.81674,88.9,4:58,1.0,-26.9,73.1,4.4,,V3P4DLKO0850A,1410150@1742706241,untitled,1742706238.0,,,,,,,,,,"Taiyo, Nakayama",,,,,
219,10.0,211.0,2025/3/23,9673.205413,8363.205424,1742706265,3.0,1.0,野瀬,Right,星槎道都大,3,大原,Right,TOK,7,Bottom,2,0,0,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,118.0,0.794,-0.453,,,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2508110219,空振り,,9671,https://youtu.be/TX6vwU33x3E&t=9671,5177,https://youtu.be/zy5PNh0MQfo&t=5177,小池,菊地,千葉,山口,岩本,瀬野,成田,千田,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,渡辺","山口,千田,岩本,成田,鈴木惇,菊地,瀬野,千葉,小池","渡辺,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","野瀬,小池,菊地,千葉,山口,岩本,瀬野,成田,千田","R,L,L,R,R,R,R,R,L,L","R,R,R,R,R,L,R,L,R,R",118.0,972881.0,TokyoBBC Right,,1742673868.0,1742706268.0,Slider,N,-0.3435,0.9226,112.16,1997.82,818.5,40.97,10:34,1.0,1.9919987,-8.3,-23.9,18.4,-21.3,-3.68,3.37,1.14,0.85,65.81,972881@1742706268,V3P4DLKO0850A,-5.474536,-8.175699,untitled,,1742706264.0,239.0,1410150.0,tokyobbc_rapsodo Player_002,,1742673868.0,1742706268.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742706268,untitled,1742706265.0,,,,,,,,,,"Kaiki, Ohara",,,,,
220,11.0,212.0,2025/3/23,9685.755708,8375.755719,1742706277,3.0,2.0,野瀬,Right,星槎道都大,3,大原,Right,TOK,7,Bottom,2,0,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,118.0,0.822,-0.447,,,TOK,#217fc4,東大,星槎道都大,#2b28ff,道都大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2508110220,ボール,,9683,https://youtu.be/TX6vwU33x3E&t=9683,5190,https://youtu.be/zy5PNh0MQfo&t=5190,小池,菊地,千葉,山口,岩本,瀬野,成田,千田,"酒井,中山,大原,工藤,杉浦,青貝,臼井,井之口,渡辺","山口,千田,岩本,成田,鈴木惇,菊地,瀬野,千葉,小池","渡辺,杉浦,中山,井之口,臼井,青貝,工藤,酒井,大原","野瀬,小池,菊地,千葉,山口,岩本,瀬野,成田,千田","R,L,L,R,R,R,R,R,L,L","R,R,R,R,R,L,R,L,R,R",117.0,972881.0,TokyoBBC Right,,1742673878.0,1742706278.0,Slider,N,-1.0356,0.7051,118.01,2094.5,840.9,40.15,10:34,1.0,0.8485069,35.2,-34.0,20.7,-23.8,-5.73,3.35,1.09,1.03,66.33,972881@1742706278,V3P4DLKO0850A,-8.300957,-7.1878414,untitled,,1742706274.0,238.0,1410150.0,tokyobbc_rapsodo Player_002,,1742673877.0,1742706277.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742706277,untitled,1742706274.0,,,,,,,,,,"Kaiki, Ohara",,,,,
