count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,runevent_romaji,scored_person_romaji,run_person_romaji,No,Player ID,Pitcher_rapsodo_pitch,MLB ID,Date_rapsodo_pitch,Pitch ID,TaggedPitchType_rapsodo_pitch,IsStrike,PlateLocSide_rapsodo_pitch,PlateLocHeight_rapsodo_pitch,RelSpeed_rapsodo_pitch,SpinRate,TrueSpin,SpinEfficiency,Tilt,Spin Confidence,Extension,InducedVertBreak,HorzBreak,VB (spin),HB (spin),HorizontalRelAngle,RelAngle,RelHeight,RelSide,GyroDegree,Unique ID,Device Serial Number,HorzApprAngle,VertApprAngle,Session Name,Intent Type,unixtime,No_rapsodo_hit,Player ID_rapsodo_hit,Batter_rapsodo_hit,MLB ID_rapsodo_hit,Date_rapsodo_hit,HitID,ExitSpeed,RelSpeed_rapsodo_hit,Angle,Direction,HitSpinRate,Distance,HitSpinTilt,SpinConfidence,PlateLocSide_rapsodo_hit,PlateLocHeight_rapsodo_hit,ContactDepth,Batname,SerialNumber,Unique ID_rapsodo_hit,Session Name_rapsodo_hit,unixtime_rapsodo_hit,RelSpeed_opensen
37,26.0,37.0,2025/4/26,2359.293414,1144.293415,1745645921,2.0,2.0,武田,Right,TOK,6,村山,Right,学習院大,2,Top,1,0,1,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,128.11,0.646,-0.38,,,TOK,#217fc4,東大,学習院大,#000000,学習院大,TodaiStadium,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2511530037,空振り,,2357,https://youtu.be/Q8Pg7rIyU2c&t=2357,1361,https://youtu.be/_f4LDCvtXKQ&t=1361,深見,横井,小田,佐渡島,小村,黒武者,岡林,成瀬,"成瀬,小村,佐渡島,横井,矢田貝,岡林,黒武者,深見,小田","櫻井,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","武田,深見,横井,小田,佐渡島,小村,黒武者,岡林,成瀬","菊池,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","R,L,L,L,R,R,L,L,L,R","R,R,R,L,R,L,R,R,R,R","Rintaro, Takeda","Yuto, Fukami","Shuntaro, Yokoi","Shu, Oda","Ryo, Sadoshima","Osuke, Komura","Tetsuta, Kuromusha","Yuna, Okabayashi","Yuto, Naruse",,,,,,,,,570.0,1186078.0,Rintaro Takeda,,1745613529.0,1745645929.0,Fastball,N,-0.3748,0.8825,128.11,2356.89,2215.8,94.01,0:52,1.0,1.7344589,61.7,44.3,56.5,28.9,-3.35,-1.13,1.75,0.13,19.93,1186078@1745645929,V3P4DLKO0850A,-0.012880586,-5.261275,untitled,,1745645926.0,562.0,1410162.0,tokyobbc_rapsodo Player_016,,1745613528.0,1745645928.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410162@1745645928,untitled,1745645926.0,118.0
38,27.0,38.0,2025/4/26,2371.264126,1156.264127,1745645933,2.0,3.0,武田,Right,TOK,6,村山,Right,学習院大,2,Top,1,0,2,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,114.05,0.243,-0.393,,,TOK,#217fc4,東大,学習院大,#000000,学習院大,TodaiStadium,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2511530038,ボール,,2369,https://youtu.be/Q8Pg7rIyU2c&t=2369,1373,https://youtu.be/_f4LDCvtXKQ&t=1373,深見,横井,小田,佐渡島,小村,黒武者,岡林,成瀬,"成瀬,小村,佐渡島,横井,矢田貝,岡林,黒武者,深見,小田","櫻井,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","武田,深見,横井,小田,佐渡島,小村,黒武者,岡林,成瀬","菊池,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","R,L,L,L,R,R,L,L,L,R","R,R,R,L,R,L,R,R,R,R","Rintaro, Takeda","Yuto, Fukami","Shuntaro, Yokoi","Shu, Oda","Ryo, Sadoshima","Osuke, Komura","Tetsuta, Kuromusha","Yuna, Okabayashi","Yuto, Naruse",,,,,,,,,569.0,1186078.0,Rintaro Takeda,,1745613541.0,1745645941.0,Slider,N,-0.5781,0.2713,114.05,2608.04,721.7,27.67,5:56,1.0,2.0532074,-1.7,-9.3,-22.4,-3.0,-1.82,-0.16,1.72,0.02,73.93,1186078@1745645941,V3P4DLKO0850A,-2.527903,-10.68712,untitled,,1745645938.0,561.0,1410162.0,tokyobbc_rapsodo Player_016,,1745613540.0,1745645940.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410162@1745645940,untitled,1745645938.0,108.0
39,28.0,39.0,2025/4/26,2392.464006,1177.464007,1745645955,2.0,4.0,武田,Right,TOK,6,村山,Right,学習院大,2,Top,1,1,2,ChangeUp,FoulBall,Undefined,GroundBall,Undefined,0,0,,119.97,0.578,-0.128,15.29662792,140.4773687,TOK,#217fc4,東大,学習院大,#000000,学習院大,TodaiStadium,B,春季オープン戦,Normal,,,,,Undefined,,,,,,2511530039,ファール,,2390,https://youtu.be/Q8Pg7rIyU2c&t=2390,1395,https://youtu.be/_f4LDCvtXKQ&t=1395,深見,横井,小田,佐渡島,小村,黒武者,岡林,成瀬,"成瀬,小村,佐渡島,横井,矢田貝,岡林,黒武者,深見,小田","櫻井,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","武田,深見,横井,小田,佐渡島,小村,黒武者,岡林,成瀬","菊池,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","R,L,L,L,R,R,L,L,L,R","R,R,R,L,R,L,R,R,R,R","Rintaro, Takeda","Yuto, Fukami","Shuntaro, Yokoi","Shu, Oda","Ryo, Sadoshima","Osuke, Komura","Tetsuta, Kuromusha","Yuna, Okabayashi","Yuto, Naruse",,,,,,,,,568.0,1186078.0,Rintaro Takeda,,1745613562.0,1745645962.0,Fastball,Y,-0.2492,0.8723,119.97,1649.24,1542.9,93.55,1:06,1.0,1.8969269,44.3,28.8,45.2,31.0,-2.38,-0.18,1.74,0.13,-20.69,1186078@1745645962,V3P4DLKO0850A,-0.2359336,-6.2098765,untitled,,1745645959.0,560.0,1410162.0,tokyobbc_rapsodo Player_016,,1745613561.0,1745645961.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410162@1745645961,untitled,1745645959.0,117.0
40,29.0,40.0,2025/4/26,2410.53622,1195.53622,1745645973,2.0,5.0,武田,Right,TOK,6,村山,Right,学習院大,2,Top,1,1,2,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,113.19,0.297,-0.124,,,TOK,#217fc4,東大,学習院大,#000000,学習院大,TodaiStadium,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2511530040,ボール,,2408,https://youtu.be/Q8Pg7rIyU2c&t=2408,1413,https://youtu.be/_f4LDCvtXKQ&t=1413,深見,横井,小田,佐渡島,小村,黒武者,岡林,成瀬,"成瀬,小村,佐渡島,横井,矢田貝,岡林,黒武者,深見,小田","櫻井,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","武田,深見,横井,小田,佐渡島,小村,黒武者,岡林,成瀬","菊池,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","R,L,L,L,R,R,L,L,L,R","R,R,R,L,R,L,R,R,R,R","Rintaro, Takeda","Yuto, Fukami","Shuntaro, Yokoi","Shu, Oda","Ryo, Sadoshima","Osuke, Komura","Tetsuta, Kuromusha","Yuna, Okabayashi","Yuto, Naruse",,,,,,,,,567.0,1186078.0,Rintaro Takeda,,1745613580.0,1745645980.0,Slider,N,-0.4113,0.502,113.19,2528.17,457.7,18.1,5:48,1.0,1.9202404,9.8,-7.3,-15.5,-2.5,-1.68,0.49,1.72,0.13,79.57,1186078@1745645980,V3P4DLKO0850A,-2.2321475,-9.756194,untitled,,1745645977.0,559.0,1410162.0,tokyobbc_rapsodo Player_016,,1745613579.0,1745645979.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410162@1745645979,untitled,1745645977.0,112.0
41,30.0,41.0,2025/4/26,2427.911879,1212.911879,1745645990,2.0,6.0,武田,Right,TOK,6,村山,Right,学習院大,2,Top,1,2,2,Fastball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,131.64,0.834,0.208,,,TOK,#217fc4,東大,学習院大,#000000,学習院大,TodaiStadium,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2511530041,空三振,,2425,https://youtu.be/Q8Pg7rIyU2c&t=2425,1430,https://youtu.be/_f4LDCvtXKQ&t=1430,深見,横井,小田,佐渡島,小村,黒武者,岡林,成瀬,"成瀬,小村,佐渡島,横井,矢田貝,岡林,黒武者,深見,小田","櫻井,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","武田,深見,横井,小田,佐渡島,小村,黒武者,岡林,成瀬","菊池,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","R,L,L,L,R,R,L,L,L,R","R,R,R,L,R,L,R,R,R,R","Rintaro, Takeda","Yuto, Fukami","Shuntaro, Yokoi","Shu, Oda","Ryo, Sadoshima","Osuke, Komura","Tetsuta, Kuromusha","Yuna, Okabayashi","Yuto, Naruse",,,,,,,,,566.0,1186078.0,Rintaro Takeda,,1745613597.0,1745645997.0,Fastball,Y,-0.0425,0.9855,131.64,2427.3,2377.7,97.96,0:34,1.0,1.6189575,61.8,35.1,61.3,19.8,-1.63,-1.09,1.78,0.07,11.6,1186078@1745645997,V3P4DLKO0850A,0.97306013,-4.6595287,untitled,,1745645994.0,558.0,1410162.0,tokyobbc_rapsodo Player_016,,1745613596.0,1745645996.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410162@1745645996,untitled,1745645994.0,128.0
42,31.0,42.0,2025/4/26,2451.303232,1236.303232,1745646013,3.0,1.0,武田,Right,TOK,7,英,Right,学習院大,2,Top,2,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,129.73,1.15,-0.228,,,TOK,#217fc4,東大,学習院大,#000000,学習院大,TodaiStadium,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2511530042,ボール,,2449,https://youtu.be/Q8Pg7rIyU2c&t=2449,1445,https://youtu.be/_f4LDCvtXKQ&t=1445,深見,横井,小田,佐渡島,小村,黒武者,岡林,成瀬,"成瀬,小村,佐渡島,横井,矢田貝,岡林,黒武者,深見,小田","櫻井,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","武田,深見,横井,小田,佐渡島,小村,黒武者,岡林,成瀬","菊池,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","R,L,L,L,R,R,L,L,L,R","R,R,R,L,R,L,R,R,R,R","Rintaro, Takeda","Yuto, Fukami","Shuntaro, Yokoi","Shu, Oda","Ryo, Sadoshima","Osuke, Komura","Tetsuta, Kuromusha","Yuna, Okabayashi","Yuto, Naruse",,,,,,,,,565.0,1186078.0,Rintaro Takeda,,1745613621.0,1745646021.0,Fastball,N,-0.4453,1.3032,129.73,2388.09,2200.5,92.15,0:52,1.0,1.5711117,56.8,30.0,54.3,26.8,-2.89,0.22,1.79,0.08,22.86,1186078@1745646021,V3P4DLKO0850A,-0.6934127,-3.8287797,untitled,,1745646018.0,557.0,1410162.0,tokyobbc_rapsodo Player_016,,1745613619.0,1745646019.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410162@1745646019,untitled,1745646017.0,126.0
43,32.0,43.0,2025/4/26,2461.438621,1246.438622,1745646023,3.0,2.0,武田,Right,TOK,7,英,Right,学習院大,2,Top,2,1,0,Fastball,InPlay,Undefined,LineDrive,Single,0,0,,129.73,0.754,0.072,77.73742904,-32.60459317,TOK,#217fc4,東大,学習院大,#000000,学習院大,TodaiStadium,B,春季オープン戦,Normal,,,,,Undefined,,,,7,7,2511530043,左安,,2459,https://youtu.be/Q8Pg7rIyU2c&t=2459,1455,https://youtu.be/_f4LDCvtXKQ&t=1455,深見,横井,小田,佐渡島,小村,黒武者,岡林,成瀬,"成瀬,小村,佐渡島,横井,矢田貝,岡林,黒武者,深見,小田","櫻井,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","武田,深見,横井,小田,佐渡島,小村,黒武者,岡林,成瀬","菊池,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","R,L,L,L,R,R,L,L,L,R","R,R,R,L,R,L,R,R,R,R","Rintaro, Takeda","Yuto, Fukami","Shuntaro, Yokoi","Shu, Oda","Ryo, Sadoshima","Osuke, Komura","Tetsuta, Kuromusha","Yuna, Okabayashi","Yuto, Naruse",,,,,,,,,565.0,1186078.0,Rintaro Takeda,,1745613621.0,1745646021.0,Fastball,N,-0.4453,1.3032,129.73,2388.09,2200.5,92.15,0:52,1.0,1.5711117,56.8,30.0,54.3,26.8,-2.89,0.22,1.79,0.08,22.86,1186078@1745646021,V3P4DLKO0850A,-0.6934127,-3.8287797,untitled,,1745646018.0,556.0,1410162.0,tokyobbc_rapsodo Player_016,,1745613630.0,1745646030.0,118.9,128.5,14.5,-32.4,1463.9365,51.1,9:26,1.0,-5.9,85.4,-24.7,,V3P4DLKO0850A,1410162@1745646030,untitled,1745646028.0,
44,33.0,44.0,2025/4/26,2505.778222,1290.778222,1745646068,4.0,1.0,武田,Right,TOK,8,小針,Right,学習院大,2,Top,2,0,0,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,111.32,0.243,-0.048,,,TOK,#217fc4,東大,学習院大,#000000,学習院大,TodaiStadium,B,春季オープン戦,Normal,1,英,,,Nothing,,,,,,2511530044,ボール,,2503,https://youtu.be/Q8Pg7rIyU2c&t=2503,1479,https://youtu.be/_f4LDCvtXKQ&t=1479,深見,横井,小田,佐渡島,小村,黒武者,岡林,成瀬,"成瀬,小村,佐渡島,横井,矢田貝,岡林,黒武者,深見,小田","櫻井,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","武田,深見,横井,小田,佐渡島,小村,黒武者,岡林,成瀬","菊池,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","R,L,L,L,R,R,L,L,L,R","R,R,R,L,R,L,R,R,R,R","Rintaro, Takeda","Yuto, Fukami","Shuntaro, Yokoi","Shu, Oda","Ryo, Sadoshima","Osuke, Komura","Tetsuta, Kuromusha","Yuna, Okabayashi","Yuto, Naruse",,,,,,,,,563.0,1186078.0,Rintaro Takeda,,1745613675.0,1745646075.0,Slider,N,-0.2292,0.1167,111.32,2409.22,575.6,23.89,5:04,1.0,1.8509827,3.0,-5.4,-18.4,4.1,-1.14,-0.82,1.76,0.15,76.18,1186078@1745646075,V3P4DLKO0850A,-1.5367148,-11.09533,untitled,,1745646072.0,555.0,1410162.0,tokyobbc_rapsodo Player_016,,1745613674.0,1745646074.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410162@1745646074,untitled,1745646072.0,108.0
45,,,2025/4/26,2524.86521,1309.865211,1745646087,,,武田,Right,TOK,8,小針,Right,学習院大,2,Top,2,1,0,,,,,,0,0,,,,,,,TOK,#217fc4,東大,学習院大,#000000,学習院大,TodaiStadium,B,春季オープン戦,Normal,1,英,,,PickOff,,,,"1,3","1,3",2511530045,牽制,,2522,https://youtu.be/Q8Pg7rIyU2c&t=2522,1498,https://youtu.be/_f4LDCvtXKQ&t=1498,深見,横井,小田,佐渡島,小村,黒武者,岡林,成瀬,"成瀬,小村,佐渡島,横井,矢田貝,岡林,黒武者,深見,小田","櫻井,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","武田,深見,横井,小田,佐渡島,小村,黒武者,岡林,成瀬","菊池,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","R,L,L,L,R,R,L,L,L,R","R,R,R,L,R,L,R,R,R,R","Rintaro, Takeda","Yuto, Fukami","Shuntaro, Yokoi","Shu, Oda","Ryo, Sadoshima","Osuke, Komura","Tetsuta, Kuromusha","Yuna, Okabayashi","Yuto, Naruse",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,34.0,45.0,2025/4/26,2536.217445,1321.217445,1745646098,4.0,2.0,武田,Right,TOK,8,小針,Right,学習院大,2,Top,2,1,0,Fastball,InPlay,Undefined,Popup,Out,1,0,,127.42,0.93,0.1,37.06029209,-13.81502534,TOK,#217fc4,東大,学習院大,#000000,学習院大,TodaiStadium,B,春季オープン戦,Normal,1,英,,,Undefined,,,,"6,4","6,4B",2511530046,遊飛,,2534,https://youtu.be/Q8Pg7rIyU2c&t=2534,1509,https://youtu.be/_f4LDCvtXKQ&t=1509,深見,横井,小田,佐渡島,小村,黒武者,岡林,成瀬,"成瀬,小村,佐渡島,横井,矢田貝,岡林,黒武者,深見,小田","櫻井,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","武田,深見,横井,小田,佐渡島,小村,黒武者,岡林,成瀬","菊池,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","R,L,L,L,R,R,L,L,L,R","R,R,R,L,R,L,R,R,R,R","Rintaro, Takeda","Yuto, Fukami","Shuntaro, Yokoi","Shu, Oda","Ryo, Sadoshima","Osuke, Komura","Tetsuta, Kuromusha","Yuna, Okabayashi","Yuto, Naruse",,,,,,,,,562.0,1186078.0,Rintaro Takeda,,1745613706.0,1745646106.0,Fastball,Y,-0.0082,0.9952,127.42,2399.96,2370.8,98.78,1:06,1.0,1.8224468,61.3,41.8,56.6,37.4,-2.07,-0.84,1.77,0.16,8.95,1186078@1745646106,V3P4DLKO0850A,1.0682225,-4.828343,untitled,,1745646103.0,554.0,1410162.0,tokyobbc_rapsodo Player_016,,1745613705.0,1745646105.0,95.2,127.4,-0.8,-10.9,1246.1378,11.5,5:52,1.0,3.0,112.3,116.2,,V3P4DLKO0850A,1410162@1745646105,untitled,1745646103.0,124.0
47,12.0,46.0,2025/4/26,2635.984402,1420.984402,1745646198,1.0,1.0,菊池,Right,学習院大,5,矢田貝,Right,TOK,2,Bottom,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,124.98,1.157,-0.1,,,TOK,#217fc4,東大,学習院大,#000000,学習院大,TodaiStadium,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2511530047,ボール,,2633,https://youtu.be/Q8Pg7rIyU2c&t=2633,1538,https://youtu.be/_f4LDCvtXKQ&t=1538,村上謙,堀内,鈴木,生山,村山,英,小針,篠原,"成瀬,小村,佐渡島,横井,矢田貝,岡林,黒武者,深見,小田","櫻井,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","武田,深見,横井,小田,佐渡島,小村,黒武者,岡林,成瀬","菊池,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","R,L,L,L,R,R,L,L,L,R","R,R,R,L,R,L,R,R,R,R",,,,,,,,,,,"Gen, Yatagai",,,,,,,186.0,972881.0,TokyoBBC Right,,1745613805.0,1745646205.0,ChangeUp,N,-0.2534,1.3528,124.98,1889.37,1826.6,96.68,0:16,1.0,1.5384979,69.2,3.2,60.9,9.4,-1.4,-0.01,1.92,0.12,14.81,972881@1745646205,V3P4DLKO0850A,-1.1630244,-4.1779137,untitled,,1745646202.0,549.0,1410162.0,tokyobbc_rapsodo Player_016,,1745613804.0,1745646204.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410162@1745646204,untitled,1745646202.0,121.0
48,13.0,47.0,2025/4/26,2645.546947,1430.546948,1745646208,1.0,2.0,菊池,Right,学習院大,5,矢田貝,Right,TOK,2,Bottom,0,1,0,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,124.14,0.774,-0.144,5.972996086,159.7751406,TOK,#217fc4,東大,学習院大,#000000,学習院大,TodaiStadium,B,春季オープン戦,Normal,,,,,Undefined,,,,,,2511530048,ファール,,2643,https://youtu.be/Q8Pg7rIyU2c&t=2643,1547,https://youtu.be/_f4LDCvtXKQ&t=1547,村上謙,堀内,鈴木,生山,村山,英,小針,篠原,"成瀬,小村,佐渡島,横井,矢田貝,岡林,黒武者,深見,小田","櫻井,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","武田,深見,横井,小田,佐渡島,小村,黒武者,岡林,成瀬","菊池,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","R,L,L,L,R,R,L,L,L,R","R,R,R,L,R,L,R,R,R,R",,,,,,,,,,,"Gen, Yatagai",,,,,,,185.0,972881.0,TokyoBBC Right,,1745613815.0,1745646215.0,ChangeUp,Y,-0.2535,0.9356,124.14,1874.02,1843.3,98.36,0:12,1.0,1.9198532,49.2,14.1,56.0,5.8,-1.71,-0.98,1.91,0.09,10.38,972881@1745646215,V3P4DLKO0850A,-0.65278894,-6.1842933,untitled,,1745646212.0,548.0,1410162.0,tokyobbc_rapsodo Player_016,,1745613813.0,1745646213.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410162@1745646213,untitled,1745646211.0,118.0
49,14.0,48.0,2025/4/26,2664.988383,1449.988383,1745646227,1.0,3.0,菊池,Right,学習院大,5,矢田貝,Right,TOK,2,Bottom,0,1,1,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,126.87,0.614,0.112,,,TOK,#217fc4,東大,学習院大,#000000,学習院大,TodaiStadium,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2511530049,見逃し,,2662,https://youtu.be/Q8Pg7rIyU2c&t=2662,1567,https://youtu.be/_f4LDCvtXKQ&t=1567,村上謙,堀内,鈴木,生山,村山,英,小針,篠原,"成瀬,小村,佐渡島,横井,矢田貝,岡林,黒武者,深見,小田","櫻井,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","武田,深見,横井,小田,佐渡島,小村,黒武者,岡林,成瀬","菊池,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","R,L,L,L,R,R,L,L,L,R","R,R,R,L,R,L,R,R,R,R",,,,,,,,,,,"Gen, Yatagai",,,,,,,184.0,972881.0,TokyoBBC Right,,1745613834.0,1745646234.0,ChangeUp,Y,-0.1894,0.6327,126.87,1999.77,1998.1,99.92,0:22,1.0,1.8890495,53.9,6.8,62.9,12.4,-1.3,-2.5,1.92,0.11,2.34,972881@1745646234,V3P4DLKO0850A,-0.79709506,-6.8004947,untitled,,1745646231.0,547.0,1410162.0,tokyobbc_rapsodo Player_016,,1745613833.0,1745646233.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410162@1745646233,untitled,1745646231.0,122.0
50,15.0,49.0,2025/4/26,2676.922175,1461.922176,1745646239,1.0,4.0,菊池,Right,学習院大,5,矢田貝,Right,TOK,2,Bottom,0,1,2,Fastball,InPlay,Undefined,FlyBall,Out,1,0,,130.27,0.866,-0.216,92.72864993,14.74356284,TOK,#217fc4,東大,学習院大,#000000,学習院大,TodaiStadium,B,春季オープン戦,Normal,,,,,Undefined,,,,8,8,2511530050,中飛,,2674,https://youtu.be/Q8Pg7rIyU2c&t=2674,1579,https://youtu.be/_f4LDCvtXKQ&t=1579,村上謙,堀内,鈴木,生山,村山,英,小針,篠原,"成瀬,小村,佐渡島,横井,矢田貝,岡林,黒武者,深見,小田","櫻井,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","武田,深見,横井,小田,佐渡島,小村,黒武者,岡林,成瀬","菊池,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","R,L,L,L,R,R,L,L,L,R","R,R,R,L,R,L,R,R,R,R",,,,,,,,,,,"Gen, Yatagai",,,,,,,183.0,972881.0,TokyoBBC Right,,1745613847.0,1745646247.0,ChangeUp,N,-0.3499,0.9885,130.27,2008.94,1963.4,97.73,11:58,1.0,2.0360603,61.5,10.0,63.1,-0.6,-1.84,-1.75,1.92,0.06,12.22,972881@1745646247,V3P4DLKO0850A,-1.0865844,-5.104451,untitled,,1745646244.0,546.0,1410162.0,tokyobbc_rapsodo Player_016,,1745613845.0,1745646245.0,139.6,130.3,42.7,5.4,4174.7554,91.7,0:50,1.0,36.5,105.8,77.6,,V3P4DLKO0850A,1410162@1745646245,untitled,1745646243.0,126.0
51,16.0,50.0,2025/4/26,2704.271597,1489.271597,1745646266,2.0,1.0,菊池,Right,学習院大,6,岡林,Left,TOK,2,Bottom,1,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,126.67,0.634,0.204,,,TOK,#217fc4,東大,学習院大,#000000,学習院大,TodaiStadium,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2511530051,見逃し,,2702,https://youtu.be/Q8Pg7rIyU2c&t=2702,1600,https://youtu.be/_f4LDCvtXKQ&t=1600,村上謙,堀内,鈴木,生山,村山,英,小針,篠原,"成瀬,小村,佐渡島,横井,矢田貝,岡林,黒武者,深見,小田","櫻井,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","武田,深見,横井,小田,佐渡島,小村,黒武者,岡林,成瀬","菊池,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","R,L,L,L,R,R,L,L,L,R","R,R,R,L,R,L,R,R,R,R",,,,,,,,,,,"Yuna, Okabayashi",,,,,,,182.0,972881.0,TokyoBBC Right,,1745613873.0,1745646273.0,ChangeUp,N,0.4001,0.9029,126.67,1886.71,1886.1,99.97,0:08,1.0,1.9067402,65.8,16.2,56.3,4.5,0.35,-1.81,1.91,0.14,1.4,972881@1745646273,V3P4DLKO0850A,1.5803301,-5.5508785,untitled,,1745646270.0,545.0,1410162.0,tokyobbc_rapsodo Player_016,,1745613872.0,1745646272.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410162@1745646272,untitled,1745646270.0,
