count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,runevent_romaji,scored_person_romaji,run_person_romaji,No,Player ID,Pitcher_rapsodo_pitch,MLB ID,Date_rapsodo_pitch,Pitch ID,TaggedPitchType_rapsodo_pitch,IsStrike,PlateLocSide_rapsodo_pitch,PlateLocHeight_rapsodo_pitch,RelSpeed_rapsodo_pitch,SpinRate,TrueSpin,SpinEfficiency,Tilt,Spin Confidence,Extension,InducedVertBreak,HorzBreak,VB (spin),HB (spin),HorizontalRelAngle,RelAngle,RelHeight,RelSide,GyroDegree,Unique ID,Device Serial Number,HorzApprAngle,VertApprAngle,Session Name,Intent Type,unixtime,No_rapsodo_hit,Player ID_rapsodo_hit,Batter_rapsodo_hit,MLB ID_rapsodo_hit,Date_rapsodo_hit,HitID,ExitSpeed,RelSpeed_rapsodo_hit,Angle,Direction,HitSpinRate,Distance,HitSpinTilt,SpinConfidence,PlateLocSide_rapsodo_hit,PlateLocHeight_rapsodo_hit,ContactDepth,Batname,SerialNumber,Unique ID_rapsodo_hit,Session Name_rapsodo_hit,unixtime_rapsodo_hit,RelSpeed_opensen
156,21.0,152.0,2025/4/26,5628.582626,4413.58263,1745649191,1.0,4.0,山本,Right,学習院大,2,小村,Left,TOK,5,Bottom,0,2,1,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,124.26,0.646,0.176,33.4895964,17.95616515,TOK,#217fc4,東大,学習院大,#000000,学習院大,TodaiStadium,B,春季オープン戦,Normal,,,,,Undefined,,,,"4,3","4,3A",2511530156,二ゴ,,5626,https://youtu.be/Q8Pg7rIyU2c&t=5626,3732,https://youtu.be/_f4LDCvtXKQ&t=3732,村上謙,堀内,鈴木,生山,村山,英,小針,篠原,"成瀬,小村,佐渡島,横井,矢田貝,岡林,黒武者,深見,小田","櫻井,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","永島,深見,横井,小田,佐渡島,小村,黒武者,岡林,成瀬","山本,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","R,L,L,L,R,R,L,L,L,R","R,R,R,L,R,L,R,R,R,R",,,,,,,,,,,"Osuke, Komura",,,,,,,105.0,972881.0,TokyoBBC Right,,1745616798.0,1745649198.0,ChangeUp,N,0.3168,0.8658,124.26,2094.27,261.8,91.77,1:44,1.0,2.410633,37.9,11.6,5.3,-12.4,-0.32,-0.42,1.69,0.29,65.56,972881@1745649198,V3P4DLKO0850A,0.5753289,-5.858619,untitled,,1745649195.0,411.0,1410162.0,tokyobbc_rapsodo Player_016,,1745616797.0,1745649197.0,140.8,124.3,-13.5,10.0,4175.2563,3.8,11:10,1.0,-33.4,98.2,-24.1,,V3P4DLKO0850A,1410162@1745649197,untitled,1745649195.0,124.0
157,22.0,153.0,2025/4/26,5655.002919,4440.002923,1745649217,2.0,1.0,山本,Right,学習院大,3,佐渡島,Left,TOK,5,Bottom,1,0,0,Fastball,InPlay,Undefined,GroundBall,Single,0,0,,124.99,0.574,-0.012,87.32809048,0.967742077,TOK,#217fc4,東大,学習院大,#000000,学習院大,TodaiStadium,B,春季オープン戦,Normal,,,,,Undefined,,,,8,8,2511530157,中安,,5653,https://youtu.be/Q8Pg7rIyU2c&t=5653,3750,https://youtu.be/_f4LDCvtXKQ&t=3750,村上謙,堀内,鈴木,生山,村山,英,小針,篠原,"成瀬,小村,佐渡島,横井,矢田貝,岡林,黒武者,深見,小田","櫻井,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","永島,深見,横井,小田,佐渡島,小村,黒武者,岡林,成瀬","山本,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","R,L,L,L,R,R,L,L,L,R","R,R,R,L,R,L,R,R,R,R",,,,,,,,,,,"Ryo, Sadoshima",,,,,,,104.0,972881.0,TokyoBBC Right,,1745616825.0,1745649225.0,ChangeUp,Y,0.0773,0.8604,124.99,2135.81,1445.8,67.69,0:58,1.0,1.1545277,47.6,20.4,42.6,23.8,-1.42,-0.3,1.72,0.29,47.4,972881@1745649225,V3P4DLKO0850A,0.02539476,-5.761776,untitled,,1745649222.0,410.0,1410162.0,tokyobbc_rapsodo Player_016,,1745616824.0,1745649224.0,67.5,125.0,2.3,9.1,0.0,14.3,0:00,1.0,-8.3,119.6,375.5,,V3P4DLKO0850A,1410162@1745649224,untitled,1745649222.0,124.0
158,23.0,154.0,2025/4/26,5690.252704,4475.252708,1745649252,3.0,1.0,山本,Right,学習院大,4,横井,Right,TOK,5,Bottom,1,0,0,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,125.31,0.57,0.068,38.80597964,18.15949047,TOK,#217fc4,東大,学習院大,#000000,学習院大,TodaiStadium,B,春季オープン戦,Normal,1,佐渡島,,,Undefined,,,,"4,6","4,6B",2511530158,二ゴ,,5688,https://youtu.be/Q8Pg7rIyU2c&t=5688,3773,https://youtu.be/_f4LDCvtXKQ&t=3773,村上謙,堀内,鈴木,生山,村山,英,小針,篠原,"成瀬,小村,佐渡島,横井,矢田貝,岡林,黒武者,深見,小田","櫻井,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","永島,深見,横井,小田,佐渡島,小村,黒武者,岡林,成瀬","山本,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","R,L,L,L,R,R,L,L,L,R","R,R,R,L,R,L,R,R,R,R",,,,,,,,,,,"Shuntaro, Yokoi","Ryo, Sadoshima",,,,,,103.0,972881.0,TokyoBBC Right,,1745616860.0,1745649260.0,ChangeUp,N,-0.2893,0.4198,125.31,2091.39,1506.6,72.04,1:12,1.0,1.2418633,43.0,18.4,41.0,29.9,-2.64,-1.66,1.7,0.3,43.91,972881@1745649260,V3P4DLKO0850A,-1.3383971,-7.2167206,untitled,,1745649257.0,409.0,1410162.0,tokyobbc_rapsodo Player_016,,1745616858.0,1745649258.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410162@1745649258,untitled,1745649256.0,124.0
159,24.0,155.0,2025/4/26,5736.42475,4521.424753,1745649298,4.0,1.0,山本,Right,学習院大,5,矢田貝,Right,TOK,5,Bottom,2,0,0,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,107.73,0.554,-0.553,,,TOK,#217fc4,東大,学習院大,#000000,学習院大,TodaiStadium,B,春季オープン戦,Normal,1,横井,,,Nothing,,,,,,2511530159,ボール,,5734,https://youtu.be/Q8Pg7rIyU2c&t=5734,3792,https://youtu.be/_f4LDCvtXKQ&t=3792,村上謙,堀内,鈴木,生山,村山,英,小針,篠原,"成瀬,小村,佐渡島,横井,矢田貝,岡林,黒武者,深見,小田","櫻井,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","永島,深見,横井,小田,佐渡島,小村,黒武者,岡林,成瀬","山本,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","R,L,L,L,R,R,L,L,L,R","R,R,R,L,R,L,R,R,R,R",,,,,,,,,,,"Gen, Yatagai","Shuntaro, Yokoi",,,,,,102.0,972881.0,TokyoBBC Right,,1745616906.0,1745649306.0,Curveball,N,-0.8561,0.5554,107.73,2135.26,1586.3,74.29,6:44,1.0,1.2945824,-31.4,-36.8,-56.9,-25.7,-2.64,3.03,1.66,0.28,42.02,972881@1745649306,V3P4DLKO0850A,-5.2641077,-11.055138,untitled,,1745649303.0,408.0,1410162.0,tokyobbc_rapsodo Player_016,,1745616905.0,1745649305.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410162@1745649305,untitled,1745649303.0,102.0
160,25.0,156.0,2025/4/26,5754.758033,4539.758037,1745649317,4.0,2.0,山本,Right,学習院大,5,矢田貝,Right,TOK,5,Bottom,2,1,0,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,105.42,0.758,0.232,,,TOK,#217fc4,東大,学習院大,#000000,学習院大,TodaiStadium,B,春季オープン戦,Normal,1,横井,,,Nothing,,,,,,2511530160,見逃し,,5752,https://youtu.be/Q8Pg7rIyU2c&t=5752,3810,https://youtu.be/_f4LDCvtXKQ&t=3810,村上謙,堀内,鈴木,生山,村山,英,小針,篠原,"成瀬,小村,佐渡島,横井,矢田貝,岡林,黒武者,深見,小田","櫻井,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","永島,深見,横井,小田,佐渡島,小村,黒武者,岡林,成瀬","山本,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","R,L,L,L,R,R,L,L,L,R","R,R,R,L,R,L,R,R,R,R",,,,,,,,,,,"Gen, Yatagai","Shuntaro, Yokoi",,,,,,101.0,972881.0,TokyoBBC Right,,1745616924.0,1745649324.0,ChangeUp,Y,-0.0682,0.9208,105.42,662.79,650.6,98.16,0:52,1.0,1.584795,-19.6,-39.2,31.3,16.3,0.19,4.59,1.61,0.27,-11.02,972881@1745649324,V3P4DLKO0850A,-2.787325,-10.541418,untitled,,1745649321.0,407.0,1410162.0,tokyobbc_rapsodo Player_016,,1745616923.0,1745649323.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410162@1745649323,untitled,1745649321.0,105.0
161,,,2025/4/26,5772.323456,4557.323459,1745649334,,,山本,Right,学習院大,5,矢田貝,Right,TOK,5,Bottom,2,1,1,,,,,,0,0,,,,,,,TOK,#217fc4,東大,学習院大,#000000,学習院大,TodaiStadium,B,春季オープン戦,Normal,1,横井,,,PickOff,,,,"1,3","1,3",2511530161,牽制,,5770,https://youtu.be/Q8Pg7rIyU2c&t=5770,3828,https://youtu.be/_f4LDCvtXKQ&t=3828,村上謙,堀内,鈴木,生山,村山,英,小針,篠原,"成瀬,小村,佐渡島,横井,矢田貝,岡林,黒武者,深見,小田","櫻井,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","永島,深見,横井,小田,佐渡島,小村,黒武者,岡林,成瀬","山本,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","R,L,L,L,R,R,L,L,L,R","R,R,R,L,R,L,R,R,R,R",,,,,,,,,,,"Gen, Yatagai","Shuntaro, Yokoi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,26.0,157.0,2025/4/26,5786.917745,4571.917748,1745649349,4.0,3.0,山本,Right,学習院大,5,矢田貝,Right,TOK,5,Bottom,2,1,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,124.49,1.097,-0.453,,,TOK,#217fc4,東大,学習院大,#000000,学習院大,TodaiStadium,B,春季オープン戦,Normal,1,横井,,,Nothing,,,,"2,3","2,3",2511530162,ボール,,5784,https://youtu.be/Q8Pg7rIyU2c&t=5784,3842,https://youtu.be/_f4LDCvtXKQ&t=3842,村上謙,堀内,鈴木,生山,村山,英,小針,篠原,"成瀬,小村,佐渡島,横井,矢田貝,岡林,黒武者,深見,小田","櫻井,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","永島,深見,横井,小田,佐渡島,小村,黒武者,岡林,成瀬","山本,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","R,L,L,L,R,R,L,L,L,R","R,R,R,L,R,L,R,R,R,R",,,,,,,,,,,"Gen, Yatagai","Shuntaro, Yokoi",,,,,,100.0,972881.0,TokyoBBC Right,,1745616956.0,1745649356.0,ChangeUp,N,-0.5474,1.2975,124.49,2154.73,335.1,84.33,2:02,1.0,1.2821198,49.0,8.2,18.0,-6.3,-3.01,1.19,1.69,0.25,45.32,972881@1745649356,V3P4DLKO0850A,-2.4329472,-4.051449,untitled,,1745649353.0,406.0,1410162.0,tokyobbc_rapsodo Player_016,,1745616955.0,1745649355.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410162@1745649355,untitled,1745649353.0,118.0
163,27.0,158.0,2025/4/26,5809.443987,4594.443991,1745649371,4.0,4.0,山本,Right,学習院大,5,矢田貝,Right,TOK,5,Bottom,2,2,1,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,122.81,0.574,-0.4,,,TOK,#217fc4,東大,学習院大,#000000,学習院大,TodaiStadium,B,春季オープン戦,Normal,1,横井,,,Nothing,,,,,,2511530163,空振り,,5807,https://youtu.be/Q8Pg7rIyU2c&t=5807,3865,https://youtu.be/_f4LDCvtXKQ&t=3865,村上謙,堀内,鈴木,生山,村山,英,小針,篠原,"成瀬,小村,佐渡島,横井,矢田貝,岡林,黒武者,深見,小田","櫻井,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","永島,深見,横井,小田,佐渡島,小村,黒武者,岡林,成瀬","山本,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","R,L,L,L,R,R,L,L,L,R","R,R,R,L,R,L,R,R,R,R",,,,,,,,,,,"Gen, Yatagai","Shuntaro, Yokoi",,,,,,99.0,972881.0,TokyoBBC Right,,1745616979.0,1745649379.0,Slider,N,-0.6651,0.5536,122.81,2223.11,2141.9,96.34,10:54,1.0,2.3968563,24.8,13.0,51.8,-33.7,-3.57,-0.96,1.67,0.18,15.54,972881@1745649379,V3P4DLKO0850A,-2.5847754,-7.4400806,untitled,,1745649376.0,405.0,1410162.0,tokyobbc_rapsodo Player_016,,1745616978.0,1745649378.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410162@1745649378,untitled,1745649376.0,121.0
164,28.0,159.0,2025/4/26,5830.589432,4615.589436,1745649393,4.0,5.0,山本,Right,学習院大,5,矢田貝,Right,TOK,5,Bottom,2,2,2,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,125.14,0.634,0.156,27.89911803,-70.2239234,TOK,#217fc4,東大,学習院大,#000000,学習院大,TodaiStadium,B,春季オープン戦,Normal,1,横井,,,Undefined,,,,,,2511530164,ファール,,5828,https://youtu.be/Q8Pg7rIyU2c&t=5828,3886,https://youtu.be/_f4LDCvtXKQ&t=3886,村上謙,堀内,鈴木,生山,村山,英,小針,篠原,"成瀬,小村,佐渡島,横井,矢田貝,岡林,黒武者,深見,小田","櫻井,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","永島,深見,横井,小田,佐渡島,小村,黒武者,岡林,成瀬","山本,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","R,L,L,L,R,R,L,L,L,R","R,R,R,L,R,L,R,R,R,R",,,,,,,,,,,"Gen, Yatagai","Shuntaro, Yokoi",,,,,,98.0,972881.0,TokyoBBC Right,,1745617000.0,1745649400.0,ChangeUp,Y,-0.1186,0.7544,125.14,1714.48,1709.1,99.68,1:40,1.0,2.1183605,26.5,23.0,35.8,44.4,-1.98,-0.39,1.7,0.2,4.56,972881@1745649400,V3P4DLKO0850A,-0.2578252,-6.680042,untitled,,1745649397.0,404.0,1410162.0,tokyobbc_rapsodo Player_016,,1745616999.0,1745649399.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410162@1745649399,untitled,1745649397.0,117.0
165,29.0,160.0,2025/4/26,5873.820848,4658.820851,1745649436,4.0,6.0,山本,Right,学習院大,5,矢田貝,Right,TOK,5,Bottom,2,2,2,Curveball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,109.95,0.554,-0.413,,,TOK,#217fc4,東大,学習院大,#000000,学習院大,TodaiStadium,B,春季オープン戦,Normal,1,横井,,,Nothing,,,,,,2511530165,空三振,,5871,https://youtu.be/Q8Pg7rIyU2c&t=5871,3929,https://youtu.be/_f4LDCvtXKQ&t=3929,村上謙,堀内,鈴木,生山,村山,英,小針,篠原,"成瀬,小村,佐渡島,横井,矢田貝,岡林,黒武者,深見,小田","櫻井,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","永島,深見,横井,小田,佐渡島,小村,黒武者,岡林,成瀬","山本,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","R,L,L,L,R,R,L,L,L,R","R,R,R,L,R,L,R,R,R,R",,,,,,,,,,,"Gen, Yatagai","Shuntaro, Yokoi",,,,,,97.0,972881.0,TokyoBBC Right,,1745617043.0,1745649443.0,Curveball,N,-0.6562,0.6775,109.95,682.81,681.6,99.83,11:16,1.0,1.2980042,-29.0,-29.8,35.1,-14.4,-2.02,2.89,1.68,0.23,3.36,972881@1745649443,V3P4DLKO0850A,-4.112988,-10.0346365,untitled,,1745649440.0,403.0,1410162.0,tokyobbc_rapsodo Player_016,,1745617042.0,1745649442.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410162@1745649442,untitled,1745649440.0,105.0
166,1.0,161.0,2025/4/26,6280.252719,5065.252722,1745649842,1.0,1.0,岩佐,Right,TOK,9,篠原,Right,学習院大,6,Top,0,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,125.54,0.586,-0.208,,,TOK,#217fc4,東大,学習院大,#000000,学習院大,TodaiStadium,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2511530166,見逃し,,6278,https://youtu.be/Q8Pg7rIyU2c&t=6278,4040,https://youtu.be/_f4LDCvtXKQ&t=4040,大山,春山,荒井孝,佐渡島,今泉,藤原,大坂,成瀬,"成瀬,今泉,春山,横井,矢田貝,大坂,藤原,大山,荒井孝","櫻井,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","岩佐,大山,横井,荒井孝,春山,今泉,藤原,大坂,成瀬","山本,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","R,L,L,R,R,R,L,R,R,R","R,R,R,L,R,L,R,R,R,R","Masafumi, Iwasa","Hiroto, Oyama","Yuichiro, Haruyama","Kota, Arai","Ryo, Sadoshima","Rio, Imaizumi","Kai, Fujiwara","Yuki, Osaka","Yuto, Naruse",,,,,,,,,526.0,1183720.0,Masafumi Iwasa,,1745617449.0,1745649849.0,Fastball,N,-0.3402,0.5383,125.54,1023.72,774.0,75.61,1:50,1.0,,22.9,32.8,15.8,24.4,-4.27,-0.99,1.63,0.49,-40.88,1183720@1745649849,V3P4DLKO0850A,-1.7312759,-7.3589664,untitled,,1745649846.0,393.0,1410162.0,tokyobbc_rapsodo Player_016,,1745617448.0,1745649848.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410162@1745649848,untitled,1745649846.0,124.0
167,2.0,162.0,2025/4/26,6299.861119,5084.861123,1745649862,1.0,2.0,岩佐,Right,TOK,9,篠原,Right,学習院大,6,Top,0,0,1,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,126.74,0.59,-0.28,,,TOK,#217fc4,東大,学習院大,#000000,学習院大,TodaiStadium,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2511530167,見逃し,,6297,https://youtu.be/Q8Pg7rIyU2c&t=6297,4059,https://youtu.be/_f4LDCvtXKQ&t=4059,大山,春山,荒井孝,佐渡島,今泉,藤原,大坂,山本,"山本,今泉,春山,横井,矢田貝,大坂,藤原,大山,荒井孝","櫻井,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","岩佐,大山,横井,荒井孝,春山,今泉,藤原,大坂,山本","山本,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","R,L,L,R,R,R,L,R,R,R","R,R,R,L,R,L,R,R,R,R","Masafumi, Iwasa","Hiroto, Oyama","Yuichiro, Haruyama","Kota, Arai","Ryo, Sadoshima","Rio, Imaizumi","Kai, Fujiwara","Yuki, Osaka","Akira, Yamamoto",,,,,,,,,525.0,1183720.0,Masafumi Iwasa,,1745617467.0,1745649867.0,Fastball,N,-0.3732,0.6354,126.74,710.27,575.1,80.98,1:00,1.0,,26.5,25.7,20.4,12.3,-4.22,-0.86,1.65,0.52,-35.93,1183720@1745649867,V3P4DLKO0850A,-2.248924,-6.814574,untitled,,1745649864.0,392.0,1410162.0,tokyobbc_rapsodo Player_016,,1745617465.0,1745649865.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410162@1745649865,untitled,1745649863.0,127.0
168,3.0,163.0,2025/4/26,6309.211056,5094.21106,1745649871,1.0,3.0,岩佐,Right,TOK,9,篠原,Right,学習院大,6,Top,0,0,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,126.6,1.05,0.38,,,TOK,#217fc4,東大,学習院大,#000000,学習院大,TodaiStadium,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2511530168,ボール,,6307,https://youtu.be/Q8Pg7rIyU2c&t=6307,4069,https://youtu.be/_f4LDCvtXKQ&t=4069,大山,春山,荒井孝,佐渡島,今泉,藤原,大坂,山本,"山本,今泉,春山,横井,矢田貝,大坂,藤原,大山,荒井孝","櫻井,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","岩佐,大山,横井,荒井孝,春山,今泉,藤原,大坂,山本","山本,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","R,L,L,R,R,R,L,R,R,R","R,R,R,L,R,L,R,R,R,R","Masafumi, Iwasa","Hiroto, Oyama","Yuichiro, Haruyama","Kota, Arai","Ryo, Sadoshima","Rio, Imaizumi","Kai, Fujiwara","Yuki, Osaka","Akira, Yamamoto",,,,,,,,,524.0,1183720.0,Masafumi Iwasa,,1745617478.0,1745649878.0,Slider,N,0.1954,1.3736,126.6,1463.28,1451.5,99.19,10:24,1.0,,28.1,33.6,30.2,-34.9,-2.63,1.81,1.65,0.57,-7.28,1183720@1745649878,V3P4DLKO0850A,-0.014363846,-4.186757,untitled,,1745649875.0,391.0,1410162.0,tokyobbc_rapsodo Player_016,,1745617477.0,1745649877.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410162@1745649877,untitled,1745649875.0,126.0
169,4.0,164.0,2025/4/26,6322.828746,5107.828749,1745649885,1.0,4.0,岩佐,Right,TOK,9,篠原,Right,学習院大,6,Top,0,1,2,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,110.09,0.403,-0.527,,,TOK,#217fc4,東大,学習院大,#000000,学習院大,TodaiStadium,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2511530169,ボール,,6320,https://youtu.be/Q8Pg7rIyU2c&t=6320,4082,https://youtu.be/_f4LDCvtXKQ&t=4082,大山,春山,荒井孝,佐渡島,今泉,藤原,大坂,山本,"山本,今泉,春山,横井,矢田貝,大坂,藤原,大山,荒井孝","櫻井,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","岩佐,大山,横井,荒井孝,春山,今泉,藤原,大坂,山本","山本,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","R,L,L,R,R,R,L,R,R,R","R,R,R,L,R,L,R,R,R,R","Masafumi, Iwasa","Hiroto, Oyama","Yuichiro, Haruyama","Kota, Arai","Ryo, Sadoshima","Rio, Imaizumi","Kai, Fujiwara","Yuki, Osaka","Akira, Yamamoto",,,,,,,,,523.0,1183720.0,Masafumi Iwasa,,1745617492.0,1745649892.0,ChangeUp,N,-0.2718,0.5765,110.09,385.42,385.1,99.91,1:12,1.0,1.8248577,-7.4,-35.9,17.4,12.7,-3.63,0.82,1.6,0.57,2.37,1183720@1745649892,V3P4DLKO0850A,-6.301179,-11.040865,untitled,,1745649889.0,390.0,1410162.0,tokyobbc_rapsodo Player_016,,1745617491.0,1745649891.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410162@1745649891,untitled,1745649889.0,109.0
170,5.0,165.0,2025/4/26,6337.020746,5122.02075,1745649899,1.0,5.0,岩佐,Right,TOK,9,篠原,Right,学習院大,6,Top,0,2,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,128.28,1.13,-0.367,,,TOK,#217fc4,東大,学習院大,#000000,学習院大,TodaiStadium,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2511530170,ボール,,6335,https://youtu.be/Q8Pg7rIyU2c&t=6335,4096,https://youtu.be/_f4LDCvtXKQ&t=4096,大山,春山,荒井孝,佐渡島,今泉,藤原,大坂,山本,"山本,今泉,春山,横井,矢田貝,大坂,藤原,大山,荒井孝","櫻井,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","岩佐,大山,横井,荒井孝,春山,今泉,藤原,大坂,山本","山本,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","R,L,L,R,R,R,L,R,R,R","R,R,R,L,R,L,R,R,R,R","Masafumi, Iwasa","Hiroto, Oyama","Yuichiro, Haruyama","Kota, Arai","Ryo, Sadoshima","Rio, Imaizumi","Kai, Fujiwara","Yuki, Osaka","Akira, Yamamoto",,,,,,,,,522.0,1183720.0,Masafumi Iwasa,,1745617506.0,1745649906.0,Fastball,N,-0.2954,1.2404,128.28,2085.26,1903.7,91.29,1:32,1.0,2.3454876,29.5,26.3,35.7,38.2,-3.86,1.21,1.66,0.5,24.09,1183720@1745649906,V3P4DLKO0850A,-1.8487172,-4.5111885,untitled,,1745649903.0,389.0,1410162.0,tokyobbc_rapsodo Player_016,,1745617505.0,1745649905.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410162@1745649905,untitled,1745649903.0,128.0
171,6.0,166.0,2025/4/26,6349.589562,5134.589565,1745649912,1.0,6.0,岩佐,Right,TOK,9,篠原,Right,学習院大,6,Top,0,3,2,Fastball,BallCalled,Walk,Undefined,Undefined,0,0,,127.69,0.87,0.413,,,TOK,#217fc4,東大,学習院大,#000000,学習院大,TodaiStadium,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2511530171,四球,,6347,https://youtu.be/Q8Pg7rIyU2c&t=6347,4109,https://youtu.be/_f4LDCvtXKQ&t=4109,大山,春山,荒井孝,佐渡島,今泉,藤原,大坂,山本,"山本,今泉,春山,横井,矢田貝,大坂,藤原,大山,荒井孝","櫻井,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","岩佐,大山,横井,荒井孝,春山,今泉,藤原,大坂,山本","山本,村上謙,堀内,鈴木,生山,村山,英,小針,篠原","R,L,L,R,R,R,L,R,R,R","R,R,R,L,R,L,R,R,R,R","Masafumi, Iwasa","Hiroto, Oyama","Yuichiro, Haruyama","Kota, Arai","Ryo, Sadoshima","Rio, Imaizumi","Kai, Fujiwara","Yuki, Osaka","Akira, Yamamoto",,,,,,,,,521.0,1183720.0,Masafumi Iwasa,,1745617519.0,1745649919.0,Undefined,N,,,127.69,,,,,,,,,,,,,,,,1183720@1745649919,V3P4DLKO0850A,0.24479325,-4.9545856,untitled,,1745649916.0,388.0,1410162.0,tokyobbc_rapsodo Player_016,,1745617517.0,1745649917.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410162@1745649917,untitled,1745649915.0,128.0
