count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,runevent_romaji,scored_person_romaji,run_person_romaji,No,Player ID,Pitcher_rapsodo_pitch,MLB ID,Date_rapsodo_pitch,Pitch ID,TaggedPitchType_rapsodo_pitch,IsStrike,PlateLocSide_rapsodo_pitch,PlateLocHeight_rapsodo_pitch,RelSpeed_rapsodo_pitch,SpinRate,TrueSpin,SpinEfficiency,Tilt,Spin Confidence,Extension,InducedVertBreak,HorzBreak,VB (spin),HB (spin),HorizontalRelAngle,RelAngle,RelHeight,RelSide,GyroDegree,Unique ID,Device Serial Number,HorzApprAngle,VertApprAngle,Session Name,Intent Type,unixtime,No_rapsodo_hit,Player ID_rapsodo_hit,Batter_rapsodo_hit,MLB ID_rapsodo_hit,Date_rapsodo_hit,HitID,ExitSpeed,RelSpeed_rapsodo_hit,Angle,Direction,HitSpinRate,Distance,HitSpinTilt,SpinConfidence,PlateLocSide_rapsodo_hit,PlateLocHeight_rapsodo_hit,ContactDepth,Batname,SerialNumber,Unique ID_rapsodo_hit,Session Name_rapsodo_hit,unixtime_rapsodo_hit,csv_path,RelSpeed_opensen
156,5.0,148.0,2025/3/25,6132.535299062729,5542.535300016403,1742882917,2.0,1.0,西浦,Right,富山中部高,4,藤尾,Right,TOK,4,Bottom,1,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,117.26,0.7340000000000001,0.52,,,TOK,#217fc4,東大,富山中部高,#feffff,神,TodaiStadium,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2508330156,ボール,,6130.0,https://youtu.be/pxrwmdfRYWI&t=6130,3928.0,https://youtu.be/7j3dqiOXbr4&t=3928,多比木,草切,石吾,石川,山田,堀田,斎藤,窪田,"今泉,山本,矢田貝,藤尾,黒武者,春山,片桐,土ヶ端,塗師","西浦,多比木,草切,山田,石川,堀田,石吾,斎藤,窪田","大森,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者","西浦,多比木,草切,石吾,石川,山田,堀田,斎藤,窪田","R,L,R,R,R,L,R,L,R,R","L,R,R,R,R,R,R,R,R,L",,,,,,,,,,,"Shunsuke, Fujio",,,,,,,113.0,972881.0,TokyoBBC Right,,1742850522.0,1742882922.0,ChangeUp,N,0.0369,1.1146,117.26,1817.18,1630.2,89.71,00:56,1.0,2.0451984,27.0,32.2,45.0,24.7,-3.53,2.77,1.34,0.7,26.22,972881@1742882922,V3P4DLKO0850A,-1.1485006,-4.605837,untitled,,1742882917.0,,,,,,,,,,,,,,,,,,,,,,,/Users/hiramatsushiho/Desktop/野球部/Analyst-GitHub/オープン戦データ/25-1春/20250325春季オープン戦vs富山中部高B.csv,117.0
157,6.0,149.0,2025/3/25,6144.050237894058,5554.0502388477325,1742882929,2.0,2.0,西浦,Right,富山中部高,4,藤尾,Right,TOK,4,Bottom,1,1,0,Slider,InPlay,Undefined,FlyBall,Single,1,0,,98.97,,,73.71208645,4.820766078092656,TOK,#217fc4,東大,富山中部高,#feffff,神,TodaiStadium,B,春季オープン戦,Normal,,,,,Undefined,,,,"8,6","8,6T",2508330157,中安,,6142.0,https://youtu.be/pxrwmdfRYWI&t=6142,3939.0,https://youtu.be/7j3dqiOXbr4&t=3939,多比木,草切,石吾,石川,山田,堀田,斎藤,窪田,"今泉,山本,矢田貝,藤尾,黒武者,春山,片桐,土ヶ端,塗師","西浦,多比木,草切,山田,石川,堀田,石吾,斎藤,窪田","大森,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者","西浦,多比木,草切,石吾,石川,山田,堀田,斎藤,窪田","R,L,R,R,R,L,R,L,R,R","L,R,R,R,R,R,R,R,R,L",,,,,,,,,,,"Shunsuke, Fujio",,,,,,,112.0,972881.0,TokyoBBC Right,,1742850534.0,1742882934.0,Slider,Y,-0.0559999999999999,0.8101,98.97,1870.59,280.9,15.02,08:34,1.0,2.1937618,-2.5,-17.2,-3.8,-12.9,-2.38,4.5,1.33,0.77,81.36,972881@1742882934,V3P4DLKO0850A,-3.657903,-8.582767,untitled,,1742882929.0,,,,,,,,,,,,,,,,,,,,,,,/Users/hiramatsushiho/Desktop/野球部/Analyst-GitHub/オープン戦データ/25-1春/20250325春季オープン戦vs富山中部高B.csv,100.0
158,7.0,150.0,2025/3/25,6193.908293962479,5603.908293962479,1742882979,3.0,1.0,西浦,Right,富山中部高,5,黒武者,Left,TOK,4,Bottom,2,0,0,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,,0.882,0.008,39.84048562207016,-17.22748823,TOK,#217fc4,東大,富山中部高,#feffff,神,TodaiStadium,B,春季オープン戦,Normal,,,,,Undefined,,,,"6,3","6,3A",2508330158,遊ゴ,,6191.0,https://youtu.be/pxrwmdfRYWI&t=6191,3987.0,https://youtu.be/7j3dqiOXbr4&t=3987,多比木,草切,石吾,石川,山田,堀田,斎藤,窪田,"今泉,山本,矢田貝,藤尾,黒武者,春山,片桐,土ヶ端,塗師","西浦,多比木,草切,山田,石川,堀田,石吾,斎藤,窪田","大森,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者","西浦,多比木,草切,石吾,石川,山田,堀田,斎藤,窪田","R,L,R,R,R,L,R,L,R,R","L,R,R,R,R,R,R,R,R,L",,,,,,,,,,,"Tetsuta, Kuromusha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/hiramatsushiho/Desktop/野球部/Analyst-GitHub/オープン戦データ/25-1春/20250325春季オープン戦vs富山中部高B.csv,117.0
159,1.0,151.0,2025/3/25,6361.1513340473175,5771.1513340473175,1742883146,1.0,1.0,吉田,Right,TOK,4,山田,Left,富山中部高,5,Top,0,0,0,Fastball,HitByPitch,Undefined,Undefined,Undefined,0,0,,118.07,0.7659999999999999,-0.44,,,TOK,#217fc4,東大,富山中部高,#feffff,神,TodaiStadium,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2508330159,死球,,6359.0,https://youtu.be/pxrwmdfRYWI&t=6359,4133.0,https://youtu.be/7j3dqiOXbr4&t=4133,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者,"今泉,山本,矢田貝,藤尾,黒武者,春山,片桐,土ヶ端,塗師","西浦,多比木,草切,山田,石川,堀田,石吾,斎藤,窪田","吉田,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者","西浦,多比木,草切,石吾,石川,山田,堀田,斎藤,窪田","R,L,R,R,R,L,R,L,R,R","R,R,R,R,R,R,R,R,R,L","Koki, Yoshida","Yuto, Tsuchigahata","Yuichiro, Haruyama","Takuma, Nushi","Shunsuke, Fujio","Rio, Imaizumi","Akira, Yamamoto","Jota, Katagiri","Tetsuta, Kuromusha",,,,,,,,,206.0,995236.0,Koki Yoshida,,1742850751.0,1742883151.0,ChangeUp,N,-1.0199,0.723,118.07,2144.61,1487.2,69.34,02:14,1.0,1.6087341,15.5,41.6,15.9,41.2,-6.2,2.77,1.1,0.41,46.1,995236@1742883151,V3P4DLKO0850A,-3.235379,-5.558818,untitled,,1742883146.0,,,,,,,,,,,,,,,,,,,,,,,/Users/hiramatsushiho/Desktop/野球部/Analyst-GitHub/オープン戦データ/25-1春/20250325春季オープン戦vs富山中部高B.csv,118.0
160,2.0,152.0,2025/3/25,6396.164594888687,5806.164595842361,1742883181,2.0,1.0,吉田,Right,TOK,5,石川,Right,富山中部高,5,Top,0,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,116.03,0.718,-0.224,,,TOK,#217fc4,東大,富山中部高,#feffff,神,TodaiStadium,B,春季オープン戦,Normal,1,山田,,,Nothing,,,,,,2508330160,見逃し,,6394.0,https://youtu.be/pxrwmdfRYWI&t=6394,4164.0,https://youtu.be/7j3dqiOXbr4&t=4164,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者,"今泉,山本,矢田貝,藤尾,黒武者,春山,片桐,土ヶ端,塗師","西浦,多比木,草切,山田,石川,堀田,石吾,斎藤,窪田","吉田,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者","西浦,多比木,草切,石吾,石川,山田,堀田,斎藤,窪田","R,L,R,R,R,L,R,L,R,R","R,R,R,R,R,R,R,R,R,L","Koki, Yoshida","Yuto, Tsuchigahata","Yuichiro, Haruyama","Takuma, Nushi","Shunsuke, Fujio","Rio, Imaizumi","Akira, Yamamoto","Jota, Katagiri","Tetsuta, Kuromusha",,,,,,,,,205.0,995236.0,Koki Yoshida,,1742850786.0,1742883186.0,ChangeUp,N,-0.3824,0.7261,116.03,2000.26,1630.6,81.52,02:12,1.0,,28.4,18.5,16.3,39.4,-3.31,1.62,1.19,0.3,35.4,995236@1742883186,V3P4DLKO0850A,-1.8272965,-5.4493356,untitled,,1742883181.0,,,,,,,,,,,,,,,,,,,,,,,/Users/hiramatsushiho/Desktop/野球部/Analyst-GitHub/オープン戦データ/25-1春/20250325春季オープン戦vs富山中部高B.csv,116.0
161,3.0,153.0,2025/3/25,6413.6177389621735,5823.617739915848,1742883198,2.0,2.0,吉田,Right,TOK,5,石川,Right,富山中部高,5,Top,0,0,1,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,118.49,0.75,-0.34,14.162364465082954,-1.193489424,TOK,#217fc4,東大,富山中部高,#feffff,神,TodaiStadium,B,春季オープン戦,Normal,1,山田,,,Undefined,,,,"1,3","1,3A",2508330161,投ゴ,,6411.0,https://youtu.be/pxrwmdfRYWI&t=6411,4181.0,https://youtu.be/7j3dqiOXbr4&t=4181,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者,"今泉,山本,矢田貝,藤尾,黒武者,春山,片桐,土ヶ端,塗師","西浦,多比木,草切,山田,石川,堀田,石吾,斎藤,窪田","吉田,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者","西浦,多比木,草切,石吾,石川,山田,堀田,斎藤,窪田","R,L,R,R,R,L,R,L,R,R","R,R,R,R,R,R,R,R,R,L","Koki, Yoshida","Yuto, Tsuchigahata","Yuichiro, Haruyama","Takuma, Nushi","Shunsuke, Fujio","Rio, Imaizumi","Akira, Yamamoto","Jota, Katagiri","Tetsuta, Kuromusha",,,,,,,,,204.0,995236.0,Koki Yoshida,,1742850803.0,1742883203.0,ChangeUp,N,-0.3497999999999999,0.5431,118.49,2070.61,1807.4,87.29,02:20,1.0,,20.1,34.7,15.1,45.1,-3.9,1.28,1.17,0.34,29.2,995236@1742883203,V3P4DLKO0850A,-1.1499941,-6.371059,untitled,,1742883198.0,,,,,,,,,,,,,,,,,,,,,,,/Users/hiramatsushiho/Desktop/野球部/Analyst-GitHub/オープン戦データ/25-1春/20250325春季オープン戦vs富山中部高B.csv,119.0
162,4.0,154.0,2025/3/25,6449.246690034866,5859.246690988541,1742883234,3.0,1.0,吉田,Right,TOK,6,堀田,Right,富山中部高,5,Top,1,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,117.33,0.486,0.54,,,TOK,#217fc4,東大,富山中部高,#feffff,神,TodaiStadium,B,春季オープン戦,Normal,2,,山田,,PassBall,山田,,,,,2508330162,ボール[PB],,6447.0,https://youtu.be/pxrwmdfRYWI&t=6447,4201.0,https://youtu.be/7j3dqiOXbr4&t=4201,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者,"今泉,山本,矢田貝,藤尾,黒武者,春山,片桐,土ヶ端,塗師","西浦,多比木,草切,山田,石川,堀田,石吾,斎藤,窪田","吉田,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者","西浦,多比木,草切,石吾,石川,山田,堀田,斎藤,窪田","R,L,R,R,R,L,R,L,R,R","R,R,R,R,R,R,R,R,R,L","Koki, Yoshida","Yuto, Tsuchigahata","Yuichiro, Haruyama","Takuma, Nushi","Shunsuke, Fujio","Rio, Imaizumi","Akira, Yamamoto","Jota, Katagiri","Tetsuta, Kuromusha",,,,,,,,,203.0,995236.0,Koki Yoshida,,1742850838.0,1742883238.0,ChangeUp,Y,0.2527,0.5007,117.33,2019.06,1625.1,80.49,02:14,1.0,2.1815338,14.6,23.4,16.5,43.2,-1.82,1.85,1.12,0.52,36.4,995236@1742883238,V3P4DLKO0850A,-0.037946794,-6.7361803,untitled,,1742883233.0,,,,,,,,,,,,,,,,,,,,,,,/Users/hiramatsushiho/Desktop/野球部/Analyst-GitHub/オープン戦データ/25-1春/20250325春季オープン戦vs富山中部高B.csv,117.0
163,5.0,155.0,2025/3/25,6484.7288501262665,5894.728851079941,1742883269,3.0,2.0,吉田,Right,TOK,6,堀田,Right,富山中部高,5,Top,1,1,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.594,0.236,,,TOK,#217fc4,東大,富山中部高,#feffff,神,TodaiStadium,B,春季オープン戦,Normal,3,,,山田,Nothing,,,,,,2508330163,見逃し,,6482.0,https://youtu.be/pxrwmdfRYWI&t=6482,4236.0,https://youtu.be/7j3dqiOXbr4&t=4236,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者,"今泉,山本,矢田貝,藤尾,黒武者,春山,片桐,土ヶ端,塗師","西浦,多比木,草切,山田,石川,堀田,石吾,斎藤,窪田","吉田,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者","西浦,多比木,草切,石吾,石川,山田,堀田,斎藤,窪田","R,L,R,R,R,L,R,L,R,R","R,R,R,R,R,R,R,R,R,L","Koki, Yoshida","Yuto, Tsuchigahata","Yuichiro, Haruyama","Takuma, Nushi","Shunsuke, Fujio","Rio, Imaizumi","Akira, Yamamoto","Jota, Katagiri","Tetsuta, Kuromusha",,,,,,,,,202.0,995236.0,Koki Yoshida,,1742850874.0,1742883274.0,Undefined,,,,,,,,,,,,,,,,,,,,995236@1742883274,V3P4DLKO0850A,,,untitled,,1742883269.0,,,,,,,,,,,,,,,,,,,,,,,/Users/hiramatsushiho/Desktop/野球部/Analyst-GitHub/オープン戦データ/25-1春/20250325春季オープン戦vs富山中部高B.csv,
164,6.0,156.0,2025/3/25,6500.899197816849,5910.899198770523,1742883286,3.0,3.0,吉田,Right,TOK,6,堀田,Right,富山中部高,5,Top,1,1,1,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,117.58,0.818,-0.216,,,TOK,#217fc4,東大,富山中部高,#feffff,神,TodaiStadium,B,春季オープン戦,Normal,3,,,山田,Nothing,,,,,,2508330164,空振り,,6498.0,https://youtu.be/pxrwmdfRYWI&t=6498,4253.0,https://youtu.be/7j3dqiOXbr4&t=4253,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者,"今泉,山本,矢田貝,藤尾,黒武者,春山,片桐,土ヶ端,塗師","西浦,多比木,草切,山田,石川,堀田,石吾,斎藤,窪田","吉田,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者","西浦,多比木,草切,石吾,石川,山田,堀田,斎藤,窪田","R,L,R,R,R,L,R,L,R,R","R,R,R,R,R,R,R,R,R,L","Koki, Yoshida","Yuto, Tsuchigahata","Yuichiro, Haruyama","Takuma, Nushi","Shunsuke, Fujio","Rio, Imaizumi","Akira, Yamamoto","Jota, Katagiri","Tetsuta, Kuromusha",,,,,,,,,201.0,995236.0,Koki Yoshida,,1742850890.0,1742883290.0,ChangeUp,N,-0.3336,0.7737,117.58,2090.94,1614.9,77.23,02:12,1.0,2.1495686,2.7,28.1,17.0,42.4,-3.52,3.34,1.11,0.36,39.44,995236@1742883290,V3P4DLKO0850A,-1.3896632,-6.216434,untitled,,1742883285.0,63.0,972881.0,TokyoBBC Right,,1742836193.0,1742868593.0,0.0,116.1,0.0,0.0,,0.0,NaN:00,0.0,0.0,0.0,,,RCE20ZCGP53R,972881@1742868593,untitled,1742883286.0,/Users/hiramatsushiho/Desktop/野球部/Analyst-GitHub/オープン戦データ/25-1春/20250325春季オープン戦vs富山中部高B.csv,118.0
165,7.0,157.0,2025/3/25,6518.832001924515,5928.832002878189,1742883304,3.0,4.0,吉田,Right,TOK,6,堀田,Right,富山中部高,5,Top,1,1,2,Fastball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,116.51,0.626,0.264,,,TOK,#217fc4,東大,富山中部高,#feffff,神,TodaiStadium,B,春季オープン戦,Normal,3,,,山田,Nothing,,,,,,2508330165,空三振,,6516.0,https://youtu.be/pxrwmdfRYWI&t=6516,4270.0,https://youtu.be/7j3dqiOXbr4&t=4270,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者,"今泉,山本,矢田貝,藤尾,黒武者,春山,片桐,土ヶ端,塗師","西浦,多比木,草切,山田,石川,堀田,石吾,斎藤,窪田","吉田,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者","西浦,多比木,草切,石吾,石川,山田,堀田,斎藤,窪田","R,L,R,R,R,L,R,L,R,R","R,R,R,R,R,R,R,R,R,L","Koki, Yoshida","Yuto, Tsuchigahata","Yuichiro, Haruyama","Takuma, Nushi","Shunsuke, Fujio","Rio, Imaizumi","Akira, Yamamoto","Jota, Katagiri","Tetsuta, Kuromusha",,,,,,,,,200.0,995236.0,Koki Yoshida,,1742850908.0,1742883308.0,ChangeUp,Y,0.1144,0.6476000000000001,116.51,2144.35,1621.9,75.64,02:16,1.0,,24.3,19.3,14.4,38.9,-1.51,1.51,1.17,0.32,40.86,995236@1742883308,V3P4DLKO0850A,0.026210332,-5.7799354,untitled,,1742883303.0,61.0,972881.0,TokyoBBC Right,,1742836208.0,1742868608.0,130.4,115.5,22.6,-16.1,2784.3694,72.0,00:56,1.0,-21.2,93.8,,,RCE20ZCGP53R,972881@1742868608,untitled,1742883301.0,/Users/hiramatsushiho/Desktop/野球部/Analyst-GitHub/オープン戦データ/25-1春/20250325春季オープン戦vs富山中部高B.csv,117.0
166,8.0,158.0,2025/3/25,6549.401852,5959.401853084564,1742883334,4.0,1.0,吉田,Right,TOK,7,石吾,Right,富山中部高,5,Top,2,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,118.31,1.263,-0.593,,,TOK,#217fc4,東大,富山中部高,#feffff,神,TodaiStadium,B,春季オープン戦,Normal,3,,,山田,Nothing,,,,,,2508330166,ボール,,6547.0,https://youtu.be/pxrwmdfRYWI&t=6547,4294.0,https://youtu.be/7j3dqiOXbr4&t=4294,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者,"今泉,山本,矢田貝,藤尾,黒武者,春山,片桐,土ヶ端,塗師","西浦,多比木,草切,山田,石川,堀田,石吾,斎藤,窪田","吉田,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者","西浦,多比木,草切,石吾,石川,山田,堀田,斎藤,窪田","R,L,R,R,R,L,R,L,R,R","R,R,R,R,R,R,R,R,R,L","Koki, Yoshida","Yuto, Tsuchigahata","Yuichiro, Haruyama","Takuma, Nushi","Shunsuke, Fujio","Rio, Imaizumi","Akira, Yamamoto","Jota, Katagiri","Tetsuta, Kuromusha",,,,,,,,,199.0,995236.0,Koki Yoshida,,1742850939.0,1742883339.0,ChangeUp,N,-0.6347,1.1471,118.31,2092.67,1631.1,77.95,02:08,1.0,,24.2,8.2,17.3,38.0,-3.92,3.35,1.16,0.33,38.79,995236@1742883339,V3P4DLKO0850A,-3.2803857,-3.7645957,untitled,,1742883334.0,58.0,972881.0,TokyoBBC Right,,1742836240.0,1742868640.0,132.6,116.1,24.6,-28.1,2618.8823,86.8,00:08,1.0,-30.2,85.0,,,RCE20ZCGP53R,972881@1742868640,untitled,1742883333.0,/Users/hiramatsushiho/Desktop/野球部/Analyst-GitHub/オープン戦データ/25-1春/20250325春季オープン戦vs富山中部高B.csv,118.0
167,9.0,159.0,2025/3/25,6565.713864803314,5975.7138657569885,1742883350,4.0,2.0,吉田,Right,TOK,7,石吾,Right,富山中部高,5,Top,2,1,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,117.61,0.674,0.244,,,TOK,#217fc4,東大,富山中部高,#feffff,神,TodaiStadium,B,春季オープン戦,Normal,3,,,山田,Nothing,,,,,,2508330167,見逃し,,6563.0,https://youtu.be/pxrwmdfRYWI&t=6563,4310.0,https://youtu.be/7j3dqiOXbr4&t=4310,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者,"今泉,山本,矢田貝,藤尾,黒武者,春山,片桐,土ヶ端,塗師","西浦,多比木,草切,山田,石川,堀田,石吾,斎藤,窪田","吉田,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者","西浦,多比木,草切,石吾,石川,山田,堀田,斎藤,窪田","R,L,R,R,R,L,R,L,R,R","R,R,R,R,R,R,R,R,R,L","Koki, Yoshida","Yuto, Tsuchigahata","Yuichiro, Haruyama","Takuma, Nushi","Shunsuke, Fujio","Rio, Imaizumi","Akira, Yamamoto","Jota, Katagiri","Tetsuta, Kuromusha",,,,,,,,,198.0,995236.0,Koki Yoshida,,1742850955.0,1742883355.0,ChangeUp,N,0.3754,0.821,117.61,2147.5,1645.9,76.64,02:06,1.0,2.3105354,3.6,22.4,18.2,40.2,-1.53,2.53,1.14,0.42,39.97,995236@1742883355,V3P4DLKO0850A,0.19915663,-6.919737,untitled,,1742883350.0,56.0,972881.0,TokyoBBC Right,,1742836254.0,1742868654.0,131.5,117.2,-8.6,-57.4,3318.4133,4.9,06:34,1.0,-19.7,89.8,,,RCE20ZCGP53R,972881@1742868654,untitled,1742883347.0,/Users/hiramatsushiho/Desktop/野球部/Analyst-GitHub/オープン戦データ/25-1春/20250325春季オープン戦vs富山中部高B.csv,118.0
168,10.0,160.0,2025/3/25,6581.446664094925,5991.446664094925,1742883366,4.0,3.0,吉田,Right,TOK,7,石吾,Right,富山中部高,5,Top,2,1,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,114.09,0.7020000000000001,-0.66,,,TOK,#217fc4,東大,富山中部高,#feffff,神,TodaiStadium,B,春季オープン戦,Normal,3,,,山田,Nothing,,,,,,2508330168,ボール,,6579.0,https://youtu.be/pxrwmdfRYWI&t=6579,4326.0,https://youtu.be/7j3dqiOXbr4&t=4326,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者,"今泉,山本,矢田貝,藤尾,黒武者,春山,片桐,土ヶ端,塗師","西浦,多比木,草切,山田,石川,堀田,石吾,斎藤,窪田","吉田,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者","西浦,多比木,草切,石吾,石川,山田,堀田,斎藤,窪田","R,L,R,R,R,L,R,L,R,R","R,R,R,R,R,R,R,R,R,L","Koki, Yoshida","Yuto, Tsuchigahata","Yuichiro, Haruyama","Takuma, Nushi","Shunsuke, Fujio","Rio, Imaizumi","Akira, Yamamoto","Jota, Katagiri","Tetsuta, Kuromusha",,,,,,,,,197.0,995236.0,Koki Yoshida,,1742850971.0,1742883371.0,ChangeUp,N,-1.0617,0.6539,114.09,2132.45,1467.7,68.83,02:12,1.0,2.2429066,-2.2,37.1,15.3,37.7,-6.39,2.37,1.14,0.38,46.51,995236@1742883371,V3P4DLKO0850A,-3.6257963,-7.5874243,untitled,,1742883366.0,54.0,972881.0,TokyoBBC Right,,1742836272.0,1742868672.0,147.2,115.5,22.1,24.4,1256.7953,92.5,02:16,1.0,2.2,102.2,,,RCE20ZCGP53R,972881@1742868672,untitled,1742883365.0,/Users/hiramatsushiho/Desktop/野球部/Analyst-GitHub/オープン戦データ/25-1春/20250325春季オープン戦vs富山中部高B.csv,114.0
169,11.0,161.0,2025/3/25,6601.907347202301,6011.907347917557,1742883387,4.0,4.0,吉田,Right,TOK,7,石吾,Right,富山中部高,5,Top,2,2,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,116.4,0.063,-0.248,,,TOK,#217fc4,東大,富山中部高,#feffff,神,TodaiStadium,B,春季オープン戦,Normal,3,,,山田,Nothing,,,,,,2508330169,ボール,,6599.0,https://youtu.be/pxrwmdfRYWI&t=6599,4346.0,https://youtu.be/7j3dqiOXbr4&t=4346,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者,"今泉,山本,矢田貝,藤尾,黒武者,春山,片桐,土ヶ端,塗師","西浦,多比木,草切,山田,石川,堀田,石吾,斎藤,窪田","吉田,土ヶ端,春山,塗師,藤尾,今泉,山本,片桐,黒武者","西浦,多比木,草切,石吾,石川,山田,堀田,斎藤,窪田","R,L,R,R,R,L,R,L,R,R","R,R,R,R,R,R,R,R,R,L","Koki, Yoshida","Yuto, Tsuchigahata","Yuichiro, Haruyama","Takuma, Nushi","Shunsuke, Fujio","Rio, Imaizumi","Akira, Yamamoto","Jota, Katagiri","Tetsuta, Kuromusha",,,,,,,,,196.0,995236.0,Koki Yoshida,,1742850992.0,1742883392.0,ChangeUp,N,-0.8064,0.406,116.4,2118.45,1566.2,73.93,02:08,1.0,2.2257233,16.3,20.3,18.1,39.7,-5.11,1.27,1.14,0.4,42.33,995236@1742883392,V3P4DLKO0850A,-3.5948772,-6.800468,untitled,,1742883387.0,51.0,972881.0,TokyoBBC Right,,1742836294.0,1742868694.0,144.3,116.1,37.6,10.5,821.67896,104.6,00:34,1.0,5.1,121.0,,,RCE20ZCGP53R,972881@1742868694,untitled,1742883387.0,/Users/hiramatsushiho/Desktop/野球部/Analyst-GitHub/オープン戦データ/25-1春/20250325春季オープン戦vs富山中部高B.csv,116.0
