count,pitchcount,PitchNo,Date,time,time1,time0,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,scored_person_romaji,run_person_romaji
170,21.0,164.0,2025/8/30,25.011152,6634.564528,4029.306757,4029.306762,1756522187,3.0,1.0,前田,Right,TOK,6,吉澤,Left,平成国際大,6,Top,1,0,0,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.678,0.116,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,1,渡邊,,,Nothing,,,,,,2524100170,見逃し,,6632.0,https://youtu.be/_Ddb7UXiTJk&t=6632,,,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,小村,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","前田,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原","野本,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","R,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L","Riku, Maeda","Kaito, Sugiura","Ryo, Akimoto","Osuke, Komura","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
171,,,2025/8/30,13.387568,6659.57568,4054.317909,4054.317914,1756522212,,,前田,Right,TOK,6,吉澤,Left,平成国際大,6,Top,1,0,1,,,,,,0,0,,,,,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,1,渡邊,,,PickOff,,,,"1,3","1,3",2524100171,牽制,,6657.0,https://youtu.be/_Ddb7UXiTJk&t=6657,,,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,小村,秋元","小長谷,岸,平田,佐々木,渡邊,吉澤,坂本,浜野,石川","前田,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原","野本,渡邊,浜野,岸,石川,小長谷,吉澤,平田,佐々木","R,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,L,R,R,L","Riku, Maeda","Kaito, Sugiura","Ryo, Akimoto","Osuke, Komura","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
172,22.0,165.0,2025/8/30,41.314818,6672.963248,4067.705477,4067.705482,1756522225,3.0,2.0,前田,Right,TOK,6,吉澤,Left,平成国際大,6,Top,1,0,1,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.23,-0.224,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,1,渡邊,,,StolenBase,渡邊,,,,,2524100172,ボール[盗塁],,6670.0,https://youtu.be/_Ddb7UXiTJk&t=6670,,,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,小村,秋元","小長谷,岸,平田,佐々木,渡邊,吉澤,坂本,浜野,石川","前田,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原","野本,渡邊,浜野,岸,石川,小長谷,吉澤,平田,佐々木","R,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,L,R,R,L","Riku, Maeda","Kaito, Sugiura","Ryo, Akimoto","Osuke, Komura","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
173,23.0,166.0,2025/8/30,44.67592,6714.278066,4109.020295,4109.020301,1756522266,3.0,3.0,前田,Right,TOK,6,吉澤,Left,平成国際大,6,Top,1,1,1,Fastball,FoulBall,Undefined,Bunt,Undefined,0,0,A2B,,0.966,0.212,18.89978582,55.81387751,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,2,,渡邊,,Undefined,,,,,,2524100173,ファール,,6712.0,https://youtu.be/_Ddb7UXiTJk&t=6712,,,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,小村,秋元","小長谷,岸,平田,佐々木,渡邊,吉澤,坂本,浜野,石川","前田,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原","野本,渡邊,浜野,岸,石川,小長谷,吉澤,平田,佐々木","R,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,L,R,R,L","Riku, Maeda","Kaito, Sugiura","Ryo, Akimoto","Osuke, Komura","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
174,24.0,167.0,2025/8/30,25.280902,6758.953986,4153.696215,4153.696221,1756522311,3.0,4.0,前田,Right,TOK,6,吉澤,Left,平成国際大,6,Top,1,1,2,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.27,0.46,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,2,,渡邊,,Nothing,,,,,,2524100174,ボール,,6756.0,https://youtu.be/_Ddb7UXiTJk&t=6756,,,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,小村,秋元","小長谷,岸,平田,佐々木,渡邊,吉澤,坂本,浜野,石川","前田,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原","野本,渡邊,浜野,岸,石川,小長谷,吉澤,平田,佐々木","R,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,L,R,R,L","Riku, Maeda","Kaito, Sugiura","Ryo, Akimoto","Osuke, Komura","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
175,25.0,168.0,2025/8/30,23.633167,6784.234888,4178.977117,4178.977121,1756522336,3.0,5.0,前田,Right,TOK,6,吉澤,Left,平成国際大,6,Top,1,2,2,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.197,0.264,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,2,,渡邊,,Nothing,,,,,,2524100175,ボール,,6782.0,https://youtu.be/_Ddb7UXiTJk&t=6782,,,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,小村,秋元","小長谷,岸,平田,佐々木,渡邊,吉澤,坂本,浜野,石川","前田,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原","野本,渡邊,浜野,岸,石川,小長谷,吉澤,平田,佐々木","R,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,L,R,R,L","Riku, Maeda","Kaito, Sugiura","Ryo, Akimoto","Osuke, Komura","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
176,26.0,169.0,2025/8/30,54.903735,6807.868055,4202.610284,4202.610289,1756522360,3.0,6.0,前田,Right,TOK,6,吉澤,Left,平成国際大,6,Top,1,3,2,Sinker,BallCalled,Walk,Undefined,Undefined,0,0,,,1.323,0.473,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,2,,渡邊,,Nothing,,,,,,2524100176,四球,,6805.0,https://youtu.be/_Ddb7UXiTJk&t=6805,,,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,小村,秋元","小長谷,岸,平田,佐々木,渡邊,吉澤,坂本,浜野,石川","前田,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原","野本,渡邊,浜野,岸,石川,小長谷,吉澤,平田,佐々木","R,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,L,R,R,L","Riku, Maeda","Kaito, Sugiura","Ryo, Akimoto","Osuke, Komura","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
177,27.0,170.0,2025/8/30,25.996396,6862.77179,4257.514019,4257.514024,1756522415,4.0,1.0,前田,Right,TOK,7,坂本,Right,平成国際大,6,Top,1,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.55,-0.393,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,"1,2",吉澤,渡邊,,Nothing,,,,"2,6","2,6",2524100177,ボール,,6860.0,https://youtu.be/_Ddb7UXiTJk&t=6860,,,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,小村,秋元","小長谷,岸,平田,佐々木,渡邊,吉澤,坂本,浜野,石川","前田,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原","野本,渡邊,浜野,岸,石川,小長谷,吉澤,平田,佐々木","R,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,L,R,R,L","Riku, Maeda","Kaito, Sugiura","Ryo, Akimoto","Osuke, Komura","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
178,28.0,171.0,2025/8/30,27.265428,6888.768186,4283.510415,4283.510419,1756522441,4.0,2.0,前田,Right,TOK,7,坂本,Right,平成国際大,6,Top,1,1,0,Sinker,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,0.223,0.144,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,"1,2",吉澤,渡邊,,Nothing,,,,,,2524100178,空振り,,6886.0,https://youtu.be/_Ddb7UXiTJk&t=6886,,,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,小村,秋元","小長谷,岸,平田,佐々木,渡邊,吉澤,坂本,浜野,石川","前田,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原","野本,渡邊,浜野,岸,石川,小長谷,吉澤,平田,佐々木","R,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,L,R,R,L","Riku, Maeda","Kaito, Sugiura","Ryo, Akimoto","Osuke, Komura","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
179,29.0,172.0,2025/8/30,28.652942,6916.033614,4310.775843,4310.775848,1756522468,4.0,3.0,前田,Right,TOK,7,坂本,Right,平成国際大,6,Top,1,1,1,Splitter,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,0.638,-0.228,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,"1,2",吉澤,渡邊,,Nothing,,,,,,2524100179,空振り,,6914.0,https://youtu.be/_Ddb7UXiTJk&t=6914,,,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,小村,秋元","小長谷,岸,平田,佐々木,渡邊,吉澤,坂本,浜野,石川","前田,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原","野本,渡邊,浜野,岸,石川,小長谷,吉澤,平田,佐々木","R,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,L,R,R,L","Riku, Maeda","Kaito, Sugiura","Ryo, Akimoto","Osuke, Komura","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
180,,,2025/8/30,19.020192,6944.686556,4339.428785,4339.428789,1756522497,,,前田,Right,TOK,7,坂本,Right,平成国際大,6,Top,1,1,2,,,,,,0,0,,,,,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,"1,2",吉澤,渡邊,,PickOff,,,,"1,4","1,4",2524100180,牽制,,6942.0,https://youtu.be/_Ddb7UXiTJk&t=6942,,,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,小村,秋元","小長谷,岸,平田,佐々木,渡邊,吉澤,坂本,浜野,石川","前田,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原","野本,渡邊,浜野,岸,石川,小長谷,吉澤,平田,佐々木","R,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,L,R,R,L","Riku, Maeda","Kaito, Sugiura","Ryo, Akimoto","Osuke, Komura","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
181,30.0,173.0,2025/8/30,26.933489,6963.706748,4358.448977,4358.448982,1756522516,4.0,4.0,前田,Right,TOK,7,坂本,Right,平成国際大,6,Top,1,1,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,-0.03,-0.327,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,"1,2",吉澤,渡邊,,Nothing,,,,,,2524100181,ボール,,6961.0,https://youtu.be/_Ddb7UXiTJk&t=6961,,,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,小村,秋元","小長谷,岸,平田,佐々木,渡邊,吉澤,坂本,浜野,石川","前田,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原","野本,渡邊,浜野,岸,石川,小長谷,吉澤,平田,佐々木","R,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,L,R,R,L","Riku, Maeda","Kaito, Sugiura","Ryo, Akimoto","Osuke, Komura","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
182,31.0,174.0,2025/8/30,35.515678,6990.640237,4385.382466,4385.382471,1756522543,4.0,5.0,前田,Right,TOK,7,坂本,Right,平成国際大,6,Top,1,2,2,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,-0.077,-0.292,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,"1,2",吉澤,渡邊,,Nothing,,,,,,2524100182,ボール,,6988.0,https://youtu.be/_Ddb7UXiTJk&t=6988,,,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,小村,秋元","小長谷,岸,平田,佐々木,渡邊,吉澤,坂本,浜野,石川","前田,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原","野本,渡邊,浜野,岸,石川,小長谷,吉澤,平田,佐々木","R,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,L,R,R,L","Riku, Maeda","Kaito, Sugiura","Ryo, Akimoto","Osuke, Komura","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
183,32.0,175.0,2025/8/30,79.408468,7026.155915,4420.898144,4420.89815,1756522578,4.0,6.0,前田,Right,TOK,7,坂本,Right,平成国際大,6,Top,1,3,2,Slider,InPlay,Undefined,GroundBall,Error,0,0,,,0.622,-0.26,29.49852507,-36.86989765,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,"1,2",吉澤,渡邊,,Undefined,,青貝,,"5,4","5E,4",2524100183,三ゴ失,,7024.0,https://youtu.be/_Ddb7UXiTJk&t=7024,,,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,小村,秋元","小長谷,岸,平田,佐々木,渡邊,吉澤,坂本,浜野,石川","前田,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原","野本,渡邊,浜野,岸,石川,小長谷,吉澤,平田,佐々木","R,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,L,R,R,L","Riku, Maeda","Kaito, Sugiura","Ryo, Akimoto","Osuke, Komura","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara","Naomasa, Aogai",,,,,,
184,33.0,176.0,2025/8/30,55.840399,7105.564383,4500.306612,4500.306617,1756522658,5.0,1.0,前田,Right,TOK,8,堤箸,Left,平成国際大,6,Top,1,0,0,Slider,InPlay,Undefined,FlyBall,HomeRun,0,4,,,1.163,0.052,107.5046216,33.47204811,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,IFFW,"1,2,3",坂本,吉澤,渡邊,Undefined,,,"渡邊,吉澤,坂本,堤箸",9,9,2524100184,右本④,,7103.0,https://youtu.be/_Ddb7UXiTJk&t=7103,,,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,小村,秋元","小長谷,岸,平田,佐々木,渡邊,吉澤,坂本,堤箸,石川","前田,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原","野本,渡邊,堤箸,岸,石川,小長谷,吉澤,平田,佐々木","R,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,L,R,L,L","Riku, Maeda","Kaito, Sugiura","Ryo, Akimoto","Osuke, Komura","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
185,34.0,177.0,2025/8/30,11.583609,7161.404782,4556.147011,4556.147017,1756522713,6.0,1.0,前田,Right,TOK,9,野口,Right,平成国際大,6,Top,1,0,0,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.706,-0.256,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2524100185,見逃し,,7159.0,https://youtu.be/_Ddb7UXiTJk&t=7159,,,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,小村,秋元","小長谷,岸,平田,佐々木,渡邊,吉澤,坂本,堤箸,野口","前田,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原","野本,渡邊,堤箸,岸,野口,小長谷,吉澤,平田,佐々木","R,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,L,R,L,L","Riku, Maeda","Kaito, Sugiura","Ryo, Akimoto","Osuke, Komura","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
186,35.0,178.0,2025/8/30,28.472029,7172.988391,4567.73062,4567.730625,1756522725,6.0,2.0,前田,Right,TOK,9,野口,Right,平成国際大,6,Top,1,0,1,Splitter,InPlay,Undefined,FlyBall,Out,1,0,,,0.526,-0.204,32.23852765,-34.56252465,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Undefined,,,,5,5,2524100186,三飛,,7170.0,https://youtu.be/_Ddb7UXiTJk&t=7170,,,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,小村,秋元","小長谷,岸,平田,佐々木,渡邊,吉澤,坂本,堤箸,野口","前田,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原","野本,渡邊,堤箸,岸,野口,小長谷,吉澤,平田,佐々木","R,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,L,R,L,L","Riku, Maeda","Kaito, Sugiura","Ryo, Akimoto","Osuke, Komura","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
187,36.0,179.0,2025/8/30,27.796455,7201.46042,4596.202649,4596.202656,1756522754,7.0,1.0,前田,Right,TOK,1,小長谷,Left,平成国際大,6,Top,2,0,0,Fastball,FoulBall,Undefined,Bunt,Undefined,0,0,A2B,,0.958,0.024,12.66720387,62.2414594,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Undefined,,,,,,2524100187,ファール,,7199.0,https://youtu.be/_Ddb7UXiTJk&t=7199,,,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,小村,秋元","小長谷,岸,平田,佐々木,渡邊,吉澤,坂本,堤箸,野口","前田,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原","野本,渡邊,堤箸,岸,野口,小長谷,吉澤,平田,佐々木","R,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,L,R,L,L","Riku, Maeda","Kaito, Sugiura","Ryo, Akimoto","Osuke, Komura","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
188,37.0,180.0,2025/8/30,14.085104,7229.256875,4623.999104,4623.999109,1756522781,7.0,2.0,前田,Right,TOK,1,小長谷,Left,平成国際大,6,Top,2,0,1,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.31,0.487,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2524100188,ボール,,7227.0,https://youtu.be/_Ddb7UXiTJk&t=7227,,,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,小村,秋元","小長谷,岸,平田,佐々木,渡邊,吉澤,坂本,堤箸,野口","前田,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原","野本,渡邊,堤箸,岸,野口,小長谷,吉澤,平田,佐々木","R,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,L,R,L,L","Riku, Maeda","Kaito, Sugiura","Ryo, Akimoto","Osuke, Komura","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
189,38.0,181.0,2025/8/30,15.223534,7243.341979,4638.084208,4638.084212,1756522795,7.0,3.0,前田,Right,TOK,1,小長谷,Left,平成国際大,6,Top,2,1,1,Splitter,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.582,-0.26,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2524100189,見逃し,,7241.0,https://youtu.be/_Ddb7UXiTJk&t=7241,,,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,小村,秋元","小長谷,岸,平田,佐々木,渡邊,吉澤,坂本,堤箸,野口","前田,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原","野本,渡邊,堤箸,岸,野口,小長谷,吉澤,平田,佐々木","R,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,L,R,L,L","Riku, Maeda","Kaito, Sugiura","Ryo, Akimoto","Osuke, Komura","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
190,39.0,182.0,2025/8/30,28.247299,7258.565513,4653.307742,4653.307746,1756522811,7.0,4.0,前田,Right,TOK,1,小長谷,Left,平成国際大,6,Top,2,1,2,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,,0.838,0.024,87.6508355,-54.86580694,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Undefined,,,,,,2524100190,ファール,,7256.0,https://youtu.be/_Ddb7UXiTJk&t=7256,,,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,小村,秋元","小長谷,岸,平田,佐々木,渡邊,吉澤,坂本,堤箸,野口","前田,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原","野本,渡邊,堤箸,岸,野口,小長谷,吉澤,平田,佐々木","R,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,L,R,L,L","Riku, Maeda","Kaito, Sugiura","Ryo, Akimoto","Osuke, Komura","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
191,40.0,183.0,2025/8/30,24.252262,7286.812812,4681.555041,4681.555045,1756522839,7.0,5.0,前田,Right,TOK,1,小長谷,Left,平成国際大,6,Top,2,1,2,Fastball,FoulBall,Undefined,LineDrive,Undefined,0,0,,,1.038,-0.052,49.56103373,-90.68206039,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Undefined,,,,,,2524100191,ファール,,7284.0,https://youtu.be/_Ddb7UXiTJk&t=7284,,,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,小村,秋元","小長谷,岸,平田,佐々木,渡邊,吉澤,坂本,堤箸,野口","前田,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原","野本,渡邊,堤箸,岸,野口,小長谷,吉澤,平田,佐々木","R,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,L,R,L,L","Riku, Maeda","Kaito, Sugiura","Ryo, Akimoto","Osuke, Komura","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
192,41.0,184.0,2025/8/30,132.712352,7311.065074,4705.807303,4705.807308,1756522863,7.0,6.0,前田,Right,TOK,1,小長谷,Left,平成国際大,6,Top,2,1,2,Fastball,InPlay,Undefined,LineDrive,Out,1,0,,,0.606,0.02,17.10914454,0.0,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Undefined,,,,1,1,2524100192,投直,,7309.0,https://youtu.be/_Ddb7UXiTJk&t=7309,,,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,小村,秋元","小長谷,岸,平田,佐々木,渡邊,吉澤,坂本,堤箸,野口","前田,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原","野本,渡邊,堤箸,岸,野口,小長谷,吉澤,平田,佐々木","R,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,L,R,L,L","Riku, Maeda","Kaito, Sugiura","Ryo, Akimoto","Osuke, Komura","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
193,18.0,185.0,2025/8/30,3.82659,7443.777426,4838.519655,4838.519663,1756522996,1.0,1.0,野本,Right,平成国際大,1,榎本,Left,TOK,6,Bottom,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2524100193,ボール,,7441.0,https://youtu.be/_Ddb7UXiTJk&t=7441,,,渡邊,堤箸,岸,石川,小長谷,吉澤,平田,佐々木,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,小村,秋元","小長谷,岸,平田,佐々木,渡邊,吉澤,坂本,堤箸,野口","前田,杉浦,秋元,小村,青貝,樋口,工藤,酒井,大原","野本,渡邊,堤箸,岸,野口,小長谷,吉澤,平田,佐々木","R,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,L,R,L,L",,,,,,,,,,,"Yoshinobu, Enomoto",,,,,
