count,pitchcount,PitchNo,Date,time,time1,time0,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,scored_person_romaji,run_person_romaji
0,1.0,1.0,2025/8/30,16.70319,1653.778907,1653.778907,1343.778909,1756517204,1.0,1.0,松本慎,Left,TOK,1,小長谷,Left,平成国際大,1,Top,0,0,0,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,,,,22.48863546,85.48601154,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Undefined,,,,,,2524100000,ファール,,1651.0,https://youtu.be/_Ddb7UXiTJk&t=1651,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","R,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
1,2.0,2.0,2025/8/30,12.290738,1670.482097,1670.482097,1360.482101,1756517221,1.0,2.0,松本慎,Left,TOK,1,小長谷,Left,平成国際大,1,Top,0,0,1,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.39,0.116,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2524100001,ボール,,1668.0,https://youtu.be/_Ddb7UXiTJk&t=1668,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","R,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
2,3.0,3.0,2025/8/30,15.258138,1682.772835,1682.772835,1372.772837,1756517233,1.0,3.0,松本慎,Left,TOK,1,小長谷,Left,平成国際大,1,Top,0,1,1,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.622,0.244,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2524100002,見逃し,,1680.0,https://youtu.be/_Ddb7UXiTJk&t=1680,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","R,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
3,4.0,4.0,2025/8/30,14.474099,1698.030973,1698.030973,1388.030975,1756517248,1.0,4.0,松本慎,Left,TOK,1,小長谷,Left,平成国際大,1,Top,0,1,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.09,0.373,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2524100003,ボール,,1696.0,https://youtu.be/_Ddb7UXiTJk&t=1696,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","R,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
4,5.0,5.0,2025/8/30,35.419083,1712.505072,1712.505072,1402.505074,1756517263,1.0,5.0,松本慎,Left,TOK,1,小長谷,Left,平成国際大,1,Top,0,2,2,Fastball,InPlay,Undefined,FlyBall,Single,0,0,,,0.814,0.132,69.02213636,-21.30122094,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,,,,,Undefined,,,,6,6,2524100004,遊安,,1710.0,https://youtu.be/_Ddb7UXiTJk&t=1710,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","R,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
5,6.0,6.0,2025/8/30,34.257511,1747.924155,1747.924155,1437.924158,1756517298,2.0,1.0,松本慎,Left,TOK,2,岸,Left,平成国際大,1,Top,0,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.75,-0.228,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,1,小長谷,,,Nothing,,,,,,2524100005,見逃し,,1745.0,https://youtu.be/_Ddb7UXiTJk&t=1745,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","R,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
6,7.0,7.0,2025/8/30,25.863805,1782.181666,1782.181666,1472.181668,1756517333,2.0,2.0,松本慎,Left,TOK,2,岸,Left,平成国際大,1,Top,0,0,1,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,,0.786,0.168,27.29849039,96.2034479,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,1,小長谷,,,Undefined,,,,,,2524100006,ファール,,1780.0,https://youtu.be/_Ddb7UXiTJk&t=1780,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","R,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
7,8.0,8.0,2025/8/30,63.272534,1808.045471,1808.045471,1498.045472,1756517358,2.0,3.0,松本慎,Left,TOK,2,岸,Left,平成国際大,1,Top,0,0,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.317,0.333,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,1,小長谷,,,PassBall,小長谷,,,,,2524100007,ボール[PB],,1806.0,https://youtu.be/_Ddb7UXiTJk&t=1806,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","R,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
8,9.0,9.0,2025/8/30,22.842454,1871.318005,1871.318005,1561.318007,1756517422,2.0,4.0,松本慎,Left,TOK,2,岸,Left,平成国際大,1,Top,0,1,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.33,0.144,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,3,,,小長谷,Nothing,,,,,,2524100008,ボール,,1869.0,https://youtu.be/_Ddb7UXiTJk&t=1869,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","R,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
9,10.0,10.0,2025/8/30,22.848476,1894.160459,1894.160459,1584.160461,1756517444,2.0,5.0,松本慎,Left,TOK,2,岸,Left,平成国際大,1,Top,0,2,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.59,0.447,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,3,,,小長谷,Nothing,,,,,,2524100009,ボール,,1892.0,https://youtu.be/_Ddb7UXiTJk&t=1892,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","R,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
10,11.0,11.0,2025/8/30,46.887106,1917.008935,1917.008935,1607.008938,1756517467,2.0,6.0,松本慎,Left,TOK,2,岸,Left,平成国際大,1,Top,0,3,2,Curveball,HitByPitch,Undefined,Undefined,Undefined,0,0,,,0.93,-1.0,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,3,,,小長谷,Nothing,,,,,,2524100010,死球,,1915.0,https://youtu.be/_Ddb7UXiTJk&t=1915,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","R,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
11,12.0,12.0,2025/8/30,17.521738,1963.896041,1963.896041,1653.896043,1756517514,3.0,1.0,松本慎,Left,TOK,3,平田,Left,平成国際大,1,Top,0,0,0,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.303,0.012,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,"1,3",岸,,小長谷,Nothing,,,,,,2524100011,ボール,,1961.0,https://youtu.be/_Ddb7UXiTJk&t=1961,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","R,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
12,,,2025/8/30,13.965613,1981.417779,1981.417779,1671.417781,1756517532,,,松本慎,Left,TOK,3,平田,Left,平成国際大,1,Top,0,1,0,,,,,,0,0,,,,,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,"1,3",岸,,小長谷,PickOff,,,,"1,3","1,3",2524100012,牽制,,1979.0,https://youtu.be/_Ddb7UXiTJk&t=1979,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","R,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
13,13.0,13.0,2025/8/30,20.591869,1995.383392,1995.383392,1685.383394,1756517546,3.0,2.0,松本慎,Left,TOK,3,平田,Left,平成国際大,1,Top,0,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.582,0.44,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,"1,3",岸,,小長谷,Nothing,,,,,,2524100013,ボール,,1993.0,https://youtu.be/_Ddb7UXiTJk&t=1993,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","R,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
14,14.0,14.0,2025/8/30,22.671213,2015.975261,2015.975261,1705.975264,1756517566,3.0,3.0,松本慎,Left,TOK,3,平田,Left,平成国際大,1,Top,0,2,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.954,-0.46,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,"1,3",岸,,小長谷,Nothing,,,,,,2524100014,ボール,,2013.0,https://youtu.be/_Ddb7UXiTJk&t=2013,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","R,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
15,15.0,15.0,2025/8/30,51.932854,2038.646474,2038.646474,1728.646476,1756517589,3.0,4.0,松本慎,Left,TOK,3,平田,Left,平成国際大,1,Top,0,3,0,Slider,BallCalled,Walk,Undefined,Undefined,0,0,,,0.19,0.413,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,"1,3",岸,,小長谷,Nothing,,,,,,2524100015,四球,,2036.0,https://youtu.be/_Ddb7UXiTJk&t=2036,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","R,L,L,R,R,R,R,R,L,R","R,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
16,16.0,16.0,2025/8/30,18.521421,2090.579328,2090.579328,1780.579329,1756517641,4.0,1.0,松本慎,Left,TOK,4,佐々木,Right,平成国際大,1,Top,0,0,0,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,0.758,0.252,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,"1,2,3",平田,岸,小長谷,Nothing,,,,,,2524100016,空振り,,2088.0,https://youtu.be/_Ddb7UXiTJk&t=2088,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","R,L,L,R,R,R,R,R,L,R","L,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
17,17.0,17.0,2025/8/30,18.647975,2109.100749,2109.100749,1799.100751,1756517659,4.0,2.0,松本慎,Left,TOK,4,佐々木,Right,平成国際大,1,Top,0,0,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.594,-0.48,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,"1,2,3",平田,岸,小長谷,Nothing,,,,,,2524100017,ボール,,2107.0,https://youtu.be/_Ddb7UXiTJk&t=2107,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","R,L,L,R,R,R,R,R,L,R","L,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
18,18.0,18.0,2025/8/30,22.0,2127.748724,2127.748724,1817.748725,1756517678,4.0,3.0,松本慎,Left,TOK,4,佐々木,Right,平成国際大,1,Top,0,1,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.718,0.236,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,"1,2,3",平田,岸,小長谷,Nothing,,,,,,2524100018,ボール,,2125.0,https://youtu.be/_Ddb7UXiTJk&t=2125,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","R,L,L,R,R,R,R,R,L,R","L,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
19,19.0,19.0,2025/8/30,41.65003,2149.748724,22009.97364,21699.97364,1756537560,4.0,4.0,松本慎,Left,TOK,4,佐々木,Right,平成国際大,1,Top,0,2,1,Fastball,HitByPitch,Undefined,Undefined,Undefined,0,1,,,0.762,1.107,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,"1,2,3",平田,岸,小長谷,Nothing,,,小長谷,,,2524100019,死球①,,2147.0,https://youtu.be/_Ddb7UXiTJk&t=2147,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","R,L,L,R,R,R,R,R,L,R","L,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
20,20.0,20.0,2025/8/30,17.01702,2191.398754,22051.62367,21741.62367,1756537602,5.0,1.0,松本慎,Left,TOK,5,渡邊,Left,平成国際大,1,Top,0,0,0,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.726,0.236,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,"1,2,3",佐々木,平田,岸,Nothing,,,,,,2524100020,見逃し,,2189.0,https://youtu.be/_Ddb7UXiTJk&t=2189,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","R,L,L,R,R,R,R,R,L,R","L,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
21,21.0,21.0,2025/8/30,48.35026,2208.415774,22068.64069,21758.64069,1756537619,5.0,2.0,松本慎,Left,TOK,5,渡邊,Left,平成国際大,1,Top,0,0,1,Slider,HitByPitch,Undefined,Undefined,Undefined,0,1,,,0.203,-1.053,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,"1,2,3",佐々木,平田,岸,Nothing,,,岸,,,2524100021,死球①,,2206.0,https://youtu.be/_Ddb7UXiTJk&t=2206,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","R,L,L,R,R,R,R,R,L,R","L,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
22,22.0,22.0,2025/8/30,15.73321,2256.766034,22116.99095,21806.99095,1756537667,6.0,1.0,松本慎,Left,TOK,6,今井,Right,平成国際大,1,Top,0,0,0,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.906,-0.016,,,TOK,#217fc4,東大,平成国際大,#808080,平国大,_120,A,夏季オープン戦,Normal,"1,2,3",渡邊,佐々木,平田,Nothing,,,,,,2524100022,見逃し,,2254.0,https://youtu.be/_Ddb7UXiTJk&t=2254,,,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原,"榎本,酒井,杉浦,大原,工藤,樋口,青貝,井之口,秋元","小長谷,岸,平田,佐々木,渡邊,今井,坂本,浜野,石川","松本慎,杉浦,秋元,井之口,青貝,樋口,工藤,酒井,大原","松原,渡邊,浜野,岸,石川,小長谷,今井,平田,佐々木","R,L,L,R,R,R,R,R,L,R","L,L,L,L,R,L,R,R,R,L","Shinnosuke, Matsumoto","Kaito, Sugiura","Ryo, Akimoto","Koji, Inokuchi","Naomasa, Aogai","Kosuke, Higuchi","Yudai, Kudo","Suguru, Sakai","Kaiki, Ohara",,,,,,,
