count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,runevent_romaji,scored_person_romaji,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,run_person_romaji
306,42.0,297.0,2025/2/26,10800.559799909592,10290.559800863266,1740542276.626802,3.0,4.0,pos1_3,Right,芝浦工業大,9,荒井孝,Right,TOK,7,Top,1,1,2,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,104.0,0.6459999999999999,0.46,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,2,,今泉,,Nothing,,,,,,2505620306,ボール,,10798.0,https://youtu.be/AuszmHT4JtQ&t=10798,7068.0,https://youtu.be/-Er63jcmUXQ&t=7068,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,土ヶ端,片桐,今泉,大江,荒井孝","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","早瀨,土ヶ端,塗師,荒井孝,片桐,今泉,岡林,伊藤,安田","L,L,L,L,R,L,R,L,R,L","R,L,L,L,R,R,L,L,R,R","Kota, Arai",,"Rio, Imaizumi",,,,,,,,,,,,,,
307,43.0,298.0,2025/2/26,10822.94314289093,10312.943143844604,1740542299.010145,3.0,5.0,pos1_3,Right,芝浦工業大,9,荒井孝,Right,TOK,7,Top,1,2,2,Fastball,InPlay,Undefined,LineDrive,Single,0,0,,124.0,0.79,-0.108,62.78475390262293,19.201117142796747,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,2,,今泉,,Undefined,,,,9,9,2505620307,右安,,10820.0,https://youtu.be/AuszmHT4JtQ&t=10820,7090.0,https://youtu.be/-Er63jcmUXQ&t=7090,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,土ヶ端,片桐,今泉,大江,荒井孝","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","早瀨,土ヶ端,塗師,荒井孝,片桐,今泉,岡林,伊藤,安田","L,L,L,L,R,L,R,L,R,L","R,L,L,L,R,R,L,L,R,R","Kota, Arai",,"Rio, Imaizumi",,,,,,,,,,,,,,
308,44.0,299.0,2025/2/26,10876.028150081636,10366.028151035309,1740542352.095152,4.0,1.0,pos1_3,Right,芝浦工業大,1,伊藤,Left,TOK,7,Top,1,0,0,Curveball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,105.0,0.758,0.216,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,"1,3",荒井孝,,今泉,Nothing,,,,,,2505620308,空振り,,10874.0,https://youtu.be/AuszmHT4JtQ&t=10874,7106.0,https://youtu.be/-Er63jcmUXQ&t=7106,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,土ヶ端,片桐,今泉,大江,荒井孝","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","早瀨,土ヶ端,塗師,荒井孝,片桐,今泉,岡林,伊藤,安田","L,L,L,L,R,L,R,L,R,L","R,L,L,L,R,R,L,L,R,R","Koichiro, Ito","Kota, Arai",,"Rio, Imaizumi",,,,,,,,,,,,,
309,45.0,300.0,2025/2/26,10897.211377859116,10387.21137881279,1740542373.0,4.0,2.0,pos1_3,Right,芝浦工業大,1,伊藤,Left,TOK,7,Top,1,0,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,127.0,0.954,0.54,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,"1,3",荒井孝,,今泉,Nothing,,,,,,2505620309,ボール,,10895.0,https://youtu.be/AuszmHT4JtQ&t=10895,7127.0,https://youtu.be/-Er63jcmUXQ&t=7127,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,土ヶ端,片桐,今泉,大江,荒井孝","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","早瀨,土ヶ端,塗師,荒井孝,片桐,今泉,岡林,伊藤,安田","L,L,L,L,R,L,R,L,R,L","R,L,L,L,R,R,L,L,R,R","Koichiro, Ito","Kota, Arai",,"Rio, Imaizumi",,,,,,,,,,,,,
310,46.0,301.0,2025/2/26,10917.560898780825,10407.560899734495,1740542393.6279008,4.0,3.0,pos1_3,Right,芝浦工業大,1,伊藤,Left,TOK,7,Top,1,1,1,Fastball,InPlay,Undefined,FlyBall,Sacrifice,1,1,,125.0,0.862,0.124,65.61482594428158,-30.83122991,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,"1,3",荒井孝,,今泉,Undefined,,,今泉,7,7,2505620310,左犠飛①,,10915.0,https://youtu.be/AuszmHT4JtQ&t=10915,7147.0,https://youtu.be/-Er63jcmUXQ&t=7147,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,土ヶ端,片桐,今泉,大江,荒井孝","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","早瀨,土ヶ端,塗師,荒井孝,片桐,今泉,岡林,伊藤,安田","L,L,L,L,R,L,R,L,R,L","R,L,L,L,R,R,L,L,R,R","Koichiro, Ito","Kota, Arai",,"Rio, Imaizumi",,"Rio, Imaizumi",,,,,,,,,,,
311,,,2025/2/26,10962.54938697815,10452.549387931824,1740542438.616389,,,pos1_3,Right,芝浦工業大,2,安田,Left,TOK,7,Top,2,0,0,,,,,,0,0,,,,,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,1,荒井孝,,,PickOff,,,,"1,3","1,3",2505620311,牽制,,10960.0,https://youtu.be/AuszmHT4JtQ&t=10960,7180.0,https://youtu.be/-Er63jcmUXQ&t=7180,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,土ヶ端,片桐,今泉,大江,荒井孝","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","早瀨,土ヶ端,塗師,荒井孝,片桐,今泉,岡林,伊藤,安田","L,L,L,L,R,L,R,L,R,L","R,L,L,L,R,R,L,L,R,R","Ken, Yasuda","Kota, Arai",,,,,,,,,,,,,,,
312,47.0,302.0,2025/2/26,10974.595496892927,10464.595498085022,1740542450.6624992,5.0,1.0,pos1_3,Right,芝浦工業大,2,安田,Left,TOK,7,Top,2,0,0,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,125.0,0.6859999999999999,0.168,18.112190481426257,-142.9434718,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,1,荒井孝,,,Undefined,,,,,,2505620312,ファール,,10972.0,https://youtu.be/AuszmHT4JtQ&t=10972,7192.0,https://youtu.be/-Er63jcmUXQ&t=7192,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,土ヶ端,片桐,今泉,大江,荒井孝","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","早瀨,土ヶ端,塗師,荒井孝,片桐,今泉,岡林,伊藤,安田","L,L,L,L,R,L,R,L,R,L","R,L,L,L,R,R,L,L,R,R","Ken, Yasuda","Kota, Arai",,,,,,,,,,,,,,,
313,48.0,303.0,2025/2/26,10996.246176958084,10486.24617767334,1740542472.3131788,5.0,2.0,pos1_3,Right,芝浦工業大,2,安田,Left,TOK,7,Top,2,0,1,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,119.0,0.594,0.252,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,1,荒井孝,,,Nothing,,,,,,2505620313,見逃し,,10994.0,https://youtu.be/AuszmHT4JtQ&t=10994,7214.0,https://youtu.be/-Er63jcmUXQ&t=7214,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,土ヶ端,片桐,今泉,大江,荒井孝","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","早瀨,土ヶ端,塗師,荒井孝,片桐,今泉,岡林,伊藤,安田","L,L,L,L,R,L,R,L,R,L","R,L,L,L,R,R,L,L,R,R","Ken, Yasuda","Kota, Arai",,,,,,,,,,,,,,,
314,49.0,304.0,2025/2/26,11019.23756980896,10509.237570762634,1740542495.304572,5.0,3.0,pos1_3,Right,芝浦工業大,2,安田,Left,TOK,7,Top,2,0,2,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,110.0,0.598,0.407,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,1,荒井孝,,,Nothing,,,,,,2505620314,ボール,,11017.0,https://youtu.be/AuszmHT4JtQ&t=11017,7237.0,https://youtu.be/-Er63jcmUXQ&t=7237,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,土ヶ端,片桐,今泉,大江,荒井孝","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","早瀨,土ヶ端,塗師,荒井孝,片桐,今泉,岡林,伊藤,安田","L,L,L,L,R,L,R,L,R,L","R,L,L,L,R,R,L,L,R,R","Ken, Yasuda","Kota, Arai",,,,,,,,,,,,,,,
315,50.0,305.0,2025/2/26,11040.313478946686,10530.313478946686,1740542516.0,5.0,4.0,pos1_3,Right,芝浦工業大,2,安田,Left,TOK,7,Top,2,1,2,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,126.0,0.674,0.347,53.93311426801333,-59.78867761,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,1,荒井孝,,,Undefined,,,,,,2505620315,ファール,,11038.0,https://youtu.be/AuszmHT4JtQ&t=11038,7258.0,https://youtu.be/-Er63jcmUXQ&t=7258,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,土ヶ端,片桐,今泉,大江,荒井孝","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","早瀨,土ヶ端,塗師,荒井孝,片桐,今泉,岡林,伊藤,安田","L,L,L,L,R,L,R,L,R,L","R,L,L,L,R,R,L,L,R,R","Ken, Yasuda","Kota, Arai",,,,,,,,,,,,,,,
316,51.0,306.0,2025/2/26,11067.665662050247,10557.665663003922,1740542543.732664,5.0,5.0,pos1_3,Right,芝浦工業大,2,安田,Left,TOK,7,Top,2,1,2,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,105.0,0.826,0.54,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,1,荒井孝,,,Nothing,,,,,,2505620316,ボール,,11065.0,https://youtu.be/AuszmHT4JtQ&t=11065,7285.0,https://youtu.be/-Er63jcmUXQ&t=7285,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,土ヶ端,片桐,今泉,大江,荒井孝","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","早瀨,土ヶ端,塗師,荒井孝,片桐,今泉,岡林,伊藤,安田","L,L,L,L,R,L,R,L,R,L","R,L,L,L,R,R,L,L,R,R","Ken, Yasuda","Kota, Arai",,,,,,,,,,,,,,,
317,52.0,307.0,2025/2/26,11092.647413015366,10582.647413015366,1740542568.714414,5.0,6.0,pos1_3,Right,芝浦工業大,2,安田,Left,TOK,7,Top,2,2,2,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,101.0,1.05,0.5529999999999999,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,1,荒井孝,,,Nothing,,,,,,2505620317,ボール,,11090.0,https://youtu.be/AuszmHT4JtQ&t=11090,7310.0,https://youtu.be/-Er63jcmUXQ&t=7310,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,土ヶ端,片桐,今泉,大江,荒井孝","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","早瀨,土ヶ端,塗師,荒井孝,片桐,今泉,岡林,伊藤,安田","L,L,L,L,R,L,R,L,R,L","R,L,L,L,R,R,L,L,R,R","Ken, Yasuda","Kota, Arai",,,,,,,,,,,,,,,
318,53.0,308.0,2025/2/26,11113.115931987762,10603.115932941437,1740542589.182934,5.0,7.0,pos1_3,Right,芝浦工業大,2,安田,Left,TOK,7,Top,2,3,2,Fastball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,A2SR1,121.0,0.938,-0.004,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,1,荒井孝,,,Nothing,,,,,,2505620318,空三振,,11111.0,https://youtu.be/AuszmHT4JtQ&t=11111,7331.0,https://youtu.be/-Er63jcmUXQ&t=7331,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,土ヶ端,片桐,今泉,大江,荒井孝","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","早瀨,土ヶ端,塗師,荒井孝,片桐,今泉,岡林,伊藤,安田","L,L,L,L,R,L,R,L,R,L","R,L,L,L,R,R,L,L,R,R","Ken, Yasuda","Kota, Arai",,,,,,,,,,,,,,,
319,27.0,309.0,2025/2/26,11207.819160699844,10697.819160699844,1740542683.886163,1.0,1.0,早瀨,Left,TOK,3,batter3,Left,芝浦工業大,7,Bottom,0,0,0,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,,103.0,0.5379999999999999,-0.487,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2505620319,ボール,,11205.0,https://youtu.be/AuszmHT4JtQ&t=11205,7355.0,https://youtu.be/-Er63jcmUXQ&t=7355,土ヶ端,塗師,荒井孝,片桐,今泉,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,土ヶ端,片桐,今泉,大江,荒井孝","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","早瀨,土ヶ端,塗師,荒井孝,片桐,今泉,岡林,伊藤,安田","L,L,L,L,R,L,R,L,R,L","R,L,L,L,R,R,L,L,R,R",,,,,,,"Kiori, Hayase","Yuto, Tsuchigahata","Takuma, Nushi","Kota, Arai","Jota, Katagiri","Rio, Imaizumi","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
320,28.0,310.0,2025/2/26,11220.00046992302,10710.00046992302,1740542696.067471,1.0,2.0,早瀨,Left,TOK,3,batter3,Left,芝浦工業大,7,Bottom,0,1,0,Fastball,InPlay,Undefined,FlyBall,Error,0,0,,109.0,0.8059999999999999,0.212,67.46461658656482,-10.32725389,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,,,,,Undefined,,,,7,7,2505620320,左飛失,,11218.0,https://youtu.be/AuszmHT4JtQ&t=11218,7367.0,https://youtu.be/-Er63jcmUXQ&t=7367,土ヶ端,塗師,荒井孝,片桐,今泉,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,土ヶ端,片桐,今泉,大江,荒井孝","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","早瀨,土ヶ端,塗師,荒井孝,片桐,今泉,岡林,伊藤,安田","L,L,L,L,R,L,R,L,R,L","R,L,L,L,R,R,L,L,R,R",,,,,,,"Kiori, Hayase","Yuto, Tsuchigahata","Takuma, Nushi","Kota, Arai","Jota, Katagiri","Rio, Imaizumi","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
321,29.0,311.0,2025/2/26,11265.383650779724,10755.383651733398,1740542741.4506528,2.0,1.0,早瀨,Left,TOK,4,batter4,Right,芝浦工業大,7,Bottom,0,0,0,Curveball,FoulBall,Undefined,GroundBall,Undefined,0,0,,88.0,0.578,0.132,22.46540739192893,-119.9315118,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,2,,batter3,,Undefined,,,,,,2505620321,ファール,,11263.0,https://youtu.be/AuszmHT4JtQ&t=11263,7400.0,https://youtu.be/-Er63jcmUXQ&t=7400,土ヶ端,塗師,荒井孝,片桐,今泉,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,土ヶ端,片桐,今泉,大江,荒井孝","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","早瀨,土ヶ端,塗師,荒井孝,片桐,今泉,岡林,伊藤,安田","L,L,L,L,R,L,R,L,R,L","R,L,L,L,R,R,L,L,R,R",,,,,,,"Kiori, Hayase","Yuto, Tsuchigahata","Takuma, Nushi","Kota, Arai","Jota, Katagiri","Rio, Imaizumi","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
322,30.0,312.0,2025/2/26,11283.66815495491,10773.668155908585,1740542759.735157,2.0,2.0,早瀨,Left,TOK,4,batter4,Right,芝浦工業大,7,Bottom,0,0,1,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,109.0,0.906,0.04,40.81150527657316,-21.18617644,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,2,,batter3,,Undefined,,,,"6,3","6,3A",2505620322,遊ゴ,,11281.0,https://youtu.be/AuszmHT4JtQ&t=11281,7418.0,https://youtu.be/-Er63jcmUXQ&t=7418,土ヶ端,塗師,荒井孝,片桐,今泉,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,土ヶ端,片桐,今泉,大江,荒井孝","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","早瀨,土ヶ端,塗師,荒井孝,片桐,今泉,岡林,伊藤,安田","L,L,L,L,R,L,R,L,R,L","R,L,L,L,R,R,L,L,R,R",,,,,,,"Kiori, Hayase","Yuto, Tsuchigahata","Takuma, Nushi","Kota, Arai","Jota, Katagiri","Rio, Imaizumi","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
323,31.0,313.0,2025/2/26,11318.052209854126,10808.052209854126,1740542794.1192122,3.0,1.0,早瀨,Left,TOK,5,batter5,Left,芝浦工業大,7,Bottom,1,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,110.0,0.8740000000000001,0.02,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,2,,batter3,,Nothing,,,,,,2505620323,ボール,,11316.0,https://youtu.be/AuszmHT4JtQ&t=11316,7434.0,https://youtu.be/-Er63jcmUXQ&t=7434,土ヶ端,塗師,荒井孝,片桐,今泉,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,土ヶ端,片桐,今泉,大江,荒井孝","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","早瀨,土ヶ端,塗師,荒井孝,片桐,今泉,岡林,伊藤,安田","L,L,L,L,R,L,R,L,R,L","R,L,L,L,R,R,L,L,R,R",,,,,,,"Kiori, Hayase","Yuto, Tsuchigahata","Takuma, Nushi","Kota, Arai","Jota, Katagiri","Rio, Imaizumi","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
324,32.0,314.0,2025/2/26,11333.269192934036,10823.269192934036,1740542809.336195,3.0,2.0,早瀨,Left,TOK,5,batter5,Left,芝浦工業大,7,Bottom,1,1,0,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,86.0,-0.203,0.192,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,2,,batter3,,Nothing,,,,,,2505620324,ボール,,11331.0,https://youtu.be/AuszmHT4JtQ&t=11331,7449.0,https://youtu.be/-Er63jcmUXQ&t=7449,土ヶ端,塗師,荒井孝,片桐,今泉,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,土ヶ端,片桐,今泉,大江,荒井孝","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","早瀨,土ヶ端,塗師,荒井孝,片桐,今泉,岡林,伊藤,安田","L,L,L,L,R,L,R,L,R,L","R,L,L,L,R,R,L,L,R,R",,,,,,,"Kiori, Hayase","Yuto, Tsuchigahata","Takuma, Nushi","Kota, Arai","Jota, Katagiri","Rio, Imaizumi","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
325,33.0,315.0,2025/2/26,11351.503739833832,10841.503741025925,1740542827.570742,3.0,3.0,早瀨,Left,TOK,5,batter5,Left,芝浦工業大,7,Bottom,1,2,0,Fastball,InPlay,Undefined,FlyBall,Out,1,0,,114.0,0.942,0.08,59.33238035055871,-41.77547739,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,2,,batter3,,Undefined,,,,7,7,2505620325,左飛,,11349.0,https://youtu.be/AuszmHT4JtQ&t=11349,7467.0,https://youtu.be/-Er63jcmUXQ&t=7467,土ヶ端,塗師,荒井孝,片桐,今泉,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,土ヶ端,片桐,今泉,大江,荒井孝","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","早瀨,土ヶ端,塗師,荒井孝,片桐,今泉,岡林,伊藤,安田","L,L,L,L,R,L,R,L,R,L","R,L,L,L,R,R,L,L,R,R",,,,,,,"Kiori, Hayase","Yuto, Tsuchigahata","Takuma, Nushi","Kota, Arai","Jota, Katagiri","Rio, Imaizumi","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
326,34.0,316.0,2025/2/26,11387.372354745865,10877.372355937958,1740542863.439357,4.0,1.0,早瀨,Left,TOK,6,batter6,Right,芝浦工業大,7,Bottom,2,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,109.0,1.21,-0.152,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,2,,batter3,,Nothing,,,,,,2505620326,ボール,,11385.0,https://youtu.be/AuszmHT4JtQ&t=11385,7487.0,https://youtu.be/-Er63jcmUXQ&t=7487,土ヶ端,塗師,荒井孝,片桐,今泉,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,土ヶ端,片桐,今泉,大江,荒井孝","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","早瀨,土ヶ端,塗師,荒井孝,片桐,今泉,岡林,伊藤,安田","L,L,L,L,R,L,R,L,R,L","R,L,L,L,R,R,L,L,R,R",,,,,,,"Kiori, Hayase","Yuto, Tsuchigahata","Takuma, Nushi","Kota, Arai","Jota, Katagiri","Rio, Imaizumi","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
327,35.0,317.0,2025/2/26,11402.969248056412,10892.969249010086,1740542879.0,4.0,2.0,早瀨,Left,TOK,6,batter6,Right,芝浦工業大,7,Bottom,2,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,107.0,1.237,0.052,,,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,2,,batter3,,Nothing,,,,,,2505620327,ボール,,11400.0,https://youtu.be/AuszmHT4JtQ&t=11400,7503.0,https://youtu.be/-Er63jcmUXQ&t=7503,土ヶ端,塗師,荒井孝,片桐,今泉,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,土ヶ端,片桐,今泉,大江,荒井孝","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","早瀨,土ヶ端,塗師,荒井孝,片桐,今泉,岡林,伊藤,安田","L,L,L,L,R,L,R,L,R,L","R,L,L,L,R,R,L,L,R,R",,,,,,,"Kiori, Hayase","Yuto, Tsuchigahata","Takuma, Nushi","Kota, Arai","Jota, Katagiri","Rio, Imaizumi","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
328,36.0,318.0,2025/2/26,11420.141093969343,10910.14109492302,1740542896.208096,4.0,3.0,早瀨,Left,TOK,6,batter6,Right,芝浦工業大,7,Bottom,2,2,0,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,89.0,0.998,0.052,16.248306022324968,-164.197486,芝浦工業大,#ff0000,芝工大,TOK,#217fc4,東大,,B,春季オープン戦,Normal,2,,batter3,,Undefined,,,,,,2505620328,ファール,,11418.0,https://youtu.be/AuszmHT4JtQ&t=11418,7520.0,https://youtu.be/-Er63jcmUXQ&t=7520,土ヶ端,塗師,荒井孝,片桐,今泉,岡林,伊藤,安田,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","伊藤,安田,岡林,塗師,土ヶ端,片桐,今泉,大江,荒井孝","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","早瀨,土ヶ端,塗師,荒井孝,片桐,今泉,岡林,伊藤,安田","L,L,L,L,R,L,R,L,R,L","R,L,L,L,R,R,L,L,R,R",,,,,,,"Kiori, Hayase","Yuto, Tsuchigahata","Takuma, Nushi","Kota, Arai","Jota, Katagiri","Rio, Imaizumi","Yuna, Okabayashi","Koichiro, Ito","Ken, Yasuda",,
