count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,scored_person_romaji,run_person_romaji
82,43.0,82.0,2025/8/19,4059.237746,2559.237751,1755568887,2.0,3.0,栗林,Right,TOK,9,batter9,Left,立正大,2,Bottom,1,1,1,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.538,-0.144,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523020082,見逃し,,4057.0,https://youtu.be/NGnaMlDQ-sM&t=4057,2037.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=2037,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,R,R",,,,,"Kazuki, Kuribayashi","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
83,44.0,83.0,2025/8/19,4066.311579,2566.311582,1755568894,2.0,4.0,栗林,Right,TOK,9,batter9,Left,立正大,2,Bottom,1,1,2,Fastball,InPlay,Undefined,LineDrive,Single,0,0,,,0.698,0.04,79.99704139,-14.95863607,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Undefined,,,,8,8,2523020083,中安,,4064.0,https://youtu.be/NGnaMlDQ-sM&t=4064,2044.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=2044,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,R,R",,,,,"Kazuki, Kuribayashi","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
84,,,2025/8/19,4083.081974,2583.081977,1755568911,,,栗林,Right,TOK,1,batter1,Left,立正大,2,Bottom,1,0,0,,,,,,0,0,,,,,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,1,batter9,,,PickOff,,,,"1,3","1,3",2523020084,牽制,,4081.0,https://youtu.be/NGnaMlDQ-sM&t=4081,2061.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=2061,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,R,R",,,,,"Kazuki, Kuribayashi","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
85,,,2025/8/19,4096.829635,2596.829638,1755568925,,,栗林,Right,TOK,1,batter1,Left,立正大,2,Bottom,1,0,0,,,,,,0,0,,,,,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,1,batter9,,,PickOff,,,,"1,3","1,3",2523020085,牽制,,4094.0,https://youtu.be/NGnaMlDQ-sM&t=4094,2074.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=2074,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,R,R",,,,,"Kazuki, Kuribayashi","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
86,45.0,84.0,2025/8/19,4107.302662,2607.302665,1755568935,3.0,1.0,栗林,Right,TOK,1,batter1,Left,立正大,2,Bottom,1,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.277,-0.313,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,1,batter9,,,Nothing,,,,,,2523020086,ボール,,4105.0,https://youtu.be/NGnaMlDQ-sM&t=4105,2085.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=2085,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,R,R",,,,,"Kazuki, Kuribayashi","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
87,46.0,85.0,2025/8/19,4123.913349,2623.913352,1755568952,3.0,2.0,栗林,Right,TOK,1,batter1,Left,立正大,2,Bottom,1,1,0,ChangeUp,FoulBall,Undefined,FlyBall,Undefined,0,0,,,0.986,-0.373,77.59009336,49.16243544,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,1,batter9,,,Undefined,,,,,,2523020087,ファール,,4121.0,https://youtu.be/NGnaMlDQ-sM&t=4121,2101.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=2101,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,R,R",,,,,"Kazuki, Kuribayashi","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
88,,,2025/8/19,4158.458694,2658.458697,1755568986,,,栗林,Right,TOK,1,batter1,Left,立正大,2,Bottom,1,1,1,,,,,,0,0,,,,,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,1,batter9,,,PickOff,,,,"1,3","1,3",2523020088,牽制,,4156.0,https://youtu.be/NGnaMlDQ-sM&t=4156,2136.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=2136,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,R,R",,,,,"Kazuki, Kuribayashi","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
89,47.0,86.0,2025/8/19,4171.2391,2671.239107,1755568999,3.0,3.0,栗林,Right,TOK,1,batter1,Left,立正大,2,Bottom,1,1,1,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,,116.0,0.257,-0.367,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,1,batter9,,,Nothing,,,,,,2523020089,ボール,,4169.0,https://youtu.be/NGnaMlDQ-sM&t=4169,2149.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=2149,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,R,R",,,,,"Kazuki, Kuribayashi","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
90,48.0,87.0,2025/8/19,4192.547894,2692.547897,1755569021,3.0,4.0,栗林,Right,TOK,1,batter1,Left,立正大,2,Bottom,1,2,1,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,126.0,0.542,0.124,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,1,batter9,,,StolenBase,batter9,,,,,2523020090,見逃し[盗塁],,4190.0,https://youtu.be/NGnaMlDQ-sM&t=4190,2170.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=2170,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,R,R",,,,,"Kazuki, Kuribayashi","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
91,49.0,88.0,2025/8/19,4233.229847,2733.229851,1755569061,3.0,5.0,栗林,Right,TOK,1,batter1,Left,立正大,2,Bottom,1,2,2,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,130.0,0.554,-0.473,34.28053539,86.54668375,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,2,,batter9,,Undefined,,,,,,2523020091,ファール,,4231.0,https://youtu.be/NGnaMlDQ-sM&t=4231,2211.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=2211,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,R,R",,,,,"Kazuki, Kuribayashi","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
92,50.0,89.0,2025/8/19,4254.230811,2754.230815,1755569082,3.0,6.0,栗林,Right,TOK,1,batter1,Left,立正大,2,Bottom,1,2,2,Curveball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,,0.203,-0.236,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,2,,batter9,,Nothing,,,,,,2523020092,空三振,,4252.0,https://youtu.be/NGnaMlDQ-sM&t=4252,2232.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=2232,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,R,R",,,,,"Kazuki, Kuribayashi","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
93,51.0,90.0,2025/8/19,4281.161885,2781.161888,1755569109,4.0,1.0,栗林,Right,TOK,2,batter2,Left,立正大,2,Bottom,2,0,0,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.642,-0.24,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,2,,batter9,,Nothing,,,,,,2523020093,見逃し,,4279.0,https://youtu.be/NGnaMlDQ-sM&t=4279,2067.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=2067,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,R,R",,,,,"Kazuki, Kuribayashi","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
94,52.0,91.0,2025/8/19,4299.379587,2799.379591,1755569127,4.0,2.0,栗林,Right,TOK,2,batter2,Left,立正大,2,Bottom,2,0,1,Curveball,InPlay,Undefined,FlyBall,Out,1,0,,,1.01,-0.212,73.98192451,29.63153668,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,2,,batter9,,Undefined,,,,9,9,2523020094,右飛,,4297.0,https://youtu.be/NGnaMlDQ-sM&t=4297,2085.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=2085,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,R,R",,,,,"Kazuki, Kuribayashi","Uchiumi, Noboru","Kai, Stanley","Takuma, Nushi","Onuma, Atomu","Tasaki, Shu","Akira, Yamamoto","Taiki, Horibata","Hasegawa, Yu",,,
95,40.0,92.0,2025/8/19,4465.492703,2965.492707,1755569293,1.0,1.0,pos1,Right,立正大,2,長谷川,Left,TOK,3,Top,0,0,0,Slider,FoulBall,Undefined,GroundBall,Undefined,0,0,A2B,,0.65,0.056,10.52894885,-78.69006753,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Undefined,,,,,,2523020095,ファール,,4463.0,https://youtu.be/NGnaMlDQ-sM&t=4463,2116.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=2116,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,R,R","Hasegawa, Yu",,,,,,,,,,,,,,,
96,41.0,93.0,2025/8/19,4488.284904,2988.284908,1755569316,1.0,2.0,pos1,Right,立正大,2,長谷川,Left,TOK,3,Top,0,0,1,Curveball,FoulBall,Undefined,FlyBall,Undefined,0,0,,,0.994,0.084,32.76461613,-92.06381973,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Undefined,,,,,,2523020096,ファール,,4486.0,https://youtu.be/NGnaMlDQ-sM&t=4486,2138.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=2138,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,R,R","Hasegawa, Yu",,,,,,,,,,,,,,,
97,42.0,94.0,2025/8/19,4507.406792,3007.406795,1755569335,1.0,3.0,pos1,Right,立正大,2,長谷川,Left,TOK,3,Top,0,0,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.21,-0.188,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523020097,ボール,,4505.0,https://youtu.be/NGnaMlDQ-sM&t=4505,2158.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=2158,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,R,R","Hasegawa, Yu",,,,,,,,,,,,,,,
98,43.0,95.0,2025/8/19,4531.026469,3031.026473,1755569359,1.0,4.0,pos1,Right,立正大,2,長谷川,Left,TOK,3,Top,0,1,2,Fastball,FoulBall,Undefined,LineDrive,Undefined,0,0,,,1.11,-0.284,37.49214958,-79.57419147,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Undefined,,,,,,2523020098,ファール,,4529.0,https://youtu.be/NGnaMlDQ-sM&t=4529,2181.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=2181,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,R,R","Hasegawa, Yu",,,,,,,,,,,,,,,
99,44.0,96.0,2025/8/19,4569.756474,3069.756478,1755569398,1.0,5.0,pos1,Right,立正大,2,長谷川,Left,TOK,3,Top,0,1,2,Fastball,InPlay,Undefined,LineDrive,Out,1,0,,127.0,0.686,0.204,87.97140734,-17.76662964,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Undefined,,,,8,8,2523020099,中直,,4567.0,https://youtu.be/NGnaMlDQ-sM&t=4567,2220.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=2220,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,R,R","Hasegawa, Yu",,,,,,,,,,,,,,,
100,45.0,97.0,2025/8/19,4602.978337,3102.978341,1755569431,2.0,1.0,pos1,Right,立正大,3,スタンリー,Right,TOK,3,Top,1,0,0,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,,1.183,0.284,18.20563318,-116.9802307,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Undefined,,,,,,2523020100,ファール,,4600.0,https://youtu.be/NGnaMlDQ-sM&t=4600,2243.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=2243,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,R,R","Kai, Stanley",,,,,,,,,,,,,,,
101,46.0,98.0,2025/8/19,4623.782844,3123.782848,1755569452,2.0,2.0,pos1,Right,立正大,3,スタンリー,Right,TOK,3,Top,1,0,1,Slider,FoulBall,Undefined,FlyBall,Undefined,0,0,,102.0,0.642,-0.393,25.65693465,107.3933221,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Undefined,,,,,,2523020101,ファール,,4621.0,https://youtu.be/NGnaMlDQ-sM&t=4621,2264.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=2264,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,R,R","Kai, Stanley",,,,,,,,,,,,,,,
102,47.0,99.0,2025/8/19,4643.353376,3143.353379,1755569471,2.0,3.0,pos1,Right,立正大,3,スタンリー,Right,TOK,3,Top,1,0,2,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,,0.97,0.216,33.22874971,35.24203656,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Undefined,,,,3,3A,2523020102,一ゴ,,4641.0,https://youtu.be/NGnaMlDQ-sM&t=4641,2284.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=2284,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,R,R","Kai, Stanley",,,,,,,,,,,,,,,
103,48.0,100.0,2025/8/19,4677.140042,3177.140045,1755569505,3.0,1.0,pos1,Right,立正大,4,矢田貝,Right,TOK,3,Top,2,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.53,-0.487,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523020103,ボール,,4675.0,https://youtu.be/NGnaMlDQ-sM&t=4675,2313.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=2313,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,R,R","Gen, Yatagai",,,,,,,,,,,,,,,
104,49.0,101.0,2025/8/19,4693.507982,3193.507986,1755569522,3.0,2.0,pos1,Right,立正大,4,矢田貝,Right,TOK,3,Top,2,1,0,Slider,FoulBall,Undefined,GroundBall,Undefined,0,0,,,1.123,0.296,18.5840708,-90.0,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Undefined,,,,,,2523020104,ファール,,4691.0,https://youtu.be/NGnaMlDQ-sM&t=4691,2329.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=2329,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,R,R","Gen, Yatagai",,,,,,,,,,,,,,,
105,50.0,102.0,2025/8/19,4706.940377,3206.940381,1755569535,3.0,3.0,pos1,Right,立正大,4,矢田貝,Right,TOK,3,Top,2,1,1,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,0.277,-0.292,,,立正大,#0000a0,立正大,TOK,#217fc4,東大,_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523020105,空振り,,4704.0,https://youtu.be/NGnaMlDQ-sM&t=4704,2343.0,https://www.youtube.com/watch?v=G5kSI8kClPM&t=2343,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大沼,長谷川,スタンリー,矢田貝,堀端,山本,田崎,内海,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","栗林,内海,スタンリー,塗師,大沼,田崎,山本,堀端,長谷川","R,L,L,L,R,L,L,L,R,L","R,R,L,R,R,L,R,R,R,R","Gen, Yatagai",,,,,,,,,,,,,,,
