count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,scored_person_romaji,run_person_romaji,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji
10,2.0,11.0,2025/8/10,1194.999034,679.9990349,1754784052,1.0,2.0,持永,Right,TOK,1,batter1,Right,JR盛岡,1,Bottom,0,1,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,117.0,0.966,-0.427,,,JR盛岡,#3217e5,JR,TOK,#217fc4,東大, きたぎんボールパーク_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2522120010,ボール,,1192,https://youtu.be/DHOI4w33W04&t=1192,623,https://youtu.be/J2BhUppezNE&t=623,土ヶ端,春山,塗師,田崎,小田,大坂,伊藤,堀端,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大坂,伊藤,春山,藤尾,堀端,田崎,小田,土ヶ端,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,土ヶ端,春山,塗師,田崎,小田,大坂,伊藤,堀端","R,R,R,R,R,R,R,R,R,R","L,L,L,R,R,L,R,R,R,R",,,,,,,"Yusuke, Mochinaga","Yuto, Tsuchigahata","Yuichiro, Haruyama","Takuma, Nushi","Tasaki, Shu","Shu, Oda","Yuki, Osaka","Koichiro, Ito","Taiki, Horibata",
11,3.0,12.0,2025/8/10,1208.151818,693.151819,1754784066,1.0,3.0,持永,Right,TOK,1,batter1,Right,JR盛岡,1,Bottom,0,2,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,131.0,1.077,-0.487,,,JR盛岡,#3217e5,JR,TOK,#217fc4,東大, きたぎんボールパーク_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2522120011,ボール,,1206,https://youtu.be/DHOI4w33W04&t=1206,636,https://youtu.be/J2BhUppezNE&t=636,土ヶ端,春山,塗師,田崎,小田,大坂,伊藤,堀端,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大坂,伊藤,春山,藤尾,堀端,田崎,小田,土ヶ端,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,土ヶ端,春山,塗師,田崎,小田,大坂,伊藤,堀端","R,R,R,R,R,R,R,R,R,R","L,L,L,R,R,L,R,R,R,R",,,,,,,"Yusuke, Mochinaga","Yuto, Tsuchigahata","Yuichiro, Haruyama","Takuma, Nushi","Tasaki, Shu","Shu, Oda","Yuki, Osaka","Koichiro, Ito","Taiki, Horibata",
12,4.0,13.0,2025/8/10,1223.906929,708.9069297,1754784081,1.0,4.0,持永,Right,TOK,1,batter1,Right,JR盛岡,1,Bottom,0,3,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,130.0,0.518,0.164,,,JR盛岡,#3217e5,JR,TOK,#217fc4,東大, きたぎんボールパーク_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2522120012,見逃し,,1221,https://youtu.be/DHOI4w33W04&t=1221,652,https://youtu.be/J2BhUppezNE&t=652,土ヶ端,春山,塗師,田崎,小田,大坂,伊藤,堀端,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大坂,伊藤,春山,藤尾,堀端,田崎,小田,土ヶ端,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,土ヶ端,春山,塗師,田崎,小田,大坂,伊藤,堀端","R,R,R,R,R,R,R,R,R,R","L,L,L,R,R,L,R,R,R,R",,,,,,,"Yusuke, Mochinaga","Yuto, Tsuchigahata","Yuichiro, Haruyama","Takuma, Nushi","Tasaki, Shu","Shu, Oda","Yuki, Osaka","Koichiro, Ito","Taiki, Horibata",
13,5.0,14.0,2025/8/10,1237.006844,722.0068448,1754784094,1.0,5.0,持永,Right,TOK,1,batter1,Right,JR盛岡,1,Bottom,0,3,1,Slider,InPlay,Undefined,FlyBall,Out,1,0,,120.0,0.67,0.212,46.36150969,18.55023193,JR盛岡,#3217e5,JR,TOK,#217fc4,東大, きたぎんボールパーク_120,B,夏季オープン戦,Normal,,,,,Undefined,,,,4,4,2522120013,二飛,,1235,https://youtu.be/DHOI4w33W04&t=1235,665,https://youtu.be/J2BhUppezNE&t=665,土ヶ端,春山,塗師,田崎,小田,大坂,伊藤,堀端,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大坂,伊藤,春山,藤尾,堀端,田崎,小田,土ヶ端,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,土ヶ端,春山,塗師,田崎,小田,大坂,伊藤,堀端","R,R,R,R,R,R,R,R,R,R","L,L,L,R,R,L,R,R,R,R",,,,,,,"Yusuke, Mochinaga","Yuto, Tsuchigahata","Yuichiro, Haruyama","Takuma, Nushi","Tasaki, Shu","Shu, Oda","Yuki, Osaka","Koichiro, Ito","Taiki, Horibata",
14,6.0,15.0,2025/8/10,1267.325604,752.3256059,1754784125,2.0,1.0,持永,Right,TOK,2,batter2,Right,JR盛岡,1,Bottom,1,0,0,Fastball,InPlay,Undefined,FlyBall,Error,0,0,,130.0,0.574,0.096,105.4748629,-3.206495855,JR盛岡,#3217e5,JR,TOK,#217fc4,東大, きたぎんボールパーク_120,B,夏季オープン戦,Normal,,,,,Undefined,,伊藤,,8,8E,2522120014,中飛失,,1265,https://youtu.be/DHOI4w33W04&t=1265,687,https://youtu.be/J2BhUppezNE&t=687,土ヶ端,春山,塗師,田崎,小田,大坂,伊藤,堀端,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大坂,伊藤,春山,藤尾,堀端,田崎,小田,土ヶ端,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,土ヶ端,春山,塗師,田崎,小田,大坂,伊藤,堀端","R,R,R,R,R,R,R,R,R,R","L,L,L,R,R,L,R,R,R,R",,,,,,,"Yusuke, Mochinaga","Yuto, Tsuchigahata","Yuichiro, Haruyama","Takuma, Nushi","Tasaki, Shu","Shu, Oda","Yuki, Osaka","Koichiro, Ito","Taiki, Horibata","Koichiro, Ito"
15,,,2025/8/10,1318.850041,803.8500419,1754784176,,,持永,Right,TOK,3,batter3,Right,JR盛岡,1,Bottom,1,0,0,,,,,,0,0,,,,,,,JR盛岡,#3217e5,JR,TOK,#217fc4,東大, きたぎんボールパーク_120,B,夏季オープン戦,Normal,2,,batter2,,PickOff,,,,"1,6","1,6",2522120015,牽制,,1316,https://youtu.be/DHOI4w33W04&t=1316,718,https://youtu.be/J2BhUppezNE&t=718,土ヶ端,春山,塗師,田崎,小田,大坂,伊藤,堀端,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大坂,伊藤,春山,藤尾,堀端,田崎,小田,土ヶ端,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,土ヶ端,春山,塗師,田崎,小田,大坂,伊藤,堀端","R,R,R,R,R,R,R,R,R,R","L,L,L,R,R,L,R,R,R,R",,,,,,,"Yusuke, Mochinaga","Yuto, Tsuchigahata","Yuichiro, Haruyama","Takuma, Nushi","Tasaki, Shu","Shu, Oda","Yuki, Osaka","Koichiro, Ito","Taiki, Horibata",
16,7.0,16.0,2025/8/10,1336.235638,821.2356386,1754784194,3.0,1.0,持永,Right,TOK,3,batter3,Right,JR盛岡,1,Bottom,1,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,123.0,1.203,-0.292,,,JR盛岡,#3217e5,JR,TOK,#217fc4,東大, きたぎんボールパーク_120,B,夏季オープン戦,Normal,2,,batter2,,Nothing,,,,,,2522120016,ボール,,1334,https://youtu.be/DHOI4w33W04&t=1334,736,https://youtu.be/J2BhUppezNE&t=736,土ヶ端,春山,塗師,田崎,小田,大坂,伊藤,堀端,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大坂,伊藤,春山,藤尾,堀端,田崎,小田,土ヶ端,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,土ヶ端,春山,塗師,田崎,小田,大坂,伊藤,堀端","R,R,R,R,R,R,R,R,R,R","L,L,L,R,R,L,R,R,R,R",,,,,,,"Yusuke, Mochinaga","Yuto, Tsuchigahata","Yuichiro, Haruyama","Takuma, Nushi","Tasaki, Shu","Shu, Oda","Yuki, Osaka","Koichiro, Ito","Taiki, Horibata",
17,8.0,17.0,2025/8/10,1353.337255,838.337256,1754784211,3.0,2.0,持永,Right,TOK,3,batter3,Right,JR盛岡,1,Bottom,1,1,0,Slider,FoulBall,Undefined,GroundBall,Undefined,0,0,,123.0,0.514,-0.12,6.469531622,155.7722547,JR盛岡,#3217e5,JR,TOK,#217fc4,東大, きたぎんボールパーク_120,B,夏季オープン戦,Normal,2,,batter2,,Undefined,,,,,,2522120017,ファール,,1351,https://youtu.be/DHOI4w33W04&t=1351,753,https://youtu.be/J2BhUppezNE&t=753,土ヶ端,春山,塗師,田崎,小田,大坂,伊藤,堀端,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大坂,伊藤,春山,藤尾,堀端,田崎,小田,土ヶ端,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,土ヶ端,春山,塗師,田崎,小田,大坂,伊藤,堀端","R,R,R,R,R,R,R,R,R,R","L,L,L,R,R,L,R,R,R,R",,,,,,,"Yusuke, Mochinaga","Yuto, Tsuchigahata","Yuichiro, Haruyama","Takuma, Nushi","Tasaki, Shu","Shu, Oda","Yuki, Osaka","Koichiro, Ito","Taiki, Horibata",
18,9.0,18.0,2025/8/10,1383.320491,868.3204927,1754784241,3.0,3.0,持永,Right,TOK,3,batter3,Right,JR盛岡,1,Bottom,1,1,1,TwoSeamFastBall,BallCalled,Undefined,Undefined,Undefined,0,0,,126.0,0.277,-0.016,,,JR盛岡,#3217e5,JR,TOK,#217fc4,東大, きたぎんボールパーク_120,B,夏季オープン戦,Normal,2,,batter2,,Nothing,,,,,,2522120018,ボール,,1381,https://youtu.be/DHOI4w33W04&t=1381,783,https://youtu.be/J2BhUppezNE&t=783,土ヶ端,春山,塗師,田崎,小田,大坂,伊藤,堀端,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大坂,伊藤,春山,藤尾,堀端,田崎,小田,土ヶ端,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,土ヶ端,春山,塗師,田崎,小田,大坂,伊藤,堀端","R,R,R,R,R,R,R,R,R,R","L,L,L,R,R,L,R,R,R,R",,,,,,,"Yusuke, Mochinaga","Yuto, Tsuchigahata","Yuichiro, Haruyama","Takuma, Nushi","Tasaki, Shu","Shu, Oda","Yuki, Osaka","Koichiro, Ito","Taiki, Horibata",
19,10.0,19.0,2025/8/10,1404.091186,889.0911868,1754784261,3.0,4.0,持永,Right,TOK,3,batter3,Right,JR盛岡,1,Bottom,1,2,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,120.0,0.143,-0.393,,,JR盛岡,#3217e5,JR,TOK,#217fc4,東大, きたぎんボールパーク_120,B,夏季オープン戦,Normal,2,,batter2,,PassBall,batter2,,,,,2522120019,ボール[PB],,1402,https://youtu.be/DHOI4w33W04&t=1402,803,https://youtu.be/J2BhUppezNE&t=803,土ヶ端,春山,塗師,田崎,小田,大坂,伊藤,堀端,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大坂,伊藤,春山,藤尾,堀端,田崎,小田,土ヶ端,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,土ヶ端,春山,塗師,田崎,小田,大坂,伊藤,堀端","R,R,R,R,R,R,R,R,R,R","L,L,L,R,R,L,R,R,R,R",,,,,,,"Yusuke, Mochinaga","Yuto, Tsuchigahata","Yuichiro, Haruyama","Takuma, Nushi","Tasaki, Shu","Shu, Oda","Yuki, Osaka","Koichiro, Ito","Taiki, Horibata",
20,11.0,20.0,2025/8/10,1449.787004,934.7870059,1754784307,3.0,5.0,持永,Right,TOK,3,batter3,Right,JR盛岡,1,Bottom,1,3,1,Curveball,BallCalled,Walk,Undefined,Undefined,0,0,,106.0,0.21,0.12,,,JR盛岡,#3217e5,JR,TOK,#217fc4,東大, きたぎんボールパーク_120,B,夏季オープン戦,Normal,3,,,batter2,Nothing,,,,,,2522120020,四球,,1447,https://youtu.be/DHOI4w33W04&t=1447,849,https://youtu.be/J2BhUppezNE&t=849,土ヶ端,春山,塗師,田崎,小田,大坂,伊藤,堀端,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大坂,伊藤,春山,藤尾,堀端,田崎,小田,土ヶ端,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,土ヶ端,春山,塗師,田崎,小田,大坂,伊藤,堀端","R,R,R,R,R,R,R,R,R,R","L,L,L,R,R,L,R,R,R,R",,,,,,,"Yusuke, Mochinaga","Yuto, Tsuchigahata","Yuichiro, Haruyama","Takuma, Nushi","Tasaki, Shu","Shu, Oda","Yuki, Osaka","Koichiro, Ito","Taiki, Horibata",
21,12.0,21.0,2025/8/10,1499.661142,984.6611426,1754784357,4.0,1.0,持永,Right,TOK,4,batter4,Right,JR盛岡,1,Bottom,1,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,132.0,0.922,-0.44,,,JR盛岡,#3217e5,JR,TOK,#217fc4,東大, きたぎんボールパーク_120,B,夏季オープン戦,Normal,"1,3",batter3,,batter2,Nothing,,,,,,2522120021,ボール,,1497,https://youtu.be/DHOI4w33W04&t=1497,869,https://youtu.be/J2BhUppezNE&t=869,土ヶ端,春山,塗師,田崎,小田,大坂,伊藤,堀端,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大坂,伊藤,春山,藤尾,堀端,田崎,小田,土ヶ端,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,土ヶ端,春山,塗師,田崎,小田,大坂,伊藤,堀端","R,R,R,R,R,R,R,R,R,R","L,L,L,R,R,L,R,R,R,R",,,,,,,"Yusuke, Mochinaga","Yuto, Tsuchigahata","Yuichiro, Haruyama","Takuma, Nushi","Tasaki, Shu","Shu, Oda","Yuki, Osaka","Koichiro, Ito","Taiki, Horibata",
22,13.0,22.0,2025/8/10,1518.538787,1003.538788,1754784376,4.0,2.0,持永,Right,TOK,4,batter4,Right,JR盛岡,1,Bottom,1,1,0,TwoSeamFastBall,FoulBall,Undefined,FlyBall,Undefined,0,0,,127.0,0.606,0.14,25.11708904,102.893744,JR盛岡,#3217e5,JR,TOK,#217fc4,東大, きたぎんボールパーク_120,B,夏季オープン戦,Normal,"1,3",batter3,,batter2,Undefined,,,,,,2522120022,ファール,,1516,https://youtu.be/DHOI4w33W04&t=1516,888,https://youtu.be/J2BhUppezNE&t=888,土ヶ端,春山,塗師,田崎,小田,大坂,伊藤,堀端,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","大坂,伊藤,春山,藤尾,堀端,田崎,小田,土ヶ端,塗師","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","持永,土ヶ端,春山,塗師,田崎,小田,大坂,伊藤,堀端","R,R,R,R,R,R,R,R,R,R","L,L,L,R,R,L,R,R,R,R",,,,,,,"Yusuke, Mochinaga","Yuto, Tsuchigahata","Yuichiro, Haruyama","Takuma, Nushi","Tasaki, Shu","Shu, Oda","Yuki, Osaka","Koichiro, Ito","Taiki, Horibata",
