count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,scored_person_romaji,run_person_romaji,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,No,Player ID,Pitcher_rapsodo_pitch,MLB ID,Date_rapsodo_pitch,Pitch ID,TaggedPitchType_rapsodo_pitch,IsStrike,PlateLocSide_rapsodo_pitch,PlateLocHeight_rapsodo_pitch,RelSpeed_rapsodo_pitch,SpinRate,TrueSpin,SpinEfficiency,Tilt,Spin Confidence,Extension,InducedVertBreak,HorzBreak,VB (spin),HB (spin),HorizontalRelAngle,RelAngle,RelHeight,RelSide,GyroDegree,Unique ID,Device Serial Number,HorzApprAngle,VertApprAngle,Session Name,Intent Type,unixtime,No_rapsodo_hit,Player ID_rapsodo_hit,Batter_rapsodo_hit,MLB ID_rapsodo_hit,Date_rapsodo_hit,HitID,ExitSpeed,RelSpeed_rapsodo_hit,Angle,Direction,HitSpinRate,Distance,HitSpinTilt,SpinConfidence,PlateLocSide_rapsodo_hit,PlateLocHeight_rapsodo_hit,ContactDepth,Batname,SerialNumber,Unique ID_rapsodo_hit,Session Name_rapsodo_hit,unixtime_rapsodo_hit,RelSpeed_opensen
84,35.0,83.0,2025/8/31,4296.838504,3516.838508,1756605920,1.0,4.0,高橋,Right,TOK,1,山﨑,Right,筑波大,3,Bottom,0,1,2,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,,128.29,0.27,0.012,,,筑波大,#73fdff,筑波大,TOK,#217fc4,東大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2524200084,ボール,,,,,,明石,横井,秋元,門田,小村,工藤,酒井,安田,"山﨑,吉田,西川,古賀,金子,原,松本,濱野,長野","安田,酒井,大原,工藤,横井,秋元,門田,明石,小村","角,吉田,西川,古賀,金子,原,松本,濱野,長野","高橋,明石,横井,秋元,門田,小村,工藤,酒井,安田","R,R,L,R,R,L,L,R,R,R","L,L,L,R,R,R,R,R,L,L",,,,,,,"Naoto, Takahashi","Ken, Akashi","Shuntaro, Yokoi","Ryo, Akimoto","Ryohei, Kadota","Osuke, Komura","Yudai, Kudo","Suguru, Sakai","Ken, Yasuda",,349.0,1182274.0,Naoto Takahashi,,1756573524.0,1756605924.0,ChangeUp,N,-0.0208,0.0978999999999999,128.29,767.3,746.7,97.31,01:28,1.0,2.1403484,36.8,13.7,21.3,20.8,-1.06,-3.92,1.93,0.14,-13.31,1182274@1756605924,V3P4DLKO0850A,0.001336421,-9.634657,untitled,,1756605921.0,475.0,1410206.0,tokyobbc_rapsodo Player_052,,1756573523.0,1756605923.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410206@1756605923,untitled,1756605920.0,
85,36.0,84.0,2025/8/31,4312.914286,3532.91429,1756605936,1.0,5.0,高橋,Right,TOK,1,山﨑,Right,筑波大,3,Bottom,0,2,2,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,,129.14,0.097,0.26,,,筑波大,#73fdff,筑波大,TOK,#217fc4,東大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2524200085,ボール,,,,,,明石,横井,秋元,門田,小村,工藤,酒井,安田,"山﨑,吉田,西川,古賀,金子,原,松本,濱野,長野","安田,酒井,大原,工藤,横井,秋元,門田,明石,小村","角,吉田,西川,古賀,金子,原,松本,濱野,長野","高橋,明石,横井,秋元,門田,小村,工藤,酒井,安田","R,R,L,R,R,L,L,R,R,R","L,L,L,R,R,R,R,R,L,L",,,,,,,"Naoto, Takahashi","Ken, Akashi","Shuntaro, Yokoi","Ryo, Akimoto","Ryohei, Kadota","Osuke, Komura","Yudai, Kudo","Suguru, Sakai","Ken, Yasuda",,348.0,1182274.0,Naoto Takahashi,,1756573540.0,1756605940.0,ChangeUp,N,0.1326,0.1875,129.14,1620.31,1608.9,99.3,00:54,1.0,2.1215153,38.3,34.6,43.5,22.5,-1.23,-3.65,1.94,0.13,6.79,1182274@1756605940,V3P4DLKO0850A,1.4692053,-9.318514,untitled,,1756605937.0,474.0,1410206.0,tokyobbc_rapsodo Player_052,,1756573539.0,1756605939.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410206@1756605939,untitled,1756605936.0,
86,37.0,85.0,2025/8/31,4329.602821,3549.602824,1756605952,1.0,6.0,高橋,Right,TOK,1,山﨑,Right,筑波大,3,Bottom,0,3,2,ChangeUp,BallCalled,Walk,Undefined,Undefined,0,0,,126.66,1.37,-0.124,,,筑波大,#73fdff,筑波大,TOK,#217fc4,東大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2524200086,四球,,,,,,明石,横井,秋元,門田,小村,工藤,酒井,安田,"山﨑,吉田,西川,古賀,金子,原,松本,濱野,長野","安田,酒井,大原,工藤,横井,秋元,門田,明石,小村","角,吉田,西川,古賀,金子,原,松本,濱野,長野","高橋,明石,横井,秋元,門田,小村,工藤,酒井,安田","R,R,L,R,R,L,L,R,R,R","L,L,L,R,R,R,R,R,L,L",,,,,,,"Naoto, Takahashi","Ken, Akashi","Shuntaro, Yokoi","Ryo, Akimoto","Ryohei, Kadota","Osuke, Komura","Yudai, Kudo","Suguru, Sakai","Ken, Yasuda",,347.0,1182274.0,Naoto Takahashi,,1756573558.0,1756605958.0,Slider,N,0.0608999999999999,1.33,126.66,1541.45,1212.5,78.66,10:02,1.0,2.1039524,25.1,-19.8,18.9,-31.9,0.38,1.15,1.94,0.15,-38.13,1182274@1756605958,V3P4DLKO0850A,-1.1721106,-6.0937037,untitled,,1756605955.0,473.0,1410206.0,tokyobbc_rapsodo Player_052,,1756573557.0,1756605957.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410206@1756605957,untitled,1756605954.0,
87,38.0,86.0,2025/8/31,4368.824362,3588.824366,1756605992,2.0,1.0,高橋,Right,TOK,2,吉田,Left,筑波大,3,Bottom,0,0,0,ChangeUp,StrikeCalled,Undefined,Undefined,Undefined,0,0,,130.94,0.754,0.188,,,筑波大,#73fdff,筑波大,TOK,#217fc4,東大,TodaiStadium,A,夏季オープン戦,Normal,1,山﨑,,,Nothing,,,,,,2524200087,見逃し,,,,,,明石,横井,秋元,門田,小村,工藤,酒井,安田,"山﨑,吉田,西川,古賀,金子,原,松本,濱野,長野","安田,酒井,大原,工藤,横井,秋元,門田,明石,小村","角,吉田,西川,古賀,金子,原,松本,濱野,長野","高橋,明石,横井,秋元,門田,小村,工藤,酒井,安田","R,R,L,R,R,L,L,R,R,R","L,L,L,R,R,R,R,R,L,L",,,,,,,"Naoto, Takahashi","Ken, Akashi","Shuntaro, Yokoi","Ryo, Akimoto","Ryohei, Kadota","Osuke, Komura","Yudai, Kudo","Suguru, Sakai","Ken, Yasuda",,346.0,1182274.0,Naoto Takahashi,,1756573596.0,1756605996.0,ChangeUp,Y,0.2438,0.8572,130.94,1854.34,1817.4,98.01,01:08,1.0,2.1256542,43.0,31.1,42.7,29.5,-1.07,-1.46,1.92,0.23,11.46,1182274@1756605996,V3P4DLKO0850A,1.3493176,-6.5293303,untitled,,1756605993.0,472.0,1410206.0,tokyobbc_rapsodo Player_052,,1756573596.0,1756605996.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410206@1756605996,untitled,1756605993.0,
88,39.0,87.0,2025/8/31,4385.339473,3605.339477,1756606008,2.0,2.0,高橋,Right,TOK,2,吉田,Left,筑波大,3,Bottom,0,0,1,ChangeUp,InPlay,Undefined,GroundBall,Single,0,0,,132.33,0.722,0.16,54.72219898,-27.53197675,筑波大,#73fdff,筑波大,TOK,#217fc4,東大,TodaiStadium,A,夏季オープン戦,Normal,1,山﨑,,,Undefined,,,,7,7,2524200088,左安,,,,,,明石,横井,秋元,門田,小村,工藤,酒井,安田,"山﨑,吉田,西川,古賀,金子,原,松本,濱野,長野","安田,酒井,大原,工藤,横井,秋元,門田,明石,小村","角,吉田,西川,古賀,金子,原,松本,濱野,長野","高橋,明石,横井,秋元,門田,小村,工藤,酒井,安田","R,R,L,R,R,L,L,R,R,R","L,L,L,R,R,R,R,R,L,L",,,,,,,"Naoto, Takahashi","Ken, Akashi","Shuntaro, Yokoi","Ryo, Akimoto","Ryohei, Kadota","Osuke, Komura","Yudai, Kudo","Suguru, Sakai","Ken, Yasuda",,345.0,1182274.0,Naoto Takahashi,,1756573613.0,1756606013.0,ChangeUp,Y,0.174,0.6133,132.33,1694.01,1651.0,97.46,01:02,1.0,2.1528606,44.1,32.9,41.1,25.4,-1.38,-2.38,1.89,0.23,12.93,1182274@1756606013,V3P4DLKO0850A,1.1969541,-7.196625,untitled,,1756606010.0,471.0,1410206.0,tokyobbc_rapsodo Player_052,,1756573613.0,1756606013.0,96.4,,11.0,-18.6,2784.9429,33.6,00:42,1.0,-41.9,7.7,11.1,,V3P4DLKO0850A,1410206@1756606013,untitled,1756606010.0,
89,,,2025/8/31,4450.838707,3670.83871,1756606074,,,高橋,Right,TOK,3,西川,Right,筑波大,3,Bottom,0,0,0,,,,,,0,0,,,,,,,筑波大,#73fdff,筑波大,TOK,#217fc4,東大,TodaiStadium,A,夏季オープン戦,Normal,"1,2",吉田,山﨑,,PickOff,,,,"1,6","1,6",2524200089,牽制,,,,,,明石,横井,秋元,門田,小村,工藤,酒井,安田,"山﨑,吉田,西川,古賀,金子,原,松本,濱野,長野","安田,酒井,大原,工藤,横井,秋元,門田,明石,小村","角,吉田,西川,古賀,金子,原,松本,濱野,長野","高橋,明石,横井,秋元,門田,小村,工藤,酒井,安田","R,R,L,R,R,L,L,R,R,R","L,L,L,R,R,R,R,R,L,L",,,,,,,"Naoto, Takahashi","Ken, Akashi","Shuntaro, Yokoi","Ryo, Akimoto","Ryohei, Kadota","Osuke, Komura","Yudai, Kudo","Suguru, Sakai","Ken, Yasuda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,40.0,88.0,2025/8/31,4469.618126,3689.618129,1756606092,3.0,1.0,高橋,Right,TOK,3,西川,Right,筑波大,3,Bottom,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,131.55,1.026,-0.092,,,筑波大,#73fdff,筑波大,TOK,#217fc4,東大,TodaiStadium,A,夏季オープン戦,Normal,"1,2",吉田,山﨑,,Nothing,,,,,,2524200090,ボール,,,,,,明石,横井,秋元,門田,小村,工藤,酒井,安田,"山﨑,吉田,西川,古賀,金子,原,松本,濱野,長野","安田,酒井,大原,工藤,横井,秋元,門田,明石,小村","角,吉田,西川,古賀,金子,原,松本,濱野,長野","高橋,明石,横井,秋元,門田,小村,工藤,酒井,安田","R,R,L,R,R,L,L,R,R,R","L,L,L,R,R,R,R,R,L,L",,,,,,,"Naoto, Takahashi","Ken, Akashi","Shuntaro, Yokoi","Ryo, Akimoto","Ryohei, Kadota","Osuke, Komura","Yudai, Kudo","Suguru, Sakai","Ken, Yasuda",,344.0,1182274.0,Naoto Takahashi,,1756573697.0,1756606097.0,ChangeUp,Y,-0.1182,1.0626,131.55,2243.85,2021.8,90.1,01:20,1.0,2.1361847,,,38.6,33.3,-1.62,-1.4,1.92,0.22,25.7,1182274@1756606097,V3P4DLKO0850A,-0.78271353,-5.084908,untitled,,1756606094.0,470.0,1410206.0,tokyobbc_rapsodo Player_052,,1756573696.0,1756606096.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410206@1756606096,untitled,1756606093.0,
91,41.0,89.0,2025/8/31,4494.25273,3714.252733,1756606117,3.0,2.0,高橋,Right,TOK,3,西川,Right,筑波大,3,Bottom,0,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,134.71,0.738,-0.387,,,筑波大,#73fdff,筑波大,TOK,#217fc4,東大,TodaiStadium,A,夏季オープン戦,Normal,"1,2",吉田,山﨑,,Nothing,,,,,,2524200091,ボール,,,,,,明石,横井,秋元,門田,小村,工藤,酒井,安田,"山﨑,吉田,西川,古賀,金子,原,松本,濱野,長野","安田,酒井,大原,工藤,横井,秋元,門田,明石,小村","角,吉田,西川,古賀,金子,原,松本,濱野,長野","高橋,明石,横井,秋元,門田,小村,工藤,酒井,安田","R,R,L,R,R,L,L,R,R,R","L,L,L,R,R,R,R,R,L,L",,,,,,,"Naoto, Takahashi","Ken, Akashi","Shuntaro, Yokoi","Ryo, Akimoto","Ryohei, Kadota","Osuke, Komura","Yudai, Kudo","Suguru, Sakai","Ken, Yasuda",,343.0,1182274.0,Naoto Takahashi,,1756573721.0,1756606121.0,ChangeUp,N,-0.5168,0.8409,134.71,2297.27,2074.1,90.29,00:56,1.0,2.1454334,66.1,10.3,45.8,24.7,-2.68,-2.41,1.9,0.12,25.46,1182274@1756606121,V3P4DLKO0850A,-1.8612334,-5.520195,untitled,,1756606118.0,469.0,1410206.0,tokyobbc_rapsodo Player_052,,1756573721.0,1756606121.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410206@1756606121,untitled,1756606118.0,
92,42.0,90.0,2025/8/31,4512.001347,3732.001351,1756606135,3.0,3.0,高橋,Right,TOK,3,西川,Right,筑波大,3,Bottom,0,2,0,Cutter,StrikeCalled,Undefined,Undefined,Undefined,0,0,,123.92,0.786,-0.16,,,筑波大,#73fdff,筑波大,TOK,#217fc4,東大,TodaiStadium,A,夏季オープン戦,Normal,"1,2",吉田,山﨑,,Nothing,,,,,,2524200092,見逃し,,,,,,明石,横井,秋元,門田,小村,工藤,酒井,安田,"山﨑,吉田,西川,古賀,金子,原,松本,濱野,長野","安田,酒井,大原,工藤,横井,秋元,門田,明石,小村","角,吉田,西川,古賀,金子,原,松本,濱野,長野","高橋,明石,横井,秋元,門田,小村,工藤,酒井,安田","R,R,L,R,R,L,L,R,R,R","L,L,L,R,R,R,R,R,L,L",,,,,,,"Naoto, Takahashi","Ken, Akashi","Shuntaro, Yokoi","Ryo, Akimoto","Ryohei, Kadota","Osuke, Komura","Yudai, Kudo","Suguru, Sakai","Ken, Yasuda",,342.0,1182274.0,Naoto Takahashi,,1756573740.0,1756606140.0,Slider,Y,-0.1929,0.9208,123.92,2337.12,497.8,21.3,11:30,1.0,1.9890919,18.6,-12.2,11.5,-5.8,-0.74,0.07,1.93,0.14,77.7,1182274@1756606140,V3P4DLKO0850A,-1.6727984,-7.735224,untitled,,1756606137.0,468.0,1410206.0,tokyobbc_rapsodo Player_052,,1756573739.0,1756606139.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410206@1756606139,untitled,1756606136.0,
93,43.0,91.0,2025/8/31,4532.918664,3752.918667,1756606156,3.0,4.0,高橋,Right,TOK,3,西川,Right,筑波大,3,Bottom,0,2,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,116.3,0.237,-0.3,,,筑波大,#73fdff,筑波大,TOK,#217fc4,東大,TodaiStadium,A,夏季オープン戦,Normal,"1,2",吉田,山﨑,,WildPitch,"山﨑,吉田",,,,,2524200093,ボール[WP],,,,,,明石,横井,秋元,門田,小村,工藤,酒井,安田,"山﨑,吉田,西川,古賀,金子,原,松本,濱野,長野","安田,酒井,大原,工藤,横井,秋元,門田,明石,小村","角,吉田,西川,古賀,金子,原,松本,濱野,長野","高橋,明石,横井,秋元,門田,小村,工藤,酒井,安田","R,R,L,R,R,L,L,R,R,R","L,L,L,R,R,R,R,R,L,L",,,,,,,"Naoto, Takahashi","Ken, Akashi","Shuntaro, Yokoi","Ryo, Akimoto","Ryohei, Kadota","Osuke, Komura","Yudai, Kudo","Suguru, Sakai","Ken, Yasuda",,341.0,1182274.0,Naoto Takahashi,,1756573761.0,1756606161.0,Slider,N,-0.2692,0.1757,116.3,2179.21,642.0,29.46,06:42,1.0,2.1318092,-4.0,-29.6,-19.0,-9.9,-0.35,-1.29,1.92,0.12,72.87,1182274@1756606161,V3P4DLKO0850A,-2.631999,-11.837879,untitled,,1756606158.0,467.0,1410206.0,tokyobbc_rapsodo Player_052,,1756573760.0,1756606160.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410206@1756606160,untitled,1756606157.0,
94,44.0,92.0,2025/8/31,4581.083931,3801.083935,1756606204,3.0,5.0,高橋,Right,TOK,3,西川,Right,筑波大,3,Bottom,0,3,1,Cutter,FoulBall,Undefined,FlyBall,Undefined,0,0,,123.95,0.602,-0.016,31.31987754,119.9456834,筑波大,#73fdff,筑波大,TOK,#217fc4,東大,TodaiStadium,A,夏季オープン戦,Normal,"2,3",,吉田,山﨑,Undefined,,,,,,2524200094,ファール,,,,,,明石,横井,秋元,門田,小村,工藤,酒井,安田,"山﨑,吉田,西川,古賀,金子,原,松本,濱野,長野","安田,酒井,大原,工藤,横井,秋元,門田,明石,小村","角,吉田,西川,古賀,金子,原,松本,濱野,長野","高橋,明石,横井,秋元,門田,小村,工藤,酒井,安田","R,R,L,R,R,L,L,R,R,R","L,L,L,R,R,R,R,R,L,L",,,,,,,"Naoto, Takahashi","Ken, Akashi","Shuntaro, Yokoi","Ryo, Akimoto","Ryohei, Kadota","Osuke, Komura","Yudai, Kudo","Suguru, Sakai","Ken, Yasuda",,340.0,1182274.0,Naoto Takahashi,,1756573809.0,1756606209.0,Slider,Y,-0.2171,0.539,123.95,2406.34,621.7,25.83,11:24,1.0,2.102827,20.1,-14.8,14.1,-7.1,-0.71,-1.46,1.93,0.13,75.03,1182274@1756606209,V3P4DLKO0850A,-1.85189,-9.0106125,untitled,,1756606206.0,466.0,1410206.0,tokyobbc_rapsodo Player_052,,1756573808.0,1756606208.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410206@1756606208,untitled,1756606205.0,
95,45.0,93.0,2025/8/31,4608.615077,3828.61508,1756606231,3.0,6.0,高橋,Right,TOK,3,西川,Right,筑波大,3,Bottom,0,3,2,Slider,InPlay,Undefined,LineDrive,Out,1,0,,134.35,0.786,0.18,33.24445823,-63.66231183,筑波大,#73fdff,筑波大,TOK,#217fc4,東大,TodaiStadium,A,夏季オープン戦,Normal,"2,3",,吉田,山﨑,Undefined,,,,5,5,2524200095,三邪直,,,,,,明石,横井,秋元,門田,小村,工藤,酒井,安田,"山﨑,吉田,西川,古賀,金子,原,松本,濱野,長野","安田,酒井,大原,工藤,横井,秋元,門田,明石,小村","角,吉田,西川,古賀,金子,原,松本,濱野,長野","高橋,明石,横井,秋元,門田,小村,工藤,酒井,安田","R,R,L,R,R,L,L,R,R,R","L,L,L,R,R,R,R,R,L,L",,,,,,,"Naoto, Takahashi","Ken, Akashi","Shuntaro, Yokoi","Ryo, Akimoto","Ryohei, Kadota","Osuke, Komura","Yudai, Kudo","Suguru, Sakai","Ken, Yasuda",,339.0,1182274.0,Naoto Takahashi,,1756573836.0,1756606236.0,ChangeUp,Y,0.2349,0.7990999999999999,134.35,1970.31,1933.4,98.12,01:02,1.0,2.052208,,,44.8,27.4,-0.3,-2.65,1.92,0.11,11.12,1182274@1756606236,V3P4DLKO0850A,1.3339477,-5.5506625,untitled,,1756606233.0,110.0,1184572.0,Ryou Sadoshima,,1756573835.0,1756606235.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,,RCE20ZCGP53R,1184572@1756606235,untitled,1756606232.0,
96,46.0,94.0,2025/8/31,4649.533792,3869.533795,1756606272,4.0,1.0,高橋,Right,TOK,4,古賀,Right,筑波大,3,Bottom,1,0,0,Slider,InPlay,Undefined,Popup,Out,1,0,,110.47,,,52.59536664,20.3914972,筑波大,#73fdff,筑波大,TOK,#217fc4,東大,TodaiStadium,A,夏季オープン戦,Normal,"2,3",,吉田,山﨑,Undefined,,,,4,4,2524200096,二飛,,,,,,明石,横井,秋元,門田,小村,工藤,酒井,安田,"山﨑,吉田,西川,古賀,金子,原,松本,濱野,長野","安田,酒井,大原,工藤,横井,秋元,門田,明石,小村","角,吉田,西川,古賀,金子,原,松本,濱野,長野","高橋,明石,横井,秋元,門田,小村,工藤,酒井,安田","R,R,L,R,R,L,L,R,R,R","L,L,L,R,R,R,R,R,L,L",,,,,,,"Naoto, Takahashi","Ken, Akashi","Shuntaro, Yokoi","Ryo, Akimoto","Ryohei, Kadota","Osuke, Komura","Yudai, Kudo","Suguru, Sakai","Ken, Yasuda",,338.0,1182274.0,Naoto Takahashi,,1756573877.0,1756606277.0,Curveball,Y,-0.1333,0.9932,110.47,2297.4,1586.8,69.07,07:38,1.0,2.1827354,,,-30.7,-37.0,0.33,2.01,1.95,0.04,46.32,1182274@1756606277,V3P4DLKO0850A,-1.7338679,-9.665907,untitled,,1756606274.0,464.0,1410206.0,tokyobbc_rapsodo Player_052,,1756573876.0,1756606276.0,134.7,,55.9,0.7,2202.1296,2.4,11:34,1.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410206@1756606276,untitled,1756606273.0,
97,47.0,95.0,2025/8/31,4699.757332,3919.757336,1756606323,5.0,1.0,高橋,Right,TOK,5,金子,Left,筑波大,3,Bottom,2,0,0,ChangeUp,StrikeCalled,Undefined,Undefined,Undefined,0,0,,132.8,0.526,0.232,,,筑波大,#73fdff,筑波大,TOK,#217fc4,東大,TodaiStadium,A,夏季オープン戦,Normal,"2,3",,吉田,山﨑,Nothing,,,,,,2524200097,見逃し,,,,,,明石,横井,秋元,門田,小村,工藤,酒井,安田,"山﨑,吉田,西川,古賀,金子,原,松本,濱野,長野","安田,酒井,大原,工藤,横井,秋元,門田,明石,小村","角,吉田,西川,古賀,金子,原,松本,濱野,長野","高橋,明石,横井,秋元,門田,小村,工藤,酒井,安田","R,R,L,R,R,L,L,R,R,R","L,L,L,R,R,R,R,R,L,L",,,,,,,"Naoto, Takahashi","Ken, Akashi","Shuntaro, Yokoi","Ryo, Akimoto","Ryohei, Kadota","Osuke, Komura","Yudai, Kudo","Suguru, Sakai","Ken, Yasuda",,337.0,1182274.0,Naoto Takahashi,,1756573929.0,1756606329.0,ChangeUp,Y,0.2072,0.5553,132.8,1862.2,1739.8,93.43,01:10,1.0,2.1952915,47.7,17.4,39.2,28.3,-0.64,-2.93,1.91,0.21,20.89,1182274@1756606329,V3P4DLKO0850A,0.7021768,-7.0857563,untitled,,1756606326.0,35.0,972881.0,TokyoBBC Right,,1756573926.0,1756606326.0,0.0,143.6,0.0,0.0,,0.0,,0.0,0.0,0.0,,,RCE20ZCGP53R,972881@1756606326,untitled,1756606323.0,
98,48.0,96.0,2025/8/31,4720.697662,3940.697665,1756606343,5.0,2.0,高橋,Right,TOK,5,金子,Left,筑波大,3,Bottom,2,0,1,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,139.39,0.626,0.22,45.07607957,-62.93528899,筑波大,#73fdff,筑波大,TOK,#217fc4,東大,TodaiStadium,A,夏季オープン戦,Normal,"2,3",,吉田,山﨑,Undefined,,,,,,2524200098,ファール,,,,,,明石,横井,秋元,門田,小村,工藤,酒井,安田,"山﨑,吉田,西川,古賀,金子,原,松本,濱野,長野","安田,酒井,大原,工藤,横井,秋元,門田,明石,小村","角,吉田,西川,古賀,金子,原,松本,濱野,長野","高橋,明石,横井,秋元,門田,小村,工藤,酒井,安田","R,R,L,R,R,L,L,R,R,R","L,L,L,R,R,R,R,R,L,L",,,,,,,"Naoto, Takahashi","Ken, Akashi","Shuntaro, Yokoi","Ryo, Akimoto","Ryohei, Kadota","Osuke, Komura","Yudai, Kudo","Suguru, Sakai","Ken, Yasuda",,336.0,1182274.0,Naoto Takahashi,,1756573948.0,1756606348.0,ChangeUp,N,0.2626,0.7593000000000001,139.39,2324.53,2268.4,97.58,01:04,1.0,2.1795998,64.1,14.5,46.8,30.1,-0.27,-3.08,1.91,0.19,12.62,1182274@1756606348,V3P4DLKO0850A,0.86315125,-5.4154067,untitled,,1756606345.0,106.0,1184572.0,Ryou Sadoshima,,1756573945.0,1756606345.0,0.0,143.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,RCE20ZCGP53R,1184572@1756606345,untitled,1756606342.0,
99,49.0,97.0,2025/8/31,4753.099571,3973.099574,1756606376,5.0,3.0,高橋,Right,TOK,5,金子,Left,筑波大,3,Bottom,2,0,2,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,,125.5,0.658,0.587,,,筑波大,#73fdff,筑波大,TOK,#217fc4,東大,TodaiStadium,A,夏季オープン戦,Normal,"2,3",,吉田,山﨑,Nothing,,,,,,2524200099,ボール,,,,,,明石,横井,秋元,門田,小村,工藤,酒井,安田,"山﨑,吉田,西川,古賀,金子,原,松本,濱野,長野","安田,酒井,大原,工藤,横井,秋元,門田,明石,小村","角,吉田,西川,古賀,金子,原,松本,濱野,長野","高橋,明石,横井,秋元,門田,小村,工藤,酒井,安田","R,R,L,R,R,L,L,R,R,R","L,L,L,R,R,R,R,R,L,L",,,,,,,"Naoto, Takahashi","Ken, Akashi","Shuntaro, Yokoi","Ryo, Akimoto","Ryohei, Kadota","Osuke, Komura","Yudai, Kudo","Suguru, Sakai","Ken, Yasuda",,335.0,1182274.0,Naoto Takahashi,,1756573981.0,1756606381.0,ChangeUp,N,0.9011,0.722,125.5,1621.85,1604.5,98.93,01:18,1.0,2.1827335,31.4,49.0,37.8,31.3,0.76,-1.04,1.88,0.2,8.39,1182274@1756606381,V3P4DLKO0850A,4.6222134,-7.886539,untitled,,1756606378.0,461.0,1410206.0,tokyobbc_rapsodo Player_052,,1756573980.0,1756606380.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410206@1756606380,untitled,1756606377.0,
