count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,scored_person_romaji,run_person_romaji
0,1.0,1.0,2025/8/9,1643.0,1149.258134,1754704688,1.0,1.0,池田,Right,TOK,1,batter1,Left,函館大,1,Top,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,131.0,0.498,-0.793,,,TOK,#217fc4,東大,函館大,#4673ff,函館大, 滝沢_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2522020000,ボール,,1641.0,https://youtu.be/QbkEVR-F6BQ&t=1641,657.0,https://youtu.be/T-p8Vd6KwkU&t=0,土ヶ端,大沼,荒井孝,藤尾,今泉,村尾,伊藤滉,堀端,"鈴木,村尾,伊藤滉,大沼,藤尾,堀端,荒井孝,土ヶ端,今泉","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","池田,土ヶ端,大沼,荒井孝,藤尾,今泉,村尾,伊藤滉,堀端","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,L,R,R,L,R,R,L","R,L,R,R,R,R,R,R,R,R","Ikeda, Koshi","Yuto, Tsuchigahata","Onuma, Atomu","Kota, Arai","Shunsuke, Fujio","Rio, Imaizumi","Murao, Yusaku",,"Taiki, Horibata",,,,,,,
1,2.0,2.0,2025/8/9,1658.679002,1164.937136,1754704703,1.0,2.0,池田,Right,TOK,1,batter1,Left,函館大,1,Top,0,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,132.0,0.638,-0.42,,,TOK,#217fc4,東大,函館大,#4673ff,函館大, 滝沢_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2522020001,ボール,,1656.0,https://youtu.be/QbkEVR-F6BQ&t=1656,672.0,https://youtu.be/T-p8Vd6KwkU&t=0,土ヶ端,大沼,荒井孝,藤尾,今泉,村尾,伊藤滉,堀端,"鈴木,村尾,伊藤滉,大沼,藤尾,堀端,荒井孝,土ヶ端,今泉","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","池田,土ヶ端,大沼,荒井孝,藤尾,今泉,村尾,伊藤滉,堀端","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,L,R,R,L,R,R,L","R,L,R,R,R,R,R,R,R,R","Ikeda, Koshi","Yuto, Tsuchigahata","Onuma, Atomu","Kota, Arai","Shunsuke, Fujio","Rio, Imaizumi","Murao, Yusaku",,"Taiki, Horibata",,,,,,,
2,3.0,3.0,2025/8/9,1671.855939,1178.114073,1754704717,1.0,3.0,池田,Right,TOK,1,batter1,Left,函館大,1,Top,0,2,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,128.0,1.183,0.096,,,TOK,#217fc4,東大,函館大,#4673ff,函館大, 滝沢_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2522020002,ボール,,1669.0,https://youtu.be/QbkEVR-F6BQ&t=1669,685.0,https://youtu.be/T-p8Vd6KwkU&t=0,土ヶ端,大沼,荒井孝,藤尾,今泉,村尾,伊藤滉,堀端,"鈴木,村尾,伊藤滉,大沼,藤尾,堀端,荒井孝,土ヶ端,今泉","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","池田,土ヶ端,大沼,荒井孝,藤尾,今泉,村尾,伊藤滉,堀端","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,L,R,R,L,R,R,L","R,L,R,R,R,R,R,R,R,R","Ikeda, Koshi","Yuto, Tsuchigahata","Onuma, Atomu","Kota, Arai","Shunsuke, Fujio","Rio, Imaizumi","Murao, Yusaku",,"Taiki, Horibata",,,,,,,
3,4.0,4.0,2025/8/9,1685.442826,1191.70096,1754704730,1.0,4.0,池田,Right,TOK,1,batter1,Left,函館大,1,Top,0,3,0,Fastball,BallCalled,Walk,Undefined,Undefined,0,0,,129.0,0.626,-0.58,,,TOK,#217fc4,東大,函館大,#4673ff,函館大, 滝沢_120,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2522020003,四球,,1683.0,https://youtu.be/QbkEVR-F6BQ&t=1683,699.0,https://youtu.be/T-p8Vd6KwkU&t=0,土ヶ端,大沼,荒井孝,藤尾,今泉,村尾,伊藤滉,堀端,"鈴木,村尾,伊藤滉,大沼,藤尾,堀端,荒井孝,土ヶ端,今泉","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","池田,土ヶ端,大沼,荒井孝,藤尾,今泉,村尾,伊藤滉,堀端","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,L,R,R,L,R,R,L","R,L,R,R,R,R,R,R,R,R","Ikeda, Koshi","Yuto, Tsuchigahata","Onuma, Atomu","Kota, Arai","Shunsuke, Fujio","Rio, Imaizumi","Murao, Yusaku",,"Taiki, Horibata",,,,,,,
4,5.0,5.0,2025/8/9,1728.95924,1235.217374,1754704774,2.0,1.0,池田,Right,TOK,2,batter2,Right,函館大,1,Top,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,B2H,127.0,1.063,-0.407,,,TOK,#217fc4,東大,函館大,#4673ff,函館大, 滝沢_120,B,夏季オープン戦,Normal,1,batter1,,,Nothing,,,,,,2522020004,ボール,,1726.0,https://youtu.be/QbkEVR-F6BQ&t=1726,714.0,https://youtu.be/T-p8Vd6KwkU&t=0,土ヶ端,大沼,荒井孝,藤尾,今泉,村尾,伊藤滉,堀端,"鈴木,村尾,伊藤滉,大沼,藤尾,堀端,荒井孝,土ヶ端,今泉","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","池田,土ヶ端,大沼,荒井孝,藤尾,今泉,村尾,伊藤滉,堀端","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,L,R,R,L,R,R,L","R,L,R,R,R,R,R,R,R,R","Ikeda, Koshi","Yuto, Tsuchigahata","Onuma, Atomu","Kota, Arai","Shunsuke, Fujio","Rio, Imaizumi","Murao, Yusaku",,"Taiki, Horibata",,,,,,,
5,6.0,6.0,2025/8/9,1746.696958,1252.955092,1754704791,2.0,2.0,池田,Right,TOK,2,batter2,Right,函館大,1,Top,0,1,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,A2B,110.0,0.598,0.184,,,TOK,#217fc4,東大,函館大,#4673ff,函館大, 滝沢_120,B,夏季オープン戦,Normal,1,batter1,,,Nothing,,,,,,2522020005,見逃し,,1744.0,https://youtu.be/QbkEVR-F6BQ&t=1744,732.0,https://youtu.be/T-p8Vd6KwkU&t=0,土ヶ端,大沼,荒井孝,藤尾,今泉,村尾,伊藤滉,堀端,"鈴木,村尾,伊藤滉,大沼,藤尾,堀端,荒井孝,土ヶ端,今泉","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","池田,土ヶ端,大沼,荒井孝,藤尾,今泉,村尾,伊藤滉,堀端","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,L,R,R,L,R,R,L","R,L,R,R,R,R,R,R,R,R","Ikeda, Koshi","Yuto, Tsuchigahata","Onuma, Atomu","Kota, Arai","Shunsuke, Fujio","Rio, Imaizumi","Murao, Yusaku",,"Taiki, Horibata",,,,,,,
6,7.0,7.0,2025/8/9,1765.798063,1272.056197,1754704810,2.0,3.0,池田,Right,TOK,2,batter2,Right,函館大,1,Top,0,1,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.477,1.267,,,TOK,#217fc4,東大,函館大,#4673ff,函館大, 滝沢_120,B,夏季オープン戦,Normal,1,batter1,,,StolenBase,batter1,,,,,2522020006,ボール[盗塁],,1763.0,https://youtu.be/QbkEVR-F6BQ&t=1763,751.0,https://youtu.be/T-p8Vd6KwkU&t=0,土ヶ端,大沼,荒井孝,藤尾,今泉,村尾,伊藤滉,堀端,"鈴木,村尾,伊藤滉,大沼,藤尾,堀端,荒井孝,土ヶ端,今泉","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","池田,土ヶ端,大沼,荒井孝,藤尾,今泉,村尾,伊藤滉,堀端","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,L,R,R,L,R,R,L","R,L,R,R,R,R,R,R,R,R","Ikeda, Koshi","Yuto, Tsuchigahata","Onuma, Atomu","Kota, Arai","Shunsuke, Fujio","Rio, Imaizumi","Murao, Yusaku",,"Taiki, Horibata",,,,,,,
7,8.0,8.0,2025/8/9,1803.40404,1309.662174,1754704848,2.0,4.0,池田,Right,TOK,2,batter2,Right,函館大,1,Top,0,2,1,Slider,FoulBall,Undefined,LineDrive,Undefined,0,0,,114.0,0.83,0.112,26.92780742,132.7803444,TOK,#217fc4,東大,函館大,#4673ff,函館大, 滝沢_120,B,夏季オープン戦,Normal,2,,batter1,,Undefined,,,,,,2522020007,ファール,,1801.0,https://youtu.be/QbkEVR-F6BQ&t=1801,772.0,https://youtu.be/T-p8Vd6KwkU&t=0,土ヶ端,大沼,荒井孝,藤尾,今泉,村尾,伊藤滉,堀端,"鈴木,村尾,伊藤滉,大沼,藤尾,堀端,荒井孝,土ヶ端,今泉","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","池田,土ヶ端,大沼,荒井孝,藤尾,今泉,村尾,伊藤滉,堀端","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,L,R,R,L,R,R,L","R,L,R,R,R,R,R,R,R,R","Ikeda, Koshi","Yuto, Tsuchigahata","Onuma, Atomu","Kota, Arai","Shunsuke, Fujio","Rio, Imaizumi","Murao, Yusaku",,"Taiki, Horibata",,,,,,,
8,9.0,9.0,2025/8/9,1825.700315,1331.958449,1754704870,2.0,5.0,池田,Right,TOK,2,batter2,Right,函館大,1,Top,0,2,2,Fastball,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,133.0,0.494,-0.26,,,TOK,#217fc4,東大,函館大,#4673ff,函館大, 滝沢_120,B,夏季オープン戦,Normal,2,,batter1,,Nothing,,,,,,2522020008,見三振,,1823.0,https://youtu.be/QbkEVR-F6BQ&t=1823,786.0,https://youtu.be/T-p8Vd6KwkU&t=0,土ヶ端,大沼,荒井孝,藤尾,今泉,村尾,伊藤滉,堀端,"鈴木,村尾,伊藤滉,大沼,藤尾,堀端,荒井孝,土ヶ端,今泉","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","池田,土ヶ端,大沼,荒井孝,藤尾,今泉,村尾,伊藤滉,堀端","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,L,R,R,L,R,R,L","R,L,R,R,R,R,R,R,R,R","Ikeda, Koshi","Yuto, Tsuchigahata","Onuma, Atomu","Kota, Arai","Shunsuke, Fujio","Rio, Imaizumi","Murao, Yusaku",,"Taiki, Horibata",,,,,,,
9,10.0,10.0,2025/8/9,1853.462605,1359.720739,1754704898,3.0,1.0,池田,Right,TOK,3,batter3,Right,函館大,1,Top,1,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,113.0,1.11,0.196,,,TOK,#217fc4,東大,函館大,#4673ff,函館大, 滝沢_120,B,夏季オープン戦,Normal,2,,batter1,,Nothing,,,,,,2522020009,ボール,,1851.0,https://youtu.be/QbkEVR-F6BQ&t=1851,800.0,https://youtu.be/T-p8Vd6KwkU&t=0,土ヶ端,大沼,荒井孝,藤尾,今泉,村尾,伊藤滉,堀端,"鈴木,村尾,伊藤滉,大沼,藤尾,堀端,荒井孝,土ヶ端,今泉","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","池田,土ヶ端,大沼,荒井孝,藤尾,今泉,村尾,伊藤滉,堀端","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,R,L,R,R,L,R,R,L","R,L,R,R,R,R,R,R,R,R","Ikeda, Koshi","Yuto, Tsuchigahata","Onuma, Atomu","Kota, Arai","Shunsuke, Fujio","Rio, Imaizumi","Murao, Yusaku",,"Taiki, Horibata",,,,,,,
