count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,run_person_romaji,scored_person_romaji
146,32.0,140.0,2025/7/6,5163.718417,4233.718418,1751783473,5.0,2.0,工藤,Right,城西大,6,春山,Right,TOK,4,Bottom,2,0,1,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,113.0,0.077,-0.44,,,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,"1,2",深見,横井,,Nothing,,,,,,2518610146,空振り,,5161.0,https://youtu.be/y7jYekRX_ZQ&t=5161,3168.0,https://youtu.be/bsOruYtV_DQ&t=3168,小林,長隆,清水,岡村,海田,甲斐,古賀,山富,"大坂,鈴木,門田,横井,深見,春山,山本,堀端,今泉","甲斐,古賀,岡村,小林,長隆,新津,山富,海田,清水","増田,深見,春山,門田,横井,今泉,山本,堀端,大坂","工藤,小林,長隆,清水,岡村,海田,甲斐,古賀,山富","R,L,R,R,R,L,R,R,L,L","R,R,R,L,L,R,L,R,R,R",,,,,,,,,,,"Yuichiro, Haruyama","Yuto, Fukami","Shuntaro, Yokoi",,,
147,33.0,141.0,2025/7/6,5189.502531,4259.502533,1751783499,5.0,3.0,工藤,Right,城西大,6,春山,Right,TOK,4,Bottom,2,0,2,Curveball,InPlay,Undefined,GroundBall,Out,1,0,,108.0,0.283,-0.212,40.12233188,19.76716868,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,"1,2",深見,横井,,Undefined,,,,"4,3","4,3A",2518610147,二ゴ,,5187.0,https://youtu.be/y7jYekRX_ZQ&t=5187,3194.0,https://youtu.be/bsOruYtV_DQ&t=3194,小林,長隆,清水,岡村,海田,甲斐,古賀,山富,"大坂,鈴木,門田,横井,深見,春山,山本,堀端,今泉","甲斐,古賀,岡村,小林,長隆,新津,山富,海田,清水","増田,深見,春山,門田,横井,今泉,山本,堀端,大坂","工藤,小林,長隆,清水,岡村,海田,甲斐,古賀,山富","R,L,R,R,R,L,R,R,L,L","R,R,R,L,L,R,L,R,R,R",,,,,,,,,,,"Yuichiro, Haruyama","Yuto, Fukami","Shuntaro, Yokoi",,,
148,81.0,142.0,2025/7/6,5315.005204,4385.005205,1751783624,1.0,1.0,増田,Right,TOK,9,清水,Right,城西大,5,Top,0,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,120.0,0.03,-0.084,,,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2518610148,ボール,,5313.0,https://youtu.be/y7jYekRX_ZQ&t=5313,3290.0,https://youtu.be/bsOruYtV_DQ&t=3290,深見,春山,門田,横井,今泉,山本,堀端,大坂,"大坂,鈴木,門田,横井,深見,春山,山本,堀端,今泉","甲斐,古賀,岡村,小林,長隆,新津,山富,海田,清水","増田,深見,春山,門田,横井,今泉,山本,堀端,大坂","工藤,小林,長隆,清水,岡村,海田,甲斐,古賀,山富","R,L,R,R,R,L,R,R,L,L","R,R,R,L,L,R,L,R,R,R","Kosei, Masuda","Yuto, Fukami","Yuichiro, Haruyama","Ryohei, Kadota","Shuntaro, Yokoi","Rio, Imaizumi","Akira, Yamamoto","Taiki, Horibata","Yuki, Osaka",,,,,,,
149,82.0,143.0,2025/7/6,5331.740702,4401.740703,1751783641,1.0,2.0,増田,Right,TOK,9,清水,Right,城西大,5,Top,0,1,0,Splitter,StrikeCalled,Undefined,Undefined,Undefined,0,0,,127.0,0.562,0.228,,,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2518610149,見逃し,,5329.0,https://youtu.be/y7jYekRX_ZQ&t=5329,3306.0,https://youtu.be/bsOruYtV_DQ&t=3306,深見,春山,門田,横井,今泉,山本,堀端,大坂,"大坂,鈴木,門田,横井,深見,春山,山本,堀端,今泉","甲斐,古賀,岡村,小林,長隆,新津,山富,海田,清水","増田,深見,春山,門田,横井,今泉,山本,堀端,大坂","工藤,小林,長隆,清水,岡村,海田,甲斐,古賀,山富","R,L,R,R,R,L,R,R,L,L","R,R,R,L,L,R,L,R,R,R","Kosei, Masuda","Yuto, Fukami","Yuichiro, Haruyama","Ryohei, Kadota","Shuntaro, Yokoi","Rio, Imaizumi","Akira, Yamamoto","Taiki, Horibata","Yuki, Osaka",,,,,,,
150,83.0,144.0,2025/7/6,5342.706606,4412.706608,1751783652,1.0,3.0,増田,Right,TOK,9,清水,Right,城西大,5,Top,0,1,1,Splitter,StrikeCalled,Undefined,Undefined,Undefined,0,0,,121.0,0.526,0.124,,,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2518610150,見逃し,,5340.0,https://youtu.be/y7jYekRX_ZQ&t=5340,3317.0,https://youtu.be/bsOruYtV_DQ&t=3317,深見,春山,門田,横井,今泉,山本,堀端,大坂,"大坂,鈴木,門田,横井,深見,春山,山本,堀端,今泉","甲斐,古賀,岡村,小林,長隆,新津,山富,海田,清水","増田,深見,春山,門田,横井,今泉,山本,堀端,大坂","工藤,小林,長隆,清水,岡村,海田,甲斐,古賀,山富","R,L,R,R,R,L,R,R,L,L","R,R,R,L,L,R,L,R,R,R","Kosei, Masuda","Yuto, Fukami","Yuichiro, Haruyama","Ryohei, Kadota","Shuntaro, Yokoi","Rio, Imaizumi","Akira, Yamamoto","Taiki, Horibata","Yuki, Osaka",,,,,,,
151,84.0,145.0,2025/7/6,5359.302573,4429.302574,1751783668,1.0,4.0,増田,Right,TOK,9,清水,Right,城西大,5,Top,0,1,2,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,92.0,1.223,0.116,,,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2518610151,ボール,,5357.0,https://youtu.be/y7jYekRX_ZQ&t=5357,3334.0,https://youtu.be/bsOruYtV_DQ&t=3334,深見,春山,門田,横井,今泉,山本,堀端,大坂,"大坂,鈴木,門田,横井,深見,春山,山本,堀端,今泉","甲斐,古賀,岡村,小林,長隆,新津,山富,海田,清水","増田,深見,春山,門田,横井,今泉,山本,堀端,大坂","工藤,小林,長隆,清水,岡村,海田,甲斐,古賀,山富","R,L,R,R,R,L,R,R,L,L","R,R,R,L,L,R,L,R,R,R","Kosei, Masuda","Yuto, Fukami","Yuichiro, Haruyama","Ryohei, Kadota","Shuntaro, Yokoi","Rio, Imaizumi","Akira, Yamamoto","Taiki, Horibata","Yuki, Osaka",,,,,,,
152,85.0,146.0,2025/7/6,5372.336828,4442.33683,1751783681,1.0,5.0,増田,Right,TOK,9,清水,Right,城西大,5,Top,0,2,2,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,132.0,0.53,0.156,44.34698811,-7.645013272,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Undefined,,,,"6,3","6,3A",2518610152,遊ゴ,,5370.0,https://youtu.be/y7jYekRX_ZQ&t=5370,3347.0,https://youtu.be/bsOruYtV_DQ&t=3347,深見,春山,門田,横井,今泉,山本,堀端,大坂,"大坂,鈴木,門田,横井,深見,春山,山本,堀端,今泉","甲斐,古賀,岡村,小林,長隆,新津,山富,海田,清水","増田,深見,春山,門田,横井,今泉,山本,堀端,大坂","工藤,小林,長隆,清水,岡村,海田,甲斐,古賀,山富","R,L,R,R,R,L,R,R,L,L","R,R,R,L,L,R,L,R,R,R","Kosei, Masuda","Yuto, Fukami","Yuichiro, Haruyama","Ryohei, Kadota","Shuntaro, Yokoi","Rio, Imaizumi","Akira, Yamamoto","Taiki, Horibata","Yuki, Osaka",,,,,,,
153,86.0,147.0,2025/7/6,5408.43895,4478.438951,1751783718,2.0,1.0,増田,Right,TOK,1,緑川,Right,城西大,5,Top,1,0,0,Curveball,FoulBall,Undefined,GroundBall,Undefined,0,0,,95.0,,,20.58354575,-64.53665494,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Undefined,,,,,,2518610153,ファール,,5406.0,https://youtu.be/y7jYekRX_ZQ&t=5406,3367.0,https://youtu.be/bsOruYtV_DQ&t=3367,深見,春山,門田,横井,今泉,山本,堀端,大坂,"大坂,鈴木,門田,横井,深見,春山,山本,堀端,今泉","緑川,古賀,岡村,小林,長隆,新津,山富,海田,清水","増田,深見,春山,門田,横井,今泉,山本,堀端,大坂","工藤,小林,長隆,清水,岡村,海田,緑川,古賀,山富","R,L,R,R,R,L,R,R,L,L","R,R,R,L,L,R,L,R,R,R","Kosei, Masuda","Yuto, Fukami","Yuichiro, Haruyama","Ryohei, Kadota","Shuntaro, Yokoi","Rio, Imaizumi","Akira, Yamamoto","Taiki, Horibata","Yuki, Osaka",,,,,,,
154,87.0,148.0,2025/7/6,5430.337745,4500.337747,1751783739,2.0,2.0,増田,Right,TOK,1,緑川,Right,城西大,5,Top,1,0,1,Splitter,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,,,,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2518610154,見逃し,,5428.0,https://youtu.be/y7jYekRX_ZQ&t=5428,3375.0,https://youtu.be/bsOruYtV_DQ&t=3375,深見,春山,門田,横井,今泉,山本,堀端,大坂,"大坂,鈴木,門田,横井,深見,春山,山本,堀端,今泉","緑川,古賀,岡村,小林,長隆,新津,山富,海田,清水","増田,深見,春山,門田,横井,今泉,山本,堀端,大坂","工藤,小林,長隆,清水,岡村,海田,緑川,古賀,山富","R,L,R,R,R,L,R,R,L,L","R,R,R,L,L,R,L,R,R,R","Kosei, Masuda","Yuto, Fukami","Yuichiro, Haruyama","Ryohei, Kadota","Shuntaro, Yokoi","Rio, Imaizumi","Akira, Yamamoto","Taiki, Horibata","Yuki, Osaka",,,,,,,
155,88.0,149.0,2025/7/6,5442.955278,4512.95528,1751783752,2.0,3.0,増田,Right,TOK,1,緑川,Right,城西大,5,Top,1,0,2,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,116.0,1.19,0.3,,,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2518610155,ボール,,5440.0,https://youtu.be/y7jYekRX_ZQ&t=5440,3388.0,https://youtu.be/bsOruYtV_DQ&t=3388,深見,春山,門田,横井,今泉,山本,堀端,大坂,"大坂,鈴木,門田,横井,深見,春山,山本,堀端,今泉","緑川,古賀,岡村,小林,長隆,新津,山富,海田,清水","増田,深見,春山,門田,横井,今泉,山本,堀端,大坂","工藤,小林,長隆,清水,岡村,海田,緑川,古賀,山富","R,L,R,R,R,L,R,R,L,L","R,R,R,L,L,R,L,R,R,R","Kosei, Masuda","Yuto, Fukami","Yuichiro, Haruyama","Ryohei, Kadota","Shuntaro, Yokoi","Rio, Imaizumi","Akira, Yamamoto","Taiki, Horibata","Yuki, Osaka",,,,,,,
156,89.0,150.0,2025/7/6,5458.837183,4528.837184,1751783768,2.0,4.0,増田,Right,TOK,1,緑川,Right,城西大,5,Top,1,1,2,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,89.0,1.283,0.124,,,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2518610156,ボール,,5456.0,https://youtu.be/y7jYekRX_ZQ&t=5456,3404.0,https://youtu.be/bsOruYtV_DQ&t=3404,深見,春山,門田,横井,今泉,山本,堀端,大坂,"大坂,鈴木,門田,横井,深見,春山,山本,堀端,今泉","緑川,古賀,岡村,小林,長隆,新津,山富,海田,清水","増田,深見,春山,門田,横井,今泉,山本,堀端,大坂","工藤,小林,長隆,清水,岡村,海田,緑川,古賀,山富","R,L,R,R,R,L,R,R,L,L","R,R,R,L,L,R,L,R,R,R","Kosei, Masuda","Yuto, Fukami","Yuichiro, Haruyama","Ryohei, Kadota","Shuntaro, Yokoi","Rio, Imaizumi","Akira, Yamamoto","Taiki, Horibata","Yuki, Osaka",,,,,,,
157,90.0,151.0,2025/7/6,5476.456302,4546.456303,1751783786,2.0,5.0,増田,Right,TOK,1,緑川,Right,城西大,5,Top,1,2,2,Curveball,InPlay,Undefined,GroundBall,Out,1,0,,93.0,0.454,-0.068,19.81896995,-14.65675112,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Undefined,,,,"1,3","1,3A",2518610157,投ゴ,,5474.0,https://youtu.be/y7jYekRX_ZQ&t=5474,3421.0,https://youtu.be/bsOruYtV_DQ&t=3421,深見,春山,門田,横井,今泉,山本,堀端,大坂,"大坂,鈴木,門田,横井,深見,春山,山本,堀端,今泉","緑川,古賀,岡村,小林,長隆,新津,山富,海田,清水","増田,深見,春山,門田,横井,今泉,山本,堀端,大坂","工藤,小林,長隆,清水,岡村,海田,緑川,古賀,山富","R,L,R,R,R,L,R,R,L,L","R,R,R,L,L,R,L,R,R,R","Kosei, Masuda","Yuto, Fukami","Yuichiro, Haruyama","Ryohei, Kadota","Shuntaro, Yokoi","Rio, Imaizumi","Akira, Yamamoto","Taiki, Horibata","Yuki, Osaka",,,,,,,
158,91.0,152.0,2025/7/6,5509.540814,4579.540815,1751783819,3.0,1.0,増田,Right,TOK,2,涌井,Left,城西大,5,Top,2,0,0,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,92.0,-0.023,-0.128,,,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2518610158,ボール,,5507.0,https://youtu.be/y7jYekRX_ZQ&t=5507,3438.0,https://youtu.be/bsOruYtV_DQ&t=3438,深見,春山,門田,横井,今泉,山本,堀端,大坂,"大坂,鈴木,門田,横井,深見,春山,山本,堀端,今泉","緑川,涌井,岡村,小林,長隆,新津,山富,海田,清水","増田,深見,春山,門田,横井,今泉,山本,堀端,大坂","工藤,小林,長隆,清水,岡村,海田,緑川,涌井,山富","R,L,R,R,R,L,R,R,L,L","R,R,R,L,L,R,L,R,R,R","Kosei, Masuda","Yuto, Fukami","Yuichiro, Haruyama","Ryohei, Kadota","Shuntaro, Yokoi","Rio, Imaizumi","Akira, Yamamoto","Taiki, Horibata","Yuki, Osaka",,,,,,,
159,92.0,153.0,2025/7/6,5528.141452,4598.141453,1751783837,3.0,2.0,増田,Right,TOK,2,涌井,Left,城西大,5,Top,2,1,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,116.0,1.403,0.647,,,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2518610159,ボール,,5526.0,https://youtu.be/y7jYekRX_ZQ&t=5526,3449.0,https://youtu.be/bsOruYtV_DQ&t=3449,深見,春山,門田,横井,今泉,山本,堀端,大坂,"大坂,鈴木,門田,横井,深見,春山,山本,堀端,今泉","緑川,涌井,岡村,小林,長隆,新津,山富,海田,清水","増田,深見,春山,門田,横井,今泉,山本,堀端,大坂","工藤,小林,長隆,清水,岡村,海田,緑川,涌井,山富","R,L,R,R,R,L,R,R,L,L","R,R,R,L,L,R,L,R,R,R","Kosei, Masuda","Yuto, Fukami","Yuichiro, Haruyama","Ryohei, Kadota","Shuntaro, Yokoi","Rio, Imaizumi","Akira, Yamamoto","Taiki, Horibata","Yuki, Osaka",,,,,,,
160,93.0,154.0,2025/7/6,5545.125056,4615.125057,1751783854,3.0,3.0,増田,Right,TOK,2,涌井,Left,城西大,5,Top,2,2,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,115.0,1.123,0.427,,,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2518610160,ボール,,5543.0,https://youtu.be/y7jYekRX_ZQ&t=5543,3466.0,https://youtu.be/bsOruYtV_DQ&t=3466,深見,春山,門田,横井,今泉,山本,堀端,大坂,"大坂,鈴木,門田,横井,深見,春山,山本,堀端,今泉","緑川,涌井,岡村,小林,長隆,新津,山富,海田,清水","増田,深見,春山,門田,横井,今泉,山本,堀端,大坂","工藤,小林,長隆,清水,岡村,海田,緑川,涌井,山富","R,L,R,R,R,L,R,R,L,L","R,R,L,L,L,R,L,R,R,R","Kosei, Masuda","Yuto, Fukami","Yuichiro, Haruyama","Ryohei, Kadota","Shuntaro, Yokoi","Rio, Imaizumi","Akira, Yamamoto","Taiki, Horibata","Yuki, Osaka",,,,,,,
161,94.0,155.0,2025/7/6,5562.356318,4632.356319,1751783871,3.0,4.0,増田,Right,TOK,2,涌井,Left,城西大,5,Top,2,3,0,Curveball,BallCalled,Walk,Undefined,Undefined,0,0,,94.0,-0.01,0.064,,,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2518610161,四球,,5560.0,https://youtu.be/y7jYekRX_ZQ&t=5560,3483.0,https://youtu.be/bsOruYtV_DQ&t=3483,深見,春山,門田,横井,今泉,山本,堀端,大坂,"大坂,鈴木,門田,横井,深見,春山,山本,堀端,今泉","緑川,涌井,岡村,小林,長隆,新津,山富,海田,清水","増田,深見,春山,門田,横井,今泉,山本,堀端,大坂","工藤,小林,長隆,清水,岡村,海田,緑川,涌井,山富","R,L,R,R,R,L,R,R,L,L","R,R,L,L,L,R,L,R,R,R","Kosei, Masuda","Yuto, Fukami","Yuichiro, Haruyama","Ryohei, Kadota","Shuntaro, Yokoi","Rio, Imaizumi","Akira, Yamamoto","Taiki, Horibata","Yuki, Osaka",,,,,,,
162,1.0,156.0,2025/7/6,5750.726646,4820.726647,1751784060,4.0,1.0,持永,Right,TOK,3,岡村,Left,城西大,5,Top,2,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,133.0,0.063,-0.064,,,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,1,涌井,,,Nothing,,,,,,2518610162,ボール,,5748.0,https://youtu.be/y7jYekRX_ZQ&t=5748,3615.0,https://youtu.be/bsOruYtV_DQ&t=3615,松本康,春山,門田,横井,今泉,山本,堀端,大坂,"大坂,鈴木,門田,横井,松本康,春山,山本,堀端,今泉","緑川,涌井,岡村,小林,長隆,新津,山富,海田,清水","持永,松本康,春山,門田,横井,今泉,山本,堀端,大坂","工藤,小林,長隆,清水,岡村,海田,緑川,涌井,山富","R,L,R,R,R,R,R,R,L,L","R,R,L,L,L,R,L,R,R,R","Yusuke, Mochinaga","Kohei, Matsumoto","Yuichiro, Haruyama","Ryohei, Kadota","Shuntaro, Yokoi","Rio, Imaizumi","Akira, Yamamoto","Taiki, Horibata","Yuki, Osaka",,,,,,,
163,,,2025/7/6,5765.192509,4835.192511,1751784074,,,持永,Right,TOK,3,岡村,Left,城西大,5,Top,2,1,0,,,,,,0,0,,,,,,,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,1,涌井,,,PickOff,,,,"1,3","1,3",2518610163,牽制,,5763.0,https://youtu.be/y7jYekRX_ZQ&t=5763,3629.0,https://youtu.be/bsOruYtV_DQ&t=3629,松本康,春山,門田,横井,今泉,山本,堀端,大坂,"大坂,鈴木,門田,横井,松本康,春山,山本,堀端,今泉","緑川,涌井,岡村,小林,長隆,新津,山富,海田,清水","持永,松本康,春山,門田,横井,今泉,山本,堀端,大坂","工藤,小林,長隆,清水,岡村,海田,緑川,涌井,山富","R,L,R,R,R,R,R,R,L,L","R,R,L,L,L,R,L,R,R,R","Yusuke, Mochinaga","Kohei, Matsumoto","Yuichiro, Haruyama","Ryohei, Kadota","Shuntaro, Yokoi","Rio, Imaizumi","Akira, Yamamoto","Taiki, Horibata","Yuki, Osaka",,,,,,,
164,2.0,157.0,2025/7/6,5777.262311,4847.262313,1751784086,4.0,2.0,持永,Right,TOK,3,岡村,Left,城西大,5,Top,2,1,0,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,136.0,0.594,-0.276,65.48207483,74.58641846,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,1,涌井,,,Undefined,,,,,,2518610164,ファール,,5775.0,https://youtu.be/y7jYekRX_ZQ&t=5775,3641.0,https://youtu.be/bsOruYtV_DQ&t=3641,松本康,春山,門田,横井,今泉,山本,堀端,大坂,"大坂,鈴木,門田,横井,松本康,春山,山本,堀端,今泉","緑川,涌井,岡村,小林,長隆,新津,山富,海田,清水","持永,松本康,春山,門田,横井,今泉,山本,堀端,大坂","工藤,小林,長隆,清水,岡村,海田,緑川,涌井,山富","R,L,R,R,R,R,R,R,L,L","R,R,L,L,L,R,L,R,R,R","Yusuke, Mochinaga","Kohei, Matsumoto","Yuichiro, Haruyama","Ryohei, Kadota","Shuntaro, Yokoi","Rio, Imaizumi","Akira, Yamamoto","Taiki, Horibata","Yuki, Osaka",,,,,,,
165,,,2025/7/6,5802.257791,4872.257792,1751784111,,,持永,Right,TOK,3,岡村,Left,城西大,5,Top,2,1,1,,,,,,0,0,,,,,,,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,1,涌井,,,PickOff,,,,"1,3","1,3",2518610165,牽制,,5800.0,https://youtu.be/y7jYekRX_ZQ&t=5800,3655.0,https://youtu.be/bsOruYtV_DQ&t=3655,松本康,春山,門田,横井,今泉,山本,堀端,大坂,"大坂,鈴木,門田,横井,松本康,春山,山本,堀端,今泉","緑川,涌井,岡村,小林,長隆,新津,山富,海田,清水","持永,松本康,春山,門田,横井,今泉,山本,堀端,大坂","工藤,小林,長隆,清水,岡村,海田,緑川,涌井,山富","R,L,R,R,R,R,R,R,L,L","R,R,L,L,L,R,L,R,R,R","Yusuke, Mochinaga","Kohei, Matsumoto","Yuichiro, Haruyama","Ryohei, Kadota","Shuntaro, Yokoi","Rio, Imaizumi","Akira, Yamamoto","Taiki, Horibata","Yuki, Osaka",,,,,,,
166,3.0,158.0,2025/7/6,5817.229652,4887.229654,1751784126,4.0,3.0,持永,Right,TOK,3,岡村,Left,城西大,5,Top,2,1,1,TwoSeamFastBall,StrikeCalled,Undefined,Undefined,Undefined,0,0,,126.0,,,,,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,1,涌井,,,StolenBase,涌井,,,,,2518610166,見逃し[盗塁],,5815.0,https://youtu.be/y7jYekRX_ZQ&t=5815,3670.0,https://youtu.be/bsOruYtV_DQ&t=3670,松本康,春山,門田,横井,今泉,山本,堀端,大坂,"大坂,鈴木,門田,横井,松本康,春山,山本,堀端,今泉","緑川,涌井,岡村,小林,長隆,新津,山富,海田,清水","持永,松本康,春山,門田,横井,今泉,山本,堀端,大坂","工藤,小林,長隆,清水,岡村,海田,緑川,涌井,山富","R,L,R,R,R,R,R,R,L,L","R,R,L,L,L,R,L,R,R,R","Yusuke, Mochinaga","Kohei, Matsumoto","Yuichiro, Haruyama","Ryohei, Kadota","Shuntaro, Yokoi","Rio, Imaizumi","Akira, Yamamoto","Taiki, Horibata","Yuki, Osaka",,,,,,,
167,4.0,159.0,2025/7/6,5856.510136,4926.510137,1751784166,4.0,4.0,持永,Right,TOK,3,岡村,Left,城西大,5,Top,2,1,2,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,138.0,0.55,0.224,30.91017557,-76.75948008,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,2,,涌井,,Undefined,,,,,,2518610167,ファール,,5854.0,https://youtu.be/y7jYekRX_ZQ&t=5854,3690.0,https://youtu.be/bsOruYtV_DQ&t=3690,松本康,春山,門田,横井,今泉,山本,堀端,大坂,"大坂,鈴木,門田,横井,松本康,春山,山本,堀端,今泉","緑川,涌井,岡村,小林,長隆,新津,山富,海田,清水","持永,松本康,春山,門田,横井,今泉,山本,堀端,大坂","工藤,小林,長隆,清水,岡村,海田,緑川,涌井,山富","R,L,R,R,R,R,R,R,L,L","R,R,L,L,L,R,L,R,R,R","Yusuke, Mochinaga","Kohei, Matsumoto","Yuichiro, Haruyama","Ryohei, Kadota","Shuntaro, Yokoi","Rio, Imaizumi","Akira, Yamamoto","Taiki, Horibata","Yuki, Osaka",,,,,,,
168,5.0,160.0,2025/7/6,5885.130324,4955.130326,1751784194,4.0,5.0,持永,Right,TOK,3,岡村,Left,城西大,5,Top,2,1,2,TwoSeamFastBall,FoulBall,Undefined,GroundBall,Undefined,0,0,,129.0,0.49,-0.06,32.20612168,61.55707138,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,2,,涌井,,Undefined,,,,,,2518610168,ファール,,5883.0,https://youtu.be/y7jYekRX_ZQ&t=5883,3707.0,https://youtu.be/bsOruYtV_DQ&t=3707,松本康,春山,門田,横井,今泉,山本,堀端,大坂,"大坂,鈴木,門田,横井,松本康,春山,山本,堀端,今泉","緑川,涌井,岡村,小林,長隆,新津,山富,海田,清水","持永,松本康,春山,門田,横井,今泉,山本,堀端,大坂","工藤,小林,長隆,清水,岡村,海田,緑川,涌井,山富","R,L,R,R,R,R,R,R,L,L","R,R,L,L,L,R,L,R,R,R","Yusuke, Mochinaga","Kohei, Matsumoto","Yuichiro, Haruyama","Ryohei, Kadota","Shuntaro, Yokoi","Rio, Imaizumi","Akira, Yamamoto","Taiki, Horibata","Yuki, Osaka",,,,,,,
169,6.0,161.0,2025/7/6,5922.84788,4992.847882,1751784232,4.0,6.0,持永,Right,TOK,3,岡村,Left,城西大,5,Top,2,1,2,Slider,InPlay,Undefined,FlyBall,Single,0,1,,118.0,0.506,-0.036,91.95972988,33.48616882,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,2,,涌井,,Undefined,,,涌井,9,9,2518610169,右安①,,5920.0,https://youtu.be/y7jYekRX_ZQ&t=5920,3719.0,https://youtu.be/bsOruYtV_DQ&t=3719,松本康,春山,門田,横井,今泉,山本,堀端,大坂,"大坂,鈴木,門田,横井,松本康,春山,山本,堀端,今泉","緑川,涌井,岡村,小林,長隆,新津,山富,海田,清水","持永,松本康,春山,門田,横井,今泉,山本,堀端,大坂","工藤,小林,長隆,清水,岡村,海田,緑川,涌井,山富","R,L,R,R,R,R,R,R,L,L","R,R,L,L,L,R,L,R,R,R","Yusuke, Mochinaga","Kohei, Matsumoto","Yuichiro, Haruyama","Ryohei, Kadota","Shuntaro, Yokoi","Rio, Imaizumi","Akira, Yamamoto","Taiki, Horibata","Yuki, Osaka",,,,,,,
