count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,run_person_romaji,scored_person_romaji
0,1.0,1.0,2025/7/6,1257.387937,327.387938,1751779567,1.0,1.0,増田,Right,TOK,1,甲斐,Right,城西大,1,Top,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2518610000,ボール,,1255.0,https://youtu.be/y7jYekRX_ZQ&t=1255,616.0,https://youtu.be/bsOruYtV_DQ&t=616,今泉,横井,門田,深見,春山,山本,堀端,大坂,"大坂,榎本,門田,横井,深見,春山,山本,堀端,今泉","甲斐,古賀,岡村,小林,長隆,新津,山富,海田,清水","増田,今泉,横井,門田,深見,春山,山本,堀端,大坂","前田,小林,長隆,清水,岡村,海田,甲斐,古賀,山富","R,L,L,R,R,R,R,R,L,L","R,R,R,L,L,R,L,R,R,R","Kosei, Masuda","Rio, Imaizumi","Shuntaro, Yokoi","Ryohei, Kadota","Yuto, Fukami","Yuichiro, Haruyama","Akira, Yamamoto","Taiki, Horibata","Yuki, Osaka",,,,,,,
1,2.0,2.0,2025/7/6,1267.966783,337.966784,1751779577,1.0,2.0,増田,Right,TOK,1,甲斐,Right,城西大,1,Top,0,1,0,Fastball,InPlay,Undefined,FlyBall,Out,1,0,,,,,93.06305473,-28.59596541,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Undefined,,,,7,7,2518610001,左飛,,1265.0,https://youtu.be/y7jYekRX_ZQ&t=1265,626.0,https://youtu.be/bsOruYtV_DQ&t=626,今泉,横井,門田,深見,春山,山本,堀端,大坂,"大坂,榎本,門田,横井,深見,春山,山本,堀端,今泉","甲斐,古賀,岡村,小林,長隆,新津,山富,海田,清水","増田,今泉,横井,門田,深見,春山,山本,堀端,大坂","前田,小林,長隆,清水,岡村,海田,甲斐,古賀,山富","R,L,L,R,R,R,R,R,L,L","R,R,R,L,L,R,L,R,R,R","Kosei, Masuda","Rio, Imaizumi","Shuntaro, Yokoi","Ryohei, Kadota","Yuto, Fukami","Yuichiro, Haruyama","Akira, Yamamoto","Taiki, Horibata","Yuki, Osaka",,,,,,,
2,3.0,3.0,2025/7/6,1293.852946,363.8529472,1751779603,2.0,1.0,増田,Right,TOK,2,古賀,Right,城西大,1,Top,1,0,0,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,0.638,0.108,,,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2518610002,空振り,,1291.0,https://youtu.be/y7jYekRX_ZQ&t=1291,644.0,https://youtu.be/bsOruYtV_DQ&t=644,今泉,横井,門田,深見,春山,山本,堀端,大坂,"大坂,榎本,門田,横井,深見,春山,山本,堀端,今泉","甲斐,古賀,岡村,小林,長隆,新津,山富,海田,清水","増田,今泉,横井,門田,深見,春山,山本,堀端,大坂","前田,小林,長隆,清水,岡村,海田,甲斐,古賀,山富","R,L,L,R,R,R,R,R,L,L","R,R,R,L,L,R,L,R,R,R","Kosei, Masuda","Rio, Imaizumi","Shuntaro, Yokoi","Ryohei, Kadota","Yuto, Fukami","Yuichiro, Haruyama","Akira, Yamamoto","Taiki, Horibata","Yuki, Osaka",,,,,,,
3,4.0,4.0,2025/7/6,1306.922595,376.922596,1751779616,2.0,2.0,増田,Right,TOK,2,古賀,Right,城西大,1,Top,1,0,1,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,0.558,-0.096,,,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2518610003,見逃し,,1304.0,https://youtu.be/y7jYekRX_ZQ&t=1304,658.0,https://youtu.be/bsOruYtV_DQ&t=658,今泉,横井,門田,深見,春山,山本,堀端,大坂,"大坂,榎本,門田,横井,深見,春山,山本,堀端,今泉","甲斐,古賀,岡村,小林,長隆,新津,山富,海田,清水","増田,今泉,横井,門田,深見,春山,山本,堀端,大坂","前田,小林,長隆,清水,岡村,海田,甲斐,古賀,山富","R,L,L,R,R,R,R,R,L,L","R,R,R,L,L,R,L,R,R,R","Kosei, Masuda","Rio, Imaizumi","Shuntaro, Yokoi","Ryohei, Kadota","Yuto, Fukami","Yuichiro, Haruyama","Akira, Yamamoto","Taiki, Horibata","Yuki, Osaka",,,,,,,
4,5.0,5.0,2025/7/6,1319.036372,389.0363739,1751779628,2.0,3.0,増田,Right,TOK,2,古賀,Right,城西大,1,Top,1,0,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2518610004,ボール,,1317.0,https://youtu.be/y7jYekRX_ZQ&t=1317,670.0,https://youtu.be/bsOruYtV_DQ&t=670,今泉,横井,門田,深見,春山,山本,堀端,大坂,"大坂,榎本,門田,横井,深見,春山,山本,堀端,今泉","甲斐,古賀,岡村,小林,長隆,新津,山富,海田,清水","増田,今泉,横井,門田,深見,春山,山本,堀端,大坂","前田,小林,長隆,清水,岡村,海田,甲斐,古賀,山富","R,L,L,R,R,R,R,R,L,L","R,R,R,L,L,R,L,R,R,R","Kosei, Masuda","Rio, Imaizumi","Shuntaro, Yokoi","Ryohei, Kadota","Yuto, Fukami","Yuichiro, Haruyama","Akira, Yamamoto","Taiki, Horibata","Yuki, Osaka",,,,,,,
5,6.0,6.0,2025/7/6,1337.620127,407.6201279,1751779647,2.0,4.0,増田,Right,TOK,2,古賀,Right,城西大,1,Top,1,1,2,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,,0.918,-0.028,50.94370513,75.2395507,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Undefined,,,,,,2518610005,ファール,,1335.0,https://youtu.be/y7jYekRX_ZQ&t=1335,688.0,https://youtu.be/bsOruYtV_DQ&t=688,今泉,横井,門田,深見,春山,山本,堀端,大坂,"大坂,榎本,門田,横井,深見,春山,山本,堀端,今泉","甲斐,古賀,岡村,小林,長隆,新津,山富,海田,清水","増田,今泉,横井,門田,深見,春山,山本,堀端,大坂","前田,小林,長隆,清水,岡村,海田,甲斐,古賀,山富","R,L,L,R,R,R,R,R,L,L","R,R,R,L,L,R,L,R,R,R","Kosei, Masuda","Rio, Imaizumi","Shuntaro, Yokoi","Ryohei, Kadota","Yuto, Fukami","Yuichiro, Haruyama","Akira, Yamamoto","Taiki, Horibata","Yuki, Osaka",,,,,,,
6,7.0,7.0,2025/7/6,1364.274176,434.274178,1751779673,2.0,5.0,増田,Right,TOK,2,古賀,Right,城西大,1,Top,1,1,2,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.17,-0.1,,,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2518610006,ボール,,1362.0,https://youtu.be/y7jYekRX_ZQ&t=1362,706.0,https://youtu.be/bsOruYtV_DQ&t=706,今泉,横井,門田,深見,春山,山本,堀端,大坂,"大坂,榎本,門田,横井,深見,春山,山本,堀端,今泉","甲斐,古賀,岡村,小林,長隆,新津,山富,海田,清水","増田,今泉,横井,門田,深見,春山,山本,堀端,大坂","前田,小林,長隆,清水,岡村,海田,甲斐,古賀,山富","R,L,L,R,R,R,R,R,L,L","R,R,R,L,L,R,L,R,R,R","Kosei, Masuda","Rio, Imaizumi","Shuntaro, Yokoi","Ryohei, Kadota","Yuto, Fukami","Yuichiro, Haruyama","Akira, Yamamoto","Taiki, Horibata","Yuki, Osaka",,,,,,,
7,8.0,8.0,2025/7/6,1378.049992,448.0499928,1751779687,2.0,6.0,増田,Right,TOK,2,古賀,Right,城西大,1,Top,1,2,2,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,,0.646,-0.08,15.09044904,175.515394,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Undefined,,,,,,2518610007,ファール,,1376.0,https://youtu.be/y7jYekRX_ZQ&t=1376,720.0,https://youtu.be/bsOruYtV_DQ&t=720,今泉,横井,門田,深見,春山,山本,堀端,大坂,"大坂,榎本,門田,横井,深見,春山,山本,堀端,今泉","甲斐,古賀,岡村,小林,長隆,新津,山富,海田,清水","増田,今泉,横井,門田,深見,春山,山本,堀端,大坂","前田,小林,長隆,清水,岡村,海田,甲斐,古賀,山富","R,L,L,R,R,R,R,R,L,L","R,R,R,L,L,R,L,R,R,R","Kosei, Masuda","Rio, Imaizumi","Shuntaro, Yokoi","Ryohei, Kadota","Yuto, Fukami","Yuichiro, Haruyama","Akira, Yamamoto","Taiki, Horibata","Yuki, Osaka",,,,,,,
8,9.0,9.0,2025/7/6,1397.108152,467.1081531,1751779706,2.0,7.0,増田,Right,TOK,2,古賀,Right,城西大,1,Top,1,2,2,Splitter,FoulBall,Undefined,FlyBall,Undefined,0,0,,,0.454,-0.092,61.73936298,63.31252213,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Undefined,,,,,,2518610008,ファール,,1395.0,https://youtu.be/y7jYekRX_ZQ&t=1395,726.0,https://youtu.be/bsOruYtV_DQ&t=726,今泉,横井,門田,深見,春山,山本,堀端,大坂,"大坂,榎本,門田,横井,深見,春山,山本,堀端,今泉","甲斐,古賀,岡村,小林,長隆,新津,山富,海田,清水","増田,今泉,横井,門田,深見,春山,山本,堀端,大坂","前田,小林,長隆,清水,岡村,海田,甲斐,古賀,山富","R,L,L,R,R,R,R,R,L,L","R,R,R,L,L,R,L,R,R,R","Kosei, Masuda","Rio, Imaizumi","Shuntaro, Yokoi","Ryohei, Kadota","Yuto, Fukami","Yuichiro, Haruyama","Akira, Yamamoto","Taiki, Horibata","Yuki, Osaka",,,,,,,
9,10.0,10.0,2025/7/6,1421.501674,491.5016749,1751779731,2.0,8.0,増田,Right,TOK,2,古賀,Right,城西大,1,Top,1,2,2,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.07,-0.08,,,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2518610009,ボール,,1419.0,https://youtu.be/y7jYekRX_ZQ&t=1419,739.0,https://youtu.be/bsOruYtV_DQ&t=739,今泉,横井,門田,深見,春山,山本,堀端,大坂,"大坂,榎本,門田,横井,深見,春山,山本,堀端,今泉","甲斐,古賀,岡村,小林,長隆,新津,山富,海田,清水","増田,今泉,横井,門田,深見,春山,山本,堀端,大坂","前田,小林,長隆,清水,岡村,海田,甲斐,古賀,山富","R,L,L,R,R,R,R,R,L,L","R,R,R,L,L,R,L,R,R,R","Kosei, Masuda","Rio, Imaizumi","Shuntaro, Yokoi","Ryohei, Kadota","Yuto, Fukami","Yuichiro, Haruyama","Akira, Yamamoto","Taiki, Horibata","Yuki, Osaka",,,,,,,
10,11.0,11.0,2025/7/6,1440.819247,510.8192492,1751779750,2.0,9.0,増田,Right,TOK,2,古賀,Right,城西大,1,Top,1,3,2,Fastball,InPlay,Undefined,FlyBall,Out,1,0,,135.0,,,43.57502314,19.7842787,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Undefined,,,,4,4,2518610010,二飛,,1438.0,https://youtu.be/y7jYekRX_ZQ&t=1438,758.0,https://youtu.be/bsOruYtV_DQ&t=758,今泉,横井,門田,深見,春山,山本,堀端,大坂,"大坂,榎本,門田,横井,深見,春山,山本,堀端,今泉","甲斐,古賀,岡村,小林,長隆,新津,山富,海田,清水","増田,今泉,横井,門田,深見,春山,山本,堀端,大坂","前田,小林,長隆,清水,岡村,海田,甲斐,古賀,山富","R,L,L,R,R,R,R,R,L,L","R,R,R,L,L,R,L,R,R,R","Kosei, Masuda","Rio, Imaizumi","Shuntaro, Yokoi","Ryohei, Kadota","Yuto, Fukami","Yuichiro, Haruyama","Akira, Yamamoto","Taiki, Horibata","Yuki, Osaka",,,,,,,
11,12.0,12.0,2025/7/6,1478.105685,548.1056859,1751779787,3.0,1.0,増田,Right,TOK,3,岡村,Left,城西大,1,Top,2,0,0,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,105.0,0.65,0.26,,,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2518610011,見逃し,,1476.0,https://youtu.be/y7jYekRX_ZQ&t=1476,770.0,https://youtu.be/bsOruYtV_DQ&t=770,今泉,横井,門田,深見,春山,山本,堀端,大坂,"大坂,榎本,門田,横井,深見,春山,山本,堀端,今泉","甲斐,古賀,岡村,小林,長隆,新津,山富,海田,清水","増田,今泉,横井,門田,深見,春山,山本,堀端,大坂","前田,小林,長隆,清水,岡村,海田,甲斐,古賀,山富","R,L,L,R,R,R,R,R,L,L","R,R,R,L,L,R,L,R,R,R","Kosei, Masuda","Rio, Imaizumi","Shuntaro, Yokoi","Ryohei, Kadota","Yuto, Fukami","Yuichiro, Haruyama","Akira, Yamamoto","Taiki, Horibata","Yuki, Osaka",,,,,,,
12,13.0,13.0,2025/7/6,1488.491234,558.491235,1751779798,3.0,2.0,増田,Right,TOK,3,岡村,Left,城西大,1,Top,2,0,1,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,131.0,0.994,0.42,,,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2518610012,空振り,,1486.0,https://youtu.be/y7jYekRX_ZQ&t=1486,780.0,https://youtu.be/bsOruYtV_DQ&t=780,今泉,横井,門田,深見,春山,山本,堀端,大坂,"大坂,榎本,門田,横井,深見,春山,山本,堀端,今泉","甲斐,古賀,岡村,小林,長隆,新津,山富,海田,清水","増田,今泉,横井,門田,深見,春山,山本,堀端,大坂","前田,小林,長隆,清水,岡村,海田,甲斐,古賀,山富","R,L,L,R,R,R,R,R,L,L","R,R,R,L,L,R,L,R,R,R","Kosei, Masuda","Rio, Imaizumi","Shuntaro, Yokoi","Ryohei, Kadota","Yuto, Fukami","Yuichiro, Haruyama","Akira, Yamamoto","Taiki, Horibata","Yuki, Osaka",,,,,,,
13,14.0,14.0,2025/7/6,1501.607437,571.6074381,1751779811,3.0,3.0,増田,Right,TOK,3,岡村,Left,城西大,1,Top,2,0,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,131.0,0.926,0.527,,,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2518610013,ボール,,1499.0,https://youtu.be/y7jYekRX_ZQ&t=1499,793.0,https://youtu.be/bsOruYtV_DQ&t=793,今泉,横井,門田,深見,春山,山本,堀端,大坂,"大坂,榎本,門田,横井,深見,春山,山本,堀端,今泉","甲斐,古賀,岡村,小林,長隆,新津,山富,海田,清水","増田,今泉,横井,門田,深見,春山,山本,堀端,大坂","前田,小林,長隆,清水,岡村,海田,甲斐,古賀,山富","R,L,L,R,R,R,R,R,L,L","R,R,R,L,L,R,L,R,R,R","Kosei, Masuda","Rio, Imaizumi","Shuntaro, Yokoi","Ryohei, Kadota","Yuto, Fukami","Yuichiro, Haruyama","Akira, Yamamoto","Taiki, Horibata","Yuki, Osaka",,,,,,,
14,15.0,15.0,2025/7/6,1516.008489,586.008492,1751779825,3.0,4.0,増田,Right,TOK,3,岡村,Left,城西大,1,Top,2,1,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,129.0,0.01,0.14,,,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2518610014,ボール,,1514.0,https://youtu.be/y7jYekRX_ZQ&t=1514,808.0,https://youtu.be/bsOruYtV_DQ&t=808,今泉,横井,門田,深見,春山,山本,堀端,大坂,"大坂,榎本,門田,横井,深見,春山,山本,堀端,今泉","甲斐,古賀,岡村,小林,長隆,新津,山富,海田,清水","増田,今泉,横井,門田,深見,春山,山本,堀端,大坂","前田,小林,長隆,清水,岡村,海田,甲斐,古賀,山富","R,L,L,R,R,R,R,R,L,L","R,R,R,L,L,R,L,R,R,R","Kosei, Masuda","Rio, Imaizumi","Shuntaro, Yokoi","Ryohei, Kadota","Yuto, Fukami","Yuichiro, Haruyama","Akira, Yamamoto","Taiki, Horibata","Yuki, Osaka",,,,,,,
15,16.0,16.0,2025/7/6,1533.988274,603.9882751,1751779843,3.0,5.0,増田,Right,TOK,3,岡村,Left,城西大,1,Top,2,2,2,Splitter,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,127.0,0.05,0.044,,,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2518610015,空三振,,1531.0,https://youtu.be/y7jYekRX_ZQ&t=1531,826.0,https://youtu.be/bsOruYtV_DQ&t=826,今泉,横井,門田,深見,春山,山本,堀端,大坂,"大坂,榎本,門田,横井,深見,春山,山本,堀端,今泉","甲斐,古賀,岡村,小林,長隆,新津,山富,海田,清水","増田,今泉,横井,門田,深見,春山,山本,堀端,大坂","前田,小林,長隆,清水,岡村,海田,甲斐,古賀,山富","R,L,L,R,R,R,R,R,L,L","R,R,R,L,L,R,L,R,R,R","Kosei, Masuda","Rio, Imaizumi","Shuntaro, Yokoi","Ryohei, Kadota","Yuto, Fukami","Yuichiro, Haruyama","Akira, Yamamoto","Taiki, Horibata","Yuki, Osaka",,,,,,,
16,1.0,17.0,2025/7/6,1698.72398,768.7239821,1751780008,1.0,1.0,前田,Right,城西大,1,大坂,Left,TOK,1,Bottom,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,135.0,0.097,0.048,,,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2518610016,ボール,,1696.0,https://youtu.be/y7jYekRX_ZQ&t=1696,848.0,https://youtu.be/bsOruYtV_DQ&t=848,小林,長隆,清水,岡村,海田,甲斐,古賀,山富,"大坂,榎本,門田,横井,深見,春山,山本,堀端,今泉","甲斐,古賀,岡村,小林,長隆,新津,山富,海田,清水","増田,今泉,横井,門田,深見,春山,山本,堀端,大坂","前田,小林,長隆,清水,岡村,海田,甲斐,古賀,山富","R,L,L,R,R,R,R,R,L,L","R,R,R,L,L,R,L,R,R,R",,,,,,,,,,,"Yuki, Osaka",,,,,
17,2.0,18.0,2025/7/6,1715.290276,785.290277,1751780024,1.0,2.0,前田,Right,城西大,1,大坂,Left,TOK,1,Bottom,0,1,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,131.0,0.514,0.236,,,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2518610017,見逃し,,1713.0,https://youtu.be/y7jYekRX_ZQ&t=1713,864.0,https://youtu.be/bsOruYtV_DQ&t=864,小林,長隆,清水,岡村,海田,甲斐,古賀,山富,"大坂,榎本,門田,横井,深見,春山,山本,堀端,今泉","甲斐,古賀,岡村,小林,長隆,新津,山富,海田,清水","増田,今泉,横井,門田,深見,春山,山本,堀端,大坂","前田,小林,長隆,清水,岡村,海田,甲斐,古賀,山富","R,L,L,R,R,R,R,R,L,L","R,R,R,L,L,R,L,R,R,R",,,,,,,,,,,"Yuki, Osaka",,,,,
18,3.0,19.0,2025/7/6,1729.060735,799.0607359,1751780038,1.0,3.0,前田,Right,城西大,1,大坂,Left,TOK,1,Bottom,0,1,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,116.0,,,,,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2518610018,ボール,,1727.0,https://youtu.be/y7jYekRX_ZQ&t=1727,878.0,https://youtu.be/bsOruYtV_DQ&t=878,小林,長隆,清水,岡村,海田,甲斐,古賀,山富,"大坂,榎本,門田,横井,深見,春山,山本,堀端,今泉","甲斐,古賀,岡村,小林,長隆,新津,山富,海田,清水","増田,今泉,横井,門田,深見,春山,山本,堀端,大坂","前田,小林,長隆,清水,岡村,海田,甲斐,古賀,山富","R,L,L,R,R,R,R,R,L,L","R,R,R,L,L,R,L,R,R,R",,,,,,,,,,,"Yuki, Osaka",,,,,
19,4.0,20.0,2025/7/6,1739.994725,809.9947259,1751780049,1.0,4.0,前田,Right,城西大,1,大坂,Left,TOK,1,Bottom,0,2,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,132.0,0.217,-0.224,,,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2518610019,ボール,,1737.0,https://youtu.be/y7jYekRX_ZQ&t=1737,889.0,https://youtu.be/bsOruYtV_DQ&t=889,小林,長隆,清水,岡村,海田,甲斐,古賀,山富,"大坂,榎本,門田,横井,深見,春山,山本,堀端,今泉","甲斐,古賀,岡村,小林,長隆,新津,山富,海田,清水","増田,今泉,横井,門田,深見,春山,山本,堀端,大坂","前田,小林,長隆,清水,岡村,海田,甲斐,古賀,山富","R,L,L,R,R,R,R,R,L,L","R,R,R,L,L,R,L,R,R,R",,,,,,,,,,,"Yuki, Osaka",,,,,
20,5.0,21.0,2025/7/6,1757.373097,827.3730989,1751780066,1.0,5.0,前田,Right,城西大,1,大坂,Left,TOK,1,Bottom,0,3,1,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,129.0,,,47.30904992,29.92212986,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Undefined,,,,"4,3","4,3A",2518610020,二ゴ,,1755.0,https://youtu.be/y7jYekRX_ZQ&t=1755,906.0,https://youtu.be/bsOruYtV_DQ&t=906,小林,長隆,清水,岡村,海田,甲斐,古賀,山富,"大坂,榎本,門田,横井,深見,春山,山本,堀端,今泉","甲斐,古賀,岡村,小林,長隆,新津,山富,海田,清水","増田,今泉,横井,門田,深見,春山,山本,堀端,大坂","前田,小林,長隆,清水,岡村,海田,甲斐,古賀,山富","R,L,L,R,R,R,R,R,L,L","R,R,R,L,L,R,L,R,R,R",,,,,,,,,,,"Yuki, Osaka",,,,,
21,6.0,22.0,2025/7/6,1790.990806,860.990808,1751780100,2.0,1.0,前田,Right,城西大,2,榎本,Left,TOK,1,Bottom,1,0,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,117.0,0.546,-0.248,,,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Nothing,,,,,,2518610021,見逃し,,1788.0,https://youtu.be/y7jYekRX_ZQ&t=1788,926.0,https://youtu.be/bsOruYtV_DQ&t=926,小林,長隆,清水,岡村,海田,甲斐,古賀,山富,"大坂,榎本,門田,横井,深見,春山,山本,堀端,今泉","甲斐,古賀,岡村,小林,長隆,新津,山富,海田,清水","増田,今泉,横井,門田,深見,春山,山本,堀端,大坂","前田,小林,長隆,清水,岡村,海田,甲斐,古賀,山富","R,L,L,R,R,R,R,R,L,L","R,R,R,L,L,R,L,R,R,R",,,,,,,,,,,"Yoshinobu, Enomoto",,,,,
22,7.0,23.0,2025/7/6,1803.343438,873.3434401,1751780112,2.0,2.0,前田,Right,城西大,2,榎本,Left,TOK,1,Bottom,1,0,1,Slider,InPlay,Undefined,GroundBall,Single,0,0,,117.0,0.578,-0.016,78.55972853,-2.797943472,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,,,,,Undefined,,,,8,8,2518610022,中安,,1801.0,https://youtu.be/y7jYekRX_ZQ&t=1801,939.0,https://youtu.be/bsOruYtV_DQ&t=939,小林,長隆,清水,岡村,海田,甲斐,古賀,山富,"大坂,榎本,門田,横井,深見,春山,山本,堀端,今泉","甲斐,古賀,岡村,小林,長隆,新津,山富,海田,清水","増田,今泉,横井,門田,深見,春山,山本,堀端,大坂","前田,小林,長隆,清水,岡村,海田,甲斐,古賀,山富","R,L,L,R,R,R,R,R,L,L","R,R,R,L,L,R,L,R,R,R",,,,,,,,,,,"Yoshinobu, Enomoto",,,,,
23,,,2025/7/6,1847.938005,917.9380059,1751780157,,,前田,Right,城西大,3,門田,Right,TOK,1,Bottom,1,0,0,,,,,,0,0,,,,,,,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,1,鈴木,,,PickOff,,,,"1,3","1,3",2518610023,牽制,,1845.0,https://youtu.be/y7jYekRX_ZQ&t=1845,959.0,https://youtu.be/bsOruYtV_DQ&t=959,小林,長隆,清水,岡村,海田,甲斐,古賀,山富,"大坂,鈴木,門田,横井,深見,春山,山本,堀端,今泉","甲斐,古賀,岡村,小林,長隆,新津,山富,海田,清水","増田,今泉,横井,門田,深見,春山,山本,堀端,大坂","前田,小林,長隆,清水,岡村,海田,甲斐,古賀,山富","R,L,R,R,R,R,R,R,L,L","R,R,R,L,L,R,L,R,R,R",,,,,,,,,,,"Ryohei, Kadota","Yugo, Suzuki",,,,
24,8.0,24.0,2025/7/6,1860.896832,930.8968329,1751780170,3.0,1.0,前田,Right,城西大,3,門田,Right,TOK,1,Bottom,1,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,1,0,,134.0,,,,,TOK,#217fc4,東大,城西大,#5548ff,城西大,TodaiStadium,A,夏季オープン戦,Normal,1,鈴木,,,CaughtStealing,鈴木,,,,,2518610024,見逃し[盗塁死],,1858.0,https://youtu.be/y7jYekRX_ZQ&t=1858,972.0,https://youtu.be/bsOruYtV_DQ&t=972,小林,長隆,清水,岡村,海田,甲斐,古賀,山富,"大坂,鈴木,門田,横井,深見,春山,山本,堀端,今泉","甲斐,古賀,岡村,小林,長隆,新津,山富,海田,清水","増田,今泉,横井,門田,深見,春山,山本,堀端,大坂","前田,小林,長隆,清水,岡村,海田,甲斐,古賀,山富","R,L,R,R,R,R,R,R,L,L","R,R,R,L,L,R,L,R,R,R",,,,,,,,,,,"Ryohei, Kadota","Yugo, Suzuki",,,"Yugo, Suzuki",
