count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Unnamed: 75,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,scored_person_romaji,run_person_romaji,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji
187,76.0,179.0,2025/8/14,6774.222672224045,5874.222673892975,1755134740.782229,3.0,1.0,江口,Right,TOK,4,batter4,Right,名古屋,6,Bottom,2,0,0,Fastball,FoulBall,Undefined,Popup,Undefined,0,0,,133.0,,,74.39072903,66.22513468,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,,,,,Undefined,,,,,,2522500187,ファール,,6772.0,https://youtu.be/hwUj41cB_Sc&t=6772,3735.0,https://youtu.be/hs0B7pp4u3A&t=3735,明石,堀部,阿部,井之口,樋口,安田,竹山,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,堀部,杉浦,門田,井之口,明石,長谷川","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,堀部,井之口,門田,樋口,安田,竹山,長谷川","R,L,R,R,R,L,L,L,L,R","L,L,R,R,L,R,R,L,L,L",,,,,,,,"Naoki, Eguchi","Ken, Akashi","Kohei, Horibe","Abe, Senji","Koji, Inokuchi","Kosuke, Higuchi","Ken, Yasuda","Naotaro, Takeyama","Hasegawa, Yu",
188,77.0,180.0,2025/8/14,6791.463351011276,5891.463353872299,1755134758.022909,3.0,2.0,江口,Right,TOK,4,batter4,Right,名古屋,6,Bottom,2,0,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,117.0,0.618,-0.493,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,,,,,Nothing,,,,,,2522500188,ボール,,6789.0,https://youtu.be/hwUj41cB_Sc&t=6789,3753.0,https://youtu.be/hs0B7pp4u3A&t=3753,明石,堀部,阿部,井之口,樋口,安田,竹山,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,堀部,杉浦,門田,井之口,明石,長谷川","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,堀部,井之口,門田,樋口,安田,竹山,長谷川","R,L,R,R,R,L,L,L,L,R","L,L,R,R,L,R,R,L,L,L",,,,,,,,"Naoki, Eguchi","Ken, Akashi","Kohei, Horibe","Abe, Senji","Koji, Inokuchi","Kosuke, Higuchi","Ken, Yasuda","Naotaro, Takeyama","Hasegawa, Yu",
189,78.0,181.0,2025/8/14,6801.422813177109,5901.422815084457,1755134768.0,3.0,3.0,江口,Right,TOK,4,batter4,Right,名古屋,6,Bottom,2,1,1,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,104.0,1.197,-0.22,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,,,,,Nothing,,,,,,2522500189,ボール,,6799.0,https://youtu.be/hwUj41cB_Sc&t=6799,3763.0,https://youtu.be/hs0B7pp4u3A&t=3763,明石,堀部,阿部,井之口,樋口,安田,竹山,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,堀部,杉浦,門田,井之口,明石,長谷川","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,堀部,井之口,門田,樋口,安田,竹山,長谷川","R,L,R,R,R,L,L,L,L,R","L,L,R,R,L,R,R,L,L,L",,,,,,,,"Naoki, Eguchi","Ken, Akashi","Kohei, Horibe","Abe, Senji","Koji, Inokuchi","Kosuke, Higuchi","Ken, Yasuda","Naotaro, Takeyama","Hasegawa, Yu",
190,79.0,182.0,2025/8/14,6812.384600162506,5912.384601831436,1755134778.944158,3.0,4.0,江口,Right,TOK,4,batter4,Right,名古屋,6,Bottom,2,2,1,Fastball,InPlay,Undefined,LineDrive,Single,0,0,,134.0,0.638,-0.164,81.13601257501772,7.860547617534862,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,,,,,Undefined,,,,8,8,2522500190,中安,,6810.0,https://youtu.be/hwUj41cB_Sc&t=6810,3774.0,https://youtu.be/hs0B7pp4u3A&t=3774,明石,堀部,阿部,井之口,樋口,安田,竹山,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,堀部,杉浦,門田,井之口,明石,長谷川","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,堀部,井之口,門田,樋口,安田,竹山,長谷川","R,L,R,R,R,L,L,L,L,R","L,L,R,R,L,R,R,L,L,L",,,,,,,,"Naoki, Eguchi","Ken, Akashi","Kohei, Horibe","Abe, Senji","Koji, Inokuchi","Kosuke, Higuchi","Ken, Yasuda","Naotaro, Takeyama","Hasegawa, Yu",
191,80.0,183.0,2025/8/14,6846.565009117126,5946.565011024475,1755134813.124566,4.0,1.0,江口,Right,TOK,5,batter5,Left,名古屋,6,Bottom,2,0,0,Fastball,InPlay,Undefined,LineDrive,Single,0,0,,132.0,,,71.86885606885265,6.709836807756933,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,1,batter4,,,Undefined,,,,"8,4","8,4",2522500191,中安,,6844.0,https://youtu.be/hwUj41cB_Sc&t=6844,3786.0,https://youtu.be/hs0B7pp4u3A&t=3786,明石,堀部,阿部,井之口,樋口,安田,竹山,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,堀部,杉浦,門田,井之口,明石,長谷川","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,堀部,門田,井之口,樋口,安田,竹山,長谷川","R,L,R,R,R,L,L,L,L,R","L,L,R,R,L,R,R,L,L,L",,,,,,,,"Naoki, Eguchi","Ken, Akashi","Kohei, Horibe","Abe, Senji","Koji, Inokuchi","Kosuke, Higuchi","Ken, Yasuda","Naotaro, Takeyama","Hasegawa, Yu",
192,81.0,184.0,2025/8/14,6906.828032255173,6006.828034162521,1755134873.387589,5.0,1.0,江口,Right,TOK,6,batter6,Left,名古屋,6,Bottom,2,0,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,118.0,0.5820000000000001,-0.22,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,"1,2",batter5,batter4,,Nothing,,,,,,2522500192,見逃し,,6904.0,https://youtu.be/hwUj41cB_Sc&t=6904,3808.0,https://youtu.be/hs0B7pp4u3A&t=3808,明石,堀部,阿部,井之口,樋口,安田,竹山,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,堀部,杉浦,阿部,井之口,明石,長谷川","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,堀部,阿部,井之口,樋口,安田,竹山,長谷川","R,L,R,R,R,L,L,L,L,R","L,L,R,R,L,R,R,L,L,L",,,,,,,,"Naoki, Eguchi","Ken, Akashi","Kohei, Horibe","Abe, Senji","Koji, Inokuchi","Kosuke, Higuchi","Ken, Yasuda","Naotaro, Takeyama","Hasegawa, Yu",
193,82.0,185.0,2025/8/14,6921.993000268936,6021.993001937866,1755134888.552557,5.0,2.0,江口,Right,TOK,6,batter6,Left,名古屋,6,Bottom,2,0,1,Fastball,InPlay,Undefined,LineDrive,Single,0,1,,134.0,,,67.33978002778866,22.79652146794261,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,"1,2",batter5,batter4,,Undefined,,長谷川,batter4,"9,3","9E,3",2522500193,右安①,,6919.0,https://youtu.be/hwUj41cB_Sc&t=6919,3823.0,https://youtu.be/hs0B7pp4u3A&t=3823,明石,堀部,阿部,井之口,樋口,安田,竹山,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,堀部,杉浦,阿部,井之口,明石,長谷川","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,堀部,阿部,井之口,樋口,安田,竹山,長谷川","R,L,R,R,R,L,L,L,L,R","L,L,R,R,L,R,R,L,L,L",,,,,,,,"Naoki, Eguchi","Ken, Akashi","Kohei, Horibe","Abe, Senji","Koji, Inokuchi","Kosuke, Higuchi","Ken, Yasuda","Naotaro, Takeyama","Hasegawa, Yu","Hasegawa, Yu"
194,83.0,186.0,2025/8/14,6963.527395248413,6063.527396917343,1755134930.086952,6.0,1.0,江口,Right,TOK,7,batter7,Left,名古屋,6,Bottom,2,0,0,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,103.0,0.466,-0.447,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,"1,2",batter6,batter5,,Nothing,,,,,,2522500194,ボール,,6961.0,https://youtu.be/hwUj41cB_Sc&t=6961,3848.0,https://youtu.be/hs0B7pp4u3A&t=3848,明石,堀部,阿部,井之口,樋口,安田,竹山,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,堀部,杉浦,阿部,井之口,明石,長谷川","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,堀部,阿部,井之口,樋口,安田,竹山,長谷川","R,L,R,R,R,L,L,L,L,R","L,L,R,R,L,R,R,L,L,L",,,,,,,,"Naoki, Eguchi","Ken, Akashi","Kohei, Horibe","Abe, Senji","Koji, Inokuchi","Kosuke, Higuchi","Ken, Yasuda","Naotaro, Takeyama","Hasegawa, Yu",
195,84.0,187.0,2025/8/14,6989.388696193695,6089.388697862625,1755134955.948254,6.0,2.0,江口,Right,TOK,7,batter7,Left,名古屋,6,Bottom,2,1,0,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,104.0,0.4579999999999999,-0.64,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,"1,2",batter6,batter5,,Nothing,,,,,,2522500195,ボール,,6987.0,https://youtu.be/hwUj41cB_Sc&t=6987,3874.0,https://youtu.be/hs0B7pp4u3A&t=3874,明石,堀部,阿部,井之口,樋口,安田,竹山,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,堀部,杉浦,阿部,井之口,明石,長谷川","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,堀部,阿部,井之口,樋口,安田,竹山,長谷川","R,L,R,R,R,L,L,L,L,R","L,L,R,R,L,R,R,L,L,L",,,,,,,,"Naoki, Eguchi","Ken, Akashi","Kohei, Horibe","Abe, Senji","Koji, Inokuchi","Kosuke, Higuchi","Ken, Yasuda","Naotaro, Takeyama","Hasegawa, Yu",
196,85.0,188.0,2025/8/14,7003.593443155289,6103.593444824219,1755134970.153001,6.0,3.0,江口,Right,TOK,7,batter7,Left,名古屋,6,Bottom,2,2,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,136.0,0.63,0.296,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,"1,2",batter6,batter5,,Nothing,,,,,,2522500196,見逃し,,7001.0,https://youtu.be/hwUj41cB_Sc&t=7001,3888.0,https://youtu.be/hs0B7pp4u3A&t=3888,明石,堀部,阿部,井之口,樋口,安田,竹山,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,堀部,杉浦,阿部,井之口,明石,長谷川","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,堀部,阿部,井之口,樋口,安田,竹山,長谷川","R,L,R,R,R,L,L,L,L,R","L,L,R,R,L,R,R,L,L,L",,,,,,,,"Naoki, Eguchi","Ken, Akashi","Kohei, Horibe","Abe, Senji","Koji, Inokuchi","Kosuke, Higuchi","Ken, Yasuda","Naotaro, Takeyama","Hasegawa, Yu",
197,86.0,189.0,2025/8/14,7017.903884,6117.903886795044,1755134984.463442,6.0,4.0,江口,Right,TOK,7,batter7,Left,名古屋,6,Bottom,2,2,1,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,136.0,0.63,0.296,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,"1,2",batter6,batter5,,Nothing,,,,,,2522500197,見逃し,,7015.0,https://youtu.be/hwUj41cB_Sc&t=7015,3903.0,https://youtu.be/hs0B7pp4u3A&t=3903,明石,堀部,阿部,井之口,樋口,安田,竹山,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,堀部,杉浦,阿部,井之口,明石,長谷川","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,堀部,阿部,井之口,樋口,安田,竹山,長谷川","R,L,R,R,R,L,L,L,L,R","L,L,R,R,L,R,R,L,L,L",,,,,,,,"Naoki, Eguchi","Ken, Akashi","Kohei, Horibe","Abe, Senji","Koji, Inokuchi","Kosuke, Higuchi","Ken, Yasuda","Naotaro, Takeyama","Hasegawa, Yu",
198,87.0,190.0,2025/8/14,7032.911396,6132.911398,1755134999.470953,6.0,5.0,江口,Right,TOK,7,batter7,Left,名古屋,6,Bottom,2,2,2,Slider,InPlay,Undefined,GroundBall,Out,1,0,,122.0,0.63,-0.152,38.93917044968757,37.30394827798343,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,"1,2",batter6,batter5,,Undefined,,,,3,3A,2522500198,一ゴ,,7030.0,https://youtu.be/hwUj41cB_Sc&t=7030,3918.0,https://youtu.be/hs0B7pp4u3A&t=3918,明石,堀部,阿部,井之口,樋口,安田,竹山,長谷川,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,堀部,杉浦,阿部,井之口,明石,長谷川","pos1_3,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,堀部,阿部,井之口,樋口,安田,竹山,長谷川","R,L,R,R,R,L,L,L,L,R","L,L,R,R,L,R,R,L,L,L",,,,,,,,"Naoki, Eguchi","Ken, Akashi","Kohei, Horibe","Abe, Senji","Koji, Inokuchi","Kosuke, Higuchi","Ken, Yasuda","Naotaro, Takeyama","Hasegawa, Yu",
199,1.0,191.0,2025/8/14,7158.573898,6258.5739,1755135125.133455,1.0,1.0,pos1_4,Left,名古屋,1,安田,Left,TOK,7,Top,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,133.0,0.982,-0.513,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,,,,,Nothing,,,,,,2522500199,ボール,,7156.0,https://youtu.be/hwUj41cB_Sc&t=7156,3932.0,https://youtu.be/hs0B7pp4u3A&t=3932,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,堀部,杉浦,阿部,井之口,明石,長谷川","pos1_4,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,堀部,阿部,井之口,樋口,安田,竹山,長谷川","R,L,R,R,R,L,L,L,L,R","L,L,R,R,L,R,R,L,L,L",,"Ken, Yasuda",,,,,,,,,,,,,,,
200,2.0,192.0,2025/8/14,7169.057872,6269.057874,1755135135.617429,1.0,2.0,pos1_4,Left,名古屋,1,安田,Left,TOK,7,Top,0,1,0,Fastball,FoulBall,Undefined,Bunt,Undefined,0,0,,131.0,0.962,0.076,19.81677454993325,-134.3969088,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,,,,,Undefined,,,,,,2522500200,ファール,,7167.0,https://youtu.be/hwUj41cB_Sc&t=7167,3943.0,https://youtu.be/hs0B7pp4u3A&t=3943,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,堀部,杉浦,阿部,井之口,明石,長谷川","pos1_4,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,堀部,阿部,井之口,樋口,安田,竹山,長谷川","R,L,R,R,R,L,L,L,L,R","L,L,R,R,L,R,R,L,L,L",,"Ken, Yasuda",,,,,,,,,,,,,,,
201,3.0,193.0,2025/8/14,7183.844914197922,6283.844916,1755135150.404471,1.0,3.0,pos1_4,Left,名古屋,1,安田,Left,TOK,7,Top,0,1,1,Cutter,StrikeCalled,Undefined,Undefined,Undefined,0,0,,126.0,0.634,0.2319999999999999,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,,,,,Nothing,,,,,,2522500201,見逃し,,7181.0,https://youtu.be/hwUj41cB_Sc&t=7181,3958.0,https://youtu.be/hs0B7pp4u3A&t=3958,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,堀部,杉浦,阿部,井之口,明石,長谷川","pos1_4,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,堀部,阿部,井之口,樋口,安田,竹山,長谷川","R,L,R,R,R,L,L,L,L,R","L,L,R,R,L,R,R,L,L,L",,"Ken, Yasuda",,,,,,,,,,,,,,,
202,4.0,194.0,2025/8/14,7195.057702302933,6295.057703971863,1755135161.617259,1.0,4.0,pos1_4,Left,名古屋,1,安田,Left,TOK,7,Top,0,1,2,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,115.0,0.15,0.26,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,,,,,Nothing,,,,,,2522500202,ボール,,7193.0,https://youtu.be/hwUj41cB_Sc&t=7193,3969.0,https://youtu.be/hs0B7pp4u3A&t=3969,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,堀部,杉浦,阿部,井之口,明石,長谷川","pos1_4,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,堀部,阿部,井之口,樋口,安田,竹山,長谷川","R,L,R,R,R,L,L,L,L,R","L,L,R,R,L,R,R,L,L,L",,"Ken, Yasuda",,,,,,,,,,,,,,,
203,5.0,195.0,2025/8/14,7214.146687269211,6314.146690130234,1755135180.706245,1.0,5.0,pos1_4,Left,名古屋,1,安田,Left,TOK,7,Top,0,2,2,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,114.0,0.417,0.42,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,,,,,Nothing,,,,,,2522500203,ボール,,7212.0,https://youtu.be/hwUj41cB_Sc&t=7212,3988.0,https://youtu.be/hs0B7pp4u3A&t=3988,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,堀部,杉浦,阿部,井之口,明石,長谷川","pos1_4,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,堀部,阿部,井之口,樋口,安田,竹山,長谷川","R,L,R,R,R,L,L,L,L,R","L,L,R,R,L,R,R,L,L,L",,"Ken, Yasuda",,,,,,,,,,,,,,,
204,6.0,196.0,2025/8/14,7228.862922430038,6328.862924098969,1755135195.0,1.0,6.0,pos1_4,Left,名古屋,1,安田,Left,TOK,7,Top,0,3,2,Fastball,BallCalled,Walk,Undefined,Undefined,0,0,,133.0,0.478,0.42,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,,,,,Nothing,,,,,,2522500204,四球,,7226.0,https://youtu.be/hwUj41cB_Sc&t=7226,4003.0,https://youtu.be/hs0B7pp4u3A&t=4003,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,堀部,杉浦,阿部,井之口,明石,長谷川","pos1_4,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,堀部,阿部,井之口,樋口,安田,竹山,長谷川","R,L,R,R,R,L,L,L,L,R","L,L,R,R,L,R,R,L,L,L",,"Ken, Yasuda",,,,,,,,,,,,,,,
205,7.0,197.0,2025/8/14,7264.290989160538,6364.290990829468,1755135230.850546,2.0,1.0,pos1_4,Left,名古屋,2,樋口,Right,TOK,7,Top,0,0,0,Cutter,InPlay,Undefined,Bunt,Sacrifice,1,0,,,,,11.81415009,-2.862405226,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,1,安田,,,Undefined,,,,"1,3","1,3A",2522500205,投犠,,7262.0,https://youtu.be/hwUj41cB_Sc&t=7262,4020.0,https://youtu.be/hs0B7pp4u3A&t=4020,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,堀部,杉浦,阿部,井之口,明石,長谷川","pos1_4,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,堀部,阿部,井之口,樋口,安田,竹山,長谷川","R,L,R,R,R,L,L,L,L,R","L,L,R,R,L,R,R,L,L,L",,"Kosuke, Higuchi","Ken, Yasuda",,,,,,,,,,,,,,
206,8.0,198.0,2025/8/14,7296.089170217514,6396.089173078537,1755135262.648728,3.0,1.0,pos1_4,Left,名古屋,3,竹山,Right,TOK,7,Top,1,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,120.0,0.257,0.128,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,2,,安田,,Nothing,,,,,,2522500206,ボール,,7294.0,https://youtu.be/hwUj41cB_Sc&t=7294,4035.0,https://youtu.be/hs0B7pp4u3A&t=4035,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,堀部,杉浦,阿部,井之口,明石,長谷川","pos1_4,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,堀部,阿部,井之口,樋口,安田,竹山,長谷川","R,L,R,R,R,L,L,L,L,R","L,L,R,R,L,R,R,L,L,L",,"Naotaro, Takeyama",,"Ken, Yasuda",,,,,,,,,,,,,
207,9.0,199.0,2025/8/14,7309.897519111633,6409.897521018982,1755135276.457076,3.0,2.0,pos1_4,Left,名古屋,3,竹山,Right,TOK,7,Top,1,1,0,ChangeUp,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,119.0,0.522,-0.268,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,2,,安田,,Nothing,,,,,,2522500207,空振り,,7307.0,https://youtu.be/hwUj41cB_Sc&t=7307,4049.0,https://youtu.be/hs0B7pp4u3A&t=4049,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,堀部,杉浦,阿部,井之口,明石,長谷川","pos1_4,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,堀部,阿部,井之口,樋口,安田,竹山,長谷川","R,L,R,R,R,L,L,L,L,R","L,L,R,R,L,R,R,L,L,L",,"Naotaro, Takeyama",,"Ken, Yasuda",,,,,,,,,,,,,
208,10.0,200.0,2025/8/14,7331.192599058151,6431.192601,1755135297.752156,3.0,3.0,pos1_4,Left,名古屋,3,竹山,Right,TOK,7,Top,1,1,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,122.0,0.15,0.144,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,2,,安田,,Nothing,,,,,,2522500208,ボール,,7329.0,https://youtu.be/hwUj41cB_Sc&t=7329,4070.0,https://youtu.be/hs0B7pp4u3A&t=4070,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,堀部,杉浦,阿部,井之口,明石,長谷川","pos1_4,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,堀部,阿部,井之口,樋口,安田,竹山,長谷川","R,L,R,R,R,L,L,L,L,R","L,L,R,R,L,R,R,L,L,L",,"Naotaro, Takeyama",,"Ken, Yasuda",,,,,,,,,,,,,
209,11.0,201.0,2025/8/14,7343.529000282288,6443.529003143311,1755135310.088558,3.0,4.0,pos1_4,Left,名古屋,3,竹山,Right,TOK,7,Top,1,2,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,123.0,0.183,1.227,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,2,,安田,,Nothing,,,,,,2522500209,ボール,,7341.0,https://youtu.be/hwUj41cB_Sc&t=7341,4083.0,https://youtu.be/hs0B7pp4u3A&t=4083,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,堀部,杉浦,阿部,井之口,明石,長谷川","pos1_4,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,堀部,阿部,井之口,樋口,安田,竹山,長谷川","R,L,R,R,R,L,L,L,L,R","L,L,R,R,L,R,R,L,L,L",,"Naotaro, Takeyama",,"Ken, Yasuda",,,,,,,,,,,,,
210,12.0,202.0,2025/8/14,7362.205702,6462.205704,1755135328.765259,3.0,5.0,pos1_4,Left,名古屋,3,竹山,Right,TOK,7,Top,1,3,1,Cutter,StrikeCalled,Undefined,Undefined,Undefined,0,0,,126.0,0.754,0.3329999999999999,,,名古屋,#049900,名古屋,TOK,#217fc4,東大,Sapporo_122,A,七大戦,Normal,2,,安田,,Nothing,,,,,,2522500210,見逃し,,7360.0,https://youtu.be/hwUj41cB_Sc&t=7360,4101.0,https://youtu.be/hs0B7pp4u3A&t=4101,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","安田,樋口,竹山,堀部,杉浦,阿部,井之口,明石,長谷川","pos1_4,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","江口,明石,堀部,阿部,井之口,樋口,安田,竹山,長谷川","R,L,R,R,R,L,L,L,L,R","L,L,R,R,L,R,R,L,L,L",,"Naotaro, Takeyama",,"Ken, Yasuda",,,,,,,,,,,,,
