count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,runevent_romaji,scored_person_romaji,run_person_romaji,No,Player ID,Pitcher_rapsodo_pitch,MLB ID,Date_rapsodo_pitch,Pitch ID,TaggedPitchType_rapsodo_pitch,IsStrike,PlateLocSide_rapsodo_pitch,PlateLocHeight_rapsodo_pitch,RelSpeed_rapsodo_pitch,SpinRate,TrueSpin,SpinEfficiency,Tilt,Spin Confidence,Extension,InducedVertBreak,HorzBreak,VB (spin),HB (spin),HorizontalRelAngle,RelAngle,RelHeight,RelSide,GyroDegree,Unique ID,Device Serial Number,HorzApprAngle,VertApprAngle,Session Name,Intent Type,unixtime,No_rapsodo_hit,Player ID_rapsodo_hit,Batter_rapsodo_hit,MLB ID_rapsodo_hit,Date_rapsodo_hit,HitID,ExitSpeed,RelSpeed_rapsodo_hit,Angle,Direction,HitSpinRate,Distance,HitSpinTilt,SpinConfidence,PlateLocSide_rapsodo_hit,PlateLocHeight_rapsodo_hit,ContactDepth,Batname,SerialNumber,Unique ID_rapsodo_hit,Session Name_rapsodo_hit,unixtime_rapsodo_hit,RelSpeed_opensen
70,28.0,68.0,2025/4/26,4300.971052,3450.971054,1745633131,1.0,1.0,鈴木羚,Right,明星大,8,工藤,Right,TOK,3,Bottom,0,0,0,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,140.15,0.878,-0.116,26.49125223,-82.32103619,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2511500070,ファール,,4298,https://youtu.be/vGx3WT9jVJg&t=4298,2077.0,https://youtu.be/3ticAhbv9Ww&t=2077,鵜飼,渡邉,片倉,中田,阿部,平岡,菊井,廣岡,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,平岡,廣岡,鵜飼,片倉","高橋,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","鈴木羚,鵜飼,渡邉,片倉,中田,阿部,平岡,菊井,廣岡","R,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L",,,,,,,,,,"Yudai, Kudo",,,,,,,410.0,972881.0,TokyoBBC Right,,1745600737.0,1745633137.0,ChangeUp,Y,0.0724,0.8477,140.15,2362.98,2140.1,90.57,00:44,1.0,1.6791573,54.3,28.0,51.3,20.9,-1.7,-1.9,1.8,0.28,25.09,972881@1745633137,V3P4DLKO0850A,0.37309608,-4.9481525,untitled,,1745633132.0,9988.0,1410155.0,Ohe Shotaro,,1745600737.0,1745633137.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745633137,untitled,1745633133.0,139.0
71,29.0,69.0,2025/4/26,4330.070074,3480.070075,1745633160,1.0,2.0,鈴木羚,Right,明星大,8,工藤,Right,TOK,3,Bottom,0,0,1,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,118.79,0.53,-0.427,,,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2511500071,ボール,,4328,https://youtu.be/vGx3WT9jVJg&t=4328,2106.0,https://youtu.be/3ticAhbv9Ww&t=2106,鵜飼,渡邉,片倉,中田,阿部,平岡,菊井,廣岡,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,平岡,廣岡,鵜飼,片倉","高橋,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","鈴木羚,鵜飼,渡邉,片倉,中田,阿部,平岡,菊井,廣岡","R,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L",,,,,,,,,,"Yudai, Kudo",,,,,,,409.0,972881.0,TokyoBBC Right,,1745600766.0,1745633166.0,Slider,N,-0.3087999999999999,0.2923,118.79,2482.49,1271.8,51.23,06:58,1.0,1.8524742,-43.7,-13.5,-31.7,-19.7,-1.6,0.94,1.78,0.28,59.18,972881@1745633166,V3P4DLKO0850A,-2.6125076,-12.096466,untitled,,1745633161.0,9987.0,1410155.0,Ohe Shotaro,,1745600766.0,1745633166.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745633166,untitled,1745633162.0,119.0
72,30.0,70.0,2025/4/26,4344.305201,3494.305202,1745633174,1.0,3.0,鈴木羚,Right,明星大,8,工藤,Right,TOK,3,Bottom,0,1,1,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,141.88,0.558,-0.172,34.64413082,-38.43123588,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,,,,,Undefined,,,,"5,3","5,3",2511500072,三ゴ,,4342,https://youtu.be/vGx3WT9jVJg&t=4342,2121.0,https://youtu.be/3ticAhbv9Ww&t=2121,鵜飼,渡邉,片倉,中田,阿部,平岡,菊井,廣岡,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,平岡,廣岡,鵜飼,片倉","高橋,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","鈴木羚,鵜飼,渡邉,片倉,中田,阿部,平岡,菊井,廣岡","R,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L",,,,,,,,,,"Yudai, Kudo",,,,,,,408.0,972881.0,TokyoBBC Right,,1745600781.0,1745633181.0,ChangeUp,Y,0.0731,0.5526,141.88,2412.4,2245.3,93.07,00:48,1.0,1.5408173,58.9,30.1,53.5,24.0,-1.69,-3.15,1.82,0.26,21.45,972881@1745633181,V3P4DLKO0850A,0.5199093,-5.819609,untitled,,1745633176.0,9986.0,1410155.0,Ohe Shotaro,,1745600780.0,1745633180.0,133.1,141.9,-12.1,-36.2,2448.7886,3.6,11:08,1.0,-5.9,64.6,73.7,,V3P4DLKO0850A,1410155@1745633180,untitled,1745633176.0,141.0
73,31.0,71.0,2025/4/26,4376.764261,3526.764262,1745633207,2.0,1.0,鈴木羚,Right,明星大,9,杉浦,Right,TOK,3,Bottom,1,0,0,Cutter,FoulBall,Undefined,FlyBall,Undefined,0,0,,135.87,,,61.4058405,67.99414614,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2511500073,ファール,,4374,https://youtu.be/vGx3WT9jVJg&t=4374,2152.0,https://youtu.be/3ticAhbv9Ww&t=2152,鵜飼,渡邉,片倉,中田,阿部,平岡,菊井,廣岡,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,平岡,廣岡,鵜飼,片倉","高橋,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","鈴木羚,鵜飼,渡邉,片倉,中田,阿部,平岡,菊井,廣岡","R,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L",,,,,,,,,,"Kaito, Sugiura",,,,,,,407.0,972881.0,TokyoBBC Right,,1745600813.0,1745633213.0,Cutter,Y,-0.1858,0.7948000000000001,135.87,2381.38,1351.3,56.75,00:28,1.0,1.716299,35.1,-1.8,34.0,7.5,-1.7,-1.39,1.82,0.31,55.43,972881@1745633213,V3P4DLKO0850A,-1.8259426,-5.9151382,untitled,,1745633208.0,9985.0,1410155.0,Ohe Shotaro,,1745600812.0,1745633212.0,135.0,135.9,47.6,44.5,2423.613,89.8,10:48,1.0,13.4,103.4,242.5,,V3P4DLKO0850A,1410155@1745633212,untitled,1745633208.0,136.0
74,32.0,72.0,2025/4/26,4404.024947,3554.024949,1745633234,2.0,2.0,鈴木羚,Right,明星大,9,杉浦,Right,TOK,3,Bottom,1,0,1,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,135.98,0.283,-0.26,,,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2511500074,ボール,,4402,https://youtu.be/vGx3WT9jVJg&t=4402,2179.0,https://youtu.be/3ticAhbv9Ww&t=2179,鵜飼,渡邉,片倉,中田,阿部,平岡,菊井,廣岡,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,平岡,廣岡,鵜飼,片倉","高橋,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","鈴木羚,鵜飼,渡邉,片倉,中田,阿部,平岡,菊井,廣岡","R,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L",,,,,,,,,,"Kaito, Sugiura",,,,,,,406.0,972881.0,TokyoBBC Right,,1745600841.0,1745633241.0,Cutter,N,-0.36,-0.0799,135.98,2371.12,1217.1,51.33,00:36,1.0,1.6383286,35.6,1.2,30.4,9.4,-2.77,-4.08,1.81,0.34,59.12,972881@1745633241,V3P4DLKO0850A,-2.6789465,-8.882889,untitled,,1745633236.0,9984.0,1410155.0,Ohe Shotaro,,1745600840.0,1745633240.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745633240,untitled,1745633236.0,135.0
75,33.0,73.0,2025/4/26,4426.042819,3576.042822,1745633256,2.0,3.0,鈴木羚,Right,明星大,9,杉浦,Right,TOK,3,Bottom,1,1,1,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,114.86,0.954,0.216,,,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2511500075,見逃し,,4424,https://youtu.be/vGx3WT9jVJg&t=4424,2201.0,https://youtu.be/3ticAhbv9Ww&t=2201,鵜飼,渡邉,片倉,中田,阿部,平岡,菊井,廣岡,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,平岡,廣岡,鵜飼,片倉","高橋,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","鈴木羚,鵜飼,渡邉,片倉,中田,阿部,平岡,菊井,廣岡","R,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L",,,,,,,,,,"Kaito, Sugiura",,,,,,,405.0,972881.0,TokyoBBC Right,,1745600862.0,1745633262.0,Curveball,Y,0.0553,0.8035,114.86,2547.59,1470.5,57.72,06:18,1.0,1.9584465,-29.1,-12.9,-40.3,-9.6,-0.18,2.68,1.76,0.23,54.74,972881@1745633262,V3P4DLKO0850A,-1.1635048,-10.30526,untitled,,1745633257.0,9983.0,1410155.0,Ohe Shotaro,,1745600862.0,1745633262.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745633262,untitled,1745633258.0,115.0
76,34.0,74.0,2025/4/26,4441.735325,3591.735327,1745633272,2.0,4.0,鈴木羚,Right,明星大,9,杉浦,Right,TOK,3,Bottom,1,1,2,Fastball,InPlay,Undefined,FlyBall,Out,1,0,,142.18,,,81.13435127,26.09924209,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,,,,,Undefined,,,,9,9,2511500076,右飛,,4439,https://youtu.be/vGx3WT9jVJg&t=4439,2217.0,https://youtu.be/3ticAhbv9Ww&t=2217,鵜飼,渡邉,片倉,中田,阿部,平岡,菊井,廣岡,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,平岡,廣岡,鵜飼,片倉","高橋,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","鈴木羚,鵜飼,渡邉,片倉,中田,阿部,平岡,菊井,廣岡","R,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L",,,,,,,,,,"Kaito, Sugiura",,,,,,,404.0,972881.0,TokyoBBC Right,,1745600878.0,1745633278.0,ChangeUp,Y,0.0404,0.7165,142.18,2332.55,2061.4,88.37,00:40,1.0,,48.7,14.7,45.6,16.9,-1.2,-2.65,1.79,0.22,27.9,972881@1745633278,V3P4DLKO0850A,-0.056628797,-5.419218,untitled,,1745633273.0,9982.0,1410155.0,Ohe Shotaro,,1745600878.0,1745633278.0,113.3,142.2,30.1,23.4,4057.0083,68.9,01:32,1.0,-2.2,76.6,18.2,,V3P4DLKO0850A,1410155@1745633278,untitled,1745633274.0,
77,35.0,75.0,2025/4/26,4478.089919,3628.08992,1745633308,3.0,1.0,鈴木羚,Right,明星大,1,酒井,Left,TOK,3,Bottom,2,0,0,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,114.96,,,,,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2511500077,見逃し,,4476,https://youtu.be/vGx3WT9jVJg&t=4476,2251.0,https://youtu.be/3ticAhbv9Ww&t=2251,鵜飼,渡邉,片倉,中田,阿部,平岡,菊井,廣岡,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,平岡,廣岡,鵜飼,片倉","高橋,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","鈴木羚,鵜飼,渡邉,片倉,中田,阿部,平岡,菊井,廣岡","R,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L",,,,,,,,,,"Suguru, Sakai",,,,,,,403.0,972881.0,TokyoBBC Right,,1745600914.0,1745633314.0,Curveball,Y,-0.1,0.7568,114.96,2594.81,1761.6,67.89,06:24,1.0,2.0247574,-26.0,-23.0,-47.3,-12.9,-0.54,2.3,1.76,0.28,47.24,972881@1745633314,V3P4DLKO0850A,-2.3002484,-10.172735,untitled,,1745633309.0,9981.0,1410155.0,Ohe Shotaro,,1745600914.0,1745633314.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745633314,untitled,1745633310.0,
78,36.0,76.0,2025/4/26,4491.474633,3641.474635,1745633322,3.0,2.0,鈴木羚,Right,明星大,1,酒井,Left,TOK,3,Bottom,2,0,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,142.04,0.582,0.493,,,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2511500078,ボール,,4489,https://youtu.be/vGx3WT9jVJg&t=4489,2264.0,https://youtu.be/3ticAhbv9Ww&t=2264,鵜飼,渡邉,片倉,中田,阿部,平岡,菊井,廣岡,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,平岡,廣岡,鵜飼,片倉","高橋,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","鈴木羚,鵜飼,渡邉,片倉,中田,阿部,平岡,菊井,廣岡","R,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L",,,,,,,,,,"Suguru, Sakai",,,,,,,402.0,972881.0,TokyoBBC Right,,1745600927.0,1745633327.0,ChangeUp,N,0.5297,0.7425,142.04,2451.26,2148.6,87.65,00:40,1.0,1.968193,52.0,18.5,48.9,17.7,0.38,-2.39,1.79,0.24,28.77,972881@1745633327,V3P4DLKO0850A,1.7738636,-5.2300134,untitled,,1745633322.0,9980.0,1410155.0,Ohe Shotaro,,1745600926.0,1745633326.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745633326,untitled,1745633322.0,141.0
79,37.0,77.0,2025/4/26,4505.516938,3655.516939,1745633336,3.0,3.0,鈴木羚,Right,明星大,1,酒井,Left,TOK,3,Bottom,2,1,1,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,,132.87,0.277,0.096,,,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2511500079,ボール,,4503,https://youtu.be/vGx3WT9jVJg&t=4503,2279.0,https://youtu.be/3ticAhbv9Ww&t=2279,鵜飼,渡邉,片倉,中田,阿部,平岡,菊井,廣岡,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,平岡,廣岡,鵜飼,片倉","高橋,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","鈴木羚,鵜飼,渡邉,片倉,中田,阿部,平岡,菊井,廣岡","R,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L",,,,,,,,,,"Suguru, Sakai",,,,,,,401.0,972881.0,TokyoBBC Right,,1745600942.0,1745633342.0,ChangeUp,N,-0.0428,0.2762,132.87,1557.94,1508.5,96.82,00:42,1.0,1.8357487,38.5,14.4,44.0,17.2,-1.47,-3.03,1.79,0.23,14.48,972881@1745633342,V3P4DLKO0850A,-0.3947114,-7.8877892,untitled,,1745633337.0,9979.0,1410155.0,Ohe Shotaro,,1745600942.0,1745633342.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745633342,untitled,1745633338.0,133.0
80,38.0,78.0,2025/4/26,4521.584158,3671.584159,1745633352,3.0,4.0,鈴木羚,Right,明星大,1,酒井,Left,TOK,3,Bottom,2,2,1,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,117.65,0.694,0.228,,,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2511500080,見逃し,,4519,https://youtu.be/vGx3WT9jVJg&t=4519,2295.0,https://youtu.be/3ticAhbv9Ww&t=2295,鵜飼,渡邉,片倉,中田,阿部,平岡,菊井,廣岡,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,平岡,廣岡,鵜飼,片倉","高橋,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","鈴木羚,鵜飼,渡邉,片倉,中田,阿部,平岡,菊井,廣岡","R,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L",,,,,,,,,,"Suguru, Sakai",,,,,,,400.0,972881.0,TokyoBBC Right,,1745600958.0,1745633358.0,Curveball,Y,0.142,0.7725,117.65,2675.85,1598.3,59.73,06:08,1.0,2.033638,-33.4,-13.5,-42.7,-6.7,0.17,2.34,1.78,0.23,53.32,972881@1745633358,V3P4DLKO0850A,-0.86211604,-10.210711,untitled,,1745633353.0,9978.0,1410155.0,Ohe Shotaro,,1745600958.0,1745633358.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745633358,untitled,1745633354.0,117.0
81,39.0,79.0,2025/4/26,4537.881808,3687.881809,1745633368,3.0,5.0,鈴木羚,Right,明星大,1,酒井,Left,TOK,3,Bottom,2,2,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,141.34,0.846,0.453,,,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2511500081,ボール,,4535,https://youtu.be/vGx3WT9jVJg&t=4535,2311.0,https://youtu.be/3ticAhbv9Ww&t=2311,鵜飼,渡邉,片倉,中田,阿部,平岡,菊井,廣岡,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,平岡,廣岡,鵜飼,片倉","高橋,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","鈴木羚,鵜飼,渡邉,片倉,中田,阿部,平岡,菊井,廣岡","R,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L",,,,,,,,,,"Suguru, Sakai",,,,,,,399.0,972881.0,TokyoBBC Right,,1745600975.0,1745633375.0,ChangeUp,N,0.3032999999999999,0.9766,141.34,2395.51,1987.2,82.95,00:16,1.0,1.983387,54.8,0.0,47.8,7.0,0.32,-1.54,1.78,0.22,33.95,972881@1745633375,V3P4DLKO0850A,0.31361333,-4.3763328,untitled,,1745633370.0,9977.0,1410155.0,Ohe Shotaro,,1745600974.0,1745633374.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745633374,untitled,1745633370.0,140.0
82,40.0,80.0,2025/4/26,4555.599549,3705.599551,1745633386,3.0,6.0,鈴木羚,Right,明星大,1,酒井,Left,TOK,3,Bottom,2,3,2,Splitter,BallCalled,Walk,Undefined,Undefined,0,0,,132.71,0.654,0.5,,,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2511500082,四球,,4553,https://youtu.be/vGx3WT9jVJg&t=4553,2329.0,https://youtu.be/3ticAhbv9Ww&t=2329,鵜飼,渡邉,片倉,中田,阿部,平岡,菊井,廣岡,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,平岡,廣岡,鵜飼,片倉","高橋,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","鈴木羚,鵜飼,渡邉,片倉,中田,阿部,平岡,菊井,廣岡","R,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L",,,,,,,,,,"Suguru, Sakai",,,,,,,398.0,972881.0,TokyoBBC Right,,1745600992.0,1745633392.0,ChangeUp,N,0.5466,0.9352,132.71,1362.08,1337.8,98.21,00:38,1.0,2.1894703,43.2,20.0,41.2,14.9,0.5,-1.26,1.82,0.21,10.84,972881@1745633392,V3P4DLKO0850A,1.9969515,-5.230451,untitled,,1745633387.0,9976.0,1410155.0,Ohe Shotaro,,1745600992.0,1745633392.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745633392,untitled,1745633388.0,130.0
83,41.0,81.0,2025/4/26,4592.629409,3742.62941,1745633423,4.0,1.0,鈴木羚,Right,明星大,2,樋口,Right,TOK,3,Bottom,2,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,1,0,,139.73,0.914,-0.453,,,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,1,酒井,,,CaughtStealing,酒井,,,,,2511500083,ボール[盗塁死],,4590,https://youtu.be/vGx3WT9jVJg&t=4590,2364.0,https://youtu.be/3ticAhbv9Ww&t=2364,鵜飼,渡邉,片倉,中田,阿部,平岡,菊井,廣岡,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,平岡,廣岡,鵜飼,片倉","高橋,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","鈴木羚,鵜飼,渡邉,片倉,中田,阿部,平岡,菊井,廣岡","R,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L",,,,,,,,,,"Kosuke, Higuchi","Suguru, Sakai",,,,,"Suguru, Sakai",397.0,972881.0,TokyoBBC Right,,1745601029.0,1745633429.0,ChangeUp,Y,-0.2401,0.8602,139.73,2350.84,2070.2,88.06,00:38,1.0,1.7791519,51.8,11.3,49.4,17.0,-1.95,-1.77,1.8,0.2,28.28,972881@1745633429,V3P4DLKO0850A,-1.1113467,-5.0553737,untitled,,1745633424.0,9975.0,1410155.0,Ohe Shotaro,,1745601028.0,1745633428.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745633428,untitled,1745633424.0,139.0
84,16.0,82.0,2025/4/26,4712.265557,3862.265559,1745633542,1.0,1.0,高橋,Right,TOK,4,渡邉,Right,明星大,4,Top,0,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,107.25,1.034,-0.433,,,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2511500084,ボール,,4710,https://youtu.be/vGx3WT9jVJg&t=4710,2415.0,https://youtu.be/3ticAhbv9Ww&t=2415,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,平岡,廣岡,鵜飼,片倉","高橋,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","鈴木羚,鵜飼,渡邉,片倉,中田,阿部,平岡,菊井,廣岡","R,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L","Naoto, Takahashi","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Keito, Arai","Suguru, Sakai","Kaiki, Ohara",,,,,,,,390.0,972881.0,TokyoBBC Right,,1745601148.0,1745633548.0,Slider,N,-0.1215,1.3551,107.25,2201.96,937.5,42.58,07:16,1.0,1.8152885,-4.6,-30.9,-24.7,-22.0,0.15,4.25,1.79,0.15,64.8,972881@1745633548,V3P4DLKO0850A,-2.149393,-7.890027,untitled,,1745633543.0,9968.0,1410155.0,Ohe Shotaro,,1745601147.0,1745633547.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745633547,untitled,1745633543.0,107.0
85,17.0,83.0,2025/4/26,4721.409,3871.409002,1745633551,1.0,2.0,高橋,Right,TOK,4,渡邉,Right,明星大,4,Top,0,1,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,117.48,0.343,0.188,,,TOK,#217fc4,東大,明星大,#251494,明星大,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2511500085,ボール,,4719,https://youtu.be/vGx3WT9jVJg&t=4719,2425.0,https://youtu.be/3ticAhbv9Ww&t=2425,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原,"酒井,樋口,中山,大原,秋元,門田,荒井慶,工藤,杉浦","菊井,中田,吉村,渡邉,阿部,平岡,廣岡,鵜飼,片倉","高橋,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,大原","鈴木羚,鵜飼,渡邉,片倉,中田,阿部,平岡,菊井,廣岡","R,L,R,L,R,R,R,R,R,R","R,L,R,L,R,L,R,L,R,L","Naoto, Takahashi","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Keito, Arai","Suguru, Sakai","Kaiki, Ohara",,,,,,,,389.0,972881.0,TokyoBBC Right,,1745601158.0,1745633558.0,Slider,N,0.1661,0.4257999999999999,117.48,2272.99,872.1,38.37,08:38,1.0,1.7370033,-11.5,-23.9,-6.6,-29.9,0.65,0.22,1.8,0.22,67.44,972881@1745633558,V3P4DLKO0850A,-1.1087079,-10.193648,untitled,,1745633553.0,9967.0,1410155.0,Ohe Shotaro,,1745601157.0,1745633557.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1745633557,untitled,1745633553.0,118.0
