count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,No,Player ID,Pitcher_rapsodo_pitch,MLB ID,Date_rapsodo_pitch,Pitch ID,TaggedPitchType_rapsodo_pitch,IsStrike,PlateLocSide_rapsodo_pitch,PlateLocHeight_rapsodo_pitch,RelSpeed_rapsodo_pitch,SpinRate,TrueSpin,SpinEfficiency,Tilt,Spin Confidence,Extension,InducedVertBreak,HorzBreak,VB (spin),HB (spin),HorizontalRelAngle,RelAngle,RelHeight,RelSide,GyroDegree,Unique ID,Device Serial Number,HorzApprAngle,VertApprAngle,Session Name,Intent Type,unixtime,No_rapsodo_hit,Player ID_rapsodo_hit,Batter_rapsodo_hit,MLB ID_rapsodo_hit,Date_rapsodo_hit,HitID,ExitSpeed,RelSpeed_rapsodo_hit,Angle,Direction,HitSpinRate,Distance,HitSpinTilt,SpinConfidence,PlateLocSide_rapsodo_hit,PlateLocHeight_rapsodo_hit,ContactDepth,Batname,SerialNumber,Unique ID_rapsodo_hit,Session Name_rapsodo_hit,unixtime_rapsodo_hit,RelSpeed_opensen,csv_path
261,14.0,255.0,2025/4/6,9498.218025684357,9228.218032836914,1743910672,3.0,5.0,大森,Left,TOK,8,小林,Right,杏林大,7,Bottom,1,2,2,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,107.89,0.774,-0.553,,,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,2,,佐藤,,Nothing,,,,,,2509520261,ボール,,,,,,土ヶ端,春山,塗師,片桐,今泉,黒武者,成瀬,岡林,"北嶋,相沢,西村,峯岸,田中,本間,佐藤,小林,武田","成瀬,岡林,春山,藤尾,黒武者,片桐,土ヶ端,塗師,今泉","武者,武田,峯岸,西村,相沢,北嶋,田中,本間,小林","大森,土ヶ端,春山,塗師,片桐,今泉,黒武者,成瀬,岡林","L,R,R,R,R,R,R,R,R,R","R,L,L,R,R,L,L,R,R,L",274.0,1182935.0,Hokuto Omori,,1743878278.0,1743910678.0,Cutter,N,-0.4867,0.9831,107.89,1067.06,984.7,92.28,00:28,0.5,2.2531548,8.6,24.1,39.7,10.8,0.91,3.82,1.22,-0.98,-22.65,1182935@1743910678,V3P4DLKO0850A,2.6769676,-5.6309104,untitled,,1743910672.0,156.0,1410155.0,tokyobbc_rapsodo Player_007,,1743878277.0,1743910677.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1743910677,untitled,1743910672.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
262,15.0,256.0,2025/4/6,9519.130893945694,9249.130900859833,1743910693,3.0,6.0,大森,Left,TOK,8,小林,Right,杏林大,7,Bottom,1,3,2,Slider,InPlay,Undefined,FlyBall,Single,1,0,,108.3,,,50.91722289323992,37.46739859905264,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,2,,佐藤,,Undefined,,,,"9,2","9,2T",2509520262,右安,,,,,,土ヶ端,春山,塗師,片桐,今泉,黒武者,成瀬,岡林,"北嶋,相沢,西村,峯岸,田中,本間,佐藤,小林,武田","成瀬,岡林,春山,藤尾,黒武者,片桐,土ヶ端,塗師,今泉","武者,武田,峯岸,西村,相沢,北嶋,田中,本間,小林","大森,土ヶ端,春山,塗師,片桐,今泉,黒武者,成瀬,岡林","L,R,R,R,R,R,R,R,R,R","R,L,L,R,R,L,L,R,R,L",273.0,1182935.0,Hokuto Omori,,1743878299.0,1743910699.0,Slider,N,0.176,1.1095,108.3,2026.22,636.7,31.42,03:04,1.0,1.9357605,28.5,23.5,-2.2,22.5,3.28,4.16,1.25,-0.98,-71.69,1182935@1743910699,V3P4DLKO0850A,5.059681,-5.7518425,untitled,,1743910693.0,155.0,1410155.0,tokyobbc_rapsodo Player_007,,1743878298.0,1743910698.0,100.3,108.3,18.1,32.8,3410.0283,43.4,02:34,1.0,-18.2,120.2,2.3,,V3P4DLKO0850A,1410155@1743910698,untitled,1743910693.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
263,16.0,257.0,2025/4/6,9564.576016902924,9294.576025009155,1743910738,4.0,1.0,大森,Left,TOK,9,植田,Right,杏林大,7,Bottom,2,0,0,ChangeUp,HitByPitch,Undefined,Undefined,Undefined,0,0,,114.82,0.103,0.907,,,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,1,小林,,,Nothing,,,,,,2509520263,死球,,,,,,土ヶ端,春山,塗師,片桐,今泉,黒武者,成瀬,岡林,"北嶋,相沢,西村,峯岸,田中,本間,佐藤,小林,植田","成瀬,岡林,春山,藤尾,黒武者,片桐,土ヶ端,塗師,今泉","武者,植田,峯岸,西村,相沢,北嶋,田中,本間,小林","大森,土ヶ端,春山,塗師,片桐,今泉,黒武者,成瀬,岡林","L,R,R,R,R,R,R,R,R,R","R,L,L,R,R,L,L,R,R,L",272.0,1182935.0,Hokuto Omori,,1743878344.0,1743910744.0,Fastball,N,0.6868000000000001,0.5029,114.82,1861.05,1344.0,72.21,10:32,1.0,1.917078,41.2,-17.5,28.8,-27.7,6.59,0.99,1.2,-1.0,-43.77,1182935@1743910744,V3P4DLKO0850A,5.2957606,-6.2219033,untitled,,1743910738.0,154.0,1410155.0,tokyobbc_rapsodo Player_007,,1743878343.0,1743910743.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1743910743,untitled,1743910738.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
264,17.0,258.0,2025/4/6,9628.314126,9358.314132928848,1743910802,5.0,1.0,大森,Left,TOK,1,北嶋,Right,杏林大,7,Bottom,2,0,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,105.08,0.5820000000000001,-0.232,,,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,"1,2",植田,小林,,Nothing,,,,,,2509520264,見逃し,,,,,,土ヶ端,春山,塗師,片桐,今泉,黒武者,成瀬,岡林,"北嶋,相沢,西村,峯岸,田中,本間,佐藤,小林,植田","成瀬,岡林,春山,藤尾,黒武者,片桐,土ヶ端,塗師,今泉","武者,植田,峯岸,西村,相沢,北嶋,田中,本間,小林","大森,土ヶ端,春山,塗師,片桐,今泉,黒武者,成瀬,岡林","L,R,R,R,R,R,R,R,R,R","R,L,L,R,R,L,L,R,R,L",271.0,1182935.0,Hokuto Omori,,1743878407.0,1743910807.0,Cutter,N,-0.4085,0.6987000000000001,105.08,2726.9,2726.3,99.98,00:48,0.5,1.572958,24.5,43.0,67.6,31.4,0.59,3.23,1.3,-1.01,1.2,1182935@1743910807,V3P4DLKO0850A,3.794961,-8.075272,untitled,,1743910801.0,153.0,1410155.0,tokyobbc_rapsodo Player_007,,1743878406.0,1743910806.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1743910806,untitled,1743910801.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
265,18.0,259.0,2025/4/6,9644.828595,9374.828602,1743910818,5.0,2.0,大森,Left,TOK,1,北嶋,Right,杏林大,7,Bottom,2,0,1,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,,118.65,0.143,0.016,,,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,"1,2",植田,小林,,Nothing,,,,,,2509520265,ボール,,,,,,土ヶ端,春山,塗師,片桐,今泉,黒武者,成瀬,岡林,"北嶋,相沢,西村,峯岸,田中,本間,佐藤,小林,植田","成瀬,岡林,春山,藤尾,黒武者,片桐,土ヶ端,塗師,今泉","武者,植田,峯岸,西村,相沢,北嶋,田中,本間,小林","大森,土ヶ端,春山,塗師,片桐,今泉,黒武者,成瀬,岡林","L,R,R,R,R,R,R,R,R,R","R,L,L,R,R,L,L,R,R,L",270.0,1182935.0,Hokuto Omori,,1743878423.0,1743910823.0,Fastball,N,0.2819,0.3766,118.65,1926.14,1454.6,75.52,10:02,1.0,1.8698063,26.6,-33.3,21.8,-36.8,5.67,0.78,1.19,-0.99,-40.96,1182935@1743910823,V3P4DLKO0850A,3.2172017,-6.832087,untitled,,1743910817.0,152.0,1410155.0,tokyobbc_rapsodo Player_007,,1743878422.0,1743910822.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1743910822,untitled,1743910817.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
266,19.0,260.0,2025/4/6,9661.851653814316,9391.851660966871,1743910835,5.0,3.0,大森,Left,TOK,1,北嶋,Right,杏林大,7,Bottom,2,1,1,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,106.46,0.846,0.507,,,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,"1,2",植田,小林,,Nothing,,,,,,2509520266,ボール,,,,,,土ヶ端,春山,塗師,片桐,今泉,黒武者,成瀬,岡林,"北嶋,相沢,西村,峯岸,田中,本間,佐藤,小林,植田","成瀬,岡林,春山,藤尾,黒武者,片桐,土ヶ端,塗師,今泉","武者,植田,峯岸,西村,相沢,北嶋,田中,本間,小林","大森,土ヶ端,春山,塗師,片桐,今泉,黒武者,成瀬,岡林","L,R,R,R,R,R,R,R,R,R","R,L,L,R,R,L,L,R,R,L",269.0,1182935.0,Hokuto Omori,,1743878441.0,1743910841.0,Slider,N,0.2791,0.8845999999999999,106.46,1976.29,529.8,26.81,02:42,1.0,1.8638611,-12.6,31.3,0.4,20.0,3.89,4.19,1.24,-0.99,-74.45,1182935@1743910841,V3P4DLKO0850A,6.1621046,-8.14839,untitled,,1743910835.0,151.0,1410155.0,tokyobbc_rapsodo Player_007,,1743878440.0,1743910840.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1743910840,untitled,1743910835.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
267,20.0,261.0,2025/4/6,9680.928574800491,9410.928584814072,1743910854,5.0,4.0,大森,Left,TOK,1,北嶋,Right,杏林大,7,Bottom,2,2,1,Curveball,InPlay,Undefined,GroundBall,Error,0,0,,95.78,,,27.70506751488746,18.627863176455048,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,"1,2",植田,小林,,Undefined,,塗師,,4,4E,2509520267,二ゴ失,,,,,,土ヶ端,春山,塗師,片桐,今泉,黒武者,成瀬,岡林,"北嶋,相沢,西村,峯岸,田中,本間,佐藤,小林,植田","成瀬,岡林,春山,藤尾,黒武者,片桐,土ヶ端,塗師,今泉","武者,植田,峯岸,西村,相沢,北嶋,田中,本間,小林","大森,土ヶ端,春山,塗師,片桐,今泉,黒武者,成瀬,岡林","L,R,R,R,R,R,R,R,R,R","R,L,L,R,R,L,L,R,R,L",268.0,1182935.0,Hokuto Omori,,1743878461.0,1743910861.0,Slider,Y,0.0738,0.7018000000000001,95.78,2040.54,1368.4,67.06,03:50,1.0,2.0034828,-35.9,57.5,-21.1,42.5,2.45,5.46,1.24,-0.99,-47.89,1182935@1743910861,V3P4DLKO0850A,6.7264986,-11.563708,untitled,,1743910855.0,150.0,1410155.0,tokyobbc_rapsodo Player_007,,1743878460.0,1743910860.0,74.7,95.8,-1.4,11.0,1667.4786,15.0,03:26,1.0,10.3,13.6,0.0,,V3P4DLKO0850A,1410155@1743910860,untitled,1743910855.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
268,21.0,262.0,2025/4/6,9727.589107751846,9457.589114665983,1743910901,6.0,1.0,大森,Left,TOK,2,相澤,Right,杏林大,7,Bottom,2,0,0,Slider,InPlay,Undefined,GroundBall,Single,0,1,,107.01,0.602,0.072,36.10166358674211,-22.58385252,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,"1,2,3",北嶋,植田,小林,Undefined,,,小林,"6,4","6,4",2509520268,遊安①,,,,,,土ヶ端,春山,塗師,片桐,今泉,黒武者,成瀬,岡林,"北嶋,相沢,西村,峯岸,田中,本間,佐藤,小林,植田","成瀬,岡林,春山,藤尾,黒武者,片桐,土ヶ端,塗師,今泉","武者,植田,峯岸,西村,相沢,北嶋,田中,本間,小林","大森,土ヶ端,春山,塗師,片桐,今泉,黒武者,成瀬,岡林","L,R,R,R,R,R,R,R,R,R","R,L,L,R,R,L,L,R,R,L",267.0,1182935.0,Hokuto Omori,,1743878507.0,1743910907.0,Slider,Y,0.1183,0.6709999999999999,107.01,2118.44,658.4,31.08,02:44,1.0,2.0824718,15.4,30.2,0.8,22.1,2.81,2.88,1.22,-0.96,-71.89,1182935@1743910907,V3P4DLKO0850A,5.0398064,-7.081785,untitled,,1743910901.0,149.0,1410155.0,tokyobbc_rapsodo Player_007,,1743878506.0,1743910906.0,102.6,107.0,-4.2,-30.1,2473.0725,6.7,07:48,1.0,-0.9,73.2,43.9,,V3P4DLKO0850A,1410155@1743910906,untitled,1743910901.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
269,22.0,263.0,2025/4/6,9785.835505008698,9515.835511922836,1743910959,7.0,1.0,大森,Left,TOK,3,西村,Right,杏林大,7,Bottom,2,0,0,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,99.44,0.6659999999999999,0.18,,,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,"1,2,3",相澤,北嶋,植田,Nothing,,,,,,2509520269,見逃し,,,,,,土ヶ端,春山,塗師,片桐,今泉,黒武者,成瀬,岡林,"北嶋,相沢,西村,峯岸,田中,本間,佐藤,小林,植田","成瀬,岡林,春山,藤尾,黒武者,片桐,土ヶ端,塗師,今泉","武者,植田,峯岸,西村,相沢,北嶋,田中,本間,小林","大森,土ヶ端,春山,塗師,片桐,今泉,黒武者,成瀬,岡林","L,R,R,R,R,R,R,R,R,R","R,L,L,R,R,L,L,R,R,L",266.0,1182935.0,Hokuto Omori,,1743878565.0,1743910965.0,Slider,Y,0.2145,0.6875,99.44,2098.08,1309.6,62.42,03:54,0.5,2.0925255,14.7,53.4,-20.3,38.6,2.44,4.11,1.21,-1.0,-51.38,1182935@1743910965,V3P4DLKO0850A,6.4643145,-8.406116,untitled,,1743910959.0,148.0,1410155.0,tokyobbc_rapsodo Player_007,,1743878564.0,1743910964.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1743910964,untitled,1743910959.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
270,23.0,264.0,2025/4/6,9799.897119760511,9529.897126674652,1743910973,7.0,2.0,大森,Left,TOK,3,西村,Right,杏林大,7,Bottom,2,0,1,Curveball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,97.87,0.858,-0.152,,,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,"1,2,3",相澤,北嶋,植田,Nothing,,,,,,2509520270,空振り,,,,,,土ヶ端,春山,塗師,片桐,今泉,黒武者,成瀬,岡林,"北嶋,相沢,西村,峯岸,田中,本間,佐藤,小林,植田","成瀬,岡林,春山,藤尾,黒武者,片桐,土ヶ端,塗師,今泉","武者,植田,峯岸,西村,相沢,北嶋,田中,本間,小林","大森,土ヶ端,春山,塗師,片桐,今泉,黒武者,成瀬,岡林","L,R,R,R,R,R,R,R,R,R","R,L,L,R,R,L,L,R,R,L",265.0,1182935.0,Hokuto Omori,,1743878579.0,1743910979.0,Slider,Y,-0.0108,0.9454,97.87,1958.41,1258.3,64.25,03:44,0.5,2.063465,29.5,54.0,-17.0,40.0,1.5,4.96,1.24,-0.97,-50.02,1182935@1743910979,V3P4DLKO0850A,5.6914144,-7.996362,untitled,,1743910973.0,147.0,1410155.0,tokyobbc_rapsodo Player_007,,1743878578.0,1743910978.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1743910978,untitled,1743910973.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
271,24.0,265.0,2025/4/6,9822.068623781204,9552.068631887436,1743910995,7.0,3.0,大森,Left,TOK,3,西村,Right,杏林大,7,Bottom,2,0,2,Slider,FoulBall,Undefined,GroundBall,Undefined,0,0,,105.49,0.8420000000000001,-0.044,16.855509884556522,-147.144278,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,"1,2,3",相澤,北嶋,植田,Undefined,,,,,,2509520271,ファール,,,,,,土ヶ端,春山,塗師,片桐,今泉,黒武者,成瀬,岡林,"北嶋,相沢,西村,峯岸,田中,本間,佐藤,小林,植田","成瀬,岡林,春山,藤尾,黒武者,片桐,土ヶ端,塗師,今泉","武者,植田,峯岸,西村,相沢,北嶋,田中,本間,小林","大森,土ヶ端,春山,塗師,片桐,今泉,黒武者,成瀬,岡林","L,R,R,R,R,R,R,R,R,R","R,L,L,R,R,L,L,R,R,L",264.0,1182935.0,Hokuto Omori,,1743878601.0,1743911001.0,Slider,Y,0.1495,0.8676999999999999,105.49,2185.37,1417.2,64.85,03:34,1.0,2.1567173,14.6,48.5,-13.6,40.4,2.4,3.85,1.21,-1.0,-49.57,1182935@1743911001,V3P4DLKO0850A,6.0295534,-6.716451,untitled,,1743910995.0,146.0,1410155.0,tokyobbc_rapsodo Player_007,,1743878600.0,1743911000.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1743911000,untitled,1743910995.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
272,25.0,266.0,2025/4/6,9844.255108833311,9574.255115747452,1743911018,7.0,4.0,大森,Left,TOK,3,西村,Right,杏林大,7,Bottom,2,0,2,ChangeUp,FoulBall,Undefined,FlyBall,Undefined,0,0,,123.36,0.7859999999999999,-0.24,19.009962815006514,131.85504253530198,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,"1,2,3",相澤,北嶋,植田,Undefined,,,,,,2509520272,ファール,,,,,,土ヶ端,春山,塗師,片桐,今泉,黒武者,成瀬,岡林,"北嶋,相沢,西村,峯岸,田中,本間,佐藤,小林,植田","成瀬,岡林,春山,藤尾,黒武者,片桐,土ヶ端,塗師,今泉","武者,植田,峯岸,西村,相沢,北嶋,田中,本間,小林","大森,土ヶ端,春山,塗師,片桐,今泉,黒武者,成瀬,岡林","L,R,R,R,R,R,R,R,R,R","R,L,L,R,R,L,L,R,R,L",263.0,1182935.0,Hokuto Omori,,1743878624.0,1743911024.0,Fastball,Y,-0.2305,0.9013,123.36,2107.02,1464.9,69.53,10:34,1.0,1.8138027,42.0,-16.3,33.1,-31.4,3.13,1.3,1.34,-0.95,-45.95,1182935@1743911024,V3P4DLKO0850A,1.9095039,-4.715142,untitled,,1743911018.0,145.0,1410155.0,tokyobbc_rapsodo Player_007,,1743878623.0,1743911023.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1743911023,untitled,1743911018.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
273,26.0,267.0,2025/4/6,9871.581417,9601.581424,1743911045,7.0,5.0,大森,Left,TOK,3,西村,Right,杏林大,7,Bottom,2,0,2,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,100.76,0.097,-0.307,,,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,"1,2,3",相澤,北嶋,植田,Nothing,,,,,,2509520273,ボール,,,,,,土ヶ端,春山,塗師,片桐,今泉,黒武者,成瀬,岡林,"北嶋,相沢,西村,峯岸,田中,本間,佐藤,小林,植田","成瀬,岡林,春山,藤尾,黒武者,片桐,土ヶ端,塗師,今泉","武者,植田,峯岸,西村,相沢,北嶋,田中,本間,小林","大森,土ヶ端,春山,塗師,片桐,今泉,黒武者,成瀬,岡林","L,R,R,R,R,R,R,R,R,R","R,L,L,R,R,L,L,R,R,L",262.0,1182935.0,Hokuto Omori,,1743878651.0,1743911051.0,ChangeUp,N,-0.4646,0.3818999999999999,100.76,1427.79,1422.0,99.6,09:22,1.0,2.0615253,28.9,-37.9,9.4,-51.7,3.0,2.01,1.24,-0.92,5.14,1182935@1743911051,V3P4DLKO0850A,0.1809599,-8.494513,untitled,,1743911045.0,144.0,1410155.0,tokyobbc_rapsodo Player_007,,1743878650.0,1743911050.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1743911050,untitled,1743911045.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
274,27.0,268.0,2025/4/6,9891.814829826357,9621.814836740494,1743911065,7.0,6.0,大森,Left,TOK,3,西村,Right,杏林大,7,Bottom,2,1,2,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,112.22,0.846,-0.136,,,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,"1,2,3",相澤,北嶋,植田,Nothing,,,,,,2509520274,空三振,,,,,,土ヶ端,春山,塗師,片桐,今泉,黒武者,成瀬,岡林,"北嶋,相沢,西村,峯岸,田中,本間,佐藤,小林,植田","成瀬,岡林,春山,藤尾,黒武者,片桐,土ヶ端,塗師,今泉","武者,植田,峯岸,西村,相沢,北嶋,田中,本間,小林","大森,土ヶ端,春山,塗師,片桐,今泉,黒武者,成瀬,岡林","L,R,R,R,R,R,R,R,R,R","R,L,L,R,R,L,L,R,R,L",261.0,1182935.0,Hokuto Omori,,1743878671.0,1743911071.0,Slider,Y,-0.1461,0.9376,112.22,2149.44,391.0,13.06,04:06,1.0,1.9036922,25.6,30.8,6.7,-7.4,2.07,3.15,1.23,-1.04,-75.93,1182935@1743911071,V3P4DLKO0850A,4.3566036,-5.623352,untitled,,1743911065.0,143.0,1410155.0,tokyobbc_rapsodo Player_007,,1743878670.0,1743911070.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1743911070,untitled,1743911065.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
275,1.0,269.0,2025/4/6,10017.307845830916,9747.307852983477,1743911191,1.0,1.0,大道,Right,杏林大,1,成瀬,Left,TOK,8,Top,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,134.39,1.3030000000000002,0.327,,,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2509520275,ボール,,,,,,植田,峯岸,西村,相澤,北嶋,田中,本間,小林,"北嶋,相沢,西村,峯岸,田中,本間,佐藤,小林,植田","成瀬,岡林,春山,藤尾,黒武者,片桐,土ヶ端,塗師,今泉","大道,植田,峯岸,西村,相沢,北嶋,田中,本間,小林","大森,土ヶ端,春山,塗師,片桐,今泉,黒武者,成瀬,岡林","L,R,R,R,R,R,R,R,R,R","R,L,L,R,R,L,L,R,R,L",124.0,972881.0,TokyoBBC Right,,1743878796.0,1743911196.0,ChangeUp,N,0.2958,1.1615,134.39,2257.04,1923.1,85.21,00:50,1.0,1.7411842,47.1,13.9,47.0,22.0,-0.92,0.31,1.63,0.42,31.56,972881@1743911196,V3P4DLKO0850A,0.11769339,-3.8631628,untitled,,1743911190.0,135.0,1410155.0,tokyobbc_rapsodo Player_007,,1743878795.0,1743911195.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1743911195,untitled,1743911190.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
276,2.0,270.0,2025/4/6,10026.858132839205,9756.858139753342,1743911200,1.0,2.0,大道,Right,杏林大,1,成瀬,Left,TOK,8,Top,0,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,132.08,0.083,-0.26,,,杏林大,#ff0000,杏林大,TOK,#217fc4,東大,杏林大学グラウンド,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2509520276,ボール,,,,,,植田,峯岸,西村,相澤,北嶋,田中,本間,小林,"北嶋,相沢,西村,峯岸,田中,本間,佐藤,小林,植田","成瀬,岡林,春山,藤尾,黒武者,片桐,土ヶ端,塗師,今泉","大道,植田,峯岸,西村,相沢,北嶋,田中,本間,小林","大森,土ヶ端,春山,塗師,片桐,今泉,黒武者,成瀬,岡林","L,R,R,R,R,R,R,R,R,R","R,L,L,R,R,L,L,R,R,L",123.0,972881.0,TokyoBBC Right,,1743878806.0,1743911206.0,ChangeUp,N,-0.17,0.3018,132.08,2259.97,1765.2,78.11,00:52,1.0,1.7139854,45.6,13.9,43.6,21.3,-2.65,-2.51,1.63,0.45,38.64,972881@1743911206,V3P4DLKO0850A,-1.6290821,-6.9874415,untitled,,1743911200.0,134.0,1410155.0,tokyobbc_rapsodo Player_007,,1743878805.0,1743911205.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410155@1743911205,untitled,1743911200.0,,/Users/shugokatayama/Analyst-GitHub/オープン戦データ/25-1春/20250406春季オープン戦vs杏林大B.csv
