count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,runevent_romaji,scored_person_romaji
58,31.0,54.0,2025/3/8,2849.918959,2519.91897,1741397178,1.0,1.0,玉置,Right,TOK,9,batter9,Right,一橋大,3,Top,0,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,108.0,0.23,-0.284,,,TOK,#217fc4,東大,一橋大,#011892,一橋大,一橋大学グラウンド,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2506620058,ボール,,2847,https://youtu.be/6Xx1PDi73So&t=2847,1528,https://youtu.be/q-v30d4y9K4&t=1528,深見,石川,荒井孝,大田,小田,山本,岡林,安田,"安田,岡林,山本,スタンリー,石川,深見,大田,小田,荒井孝","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,深見,石川,荒井孝,大田,小田,山本,岡林,安田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,R,R,R,L,R,R,R","R,R,R,L,L,L,L,R,L,R","Shin, Tamaki","Yuto, Fukami","Hikaru, Ishikawa","Kota, Arai","Eisuke, Ohta","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",,,,,,,
59,32.0,55.0,2025/3/8,2862.12618,2532.12619,1741397191,1.0,2.0,玉置,Right,TOK,9,batter9,Right,一橋大,3,Top,0,1,0,Fastball,InPlay,Undefined,Popup,Out,1,0,,113.0,0.882,0.18,15.75618922,-38.15722659,TOK,#217fc4,東大,一橋大,#011892,一橋大,一橋大学グラウンド,B,春季オープン戦,Normal,,,,,Undefined,,,,5,5,2506620059,三飛,,2860,https://youtu.be/6Xx1PDi73So&t=2860,1540,https://youtu.be/q-v30d4y9K4&t=1540,深見,石川,荒井孝,大田,小田,山本,岡林,安田,"安田,岡林,山本,スタンリー,石川,深見,大田,小田,荒井孝","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,深見,石川,荒井孝,大田,小田,山本,岡林,安田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,R,R,R,L,R,R,R","R,R,R,L,L,L,L,R,L,R","Shin, Tamaki","Yuto, Fukami","Hikaru, Ishikawa","Kota, Arai","Eisuke, Ohta","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",,,,,,,
60,33.0,56.0,2025/3/8,2887.10705,2557.107057,1741397216,2.0,1.0,玉置,Right,TOK,1,batter1,Right,一橋大,3,Top,1,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,106.0,1.21,0.188,,,TOK,#217fc4,東大,一橋大,#011892,一橋大,一橋大学グラウンド,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2506620060,ボール,,2885,https://youtu.be/6Xx1PDi73So&t=2885,1553,https://youtu.be/q-v30d4y9K4&t=1553,深見,石川,荒井孝,大田,小田,山本,岡林,安田,"安田,岡林,山本,スタンリー,石川,深見,大田,小田,荒井孝","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,深見,石川,荒井孝,大田,小田,山本,岡林,安田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,R,R,R,L,R,R,R","R,R,R,L,L,L,L,R,L,R","Shin, Tamaki","Yuto, Fukami","Hikaru, Ishikawa","Kota, Arai","Eisuke, Ohta","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",,,,,,,
61,34.0,57.0,2025/3/8,2897.656782,2567.656785,1741397226,2.0,2.0,玉置,Right,TOK,1,batter1,Right,一橋大,3,Top,1,1,0,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,122.0,0.714,0.188,34.64413082,-38.43123588,TOK,#217fc4,東大,一橋大,#011892,一橋大,一橋大学グラウンド,B,春季オープン戦,Normal,,,,,Undefined,,,,"5,3","5,3",2506620061,三ゴ,,2895,https://youtu.be/6Xx1PDi73So&t=2895,1564,https://youtu.be/q-v30d4y9K4&t=1564,深見,石川,荒井孝,大田,小田,山本,岡林,安田,"安田,岡林,山本,スタンリー,石川,深見,大田,小田,荒井孝","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,深見,石川,荒井孝,大田,小田,山本,岡林,安田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,R,R,R,L,R,R,R","R,R,R,L,L,L,L,R,L,R","Shin, Tamaki","Yuto, Fukami","Hikaru, Ishikawa","Kota, Arai","Eisuke, Ohta","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",,,,,,,
62,35.0,58.0,2025/3/8,2931.359797,2601.359803,1741397260,3.0,1.0,玉置,Right,TOK,2,batter2,Right,一橋大,3,Top,2,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,107.0,0.15,0.172,,,TOK,#217fc4,東大,一橋大,#011892,一橋大,一橋大学グラウンド,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2506620062,ボール,,2929,https://youtu.be/6Xx1PDi73So&t=2929,1578,https://youtu.be/q-v30d4y9K4&t=1578,深見,石川,荒井孝,大田,小田,山本,岡林,安田,"安田,岡林,山本,スタンリー,石川,深見,大田,小田,荒井孝","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,深見,石川,荒井孝,大田,小田,山本,岡林,安田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,R,R,R,L,R,R,R","R,R,R,L,L,L,L,R,L,R","Shin, Tamaki","Yuto, Fukami","Hikaru, Ishikawa","Kota, Arai","Eisuke, Ohta","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",,,,,,,
63,36.0,59.0,2025/3/8,2944.049193,2614.049198,1741397273,3.0,2.0,玉置,Right,TOK,2,batter2,Right,一橋大,3,Top,2,1,0,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,,0.566,-0.204,21.90253071,-45.54565759,TOK,#217fc4,東大,一橋大,#011892,一橋大,一橋大学グラウンド,B,春季オープン戦,Normal,,,,,Undefined,,,,"5,3","5,3",2506620063,三ゴ,,2942,https://youtu.be/6Xx1PDi73So&t=2942,1591,https://youtu.be/q-v30d4y9K4&t=1591,深見,石川,荒井孝,大田,小田,山本,岡林,安田,"安田,岡林,山本,スタンリー,石川,深見,大田,小田,荒井孝","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,深見,石川,荒井孝,大田,小田,山本,岡林,安田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,R,R,R,L,R,R,R","R,R,R,L,L,L,L,R,L,R","Shin, Tamaki","Yuto, Fukami","Hikaru, Ishikawa","Kota, Arai","Eisuke, Ohta","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",,,,,,,
64,24.0,60.0,2025/3/8,3076.942061,2746.942069,1741397405,1.0,1.0,pos1,Right,一橋大,8,小田,Right,TOK,3,Bottom,0,0,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,115.0,0.854,-0.208,,,TOK,#217fc4,東大,一橋大,#011892,一橋大,一橋大学グラウンド,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2506620064,見逃し,,3074,https://youtu.be/6Xx1PDi73So&t=3074,1611,https://youtu.be/q-v30d4y9K4&t=1611,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"安田,岡林,山本,スタンリー,石川,深見,大田,小田,荒井孝","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,深見,石川,荒井孝,大田,小田,山本,岡林,安田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,R,R,R,L,R,R,R","R,R,R,L,L,L,L,R,L,R",,,,,,,,,,,"Shu, Oda",,,,,
65,25.0,61.0,2025/3/8,3088.14692,2758.146926,1741397417,1.0,2.0,pos1,Right,一橋大,8,小田,Right,TOK,3,Bottom,0,0,1,Fastball,FoulBall,Undefined,LineDrive,Undefined,0,0,,123.0,0.958,0.144,10.91445428,180.0,TOK,#217fc4,東大,一橋大,#011892,一橋大,一橋大学グラウンド,B,春季オープン戦,Normal,,,,,Undefined,,,,,,2506620065,ファール,,3086,https://youtu.be/6Xx1PDi73So&t=3086,1622,https://youtu.be/q-v30d4y9K4&t=1622,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"安田,岡林,山本,スタンリー,石川,深見,大田,小田,荒井孝","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,深見,石川,荒井孝,大田,小田,山本,岡林,安田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,R,R,R,L,R,R,R","R,R,R,L,L,L,L,R,L,R",,,,,,,,,,,"Shu, Oda",,,,,
66,26.0,62.0,2025/3/8,3104.050669,2774.050673,1741397433,1.0,3.0,pos1,Right,一橋大,8,小田,Right,TOK,3,Bottom,0,0,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,132.0,1.21,-0.236,,,TOK,#217fc4,東大,一橋大,#011892,一橋大,一橋大学グラウンド,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2506620066,ボール,,3102,https://youtu.be/6Xx1PDi73So&t=3102,1638,https://youtu.be/q-v30d4y9K4&t=1638,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"安田,岡林,山本,スタンリー,石川,深見,大田,小田,荒井孝","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,深見,石川,荒井孝,大田,小田,山本,岡林,安田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,R,R,R,L,R,R,R","R,R,R,L,L,L,L,R,L,R",,,,,,,,,,,"Shu, Oda",,,,,
67,27.0,63.0,2025/3/8,3118.105595,2788.105603,1741397447,1.0,4.0,pos1,Right,一橋大,8,小田,Right,TOK,3,Bottom,0,1,2,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,120.0,0.586,-0.413,,,TOK,#217fc4,東大,一橋大,#011892,一橋大,一橋大学グラウンド,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2506620067,ボール,,3116,https://youtu.be/6Xx1PDi73So&t=3116,1652,https://youtu.be/q-v30d4y9K4&t=1652,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"安田,岡林,山本,スタンリー,石川,深見,大田,小田,荒井孝","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,深見,石川,荒井孝,大田,小田,山本,岡林,安田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,R,R,R,L,R,R,R","R,R,R,L,L,L,L,R,L,R",,,,,,,,,,,"Shu, Oda",,,,,
68,28.0,64.0,2025/3/8,3131.938427,2801.938432,1741397460,1.0,5.0,pos1,Right,一橋大,8,小田,Right,TOK,3,Bottom,0,2,2,Slider,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,120.0,0.754,-0.232,,,TOK,#217fc4,東大,一橋大,#011892,一橋大,一橋大学グラウンド,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2506620068,見三振,,3129,https://youtu.be/6Xx1PDi73So&t=3129,1666,https://youtu.be/q-v30d4y9K4&t=1666,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"安田,岡林,山本,スタンリー,石川,深見,大田,小田,荒井孝","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,深見,石川,荒井孝,大田,小田,山本,岡林,安田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,R,R,R,L,R,R,R","R,R,R,L,L,L,L,R,L,R",,,,,,,,,,,"Shu, Oda",,,,,
69,29.0,65.0,2025/3/8,3154.799869,2824.799875,1741397483,2.0,1.0,pos1,Right,一橋大,9,荒井孝,Right,TOK,3,Bottom,1,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,130.0,0.498,-0.148,,,TOK,#217fc4,東大,一橋大,#011892,一橋大,一橋大学グラウンド,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2506620069,見逃し,,3152,https://youtu.be/6Xx1PDi73So&t=3152,1675,https://youtu.be/q-v30d4y9K4&t=1675,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"安田,岡林,山本,スタンリー,石川,深見,大田,小田,荒井孝","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,深見,石川,荒井孝,大田,小田,山本,岡林,安田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,R,R,R,L,R,R,R","R,R,R,L,L,L,L,R,L,R",,,,,,,,,,,"Kota, Arai",,,,,
70,30.0,66.0,2025/3/8,3172.510174,2842.510186,1741397501,2.0,2.0,pos1,Right,一橋大,9,荒井孝,Right,TOK,3,Bottom,1,0,1,Slider,FoulBall,Undefined,GroundBall,Undefined,0,0,,107.0,,,11.56477627,-84.14398641,TOK,#217fc4,東大,一橋大,#011892,一橋大,一橋大学グラウンド,B,春季オープン戦,Normal,,,,,Undefined,,,,,,2506620070,ファール,,3170,https://youtu.be/6Xx1PDi73So&t=3170,1693,https://youtu.be/q-v30d4y9K4&t=1693,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"安田,岡林,山本,スタンリー,石川,深見,大田,小田,荒井孝","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,深見,石川,荒井孝,大田,小田,山本,岡林,安田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,R,R,R,L,R,R,R","R,R,R,L,L,L,L,R,L,R",,,,,,,,,,,"Kota, Arai",,,,,
71,31.0,67.0,2025/3/8,3184.365442,2854.365448,1741397513,2.0,3.0,pos1,Right,一橋大,9,荒井孝,Right,TOK,3,Bottom,1,0,2,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,108.0,0.437,-0.212,,,TOK,#217fc4,東大,一橋大,#011892,一橋大,一橋大学グラウンド,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2506620071,空三振,,3182,https://youtu.be/6Xx1PDi73So&t=3182,1695,https://youtu.be/q-v30d4y9K4&t=1695,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"安田,岡林,山本,スタンリー,石川,深見,大田,小田,荒井孝","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,深見,石川,荒井孝,大田,小田,山本,岡林,安田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,R,R,R,L,R,R,R","R,R,R,L,L,L,L,R,L,R",,,,,,,,,,,"Kota, Arai",,,,,
72,32.0,68.0,2025/3/8,3205.760958,2875.760964,1741397534,3.0,1.0,pos1,Right,一橋大,1,安田,Left,TOK,3,Bottom,2,0,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,118.0,0.626,0.192,,,TOK,#217fc4,東大,一橋大,#011892,一橋大,一橋大学グラウンド,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2506620072,見逃し,,3203,https://youtu.be/6Xx1PDi73So&t=3203,1716,https://youtu.be/q-v30d4y9K4&t=1716,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"安田,岡林,山本,スタンリー,石川,深見,大田,小田,荒井孝","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,深見,石川,荒井孝,大田,小田,山本,岡林,安田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,R,R,R,L,R,R,R","R,R,R,L,L,L,L,R,L,R",,,,,,,,,,,"Ken, Yasuda",,,,,
73,33.0,69.0,2025/3/8,3216.741743,2886.74175,1741397545,3.0,2.0,pos1,Right,一橋大,1,安田,Left,TOK,3,Bottom,2,0,1,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,110.0,0.886,-0.024,,,TOK,#217fc4,東大,一橋大,#011892,一橋大,一橋大学グラウンド,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2506620073,空振り,,3214,https://youtu.be/6Xx1PDi73So&t=3214,1711,https://youtu.be/q-v30d4y9K4&t=1711,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"安田,岡林,山本,スタンリー,石川,深見,大田,小田,荒井孝","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,深見,石川,荒井孝,大田,小田,山本,岡林,安田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,R,R,R,L,R,R,R","R,R,R,L,L,L,L,R,L,R",,,,,,,,,,,"Ken, Yasuda",,,,,
74,34.0,70.0,2025/3/8,3228.657367,2898.657373,1741397557,3.0,3.0,pos1,Right,一橋大,1,安田,Left,TOK,3,Bottom,2,0,2,Fastball,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,126.0,0.582,0.22,,,TOK,#217fc4,東大,一橋大,#011892,一橋大,一橋大学グラウンド,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2506620074,見三振,,3226,https://youtu.be/6Xx1PDi73So&t=3226,1723,https://youtu.be/q-v30d4y9K4&t=1723,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"安田,岡林,山本,スタンリー,石川,深見,大田,小田,荒井孝","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,深見,石川,荒井孝,大田,小田,山本,岡林,安田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,R,R,R,L,R,R,R","R,R,R,L,L,L,L,R,L,R",,,,,,,,,,,"Ken, Yasuda",,,,,
75,37.0,71.0,2025/3/8,3350.433044,3020.433049,1741397679,1.0,1.0,玉置,Right,TOK,3,batter3,Left,一橋大,4,Top,0,0,0,Slider,FoulBall,Undefined,GroundBall,Undefined,0,0,,108.0,0.622,-0.244,24.96941682,75.63541755,TOK,#217fc4,東大,一橋大,#011892,一橋大,一橋大学グラウンド,B,春季オープン戦,Normal,,,,,Undefined,,,,,,2506620075,ファール,,3348,https://youtu.be/6Xx1PDi73So&t=3348,1742,https://youtu.be/q-v30d4y9K4&t=1742,深見,石川,荒井孝,大田,小田,山本,岡林,安田,"安田,岡林,山本,スタンリー,石川,深見,大田,小田,荒井孝","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,深見,石川,荒井孝,大田,小田,山本,岡林,安田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,R,R,R,L,R,R,R","R,R,R,L,L,L,L,R,L,R","Shin, Tamaki","Yuto, Fukami","Hikaru, Ishikawa","Kota, Arai","Eisuke, Ohta","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",,,,,,,
76,38.0,72.0,2025/3/8,3369.548891,3039.548897,1741397698,1.0,2.0,玉置,Right,TOK,3,batter3,Left,一橋大,4,Top,0,0,1,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,116.0,0.638,0.212,,,TOK,#217fc4,東大,一橋大,#011892,一橋大,一橋大学グラウンド,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2506620076,見逃し,,3367,https://youtu.be/6Xx1PDi73So&t=3367,1754,https://youtu.be/q-v30d4y9K4&t=1754,深見,石川,荒井孝,大田,小田,山本,岡林,安田,"安田,岡林,山本,スタンリー,石川,深見,大田,小田,荒井孝","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,深見,石川,荒井孝,大田,小田,山本,岡林,安田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,R,R,R,L,R,R,R","R,R,R,L,L,L,L,R,L,R","Shin, Tamaki","Yuto, Fukami","Hikaru, Ishikawa","Kota, Arai","Eisuke, Ohta","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",,,,,,,
77,39.0,73.0,2025/3/8,3385.417751,3055.417756,1741397714,1.0,3.0,玉置,Right,TOK,3,batter3,Left,一橋大,4,Top,0,0,2,Fastball,InPlay,Undefined,GroundBall,Error,0,0,,116.0,0.574,-0.124,43.57502314,-19.7842787,TOK,#217fc4,東大,一橋大,#011892,一橋大,一橋大学グラウンド,B,春季オープン戦,Normal,,,,,Undefined,,小田,,"6,3","6E,3",2506620077,遊ゴ失,,3383,https://youtu.be/6Xx1PDi73So&t=3383,1770,https://youtu.be/q-v30d4y9K4&t=1770,深見,石川,荒井孝,大田,小田,山本,岡林,安田,"安田,岡林,山本,スタンリー,石川,深見,大田,小田,荒井孝","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,深見,石川,荒井孝,大田,小田,山本,岡林,安田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,R,R,R,L,R,R,R","R,R,R,L,L,L,L,R,L,R","Shin, Tamaki","Yuto, Fukami","Hikaru, Ishikawa","Kota, Arai","Eisuke, Ohta","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda","Shu, Oda",,,,,,
78,40.0,74.0,2025/3/8,3425.174852,3095.174858,1741397754,2.0,1.0,玉置,Right,TOK,4,batter4,Left,一橋大,4,Top,0,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,106.0,0.23,-0.493,,,TOK,#217fc4,東大,一橋大,#011892,一橋大,一橋大学グラウンド,B,春季オープン戦,Normal,1,batter3,,,WildPitch,batter3,,,,,2506620078,ボール[WP],,3423,https://youtu.be/6Xx1PDi73So&t=3423,1785,https://youtu.be/q-v30d4y9K4&t=1785,深見,石川,荒井孝,大田,小田,山本,岡林,安田,"安田,岡林,山本,スタンリー,石川,深見,大田,小田,荒井孝","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,深見,石川,荒井孝,大田,小田,山本,岡林,安田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,R,R,R,L,R,R,R","R,R,R,L,L,L,L,R,L,R","Shin, Tamaki","Yuto, Fukami","Hikaru, Ishikawa","Kota, Arai","Eisuke, Ohta","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",,,,,,,
79,,,2025/3/8,3470.55909,3140.559099,1741397799,,,玉置,Right,TOK,4,batter4,Left,一橋大,4,Top,0,1,0,,,,,,0,0,,,,,,,TOK,#217fc4,東大,一橋大,#011892,一橋大,一橋大学グラウンド,B,春季オープン戦,Normal,2,,batter3,,PickOff,,,,"1,6","1,6",2506620079,牽制,,3468,https://youtu.be/6Xx1PDi73So&t=3468,1810,https://youtu.be/q-v30d4y9K4&t=1810,深見,石川,荒井孝,大田,小田,山本,岡林,安田,"安田,岡林,山本,スタンリー,石川,深見,大田,小田,荒井孝","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,深見,石川,荒井孝,大田,小田,山本,岡林,安田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,R,R,R,L,R,R,R","R,R,R,L,L,L,L,R,L,R","Shin, Tamaki","Yuto, Fukami","Hikaru, Ishikawa","Kota, Arai","Eisuke, Ohta","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",,,,,,,
80,41.0,75.0,2025/3/8,3485.087692,3155.087698,1741397814,2.0,2.0,玉置,Right,TOK,4,batter4,Left,一橋大,4,Top,0,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,113.0,0.277,-0.38,,,TOK,#217fc4,東大,一橋大,#011892,一橋大,一橋大学グラウンド,B,春季オープン戦,Normal,2,,batter3,,Nothing,,,,,,2506620080,ボール,,3483,https://youtu.be/6Xx1PDi73So&t=3483,1824,https://youtu.be/q-v30d4y9K4&t=1824,深見,石川,荒井孝,大田,小田,山本,岡林,安田,"安田,岡林,山本,スタンリー,石川,深見,大田,小田,荒井孝","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,深見,石川,荒井孝,大田,小田,山本,岡林,安田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,R,R,R,L,R,R,R","R,R,R,L,L,L,L,R,L,R","Shin, Tamaki","Yuto, Fukami","Hikaru, Ishikawa","Kota, Arai","Eisuke, Ohta","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",,,,,,,
81,42.0,76.0,2025/3/8,3508.693514,3178.693522,1741397837,2.0,3.0,玉置,Right,TOK,4,batter4,Left,一橋大,4,Top,0,2,0,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,111.0,0.626,0.084,,,TOK,#217fc4,東大,一橋大,#011892,一橋大,一橋大学グラウンド,B,春季オープン戦,Normal,2,,batter3,,Nothing,,,,,,2506620081,空振り,,3506,https://youtu.be/6Xx1PDi73So&t=3506,1848,https://youtu.be/q-v30d4y9K4&t=1848,深見,石川,荒井孝,大田,小田,山本,岡林,安田,"安田,岡林,山本,スタンリー,石川,深見,大田,小田,荒井孝","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,深見,石川,荒井孝,大田,小田,山本,岡林,安田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,R,R,R,L,R,R,R","R,R,R,L,L,L,L,R,L,R","Shin, Tamaki","Yuto, Fukami","Hikaru, Ishikawa","Kota, Arai","Eisuke, Ohta","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",,,,,,,
82,43.0,77.0,2025/3/8,3531.917033,3201.917038,1741397860,2.0,4.0,玉置,Right,TOK,4,batter4,Left,一橋大,4,Top,0,2,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,112.0,1.117,0.573,,,TOK,#217fc4,東大,一橋大,#011892,一橋大,一橋大学グラウンド,B,春季オープン戦,Normal,2,,batter3,,Nothing,,,,,,2506620082,ボール,,3529,https://youtu.be/6Xx1PDi73So&t=3529,1871,https://youtu.be/q-v30d4y9K4&t=1871,深見,石川,荒井孝,大田,小田,山本,岡林,安田,"安田,岡林,山本,スタンリー,石川,深見,大田,小田,荒井孝","batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","玉置,深見,石川,荒井孝,大田,小田,山本,岡林,安田","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","R,L,L,R,R,R,L,R,R,R","R,R,R,L,L,L,L,R,L,R","Shin, Tamaki","Yuto, Fukami","Hikaru, Ishikawa","Kota, Arai","Eisuke, Ohta","Shu, Oda","Akira, Yamamoto","Yuna, Okabayashi","Ken, Yasuda",,,,,,,
