count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,scored_person_romaji,run_person_romaji,error_person_romaji,No,Player ID,Pitcher_rapsodo_pitch,MLB ID,Date_rapsodo_pitch,Pitch ID,TaggedPitchType_rapsodo_pitch,IsStrike,PlateLocSide_rapsodo_pitch,PlateLocHeight_rapsodo_pitch,RelSpeed_rapsodo_pitch,SpinRate,TrueSpin,SpinEfficiency,Tilt,Spin Confidence,Extension,InducedVertBreak,HorzBreak,VB (spin),HB (spin),HorizontalRelAngle,RelAngle,RelHeight,RelSide,GyroDegree,Unique ID,Device Serial Number,HorzApprAngle,VertApprAngle,Session Name,Intent Type,unixtime,No_rapsodo_hit,Player ID_rapsodo_hit,Batter_rapsodo_hit,MLB ID_rapsodo_hit,Date_rapsodo_hit,HitID,ExitSpeed,RelSpeed_rapsodo_hit,Angle,Direction,HitSpinRate,Distance,HitSpinTilt,SpinConfidence,PlateLocSide_rapsodo_hit,PlateLocHeight_rapsodo_hit,ContactDepth,Batname,SerialNumber,Unique ID_rapsodo_hit,Session Name_rapsodo_hit,unixtime_rapsodo_hit,日付,バット,利き腕,スイング条件,オンプレーンスコア,体とバットの角度スコア,体の回転による加速スコア,バットスピード (km/h),体の回転によるバットの加速の大きさ（初動） (G),オンプレーンの効率 (%),アッパースイング度 (°), 体とバットの角度（構え） (°), 体とバットの角度（インパクト） (°), バット角度 (°),パワー (kW),スイング時間 (秒),手の最大スピード (km/h),打球スピード (km/h),打球角度 (°),推定飛距離 (m),RelSpeed_opensen
67,37.0,68.0,2025/6/15,4671.353604,3036.353605,1749965664,2.0,1.0,加賀谷,Left,県千葉,1,岡林,Left,TOK,3,Bottom,1,0,0,Slider,InPlay,Undefined,FlyBall,Out,1,0,,111.98,,,93.51032448,0.0,TOK,#217fc4,東大,県千葉,#040404,県千葉,TodaiStadium,B,夏季オープン戦,Normal,,,,,Undefined,,,,8,8,2516530067,中飛,,4669,https://youtu.be/XzET5Oyn6gk&t=4669,2157,https://youtu.be/SqNaUdkFYQc&t=2157,菅原,北原,桒田,青木,出口,杉中,白井,内山,"岡林,小美野,石川,山本,藤尾,松本康,村尾,阿部,大寺","桒田,白井,加賀谷,北原,内山,面谷,出口,川端,岩佐","吉田,松本康,石川,阿部,藤尾,大寺,岡林,村尾,小美野","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","L,L,L,R,R,R,R,R,R,L","R,R,L,L,R,R,R,R,R,R",,,,,,,,,,"Yuna, Okabayashi",,,,,,,59.0,972671.0,TokyoBBC Left,,1749933269.0,1749965669.0,Slider,N,0.2634,0.5936,111.98,2001.77,384.9,19.23,5:22,1.0,2.2275505,-29.8,4.6,-12.1,6.5,2.75,1.77,1.52,-0.56,-78.91,972671@1749965669,V3P4DLKO0850A,3.1072264,-12.125213,untitled,,1749965664.0,275.0,1410222.0,tokyobbc_rapsodo Player_039,,1749933268.0,1749965668.0,115.9,112.0,31.8,1.4,3151.4463,679.0,11:24,1.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410222@1749965668,untitled,1749965663.0,,,,,,,,,,,,,,,,,,,,,111.0
68,38.0,69.0,2025/6/15,4694.361719,3059.361721,1749965687,3.0,1.0,加賀谷,Left,県千葉,2,小美野,Left,TOK,3,Bottom,2,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,112.08,,,,,TOK,#217fc4,東大,県千葉,#040404,県千葉,TodaiStadium,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2516530068,ボール,,4692,https://youtu.be/XzET5Oyn6gk&t=4692,2168,https://youtu.be/SqNaUdkFYQc&t=2168,菅原,北原,桒田,青木,出口,杉中,白井,内山,"岡林,小美野,石川,山本,藤尾,松本康,村尾,阿部,大寺","桒田,白井,加賀谷,北原,内山,面谷,出口,川端,岩佐","吉田,松本康,石川,阿部,藤尾,大寺,岡林,村尾,小美野","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","L,L,L,R,R,R,R,R,R,L","R,R,L,L,R,R,R,R,R,R",,,,,,,,,,"Komino, Harunobu",,,,,,,58.0,972671.0,TokyoBBC Left,,1749933291.0,1749965691.0,Slider,N,0.6204,0.6606,112.08,2069.89,319.5,15.44,5:08,1.0,1.9526272,11.4,20.2,-10.3,7.2,3.57,1.81,1.54,-0.58,-81.12,972671@1749965691,V3P4DLKO0850A,5.106637,-8.737939,untitled,,1749965686.0,274.0,1410222.0,tokyobbc_rapsodo Player_039,,1749933291.0,1749965691.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410222@1749965691,untitled,1749965686.0,,,,,,,,,,,,,,,,,,,,,112.0
69,39.0,70.0,2025/6/15,4707.069622,3072.069624,1749965700,3.0,2.0,加賀谷,Left,県千葉,2,小美野,Left,TOK,3,Bottom,2,1,0,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,134.71,,,75.99005568,-52.72975016,TOK,#217fc4,東大,県千葉,#040404,県千葉,TodaiStadium,B,夏季オープン戦,Normal,,,,,Undefined,,,,,,2516530069,ファール,,4705,https://youtu.be/XzET5Oyn6gk&t=4705,2180,https://youtu.be/SqNaUdkFYQc&t=2180,菅原,北原,桒田,青木,出口,杉中,白井,内山,"岡林,小美野,石川,山本,藤尾,松本康,村尾,阿部,大寺","桒田,白井,加賀谷,北原,内山,面谷,出口,川端,岩佐","吉田,松本康,石川,阿部,藤尾,大寺,岡林,村尾,小美野","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","L,L,L,R,R,R,R,R,R,L","R,R,L,L,R,R,R,R,R,R",,,,,,,,,,"Komino, Harunobu",,,,,,,57.0,972671.0,TokyoBBC Left,,1749933302.0,1749965702.0,ChangeUp,Y,0.1807,0.8166,134.71,2412.41,2190.8,90.81,11:06,1.0,1.4661961,48.5,-11.3,53.9,-26.9,2.72,-0.73,1.62,-0.49,-24.75,972671@1749965702,V3P4DLKO0850A,1.8936181,-5.0759897,untitled,,1749965697.0,273.0,1410222.0,tokyobbc_rapsodo Player_039,,1749933301.0,1749965701.0,120.7,134.7,28.9,-37.4,3962.5474,71.0,10:16,1.0,-18.0,86.4,28.6,,V3P4DLKO0850A,1410222@1749965701,untitled,1749965696.0,,,,,,,,,,,,,,,,,,,,,133.0
70,40.0,71.0,2025/6/15,4728.261181,3093.261182,1749965721,3.0,3.0,加賀谷,Left,県千葉,2,小美野,Left,TOK,3,Bottom,2,1,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,134.41,,,,,TOK,#217fc4,東大,県千葉,#040404,県千葉,TodaiStadium,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2516530070,ボール,,4726,https://youtu.be/XzET5Oyn6gk&t=4726,2193,https://youtu.be/SqNaUdkFYQc&t=2193,菅原,北原,桒田,青木,出口,杉中,白井,内山,"岡林,小美野,石川,山本,藤尾,松本康,村尾,阿部,大寺","桒田,白井,加賀谷,北原,内山,面谷,出口,川端,岩佐","吉田,松本康,石川,阿部,藤尾,大寺,岡林,村尾,小美野","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","L,L,L,R,R,R,R,R,R,L","R,R,L,L,R,R,R,R,R,R",,,,,,,,,,"Komino, Harunobu",,,,,,,56.0,972671.0,TokyoBBC Left,,1749933325.0,1749965725.0,ChangeUp,N,0.4374,0.2429,134.41,2399.34,2269.6,94.59,10:56,1.0,1.9212952,51.5,-19.2,50.4,-31.6,3.92,-3.11,1.62,-0.47,-18.93,972671@1749965725,V3P4DLKO0850A,2.476975,-6.896333,untitled,,1749965720.0,272.0,1410222.0,tokyobbc_rapsodo Player_039,,1749933324.0,1749965724.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410222@1749965724,untitled,1749965719.0,,,,,,,,,,,,,,,,,,,,,133.0
71,41.0,72.0,2025/6/15,4743.987767,3108.987768,1749965736,3.0,4.0,加賀谷,Left,県千葉,2,小美野,Left,TOK,3,Bottom,2,2,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,113.31,,,,,TOK,#217fc4,東大,県千葉,#040404,県千葉,TodaiStadium,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2516530071,ボール,,4741,https://youtu.be/XzET5Oyn6gk&t=4741,2209,https://youtu.be/SqNaUdkFYQc&t=2209,菅原,北原,桒田,青木,出口,杉中,白井,内山,"岡林,小美野,石川,山本,藤尾,松本康,村尾,阿部,大寺","桒田,白井,加賀谷,北原,内山,面谷,出口,川端,岩佐","吉田,松本康,石川,阿部,藤尾,大寺,岡林,村尾,小美野","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","L,L,L,R,R,R,R,R,R,L","R,R,L,L,R,R,R,R,R,R",,,,,,,,,,"Komino, Harunobu",,,,,,,55.0,972671.0,TokyoBBC Left,,1749933341.0,1749965741.0,Slider,N,-0.4037,0.7271,113.31,1903.64,131.7,6.92,4:52,1.0,2.0044212,8.0,9.0,-5.1,5.0,0.22,2.19,1.52,-0.56,-86.03,972671@1749965741,V3P4DLKO0850A,0.92127526,-8.710574,untitled,,1749965736.0,271.0,1410222.0,tokyobbc_rapsodo Player_039,,1749933340.0,1749965740.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410222@1749965740,untitled,1749965735.0,,,,,,,,,,,,,,,,,,,,,113.0
72,42.0,73.0,2025/6/15,4757.475656,3122.475657,1749965750,3.0,5.0,加賀谷,Left,県千葉,2,小美野,Left,TOK,3,Bottom,2,3,1,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,114.16,,,,,TOK,#217fc4,東大,県千葉,#040404,県千葉,TodaiStadium,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2516530072,空振り,,4755,https://youtu.be/XzET5Oyn6gk&t=4755,2223,https://youtu.be/SqNaUdkFYQc&t=2223,菅原,北原,桒田,青木,出口,杉中,白井,内山,"岡林,小美野,石川,山本,藤尾,松本康,村尾,阿部,大寺","桒田,白井,加賀谷,北原,内山,面谷,出口,川端,岩佐","吉田,松本康,石川,阿部,藤尾,大寺,岡林,村尾,小美野","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","L,L,L,R,R,R,R,R,R,L","R,R,L,L,R,R,R,R,R,R",,,,,,,,,,"Komino, Harunobu",,,,,,,54.0,972671.0,TokyoBBC Left,,1749933354.0,1749965754.0,Slider,N,0.2595,0.257,114.16,2179.27,551.9,25.32,5:28,1.0,1.8043957,-0.6,16.4,-17.9,7.7,2.33,0.66,1.55,-0.56,-75.33,972671@1749965754,V3P4DLKO0850A,3.5746517,-10.454957,untitled,,1749965749.0,270.0,1410222.0,tokyobbc_rapsodo Player_039,,1749933354.0,1749965754.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410222@1749965754,untitled,1749965749.0,,,,,,,,,,,,,,,,,,,,,114.0
73,43.0,74.0,2025/6/15,4776.050291,3141.050292,1749965768,3.0,6.0,加賀谷,Left,県千葉,2,小美野,Left,TOK,3,Bottom,2,3,2,Fastball,InPlay,Undefined,GroundBall,Single,0,0,,138.74,,,73.21935625,-37.47007322,TOK,#217fc4,東大,県千葉,#040404,県千葉,TodaiStadium,B,夏季オープン戦,Normal,,,,,Undefined,,,,7,7,2516530073,左安,,4774,https://youtu.be/XzET5Oyn6gk&t=4774,2241,https://youtu.be/SqNaUdkFYQc&t=2241,菅原,北原,桒田,青木,出口,杉中,白井,内山,"岡林,小美野,石川,山本,藤尾,松本康,村尾,阿部,大寺","桒田,白井,加賀谷,北原,内山,面谷,出口,川端,岩佐","吉田,松本康,石川,阿部,藤尾,大寺,岡林,村尾,小美野","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","L,L,L,R,R,R,R,R,R,L","R,R,L,L,R,R,R,R,R,R",,,,,,,,,,"Komino, Harunobu",,,,,,,53.0,972671.0,TokyoBBC Left,,1749933373.0,1749965773.0,ChangeUp,Y,-0.0127,0.5909,138.74,2447.42,2262.5,92.44,11:10,1.0,2.025217,57.9,-27.9,52.3,-23.9,2.58,-2.45,1.64,-0.45,-22.42,972671@1749965773,V3P4DLKO0850A,0.45632577,-5.2547126,untitled,,1749965768.0,269.0,1410222.0,tokyobbc_rapsodo Player_039,,1749933373.0,1749965773.0,160.2,138.7,8.5,-18.7,2979.7498,68.2,10:08,1.0,2.9,61.1,50.2,,V3P4DLKO0850A,1410222@1749965773,untitled,1749965768.0,,,,,,,,,,,,,,,,,,,,,138.0
74,,,2025/6/15,4807.361097,3172.361098,1749965800,,,加賀谷,Left,県千葉,3,石川,Right,TOK,3,Bottom,2,0,0,,,,,,0,0,,,,,,,TOK,#217fc4,東大,県千葉,#040404,県千葉,TodaiStadium,B,夏季オープン戦,Normal,1,小美野,,,PickOff,,,,"1,3","1,3",2516530074,牽制,,4805,https://youtu.be/XzET5Oyn6gk&t=4805,2264,https://youtu.be/SqNaUdkFYQc&t=2264,菅原,北原,桒田,青木,出口,杉中,白井,内山,"岡林,小美野,石川,山本,藤尾,松本康,村尾,阿部,大寺","桒田,白井,加賀谷,北原,内山,面谷,出口,川端,岩佐","吉田,松本康,石川,阿部,藤尾,大寺,岡林,村尾,小美野","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","L,L,L,R,R,R,R,R,R,L","R,R,L,L,R,R,R,R,R,R",,,,,,,,,,"Hikaru, Ishikawa","Komino, Harunobu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,2025/6/15,4818.276722,3183.276723,1749965811,,,加賀谷,Left,県千葉,3,石川,Right,TOK,3,Bottom,2,0,0,,,,,,0,0,,133.0,,,,,TOK,#217fc4,東大,県千葉,#040404,県千葉,TodaiStadium,B,夏季オープン戦,Normal,1,小美野,,,PickOff,,,,"1,3","1,3",2516530075,牽制,,4816,https://youtu.be/XzET5Oyn6gk&t=4816,2275,https://youtu.be/SqNaUdkFYQc&t=2275,菅原,北原,桒田,青木,出口,杉中,白井,内山,"岡林,小美野,石川,山本,藤尾,松本康,村尾,阿部,大寺","桒田,白井,加賀谷,北原,内山,面谷,出口,川端,岩佐","吉田,松本康,石川,阿部,藤尾,大寺,岡林,村尾,小美野","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","L,L,L,R,R,R,R,R,R,L","R,R,L,L,R,R,R,R,R,R",,,,,,,,,,"Hikaru, Ishikawa","Komino, Harunobu",,,,,,52.0,972671.0,TokyoBBC Left,,1749933423.0,1749965823.0,ChangeUp,N,0.4674,0.5793,133.0,2292.59,2206.7,96.26,10:48,1.0,1.9200935,54.7,-29.8,48.1,-35.3,4.59,-1.95,1.64,-0.53,-15.73,972671@1749965823,V3P4DLKO0850A,2.335733,-5.8150706,untitled,,1749965818.0,268.0,1410222.0,tokyobbc_rapsodo Player_039,,1749933423.0,1749965823.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410222@1749965823,untitled,1749965818.0,,,,,,,,,,,,,,,,,,,,,
76,44.0,75.0,2025/6/15,4827.185141,3192.185142,1749965830,4.0,1.0,加賀谷,Left,県千葉,3,石川,Right,TOK,3,Bottom,2,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,,TOK,#217fc4,東大,県千葉,#040404,県千葉,TodaiStadium,B,夏季オープン戦,Normal,1,小美野,,,StolenBase,小美野,,,"2,6","2,6",2516530076,ボール[盗塁],,4825,https://youtu.be/XzET5Oyn6gk&t=4825,2284,https://youtu.be/SqNaUdkFYQc&t=2284,菅原,北原,桒田,青木,出口,杉中,白井,内山,"岡林,小美野,石川,山本,藤尾,松本康,村尾,阿部,大寺","桒田,白井,加賀谷,北原,内山,面谷,出口,川端,岩佐","吉田,松本康,石川,阿部,藤尾,大寺,岡林,村尾,小美野","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","L,L,L,R,R,R,R,R,R,L","R,R,L,L,R,R,R,R,R,R",,,,,,,,,,"Hikaru, Ishikawa","Komino, Harunobu",,,,"Komino, Harunobu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0
77,45.0,76.0,2025/6/15,4852.018881,3217.018882,1749965844,4.0,2.0,加賀谷,Left,県千葉,3,石川,Right,TOK,3,Bottom,2,1,0,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,134.57,,,,,TOK,#217fc4,東大,県千葉,#040404,県千葉,TodaiStadium,B,夏季オープン戦,Normal,2,,小美野,,Nothing,,,,,,2516530077,空振り,,4850,https://youtu.be/XzET5Oyn6gk&t=4850,2309,https://youtu.be/SqNaUdkFYQc&t=2309,菅原,北原,桒田,青木,出口,杉中,白井,内山,"岡林,小美野,石川,山本,藤尾,松本康,村尾,阿部,大寺","桒田,白井,加賀谷,北原,内山,面谷,出口,川端,岩佐","吉田,松本康,石川,阿部,藤尾,大寺,岡林,村尾,小美野","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","L,L,L,R,R,R,R,R,R,L","R,R,L,L,R,R,R,R,R,R",,,,,,,,,,"Hikaru, Ishikawa",,"Komino, Harunobu",,,,,51.0,972671.0,TokyoBBC Left,,1749933448.0,1749965848.0,ChangeUp,Y,-0.1175,0.9583,134.57,2373.56,2340.3,98.6,10:52,1.0,2.1375217,62.0,-31.5,49.4,-32.9,2.53,-1.0,1.61,-0.5,-9.6,972671@1749965848,V3P4DLKO0850A,0.108617984,-3.8942082,untitled,,1749965843.0,267.0,1410222.0,tokyobbc_rapsodo Player_039,,1749933447.0,1749965847.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410222@1749965847,untitled,1749965842.0,,,,,,,,,,,,,,,,,,,,,134.0
78,46.0,77.0,2025/6/15,4865.831647,3230.831648,1749965858,4.0,3.0,加賀谷,Left,県千葉,3,石川,Right,TOK,3,Bottom,2,1,1,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,,,,,TOK,#217fc4,東大,県千葉,#040404,県千葉,TodaiStadium,B,夏季オープン戦,Normal,2,,小美野,,Nothing,,,,,,2516530078,空振り,,4863,https://youtu.be/XzET5Oyn6gk&t=4863,2323,https://youtu.be/SqNaUdkFYQc&t=2323,菅原,北原,桒田,青木,出口,杉中,白井,内山,"岡林,小美野,石川,山本,藤尾,松本康,村尾,阿部,大寺","桒田,白井,加賀谷,北原,内山,面谷,出口,川端,岩佐","吉田,松本康,石川,阿部,藤尾,大寺,岡林,村尾,小美野","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","L,L,L,R,R,R,R,R,R,L","R,R,L,L,R,R,R,R,R,R",,,,,,,,,,"Hikaru, Ishikawa",,"Komino, Harunobu",,,,,50.0,972671.0,TokyoBBC Left,,1749933463.0,1749965863.0,Undefined,,,,,,,,,,,,,,,,,,,,972671@1749965863,V3P4DLKO0850A,,,untitled,,1749965858.0,266.0,1410222.0,tokyobbc_rapsodo Player_039,,1749933462.0,1749965862.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410222@1749965862,untitled,1749965857.0,,,,,,,,,,,,,,,,,,,,,113.0
79,47.0,78.0,2025/6/15,4882.635731,3247.63574,1749965875,4.0,4.0,加賀谷,Left,県千葉,3,石川,Right,TOK,3,Bottom,2,1,2,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,115.95,,,,,TOK,#217fc4,東大,県千葉,#040404,県千葉,TodaiStadium,B,夏季オープン戦,Normal,2,,小美野,,Nothing,,,,,,2516530079,ボール,,4880,https://youtu.be/XzET5Oyn6gk&t=4880,2339,https://youtu.be/SqNaUdkFYQc&t=2339,菅原,北原,桒田,青木,出口,杉中,白井,内山,"岡林,小美野,石川,山本,藤尾,松本康,村尾,阿部,大寺","桒田,白井,加賀谷,北原,内山,面谷,出口,川端,岩佐","吉田,松本康,石川,阿部,藤尾,大寺,岡林,村尾,小美野","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","L,L,L,R,R,R,R,R,R,L","R,R,L,L,R,R,R,R,R,R",,,,,,,,,,"Hikaru, Ishikawa",,"Komino, Harunobu",,,,,49.0,972671.0,TokyoBBC Left,,1749933480.0,1749965880.0,ChangeUp,N,0.2017,-0.8099,115.95,793.96,793.5,99.94,10:54,1.0,1.4822025,17.3,-13.8,32.6,-20.6,3.06,-4.82,1.65,-0.5,2.02,972671@1749965880,V3P4DLKO0850A,2.0553303,-13.814529,untitled,,1749965875.0,265.0,1410222.0,tokyobbc_rapsodo Player_039,,1749933479.0,1749965879.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410222@1749965879,untitled,1749965874.0,,,,,,,,,,,,,,,,,,,,,115.0
80,48.0,79.0,2025/6/15,4904.678652,3269.678653,1749965897,4.0,5.0,加賀谷,Left,県千葉,3,石川,Right,TOK,3,Bottom,2,2,2,Slider,FoulBall,Undefined,GroundBall,Undefined,0,0,,117.8,,,10.63993439,136.1233027,TOK,#217fc4,東大,県千葉,#040404,県千葉,TodaiStadium,B,夏季オープン戦,Normal,2,,小美野,,Undefined,,,,,,2516530080,ファール,,4902,https://youtu.be/XzET5Oyn6gk&t=4902,2361,https://youtu.be/SqNaUdkFYQc&t=2361,菅原,北原,桒田,青木,出口,杉中,白井,内山,"岡林,小美野,石川,山本,藤尾,松本康,村尾,阿部,大寺","桒田,白井,加賀谷,北原,内山,面谷,出口,川端,岩佐","吉田,松本康,石川,阿部,藤尾,大寺,岡林,村尾,小美野","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","L,L,L,R,R,R,R,R,R,L","R,R,L,L,R,R,R,R,R,R",,,,,,,,,,"Hikaru, Ishikawa",,"Komino, Harunobu",,,,,48.0,972671.0,TokyoBBC Left,,1749933502.0,1749965902.0,Slider,Y,0.2091,0.5422,117.8,2099.46,427.3,20.35,5:20,1.0,2.0787754,8.7,3.7,-13.2,6.9,2.46,0.47,1.62,-0.51,-78.26,972671@1749965902,V3P4DLKO0850A,2.7343645,-8.602424,untitled,,1749965897.0,264.0,1410222.0,tokyobbc_rapsodo Player_039,,1749933501.0,1749965901.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410222@1749965901,untitled,1749965896.0,,,,,,,,,,,,,,,,,,,,,
81,49.0,80.0,2025/6/15,4925.565721,3290.565723,1749965918,4.0,6.0,加賀谷,Left,県千葉,3,石川,Right,TOK,3,Bottom,2,2,2,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,136.72,,,46.36150969,-18.55023193,TOK,#217fc4,東大,県千葉,#040404,県千葉,TodaiStadium,B,夏季オープン戦,Normal,2,,小美野,,Undefined,,,,"5,3","5,3",2516530081,三ゴ,,4923,https://youtu.be/XzET5Oyn6gk&t=4923,2376,https://youtu.be/SqNaUdkFYQc&t=2376,菅原,北原,桒田,青木,出口,杉中,白井,内山,"岡林,小美野,石川,山本,藤尾,松本康,村尾,阿部,大寺","桒田,白井,加賀谷,北原,内山,面谷,出口,川端,岩佐","吉田,松本康,石川,阿部,藤尾,大寺,岡林,村尾,小美野","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","L,L,L,R,R,R,R,R,R,L","R,R,L,L,R,R,R,R,R,R",,,,,,,,,,"Hikaru, Ishikawa",,"Komino, Harunobu",,,,,47.0,972671.0,TokyoBBC Left,,1749933523.0,1749965923.0,ChangeUp,Y,-0.2007,0.7693,136.72,2446.3,2405.6,98.34,11:16,1.0,2.1604252,60.5,-28.6,55.3,-22.5,1.92,-1.96,1.63,-0.45,-10.47,972671@1749965923,V3P4DLKO0850A,-0.23111652,-4.3834486,untitled,,1749965918.0,263.0,1410222.0,tokyobbc_rapsodo Player_039,,1749933522.0,1749965922.0,112.2,136.7,-28.4,-38.3,447.4934,1.2,0:00,1.0,21.1,77.1,-7.7,,V3P4DLKO0850A,1410222@1749965922,untitled,1749965917.0,,,,,,,,,,,,,,,,,,,,,
82,15.0,81.0,2025/6/15,5054.534449,3419.53445,1749966047,1.0,1.0,吉田,Right,TOK,4,北原,Right,県千葉,4,Top,0,0,0,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,112.64,,,,,TOK,#217fc4,東大,県千葉,#040404,県千葉,TodaiStadium,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2516530082,ボール,,5052,https://youtu.be/XzET5Oyn6gk&t=5052,2416,https://youtu.be/SqNaUdkFYQc&t=2416,松本康,石川,阿部,藤尾,大寺,岡林,村尾,小美野,"岡林,小美野,石川,山本,藤尾,松本康,村尾,阿部,大寺","桒田,白井,三村,北原,内山,面谷,出口,川端,岩佐","吉田,松本康,石川,阿部,藤尾,大寺,岡林,村尾,小美野","pos1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","L,L,L,R,R,R,R,R,R,L","R,R,L,L,R,R,R,R,R,R","Koki, Yoshida","Kohei, Matsumoto","Hikaru, Ishikawa","Abe, Senji","Shunsuke, Fujio","Otera, Kotaro","Yuna, Okabayashi","Murao, Yusaku","Komino, Harunobu",,,,,,,,20.0,995236.0,Koki Yoshida,,1749933651.0,1749966051.0,Cutter,N,-0.1846,0.3304,112.64,2332.43,721.6,30.94,1:10,1.0,,18.9,-5.4,12.5,7.9,-1.99,0.28,1.27,0.39,71.98,995236@1749966051,V3P4DLKO0850A,-2.4214888,-7.7945333,untitled,,1749966046.0,255.0,1410222.0,tokyobbc_rapsodo Player_039,,1749933651.0,1749966051.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410222@1749966051,untitled,1749966046.0,,,,,,,,,,,,,,,,,,,,,113.0
