count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,runevent_romaji,scored_person_romaji,No,Player ID,Pitcher_rapsodo_pitch,MLB ID,Date_rapsodo_pitch,Pitch ID,TaggedPitchType_rapsodo_pitch,IsStrike,PlateLocSide_rapsodo_pitch,PlateLocHeight_rapsodo_pitch,RelSpeed_rapsodo_pitch,SpinRate,TrueSpin,SpinEfficiency,Tilt,Spin Confidence,Extension,InducedVertBreak,HorzBreak,VB (spin),HB (spin),HorizontalRelAngle,RelAngle,RelHeight,RelSide,GyroDegree,Unique ID,Device Serial Number,HorzApprAngle,VertApprAngle,Session Name,Intent Type,unixtime,No_rapsodo_hit,Player ID_rapsodo_hit,Batter_rapsodo_hit,MLB ID_rapsodo_hit,Date_rapsodo_hit,HitID,ExitSpeed,RelSpeed_rapsodo_hit,Angle,Direction,HitSpinRate,Distance,HitSpinTilt,SpinConfidence,PlateLocSide_rapsodo_hit,PlateLocHeight_rapsodo_hit,ContactDepth,Batname,SerialNumber,Unique ID_rapsodo_hit,Session Name_rapsodo_hit,unixtime_rapsodo_hit,csv_path
14,14.0,14.0,2025/3/8,1415.390476,1075.390476,1741397225,3.0,5.0,増田,Right,TOK,3,高橋優,Left,横浜金港クラブ,1,Top,2,3,1,Splitter,FoulBall,Undefined,GroundBall,Undefined,0,0,,119.0,0.542,0.104,12.52211521,-164.9816394,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2506600014,ファール,,1413,https://youtu.be/8nzGCbkleis&t=1413,825,https://youtu.be/RIOsgIq2m3k&t=825,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","田中,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L","Kosei, Masuda","Ken, Akashi","Keito, Arai","Ryo, Akimoto","Naomasa, Aogai","Osuke, Komura","Tetsuta, Kuromusha","Naotaro, Takeyama","Yugo, Suzuki",,,,,,,,111.0,993921.0,Kosei Masuda,,1741364830.0,1741397230.0,ChangeUp,Y,-0.0717,0.5674,118.46,902.04,461.0,51.1,1:42,1.0,2.1426964,-0.4,-3.2,11.0,13.7,0.32,1.06,1.57,-0.13,59.27,993921@1741397230,V3P4DLKO0850A,0.07414055,-8.851276,untitled,,1741397230.0,413.0,1410148.0,tokyobbc_rapsodo Player_003,,1741364830.0,1741397230.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741397230,untitled,1741397230.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
15,15.0,15.0,2025/3/8,1431.740517,1091.740518,1741397242,3.0,6.0,増田,Right,TOK,3,高橋優,Left,横浜金港クラブ,1,Top,2,3,2,Splitter,InPlay,Undefined,GroundBall,Out,1,0,,119.0,0.57,-0.12,30.28020366,35.08347388,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,,,,,Undefined,,,,3,3A,2506600015,一ゴ,,1429,https://youtu.be/8nzGCbkleis&t=1429,836,https://youtu.be/RIOsgIq2m3k&t=836,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","田中,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L","Kosei, Masuda","Ken, Akashi","Keito, Arai","Ryo, Akimoto","Naomasa, Aogai","Osuke, Komura","Tetsuta, Kuromusha","Naotaro, Takeyama","Yugo, Suzuki",,,,,,,,110.0,993921.0,Kosei Masuda,,1741364846.0,1741397246.0,Undefined,,,,,,,,,,,,,,,,,,,,993921@1741397246,V3P4DLKO0850A,,,untitled,,1741397246.0,412.0,1410148.0,tokyobbc_rapsodo Player_003,,1741364845.0,1741397245.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741397245,untitled,1741397245.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
16,1.0,16.0,2025/3/8,1586.929914,1246.929915,1741397397,1.0,1.0,田中,Right,横浜金港クラブ,1,秋元,Right,TOK,1,Bottom,0,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,112.0,0.297,-0.647,,,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2506600016,ボール,,1584,https://youtu.be/8nzGCbkleis&t=1584,864,https://youtu.be/RIOsgIq2m3k&t=864,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","田中,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L",,,,,,,,,,,"Ryo, Akimoto",,,,,,319.0,972881.0,TokyoBBC Right,,1741365001.0,1741397401.0,Curveball,N,-0.7639,0.1697,112.0,2165.62,1391.4,64.25,7:08,1.0,,-15.4,-51.6,-34.0,-25.1,-1.62,0.79,1.47,0.19,50.02,972881@1741397401,V3P4DLKO0850A,-5.6453414,-10.868817,untitled,,1741397401.0,404.0,1410148.0,tokyobbc_rapsodo Player_003,,1741365000.0,1741397400.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741397400,untitled,1741397400.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
17,2.0,17.0,2025/3/8,1605.163239,1265.16324,1741397415,1.0,2.0,田中,Right,横浜金港クラブ,1,秋元,Right,TOK,1,Bottom,0,1,0,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,133.0,0.606,-0.136,32.17638754,-58.49573328,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2506600017,ファール,,1603,https://youtu.be/8nzGCbkleis&t=1603,882,https://youtu.be/RIOsgIq2m3k&t=882,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","田中,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L",,,,,,,,,,,"Ryo, Akimoto",,,,,,318.0,972881.0,TokyoBBC Right,,1741365020.0,1741397420.0,ChangeUp,Y,-0.2091,0.5802,132.95,2037.52,2010.1,98.65,1:12,1.0,,41.6,35.8,43.9,33.4,-2.75,-1.3,1.47,0.17,9.41,972881@1741397420,V3P4DLKO0850A,0.09610131,-5.572938,untitled,,1741397420.0,403.0,1410148.0,tokyobbc_rapsodo Player_003,,1741365019.0,1741397419.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741397419,untitled,1741397419.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
18,3.0,18.0,2025/3/8,1629.844605,1289.844606,1741397440,1.0,3.0,田中,Right,横浜金港クラブ,1,秋元,Right,TOK,1,Bottom,0,1,1,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,133.0,0.79,-0.136,70.24614036,1.925183708,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,,,,,Undefined,,,,8,8,2506600018,中ゴ,,1627,https://youtu.be/8nzGCbkleis&t=1627,900,https://youtu.be/RIOsgIq2m3k&t=900,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","田中,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L",,,,,,,,,,,"Ryo, Akimoto",,,,,,317.0,972881.0,TokyoBBC Right,,1741365045.0,1741397445.0,ChangeUp,Y,-0.1701,0.902,133.43,2073.55,2068.4,99.75,1:30,1.0,,41.2,35.7,36.1,37.0,-2.77,-0.23,1.45,0.2,4.06,972881@1741397445,V3P4DLKO0850A,0.116574824,-4.13889,untitled,,1741397445.0,402.0,1410148.0,tokyobbc_rapsodo Player_003,,1741365044.0,1741397444.0,135.3,133.4,55.8,-7.6,1924.192,79.7,7:02,1.0,13.3,82.5,38.4,,V3P4DLKO0850A,1410148@1741397444,untitled,1741397444.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
19,4.0,19.0,2025/3/8,1664.400078,1324.400078,1741397474,2.0,1.0,田中,Right,横浜金港クラブ,2,明石,Left,TOK,1,Bottom,1,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,112.0,0.71,-0.787,,,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2506600019,ボール,,1662,https://youtu.be/8nzGCbkleis&t=1662,919,https://youtu.be/RIOsgIq2m3k&t=919,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","田中,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L",,,,,,,,,,,"Ken, Akashi",,,,,,316.0,972881.0,TokyoBBC Right,,1741365079.0,1741397479.0,Curveball,N,-0.5062,0.5252,111.93,2254.82,1284.1,56.95,7:18,1.0,,-38.6,-30.3,-29.2,-25.9,-2.19,2.21,1.46,0.31,55.28,972881@1741397479,V3P4DLKO0850A,-4.5397296,-11.183079,untitled,,1741397479.0,401.0,1410148.0,tokyobbc_rapsodo Player_003,,1741365078.0,1741397478.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741397478,untitled,1741397478.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
20,5.0,20.0,2025/3/8,1681.738469,1341.73847,1741397492,2.0,2.0,田中,Right,横浜金港クラブ,2,明石,Left,TOK,1,Bottom,1,1,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,135.0,0.722,-0.208,,,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2506600020,見逃し,,1679,https://youtu.be/8nzGCbkleis&t=1679,937,https://youtu.be/RIOsgIq2m3k&t=937,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","田中,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L",,,,,,,,,,,"Ken, Akashi",,,,,,315.0,972881.0,TokyoBBC Right,,1741365096.0,1741397496.0,ChangeUp,Y,-0.2162,0.7763,134.56,2064.75,2059.4,99.74,1:28,1.0,2.3905125,36.8,36.1,40.1,40.3,-2.78,-0.49,1.5,0.18,4.12,972881@1741397496,V3P4DLKO0850A,0.024529077,-5.0774007,untitled,,1741397496.0,400.0,1410148.0,tokyobbc_rapsodo Player_003,,1741365096.0,1741397496.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741397496,untitled,1741397496.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
21,6.0,21.0,2025/3/8,1696.913266,1356.913267,1741397507,2.0,3.0,田中,Right,横浜金港クラブ,2,明石,Left,TOK,1,Bottom,1,1,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,136.0,0.097,-0.18,,,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2506600021,ボール,,1694,https://youtu.be/8nzGCbkleis&t=1694,952,https://youtu.be/RIOsgIq2m3k&t=952,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","田中,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L",,,,,,,,,,,"Ken, Akashi",,,,,,314.0,972881.0,TokyoBBC Right,,1741365112.0,1741397512.0,ChangeUp,N,-0.3338,0.4296,136.17,2092.05,2089.2,99.86,1:26,1.0,2.1730156,43.6,37.5,42.7,40.9,-3.39,-1.83,1.48,0.23,-2.98,972881@1741397512,V3P4DLKO0850A,-0.48766023,-6.060225,untitled,,1741397512.0,399.0,1410148.0,tokyobbc_rapsodo Player_003,,1741365111.0,1741397511.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741397511,untitled,1741397511.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
22,7.0,22.0,2025/3/8,1709.332565,1369.332566,1741397519,2.0,4.0,田中,Right,横浜金港クラブ,2,明石,Left,TOK,1,Bottom,1,2,1,Fastball,InPlay,Undefined,Popup,Out,1,0,,134.0,0.742,0.076,9.845616087,-8.615648184,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,,,,,Undefined,,,,1,1,2506600022,投飛,,1707,https://youtu.be/8nzGCbkleis&t=1707,964,https://youtu.be/RIOsgIq2m3k&t=964,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","田中,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L",,,,,,,,,,,"Ken, Akashi",,,,,,313.0,972881.0,TokyoBBC Right,,1741365124.0,1741397524.0,ChangeUp,Y,0.018,0.9211,133.98,2039.98,2028.3,99.43,1:30,1.0,2.1805954,36.6,40.4,39.9,41.9,-2.4,0.19,1.47,0.28,-6.14,972881@1741397524,V3P4DLKO0850A,0.6596524,-4.3711386,untitled,,1741397524.0,398.0,1410148.0,tokyobbc_rapsodo Player_003,,1741365124.0,1741397524.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741397524,untitled,1741397524.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
23,8.0,23.0,2025/3/8,1739.800714,1399.800715,1741397550,3.0,1.0,田中,Right,横浜金港クラブ,3,門田,Right,TOK,1,Bottom,2,0,0,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.606,-0.433,,,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2506600023,ボール,,1737,https://youtu.be/8nzGCbkleis&t=1737,983,https://youtu.be/RIOsgIq2m3k&t=983,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","田中,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L",,,,,,,,,,,"Ryohei, Kadota",,,,,,312.0,972881.0,TokyoBBC Right,,1741365154.0,1741397554.0,Curveball,N,-0.4557,1.0381,106.35,2173.51,1664.3,76.57,7:26,1.0,2.2410984,-37.1,-45.3,-37.0,-35.8,-0.76,5.34,1.51,0.21,40.03,972881@1741397554,V3P4DLKO0850A,-4.2387795,-9.496749,untitled,,1741397554.0,397.0,1410148.0,tokyobbc_rapsodo Player_003,,1741365154.0,1741397554.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741397554,untitled,1741397554.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
24,9.0,24.0,2025/3/8,1752.092288,1412.092289,1741397562,3.0,2.0,田中,Right,横浜金港クラブ,3,門田,Right,TOK,1,Bottom,2,1,0,Fastball,InPlay,Undefined,FlyBall,Single,0,0,,134.0,0.786,-0.12,67.7439264,-19.85521437,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,,,,,Undefined,,,,7,7,2506600024,左安,,1750,https://youtu.be/8nzGCbkleis&t=1750,995,https://youtu.be/RIOsgIq2m3k&t=995,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","田中,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L",,,,,,,,,,,"Ryohei, Kadota",,,,,,311.0,972881.0,TokyoBBC Right,,1741365167.0,1741397567.0,ChangeUp,Y,-0.0709,0.766,133.76,2005.1,1999.5,99.72,1:26,1.0,2.104103,49.1,35.8,40.2,39.7,-2.38,-0.74,1.5,0.23,4.28,972881@1741397567,V3P4DLKO0850A,0.38720182,-4.8442965,untitled,,1741397567.0,396.0,1410148.0,tokyobbc_rapsodo Player_003,,1741365166.0,1741397566.0,138.8,133.8,16.9,-20.2,1336.6777,71.3,9:20,1.0,4.4,73.8,71.7,,V3P4DLKO0850A,1410148@1741397566,untitled,1741397566.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
25,10.0,25.0,2025/3/8,1796.038544,1456.038545,1741397606,4.0,1.0,田中,Right,横浜金港クラブ,4,荒井慶,Right,TOK,1,Bottom,2,0,0,Fastball,InPlay,Undefined,FlyBall,Out,1,0,,132.0,0.838,-0.124,102.0687332,-0.496771767,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,1,門田,,,Undefined,,,,8,8,2506600025,中飛,,1794,https://youtu.be/8nzGCbkleis&t=1794,1025,https://youtu.be/RIOsgIq2m3k&t=1025,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","田中,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L",,,,,,,,,,,"Keito, Arai","Ryohei, Kadota",,,,,310.0,972881.0,TokyoBBC Right,,1741365211.0,1741397611.0,ChangeUp,Y,-0.114,1.0494,131.57,2000.1,1990.9,99.54,1:12,1.0,2.2269363,46.0,38.3,44.6,33.4,-2.66,0.5,1.48,0.24,5.49,972881@1741397611,V3P4DLKO0850A,0.29846883,-3.8755774,untitled,,1741397611.0,395.0,1410148.0,tokyobbc_rapsodo Player_003,,1741365211.0,1741397611.0,139.1,131.6,33.4,-7.3,2492.5164,100.9,11:58,1.0,8.4,95.8,-92.2,,V3P4DLKO0850A,1410148@1741397611,untitled,1741397611.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
26,16.0,26.0,2025/3/8,1902.918626,1562.918627,1741397713,1.0,1.0,増田,Right,TOK,4,小椋,Right,横浜金港クラブ,2,Top,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,131.0,0.71,0.6,,,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2506600026,ボール,,1900,https://youtu.be/8nzGCbkleis&t=1900,1063,https://youtu.be/RIOsgIq2m3k&t=1063,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","田中,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L","Kosei, Masuda","Ken, Akashi","Keito, Arai","Ryo, Akimoto","Naomasa, Aogai","Osuke, Komura","Tetsuta, Kuromusha","Naotaro, Takeyama","Yugo, Suzuki",,,,,,,,104.0,993921.0,Kosei Masuda,,1741365317.0,1741397717.0,ChangeUp,N,0.5377,0.9259,130.94,1751.29,1742.8,99.51,0:34,1.0,1.9378567,65.7,16.1,49.3,15.9,1.55,-0.98,1.59,-0.06,-5.65,993921@1741397717,V3P4DLKO0850A,2.757712,-3.8619688,untitled,,1741397717.0,388.0,1410148.0,tokyobbc_rapsodo Player_003,,1741365317.0,1741397717.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741397717,untitled,1741397717.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
27,17.0,27.0,2025/3/8,1914.782362,1574.782363,1741397725,1.0,2.0,増田,Right,TOK,4,小椋,Right,横浜金港クラブ,2,Top,0,1,0,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,,120.0,1.263,0.024,,,TOK,#217fc4,東大,横浜金港クラブ,#020d4f,金港,TodaiStadium,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2506600027,ボール,,1912,https://youtu.be/8nzGCbkleis&t=1912,1075,https://youtu.be/RIOsgIq2m3k&t=1075,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木,"秋元,明石,門田,荒井慶,竹山,黒武者,青貝,鈴木,小村","磯部,高橋海,高橋優,小椋,高橋亮,石丸,大塚,村上,上杉","増田,明石,荒井慶,秋元,青貝,小村,黒武者,竹山,鈴木","田中,高橋亮,高橋優,小椋,大塚,磯部,村上,上杉,高橋海","R,R,L,R,R,R,L,R,L,L","R,R,L,L,R,R,R,R,L,L","Kosei, Masuda","Ken, Akashi","Keito, Arai","Ryo, Akimoto","Naomasa, Aogai","Osuke, Komura","Tetsuta, Kuromusha","Naotaro, Takeyama","Yugo, Suzuki",,,,,,,,103.0,993921.0,Kosei Masuda,,1741365329.0,1741397729.0,ChangeUp,N,-0.0953,1.1682,119.5,1024.17,805.5,78.65,1:00,1.0,2.1143532,10.8,12.0,26.4,15.0,-0.28,2.54,1.58,-0.14,38.14,993921@1741397729,V3P4DLKO0850A,0.6184294,-5.86552,untitled,,1741397729.0,387.0,1410148.0,tokyobbc_rapsodo Player_003,,1741365328.0,1741397728.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410148@1741397728,untitled,1741397728.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250308春季オープン戦vs横浜金港クラブA.csv
