count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,scored_person_romaji,run_person_romaji,No,Player ID,Pitcher_rapsodo_pitch,MLB ID,Date_rapsodo_pitch,Pitch ID,TaggedPitchType_rapsodo_pitch,IsStrike,PlateLocSide_rapsodo_pitch,PlateLocHeight_rapsodo_pitch,RelSpeed_rapsodo_pitch,SpinRate,TrueSpin,SpinEfficiency,Tilt,Spin Confidence,Extension,InducedVertBreak,HorzBreak,VB (spin),HB (spin),HorizontalRelAngle,RelAngle,RelHeight,RelSide,GyroDegree,Unique ID,Device Serial Number,HorzApprAngle,VertApprAngle,Session Name,Intent Type,unixtime,No_rapsodo_hit,Player ID_rapsodo_hit,Batter_rapsodo_hit,MLB ID_rapsodo_hit,Date_rapsodo_hit,HitID,ExitSpeed,RelSpeed_rapsodo_hit,Angle,Direction,HitSpinRate,Distance,HitSpinTilt,SpinConfidence,PlateLocSide_rapsodo_hit,PlateLocHeight_rapsodo_hit,ContactDepth,Batname,SerialNumber,Unique ID_rapsodo_hit,Session Name_rapsodo_hit,unixtime_rapsodo_hit,RelSpeed_opensen
95,63.0,95.0,2025/8/26,3536.988428354263,3111.988430976868,1756187022,1.0,3.0,栗林,Right,TOK,8,櫻井,Right,学芸,4,Top,0,1,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.866,0.347,,,TOK,#217fc4,東大,学芸,#31006d,学芸,TodaiStadium,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523730095,ボール,,3534.0,https://youtu.be/_91Up_OTx04&t=3534,2472.0,https://youtu.be/TQ9uxw1h0UY?si=vikr9Bwt00O1mxaz&t=2472,内海,春山,塗師,大沼,今泉,小島,村尾,堀端,"村尾,大沼,春山,矢田貝,堀端,小島,内海,今泉,塗師","北川,赤田,近藤,佐伯,金子,市川,鈴木,櫻井,中村","栗林,内海,春山,塗師,大沼,今泉,小島,村尾,堀端","後藤,櫻井,佐伯,鈴木,中村,金子,北川,赤田,近藤","R,R,R,R,R,L,L,R,L,R","R,L,L,L,R,L,R,R,R,R","Kazuki, Kuribayashi","Uchiumi, Noboru","Yuichiro, Haruyama","Takuma, Nushi","Onuma, Atomu","Rio, Imaizumi","Kojima, Yusei","Murao, Yusaku","Taiki, Horibata",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,64.0,96.0,2025/8/26,3563.493265151978,3138.493268013,1756187049,1.0,4.0,栗林,Right,TOK,8,櫻井,Right,学芸,4,Top,0,2,1,Fastball,InPlay,Undefined,FlyBall,Out,1,0,,,0.726,0.192,59.36802612148257,-0.498211613,TOK,#217fc4,東大,学芸,#31006d,学芸,TodaiStadium,B,夏季オープン戦,Normal,,,,,Undefined,,,,8,8,2523730096,中飛,,3561.0,https://youtu.be/_91Up_OTx04&t=3561,2499.0,https://youtu.be/TQ9uxw1h0UY?si=vikr9Bwt00O1mxaz&t=2499,内海,春山,塗師,大沼,今泉,小島,村尾,堀端,"村尾,大沼,春山,矢田貝,堀端,小島,内海,今泉,塗師","北川,赤田,近藤,佐伯,金子,市川,鈴木,櫻井,中村","栗林,内海,春山,塗師,大沼,今泉,小島,村尾,堀端","後藤,櫻井,佐伯,鈴木,中村,金子,北川,赤田,近藤","R,R,R,R,R,L,L,R,L,R","R,L,L,L,R,L,R,R,R,R","Kazuki, Kuribayashi","Uchiumi, Noboru","Yuichiro, Haruyama","Takuma, Nushi","Onuma, Atomu","Rio, Imaizumi","Kojima, Yusei","Murao, Yusaku","Taiki, Horibata",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,65.0,97.0,2025/8/26,3593.602267026901,3168.602270126343,1756187079,2.0,1.0,栗林,Right,TOK,9,中村,Right,学芸,4,Top,1,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.217,0.473,,,TOK,#217fc4,東大,学芸,#31006d,学芸,TodaiStadium,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523730097,ボール,,3591.0,https://youtu.be/_91Up_OTx04&t=3591,2519.0,https://youtu.be/TQ9uxw1h0UY?si=vikr9Bwt00O1mxaz&t=2519,内海,春山,塗師,大沼,今泉,小島,村尾,堀端,"村尾,大沼,春山,矢田貝,堀端,小島,内海,今泉,塗師","北川,赤田,近藤,佐伯,金子,市川,鈴木,櫻井,中村","栗林,内海,春山,塗師,大沼,今泉,小島,村尾,堀端","後藤,櫻井,佐伯,鈴木,中村,金子,北川,赤田,近藤","R,R,R,R,R,L,L,R,L,R","R,L,L,L,R,L,R,R,R,R","Kazuki, Kuribayashi","Uchiumi, Noboru","Yuichiro, Haruyama","Takuma, Nushi","Onuma, Atomu","Rio, Imaizumi","Kojima, Yusei","Murao, Yusaku","Taiki, Horibata",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.0,1410193.0,tokyobbc_rapsodo Player_030,,1756154684.0,1756187084.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410193@1756187084,untitled,1756187084.0,
98,66.0,98.0,2025/8/26,3605.575692176819,3180.575694799423,1756187091,2.0,2.0,栗林,Right,TOK,9,中村,Right,学芸,4,Top,1,1,0,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.858,0.493,,,TOK,#217fc4,東大,学芸,#31006d,学芸,TodaiStadium,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523730098,ボール,,3603.0,https://youtu.be/_91Up_OTx04&t=3603,2531.0,https://youtu.be/TQ9uxw1h0UY?si=vikr9Bwt00O1mxaz&t=2531,内海,春山,塗師,大沼,今泉,小島,村尾,堀端,"村尾,大沼,春山,矢田貝,堀端,小島,内海,今泉,塗師","北川,赤田,近藤,佐伯,金子,市川,鈴木,櫻井,中村","栗林,内海,春山,塗師,大沼,今泉,小島,村尾,堀端","後藤,櫻井,佐伯,鈴木,中村,金子,北川,赤田,近藤","R,R,R,R,R,L,L,R,L,R","R,L,L,L,R,L,R,R,R,R","Kazuki, Kuribayashi","Uchiumi, Noboru","Yuichiro, Haruyama","Takuma, Nushi","Onuma, Atomu","Rio, Imaizumi","Kojima, Yusei","Murao, Yusaku","Taiki, Horibata",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.0,1410193.0,tokyobbc_rapsodo Player_030,,1756154696.0,1756187096.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410193@1756187096,untitled,1756187096.0,
99,67.0,99.0,2025/8/26,3624.428159236908,3199.428162097931,1756187110,2.0,3.0,栗林,Right,TOK,9,中村,Right,学芸,4,Top,1,2,0,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,0.6859999999999999,0.34,,,TOK,#217fc4,東大,学芸,#31006d,学芸,TodaiStadium,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523730099,空振り,,3622.0,https://youtu.be/_91Up_OTx04&t=3622,2550.0,https://youtu.be/TQ9uxw1h0UY?si=vikr9Bwt00O1mxaz&t=2550,内海,春山,塗師,大沼,今泉,小島,村尾,堀端,"村尾,大沼,春山,矢田貝,堀端,小島,内海,今泉,塗師","北川,赤田,近藤,佐伯,金子,市川,鈴木,櫻井,中村","栗林,内海,春山,塗師,大沼,今泉,小島,村尾,堀端","後藤,櫻井,佐伯,鈴木,中村,金子,北川,赤田,近藤","R,R,R,R,R,L,L,R,L,R","R,L,L,L,R,L,R,R,R,R","Kazuki, Kuribayashi","Uchiumi, Noboru","Yuichiro, Haruyama","Takuma, Nushi","Onuma, Atomu","Rio, Imaizumi","Kojima, Yusei","Murao, Yusaku","Taiki, Horibata",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.0,1410193.0,tokyobbc_rapsodo Player_030,,1756154715.0,1756187115.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410193@1756187115,untitled,1756187115.0,
100,68.0,100.0,2025/8/26,3638.234496116638,3213.23449921608,1756187123,2.0,4.0,栗林,Right,TOK,9,中村,Right,学芸,4,Top,1,2,1,Slider,InPlay,Undefined,FlyBall,Out,1,0,,,,,67.89133169043505,0.8713515176783684,TOK,#217fc4,東大,学芸,#31006d,学芸,TodaiStadium,B,夏季オープン戦,Normal,,,,,Undefined,,,,8,8,2523730100,中飛,,3636.0,https://youtu.be/_91Up_OTx04&t=3636,2564.0,https://youtu.be/TQ9uxw1h0UY?si=vikr9Bwt00O1mxaz&t=2564,内海,春山,塗師,大沼,今泉,小島,村尾,堀端,"村尾,大沼,春山,矢田貝,堀端,小島,内海,今泉,塗師","北川,赤田,近藤,佐伯,金子,市川,鈴木,櫻井,中村","栗林,内海,春山,塗師,大沼,今泉,小島,村尾,堀端","後藤,櫻井,佐伯,鈴木,中村,金子,北川,赤田,近藤","R,R,R,R,R,L,L,R,L,R","R,L,L,L,R,L,R,R,R,R","Kazuki, Kuribayashi","Uchiumi, Noboru","Yuichiro, Haruyama","Takuma, Nushi","Onuma, Atomu","Rio, Imaizumi","Kojima, Yusei","Murao, Yusaku","Taiki, Horibata",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,69.0,101.0,2025/8/26,3668.729363203049,3243.729366064072,1756187154,3.0,1.0,栗林,Right,TOK,1,北川,Left,学芸,4,Top,2,0,0,Fastball,InPlay,Undefined,LineDrive,Single,0,0,,,,,65.89951066288884,-9.240961637,TOK,#217fc4,東大,学芸,#31006d,学芸,TodaiStadium,B,夏季オープン戦,Normal,,,,,Undefined,,,,"8,6","8,6",2523730101,中安,,3666.0,https://youtu.be/_91Up_OTx04&t=3666,2586.0,https://youtu.be/TQ9uxw1h0UY?si=vikr9Bwt00O1mxaz&t=2586,内海,春山,塗師,大沼,今泉,小島,村尾,堀端,"村尾,大沼,春山,矢田貝,堀端,小島,内海,今泉,塗師","北川,赤田,近藤,佐伯,金子,市川,鈴木,櫻井,中村","栗林,内海,春山,塗師,大沼,今泉,小島,村尾,堀端","後藤,櫻井,佐伯,鈴木,中村,金子,北川,赤田,近藤","R,R,R,R,R,L,L,R,L,R","R,L,L,L,R,L,R,R,R,R","Kazuki, Kuribayashi","Uchiumi, Noboru","Yuichiro, Haruyama","Takuma, Nushi","Onuma, Atomu","Rio, Imaizumi","Kojima, Yusei","Murao, Yusaku","Taiki, Horibata",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,2025/8/26,3704.421596050262,3279.421599149704,1756187190,,,栗林,Right,TOK,2,赤田,Left,学芸,4,Top,2,0,0,,,,,,0,0,,,,,,,TOK,#217fc4,東大,学芸,#31006d,学芸,TodaiStadium,B,夏季オープン戦,Normal,1,北川,,,PickOff,,,,"1,3","1,3",2523730102,牽制,,3702.0,https://youtu.be/_91Up_OTx04&t=3702,2608.0,https://youtu.be/TQ9uxw1h0UY?si=vikr9Bwt00O1mxaz&t=2608,内海,春山,塗師,大沼,今泉,小島,村尾,堀端,"村尾,大沼,春山,矢田貝,堀端,小島,内海,今泉,塗師","北川,赤田,近藤,佐伯,金子,市川,鈴木,櫻井,中村","栗林,内海,春山,塗師,大沼,今泉,小島,村尾,堀端","後藤,櫻井,佐伯,鈴木,中村,金子,北川,赤田,近藤","R,R,R,R,R,L,L,R,L,R","R,L,L,L,R,L,R,R,R,R","Kazuki, Kuribayashi","Uchiumi, Noboru","Yuichiro, Haruyama","Takuma, Nushi","Onuma, Atomu","Rio, Imaizumi","Kojima, Yusei","Murao, Yusaku","Taiki, Horibata",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,70.0,102.0,2025/8/26,3715.244268,3290.244270801544,1756187200,4.0,1.0,栗林,Right,TOK,2,赤田,Left,学芸,4,Top,2,0,0,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.574,0.387,,,TOK,#217fc4,東大,学芸,#31006d,学芸,TodaiStadium,B,夏季オープン戦,Normal,1,北川,,,Nothing,,,,,,2523730103,ボール,,3713.0,https://youtu.be/_91Up_OTx04&t=3713,2618.0,https://youtu.be/TQ9uxw1h0UY?si=vikr9Bwt00O1mxaz&t=2618,内海,春山,塗師,大沼,今泉,小島,村尾,堀端,"村尾,大沼,春山,矢田貝,堀端,小島,内海,今泉,塗師","北川,赤田,近藤,佐伯,金子,市川,鈴木,櫻井,中村","栗林,内海,春山,塗師,大沼,今泉,小島,村尾,堀端","後藤,櫻井,佐伯,鈴木,中村,金子,北川,赤田,近藤","R,R,R,R,R,L,L,R,L,R","R,L,L,L,R,L,R,R,R,R","Kazuki, Kuribayashi","Uchiumi, Noboru","Yuichiro, Haruyama","Takuma, Nushi","Onuma, Atomu","Rio, Imaizumi","Kojima, Yusei","Murao, Yusaku","Taiki, Horibata",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,71.0,103.0,2025/8/26,3729.811751127243,3304.811753988266,1756187215,4.0,2.0,栗林,Right,TOK,2,赤田,Left,学芸,4,Top,2,1,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,1,0,A2B,,0.726,0.42,,,TOK,#217fc4,東大,学芸,#31006d,学芸,TodaiStadium,B,夏季オープン戦,Normal,1,北川,,,CaughtStealing,北川,,,"2,4","2,4T",2523730104,見逃し[盗塁死],,3727.0,https://youtu.be/_91Up_OTx04&t=3727,2633.0,https://youtu.be/TQ9uxw1h0UY?si=vikr9Bwt00O1mxaz&t=2633,内海,春山,塗師,大沼,今泉,小島,村尾,堀端,"村尾,大沼,春山,矢田貝,堀端,小島,内海,今泉,塗師","北川,赤田,近藤,佐伯,金子,市川,鈴木,櫻井,中村","栗林,内海,春山,塗師,大沼,今泉,小島,村尾,堀端","後藤,櫻井,佐伯,鈴木,中村,金子,北川,赤田,近藤","R,R,R,R,R,L,L,R,L,R","R,L,L,L,R,L,R,R,R,R","Kazuki, Kuribayashi","Uchiumi, Noboru","Yuichiro, Haruyama","Takuma, Nushi","Onuma, Atomu","Rio, Imaizumi","Kojima, Yusei","Murao, Yusaku","Taiki, Horibata",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.0,1410193.0,tokyobbc_rapsodo Player_030,,1756154820.0,1756187220.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410193@1756187220,untitled,1756187220.0,
105,33.0,104.0,2025/8/26,3849.160901069641,3424.160903930664,1756187334,1.0,1.0,後藤,Right,学芸,1,村尾,Right,TOK,4,Bottom,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,A2B,,0.41,-0.26,,,TOK,#217fc4,東大,学芸,#31006d,学芸,TodaiStadium,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523730105,ボール,,3847.0,https://youtu.be/_91Up_OTx04&t=3847,2665.0,https://youtu.be/TQ9uxw1h0UY?si=vikr9Bwt00O1mxaz&t=2665,櫻井,佐伯,鈴木,中村,金子,北川,赤田,近藤,"村尾,大沼,春山,矢田貝,堀端,小島,内海,今泉,塗師","北川,赤田,近藤,佐伯,金子,市川,鈴木,櫻井,中村","栗林,内海,春山,塗師,大沼,今泉,小島,村尾,堀端","後藤,櫻井,佐伯,鈴木,中村,金子,北川,赤田,近藤","R,R,R,R,R,L,L,R,L,R","R,L,L,L,R,L,R,R,R,R",,,,,,,,,,,"Murao, Yusaku",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,34.0,105.0,2025/8/26,3866.641658067703,3441.641660928726,1756187352,1.0,2.0,後藤,Right,学芸,1,村尾,Right,TOK,4,Bottom,0,1,0,Fastball,FoulBall,Undefined,Bunt,Undefined,0,0,,,0.7859999999999999,0.5670000000000001,14.38185456430549,-64.48612957,TOK,#217fc4,東大,学芸,#31006d,学芸,TodaiStadium,B,夏季オープン戦,Normal,,,,,Undefined,,,,,,2523730106,ファール,,3864.0,https://youtu.be/_91Up_OTx04&t=3864,2682.0,https://youtu.be/TQ9uxw1h0UY?si=vikr9Bwt00O1mxaz&t=2682,櫻井,佐伯,鈴木,中村,金子,北川,赤田,近藤,"村尾,大沼,春山,矢田貝,堀端,小島,内海,今泉,塗師","北川,赤田,近藤,佐伯,金子,市川,鈴木,櫻井,中村","栗林,内海,春山,塗師,大沼,今泉,小島,村尾,堀端","後藤,櫻井,佐伯,鈴木,中村,金子,北川,赤田,近藤","R,R,R,R,R,L,L,R,L,R","R,L,L,L,R,L,R,R,R,R",,,,,,,,,,,"Murao, Yusaku",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,35.0,106.0,2025/8/26,3899.12316608429,3474.123169183731,1756187384,1.0,3.0,後藤,Right,学芸,1,村尾,Right,TOK,4,Bottom,0,1,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.642,-0.433,,,TOK,#217fc4,東大,学芸,#31006d,学芸,TodaiStadium,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523730107,ボール,,3897.0,https://youtu.be/_91Up_OTx04&t=3897,2696.0,https://youtu.be/TQ9uxw1h0UY?si=vikr9Bwt00O1mxaz&t=2696,櫻井,佐伯,鈴木,中村,金子,北川,赤田,近藤,"村尾,大沼,春山,矢田貝,堀端,小島,内海,今泉,塗師","北川,赤田,近藤,佐伯,金子,市川,鈴木,櫻井,中村","栗林,内海,春山,塗師,大沼,今泉,小島,村尾,堀端","後藤,櫻井,佐伯,鈴木,中村,金子,北川,赤田,近藤","R,R,R,R,R,L,L,R,L,R","R,L,L,L,R,L,R,R,R,R",,,,,,,,,,,"Murao, Yusaku",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.0,1410193.0,tokyobbc_rapsodo Player_030,,1756154989.0,1756187389.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410193@1756187389,untitled,1756187389.0,
108,36.0,107.0,2025/8/26,3909.059539079666,3484.059542179108,1756187394,1.0,4.0,後藤,Right,学芸,1,村尾,Right,TOK,4,Bottom,0,2,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,118.27,0.622,0.288,,,TOK,#217fc4,東大,学芸,#31006d,学芸,TodaiStadium,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523730108,ボール,,3907.0,https://youtu.be/_91Up_OTx04&t=3907,2706.0,https://youtu.be/TQ9uxw1h0UY?si=vikr9Bwt00O1mxaz&t=2706,櫻井,佐伯,鈴木,中村,金子,北川,赤田,近藤,"村尾,大沼,春山,矢田貝,堀端,小島,内海,今泉,塗師","北川,赤田,近藤,佐伯,金子,市川,鈴木,櫻井,中村","栗林,内海,春山,塗師,大沼,今泉,小島,村尾,堀端","後藤,櫻井,佐伯,鈴木,中村,金子,北川,赤田,近藤","R,R,R,R,R,L,L,R,L,R","R,L,L,L,R,L,R,R,R,R",,,,,,,,,,,"Murao, Yusaku",,,,,,197.0,972881.0,TokyoBBC Right,,1756154990.0,1756187390.0,Slider,N,-0.527,0.4734,118.27,2066.82,414.2,20.04,07:20,1.0,2.3674183,5.1,-15.9,-11.2,-10.9,-2.93,-0.18,1.73,0.43,78.44,972881@1756187390,V3P4DLKO0850A,-4.1669025,-9.457089,untitled,,1756187390.0,231.0,1410193.0,tokyobbc_rapsodo Player_030,,1756154998.0,1756187398.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410193@1756187398,untitled,1756187398.0,
109,37.0,108.0,2025/8/26,3921.713176012039,3496.713178873062,1756187407,1.0,5.0,後藤,Right,学芸,1,村尾,Right,TOK,4,Bottom,0,3,1,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,1.19,0.327,,,TOK,#217fc4,東大,学芸,#31006d,学芸,TodaiStadium,B,夏季オープン戦,Normal,,,,,Nothing,,,,,,2523730109,空振り,,3919.0,https://youtu.be/_91Up_OTx04&t=3919,2719.0,https://youtu.be/TQ9uxw1h0UY?si=vikr9Bwt00O1mxaz&t=2719,櫻井,佐伯,鈴木,中村,金子,北川,赤田,近藤,"村尾,大沼,春山,矢田貝,堀端,小島,内海,今泉,塗師","北川,赤田,近藤,佐伯,金子,市川,鈴木,櫻井,中村","栗林,内海,春山,塗師,大沼,今泉,小島,村尾,堀端","後藤,櫻井,佐伯,鈴木,中村,金子,北川,赤田,近藤","R,R,R,R,R,L,L,R,L,R","R,L,L,L,R,L,R,R,R,R",,,,,,,,,,,"Murao, Yusaku",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0,1410193.0,tokyobbc_rapsodo Player_030,,1756155012.0,1756187412.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410193@1756187412,untitled,1756187412.0,
110,38.0,109.0,2025/8/26,3938.692578077316,3513.692580938339,1756187424,1.0,6.0,後藤,Right,学芸,1,村尾,Right,TOK,4,Bottom,0,3,2,Fastball,InPlay,Undefined,GroundBall,Double,0,0,,134.9,0.574,-0.236,75.22716732957409,-43.33166255,TOK,#217fc4,東大,学芸,#31006d,学芸,TodaiStadium,B,夏季オープン戦,Normal,,,,,Undefined,,,,"7,6","7,6",2523730110,左2,,3936.0,https://youtu.be/_91Up_OTx04&t=3936,2736.0,https://youtu.be/TQ9uxw1h0UY?si=vikr9Bwt00O1mxaz&t=2736,櫻井,佐伯,鈴木,中村,金子,北川,赤田,近藤,"村尾,大沼,春山,矢田貝,堀端,小島,内海,今泉,塗師","北川,赤田,近藤,佐伯,金子,市川,鈴木,櫻井,中村","栗林,内海,春山,塗師,大沼,今泉,小島,村尾,堀端","後藤,櫻井,佐伯,鈴木,中村,金子,北川,赤田,近藤","R,R,R,R,R,L,L,R,L,R","R,L,L,L,R,L,R,R,R,R",,,,,,,,,,,"Murao, Yusaku",,,,,,194.0,972881.0,TokyoBBC Right,,1756155029.0,1756187429.0,Fastball,,,,134.9,2115.68,2000.4,94.55,01:18,1.0,2.3449821,,,44.0,37.2,-2.24,-2.13,1.73,0.31,19.0,972881@1756187429,V3P4DLKO0850A,,,untitled,,1756187429.0,229.0,1410193.0,tokyobbc_rapsodo Player_030,,1756155029.0,1756187429.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410193@1756187429,untitled,1756187429.0,
111,39.0,110.0,2025/8/26,3986.958762168884,3561.958765029907,1756187472,2.0,1.0,後藤,Right,学芸,2,大沼,Right,TOK,4,Bottom,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.642,-0.353,,,TOK,#217fc4,東大,学芸,#31006d,学芸,TodaiStadium,B,夏季オープン戦,Normal,2,,村尾,,Nothing,,,,,,2523730111,ボール,,3984.0,https://youtu.be/_91Up_OTx04&t=3984,2770.0,https://youtu.be/TQ9uxw1h0UY?si=vikr9Bwt00O1mxaz&t=2770,櫻井,佐伯,鈴木,中村,金子,北川,赤田,近藤,"村尾,大沼,春山,矢田貝,堀端,小島,内海,今泉,塗師","北川,赤田,近藤,佐伯,金子,市川,鈴木,櫻井,中村","栗林,内海,春山,塗師,大沼,今泉,小島,村尾,堀端","後藤,櫻井,佐伯,鈴木,中村,金子,北川,赤田,近藤","R,R,R,R,R,L,L,R,L,R","R,L,L,L,R,L,R,R,R,R",,,,,,,,,,,"Onuma, Atomu",,"Murao, Yusaku",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,40.0,111.0,2025/8/26,4002.085683107376,3577.085685968399,1756187487,2.0,2.0,後藤,Right,学芸,2,大沼,Right,TOK,4,Bottom,0,1,0,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.838,-0.256,,,TOK,#217fc4,東大,学芸,#31006d,学芸,TodaiStadium,B,夏季オープン戦,Normal,2,,村尾,,Nothing,,,,,,2523730112,ボール,,4000.0,https://youtu.be/_91Up_OTx04&t=4000,2785.0,https://youtu.be/TQ9uxw1h0UY?si=vikr9Bwt00O1mxaz&t=2785,櫻井,佐伯,鈴木,中村,金子,北川,赤田,近藤,"村尾,大沼,春山,矢田貝,堀端,小島,内海,今泉,塗師","北川,赤田,近藤,佐伯,金子,市川,鈴木,櫻井,中村","栗林,内海,春山,塗師,大沼,今泉,小島,村尾,堀端","後藤,櫻井,佐伯,鈴木,中村,金子,北川,赤田,近藤","R,R,R,R,R,L,L,R,L,R","R,L,L,L,R,L,R,R,R,R",,,,,,,,,,,"Onuma, Atomu",,"Murao, Yusaku",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,41.0,112.0,2025/8/26,4024.367837190628,3599.367840051651,1756187509,2.0,3.0,後藤,Right,学芸,2,大沼,Right,TOK,4,Bottom,0,2,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.29,0.048,,,TOK,#217fc4,東大,学芸,#31006d,学芸,TodaiStadium,B,夏季オープン戦,Normal,2,,村尾,,Nothing,,,,,,2523730113,ボール,,4022.0,https://youtu.be/_91Up_OTx04&t=4022,2808.0,https://youtu.be/TQ9uxw1h0UY?si=vikr9Bwt00O1mxaz&t=2808,櫻井,佐伯,鈴木,中村,金子,北川,赤田,近藤,"村尾,大沼,春山,矢田貝,堀端,小島,内海,今泉,塗師","北川,赤田,近藤,佐伯,金子,市川,鈴木,櫻井,中村","栗林,内海,春山,塗師,大沼,今泉,小島,村尾,堀端","後藤,櫻井,佐伯,鈴木,中村,金子,北川,赤田,近藤","R,R,R,R,R,L,L,R,L,R","R,L,L,L,R,L,R,R,R,R",,,,,,,,,,,"Onuma, Atomu",,"Murao, Yusaku",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
