count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,runevent_romaji,scored_person_romaji,No,Player ID,Pitcher_rapsodo_pitch,MLB ID,Date_rapsodo_pitch,Pitch ID,TaggedPitchType_rapsodo_pitch,IsStrike,PlateLocSide_rapsodo_pitch,PlateLocHeight_rapsodo_pitch,RelSpeed_rapsodo_pitch,SpinRate,TrueSpin,SpinEfficiency,Tilt,Spin Confidence,Extension,InducedVertBreak,HorzBreak,VB (spin),HB (spin),HorizontalRelAngle,RelAngle,RelHeight,RelSide,GyroDegree,Unique ID,Device Serial Number,HorzApprAngle,VertApprAngle,Session Name,Intent Type,unixtime,No_rapsodo_hit,Player ID_rapsodo_hit,Batter_rapsodo_hit,MLB ID_rapsodo_hit,Date_rapsodo_hit,HitID,ExitSpeed,RelSpeed_rapsodo_hit,Angle,Direction,HitSpinRate,Distance,HitSpinTilt,SpinConfidence,PlateLocSide_rapsodo_hit,PlateLocHeight_rapsodo_hit,ContactDepth,Batname,SerialNumber,Unique ID_rapsodo_hit,Session Name_rapsodo_hit,unixtime_rapsodo_hit,csv_path,run_person_romaji,RelSpeed_opensen
114,47.0,109.0,2025/3/17,5211.181767,4291.181768,1742178865,2.0,2.0,前田,Right,TOK,8,後藤,Left,神奈川大,6,Bottom,1,0,1,Splitter,FoulBall,Undefined,GroundBall,Undefined,0,0,,119.5,0.423,-0.076,34.46659981,83.11827637,神奈川大,#4c26ff,神奈大,TOK,#217fc4,東大,神奈川大G,B,春季オープン戦,Normal,,,,,Undefined,,,,,,2507520114,ファール,,5209,,,,深見,石川,荒井孝,大田,今泉,黒武者,岡林,片桐,"石崎,山脇,犬飼,板倉,渡邊,羽立,飯田,後藤,久保","片桐,今泉,石川,伊藤,深見,黒武者,岡林,荒井孝,大田","椿,飯田,後藤,犬飼,久保,山脇,石崎,板倉,渡邊","前田,深見,石川,荒井孝,大田,今泉,黒武者,岡林,片桐","R,R,L,L,L,R,R,R,L,R","R,L,R,R,L,L,R,L,R,R","Riku, Maeda","Yuto, Fukami","Hikaru, Ishikawa","Kota, Arai","Eisuke, Ohta","Rio, Imaizumi","Tetsuta, Kuromusha","Yuna, Okabayashi","Jota, Katagiri",,,,,,,,17.0,1090150.0,Riku Maeda,,1742146466.0,1742178866.0,Fastball,Y,0.0031,0.6936,119.5,1269.39,1171.0,92.25,1:48,1.0,1.851141,25.3,31.5,24.7,34.8,-2.76,0.41,1.6,0.47,22.71,1090150@1742178866,V3P4DLKO0850A,-0.4151535,-7.178446,untitled,,1742178861.0,126.0,1410150.0,tokyobbc_rapsodo Player_002,,1742146465.0,1742178865.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742178865,untitled,1742178861.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250317春季オープン戦vs神奈川大B.csv,,120.0
115,48.0,110.0,2025/3/17,5227.950771,4307.950773,1742178882,2.0,3.0,前田,Right,TOK,8,後藤,Left,神奈川大,6,Bottom,1,0,2,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,114.43,0.522,0.493,,,神奈川大,#4c26ff,神奈大,TOK,#217fc4,東大,神奈川大G,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507520115,ボール,,5225,,,,深見,石川,荒井孝,大田,今泉,黒武者,岡林,片桐,"石崎,山脇,犬飼,板倉,渡邊,羽立,飯田,後藤,久保","片桐,今泉,石川,伊藤,深見,黒武者,岡林,荒井孝,大田","椿,飯田,後藤,犬飼,久保,山脇,石崎,板倉,渡邊","前田,深見,石川,荒井孝,大田,今泉,黒武者,岡林,片桐","R,R,L,L,L,R,R,R,L,R","R,L,R,R,L,L,R,L,R,R","Riku, Maeda","Yuto, Fukami","Hikaru, Ishikawa","Kota, Arai","Eisuke, Ohta","Rio, Imaizumi","Tetsuta, Kuromusha","Yuna, Okabayashi","Jota, Katagiri",,,,,,,,16.0,1090150.0,Riku Maeda,,1742146481.0,1742178881.0,Fastball,N,0.8403,0.92,114.43,1948.16,1654.7,84.94,2:22,1.0,1.8972969,35.9,40.6,15.5,50.8,-0.14,1.12,1.61,0.47,-31.86,1090150@1742178881,V3P4DLKO0850A,2.8645222,-6.252645,untitled,,1742178876.0,125.0,1410150.0,tokyobbc_rapsodo Player_002,,1742146480.0,1742178880.0,61.3,114.4,-29.5,14.9,0.0,5.7,0:00,1.0,-77.8,121.4,375.2,,V3P4DLKO0850A,1410150@1742178880,untitled,1742178876.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250317春季オープン戦vs神奈川大B.csv,,114.0
116,49.0,111.0,2025/3/17,5236.217463,4316.217464,1742178890,2.0,4.0,前田,Right,TOK,8,後藤,Left,神奈川大,6,Bottom,1,1,2,Splitter,FoulBall,Undefined,FlyBall,Undefined,0,0,,117.5,0.57,0.128,36.28798203,-90.9315566,神奈川大,#4c26ff,神奈大,TOK,#217fc4,東大,神奈川大G,B,春季オープン戦,Normal,,,,,Undefined,,,,,,2507520116,ファール,,5234,,,,深見,石川,荒井孝,大田,今泉,黒武者,岡林,片桐,"石崎,山脇,犬飼,板倉,渡邊,羽立,飯田,後藤,久保","片桐,今泉,石川,伊藤,深見,黒武者,岡林,荒井孝,大田","椿,飯田,後藤,犬飼,久保,山脇,石崎,板倉,渡邊","前田,深見,石川,荒井孝,大田,今泉,黒武者,岡林,片桐","R,R,L,L,L,R,R,R,L,R","R,L,R,R,L,L,R,L,R,R","Riku, Maeda","Yuto, Fukami","Hikaru, Ishikawa","Kota, Arai","Eisuke, Ohta","Rio, Imaizumi","Tetsuta, Kuromusha","Yuna, Okabayashi","Jota, Katagiri",,,,,,,,15.0,1090150.0,Riku Maeda,,1742146495.0,1742178895.0,Fastball,Y,0.1881,0.7714,117.5,1280.82,1188.9,92.83,1:54,1.0,1.9483414,21.8,21.2,22.5,36.9,-1.62,1.0,1.6,0.43,21.83,1090150@1742178895,V3P4DLKO0850A,-0.024598189,-7.298691,untitled,,1742178890.0,124.0,1410150.0,tokyobbc_rapsodo Player_002,,1742146494.0,1742178894.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742178894,untitled,1742178890.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250317春季オープン戦vs神奈川大B.csv,,118.0
117,50.0,112.0,2025/3/17,5254.40068,4334.400681,1742178909,2.0,5.0,前田,Right,TOK,8,後藤,Left,神奈川大,6,Bottom,1,1,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,129.12,1.23,0.18,,,神奈川大,#4c26ff,神奈大,TOK,#217fc4,東大,神奈川大G,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507520117,ボール,,5252,,,,深見,石川,荒井孝,大田,今泉,黒武者,岡林,片桐,"石崎,山脇,犬飼,板倉,渡邊,羽立,飯田,後藤,久保","片桐,今泉,石川,伊藤,深見,黒武者,岡林,荒井孝,大田","椿,飯田,後藤,犬飼,久保,山脇,石崎,板倉,渡邊","前田,深見,石川,荒井孝,大田,今泉,黒武者,岡林,片桐","R,R,L,L,L,R,R,R,L,R","R,L,R,R,L,L,R,L,R,R","Riku, Maeda","Yuto, Fukami","Hikaru, Ishikawa","Kota, Arai","Eisuke, Ohta","Rio, Imaizumi","Tetsuta, Kuromusha","Yuna, Okabayashi","Jota, Katagiri",,,,,,,,14.0,1090150.0,Riku Maeda,,1742146514.0,1742178914.0,Fastball,N,0.3344,1.2886,129.12,1961.84,1835.4,93.55,1:20,1.0,2.0620308,53.8,24.0,38.9,33.4,-1.38,0.96,1.55,0.48,20.68,1090150@1742178914,V3P4DLKO0850A,0.42749766,-3.0137818,untitled,,1742178909.0,123.0,1410150.0,tokyobbc_rapsodo Player_002,,1742146513.0,1742178913.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742178913,untitled,1742178909.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250317春季オープン戦vs神奈川大B.csv,,129.0
118,51.0,113.0,2025/3/17,5270.234728,4350.234729,1742178924,2.0,6.0,前田,Right,TOK,8,後藤,Left,神奈川大,6,Bottom,1,2,2,Splitter,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,117.41,0.722,-0.156,,,神奈川大,#4c26ff,神奈大,TOK,#217fc4,東大,神奈川大G,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507520118,空三振,,5268,,,,深見,石川,荒井孝,大田,今泉,黒武者,岡林,片桐,"石崎,山脇,犬飼,板倉,渡邊,羽立,飯田,後藤,久保","片桐,今泉,石川,伊藤,深見,黒武者,岡林,荒井孝,大田","椿,飯田,後藤,犬飼,久保,山脇,石崎,板倉,渡邊","前田,深見,石川,荒井孝,大田,今泉,黒武者,岡林,片桐","R,R,L,L,L,R,R,R,L,R","R,L,R,R,L,L,R,L,R,R","Riku, Maeda","Yuto, Fukami","Hikaru, Ishikawa","Kota, Arai","Eisuke, Ohta","Rio, Imaizumi","Tetsuta, Kuromusha","Yuna, Okabayashi","Jota, Katagiri",,,,,,,,13.0,1090150.0,Riku Maeda,,1742146529.0,1742178929.0,Fastball,Y,-0.0781,0.905,117.41,1324.54,1265.4,95.53,1:50,1.0,1.9868298,28.8,17.4,24.5,37.0,-2.46,1.2,1.57,0.44,17.19,1090150@1742178929,V3P4DLKO0850A,-1.1659687,-6.209552,untitled,,1742178924.0,122.0,1410150.0,tokyobbc_rapsodo Player_002,,1742146528.0,1742178928.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742178928,untitled,1742178924.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250317春季オープン戦vs神奈川大B.csv,,117.0
119,52.0,114.0,2025/3/17,5298.667436,4378.667437,1742178953,3.0,1.0,前田,Right,TOK,9,久保,Right,神奈川大,6,Bottom,2,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,103.49,1.137,-0.136,,,神奈川大,#4c26ff,神奈大,TOK,#217fc4,東大,神奈川大G,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507520119,ボール,,5296,,,,深見,石川,荒井孝,大田,今泉,黒武者,岡林,片桐,"石崎,山脇,犬飼,板倉,渡邊,羽立,飯田,後藤,久保","片桐,今泉,石川,伊藤,深見,黒武者,岡林,荒井孝,大田","椿,飯田,後藤,犬飼,久保,山脇,石崎,板倉,渡邊","前田,深見,石川,荒井孝,大田,今泉,黒武者,岡林,片桐","R,R,L,L,L,R,R,R,L,R","R,L,R,R,L,L,R,L,R,R","Riku, Maeda","Yuto, Fukami","Hikaru, Ishikawa","Kota, Arai","Eisuke, Ohta","Rio, Imaizumi","Tetsuta, Kuromusha","Yuna, Okabayashi","Jota, Katagiri",,,,,,,,12.0,1090150.0,Riku Maeda,,1742146558.0,1742178958.0,Slider,N,-0.0822,1.1653,103.49,1875.71,1020.3,54.39,6:54,1.0,1.9294376,14.5,-35.1,-31.4,-19.3,-0.34,4.39,1.57,0.36,57.05,1090150@1742178958,V3P4DLKO0850A,-3.0463204,-8.187624,untitled,,1742178953.0,121.0,1410150.0,tokyobbc_rapsodo Player_002,,1742146557.0,1742178957.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742178957,untitled,1742178953.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250317春季オープン戦vs神奈川大B.csv,,104.0
120,53.0,115.0,2025/3/17,5310.48565,4390.485651,1742178965,3.0,2.0,前田,Right,TOK,9,久保,Right,神奈川大,6,Bottom,2,1,0,Cutter,StrikeCalled,Undefined,Undefined,Undefined,0,0,,117.09,0.618,-0.252,,,神奈川大,#4c26ff,神奈大,TOK,#217fc4,東大,神奈川大G,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507520120,見逃し,,5308,,,,深見,石川,荒井孝,大田,今泉,黒武者,岡林,片桐,"石崎,山脇,犬飼,板倉,渡邊,羽立,飯田,後藤,久保","片桐,今泉,石川,伊藤,深見,黒武者,岡林,荒井孝,大田","椿,飯田,後藤,犬飼,久保,山脇,石崎,板倉,渡邊","前田,深見,石川,荒井孝,大田,今泉,黒武者,岡林,片桐","R,R,L,L,L,R,R,R,L,R","R,L,R,R,L,L,R,L,R,R","Riku, Maeda","Yuto, Fukami","Hikaru, Ishikawa","Kota, Arai","Eisuke, Ohta","Rio, Imaizumi","Tetsuta, Kuromusha","Yuna, Okabayashi","Jota, Katagiri",,,,,,,,11.0,1090150.0,Riku Maeda,,1742146570.0,1742178970.0,Fastball,N,-0.3331,0.9871,117.09,1941.52,673.9,34.71,1:22,1.0,1.9407578,32.9,-8.9,13.7,11.4,-2.43,1.39,1.58,0.44,69.69,1090150@1742178970,V3P4DLKO0850A,-3.0938246,-5.928517,untitled,,1742178965.0,120.0,1410150.0,tokyobbc_rapsodo Player_002,,1742146569.0,1742178969.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742178969,untitled,1742178965.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250317春季オープン戦vs神奈川大B.csv,,117.0
121,54.0,116.0,2025/3/17,5322.718958,4402.718959,1742178977,3.0,3.0,前田,Right,TOK,9,久保,Right,神奈川大,6,Bottom,2,1,1,Cutter,InPlay,Undefined,FlyBall,Out,1,0,,119.31,0.838,0.1,88.26567975,5.177092818,神奈川大,#4c26ff,神奈大,TOK,#217fc4,東大,神奈川大G,B,春季オープン戦,Normal,,,,,Undefined,,,,8,8,2507520121,中飛,,5320,,,,深見,石川,荒井孝,大田,今泉,黒武者,岡林,片桐,"石崎,山脇,犬飼,板倉,渡邊,羽立,飯田,後藤,久保","片桐,今泉,石川,伊藤,深見,黒武者,岡林,荒井孝,大田","椿,飯田,後藤,犬飼,久保,山脇,石崎,板倉,渡邊","前田,深見,石川,荒井孝,大田,今泉,黒武者,岡林,片桐","R,R,L,L,L,R,R,R,L,R","R,L,R,R,L,L,R,L,R,R","Riku, Maeda","Yuto, Fukami","Hikaru, Ishikawa","Kota, Arai","Eisuke, Ohta","Rio, Imaizumi","Tetsuta, Kuromusha","Yuna, Okabayashi","Jota, Katagiri",,,,,,,,10.0,1090150.0,Riku Maeda,,1742146581.0,1742178981.0,Fastball,Y,0.1828,0.9393,119.31,2013.45,659.2,32.74,1:18,1.0,1.8464737,33.6,-13.5,13.5,10.6,-0.55,1.27,1.56,0.47,70.89,1090150@1742178981,V3P4DLKO0850A,-1.564739,-6.108722,untitled,,1742178976.0,119.0,1410150.0,tokyobbc_rapsodo Player_002,,1742146580.0,1742178980.0,145.4,119.3,37.4,-3.2,3438.5603,101.3,0:28,1.0,-22.2,65.7,-173.4,,V3P4DLKO0850A,1410150@1742178980,untitled,1742178976.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250317春季オープン戦vs神奈川大B.csv,,119.0
122,1.0,117.0,2025/3/17,5487.853313,4567.853314,1742179142,1.0,1.0,鈴木康,Right,神奈川大,4,スタンリー,Right,TOK,7,Top,0,0,0,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,111.65,,,,,神奈川大,#4c26ff,神奈大,TOK,#217fc4,東大,神奈川大G,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507520122,ボール,,5485,,,,飯田,後藤,犬飼,久保,山脇,石崎,板倉,渡邊,"石崎,山脇,犬飼,板倉,渡邊,羽立,飯田,後藤,久保","片桐,今泉,石川,スタンリー,深見,黒武者,岡林,荒井孝,大田","鈴木康,飯田,後藤,犬飼,久保,山脇,石崎,板倉,渡邊","前田,深見,石川,荒井孝,大田,今泉,黒武者,岡林,片桐","R,R,L,L,L,R,R,R,L,R","R,L,R,R,R,L,R,L,R,R",,,,,,,,,,,"Kai, Stanley",,,,,,154.0,972881.0,TokyoBBC Right,,1742146747.0,1742179147.0,Slider,N,-0.6336,0.7723,111.65,2175.13,843.6,38.79,8:08,1.0,1.7788467,32.3,-38.4,-12.7,-26.7,-2.26,1.37,1.57,0.39,67.18,972881@1742179147,V3P4DLKO0850A,-5.129724,-7.458311,untitled,,1742179142.0,111.0,1410150.0,tokyobbc_rapsodo Player_002,,1742146746.0,1742179146.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742179146,untitled,1742179142.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250317春季オープン戦vs神奈川大B.csv,,112.0
123,2.0,118.0,2025/3/17,5500.373236,4580.373237,1742179155,1.0,2.0,鈴木康,Right,神奈川大,4,スタンリー,Right,TOK,7,Top,0,1,0,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,131.58,,,26.41230134,-20.25646217,神奈川大,#4c26ff,神奈大,TOK,#217fc4,東大,神奈川大G,B,春季オープン戦,Normal,,,,,Undefined,,,,"5,3","5,3A",2507520123,三ゴ,,5498,,,,飯田,後藤,犬飼,久保,山脇,石崎,板倉,渡邊,"石崎,山脇,犬飼,板倉,渡邊,羽立,飯田,後藤,久保","片桐,今泉,石川,スタンリー,深見,黒武者,岡林,荒井孝,大田","鈴木康,飯田,後藤,犬飼,久保,山脇,石崎,板倉,渡邊","前田,深見,石川,荒井孝,大田,今泉,黒武者,岡林,片桐","R,R,L,L,L,R,R,R,L,R","R,L,R,R,R,L,R,L,R,R",,,,,,,,,,,"Kai, Stanley",,,,,,153.0,972881.0,TokyoBBC Right,,1742146758.0,1742179158.0,ChangeUp,Y,0.0162,0.8443,131.58,2124.38,1937.1,91.18,1:20,1.0,1.9747162,39.8,20.2,39.5,34.7,-1.87,-0.57,1.63,0.34,24.24,972881@1742179158,V3P4DLKO0850A,-0.36542568,-5.2051816,untitled,,1742179153.0,110.0,1410150.0,tokyobbc_rapsodo Player_002,,1742146757.0,1742179157.0,162.3,131.6,-16.8,-10.3,1700.4657,3.2,10:00,1.0,-6.1,81.1,59.1,,V3P4DLKO0850A,1410150@1742179157,untitled,1742179153.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250317春季オープン戦vs神奈川大B.csv,,132.0
124,3.0,119.0,2025/3/17,5530.719741,4610.719742,1742179185,2.0,1.0,鈴木康,Right,神奈川大,5,大山,Right,TOK,7,Top,1,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,137.43,,,,,神奈川大,#4c26ff,神奈大,TOK,#217fc4,東大,神奈川大G,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507520124,見逃し,,5528,,,,飯田,後藤,犬飼,久保,山脇,石崎,板倉,渡邊,"石崎,山脇,犬飼,板倉,渡邊,羽立,飯田,後藤,久保","片桐,今泉,石川,スタンリー,深見,黒武者,岡林,荒井孝,大田","鈴木康,飯田,後藤,犬飼,久保,山脇,石崎,板倉,渡邊","前田,深見,石川,荒井孝,大田,今泉,黒武者,岡林,片桐","R,R,L,L,L,R,R,R,L,R","R,L,R,R,R,L,R,L,R,R",,,,,,,,,,,"Hiroto, Oyama",,,,,,152.0,972881.0,TokyoBBC Right,,1742146790.0,1742179190.0,ChangeUp,N,0.0269,1.2338,137.43,2189.73,2031.3,92.77,1:20,1.0,2.097601,59.4,24.4,39.0,33.7,-1.91,-0.24,1.67,0.31,21.93,972881@1742179190,V3P4DLKO0850A,-0.038639832,-3.102156,untitled,,1742179185.0,109.0,1410150.0,tokyobbc_rapsodo Player_002,,1742146788.0,1742179188.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742179188,untitled,1742179184.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250317春季オープン戦vs神奈川大B.csv,,73.0
125,4.0,120.0,2025/3/17,5549.986818,4629.986819,1742179204,2.0,2.0,鈴木康,Right,神奈川大,5,大山,Right,TOK,7,Top,1,0,1,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,133.38,,,,,神奈川大,#4c26ff,神奈大,TOK,#217fc4,東大,神奈川大G,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507520125,空振り,,5547,,,,飯田,後藤,犬飼,久保,山脇,石崎,板倉,渡邊,"石崎,山脇,犬飼,板倉,渡邊,羽立,飯田,後藤,久保","片桐,今泉,石川,スタンリー,深見,黒武者,岡林,荒井孝,大田","鈴木康,飯田,後藤,犬飼,久保,山脇,石崎,板倉,渡邊","前田,深見,石川,荒井孝,大田,今泉,黒武者,岡林,片桐","R,R,L,L,L,R,R,R,L,R","R,L,R,R,R,L,R,L,R,R",,,,,,,,,,,"Hiroto, Oyama",,,,,,150.0,972881.0,TokyoBBC Right,,1742146811.0,1742179211.0,ChangeUp,N,-0.2978,1.1053,133.38,2259.2,1811.3,80.17,1:32,1.0,1.7891941,48.9,7.2,32.3,34.8,-2.7,0.05,1.64,0.39,36.7,972881@1742179211,V3P4DLKO0850A,-2.1592696,-4.003058,untitled,,1742179206.0,107.0,1410150.0,tokyobbc_rapsodo Player_002,,1742146810.0,1742179210.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742179210,untitled,1742179206.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250317春季オープン戦vs神奈川大B.csv,,
126,5.0,121.0,2025/3/17,5563.504354,4643.504356,1742179218,2.0,3.0,鈴木康,Right,神奈川大,5,大山,Right,TOK,7,Top,1,0,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,130.23,,,,,神奈川大,#4c26ff,神奈大,TOK,#217fc4,東大,神奈川大G,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507520126,ボール,,5561,,,,飯田,後藤,犬飼,久保,山脇,石崎,板倉,渡邊,"石崎,山脇,犬飼,板倉,渡邊,羽立,飯田,後藤,久保","片桐,今泉,石川,スタンリー,深見,黒武者,岡林,荒井孝,大田","鈴木康,飯田,後藤,犬飼,久保,山脇,石崎,板倉,渡邊","前田,深見,石川,荒井孝,大田,今泉,黒武者,岡林,片桐","R,R,L,L,L,R,R,R,L,R","R,L,R,R,R,L,R,L,R,R",,,,,,,,,,,"Hiroto, Oyama",,,,,,149.0,972881.0,TokyoBBC Right,,1742146824.0,1742179224.0,ChangeUp,Y,-0.0262,0.9757,130.23,2138.18,1743.5,81.54,1:06,1.0,2.0611248,49.4,13.0,38.2,25.0,-1.84,-0.17,1.59,0.36,35.37,972881@1742179224,V3P4DLKO0850A,-0.85561216,-4.44714,untitled,,1742179219.0,106.0,1410150.0,tokyobbc_rapsodo Player_002,,1742146822.0,1742179222.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742179222,untitled,1742179218.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250317春季オープン戦vs神奈川大B.csv,,
127,6.0,122.0,2025/3/17,5572.821109,4652.82111,1742179227,2.0,4.0,鈴木康,Right,神奈川大,5,大山,Right,TOK,7,Top,1,1,2,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,,,,28.54658705,66.87915134,神奈川大,#4c26ff,神奈大,TOK,#217fc4,東大,神奈川大G,B,春季オープン戦,Normal,,,,,Undefined,,,,,,2507520127,ファール,,5570,,,,飯田,後藤,犬飼,久保,山脇,石崎,板倉,渡邊,"石崎,山脇,犬飼,板倉,渡邊,羽立,飯田,後藤,久保","片桐,今泉,石川,スタンリー,深見,黒武者,岡林,荒井孝,大田","鈴木康,飯田,後藤,犬飼,久保,山脇,石崎,板倉,渡邊","前田,深見,石川,荒井孝,大田,今泉,黒武者,岡林,片桐","R,R,L,L,L,R,R,R,L,R","R,L,R,R,R,L,R,L,R,R",,,,,,,,,,,"Hiroto, Oyama",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250317春季オープン戦vs神奈川大B.csv,,130.0
128,7.0,123.0,2025/3/17,5592.971982,4672.971983,1742179247,2.0,5.0,鈴木康,Right,神奈川大,5,大山,Right,TOK,7,Top,1,2,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,139.91,1.137,-0.228,,,神奈川大,#4c26ff,神奈大,TOK,#217fc4,東大,神奈川大G,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507520128,ボール,,5590,,,,飯田,後藤,犬飼,久保,山脇,石崎,板倉,渡邊,"石崎,山脇,犬飼,板倉,渡邊,羽立,飯田,後藤,久保","片桐,今泉,石川,スタンリー,深見,黒武者,岡林,荒井孝,大田","鈴木康,飯田,後藤,犬飼,久保,山脇,石崎,板倉,渡邊","前田,深見,石川,荒井孝,大田,今泉,黒武者,岡林,片桐","R,R,L,L,L,R,R,R,L,R","R,L,R,R,R,L,R,L,R,R",,,,,,,,,,,"Hiroto, Oyama",,,,,,148.0,972881.0,TokyoBBC Right,,1742146852.0,1742179252.0,ChangeUp,N,-0.3189,1.4115,139.91,2143.33,1824.7,85.13,1:28,1.0,2.0832462,55.6,4.3,32.5,32.8,-2.35,0.72,1.62,0.29,31.64,972881@1742179252,V3P4DLKO0850A,-2.0197327,-2.4812765,untitled,,1742179247.0,105.0,1410150.0,tokyobbc_rapsodo Player_002,,1742146851.0,1742179251.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,1410150@1742179251,untitled,1742179247.0,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250317春季オープン戦vs神奈川大B.csv,,140.0
129,8.0,124.0,2025/3/17,5614.738445,4694.738446,1742179269,2.0,6.0,鈴木康,Right,神奈川大,5,大山,Right,TOK,7,Top,1,3,2,Fastball,BallCalled,Walk,Undefined,Undefined,0,0,,,,,,,神奈川大,#4c26ff,神奈大,TOK,#217fc4,東大,神奈川大G,B,春季オープン戦,Normal,,,,,Nothing,,,,,,2507520129,四球,,5612,,,,飯田,後藤,犬飼,久保,山脇,石崎,板倉,渡邊,"石崎,山脇,犬飼,板倉,渡邊,羽立,飯田,後藤,久保","片桐,今泉,石川,スタンリー,大山,黒武者,岡林,荒井孝,大田","鈴木康,飯田,後藤,犬飼,久保,山脇,石崎,板倉,渡邊","前田,大山,石川,荒井孝,大田,今泉,黒武者,岡林,片桐","R,R,L,L,L,R,R,R,L,R","R,L,R,R,R,R,R,L,R,R",,,,,,,,,,,"Hiroto, Oyama",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250317春季オープン戦vs神奈川大B.csv,,
