count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,runevent_romaji,scored_person_romaji,run_person_romaji,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji
93,5.0,92.0,2025/4/5,4741.836862,3716.836863,1743819796,1.0,5.0,pos1_2,Left,かずさマジック,2,中山,Left,TOK,4,Top,0,1,2,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,128.0,0.363,-0.108,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2509400093,空三振,,4739.0,,1759.0,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,荒井慶,秋元,杉浦,渡辺,樋口","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,R,R,R,R,R","Taiyo, Nakayama",,,,,,,,,,,,,,,,
94,6.0,93.0,2025/4/5,4764.796302,3739.796302,1743819819,2.0,1.0,pos1_2,Left,かずさマジック,3,竹山,Right,TOK,4,Top,1,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,137.0,0.642,0.248,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2509400094,見逃し,,4762.0,,1771.0,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,荒井慶,秋元,杉浦,渡辺,樋口","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,R,R,R,R,R","Naotaro, Takeyama",,,,,,,,,,,,,,,,
95,7.0,94.0,2025/4/5,4775.707849,3750.70785,1743819830,2.0,2.0,pos1_2,Left,かずさマジック,3,竹山,Right,TOK,4,Top,1,0,1,Splitter,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,120.0,0.343,-0.236,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2509400095,空振り,,4773.0,,1782.0,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,荒井慶,秋元,杉浦,渡辺,樋口","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,R,R,R,R,R","Naotaro, Takeyama",,,,,,,,,,,,,,,,
96,8.0,95.0,2025/4/5,4786.424714,3761.424715,1743819841,2.0,3.0,pos1_2,Left,かずさマジック,3,竹山,Right,TOK,4,Top,1,0,2,Splitter,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,127.0,0.317,-0.124,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2509400096,空三振,,4784.0,,1792.0,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,荒井慶,秋元,杉浦,渡辺,樋口","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,R,R,R,R,R","Naotaro, Takeyama",,,,,,,,,,,,,,,,
97,9.0,96.0,2025/4/5,4809.495097,3784.495098,1743819864,3.0,1.0,pos1_2,Left,かずさマジック,4,門田,Right,TOK,4,Top,2,0,0,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,128.0,0.654,0.164,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2509400097,見逃し,,4807.0,,1803.0,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,荒井慶,秋元,杉浦,渡辺,樋口","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,R,R,R,R,R","Ryohei, Kadota",,,,,,,,,,,,,,,,
98,10.0,97.0,2025/4/5,4820.060341,3795.060342,1743819874,3.0,2.0,pos1_2,Left,かずさマジック,4,門田,Right,TOK,4,Top,2,0,1,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,138.0,0.586,0.16,2.78288529,-147.9946168,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2509400098,ファール,,4818.0,,1813.0,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,荒井慶,秋元,杉浦,渡辺,樋口","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,R,R,R,R,R","Ryohei, Kadota",,,,,,,,,,,,,,,,
99,11.0,98.0,2025/4/5,4844.870998,3819.870999,1743819899,3.0,3.0,pos1_2,Left,かずさマジック,4,門田,Right,TOK,4,Top,2,0,2,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,135.0,0.814,0.192,34.6278008,81.17962045,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2509400099,ファール,,4842.0,,1838.0,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,荒井慶,秋元,杉浦,渡辺,樋口","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,R,R,R,R,R","Ryohei, Kadota",,,,,,,,,,,,,,,,
100,12.0,99.0,2025/4/5,4864.191695,3839.191696,1743819919,3.0,4.0,pos1_2,Left,かずさマジック,4,門田,Right,TOK,4,Top,2,0,2,Slider,InPlay,Undefined,GroundBall,Out,1,0,,128.0,0.742,0.208,22.03719492,-27.93714283,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,,,,,Undefined,,,,"5,3","5,3A",2509400100,三ゴ,,4862.0,,1849.0,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,荒井慶,秋元,杉浦,渡辺,樋口","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,R,R,R,R,R","Ryohei, Kadota",,,,,,,,,,,,,,,,
101,46.0,100.0,2025/4/5,4993.4386,3968.438601,1743820048,1.0,1.0,渡辺,Right,TOK,5,batter5,Right,かずさマジック,4,Bottom,0,0,0,ChangeUp,InPlay,Undefined,LineDrive,Single,0,0,,108.0,0.878,0.144,80.99265802,-11.55548431,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,,,,,Undefined,,,,8,8,2509400101,中安,,4991.0,,1882.0,,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,荒井慶,秋元,杉浦,渡辺,樋口","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,R,R,R,R,R",,,,,,,,"Koki, Watanabe","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Keito, Arai","Suguru, Sakai","Naotaro, Takeyama",
102,47.0,101.0,2025/4/5,5038.128978,4013.128979,1743820093,2.0,1.0,渡辺,Right,TOK,6,batter6,Left,かずさマジック,4,Bottom,0,0,0,ChangeUp,FoulBall,Undefined,Bunt,Undefined,0,0,A2B,114.0,0.686,-0.076,21.0351581,-104.620874,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,1,batter5,,,Undefined,,,,,,2509400102,ファール,,5036.0,,1901.0,,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,荒井慶,秋元,杉浦,渡辺,樋口","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,R,R,R,R,R",,,,,,,,"Koki, Watanabe","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Keito, Arai","Suguru, Sakai","Naotaro, Takeyama",
103,48.0,102.0,2025/4/5,5065.145099,4040.1451,1743820120,2.0,2.0,渡辺,Right,TOK,6,batter6,Left,かずさマジック,4,Bottom,0,0,1,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,,106.0,0.562,0.413,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,1,batter5,,,Nothing,,,,,,2509400103,ボール,,5063.0,,1916.0,,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,荒井慶,秋元,杉浦,渡辺,樋口","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,R,R,R,R,R",,,,,,,,"Koki, Watanabe","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Keito, Arai","Suguru, Sakai","Naotaro, Takeyama",
104,,,2025/4/5,5086.714094,4061.714096,1743820141,,,渡辺,Right,TOK,6,batter6,Left,かずさマジック,4,Bottom,0,1,1,,,,,,0,0,,,,,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,1,batter5,,,PickOff,,,,"1,3","1,3",2509400104,牽制,,5084.0,,1938.0,,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,荒井慶,秋元,杉浦,渡辺,樋口","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,R,R,R,R,R",,,,,,,,"Koki, Watanabe","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Keito, Arai","Suguru, Sakai","Naotaro, Takeyama",
105,49.0,103.0,2025/4/5,5100.700794,4075.700795,1743820155,2.0,3.0,渡辺,Right,TOK,6,batter6,Left,かずさマジック,4,Bottom,0,1,1,Fastball,InPlay,Undefined,GroundBall,Single,0,0,,,0.622,0.028,81.24153011,3.122130462,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,1,batter5,,,Undefined,,,,8,8,2509400105,中安,,5098.0,,1952.0,,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,荒井慶,秋元,杉浦,渡辺,樋口","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,R,R,R,R,R",,,,,,,,"Koki, Watanabe","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Keito, Arai","Suguru, Sakai","Naotaro, Takeyama",
106,,,2025/4/5,5156.018874,4131.018875,1743820210,,,渡辺,Right,TOK,7,batter7,Left,かずさマジック,4,Bottom,0,0,0,,,,,,0,0,,,,,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,"1,2",batter6,batter5,,PickOff,,,,"1,6","1,6",2509400106,牽制,,5154.0,,1970.0,,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,荒井慶,秋元,杉浦,渡辺,樋口","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,R,R,R,R,R",,,,,,,,"Koki, Watanabe","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Keito, Arai","Suguru, Sakai","Naotaro, Takeyama",
107,50.0,104.0,2025/4/5,5174.138587,4149.138588,1743820229,3.0,1.0,渡辺,Right,TOK,7,batter7,Left,かずさマジック,4,Bottom,0,0,0,Fastball,InPlay,Undefined,Bunt,Sacrifice,1,0,,118.0,0.83,0.196,14.40905574,-22.89055166,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,"1,2",batter6,batter5,,Undefined,,,,"1,4","1,4A",2509400107,投犠,,5172.0,,1988.0,,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,荒井慶,秋元,杉浦,渡辺,樋口","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,R,R,R,R,R",,,,,,,,"Koki, Watanabe","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Keito, Arai","Suguru, Sakai","Naotaro, Takeyama",
108,51.0,105.0,2025/4/5,5227.430266,4202.430267,1743820282,4.0,1.0,渡辺,Right,TOK,8,batter8,Left,かずさマジック,4,Bottom,1,0,0,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,118.0,0.562,0.02,24.07339913,17.10272897,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,IFFW,"2,3",,batter6,batter5,Undefined,,,,"4,2","4,2T",2509400108,二ゴ,,5225.0,,2011.0,,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,荒井慶,秋元,杉浦,渡辺,樋口","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,R,R,R,R,R",,,,,,,,"Koki, Watanabe","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Keito, Arai","Suguru, Sakai","Naotaro, Takeyama",
109,52.0,106.0,2025/4/5,5290.490329,4265.49033,1743820345,5.0,1.0,渡辺,Right,TOK,9,batter9,Right,かずさマジック,4,Bottom,2,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,114.0,0.798,-0.22,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,"2,3",,batter8,batter6,Nothing,,,,,,2509400109,見逃し,,5288.0,,2045.0,,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,荒井慶,秋元,杉浦,渡辺,樋口","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,R,R,R,R,R",,,,,,,,"Koki, Watanabe","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Keito, Arai","Suguru, Sakai","Naotaro, Takeyama",
110,53.0,107.0,2025/4/5,5310.420789,4285.42079,1743820365,5.0,2.0,渡辺,Right,TOK,9,batter9,Right,かずさマジック,4,Bottom,2,0,1,ChangeUp,StrikeCalled,Undefined,Undefined,Undefined,0,0,,111.0,0.77,-0.204,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,"2,3",,batter8,batter6,Nothing,,,,,,2509400110,見逃し,,5308.0,,2065.0,,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,荒井慶,秋元,杉浦,渡辺,樋口","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,R,R,R,R,R",,,,,,,,"Koki, Watanabe","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Keito, Arai","Suguru, Sakai","Naotaro, Takeyama",
111,54.0,108.0,2025/4/5,5332.899072,4307.899072,1743820387,5.0,3.0,渡辺,Right,TOK,9,batter9,Right,かずさマジック,4,Bottom,2,0,2,ChangeUp,InPlay,Undefined,FlyBall,Out,1,0,,112.0,0.922,0.104,85.74891949,-10.30484647,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,"2,3",,batter8,batter6,Undefined,,,,8,8,2509400111,中飛,,5330.0,,2088.0,,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,竹山,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,荒井慶,秋元,杉浦,渡辺,樋口","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,R,R,R,R,R",,,,,,,,"Koki, Watanabe","Kaito, Sugiura","Taiyo, Nakayama","Ryohei, Kadota","Ryo, Akimoto","Kosuke, Higuchi","Keito, Arai","Suguru, Sakai","Naotaro, Takeyama",
112,13.0,109.0,2025/4/5,5471.310959,4446.31096,1743820526,1.0,1.0,pos1_2,Left,かずさマジック,5,荒井慶,Right,TOK,5,Top,0,0,0,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,136.0,0.41,-0.092,52.87152899,67.0112832,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2509400112,ファール,,5469.0,,2110.0,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,荒井慶,秋元,杉浦,渡辺,樋口","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,R,R,R,R,R","Keito, Arai",,,,,,,,,,,,,,,,
113,14.0,110.0,2025/4/5,5486.208273,4461.208273,1743820541,1.0,2.0,pos1_2,Left,かずさマジック,5,荒井慶,Right,TOK,5,Top,0,0,1,Splitter,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,127.0,0.317,-0.192,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2509400113,空振り,,5484.0,,2124.0,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,荒井慶,秋元,杉浦,渡辺,樋口","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,R,R,R,R,R","Keito, Arai",,,,,,,,,,,,,,,,
114,15.0,111.0,2025/4/5,5496.958424,4471.958425,1743820551,1.0,3.0,pos1_2,Left,かずさマジック,5,荒井慶,Right,TOK,5,Top,0,0,2,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,127.0,0.33,0.176,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2509400114,ボール,,5494.0,,2135.0,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,荒井慶,秋元,杉浦,渡辺,樋口","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,R,R,R,R,R","Keito, Arai",,,,,,,,,,,,,,,,
115,16.0,112.0,2025/4/5,5517.36432,4492.364321,1743820572,1.0,4.0,pos1_2,Left,かずさマジック,5,荒井慶,Right,TOK,5,Top,0,1,2,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,137.0,0.73,0.236,47.56494247,82.87498365,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2509400115,ファール,,5515.0,,2156.0,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,荒井慶,秋元,杉浦,渡辺,樋口","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,R,R,R,R,R","Keito, Arai",,,,,,,,,,,,,,,,
116,17.0,113.0,2025/4/5,5536.596639,4511.59664,1743820591,1.0,5.0,pos1_2,Left,かずさマジック,5,荒井慶,Right,TOK,5,Top,0,1,2,Splitter,InPlay,Undefined,GroundBall,Out,1,0,,127.0,0.63,-0.108,34.6278008,23.07041225,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,,,,,Undefined,,,,"4,3","4,3A",2509400116,二ゴ,,5534.0,,2175.0,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,荒井慶,秋元,杉浦,渡辺,樋口","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,R,R,R,R,R","Keito, Arai",,,,,,,,,,,,,,,,
117,18.0,114.0,2025/4/5,5565.705668,4540.705669,1743820620,2.0,1.0,pos1_2,Left,かずさマジック,6,秋元,Right,TOK,5,Top,1,0,0,Splitter,InPlay,Undefined,FlyBall,Single,0,0,,117.0,0.53,-0.152,74.58928244,38.09359292,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,,,,,Undefined,,,,9,9,2509400117,右安,,5563.0,,2186.0,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,荒井慶,秋元,杉浦,渡辺,樋口","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,R,R,R,R,R","Ryo, Akimoto",,,,,,,,,,,,,,,,
118,19.0,115.0,2025/4/5,5607.681003,4582.681003,1743820662,3.0,1.0,pos1_2,Left,かずさマジック,7,杉浦,Right,TOK,5,Top,1,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,132.0,1.014,0.38,,,かずさマジック,#9b00bb,かずさマジック,TOK,#217fc4,東大,君津球場,A,春季オープン戦,Normal,1,秋元,,,Nothing,,,,,,2509400118,ボール,,5605.0,,2204.0,,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9,"batter1,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","酒井,中山,竹山,門田,荒井慶,秋元,杉浦,渡辺,樋口","pos1_2,batter2,batter3,batter4,batter5,batter6,batter7,batter8,batter9","渡辺,杉浦,中山,門田,秋元,樋口,荒井慶,酒井,竹山","R,R,L,R,L,R,L,L,L,R","L,L,L,R,R,R,R,R,R,R","Kaito, Sugiura","Ryo, Akimoto",,,,,,,,,,,,,,,
