PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,season
1,10/05/2019,11:00:12 AM,1,1,"Masato, Morishita",1000073590,Right,MEI_MEI,"Koki, Ugusa",1000073735,Left,HOS_HOS,Windup,1,Top,0,0,0,Cutter,Other,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,131.9892461,-0.382285138,-0.82006696,2468.482433,57.15409332,8:00,1.807814357,0.38444593,1.868573332,-110.5481123,-8.275900262,-12.67016822,0.59463506,0.026724574,123.8792679,-8.469523476,-1.754057362,0.456702601,,,,,,,,,,,,6.394533861,-4.264148742,-0.364582685,15.24,1.791898836,0.565970371,-36.4486097,-0.629308022,1.132189633,5.779299639,-10.56164248,MEI_MEI,HOS_HOS,TokyoBig6Jingu,Team Exclusive,Team,20191005-TokyoBig6Jingu-1,de0eb8bd-e713-11e9-a924-04ea56cad207,132.8216653,,,8.109978206,-0.523608083,0.447774989,0.003052259,,,,c935e662-e70f-11e9-a924-04ea56cad207,19A
2,10/05/2019,11:00:24 AM,1,2,"Masato, Morishita",1000073590,Right,MEI_MEI,"Koki, Ugusa",1000073735,Left,HOS_HOS,Windup,1,Top,0,0,1,Fastball,Fastball,InPlay,Undefined,GroundBall,Out,1,0,,146.542932,-3.0184941,-0.85024652,2420.446287,196.4162959,12:30,1.847075065,0.307330077,1.91919686,-32.83927954,50.30079697,14.84290755,0.670193996,0.216987708,135.6092606,-5.442201653,0.251206278,0.4117749,119.3428353,-37.12313638,53.13709425,,,,,1.209098927,1.127798637,24.53560315,0.034111938,-8.624489082,29.31373341,-0.289196933,15.24,1.777596157,0.544289579,-40.40392866,-2.253213525,-1.86416708,7.640918567,-3.470541703,MEI_MEI,HOS_HOS,TokyoBig6Jingu,Team Exclusive,Team,20191005-TokyoBig6Jingu-1,e5297146-e713-11e9-a924-04ea56cad207,147.3134959,0.682415416,0.030603968,10.93367142,0.571089294,0.683435415,-0.216390088,0.560338032,0.682415416,-0.216435285,c935e662-e70f-11e9-a924-04ea56cad207,19A
3,10/05/2019,11:00:54 AM,2,1,"Masato, Morishita",1000073590,Right,MEI_MEI,"Jin, Nakamura",1000073711,Left,HOS_HOS,Windup,1,Top,1,0,0,ChangeUp,ChangeUp,StrikeCalled,Undefined,Undefined,Undefined,0,0,,130.87603,-0.700864245,-2.127746498,1969.297465,223.5981014,1:30,1.738722968,0.356894614,1.984937969,-67.29300943,35.1797018,33.59069868,0.869645481,0.097486319,122.1876343,-5.677014311,0.364326921,0.457150052,,,,,,,,,,,,-19.63104283,19.70536279,-0.313559729,15.24,1.720228348,1.234898274,-36.13941081,-0.658354089,-3.422104351,5.584185337,-6.371590114,MEI_MEI,HOS_HOS,TokyoBig6Jingu,Team Exclusive,Team,20191005-TokyoBig6Jingu-1,f2054247-e713-11e9-a924-04ea56cad207,132.6916616,,,8.688395735,-0.718206511,0.751284954,-0.106814739,,,,c935e662-e70f-11e9-a924-04ea56cad207,19A
4,10/05/2019,11:01:05 AM,2,2,"Masato, Morishita",1000073590,Right,MEI_MEI,"Jin, Nakamura",1000073711,Left,HOS_HOS,Windup,1,Top,1,0,1,Curveball,Curveball,FoulBall,Undefined,Undefined,Undefined,0,0,,110.9691038,2.362717553,-0.863630193,2615.775475,2.255244675,6:00,1.733935169,0.342923578,1.877715041,-199.6606644,-51.17998368,-2.010061241,0.402956169,0.079667161,102.5898376,-12.37696657,-1.013990909,0.550287484,103.6438267,80.74198691,-31.8935965,6133.447488,,,,,,,,0.426037836,-29.77461473,-0.322868193,15.24,1.776250418,0.466436485,-30.5628578,0.692832988,0.051548354,5.387265961,-13.40922297,MEI_MEI,HOS_HOS,TokyoBig6Jingu,Team Exclusive,Team,20191005-TokyoBig6Jingu-1,f9ac9dd2-e713-11e9-a924-04ea56cad207,110.2332904,,,8.379266107,0.678578659,0.456545797,-0.084029212,0.692587932,0.459553711,-0.084276494,c935e662-e70f-11e9-a924-04ea56cad207,19A
5,10/05/2019,11:01:38 AM,2,3,"Masato, Morishita",1000073590,Right,MEI_MEI,"Jin, Nakamura",1000073711,Left,HOS_HOS,Windup,1,Top,1,0,2,Curveball,Curveball,FoulBall,Undefined,Undefined,Undefined,0,0,,116.7615654,1.257376332,-1.246414228,2751.112476,349.3973689,5:45,1.745251401,0.338895046,1.761228542,-179.6060397,-43.11973264,8.047666148,0.305877535,0.065879498,107.3426743,-11.93852407,-0.647374788,0.527593215,,,,,,,,,,,,-5.341920452,-24.25314316,-0.308166021,15.24,1.764020491,0.673599262,-32.14393397,0.130533552,-0.712162802,6.155660862,-13.03997902,MEI_MEI,HOS_HOS,TokyoBig6Jingu,Team Exclusive,Team,20191005-TokyoBig6Jingu-1,0cdd514e-e714-11e9-a924-04ea56cad207,114.9749434,,,9.418891106,1.003517856,0.424023487,-0.072462425,,,,c935e662-e70f-11e9-a924-04ea56cad207,19A
6,10/05/2019,11:02:00 AM,2,4,"Masato, Morishita",1000073590,Right,MEI_MEI,"Jin, Nakamura",1000073711,Left,HOS_HOS,Windup,1,Top,1,0,2,ChangeUp,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,,126.1260235,-0.862249007,-0.973717149,1931.369406,222.5486894,1:30,1.657067216,0.428804656,1.930452854,-77.73527255,35.24832794,32.45179732,0.637706387,0.48006246,115.8737503,-6.636567278,1.449727687,0.480023352,,,,,,,,,,,,-18.46800913,19.92210016,-0.409090198,15.24,1.633496562,0.488931183,-34.79380289,-0.769095137,-2.925235603,6.384564757,-6.651094019,MEI_MEI,HOS_HOS,TokyoBig6Jingu,Team Exclusive,Team,20191005-TokyoBig6Jingu-1,1e681a79-e714-11e9-a924-04ea56cad207,126.3688522,,,10.2522732,-0.70588477,0.500575479,-0.510824516,,,,c935e662-e70f-11e9-a924-04ea56cad207,19A
7,10/05/2019,11:02:15 AM,2,5,"Masato, Morishita",1000073590,Right,MEI_MEI,"Jin, Nakamura",1000073711,Left,HOS_HOS,Windup,1,Top,1,1,2,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,149.8456963,-3.935741505,-1.090095534,2277.133511,201.7258706,12:45,1.841559648,0.277312975,1.870174199,-20.9358757,60.85657398,24.28025157,0.521707647,0.2130409,135.6606628,-5.491417296,0.72598448,0.408424013,,,,,,,,,,,,-14.0929994,36.26645396,-0.253514228,15.24,1.748756019,0.690404687,-41.20241072,-2.915939444,-3.097971684,9.819612649,-1.83443314,MEI_MEI,HOS_HOS,TokyoBig6Jingu,Team Exclusive,Team,20191005-TokyoBig6Jingu-1,27180b97-e714-11e9-a924-04ea56cad207,148.5221195,,,14.18503347,-0.786960085,0.403049783,-0.230200216,,,,c935e662-e70f-11e9-a924-04ea56cad207,19A
8,10/05/2019,11:02:38 AM,2,6,"Masato, Morishita",1000073590,Right,MEI_MEI,"Jin, Nakamura",1000073711,Left,HOS_HOS,Windup,1,Top,1,1,2,ChangeUp,ChangeUp,InPlay,Undefined,GroundBall,Out,1,0,,130.2459045,-1.915820615,-1.322856273,2167.918758,210.0324257,1:00,1.743075468,0.359789194,1.937334707,-56.54532332,49.41635972,28.62544463,0.639912041,0.274931121,119.4637115,-6.117915667,0.815636998,0.464867392,130.5269259,-12.8820196,17.70405418,,,,,2.843055948,2.696778326,10.44018483,0.074763794,-16.62792636,28.44711637,-0.332258783,15.24,1.697616017,0.736440861,-35.91153082,-1.384945084,-2.806107405,6.792330352,-5.005951334,MEI_MEI,HOS_HOS,TokyoBig6Jingu,Team Exclusive,Team,20191005-TokyoBig6Jingu-1,30a80d53-e714-11e9-a924-04ea56cad207,130.4888255,0.626075423,0.070578191,10.78219297,0.394131092,0.635870335,-0.275469287,0.30312975,0.626075423,-0.276785031,c935e662-e70f-11e9-a924-04ea56cad207,19A
9,10/05/2019,11:03:12 AM,3,1,"Masato, Morishita",1000073590,Right,MEI_MEI,"Koki, Fukuda",1000073709,Left,HOS_HOS,Windup,1,Top,2,0,0,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,150.5656499,-2.634271871,-1.918814672,2472.915721,206.0126474,12:45,1.834375946,0.288873167,1.888509336,-31.45318234,47.92613579,23.42465741,0.777776373,-0.016923638,138.6539291,-4.959747879,-0.180853549,0.402354017,,,,,,,,,,,,-13.99071052,27.79016742,-0.246372903,15.24,1.772074245,1.298859335,-41.49104862,-2.032469915,-3.175822781,8.414458371,-3.498418072,MEI_MEI,HOS_HOS,TokyoBig6Jingu,Team Exclusive,Team,20191005-TokyoBig6Jingu-1,49761239-e714-11e9-a924-04ea56cad207,150.7627546,,,11.91172076,-0.760736733,0.672230241,0.019156438,,,,c935e662-e70f-11e9-a924-04ea56cad207,19A
10,10/05/2019,11:03:24 AM,3,2,"Masato, Morishita",1000073590,Right,MEI_MEI,"Koki, Fukuda",1000073709,Left,HOS_HOS,Windup,1,Top,2,0,1,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,150.8191975,-4.166078999,-0.769698907,2434.923487,197.1925768,12:30,1.843892781,0.272893857,1.878391994,-29.85137711,49.01797491,15.1895832,0.370376717,0.208092787,140.0246521,-6.353947409,0.352971531,0.401059489,,,,,,,,,,,,-8.698929589,29.07456154,-0.256089529,15.24,1.745752237,0.498054259,-41.53265429,-3.143277926,-1.993315606,7.78856276,-3.144361651,MEI_MEI,HOS_HOS,TokyoBig6Jingu,Team Exclusive,Team,20191005-TokyoBig6Jingu-1,50422185-e714-11e9-a924-04ea56cad207,151.2493823,,,10.79454539,-0.450897641,0.271032071,-0.214065378,,,,c935e662-e70f-11e9-a924-04ea56cad207,19A
