PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,Steal,Runner,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,season
63,10/15/2019,11:32:43 AM,3,5,"Syu, Tezuka",1000074135,Right,RIK,"Toshiki, OKa",1000073905,Left,TOK,Stretch,2,Top,1,2,2,Cutter,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,1,,,129.8551931,0.918129153,-1.420819929,2052.475332,139.3483917,10:45,1.686819734,0.381024698,1.954591092,-95.27499461,11.47206144,-9.936865226,0.991419499,-0.116521954,118.7051056,-6.195897335,-2.165081319,0.466586977,,,,,,,,,,,,4.417250056,5.633169681,-0.349587237,15.24,1.701526998,0.91984264,-35.81022228,0.27070457,0.737588732,7.067361738,-8.866028023,RIK,TOK,TokyoBig6Jingu,Team Exclusive,Team,20191015-TokyoBig6Jingu-1,0d46ac2a-eef4-11e9-a92f-04ea56cad207,130.0079148,,,11.15008749,-0.382989361,0.899904662,0.147638209,,,,c2a38b9b-eeed-11e9-a92f-04ea56cad207,19A
64,10/15/2019,11:33:34 AM,4,1,"Syu, Tezuka",1000074135,Right,RIK,"Shuhei, Oto",1000073866,Right,TOK,Stretch,2,Top,2,0,0,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,141.8351131,-2.939912487,-1.889380925,2159.649869,208.7498361,1:00,1.695378536,0.371914784,2.17093426,-38.53389434,48.65186403,26.73611778,0.496256524,0.116839253,129.52061,-5.849508028,0.139978857,0.421674593,,,,,,,,,,,,-16.48152467,29.62783001,-0.339004495,15.24,1.641010261,1.211092252,-39.10542355,-2.123133772,-3.283814185,8.382986373,-3.903537854,RIK,TOK,TokyoBig6Jingu,Team Exclusive,Team,20191015-TokyoBig6Jingu-1,2f966a71-eef4-11e9-a92f-04ea56cad207,143.8550032,,,12.31450305,-0.195416612,0.431264076,-0.118881094,,,,c2a38b9b-eeed-11e9-a92f-04ea56cad207,19A
65,10/15/2019,11:33:55 AM,4,2,"Syu, Tezuka",1000074135,Right,RIK,"Shuhei, Oto",1000073866,Right,TOK,Stretch,2,Top,2,0,1,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,141.850689,-3.052558777,-2.515644966,2183.178747,204.5550651,12:45,1.707481779,0.308975619,2.200294165,-35.53581302,51.45654118,23.54721684,0.508313404,-0.150063616,129.3624893,-5.742820911,-0.725334777,0.421206633,,,,,,,,,,,,-15.20896845,31.42514323,-0.26591852,15.24,1.652817535,1.649871741,-39.09370983,-2.188943083,-3.025634994,8.447951596,-3.555008847,RIK,TOK,TokyoBig6Jingu,Team Exclusive,Team,20191015-TokyoBig6Jingu-1,3a0419f5-eef4-11e9-a92f-04ea56cad207,144.014826,,,12.48819969,-0.403465926,0.423096693,0.159837195,,,,c2a38b9b-eeed-11e9-a92f-04ea56cad207,19A
66,10/15/2019,11:34:18 AM,4,3,"Syu, Tezuka",1000074135,Right,RIK,"Shuhei, Oto",1000073866,Right,TOK,Stretch,2,Top,2,0,2,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,,,146.1921507,-3.138804969,-2.039274141,2233.311691,204.1926415,12:45,1.745052285,0.235746814,2.088774991,-25.39083348,58.00293664,26.0938262,0.617613378,-0.070158111,132.5664871,-5.054183766,-0.063485357,0.412402666,127.0208803,33.16236808,39.01103031,4989.958786,23.46646811,17.35044112,23.94682979,72.10864981,58.38298784,55.46989147,4.000296021,-16.18248227,34.89511378,-0.197341473,15.24,1.682949047,1.349347725,-40.26608749,-2.29162105,-3.400168654,9.31493836,-2.474692513,RIK,TOK,TokyoBig6Jingu,Team Exclusive,Team,20191015-TokyoBig6Jingu-1,4bee3db8-eef4-11e9-a92f-04ea56cad207,147.0892528,18.40926159,2.966402619,13.6256636,-0.015031281,0.577849355,0.070400919,-0.031366627,0.576386321,0.070400205,c2a38b9b-eeed-11e9-a92f-04ea56cad207,19A
67,10/15/2019,11:34:54 AM,4,4,"Syu, Tezuka",1000074135,Right,RIK,"Shuhei, Oto",1000073866,Right,TOK,Stretch,2,Top,2,0,2,ChangeUp,ChangeUp,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,,,119.509272,-2.094194929,-3.215713491,1520.905821,197.28612,12:30,1.710087726,0.24780657,2.239691316,-68.31178635,53.79277244,16.77601587,0.449456487,-0.47036612,109.2092789,-7.270820756,-1.93744604,0.499023042,,,,,,,,,,,,-11.98971905,32.22794545,-0.194423847,15.24,1.672599932,1.811812282,-32.94506644,-1.366083988,-1.690489378,6.10759879,-5.262673681,RIK,TOK,TokyoBig6Jingu,Team Exclusive,Team,20191015-TokyoBig6Jingu-1,5dd13a9a-eef4-11e9-a92f-04ea56cad207,121.5575131,,,10.29999317,-0.195134788,0.368104595,0.491250103,,,,c2a38b9b-eeed-11e9-a92f-04ea56cad207,19A
68,10/15/2019,11:37:21 AM,1,1,"Hiromasa, Kobayashi",1000073915,Left,TOK,"Kai, Tominaga",1000074173,Left,RIK,Windup,2,Bottom,0,0,0,Sinker,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,,,,126.203968,1.199751478,0.885196994,1056.713967,112.2177416,9:45,1.403416196,-0.391587372,1.638805858,-108.060963,9.09831082,-22.54470131,0.665665712,-0.364114127,115.7534912,-6.702071559,-0.769845047,0.488813279,,,,,,,,,,,,12.55908078,3.97328212,0.369353872,15.24,1.427066648,-0.452661202,-34.75987147,0.323469634,1.985490949,6.369810169,-9.178505646,RIK,TOK,TokyoBig6Jingu,Team Exclusive,Team,20191015-TokyoBig6Jingu-1,b6dc0e47-eef4-11e9-a92f-04ea56cad207,124.096465,,,10.45047684,-0.475222879,0.555044316,0.377142244,,,,c2a38b9b-eeed-11e9-a92f-04ea56cad207,19A
69,10/15/2019,11:37:39 AM,1,2,"Hiromasa, Kobayashi",1000073915,Left,TOK,"Kai, Tominaga",1000074173,Left,RIK,Windup,2,Bottom,0,1,0,Sinker,Splitter,InPlay,Undefined,GroundBall,Single,0,0,,,,125.8028274,1.781017047,1.84538795,998.0029672,65.16399752,8:15,1.38064259,-0.348140613,1.65916598,-125.3903255,-8.092514343,-17.24665502,0.635369259,0.006145222,115.9590729,-7.373065564,0.581025931,0.489102197,111.2510961,-42.87761722,50.09521846,,,,,1.287710974,1.138536544,25.07238068,0.031760864,10.38269386,-5.487046925,0.299912427,15.24,1.418288401,-1.052234463,-34.64142709,0.613244235,1.637373825,6.066939276,-10.67196946,RIK,TOK,TokyoBig6Jingu,Team Exclusive,Team,20191015-TokyoBig6Jingu-1,bd086a18-eef4-11e9-a92f-04ea56cad207,124.0231598,0.670395216,0.024355158,9.843754571,0.737863519,0.674450746,-0.002969177,0.705717139,0.670395216,-0.003309538,c2a38b9b-eeed-11e9-a92f-04ea56cad207,19A
70,10/15/2019,11:38:39 AM,2,1,"Hiromasa, Kobayashi",1000073915,Left,TOK,"Shintarou, Miya",1000074185,Right,RIK,Stretch,2,Bottom,0,0,0,Sinker,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,1,,,125.4856512,-1.111108217,3.680899202,1009.150889,124.90983,10:15,1.473850887,-0.40121572,1.657550838,-103.1156391,15.37417922,-22.18995313,0.124919903,0.428758232,115.6563995,-8.61464477,2.055591514,0.4915811,,,,,,,,,,,,14.31451473,8.923221652,0.303808869,15.24,1.435414346,-2.13793808,-34.50379775,-1.050572491,2.233679236,6.173530948,-8.414244089,RIK,TOK,TokyoBig6Jingu,Team Exclusive,Team,20191015-TokyoBig6Jingu-1,e409856c-eef4-11e9-a92f-04ea56cad207,123.3977466,,,9.829251646,-0.106093925,0.042031213,-0.447774631,,,,c2a38b9b-eeed-11e9-a92f-04ea56cad207,19A
71,10/15/2019,11:39:28 AM,2,2,"Hiromasa, Kobayashi",1000073915,Left,TOK,"Shintarou, Miya",1000074185,Right,RIK,Stretch,2,Bottom,0,1,0,Sinker,Splitter,StrikeCalled,Undefined,Undefined,Undefined,0,0,1,,,124.0462874,0.826882203,1.215134592,983.0122818,96.86929128,9:15,1.398340895,-0.377178989,1.601283885,-119.890925,1.622548938,-14.41691544,0.436282485,-0.173337154,114.3749886,-7.892117969,0.160773314,0.497813739,,,,,,,,,,,,8.421693777,0.291361282,0.344532172,15.24,1.410914003,-0.670514497,-34.16736883,0.042356701,1.290317583,5.978502212,-9.762009504,RIK,TOK,TokyoBig6Jingu,Team Exclusive,Team,20191015-TokyoBig6Jingu-1,fee1981a-eef4-11e9-a92f-04ea56cad207,121.852804,,,9.671298883,-0.25458432,0.338605069,0.171715322,,,,c2a38b9b-eeed-11e9-a92f-04ea56cad207,19A
72,10/15/2019,11:40:11 AM,2,3,"Hiromasa, Kobayashi",1000073915,Left,TOK,"Shintarou, Miya",1000074185,Right,RIK,Stretch,2,Bottom,0,1,1,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,1,,,133.2114086,0.155371749,1.925241048,2072.694968,145.9859096,10:45,1.388042753,-0.344358842,1.779578204,-74.66705262,28.92018141,-19.58298703,0.685405043,0.005326334,121.6184052,-5.363378544,0.474353547,0.459629377,,,,,,,,,,,,11.94135983,15.46501818,0.297991092,15.24,1.386643181,-1.162217421,-36.701288,-0.172946708,2.098805061,7.284810491,-7.088529209,RIK,TOK,TokyoBig6Jingu,Team Exclusive,Team,20191015-TokyoBig6Jingu-1,19b9a8a6-eef5-11e9-a92f-04ea56cad207,131.9758986,,,11.59300347,-0.382328135,0.606680626,-0.011466339,,,,c2a38b9b-eeed-11e9-a92f-04ea56cad207,19A
73,10/15/2019,11:40:36 AM,2,4,"Hiromasa, Kobayashi",1000073915,Left,TOK,"Shintarou, Miya",1000074185,Right,RIK,Stretch,2,Bottom,0,1,2,Sinker,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,1,,,125.207476,1.611071288,0.339340707,934.8015424,95.42361919,9:15,1.430763657,-0.442376063,1.682304487,-116.2638855,1.781333374,-19.93098059,0.727312621,-0.544992979,115.2690216,-6.897340659,-1.125149435,0.490657974,,,,,,,,,,,,10.82842075,-0.147722424,0.434977296,15.24,1.464175847,-0.131766688,-34.49896965,0.54706748,1.691795251,6.081992037,-9.829729644,RIK,TOK,TokyoBig6Jingu,Team Exclusive,Team,20191015-TokyoBig6Jingu-1,2b14c933-eef5-11e9-a92f-04ea56cad207,123.6299077,,,9.938454425,-0.316317299,0.633857753,0.560190155,,,,c2a38b9b-eeed-11e9-a92f-04ea56cad207,19A
74,10/15/2019,11:41:14 AM,2,5,"Hiromasa, Kobayashi",1000073915,Left,TOK,"Shintarou, Miya",1000074185,Right,RIK,Stretch,2,Bottom,0,2,2,Fastball,Fastball,StrikeCalled,Strikeout,Undefined,Undefined,0,0,1,Steal,"Kai, Tominaga",134.3209256,0.308393651,0.754450093,2069.453936,154.8539887,11:15,1.391492924,-0.369827526,1.725591584,-62.67657901,39.74661335,-18.70281613,0.852376291,-0.342440233,122.5554977,-4.312624368,-0.626924144,0.457039582,,,,,,,,,,,,10.54996547,21.04824029,0.351821734,15.24,1.394706423,-0.416390667,-37.01567353,-0.038834406,1.88761786,7.35783445,-6.040662861,RIK,TOK,TokyoBig6Jingu,Team Exclusive,Team,20191015-TokyoBig6Jingu-1,3d846aa5-eef5-11e9-a92f-04ea56cad207,132.7237341,,,11.76542782,-0.322672616,0.793839568,0.351184419,,,,c2a38b9b-eeed-11e9-a92f-04ea56cad207,19A
75,10/15/2019,11:41:53 AM,3,1,"Hiromasa, Kobayashi",1000073915,Left,TOK,"Jinto, Miyazaki",1000074131,Right,RIK,Stretch,2,Bottom,1,0,0,Sinker,Splitter,StrikeCalled,Undefined,Undefined,Undefined,0,0,2,,,124.898632,1.825771658,0.665826846,1009.909155,147.65779,11:00,1.410638938,-0.377741365,1.669158791,-101.7016066,17.76599088,-11.32064628,0.914488717,-0.301065777,114.0564125,-5.643652736,-0.167706842,0.493605199,,,,,,,,,,,,6.498307569,8.129621776,0.360864275,15.24,1.451236599,-0.358485001,-34.39162495,0.726286988,1.003326558,6.372461026,-8.551451574,RIK,TOK,TokyoBig6Jingu,Team Exclusive,Team,20191015-TokyoBig6Jingu-1,585c7c04-eef5-11e9-a92f-04ea56cad207,122.8917365,,,10.84221951,-0.617468283,0.805680658,0.304706817,,,,c2a38b9b-eeed-11e9-a92f-04ea56cad207,19A
76,10/15/2019,11:42:17 AM,3,2,"Hiromasa, Kobayashi",1000073915,Left,TOK,"Jinto, Miyazaki",1000074131,Right,RIK,Stretch,2,Bottom,1,0,1,Sinker,Splitter,InPlay,Undefined,FlyBall,Out,1,0,2,,,127.1704368,0.818800699,2.316493532,1037.296726,103.7685015,9:30,1.420792665,-0.379995146,1.701735885,-110.0150123,3.884904612,-16.29115392,0.553880436,0.116728948,117.4992737,-7.220337652,1.121158963,0.481965957,153.1869075,39.24744817,-22.72834739,3749.307284,30.45244951,26.80679186,-14.02762151,99.55494586,36.19491053,-27.41756886,5.863097534,10.18979038,1.532869151,0.320661152,15.24,1.433624665,-1.357473378,-35.0346019,0.09753053,1.647645852,6.05640202,-9.558791565,RIK,TOK,TokyoBig6Jingu,Team Exclusive,Team,20191015-TokyoBig6Jingu-1,6837d7fe-eef5-11e9-a92f-04ea56cad207,125.8595117,36.02316841,1.46224883,9.671163101,0.592837209,0.574158513,-0.113558483,0.564039922,0.570551039,-0.114128211,c2a38b9b-eeed-11e9-a92f-04ea56cad207,19A
77,10/15/2019,11:43:29 AM,4,1,"Hiromasa, Kobayashi",1000073915,Left,TOK,"Hidetake, Ohta",1000074058,Right,RIK,Stretch,2,Bottom,2,0,0,Sinker,Splitter,StrikeCalled,Undefined,Undefined,Undefined,0,0,2,,,126.7713203,1.097890975,0.802693185,1079.190481,117.9899456,10:00,1.409129328,-0.37634063,1.656976955,-107.422924,7.573738216,-14.45359719,0.648287633,-0.291787343,117.1738037,-6.734469335,-0.255322783,0.484280829,,,,,,,,,,,,8.170980766,3.302460839,0.355915232,15.24,1.429837495,-0.435341065,-34.94262428,0.266700876,1.315917201,5.948927826,-9.274796462,RIK,TOK,TokyoBig6Jingu,Team Exclusive,Team,20191015-TokyoBig6Jingu-1,8e0c9d3a-eef5-11e9-a92f-04ea56cad207,125.2579006,,,9.597516623,-0.409880683,0.54549966,0.295995395,,,,c2a38b9b-eeed-11e9-a92f-04ea56cad207,19A
78,10/15/2019,11:43:53 AM,4,2,"Hiromasa, Kobayashi",1000073915,Left,TOK,"Hidetake, Ohta",1000074058,Right,RIK,Stretch,2,Bottom,2,0,1,Sinker,Splitter,StrikeSwinging,Undefined,Undefined,Undefined,0,0,2,,,126.7351934,0.92696951,1.534252421,1008.418482,106.0352464,9:30,1.412537065,-0.367626513,1.705851395,-111.3838256,3.468963316,-12.44540935,0.562566206,-0.0554368,116.7867142,-7.228600589,0.61893076,0.483977791,,,,,,,,,,,,7.67404852,1.221767486,0.328573123,15.24,1.428081938,-0.890070981,-34.92226838,0.159888549,1.229000009,6.210937453,-9.610983756,RIK,TOK,TokyoBig6Jingu,Team Exclusive,Team,20191015-TokyoBig6Jingu-1,9ff1fd1b-eef5-11e9-a92f-04ea56cad207,125.3363298,,,9.948479266,-0.344650172,0.461037243,0.047388744,,,,c2a38b9b-eeed-11e9-a92f-04ea56cad207,19A
79,10/15/2019,11:44:23 AM,4,3,"Hiromasa, Kobayashi",1000073915,Left,TOK,"Hidetake, Ohta",1000074058,Right,RIK,Stretch,2,Bottom,2,0,2,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,2,,,134.5456728,1.166480394,-0.283570163,2085.965003,156.587028,11:15,1.41175196,-0.3895792,1.752093272,-62.99628555,38.4100263,-16.67311321,1.112795056,-0.636766086,123.1255508,-3.479286677,-1.514308693,0.454765127,,,,,,,,,,,,8.74607453,19.79451708,0.397964634,15.24,1.43662585,0.246272585,-37.0885838,0.518255114,1.577147832,7.122393475,-6.237176679,RIK,TOK,TokyoBig6Jingu,Team Exclusive,Team,20191015-TokyoBig6Jingu-1,b1d75d0e-eef5-11e9-a92f-04ea56cad207,133.3875366,,,11.42012193,-0.417191345,1.059083617,0.659759045,,,,c2a38b9b-eeed-11e9-a92f-04ea56cad207,19A
80,10/15/2019,11:44:50 AM,4,4,"Hiromasa, Kobayashi",1000073915,Left,TOK,"Hidetake, Ohta",1000074058,Right,RIK,Stretch,2,Bottom,2,1,2,Sinker,Splitter,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,2,,,126.6294325,1.121469833,1.559989737,1135.242491,136.8217547,10:30,1.41549898,-0.347901532,1.700304723,-103.0335378,11.57266883,-10.96030565,0.704522087,-0.013381368,117.0517868,-6.409426933,0.756246538,0.483457975,,,,,,,,,,,,6.829391134,5.440950848,0.307919676,15.24,1.436787376,-0.910385491,-34.90298188,0.306061029,1.09821306,5.888263602,-8.931707687,RIK,TOK,TokyoBig6Jingu,Team Exclusive,Team,20191015-TokyoBig6Jingu-1,c2847add-eef5-11e9-a92f-04ea56cad207,125.4710918,,,9.577645677,-0.368019301,0.611713956,0.003138069,,,,c2a38b9b-eeed-11e9-a92f-04ea56cad207,19A
81,10/15/2019,11:46:56 AM,1,1,"Syu, Tezuka",1000074135,Right,RIK,"Chihaya, Niibori",1000073978,Right,TOK,Windup,3,Top,0,0,0,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,141.7534364,-1.006018241,-1.978278557,2174.075056,202.3841615,12:45,1.745917279,0.290209921,2.112504359,-36.18534273,51.09476557,21.07701805,1.1047674,-0.048075188,129.89935,-3.730959039,-0.389134824,0.421902694,,,,,,,,,,,,-13.1612336,29.29533251,-0.253557206,15.24,1.725248362,1.285857491,-39.12697267,-0.800168108,-2.641671952,7.917869597,-3.926604057,RIK,TOK,TokyoBig6Jingu,Team Exclusive,Team,20191015-TokyoBig6Jingu-1,0b524e57-eef6-11e9-a92f-04ea56cad207,143.7772285,,,11.85408641,-0.641350518,1.032799504,0.054206748,,,,c2a38b9b-eeed-11e9-a92f-04ea56cad207,19A
82,10/15/2019,11:47:10 AM,1,2,"Syu, Tezuka",1000074135,Right,RIK,"Chihaya, Niibori",1000073978,Right,TOK,Windup,3,Top,0,1,0,ChangeUp,Other,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,113.3833377,-1.258591658,-2.685322922,1296.100988,207.7523513,1:00,1.703039573,0.290564251,2.278603504,-89.82234925,43.51040582,22.96017487,0.458856065,-0.21758314,104.998082,-8.041600577,-0.939872334,0.521462505,,,,,,,,,,,,-14.90610773,25.68143718,-0.248078282,15.24,1.679927281,1.418830264,-31.30805688,-0.882568737,-1.920576441,4.943302303,-6.497726965,RIK,TOK,TokyoBig6Jingu,Team Exclusive,Team,20191015-TokyoBig6Jingu-1,144501c6-eef6-11e9-a92f-04ea56cad207,116.3266763,,,8.385255689,-0.197107908,0.368277945,0.227462656,,,,c2a38b9b-eeed-11e9-a92f-04ea56cad207,19A
83,10/15/2019,11:47:24 AM,1,3,"Syu, Tezuka",1000074135,Right,RIK,"Chihaya, Niibori",1000073978,Right,TOK,Windup,3,Top,0,1,1,Fastball,Fastball,InPlay,Undefined,LineDrive,Double,0,0,,,,142.3481811,-0.885633763,-2.112290478,2198.763661,214.6079195,1:15,1.678061473,0.356557782,2.12525973,-41.19601062,44.98716656,31.09966216,1.020409192,0.08174299,130.8529907,-3.985221316,0.231066843,0.419243087,154.0911412,13.83808249,-30.81806154,1823.793419,27.63783928,4.723100796,-18.98089211,60.9198085,60.9198085,-37.32162602,1.745852051,-18.83154178,25.79487063,-0.31823542,15.24,1.659693343,1.35292207,-39.29816136,-0.735753145,-3.824676793,7.75136104,-4.567724574,RIK,TOK,TokyoBig6Jingu,Team Exclusive,Team,20191015-TokyoBig6Jingu-1,1bbf17d3-eef6-11e9-a92f-04ea56cad207,144.6893267,4.780958381,1.747911441,11.49519041,0.356473224,1.015150286,-0.082055099,0.310299627,1.011915786,-0.082254651,c2a38b9b-eeed-11e9-a92f-04ea56cad207,19A
84,10/15/2019,11:48:26 AM,2,1,"Syu, Tezuka",1000074135,Right,RIK,"Hiromasa, Kobayashi",1000073915,Left,TOK,Stretch,3,Top,0,0,0,Fastball,Fastball,InPlay,Undefined,Bunt,Sacrifice,1,0,2,,,140.1729285,-2.576638169,-1.585473586,2130.468495,199.4880184,12:45,1.73444065,0.392259474,2.10916294,-38.27540118,51.82586195,18.37028368,0.63593899,0.135896964,127.6463013,-5.461575976,-0.194576201,0.428667048,,,,,,,,,,,,-11.49253645,30.99728001,-0.362858897,15.24,1.683685116,1.013447379,-38.64723707,-1.857060728,-2.231007913,8.366707603,-3.789251033,RIK,TOK,TokyoBig6Jingu,Team Exclusive,Team,20191015-TokyoBig6Jingu-1,41028163-eef6-11e9-a92f-04ea56cad207,141.5084279,,,12.52662727,0.742687671,0.665486184,-0.137038002,,,,c2a38b9b-eeed-11e9-a92f-04ea56cad207,19A
85,10/15/2019,11:49:09 AM,3,1,"Syu, Tezuka",1000074135,Right,RIK,"Shinpei, Tsujii",1000073888,Right,TOK,Stretch,3,Top,1,0,0,Cutter,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,3,,,133.0391587,-0.675791037,-1.512944443,2024.501565,178.6070095,12:00,1.764916557,0.36381922,2.015508807,-79.46884998,22.37440076,-0.546408186,0.78152366,-0.064042968,120.5300858,-6.654302149,-1.554243513,0.455743818,101.2761842,53.22620947,151.5360147,5267.090946,-31.36222448,16.04172443,11.85485803,48.64002354,21.66720862,161.041167,3.535968628,-0.932588639,12.98221016,-0.332508067,15.24,1.746978941,0.970454443,-36.67883413,-0.679023066,-0.161644117,8.112169848,-7.556464002,RIK,TOK,TokyoBig6Jingu,Team Exclusive,Team,20191015-TokyoBig6Jingu-1,5bda99ac-eef6-11e9-a92f-04ea56cad207,133.1010922,17.84830807,1.390513755,12.50907294,0.314234299,0.767749647,0.067233282,0.290142196,0.764913857,0.067887146,c2a38b9b-eeed-11e9-a92f-04ea56cad207,19A
86,10/15/2019,11:49:45 AM,3,2,"Syu, Tezuka",1000074135,Right,RIK,"Shinpei, Tsujii",1000073888,Right,TOK,Stretch,3,Top,1,0,1,Splitter,Splitter,FoulBall,Undefined,Undefined,Undefined,0,0,3,,,127.1728986,-0.143471708,-2.38117388,594.6128384,245.1248475,2:15,1.715805411,0.338331947,1.955605573,-104.0080928,9.035786334,19.71729585,0.635493185,-0.13201306,114.7676811,-7.953900297,-0.891892767,0.480151385,,,,,,,,,,,,-12.94660671,5.115247355,-0.287658693,15.24,1.707035327,1.395728582,-35.02055102,-0.407117748,-2.033162611,7.759632855,-9.003340693,RIK,TOK,TokyoBig6Jingu,Team Exclusive,Team,20191015-TokyoBig6Jingu-1,6dbfff84-eef6-11e9-a92f-04ea56cad207,126.3351557,,,12.40521744,0.675087366,0.66919054,0.128168951,,,,c2a38b9b-eeed-11e9-a92f-04ea56cad207,19A
87,10/15/2019,11:50:21 AM,3,3,"Syu, Tezuka",1000074135,Right,RIK,"Shinpei, Tsujii",1000073888,Right,TOK,Stretch,3,Top,1,0,2,Cutter,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,3,,,130.7920447,0.386288764,-2.827378006,2064.66946,155.1310033,11:15,1.728735647,0.374497849,1.953326419,-101.4505938,5.60917514,-2.646662881,0.822605187,-0.44487161,117.8552994,-7.235703998,-3.026987467,0.467269905,,,,,,,,,,,,-0.994733943,2.76248747,-0.312785609,15.24,1.731623321,1.786375997,-36.00155477,-0.077498499,-0.16496117,8.249005593,-9.34853437,RIK,TOK,TokyoBig6Jingu,Team Exclusive,Team,20191015-TokyoBig6Jingu-1,879b6a75-eef6-11e9-a92f-04ea56cad207,129.8179047,,,12.93674529,-0.408891757,0.71220324,0.489419217,,,,c2a38b9b-eeed-11e9-a92f-04ea56cad207,19A
88,10/15/2019,11:50:45 AM,3,4,"Syu, Tezuka",1000074135,Right,RIK,"Shinpei, Tsujii",1000073888,Right,TOK,Stretch,3,Top,1,1,2,Splitter,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,3,,,127.2838293,-2.705008851,-2.143902191,747.388368,239.5215064,2:00,1.712809228,0.300977702,1.99297239,-90.08125723,19.89242869,33.97533649,0.054806041,0.041192237,118.0035599,-9.363983133,0.397006291,0.473586213,,,,,,,,,,,,-20.18154883,12.79373675,-0.257575664,15.24,1.651016848,1.209265315,-35.07872813,-1.93405911,-3.262964105,6.23181184,-7.738151485,RIK,TOK,TokyoBig6Jingu,Team Exclusive,Team,20191015-TokyoBig6Jingu-1,96376134-eef6-11e9-a92f-04ea56cad207,128.086499,,,9.280269431,0.811093978,0.116752833,-0.038790898,,,,c2a38b9b-eeed-11e9-a92f-04ea56cad207,19A
89,10/15/2019,11:51:19 AM,3,5,"Syu, Tezuka",1000074135,Right,RIK,"Shinpei, Tsujii",1000073888,Right,TOK,Stretch,3,Top,1,2,2,Cutter,Other,FoulBall,Undefined,Undefined,Undefined,0,0,3,,,127.9477239,0.867362118,-1.071797746,2011.037504,200.0018533,12:45,1.759332649,0.340524258,1.97553613,-86.32488059,24.86384625,9.088664868,1.138852036,0.131463116,115.0608994,-5.645251806,-0.38427308,0.476195228,75.57227558,41.64328457,152.7273053,4988.355112,,,,33.35441452,22.00015209,156.7366362,2.465040894,-5.950235092,13.02143864,-0.318096516,15.24,1.773317603,0.631937326,-35.26013621,0.270533501,-0.947955002,7.822653746,-7.732154169,RIK,TOK,TokyoBig6Jingu,Team Exclusive,Team,20191015-TokyoBig6Jingu-1,abc58740-eef6-11e9-a92f-04ea56cad207,127.3847289,8.880365783,1.533520108,12.88682459,0.065781175,1.102106079,-0.129067717,0.071317313,1.102670309,-0.12910306,c2a38b9b-eeed-11e9-a92f-04ea56cad207,19A
90,10/15/2019,11:51:47 AM,3,6,"Syu, Tezuka",1000074135,Right,RIK,"Shinpei, Tsujii",1000073888,Right,TOK,Stretch,3,Top,1,2,2,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,3,,,145.131312,-1.915951584,-0.41128819,2174.119706,214.663278,1:15,1.699608,0.370124584,2.148777755,-42.02318867,41.06701657,28.45124842,0.748832035,0.540791132,132.9266602,-5.08308609,1.742570687,0.41165138,,,,,,,,,,,,-16.30204719,24.47435738,-0.36372792,15.24,1.662745088,0.199761403,-40.06639883,-1.4701028,-3.419470511,8.572370744,-4.672979218,RIK,TOK,TokyoBig6Jingu,Team Exclusive,Team,20191015-TokyoBig6Jingu-1,b557ec0c-eef6-11e9-a92f-04ea56cad207,147.3576986,,,12.20465181,-0.692876216,0.646183519,-0.576741832,,,,c2a38b9b-eeed-11e9-a92f-04ea56cad207,19A
