PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,Steal,Runner,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,season
1,10/14/2019,2:07:29 PM,1,1,"Hiromasa, Kobayashi",1000073915,Left,TOK,"Jinto, Miyazaki",1000074131,Right,RIK,Windup,1,Top,0,0,0,Sinker,Splitter,InPlay,Undefined,LineDrive,Out,1,0,,,,121.6189155,1.206312664,1.826739363,1074.40331,109.0144009,9:45,1.465989007,-0.323543058,1.655284535,-118.5492439,7.901741601,-23.27460672,0.625018239,-0.034739681,111.2688583,-7.479340861,0.113559882,0.507826978,160.36364,18.35905298,-28.04492779,1494.676597,28.66549963,8.842914757,-17.39010925,87.61216189,85.50404352,-35.98362811,2.893407593,13.69802317,3.311548517,0.276183265,15.24,1.488826888,-0.984747639,-33.4766765,0.282839023,2.000547628,6.130814213,-9.323010102,TOK,RIK,TokyoBig6Jingu,Team Exclusive,Team,20191014-TokyoBig6Jingu-2,83291a22-ee40-11e9-a92e-04ea56cad207,119.4501328,9.940996619,2.801009412,10.35005721,0.483049549,0.631732427,0.034844037,0.419654524,0.623422913,0.034715765,28da77d1-ee3e-11e9-a92e-04ea56cad207,19A
2,10/14/2019,2:08:00 PM,2,1,"Hiromasa, Kobayashi",1000073915,Left,TOK,"Shintarou, Miya",1000074185,Right,RIK,Windup,1,Top,1,0,0,Sinker,Splitter,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,123.3831435,1.971748954,1.536420093,1058.786491,104.5782693,9:30,1.459958489,-0.323738014,1.668777558,-119.7794893,2.567295314,-10.31365295,0.824883782,0.011380894,113.0557846,-6.806563709,0.777925978,0.499517767,,,,,,,,,,,,6.570385086,-0.034573424,0.283501662,15.24,1.50301458,-0.873903487,-33.96541216,0.738681228,0.991012419,6.126546006,-9.811864716,TOK,RIK,TokyoBig6Jingu,Team Exclusive,Team,20191014-TokyoBig6Jingu-2,9430d764-ee40-11e9-a92e-04ea56cad207,121.4371219,,,10.3273589,-0.344887693,0.728883505,-0.021643882,,,,28da77d1-ee3e-11e9-a92e-04ea56cad207,19A
3,10/14/2019,2:08:17 PM,2,2,"Hiromasa, Kobayashi",1000073915,Left,TOK,"Shintarou, Miya",1000074185,Right,RIK,Windup,1,Top,1,0,1,Sinker,Splitter,InPlay,Undefined,GroundBall,Out,1,0,,,,122.9651157,0.774949589,1.002899487,1080.85165,108.6439008,9:30,1.46900033,-0.321915938,1.656474938,-117.9157785,4.993069975,-15.1416042,0.511053467,-0.187084375,113.2744537,-7.833769058,-0.10878497,0.50066385,106.6351992,-34.8874454,-28.72549483,,,,,1.289441497,1.25238363,-8.057511071,0.031675415,8.721639886,2.113194461,0.29613992,15.24,1.480194379,-0.538248552,-33.87877702,0.031389345,1.312215588,5.946491946,-9.488709022,TOK,RIK,TokyoBig6Jingu,Team Exclusive,Team,20191014-TokyoBig6Jingu-2,9e013e08-ee40-11e9-a92e-04ea56cad207,121.1591369,0.534528134,0.030086853,9.690661979,0.57927655,0.531228587,0.186819166,0.603557022,0.534528134,0.186778337,28da77d1-ee3e-11e9-a92e-04ea56cad207,19A
4,10/14/2019,2:08:54 PM,3,1,"Hiromasa, Kobayashi",1000073915,Left,TOK,"Hidetake, Ohta",1000074058,Right,RIK,Windup,1,Top,2,0,0,Sinker,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,,,,122.8032115,0.630235135,1.725034673,1001.30277,85.53724273,8:45,1.469683359,-0.325814152,1.646533993,-126.2041133,-1.318046184,-15.38322376,0.387703798,0.013110975,111.9564926,-8.623549981,0.589472694,0.504674841,,,,,,,,,,,,9.526931681,-1.194566418,0.280295025,15.24,1.476400334,-0.962381203,-33.79080759,-0.081680751,1.407796626,6.635285764,-9.983171322,TOK,RIK,TokyoBig6Jingu,Team Exclusive,Team,20191014-TokyoBig6Jingu-2,b8079c9f-ee40-11e9-a92e-04ea56cad207,120.1962038,,,10.84671888,0.017567467,0.323879228,-0.017250921,,,,28da77d1-ee3e-11e9-a92e-04ea56cad207,19A
5,10/14/2019,2:09:07 PM,3,2,"Hiromasa, Kobayashi",1000073915,Left,TOK,"Hidetake, Ohta",1000074058,Right,RIK,Windup,1,Top,2,1,0,Sinker,Other,FoulBall,Undefined,Undefined,Undefined,0,0,,,,123.5149018,1.580849356,1.451483162,1047.494121,138.9196339,10:45,1.447341038,-0.343473314,1.665412565,-104.7987843,17.43859039,-15.30232268,0.850525815,-0.082394307,112.8829147,-6.109370584,0.325349959,0.499294368,102.945032,17.68910303,165.6091288,2351.098732,-32.7406463,0.441133025,7.223313885,34.60016494,18.00049985,167.6346406,1.461975708,9.176474662,8.128753669,0.305829609,15.24,1.481214817,-0.80648898,-34.00589473,0.560947565,1.385368305,6.224494644,-8.579455668,TOK,RIK,TokyoBig6Jingu,Team Exclusive,Team,20191014-TokyoBig6Jingu-2,c0989793-ee40-11e9-a92e-04ea56cad207,121.4914566,3.630508857,0.717969041,10.63198702,0.232292308,0.82898171,0.081289081,0.296749518,0.835983696,0.081640101,28da77d1-ee3e-11e9-a92e-04ea56cad207,19A
6,10/14/2019,2:09:29 PM,3,3,"Hiromasa, Kobayashi",1000073915,Left,TOK,"Hidetake, Ohta",1000074058,Right,RIK,Windup,1,Top,2,1,1,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,131.3150328,0.531350628,-0.372739709,2068.402242,151.9086024,11:00,1.462208662,-0.314252637,1.730275467,-72.20322527,34.77992379,-18.61772936,0.891142144,-0.606327828,120.0780396,-4.786793836,-1.746958217,0.467102669,,,,,,,,,,,,9.701159389,18.23980994,0.325210102,15.24,1.470424292,0.304487683,-36.19254079,0.067938059,1.661324666,6.959574386,-6.68308044,TOK,RIK,TokyoBig6Jingu,Team Exclusive,Team,20191014-TokyoBig6Jingu-2,cabec6c8-ee40-11e9-a92e-04ea56cad207,129.8643833,,,11.23699324,-0.489662685,0.811131634,0.635156948,,,,28da77d1-ee3e-11e9-a92e-04ea56cad207,19A
7,10/14/2019,2:09:42 PM,3,4,"Hiromasa, Kobayashi",1000073915,Left,TOK,"Hidetake, Ohta",1000074058,Right,RIK,Windup,1,Top,2,2,1,Sinker,Splitter,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,123.3490934,1.461831235,2.856652739,1117.777063,126.3075212,10:15,1.46045952,-0.320263756,1.658123616,-111.8044818,10.54246429,-14.50443419,0.760175617,0.350548489,113.3432487,-6.708517817,1.793788883,0.499518097,,,,,,,,,,,,9.645657195,4.590091262,0.244516815,15.24,1.490681666,-1.641085076,-33.94211041,0.46176832,1.45794135,5.918847935,-9.112857579,TOK,RIK,TokyoBig6Jingu,Team Exclusive,Team,20191014-TokyoBig6Jingu-2,d0fbd25d-ee40-11e9-a92e-04ea56cad207,121.4370418,,,10.00584468,-0.658369705,0.625875476,-0.383910807,,,,28da77d1-ee3e-11e9-a92e-04ea56cad207,19A
8,10/14/2019,2:10:00 PM,3,5,"Hiromasa, Kobayashi",1000073915,Left,TOK,"Hidetake, Ohta",1000074058,Right,RIK,Windup,1,Top,2,2,2,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,133.1159431,1.078549578,0.624554673,2094.679495,157.3354358,11:15,1.482585424,-0.296958695,1.75237219,-59.36152541,45.25087909,-18.9370508,1.195027526,-0.309125305,120.5224091,-3.32395847,-0.781176947,0.461898181,,,,,,,,,,,,10.66364106,23.50337074,0.282550711,15.24,1.505538717,-0.329893544,-36.66580646,0.47153061,1.858965361,7.683259001,-5.709367294,TOK,RIK,TokyoBig6Jingu,Team Exclusive,Team,20191014-TokyoBig6Jingu-2,dba9dd8c-ee40-11e9-a92e-04ea56cad207,131.3276442,,,12.593534,-0.533310284,1.136385398,0.323108898,,,,28da77d1-ee3e-11e9-a92e-04ea56cad207,19A
9,10/14/2019,2:10:15 PM,3,6,"Hiromasa, Kobayashi",1000073915,Left,TOK,"Hidetake, Ohta",1000074058,Right,RIK,Windup,1,Top,2,3,2,Sinker,Splitter,FoulBall,Undefined,Undefined,Undefined,0,0,,,,123.8683508,1.867104365,1.318550071,1097.040388,88.43482798,9:00,1.443043791,-0.359780435,1.638558161,-121.5552927,-0.571254982,-16.74350444,0.761259524,-0.150434473,114.3555702,-6.990773475,0.09369632,0.496728064,,,,,,,,,,,,9.710972247,-1.522353836,0.325251662,15.24,1.483718134,-0.723443556,-34.11881679,0.663335264,1.489304731,5.740079614,-10.04012289,TOK,RIK,TokyoBig6Jingu,Team Exclusive,Team,20191014-TokyoBig6Jingu-2,e89d8635-ee40-11e9-a92e-04ea56cad207,122.119132,,,9.51278053,0.252761439,0.739132188,0.150165575,,,,28da77d1-ee3e-11e9-a92e-04ea56cad207,19A
10,10/14/2019,2:10:37 PM,3,7,"Hiromasa, Kobayashi",1000073915,Left,TOK,"Hidetake, Ohta",1000074058,Right,RIK,Windup,1,Top,2,3,2,Sinker,Splitter,FoulBall,Undefined,Undefined,Undefined,0,0,,,,124.1775387,0.854698873,1.938012475,1117.967088,99.10890406,9:15,1.435068359,-0.340741038,1.678812148,-116.8698331,2.872452802,-18.61768367,0.510117578,0.02562841,114.8561829,-7.669569624,0.573293849,0.494172339,97.03671355,35.38201762,116.2868222,4568.614654,-18.17403411,7.781350457,28.17494381,45.45827933,22.13029409,124.7076242,2.577805786,11.15318235,0.966646738,0.290764506,15.24,1.448385287,-1.09019962,-34.21450085,0.086763729,1.720083688,5.772666672,-9.657570281,TOK,RIK,TokyoBig6Jingu,Team Exclusive,Team,20191014-TokyoBig6Jingu-2,f6c70cac-ee40-11e9-a92e-04ea56cad207,122.7506989,9.531740766,1.130540796,9.321355801,0.281626875,0.489775767,-0.027112305,0.255373208,0.486195336,-0.027367865,28da77d1-ee3e-11e9-a92e-04ea56cad207,19A
