PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,Steal,Runner,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,season
11,10/14/2019,2:11:02 PM,3,8,"Hiromasa, Kobayashi",1000073915,Left,TOK,"Hidetake, Ohta",1000074058,Right,RIK,Windup,1,Top,2,3,2,Sinker,Splitter,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,,,122.2149025,2.453023207,1.828624684,993.1483058,69.76225126,8:15,1.430409301,-0.327015772,1.667614284,-127.5258347,-3.429734675,-8.986349643,0.855528936,0.104815173,112.6545708,-6.861334084,1.170109558,0.503076148,,,,,,,,,,,,5.975992573,-3.442417369,0.278824284,15.24,1.485714435,-1.041917113,-33.64425177,0.984780921,0.890240062,5.641011896,-10.31946487,TOK,RIK,TokyoBig6Jingu,Team Exclusive,Team,20191014-TokyoBig6Jingu-2,006ee599-ee41-11e9-a92e-04ea56cad207,120.5781675,,,9.560331707,-0.494373342,0.739144934,-0.123385973,,,,28da77d1-ee3e-11e9-a92e-04ea56cad207,19A
12,10/14/2019,2:13:37 PM,1,1,"Seiya, Tanaka",1000074134,Left,RIK,"Shinpei, Tsujii",1000073888,Right,TOK,Windup,1,Bottom,0,0,0,ChangeUp,Splitter,FoulBall,Undefined,Undefined,Undefined,0,0,,,,117.1751744,1.334921477,1.932658659,1066.320841,126.1553714,10:15,1.503150361,-0.769222998,1.865641629,-112.5794959,19.86804371,-27.36108003,0.753738667,-0.498119483,107.3557617,-7.015219166,-0.104825745,0.51972859,,,,,,,,,,,,16.2820359,9.846376561,0.725914792,15.24,1.527195547,-1.00616846,-32.28969352,0.409649353,2.215679225,5.625182874,-8.466743116,TOK,RIK,TokyoBig6Jingu,Team Exclusive,Team,20191014-TokyoBig6Jingu-2,60fd5233-ee41-11e9-a92e-04ea56cad207,116.7147646,,,9.819412688,0.433425021,0.753938619,0.498116514,,,,28da77d1-ee3e-11e9-a92e-04ea56cad207,19A
13,10/14/2019,2:13:56 PM,1,2,"Seiya, Tanaka",1000074134,Left,RIK,"Shinpei, Tsujii",1000073888,Right,TOK,Windup,1,Bottom,0,0,1,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,,,134.9061263,-2.065092742,2.174084599,2293.039038,156.7932662,11:15,1.543871657,-0.59606577,1.866143693,-43.13220796,57.91786456,-24.87242057,0.530076613,-0.231987782,121.8141815,-5.283775217,0.311716949,0.453965631,102.7797719,-13.19015434,153.4358715,,,,,1.788172109,1.788172109,133.292133,0.084436035,15.32476127,33.26863565,0.546974909,15.24,1.493061791,-1.323148188,-37.12864948,-1.489541633,2.725697521,8.215675893,-3.889413437,TOK,RIK,TokyoBig6Jingu,Team Exclusive,Team,20191014-TokyoBig6Jingu-2,6756f7fd-ee41-11e9-a92e-04ea56cad207,133.6224502,0.566049106,0.086710181,13.09194479,0.712716408,0.555895327,0.233609114,0.824162493,0.566049106,0.234303718,28da77d1-ee3e-11e9-a92e-04ea56cad207,19A
14,10/14/2019,2:14:20 PM,1,3,"Seiya, Tanaka",1000074134,Left,RIK,"Shinpei, Tsujii",1000073888,Right,TOK,Windup,1,Bottom,0,0,2,ChangeUp,Splitter,FoulBall,Undefined,Undefined,Undefined,0,0,,,,120.5059456,0.152148433,2.635122788,1095.123322,131.068217,10:15,1.496684755,-0.70870589,1.917134887,-107.468218,17.87972201,-20.65412725,0.464777502,-0.174673067,109.8139938,-7.858567431,1.087438879,0.505607213,,,,,,,,,,,,13.38725387,9.687696543,0.650862664,15.24,1.493861863,-1.465438597,-33.19264726,-0.235511888,1.90957374,6.381215437,-8.424785497,TOK,RIK,TokyoBig6Jingu,Team Exclusive,Team,20191014-TokyoBig6Jingu-2,7a6d7212-ee41-11e9-a92e-04ea56cad207,119.9745543,,,10.69195176,0.792387703,0.513895263,0.181644686,,,,28da77d1-ee3e-11e9-a92e-04ea56cad207,19A
15,10/14/2019,2:14:48 PM,1,4,"Seiya, Tanaka",1000074134,Left,RIK,"Shinpei, Tsujii",1000073888,Right,TOK,Windup,1,Bottom,0,0,2,ChangeUp,Splitter,FoulBall,Undefined,Undefined,Undefined,0,0,,,,119.8038725,0.475519196,1.891022772,1131.512585,117.726913,10:00,1.522310736,-0.720590279,1.77480188,-114.0734754,13.23633053,-25.41048092,0.516379294,-0.438725133,110.695166,-7.896762906,0.015455233,0.509548571,104.510166,-14.06595125,171.5209246,,,,,1.618135326,0.945738728,152.2265587,0.076127319,14.92154743,6.794152932,0.675345999,15.24,1.526020791,-1.006136331,-33.02307011,-0.103640628,2.138955107,5.499985653,-8.832730359,TOK,RIK,TokyoBig6Jingu,Team Exclusive,Team,20191014-TokyoBig6Jingu-2,8b32652c-ee41-11e9-a92e-04ea56cad207,119.0465511,0.549585832,0.049359805,9.108706534,0.708356615,0.554343839,0.438887706,0.673379045,0.549585832,0.43885744,28da77d1-ee3e-11e9-a92e-04ea56cad207,19A
16,10/14/2019,2:15:12 PM,1,5,"Seiya, Tanaka",1000074134,Left,RIK,"Shinpei, Tsujii",1000073888,Right,TOK,Windup,1,Bottom,0,0,2,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,138.3099386,-3.023317181,1.617554645,2469.220788,162.6378379,11:30,1.548954376,-0.586107333,1.888944837,-39.62202492,55.90642796,-17.50755684,0.301043982,-0.305989621,125.5599426,-5.970971771,0.307661597,0.441388519,,,,,,,,,,,,10.81492835,32.88567856,0.550143148,15.24,1.477289524,-1.013281211,-38.06594122,-2.150852405,2.031597981,8.297958528,-3.629033656,TOK,RIK,TokyoBig6Jingu,Team Exclusive,Team,20191014-TokyoBig6Jingu-2,997ae910-ee41-11e9-a92e-04ea56cad207,137.4299454,,,12.74999593,-0.133053108,0.241365455,0.303220971,,,,28da77d1-ee3e-11e9-a92e-04ea56cad207,19A
17,10/14/2019,2:15:30 PM,1,6,"Seiya, Tanaka",1000074134,Left,RIK,"Shinpei, Tsujii",1000073888,Right,TOK,Windup,1,Bottom,0,1,2,ChangeUp,Splitter,InPlay,Undefined,LineDrive,Single,0,0,,,,121.54965,0.015509542,3.218515757,1216.306057,104.8656169,9:30,1.469715306,-0.621213772,1.837943029,-112.8609654,10.18118581,-38.79216209,0.345489727,-0.099837444,112.2346664,-8.29471489,0.345394299,0.500935278,135.5345629,14.45150903,-25.90064125,1178.540301,29.67447401,5.812600123,-15.60613566,68.09635781,67.97416836,-30.72155099,2.442324829,23.18923777,5.502904775,0.547164231,15.24,1.462691801,-1.757269081,-33.47898681,-0.355613352,3.41295129,5.711178733,-8.996742139,TOK,RIK,TokyoBig6Jingu,Team Exclusive,Team,20191014-TokyoBig6Jingu-2,a17f3afb-ee41-11e9-a92e-04ea56cad207,121.0934878,5.922486049,2.436615828,9.314983592,0.656147007,0.377938306,0.101279102,0.585103095,0.367718939,0.100803284,28da77d1-ee3e-11e9-a92e-04ea56cad207,19A
18,10/14/2019,2:16:21 PM,2,1,"Seiya, Tanaka",1000074134,Left,RIK,"Kengo, Kasahara",1000073992,Right,TOK,Stretch,1,Bottom,0,0,0,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,1,,,135.3303034,-1.968330272,3.379420259,2275.797452,156.0689388,11:15,1.538227294,-0.621153349,1.937617533,-44.82522282,53.37070475,-23.72623751,0.536710497,0.090558365,124.1246475,-5.299912654,1.612576243,0.447508613,,,,,,,,,,,,15.31078542,30.59579106,0.547961785,15.24,1.492215902,-2.120436527,-37.26382443,-1.43405262,2.789924248,7.119799588,-4.231499083,TOK,RIK,TokyoBig6Jingu,Team Exclusive,Team,20191014-TokyoBig6Jingu-2,c2a03fbe-ee41-11e9-a92e-04ea56cad207,135.5504637,,,11.20565585,0.164654817,0.511770314,-0.098000505,,,,28da77d1-ee3e-11e9-a92e-04ea56cad207,19A
19,10/14/2019,2:17:33 PM,2,2,"Seiya, Tanaka",1000074134,Left,RIK,"Kengo, Kasahara",1000073992,Right,TOK,Stretch,1,Bottom,0,0,1,ChangeUp,Splitter,FoulBall,Undefined,Undefined,Undefined,0,0,1,,,116.5857515,0.664061097,2.013003749,1090.705226,99.44421131,9:15,1.477525591,-0.625175412,1.808183752,-129.1655635,4.045260692,-25.07192103,0.37375298,-0.306497471,108.5516922,-8.795432981,0.164048763,0.521224015,,,,,,,,,,,,14.77282126,1.761817714,0.577975052,15.24,1.484815898,-1.050387858,-32.15050328,-0.037407568,2.018647896,4.919634493,-9.565904542,TOK,RIK,TokyoBig6Jingu,Team Exclusive,Team,20191014-TokyoBig6Jingu-2,e914b668-ee41-11e9-a92e-04ea56cad207,116.3799023,,,8.034059315,1.311800148,0.505431527,0.309886958,,,,28da77d1-ee3e-11e9-a92e-04ea56cad207,19A
20,10/14/2019,2:18:13 PM,2,3,"Seiya, Tanaka",1000074134,Left,RIK,"Kengo, Kasahara",1000073992,Right,TOK,Stretch,1,Bottom,0,0,2,Fastball,Fastball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,1,,,132.9072517,-1.356872584,2.106433145,2319.333412,156.7921241,11:15,1.504797169,-0.737665178,1.962938301,-48.98437115,51.858109,-22.2755053,0.634643988,-0.370264382,122.4319977,-4.998673267,0.445953839,0.453499089,,,,,,,,,,,,13.61034363,29.36806557,0.693392024,15.24,1.472781216,-1.275527533,-36.66048732,-1.029189392,2.409939141,6.625972979,-4.606542448,TOK,RIK,TokyoBig6Jingu,Team Exclusive,Team,20191014-TokyoBig6Jingu-2,03ecc4ce-ee42-11e9-a92e-04ea56cad207,133.7599158,,,10.47525404,1.201630958,0.700646549,0.376862554,,,,28da77d1-ee3e-11e9-a92e-04ea56cad207,19A
21,10/14/2019,2:19:00 PM,3,1,"Seiya, Tanaka",1000074134,Left,RIK,"Toshiki, Oka",1000073905,Right,TOK,Stretch,1,Bottom,1,0,0,Cutter,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,1,,,128.1479961,-0.147229781,2.08081588,2408.100244,180.2556862,12:00,1.462620249,-0.674107066,1.855607993,-93.6788335,14.28753415,0.0642125,0.484298099,-0.086592953,120.7542206,-6.983589073,2.08552263,0.469244191,,,,,,,,,,,,1.02387532,7.784728631,0.625258159,15.24,1.453055371,-1.285948678,-35.38726351,-0.413399233,0.172342574,4.903936457,-8.496294979,TOK,RIK,TokyoBig6Jingu,Team Exclusive,Team,20191014-TokyoBig6Jingu-2,1ec4d322-ee42-11e9-a92e-04ea56cad207,129.2717121,,,7.393775506,-0.380853625,0.381963676,0.056998045,,,,28da77d1-ee3e-11e9-a92e-04ea56cad207,19A
22,10/14/2019,2:19:50 PM,3,2,"Seiya, Tanaka",1000074134,Left,RIK,"Toshiki, Oka",1000073905,Right,TOK,Stretch,1,Bottom,1,0,1,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,1,,,136.2194764,-2.135122651,1.660309195,2401.762557,156.372931,11:15,1.495173035,-0.604977314,1.89316691,-45.7341429,51.79353511,-22.69729858,0.436776901,-0.364841265,124.674472,-5.52876526,-0.031061974,0.445983306,,,,,,,,,,,,13.5567041,29.76813211,0.568471906,15.24,1.44366463,-1.008892416,-37.53787404,-1.559625041,2.498432138,7.457484036,-4.320533507,TOK,RIK,TokyoBig6Jingu,Team Exclusive,Team,20191014-TokyoBig6Jingu-2,399ce27d-ee42-11e9-a92e-04ea56cad207,136.0140598,,,11.54500431,-0.334283485,0.361371965,0.365877579,,,,28da77d1-ee3e-11e9-a92e-04ea56cad207,19A
23,10/14/2019,2:20:17 PM,3,3,"Seiya, Tanaka",1000074134,Left,RIK,"Toshiki, Oka",1000073905,Right,TOK,Stretch,1,Bottom,1,0,2,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,1,,,135.8012861,-1.563630362,1.29517137,2414.954171,153.7024566,11:00,1.525293923,-0.619430875,1.875526069,-47.65442357,50.73605997,-25.11833198,0.608259981,-0.505873617,124.0843277,-5.101678199,-0.57632044,0.447951719,,,,,,,,,,,,14.61034224,28.75639439,0.591042712,15.24,1.486179071,-0.758067637,-37.43371684,-1.189557343,2.673616856,7.521597268,-4.544378966,TOK,RIK,TokyoBig6Jingu,Team Exclusive,Team,20191014-TokyoBig6Jingu-2,4b82403b-ee42-11e9-a92e-04ea56cad207,135.4163796,,,11.71695836,-0.409686482,0.531555236,0.515168553,,,,28da77d1-ee3e-11e9-a92e-04ea56cad207,19A
24,10/14/2019,2:20:42 PM,3,4,"Seiya, Tanaka",1000074134,Left,RIK,"Toshiki, Oka",1000073905,Right,TOK,Stretch,1,Bottom,1,1,2,ChangeUp,Splitter,InPlay,Undefined,GroundBall,Single,0,0,1,,,119.375152,0.305812269,1.649235857,1199.173114,104.4154478,9:30,1.451933087,-0.725173661,1.829300279,-120.8227942,6.665376871,-26.39723318,0.330095343,-0.523315159,110.3645187,-8.586561412,-0.307328886,0.509905393,71.9247816,-17.75009939,46.321393,,,,,1.381446191,0.858725612,57.00172885,0.046140747,15.40767606,3.397723749,0.687456953,15.24,1.451249833,-0.863445712,-32.91501602,-0.209917168,2.190487134,5.555539761,-9.323600504,TOK,RIK,TokyoBig6Jingu,Team Exclusive,Team,20191014-TokyoBig6Jingu-2,5d67a017-ee42-11e9-a92e-04ea56cad207,118.9632446,0.28668042,0.017777968,9.010633218,0.160155531,0.28866883,0.524861545,0.147250611,0.28668042,0.52493946,28da77d1-ee3e-11e9-a92e-04ea56cad207,19A
25,10/14/2019,2:21:46 PM,4,1,"Seiya, Tanaka",1000074134,Left,RIK,"Kai, Aoyama",1000073900,Right,TOK,Stretch,1,Bottom,1,0,0,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,"1,2",,,137.292012,-2.483425359,4.797153616,2303.249701,158.3776804,11:15,1.509786129,-0.612433367,1.959727987,-42.20363828,53.24216475,-21.13963091,0.389264252,0.522992606,126.0195831,-5.618169677,3.226418346,0.441197536,,,,,,,,,,,,14.85304905,30.92962191,0.509515633,15.24,1.453478439,-3.095284614,-37.73080981,-1.784269899,2.777901393,7.219704085,-4.02201686,TOK,RIK,TokyoBig6Jingu,Team Exclusive,Team,20191014-TokyoBig6Jingu-2,81325cf5-ee42-11e9-a92e-04ea56cad207,137.4894352,,,11.27242882,-0.577381369,0.287827983,-0.578877373,,,,28da77d1-ee3e-11e9-a92e-04ea56cad207,19A
26,10/14/2019,2:22:05 PM,4,2,"Seiya, Tanaka",1000074134,Left,RIK,"Kai, Aoyama",1000073900,Right,TOK,Stretch,1,Bottom,1,1,0,Fastball,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,"1,2",,,132.9667675,-1.585331391,2.327347035,2232.779238,157.7167608,11:15,1.488488855,-0.580524675,1.910906339,-52.30592495,49.61546193,-20.37110006,0.519548911,-0.130007159,121.9736343,-5.468149793,0.810333269,0.455918613,,,,,,,,,,,,12.73474037,28.20450422,0.529338894,15.24,1.449690042,-1.420703569,-36.64711919,-1.191535635,2.242345287,6.945564281,-4.840373871,TOK,RIK,TokyoBig6Jingu,Team Exclusive,Team,20191014-TokyoBig6Jingu-2,8f630abe-ee42-11e9-a92e-04ea56cad207,133.0500627,,,10.99313318,-0.50103919,0.428122889,0.117638117,,,,28da77d1-ee3e-11e9-a92e-04ea56cad207,19A
