PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,season
1,11/04/2019,1:01:14 PM,1,1,"Takumi, Imanishi",1000073880,Left,WAS_EDA,"Tatsuru, Yanagimachi",1000069640,Left,KEI_KEI,Windup,1,Top,0,0,0,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,140.6349245,-3.627386353,3.772488556,2173.802819,152.26882,11:00,1.813575706,-0.752503297,2.043161437,-52.76381607,37.17003138,-19.58496597,0.271645125,0.104342328,129.5801422,-7.549738291,2.306907761,0.428268613,,,,,,,,,,,,13.41281658,23.0775971,0.677175749,15.24,1.737522499,-2.486533067,-38.67627049,-2.628775429,2.635825559,7.586310282,-5.271545841,WAS_EDA,KEI_KEI,TokyoBig6Jingu,Team Exclusive,Team,20191104-TokyoBig6Jingu-1,bf109186-feb7-11e9-a944-04ea56cad207,141.6400787,,,11.05478224,0.007428164,0.214909239,-0.121272624,,,,00fbb441-feb3-11e9-a944-04ea56cad207,19A
2,11/04/2019,1:01:27 PM,1,2,"Takumi, Imanishi",1000073880,Left,WAS_EDA,"Tatsuru, Yanagimachi",1000069640,Left,KEI_KEI,Windup,1,Top,0,1,0,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,136.9030992,-3.264874553,3.256778466,2052.612429,161.3315592,11:30,1.808671745,-0.783179465,2.031527125,-54.49428068,40.31290016,-13.65053721,0.350873977,-0.010569058,126.265416,-7.313425255,2.23580663,0.439719045,,,,,,,,,,,,9.741468258,24.52170643,0.717366538,15.24,1.739216932,-2.10070623,-37.6845744,-2.327439601,1.818798029,7.149312827,-5.228281509,WAS_EDA,KEI_KEI,TokyoBig6Jingu,Team Exclusive,Team,20191104-TokyoBig6Jingu-1,c6cd5f9f-feb7-11e9-a944-04ea56cad207,137.9517231,,,10.63768326,-0.162448696,0.273648048,-0.012405837,,,,00fbb441-feb3-11e9-a944-04ea56cad207,19A
3,11/04/2019,1:01:44 PM,1,3,"Takumi, Imanishi",1000073880,Left,WAS_EDA,"Tatsuru, Yanagimachi",1000069640,Left,KEI_KEI,Windup,1,Top,0,2,0,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,141.353824,-2.224570246,3.855911767,2206.151303,155.57055,11:15,1.84995205,-0.800027705,2.022839026,-40.79025878,49.01120221,-22.30120292,0.819680898,0.054373813,128.6533493,-5.283422842,2.181382776,0.427953282,,,,,,,,,,,,15.24143362,28.84661747,0.721797085,15.24,1.80209503,-2.547970843,-38.89367972,-1.648654604,3.000324428,8.382044959,-4.128102086,WAS_EDA,KEI_KEI,TokyoBig6Jingu,Team Exclusive,Team,20191104-TokyoBig6Jingu-1,d0811f49-feb7-11e9-a944-04ea56cad207,141.744444,,,12.70047473,-0.422888401,0.739161383,-0.086150662,,,,00fbb441-feb3-11e9-a944-04ea56cad207,19A
4,11/04/2019,1:01:58 PM,1,4,"Takumi, Imanishi",1000073880,Left,WAS_EDA,"Tatsuru, Yanagimachi",1000069640,Left,KEI_KEI,Windup,1,Top,0,2,1,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,140.8720479,-3.238819843,4.866800337,2179.509509,158.6827949,11:15,1.793071641,-0.771395937,2.088222262,-50.09847719,39.5500922,-15.46651221,0.387943395,0.429467865,129.1559738,-6.982687448,3.706952727,0.42758882,,,,,,,,,,,,12.08574085,24.38752906,0.677428449,15.24,1.727683979,-3.246759934,-38.70056362,-2.354896121,2.367278321,7.932178255,-5.029775368,WAS_EDA,KEI_KEI,TokyoBig6Jingu,Team Exclusive,Team,20191104-TokyoBig6Jingu-1,d8f314c6-feb7-11e9-a944-04ea56cad207,141.8652619,,,11.71607406,-0.476801508,0.274452909,-0.487725913,,,,00fbb441-feb3-11e9-a944-04ea56cad207,19A
5,11/04/2019,1:02:20 PM,1,5,"Takumi, Imanishi",1000073880,Left,WAS_EDA,"Tatsuru, Yanagimachi",1000069640,Left,KEI_KEI,Windup,1,Top,0,3,1,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,139.4892483,-1.657298651,2.051530711,2066.078739,159.6778002,11:15,1.787853594,-0.838131324,1.999695849,-49.72535988,42.0095961,-15.59027178,0.82712353,-0.42059008,127.7120132,-5.372674738,0.882788298,0.43253583,,,,,,,,,,,,10.06639337,24.38702221,0.79594238,15.24,1.750531275,-1.325917195,-38.46213739,-1.278915914,1.947419078,7.838578786,-5.088798176,WAS_EDA,KEI_KEI,TokyoBig6Jingu,Team Exclusive,Team,20191104-TokyoBig6Jingu-1,e5b24808-feb7-11e9-a944-04ea56cad207,140.2427172,,,11.7772351,-0.423848319,0.744923801,0.407944629,,,,00fbb441-feb3-11e9-a944-04ea56cad207,19A
6,11/04/2019,1:02:39 PM,1,6,"Takumi, Imanishi",1000073880,Left,WAS_EDA,"Tatsuru, Yanagimachi",1000069640,Left,KEI_KEI,Windup,1,Top,0,3,2,Fastball,Fastball,InPlay,Undefined,GroundBall,Single,0,0,,139.4379142,-2.641919111,4.16221252,2139.07913,154.5406884,11:15,1.777211127,-0.819699339,2.098400802,-52.1577921,39.18001897,-18.69465525,0.519569089,0.151145706,127.4669495,-6.555784046,2.754736925,0.431598533,120.8947161,-41.49260512,29.83563966,,,,,0.880248674,0.880248674,8.626995212,0.022973633,13.49526074,23.85171275,0.740358205,15.24,1.72395189,-2.734109638,-38.36039709,-1.93507346,2.589606722,8.003327493,-5.229742829,WAS_EDA,KEI_KEI,TokyoBig6Jingu,Team Exclusive,Team,20191104-TokyoBig6Jingu-1,eea4f516-feb7-11e9-a944-04ea56cad207,140.5472803,0.512526489,0.027231576,11.97096476,0.395009848,0.515332828,-0.152914704,0.370670181,0.512526489,-0.15408371,00fbb441-feb3-11e9-a944-04ea56cad207,19A
7,11/04/2019,1:03:46 PM,2,1,"Takumi, Imanishi",1000073880,Left,WAS_EDA,"Kento, Nakamura",1000073422,Right,KEI_KEI,Stretch,1,Top,0,0,0,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,138.0928268,-1.711865236,3.66351527,2024.70288,146.8722374,11:00,1.803109837,-0.830101937,2.043721624,-55.2962236,37.86695347,-24.76847291,0.772047872,-0.055620011,126.6723495,-5.847599833,1.806783651,0.435889899,,,,,,,,,,,,16.29187411,22.21308763,0.757267502,15.24,1.765809382,-2.356322205,-38.03576506,-1.31550008,3.088620909,7.518830342,-5.595482737,WAS_EDA,KEI_KEI,TokyoBig6Jingu,Team Exclusive,Team,20191104-TokyoBig6Jingu-1,1969017d-feb8-11e9-a944-04ea56cad207,139.1635826,,,11.4204773,0.437009404,0.772581591,0.055784372,,,,00fbb441-feb3-11e9-a944-04ea56cad207,19A
8,11/04/2019,1:04:44 PM,2,2,"Takumi, Imanishi",1000073880,Left,WAS_EDA,"Kento, Nakamura",1000073422,Right,KEI_KEI,Stretch,1,Top,0,0,1,Fastball,Other,FoulBall,Undefined,Undefined,Undefined,0,0,,137.2693562,-0.325283031,2.679437702,1703.671077,156.661835,11:15,1.831967078,-0.819088141,2.056087533,-66.31189172,26.65765492,-11.53937093,1.078183948,-0.187938251,127.2539383,-5.268378556,1.817609176,0.435436687,109.1815107,39.55284131,152.5364852,3591.321109,-30.45208003,13.96677171,14.02840252,58.98641889,22.30152876,157.3753027,3.007723999,8.043335551,14.98571508,0.766107272,15.24,1.8222946,-1.736429122,-37.88706008,-0.425958091,1.529612214,6.675589471,-6.956795897,WAS_EDA,KEI_KEI,TokyoBig6Jingu,Team Exclusive,Team,20191104-TokyoBig6Jingu-1,3cb2fe68-feb8-11e9-a944-04ea56cad207,139.3084273,14.07991718,0.999603302,10.01541794,0.138003068,1.050814654,0.178660948,0.115993204,1.048742944,0.177969649,00fbb441-feb3-11e9-a944-04ea56cad207,19A
9,11/04/2019,1:05:16 PM,2,3,"Takumi, Imanishi",1000073880,Left,WAS_EDA,"Kento, Nakamura",1000073422,Right,KEI_KEI,Stretch,1,Top,0,0,2,Fastball,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,142.5094996,-2.416846452,1.870651378,2140.692024,168.8573885,11:45,1.826267383,-0.806949775,2.058895346,-43.45573198,42.92237002,-8.470186069,0.718180651,-0.370738253,131.9660706,-5.652967322,1.237038686,0.419716931,130.8286007,42.48382097,42.81364674,4317.436691,20.74262125,24.97459832,26.34134486,81.32188497,31.29113984,61.81374014,4.849525757,5.864907991,25.32754942,0.770084349,15.24,1.776013899,-1.256341132,-39.31871936,-1.803204411,1.199689688,7.288754806,-4.625801486,WAS_EDA,KEI_KEI,TokyoBig6Jingu,Team Exclusive,Team,20191104-TokyoBig6Jingu-1,502d906a-feb8-11e9-a944-04ea56cad207,144.5259782,27.46471452,1.440099377,10.54342902,0.055458049,0.680634732,0.362667226,0.021230815,0.677191667,0.361938719,00fbb441-feb3-11e9-a944-04ea56cad207,19A
10,11/04/2019,1:05:42 PM,2,4,"Takumi, Imanishi",1000073880,Left,WAS_EDA,"Kento, Nakamura",1000073422,Right,KEI_KEI,Stretch,1,Top,0,0,2,Fastball,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,139.1416385,-1.656851933,1.384549944,1960.150388,154.7309614,11:15,1.834367335,-0.851225298,2.031651965,-49.57769873,42.71570365,-20.20434917,0.87632526,-0.667121781,126.6551697,-5.380412113,-0.138727891,0.433850386,,,,,,,,,,,,12.27225235,24.98518369,0.823976064,15.24,1.798137302,-0.862273456,-38.37146455,-1.270111522,2.347155847,8.28888556,-5.028055302,WAS_EDA,KEI_KEI,TokyoBig6Jingu,Team Exclusive,Team,20191104-TokyoBig6Jingu-1,5a05119c-feb8-11e9-a944-04ea56cad207,139.817785,,,12.48646886,-0.273528045,0.80871188,0.669311809,,,,00fbb441-feb3-11e9-a944-04ea56cad207,19A
