PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,season
1,10/20/2019,11:00:30 AM,1,1,"Syu, Tezuka",1000074135,Right,RIK,"Yoshimasa, Taguchi",1000073970,Left,WAS_EDA,Windup,1,Top,0,0,0,Cutter,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,132.5517578,0.393517115,-0.424263193,1899.263487,152.634622,11:00,1.718244616,0.453057092,1.953811539,-81.06169599,21.80671226,-11.33687404,1.017896444,0.220807054,120.4413162,-5.679564244,-1.276221998,0.458031841,,,,,,,,,,,,5.914401763,11.70531426,-0.443205925,15.24,1.722345746,0.307404568,-36.55593007,-0.01140786,1.023623011,7.716991717,-7.780776632,RIK,WAS_EDA,TokyoBig6Jingu,Team Exclusive,Team,20191020-TokyoBig6Jingu-1,5f43ea23-f2dd-11e9-a934-04ea56cad207,132.4362076,,,12.11044154,-0.46802175,0.925240457,-0.200321191,,,,1773b60c-f2d8-11e9-a934-04ea56cad207,19A
2,10/20/2019,11:00:43 AM,1,2,"Syu, Tezuka",1000074135,Right,RIK,"Yoshimasa, Taguchi",1000073970,Left,WAS_EDA,Windup,1,Top,0,1,0,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,142.8760709,-2.466018971,-1.567101286,2037.634238,209.6391894,1:00,1.722141616,0.378907323,2.105326666,-37.01842542,48.79178949,27.80766005,0.666817512,0.221915618,131.5701645,-5.239891503,0.525520773,0.418334955,,,,,,,,,,,,-16.57705599,28.89987393,-0.350178778,15.24,1.673359259,0.990485974,-39.42152526,-1.81554595,-3.390039502,7.752652852,-3.896570772,RIK,WAS_EDA,TokyoBig6Jingu,Team Exclusive,Team,20191020-TokyoBig6Jingu-1,68369809-f2dd-11e9-a934-04ea56cad207,145.0034219,,,11.30590645,-0.481451218,0.581601927,-0.23138789,,,,1773b60c-f2d8-11e9-a934-04ea56cad207,19A
3,10/20/2019,11:01:00 AM,1,3,"Syu, Tezuka",1000074135,Right,RIK,"Yoshimasa, Taguchi",1000073970,Left,WAS_EDA,Windup,1,Top,0,1,1,Slider,Other,FoulBall,Undefined,Undefined,Undefined,0,0,,127.0788784,-0.598738804,-1.367752985,2514.251102,276.0339436,3:15,1.704321639,0.367574737,1.963498262,-113.2293419,-2.521068395,22.86569202,0.404308129,0.213143877,117.529747,-8.992579409,0.342100368,0.475165279,,,,,,,,,,,,-13.52458965,-0.970959047,-0.339303784,15.24,1.685199691,0.765968278,-35.06263311,-0.719091938,-2.178342258,6.402839738,-9.963037822,RIK,WAS_EDA,TokyoBig6Jingu,Team Exclusive,Team,20191020-TokyoBig6Jingu-1,712945e8-f2dd-11e9-a934-04ea56cad207,127.6608427,,,9.549131416,0.569187867,0.425950831,-0.212343658,,,,1773b60c-f2d8-11e9-a934-04ea56cad207,19A
4,10/20/2019,11:01:28 AM,1,4,"Syu, Tezuka",1000074135,Right,RIK,"Yoshimasa, Taguchi",1000073970,Left,WAS_EDA,Windup,1,Top,0,1,2,Splitter,Splitter,FoulBall,Undefined,Undefined,Undefined,0,0,,130.8050711,-0.411079487,-1.162338078,751.8426693,293.7813094,3:45,1.706525478,0.321165576,1.965288552,-112.6770715,-7.857739467,17.60798371,0.464626411,0.171744877,120.4663376,-8.786186872,0.157130933,0.462354782,,,,,,,,,,,,-10.53606948,-4.029092692,-0.297072535,15.24,1.691535561,0.67598986,-36.08616293,-0.618453424,-1.790255338,7.042778742,-10.49126059,RIK,WAS_EDA,TokyoBig6Jingu,Team Exclusive,Team,20191020-TokyoBig6Jingu-1,830ea2d5-f2dd-11e9-a934-04ea56cad207,131.1979509,,,10.33873353,0.636723404,0.496077733,-0.17121758,,,,1773b60c-f2d8-11e9-a934-04ea56cad207,19A
5,10/20/2019,11:01:51 AM,1,5,"Syu, Tezuka",1000074135,Right,RIK,"Yoshimasa, Taguchi",1000073970,Left,WAS_EDA,Windup,1,Top,0,1,2,ChangeUp,ChangeUp,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,117.3461386,-2.206239927,-0.549130764,1470.816705,215.7209086,1:15,1.648150772,0.342303971,2.28464294,-90.39252377,34.75666614,25.07905431,0.138445909,0.442393447,108.2056297,-9.038171675,1.367483821,0.505206211,,,,,,,,,,,,-14.75382207,21.50359381,-0.334310994,15.24,1.610075179,0.255257814,-32.40905127,-1.448173053,-2.020108906,5.730368083,-6.862355216,RIK,WAS_EDA,TokyoBig6Jingu,Team Exclusive,Team,20191020-TokyoBig6Jingu-1,94f3fd79-f2dd-11e9-a934-04ea56cad207,120.0697827,,,9.140508869,0.679954619,0.1776591,-0.436544884,,,,1773b60c-f2d8-11e9-a934-04ea56cad207,19A
6,10/20/2019,11:02:22 AM,2,1,"Syu, Tezuka",1000074135,Right,RIK,"Takuya, Nakagawa",1000074092,Left,WAS_EDA,Windup,1,Top,1,0,0,Fastball,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,145.7997765,-2.567357797,-1.115444436,2161.942409,201.2409662,12:45,1.699020609,0.371192214,2.178825548,-37.25521817,45.22015934,17.60709226,0.616564275,0.239055762,132.8554962,-5.386757721,0.223386917,0.410125541,,,,,,,,,,,,-10.79192614,27.49489263,-0.351980776,15.24,1.651805679,0.730160638,-40.2225822,-1.916017641,-2.269712112,9.047412925,-4.024040854,RIK,WAS_EDA,TokyoBig6Jingu,Team Exclusive,Team,20191020-TokyoBig6Jingu-1,a6d9594b-f2dd-11e9-a934-04ea56cad207,147.9059311,,,12.94428032,-0.302124583,0.546380715,-0.242379378,,,,1773b60c-f2d8-11e9-a934-04ea56cad207,19A
7,10/20/2019,11:02:37 AM,2,2,"Syu, Tezuka",1000074135,Right,RIK,"Takuya, Nakagawa",1000074092,Left,WAS_EDA,Windup,1,Top,1,0,1,Fastball,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,144.9079619,-3.082606884,-0.665881995,2061.892212,205.4930527,12:45,1.712406498,0.363486933,2.158199817,-35.59394811,47.75192913,22.80676082,0.502831397,0.407340572,132.8037094,-5.761170581,1.061337175,0.412284228,,,,,,,,,,,,-13.31668331,29.07958873,-0.352285568,15.24,1.654885153,0.394809171,-39.97098541,-2.261581081,-2.781986483,8.474646997,-3.731637108,RIK,WAS_EDA,TokyoBig6Jingu,Team Exclusive,Team,20191020-TokyoBig6Jingu-1,afcc0733-f2dd-11e9-a934-04ea56cad207,147.1315076,,,12.10425247,-0.119852779,0.446644626,-0.417893691,,,,1773b60c-f2d8-11e9-a934-04ea56cad207,19A
8,10/20/2019,11:02:54 AM,2,3,"Syu, Tezuka",1000074135,Right,RIK,"Takuya, Nakagawa",1000074092,Left,WAS_EDA,Windup,1,Top,1,0,2,Fastball,Fastball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,145.7411767,-1.972116886,-0.274513206,2119.045148,195.3174631,12:30,1.747515909,0.372862982,2.085427049,-23.07689177,60.90755767,16.70400521,0.968464523,0.463614067,131.654155,-3.718283987,0.992942118,0.413860616,,,,,,,,,,,,-9.573892332,35.68969938,-0.36826794,15.24,1.708108779,0.13867033,-40.19402641,-1.458511877,-1.996456619,9.595208875,-2.36422908,RIK,WAS_EDA,TokyoBig6Jingu,Team Exclusive,Team,20191020-TokyoBig6Jingu-1,b8beb597-f2dd-11e9-a934-04ea56cad207,146.5710862,,,14.08702177,-0.266224387,0.922545314,-0.476109866,,,,1773b60c-f2d8-11e9-a934-04ea56cad207,19A
9,10/20/2019,11:03:26 AM,3,1,"Syu, Tezuka",1000074135,Right,RIK,"Koki, Fukuoka",1000073874,Left,WAS_EDA,Windup,1,Top,2,0,0,Cutter,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,135.5529426,1.428497834,-1.161193288,1990.499906,164.2612788,11:30,1.690558245,0.406989278,1.991320887,-77.1194451,21.04478725,-5.956782511,1.318860453,0.022769252,122.6608292,-4.376610549,-1.610158988,0.447436385,,,,,,,,,,,,2.375060196,10.51449939,-0.382181662,15.24,1.716703392,0.77663691,-37.36948885,0.683779511,0.428626774,8.212292619,-7.909099797,RIK,WAS_EDA,TokyoBig6Jingu,Team Exclusive,Team,20191020-TokyoBig6Jingu-1,caa41305-f2dd-11e9-a934-04ea56cad207,135.5723451,,,12.89211344,-0.676583764,1.229412841,0.008741443,,,,1773b60c-f2d8-11e9-a934-04ea56cad207,19A
10,10/20/2019,11:03:40 AM,3,2,"Syu, Tezuka",1000074135,Right,RIK,"Koki, Fukuoka",1000073874,Left,WAS_EDA,Windup,1,Top,2,1,0,ChangeUp,Other,StrikeCalled,Undefined,Undefined,Undefined,0,0,,112.0586144,1.193271401,-2.099060354,1408.501837,210.8692362,1:00,1.66665529,0.339307903,2.274928459,-96.57802046,40.8590083,24.50106837,1.02881104,0.007665292,102.5995811,-6.159195743,-0.228430538,0.529427552,,,,,,,,,,,,-15.53849072,22.48378253,-0.306180712,15.24,1.68287263,1.082027952,-30.94404934,0.439494641,-1.939635972,5.221893803,-7.00004837,RIK,WAS_EDA,TokyoBig6Jingu,Team Exclusive,Team,20191020-TokyoBig6Jingu-1,d396c1ac-f2dd-11e9-a934-04ea56cad207,114.5765832,,,9.459033277,-0.457248472,0.929124564,-0.005070762,,,,1773b60c-f2d8-11e9-a934-04ea56cad207,19A
