count,PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,umpire,pitchcount,PitchNo.1,Date(opensen),time1,time2,time3,PAofInning(opensen),PitchofPA(opensen),Pitcher(opensen),PitcherThrows(opensen),PitcherTeam(opensen),dajun,Batter(opensen),BatterSide(opensen),BatterTeam(opensen),Inning(opensen),Top/Bottom(opensen),Outs(opensen),Balls(opensen),Strikes(opensen),TaggedPitchType(opensen),PitchCall(opensen),KorBB(opensen),TaggedHitType(opensen),PlayResult(opensen),OutsOnPlay(opensen),RunsScored(opensen),memo,RelSpeed(opensen),PlateLocHeight(opensen),PlateLocSide(opensen),caught_distance,caught_direction,HomeTeam(opensen),hometeam_color,hometeam_abb,AwayTeam(opensen),awayteam_color,awayteam_abb,Stadium(opensen),Level(opensen),League(opensen),fielding_alignment,Notes(opensen),on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,season
0,1.0,2024/04/14,00:42.9,2024/04/14,00:42.9,1.0,1.0,"Rei, Okoshi",1000242818,Right,RIK,"Yudai, Ose",1000126636,Left,WAS_EDA,Undefined,1,Top,0,0.0,0.0,Slider,Slider,FoulBallFieldable,Undefined,Undefined,FlyBall,Undefined,0,0,,125.96976,0.916445,-0.755182,2574.938686,77.38006,8:30,1.584718,0.469775,1.692996,-116.1994,1.5653,-10.1051,0.683764,0.153642,115.15933,-7.470853,-1.465396,0.490075,128.2759,48.305865,-69.069816,5976.448462,7.294759,23.672642,-32.724688,70.287493,46.154951,-83.140938,4.078656,4.5598,1.1954,-0.449054,15.24,1.599637,0.503151,-34.632747,0.095282,0.711387,6.672734,-9.620153,RIK,WAS_EDA,JinguStadium,TeamExclusive,Team,20240414-JinguStadium-1,cccd4fb0-fa02-11ee-b71e-f5fa29320b83,26fc3035-c4c6-48e6-bbf3-67fa6a66eca9,v3,,,,"Shingo, Tomaru",1000101287,Right,RIK,123.77709,23.825398,,10.81043,,,,16.746846,-34.921866,3.336367,1.586478,0.512108,-4.810077,-0.470187,0.472328,0.355694,0.335707,0.671109,-0.15118,137.934524,0.335457,8.472801,-4.071862,1.200988,-0.240268,0.022409,0.004179,-0.001478,0.000124,0.671047,26.608274,-9.37433,1.356747,-0.333947,0.090454,-0.020888,0.002866,-0.000165,-0.151008,-22.141195,3.144041,-0.914351,0.178925,-0.014921,-0.003827,0.001229,-0.000101,,,,,,,,,,,,,,,,,,,,,,,溝内 健介,1.0,1.0,2024/04/14,332.3399723,332.3399754,1713060043,1.0,1.0,大越,Right,RIK,1,尾瀬,Left,WAS_EDA,1,Top,0,0,0,Undefined,FoulBall,Undefined,FlyBall,Undefined,0,0,,,,,,,RIK,#101f56,立教,WAS_EDA,#470004,早稲田,JinguStadium,A,春季リーグ戦,Normal,,,,,Undefined,,,,,,2410403000,ファール,,955,https://youtu.be/Tk7M9JZwrsY&t=955,1069,https://youtu.be/yC3IymnMtF8&t=1069,戸丸,丸山,田中祥,齋藤大,柴田,西川,桑垣,菅谷,"田中祥,齋藤大,柴田,丸山,西川,菅谷,桑垣,戸丸,大越","尾瀬,山縣,吉納,印出,前田,中村敢,梅村,石郷岡,宮城","大越,戸丸,丸山,田中祥,齋藤大,柴田,西川,桑垣,菅谷","宮城,印出,前田,中村敢,梅村,山縣,石郷岡,尾瀬,吉納","L,L,R,L,L,L,L,L,R,R","R,L,R,L,R,L,R,L,L,L",24S
1,2.0,2024/04/14,00:54.6,2024/04/14,00:54.6,1.0,2.0,"Rei, Okoshi",1000242818,Right,RIK,"Yudai, Ose",1000126636,Left,WAS_EDA,Undefined,1,Top,0,0.0,1.0,Slider,Slider,InPlay,Undefined,FlyBall,FlyBall,Out,1,0,,126.68502,1.087331,-1.122659,2650.594893,66.10896,8:15,1.550617,0.487943,1.637376,-121.3373,-2.6228,-15.6154,0.648059,0.010935,114.48589,-7.662243,-2.216199,0.492047,148.49365,33.209993,-17.187381,4214.120138,30.960896,19.341264,-12.866606,93.157334,92.22867,-30.562705,4.639197,6.9016,-1.0146,-0.455897,15.24,1.570056,0.756446,-34.768015,0.163082,1.071556,7.468881,-9.964177,RIK,WAS_EDA,JinguStadium,TeamExclusive,Team,20240414-JinguStadium-1,d3c05560-fa02-11ee-b71e-f5fa29320b83,26fc3035-c4c6-48e6-bbf3-67fa6a66eca9,v3,,,,"Shingo, Tomaru",1000101287,Right,RIK,123.28093,23.639047,,12.19913,,,,16.801988,-35.101958,3.734441,1.552804,0.608593,-4.982089,-0.488648,0.708536,0.535778,0.397689,0.678074,-0.011322,140.395153,0.398702,32.948619,-8.183767,2.146547,-0.435328,0.070318,-0.011533,0.001748,-0.000124,0.678927,22.570349,-6.067484,0.043288,0.275746,-0.149117,0.041424,-0.005774,0.000315,-0.011381,-10.196571,-1.085347,0.745061,-0.277497,0.078154,-0.015963,0.001969,-0.000105,,,,,,,,,,,,,,,,,,,,,,,溝内 健介,2.0,2.0,2024/04/14,344.303895,344.3038971,1713060055,1.0,2.0,大越,Right,RIK,1,尾瀬,Left,WAS_EDA,1,Top,0,0,1,Undefined,InPlay,Undefined,FlyBall,Out,1,0,,,,,89.24364256,-31.48343189,RIK,#101f56,立教,WAS_EDA,#470004,早稲田,JinguStadium,A,春季リーグ戦,Normal,,,,,Undefined,,,,7,7,2410403001,左飛,,967,https://youtu.be/Tk7M9JZwrsY&t=967,1078,https://youtu.be/yC3IymnMtF8&t=1078,戸丸,丸山,田中祥,齋藤大,柴田,西川,桑垣,菅谷,"田中祥,齋藤大,柴田,丸山,西川,菅谷,桑垣,戸丸,大越","尾瀬,山縣,吉納,印出,前田,中村敢,梅村,石郷岡,宮城","大越,戸丸,丸山,田中祥,齋藤大,柴田,西川,桑垣,菅谷","宮城,印出,前田,中村敢,梅村,山縣,石郷岡,尾瀬,吉納","L,L,R,L,L,L,L,L,R,R","R,L,R,L,R,L,R,L,L,L",24S
2,3.0,2024/04/14,01:19.5,2024/04/14,01:19.5,2.0,1.0,"Rei, Okoshi",1000242818,Right,RIK,"Syu, Yamagata",1000126593,Right,WAS_EDA,Undefined,1,Top,1,0.0,0.0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,140.2594,-0.970741,-2.895193,2289.641778,226.958485,1:30,1.522976,0.504422,1.852675,-61.5949,33.3353,31.766,0.632897,0.004929,125.53578,-5.574931,-0.645207,0.440004,,,,,,,,,,,,-18.7332,19.0573,-0.438062,15.24,1.496232,1.784577,-38.463692,-0.874263,-3.543049,9.476458,-6.202303,RIK,WAS_EDA,JinguStadium,TeamExclusive,Team,20240414-JinguStadium-1,e2968d20-fa02-11ee-b71e-f5fa29320b83,26fc3035-c4c6-48e6-bbf3-67fa6a66eca9,v3,,,,"Shingo, Tomaru",1000101287,Right,RIK,137.86225,,,14.72362,,,,16.5856,-38.793796,4.738229,1.522923,-0.658211,-3.101151,-0.502376,1.907996,-1.771524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,溝内 健介,3.0,3.0,2024/04/14,368.9230933,368.923094,1713060080,2.0,1.0,大越,Right,RIK,2,山縣,Right,WAS_EDA,1,Top,1,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,136.0,,,,,RIK,#101f56,立教,WAS_EDA,#470004,早稲田,JinguStadium,A,春季リーグ戦,Normal,,,,,Nothing,,,,,,2410403002,見逃し,,992,https://youtu.be/Tk7M9JZwrsY&t=992,1094,https://youtu.be/yC3IymnMtF8&t=1094,戸丸,丸山,田中祥,齋藤大,柴田,西川,桑垣,菅谷,"田中祥,齋藤大,柴田,丸山,西川,菅谷,桑垣,戸丸,大越","尾瀬,山縣,吉納,印出,前田,中村敢,梅村,石郷岡,宮城","大越,戸丸,丸山,田中祥,齋藤大,柴田,西川,桑垣,菅谷","宮城,印出,前田,中村敢,梅村,山縣,石郷岡,尾瀬,吉納","L,L,R,L,L,L,L,L,R,R","R,L,R,L,R,L,R,L,L,L",24S
3,4.0,2024/04/14,01:29.5,2024/04/14,01:29.5,2.0,2.0,"Rei, Okoshi",1000242818,Right,RIK,"Syu, Yamagata",1000126593,Right,WAS_EDA,Undefined,1,Top,1,0.0,1.0,Fastball,Sinker,BallCalled,Undefined,Undefined,,Undefined,0,0,,141.00754,0.944802,-1.554626,2301.540177,229.958708,1:45,1.537084,0.534398,1.874904,-60.9502,32.654,34.5898,1.193775,0.44238,125.83767,-3.632986,0.900524,0.43692,,,,,,,,,,,,-18.9106,17.0349,-0.500232,15.24,1.55529,0.871577,-38.697884,0.421688,-3.61749,9.64751,-6.547966,RIK,WAS_EDA,JinguStadium,TeamExclusive,Team,20240414-JinguStadium-1,e8956ed0-fa02-11ee-b71e-f5fa29320b83,26fc3035-c4c6-48e6-bbf3-67fa6a66eca9,v3,,,,"Shingo, Tomaru",1000101287,Right,RIK,138.83536,,,15.16987,,,,16.562856,-39.026283,4.823755,1.537142,0.644579,-3.273983,-0.531996,0.994716,-1.808745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,溝内 健介,4.0,4.0,2024/04/14,378.9425981,378.9425993,1713060090,2.0,2.0,大越,Right,RIK,2,山縣,Right,WAS_EDA,1,Top,1,0,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,139.0,,,,,RIK,#101f56,立教,WAS_EDA,#470004,早稲田,JinguStadium,A,春季リーグ戦,Normal,,,,,Nothing,,,,,,2410403003,ボール,,1002,https://youtu.be/Tk7M9JZwrsY&t=1002,1104,https://youtu.be/yC3IymnMtF8&t=1104,戸丸,丸山,田中祥,齋藤大,柴田,西川,桑垣,菅谷,"田中祥,齋藤大,柴田,丸山,西川,菅谷,桑垣,戸丸,大越","尾瀬,山縣,吉納,印出,前田,中村敢,梅村,石郷岡,宮城","大越,戸丸,丸山,田中祥,齋藤大,柴田,西川,桑垣,菅谷","宮城,印出,前田,中村敢,梅村,山縣,石郷岡,尾瀬,吉納","L,L,R,L,L,L,L,L,R,R","R,L,R,L,R,L,R,L,L,L",24S
4,5.0,2024/04/14,01:39.1,2024/04/14,01:39.1,2.0,3.0,"Rei, Okoshi",1000242818,Right,RIK,"Syu, Yamagata",1000126593,Right,WAS_EDA,Undefined,1,Top,1,1.0,1.0,Slider,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,,126.33501,-0.169188,-2.225067,2773.132796,101.105851,9:15,1.573447,0.47117,1.636216,-114.2151,7.1912,-11.1636,0.382908,-0.27667,112.66708,-8.446035,-3.006412,0.497594,,,,,,,,,,,,3.439,5.2475,-0.409353,15.24,1.559323,1.398563,-34.585899,-0.562128,0.519984,8.3063,-9.013221,RIK,WAS_EDA,JinguStadium,TeamExclusive,Team,20240414-JinguStadium-1,ee5599d0-fa02-11ee-b71e-f5fa29320b83,26fc3035-c4c6-48e6-bbf3-67fa6a66eca9,v3,,,,"Shingo, Tomaru",1000101287,Right,RIK,121.90658,,,13.66792,,,,16.801868,-34.958992,4.15315,1.57548,-0.157282,-4.506611,-0.471648,1.375207,0.259992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,溝内 健介,5.0,5.0,2024/04/14,388.6031883,388.6031892,1713060099,2.0,3.0,大越,Right,RIK,2,山縣,Right,WAS_EDA,1,Top,1,1,1,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,126.0,,,,,RIK,#101f56,立教,WAS_EDA,#470004,早稲田,JinguStadium,A,春季リーグ戦,Normal,,,,,Nothing,,,,,,2410403004,ボール,,1012,https://youtu.be/Tk7M9JZwrsY&t=1012,1114,https://youtu.be/yC3IymnMtF8&t=1114,戸丸,丸山,田中祥,齋藤大,柴田,西川,桑垣,菅谷,"田中祥,齋藤大,柴田,丸山,西川,菅谷,桑垣,戸丸,大越","尾瀬,山縣,吉納,印出,前田,中村敢,梅村,石郷岡,宮城","大越,戸丸,丸山,田中祥,齋藤大,柴田,西川,桑垣,菅谷","宮城,印出,前田,中村敢,梅村,山縣,石郷岡,尾瀬,吉納","L,L,R,L,L,L,L,L,R,R","R,L,R,L,R,L,R,L,L,L",24S
5,6.0,2024/04/14,01:51.5,2024/04/14,01:51.5,2.0,4.0,"Rei, Okoshi",1000242818,Right,RIK,"Syu, Yamagata",1000126593,Right,WAS_EDA,Undefined,1,Top,1,2.0,1.0,Fastball,Sinker,FoulBallFieldable,Undefined,Undefined,GroundBall,Undefined,0,0,,139.00828,-1.05258,-2.737722,2259.914672,230.72277,1:45,1.52747,0.539851,1.843391,-61.736,35.5949,38.6909,0.612735,0.153678,123.68814,-5.683897,0.002193,0.445533,78.12734,-29.670851,-89.867123,,,,,1.50398,1.50398,-58.943008,0.059781,-22.4749,20.3929,-0.477359,15.24,1.49859,1.632228,-38.109859,-0.919283,-4.141788,9.822513,-6.048542,RIK,WAS_EDA,JinguStadium,TeamExclusive,Team,20240414-JinguStadium-1,f5aa95a0-fa02-11ee-b71e-f5fa29320b83,26fc3035-c4c6-48e6-bbf3-67fa6a66eca9,v3,,,,"Shingo, Tomaru",1000101287,Right,RIK,136.1515,0.646375,,15.32015,,,,16.595312,-38.457593,4.911256,1.527344,-0.705154,-3.024271,-0.537738,1.778855,-2.070894,0.773258,0.646375,-0.153838,,0.773255,0.044014,,,,,,,,0.647043,-10.812372,,,,,,,,-0.152664,-18.978483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,溝内 健介,6.0,6.0,2024/04/14,400.932204,400.9322052,1713060112,2.0,4.0,大越,Right,RIK,2,山縣,Right,WAS_EDA,1,Top,1,2,1,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,,,,,,RIK,#101f56,立教,WAS_EDA,#470004,早稲田,JinguStadium,A,春季リーグ戦,Normal,,,,,Undefined,,,,,,2410403005,ファール,,1024,https://youtu.be/Tk7M9JZwrsY&t=1024,1126,https://youtu.be/yC3IymnMtF8&t=1126,戸丸,丸山,田中祥,齋藤大,柴田,西川,桑垣,菅谷,"田中祥,齋藤大,柴田,丸山,西川,菅谷,桑垣,戸丸,大越","尾瀬,山縣,吉納,印出,前田,中村敢,梅村,石郷岡,宮城","大越,戸丸,丸山,田中祥,齋藤大,柴田,西川,桑垣,菅谷","宮城,印出,前田,中村敢,梅村,山縣,石郷岡,尾瀬,吉納","L,L,R,L,L,L,L,L,R,R","R,L,R,L,R,L,R,L,L,L",24S
6,7.0,2024/04/14,02:05.7,2024/04/14,02:05.7,2.0,5.0,"Rei, Okoshi",1000242818,Right,RIK,"Syu, Yamagata",1000126593,Right,WAS_EDA,Undefined,1,Top,1,0.0,2.0,Slider,Slider,FoulBallFieldable,Undefined,Undefined,,Undefined,0,0,,128.86582,1.006692,-2.315661,2766.288653,89.789198,9:00,1.539792,0.457325,1.630281,-110.5766,3.9111,-18.5967,0.72209,-0.391018,116.8534,-6.965243,-3.614974,0.483208,113.54913,35.132097,108.472389,4930.716161,,,,,16.292769,,,7.4554,2.3294,-0.392112,15.24,1.558022,1.520981,-35.356013,0.1633,1.202779,7.432538,-9.430843,RIK,WAS_EDA,JinguStadium,TeamExclusive,Team,20240414-JinguStadium-1,fe2f5ee0-fa02-11ee-b71e-f5fa29320b83,26fc3035-c4c6-48e6-bbf3-67fa6a66eca9,v3,,,,"Shingo, Tomaru",1000101287,Right,RIK,125.53604,10.771637,,12.01242,,,,16.809014,-35.684327,3.716269,1.541608,0.579884,-4.715422,-0.458124,1.467851,0.601389,-0.029724,0.729613,0.300648,,-0.029724,-8.173225,-1.64493,0.866857,-0.299765,0.089018,-0.024484,0.005729,-0.000826,0.729613,18.150939,-6.29868,0.316999,0.059681,-0.045508,0.017432,-0.004804,0.000803,0.300648,24.466371,-7.508398,2.124893,-0.516274,0.115876,-0.025376,0.004855,-0.000581,,,,,,,,,,,,,,,,,,,,,,,溝内 健介,7.0,7.0,2024/04/14,415.1243582,415.1243591,1713060126,2.0,5.0,大越,Right,RIK,2,山縣,Right,WAS_EDA,1,Top,1,2,2,Slider,FoulBall,Undefined,FlyBall,Undefined,0,0,,,,,,,RIK,#101f56,立教,WAS_EDA,#470004,早稲田,JinguStadium,A,春季リーグ戦,Normal,,,,,Undefined,,,,,,2410403006,ファール,,1038,https://youtu.be/Tk7M9JZwrsY&t=1038,1134,https://youtu.be/yC3IymnMtF8&t=1134,戸丸,丸山,田中祥,齋藤大,柴田,西川,桑垣,菅谷,"田中祥,齋藤大,柴田,丸山,西川,菅谷,桑垣,戸丸,大越","尾瀬,山縣,吉納,印出,前田,中村敢,梅村,石郷岡,宮城","大越,戸丸,丸山,田中祥,齋藤大,柴田,西川,桑垣,菅谷","宮城,印出,前田,中村敢,梅村,山縣,石郷岡,尾瀬,吉納","L,L,R,L,L,L,L,L,R,R","R,L,R,L,R,L,R,L,L,L",24S
7,8.0,2024/04/14,02:23.6,2024/04/14,02:23.6,2.0,6.0,"Rei, Okoshi",1000242818,Right,RIK,"Syu, Yamagata",1000126593,Right,WAS_EDA,Undefined,1,Top,1,0.0,2.0,Curveball,Curveball,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,,123.11383,1.437586,-1.088452,2626.30911,63.014511,8:00,1.499665,0.509741,1.769776,-152.067,-25.8358,-60.95,0.386639,-0.408319,109.79553,-9.581663,-5.393187,0.507386,,,,,,,,,,,,29.9109,-13.1231,-0.478177,15.24,1.524981,0.917783,-33.765359,0.26259,4.27593,8.350345,-11.682667,RIK,WAS_EDA,JinguStadium,TeamExclusive,Team,20240414-JinguStadium-1,08ce7ca0-fa03-11ee-b71e-f5fa29320b83,26fc3035-c4c6-48e6-bbf3-67fa6a66eca9,v3,,,,"Shingo, Tomaru",1000101287,Right,RIK,119.55405,,,13.31829,,,,16.669937,-34.117157,4.175173,1.50355,0.754778,-5.841334,-0.513048,0.737639,2.137965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,溝内 健介,8.0,8.0,2024/04/14,432.9711113,432.9711123,1713060144,2.0,6.0,大越,Right,RIK,2,山縣,Right,WAS_EDA,1,Top,1,2,2,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,,,,,,RIK,#101f56,立教,WAS_EDA,#470004,早稲田,JinguStadium,A,春季リーグ戦,Normal,,,,,Nothing,,,,,,2410403007,空三振,,1056,https://youtu.be/Tk7M9JZwrsY&t=1056,1144,https://youtu.be/yC3IymnMtF8&t=1144,戸丸,丸山,田中祥,齋藤大,柴田,西川,桑垣,菅谷,"田中祥,齋藤大,柴田,丸山,西川,菅谷,桑垣,戸丸,大越","尾瀬,山縣,吉納,印出,前田,中村敢,梅村,石郷岡,宮城","大越,戸丸,丸山,田中祥,齋藤大,柴田,西川,桑垣,菅谷","宮城,印出,前田,中村敢,梅村,山縣,石郷岡,尾瀬,吉納","L,L,R,L,L,L,L,L,R,R","R,L,R,L,R,L,R,L,L,L",24S
8,9.0,2024/04/14,02:48.0,2024/04/14,02:48.0,3.0,1.0,"Rei, Okoshi",1000242818,Right,RIK,"Tsubasa, Yoshino",1000101225,Left,WAS_EDA,Undefined,1,Top,2,0.0,0.0,Fastball,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,,141.04186,1.886493,-2.740882,2414.84262,233.473531,1:45,1.513654,0.522942,1.931062,-61.826,31.5961,37.6882,1.425611,0.130046,125.20875,-2.778315,-0.060282,0.436495,,,,,,,,,,,,-21.6445,15.7336,-0.463803,15.24,1.552131,1.657496,-38.659588,1.062575,-4.117876,9.87863,-6.813315,RIK,WAS_EDA,JinguStadium,TeamExclusive,Team,20240414-JinguStadium-1,17566d50-fa03-11ee-b71e-f5fa29320b83,26fc3035-c4c6-48e6-bbf3-67fa6a66eca9,v3,,,,"Shingo, Tomaru",1000101287,Right,RIK,138.97065,,,15.83311,,,,16.50639,-38.981844,4.939315,1.513843,1.284835,-3.406658,-0.520064,1.791827,-2.058938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,溝内 健介,9.0,9.0,2024/04/14,457.3730652,457.3730664,1713060168,3.0,1.0,大越,Right,RIK,3,吉納,Left,WAS_EDA,1,Top,2,0,0,TwoSeamFastball,BallCalled,Undefined,Undefined,Undefined,0,0,,134.0,,,,,RIK,#101f56,立教,WAS_EDA,#470004,早稲田,JinguStadium,A,春季リーグ戦,Normal,,,,,Nothing,,,,,,2410403008,ボール,,1081,https://youtu.be/Tk7M9JZwrsY&t=1081,1153,https://youtu.be/yC3IymnMtF8&t=1153,戸丸,丸山,田中祥,齋藤大,柴田,西川,桑垣,菅谷,"田中祥,齋藤大,柴田,丸山,西川,菅谷,桑垣,戸丸,大越","尾瀬,山縣,吉納,印出,前田,中村敢,梅村,石郷岡,宮城","大越,戸丸,丸山,田中祥,齋藤大,柴田,西川,桑垣,菅谷","宮城,印出,前田,中村敢,梅村,山縣,石郷岡,尾瀬,吉納","L,L,R,L,L,L,L,L,R,R","R,L,R,L,R,L,R,L,L,L",24S
9,10.0,2024/04/14,03:00.1,2024/04/14,03:00.1,3.0,2.0,"Rei, Okoshi",1000242818,Right,RIK,"Tsubasa, Yoshino",1000101225,Left,WAS_EDA,Undefined,1,Top,2,1.0,0.0,Fastball,Sinker,FoulBallFieldable,Undefined,Undefined,,Undefined,0,0,,141.08001,-0.89866,-3.159199,2472.594664,228.211616,1:30,1.456903,0.540763,1.869853,-56.2845,38.0017,38.214,0.640495,0.032039,125.3346,-5.148284,-0.450792,0.438509,,,,,,,,,,,,-22.6071,21.5084,-0.469515,15.24,1.432553,1.943385,-38.665808,-0.800539,-4.287398,10.131028,-5.727627,RIK,WAS_EDA,JinguStadium,TeamExclusive,Team,20240414-JinguStadium-1,1e87db90-fa03-11ee-b71e-f5fa29320b83,26fc3035-c4c6-48e6-bbf3-67fa6a66eca9,v3,,,,"Shingo, Tomaru",1000101287,Right,RIK,138.33231,,,15.74542,,,,16.568609,-39.012371,5.065514,1.456586,-0.604608,-2.863813,-0.538503,2.090048,-2.143699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,溝内 健介,10.0,10.0,2024/04/14,469.5175233,469.5175233,1713060180,3.0,2.0,大越,Right,RIK,3,吉納,Left,WAS_EDA,1,Top,2,1,0,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,,,,,,RIK,#101f56,立教,WAS_EDA,#470004,早稲田,JinguStadium,A,春季リーグ戦,Normal,,,,,Undefined,,,,,,2410403009,ファール,,1093,https://youtu.be/Tk7M9JZwrsY&t=1093,1165,https://youtu.be/yC3IymnMtF8&t=1165,戸丸,丸山,田中祥,齋藤大,柴田,西川,桑垣,菅谷,"田中祥,齋藤大,柴田,丸山,西川,菅谷,桑垣,戸丸,大越","尾瀬,山縣,吉納,印出,前田,中村敢,梅村,石郷岡,宮城","大越,戸丸,丸山,田中祥,齋藤大,柴田,西川,桑垣,菅谷","宮城,印出,前田,中村敢,梅村,山縣,石郷岡,尾瀬,吉納","L,L,R,L,L,L,L,L,R,R","R,L,R,L,R,L,R,L,L,L",24S
