count,PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PlayID,LocalDateTime,UTCDateTime,DetectedShift,1B_PositionAtReleaseX,1B_PositionAtReleaseZ,2B_PositionAtReleaseX,2B_PositionAtReleaseZ,3B_PositionAtReleaseX,3B_PositionAtReleaseZ,SS_PositionAtReleaseX,SS_PositionAtReleaseZ,LF_PositionAtReleaseX,LF_PositionAtReleaseZ,CF_PositionAtReleaseX,CF_PositionAtReleaseZ,RF_PositionAtReleaseX,RF_PositionAtReleaseZ,unixtime,umpire,pitchcount,PitchNo.1,Date(opensen),time1,time2,time3,PAofInning(opensen),PitchofPA(opensen),Pitcher(opensen),PitcherThrows(opensen),PitcherTeam(opensen),dajun,Batter(opensen),BatterSide(opensen),BatterTeam(opensen),Inning(opensen),Top/Bottom(opensen),Outs(opensen),Balls(opensen),Strikes(opensen),TaggedPitchType(opensen),PitchCall(opensen),KorBB(opensen),TaggedHitType(opensen),PlayResult(opensen),OutsOnPlay(opensen),RunsScored(opensen),memo,RelSpeed(opensen),PlateLocHeight(opensen),PlateLocSide(opensen),caught_distance,caught_direction,HomeTeam(opensen),hometeam_color,hometeam_abb,AwayTeam(opensen),awayteam_color,awayteam_abb,Stadium(opensen),Level(opensen),League(opensen),fielding_alignment,Notes(opensen),on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,truetime,season
0,1.0,2024/5/5,51:45.8,2024/5/5,51:45.9,1.0,1.0,"Jo, Takeuchi",1000242217,Right,KEI_KEI,"Hayaka, Kobayashi",1000326169,Right,RIK,Undefined,1,Top,0,0.0,0.0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,131.50808,1.59048,-2.658067,2088.711937,189.107848,12:15,1.572636,0.782653,1.872828,-59.2395,46.9174,6.9563,1.428802,0.103027,119.12561,-2.858265,-2.165401,0.465295,,,,,,,,,,,,-5.5587,24.0077,-0.72133,15.24,1.605877,1.643884,-36.109579,0.817451,-0.941703,7.32618,-5.739477,KEI_KEI,RIK,JinguStadium,TeamExclusive,Team,20240505-JinguStadium-2,cbe1a380-0a92-11ef-ba69-d7bf0e8d973b,651d19f3-dc1f-4922-8b1c-c0a4f7f1e223,v3,,,,"Hikaru, Morimura",1000126502,Right,KEI_KEI,130.36878,,,12.38247,,,,16.565544,-36.377521,3.66309,1.572142,1.027362,-2.869739,-0.782081,1.678325,-0.470852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09c9f175-2382-430b-aebb-e9cc47d49fcb,2024-05-05T12:51:45.8533724+09:00,2024-05-05T03:51:45.8533724Z,NoShift,26.39210913,20.95288711,45.26788651,12.34555064,25.07651816,-20.22775765,40.89192746,-11.75673543,78.69290684,-39.51493233,91.3511464,-1.681508993,76.08886089,41.23452113,1714881106,松永 謙一郎,1.0,1.0,2024/5/5,713.684216,713.6842179,1714881014,1.0,1.0,竹内,Right,KEI_KEI,1,小林隼,Right,RIK,1,Top,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,,KEI_KEI,#112163,慶應,RIK,#101f56,立教,JinguStadium,A,春季リーグ戦,Normal,,,,,Nothing,,,,,,2412512000,ボール,,872,https://youtu.be/fjMAtp49PUg&t=872,1017,https://youtu.be/IVKwxkjbEV8&t=1017,森村,清原,林,本間,水鳥,真田,横地,常松,"横地,本間,水鳥,清原,真田,常松,林,森村,竹内","小林隼,田中祥,柴田,丸山,西川,菅谷,戸丸,桑垣,大越","竹内,森村,清原,林,本間,水鳥,真田,横地,常松","大越,戸丸,丸山,田中祥,柴田,小林隼,西川,桑垣,菅谷","R,L,R,L,R,L,R,R,R,R","R,R,L,L,L,R,L,R,L,R",0:14:34,24S
1,2.0,2024/5/5,51:55.2,2024/5/5,51:55.2,1.0,2.0,"Jo, Takeuchi",1000242217,Right,KEI_KEI,"Hayaka, Kobayashi",1000326169,Right,RIK,Undefined,1,Top,0,1.0,0.0,Fastball,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,,133.50249,0.034888,-1.882237,2071.358285,199.419684,12:45,1.534925,0.847171,1.834486,-61.8507,41.3157,13.3562,0.926273,0.449145,121.35616,-4.571542,-0.936941,0.458695,,,,,,,,,,,,-8.3742,22.2797,-0.803134,15.24,1.531745,1.146077,-36.710363,-0.189925,-1.465823,7.592621,-5.90679,KEI_KEI,RIK,JinguStadium,TeamExclusive,Team,20240505-JinguStadium-2,d16d02e0-0a92-11ef-ba69-d7bf0e8d973b,651d19f3-dc1f-4922-8b1c-c0a4f7f1e223,v3,,,,"Hikaru, Morimura",1000126502,Right,KEI_KEI,132.24476,,,12.14633,,,,16.605305,-36.991664,3.796311,1.534728,0.028918,-2.953395,-0.846601,1.200385,-0.732912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfd4f141-60c6-4eb6-b949-91d5a1639273,2024-05-05T12:51:55.1968604+09:00,2024-05-05T03:51:55.1968604Z,NoShift,26.52260106,21.06543312,45.17433957,12.20240958,25.53179349,-20.70600882,41.29726048,-11.64901373,78.69374917,-39.44305427,91.23035773,-1.63196732,77.24304022,41.56452802,1714881115,松永 謙一郎,2.0,2.0,2024/5/5,816.13254,816.1325409,1714881116,1.0,2.0,竹内,Right,KEI_KEI,1,小林隼,Right,RIK,1,Top,0,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,130.0,92.6,40.7,,,KEI_KEI,#112163,慶應,RIK,#101f56,立教,JinguStadium,A,春季リーグ戦,Normal,,,,,Nothing,,,,,,2412512001,ボール,,881,https://youtu.be/fjMAtp49PUg&t=881,1026,https://youtu.be/IVKwxkjbEV8&t=1026,森村,清原,林,本間,水鳥,真田,横地,常松,"横地,本間,水鳥,清原,真田,常松,林,森村,竹内","小林隼,田中祥,柴田,丸山,西川,菅谷,戸丸,桑垣,大越","竹内,森村,清原,林,本間,水鳥,真田,横地,常松","大越,戸丸,丸山,田中祥,柴田,小林隼,西川,桑垣,菅谷","R,L,R,L,R,L,R,R,R,R","R,R,L,L,L,R,L,R,L,R",0:14:43,24S
2,3.0,2024/5/5,52:06.3,2024/5/5,52:06.3,1.0,3.0,"Jo, Takeuchi",1000242217,Right,KEI_KEI,"Hayaka, Kobayashi",1000326169,Right,RIK,Undefined,1,Top,0,2.0,0.0,Fastball,Cutter,BallCalled,Undefined,Undefined,,Undefined,0,0,,131.79195,-0.561492,-4.224346,2071.453406,181.139821,12:00,1.538952,0.775845,1.897953,-57.808,48.1167,0.8844,0.802537,-0.405413,119.4325,-4.89999,-4.161789,0.464786,,,,,,,,,,,,-3.7528,26.4166,-0.679564,15.24,1.522657,2.665345,-36.139868,-0.533381,-0.634724,7.551413,-5.338768,KEI_KEI,RIK,JinguStadium,TeamExclusive,Team,20240505-JinguStadium-2,d80cdf80-0a92-11ef-ba69-d7bf0e8d973b,651d19f3-dc1f-4922-8b1c-c0a4f7f1e223,v3,,,,"Hikaru, Morimura",1000126502,Right,KEI_KEI,130.51165,,,12.35944,,,,16.540609,-36.410616,3.775706,1.538349,-0.341966,-2.669384,-0.775535,2.688102,-0.317362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9c2bb9b9-adbf-448e-b07e-052bca48716d,2024-05-05T12:52:06.2624604+09:00,2024-05-05T03:52:06.2624604Z,NoShift,26.92530799,21.50760818,45.18050014,12.27250206,25.5178041,-20.80135491,41.46083503,-11.68183393,79.35454657,-40.48928979,91.02569435,-1.731964753,76.08206008,40.93652545,1714881126,松永 謙一郎,3.0,3.0,2024/5/5,827.0845129,827.0845151,1714881127,1.0,3.0,竹内,Right,KEI_KEI,1,小林隼,Right,RIK,1,Top,0,2,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,130.0,69.0,-31.5,,,KEI_KEI,#112163,慶應,RIK,#101f56,立教,JinguStadium,A,春季リーグ戦,Normal,,,,,Nothing,,,,,,2412512002,ボール,,892,https://youtu.be/fjMAtp49PUg&t=892,1037,https://youtu.be/IVKwxkjbEV8&t=1037,森村,清原,林,本間,水鳥,真田,横地,常松,"横地,本間,水鳥,清原,真田,常松,林,森村,竹内","小林隼,田中祥,柴田,丸山,西川,菅谷,戸丸,桑垣,大越","竹内,森村,清原,林,本間,水鳥,真田,横地,常松","大越,戸丸,丸山,田中祥,柴田,小林隼,西川,桑垣,菅谷","R,L,R,L,R,L,R,R,R,R","R,R,L,L,L,R,L,R,L,R",0:14:54,24S
3,4.0,2024/5/5,52:18.5,2024/5/5,52:18.5,1.0,4.0,"Jo, Takeuchi",1000242217,Right,KEI_KEI,"Hayaka, Kobayashi",1000326169,Right,RIK,Undefined,1,Top,0,3.0,0.0,Fastball,Slider,HitByPitch,Walk,Undefined,,Undefined,0,0,,132.1888,1.297258,-0.813033,2065.360885,180.665134,12:00,1.526851,0.771691,1.829496,-65.6061,38.5491,0.4119,1.237247,0.546187,121.28105,-3.557502,-0.783886,0.460888,,,,,,,,,,,,-0.7573,19.9088,-0.752239,15.24,1.553597,0.514502,-36.386727,0.595298,-0.131801,6.679723,-6.341906,KEI_KEI,RIK,JinguStadium,TeamExclusive,Team,20240505-JinguStadium-2,df586570-0a92-11ef-ba69-d7bf0e8d973b,651d19f3-dc1f-4922-8b1c-c0a4f7f1e223,v3,,,,"Hikaru, Morimura",1000126502,Right,KEI_KEI,131.61553,,,10.90775,,,,16.610254,-36.637408,3.339861,1.52679,0.833302,-3.170953,-0.771641,0.519448,-0.0659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6e084d63-b45b-4b07-a383-348dc66e6e03,2024-05-05T12:52:18.5189724+09:00,2024-05-05T03:52:18.5189724Z,NoShift,26.73704696,21.28906344,45.156098,12.34575213,26.07670281,-21.04227078,41.89581975,-11.66186538,78.68394422,-39.83763256,94.3193303,-1.757447322,76.27661815,41.40732622,1714881139,松永 謙一郎,4.0,4.0,2024/5/5,839.3504519,839.3504541,1714881139,1.0,4.0,竹内,Right,KEI_KEI,1,小林隼,Right,RIK,1,Top,0,3,0,Fastball,HitByPitch,Undefined,Undefined,Undefined,0,0,,,115.7,112.7,,,KEI_KEI,#112163,慶應,RIK,#101f56,立教,JinguStadium,A,春季リーグ戦,Normal,,,,,Nothing,,,,,,2412512003,四球,,905,https://youtu.be/fjMAtp49PUg&t=905,1050,https://youtu.be/IVKwxkjbEV8&t=1050,森村,清原,林,本間,水鳥,真田,横地,常松,"横地,本間,水鳥,清原,真田,常松,林,森村,竹内","小林隼,田中祥,柴田,丸山,西川,菅谷,戸丸,桑垣,大越","竹内,森村,清原,林,本間,水鳥,真田,横地,常松","大越,戸丸,丸山,田中祥,柴田,小林隼,西川,桑垣,菅谷","R,L,R,L,R,L,R,R,R,R","R,R,L,L,L,R,L,R,L,R",0:15:07,24S
4,5.0,2024/5/5,52:55.4,2024/5/5,52:55.4,2.0,1.0,"Jo, Takeuchi",1000242217,Right,KEI_KEI,"Shoto, Tanaka",1000101293,Left,RIK,Undefined,1,Top,0,0.0,0.0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,,Undefined,0,0,1,132.55293,-0.546908,-1.433797,1940.150703,196.541267,12:30,1.510291,0.771078,1.922246,-74.442,30.7848,7.942,0.612252,0.447818,118.83,-6.106854,-0.868116,0.463253,,,,,,,,,,,,-5.3752,17.6509,-0.739464,15.24,1.493878,0.874756,-36.400703,-0.598001,-0.909281,8.571633,-6.820761,KEI_KEI,RIK,JinguStadium,TeamExclusive,Team,20240505-JinguStadium-2,f55b7790-0a92-11ef-ba69-d7bf0e8d973b,651d19f3-dc1f-4922-8b1c-c0a4f7f1e223,v3,,,,"Hikaru, Morimura",1000126502,Right,KEI_KEI,130.94367,,,13.72294,,,,16.516108,-36.699971,4.285816,1.510599,-0.359863,-3.41038,-0.770559,0.906503,-0.45464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42d82340-5596-4990-b172-6a1f614b39ba,2024-05-05T12:52:55.4236764+09:00,2024-05-05T03:52:55.4236764Z,NoShift,18.91411081,17.51908612,35.52973346,9.937928072,19.57773277,-15.13849924,,,81.48734471,-38.31757428,96.86563023,2.568886259,81.03262688,42.9233149,1714881175,松永 謙一郎,5.0,5.0,2024/5/5,876.202296,876.202297,1714881176,2.0,1.0,竹内,Right,KEI_KEI,2,田中祥,Left,RIK,1,Top,0,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,132.0,57.0,27.6,,,KEI_KEI,#112163,慶應,RIK,#101f56,立教,JinguStadium,A,春季リーグ戦,Normal,1,小林隼,,,Nothing,,,,,,2412512004,見逃し,,942,https://youtu.be/fjMAtp49PUg&t=942,1067,https://youtu.be/IVKwxkjbEV8&t=1067,森村,清原,林,本間,水鳥,真田,横地,常松,"横地,本間,水鳥,清原,真田,常松,林,森村,竹内","小林隼,田中祥,柴田,丸山,西川,菅谷,戸丸,桑垣,大越","竹内,森村,清原,林,本間,水鳥,真田,横地,常松","大越,戸丸,丸山,田中祥,柴田,小林隼,西川,桑垣,菅谷","R,L,R,L,R,L,R,R,R,R","R,R,L,L,L,R,L,R,L,R",0:15:44,24S
5,6.0,2024/5/5,53:15.3,2024/5/5,53:15.3,2.0,2.0,"Jo, Takeuchi",1000242217,Right,KEI_KEI,"Shoto, Tanaka",1000101293,Left,RIK,Undefined,1,Top,0,0.0,1.0,Fastball,Changeup,FoulBallFieldable,Undefined,Undefined,,Undefined,0,0,1,130.13103,0.694836,-2.722278,1886.555213,198.201134,12:30,1.483545,0.797711,1.883774,-84.4174,25.1101,6.9164,0.835172,0.100082,116.89593,-5.566831,-2.23174,0.472624,,,,,,,,,,,,-5.9025,13.5768,-0.735427,15.24,1.49451,1.666661,-35.711431,0.140343,-0.964464,8.030984,-7.588198,KEI_KEI,RIK,JinguStadium,TeamExclusive,Team,20240505-JinguStadium-2,0128dc20-0a93-11ef-ba69-d7bf0e8d973b,651d19f3-dc1f-4922-8b1c-c0a4f7f1e223,v3,,,,"Hikaru, Morimura",1000126502,Right,KEI_KEI,128.34718,,,13.23509,,,,16.554846,-36.005907,4.015492,1.484263,0.418583,-3.794099,-0.797188,1.702025,-0.482232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fa914b6d-5500-469a-a0bc-fc638d797414,2024-05-05T12:53:15.2543580+09:00,2024-05-05T03:53:15.2543580Z,NoShift,19.06837044,17.87185903,35.36400724,10.59123448,19.21832524,-14.77060691,,,81.00210222,-39.21823844,96.85047428,2.719491885,80.86018142,41.30165483,1714881195,松永 謙一郎,6.0,6.0,2024/5/5,895.9023659,895.9023681,1714881196,2.0,2.0,竹内,Right,KEI_KEI,2,田中祥,Left,RIK,1,Top,0,0,1,Fastball,FoulBall,Undefined,Bunt,Undefined,0,0,,,38.3,17.6,,,KEI_KEI,#112163,慶應,RIK,#101f56,立教,JinguStadium,A,春季リーグ戦,Normal,1,小林隼,,,Undefined,,,,,,2412512005,ファール,,961,https://youtu.be/fjMAtp49PUg&t=961,1087,https://youtu.be/IVKwxkjbEV8&t=1087,森村,清原,林,本間,水鳥,真田,横地,常松,"横地,本間,水鳥,清原,真田,常松,林,森村,竹内","小林隼,田中祥,柴田,丸山,西川,菅谷,戸丸,桑垣,大越","竹内,森村,清原,林,本間,水鳥,真田,横地,常松","大越,戸丸,丸山,田中祥,柴田,小林隼,西川,桑垣,菅谷","R,L,R,L,R,L,R,R,R,R","R,R,L,L,L,R,L,R,L,R",0:16:03,24S
6,,2024/5/5,0:53:56,2024/5/5,0:53:56,,,"Jo, Takeuchi",1000242217,Right,KEI_KEI,"Shoto, Tanaka",1000101293,Left,RIK,,1,Top,0,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KEI_KEI,RIK,JinguStadium,TeamExclusive,Team,20240505-JinguStadium-2,,651d19f3-dc1f-4922-8b1c-c0a4f7f1e223,v3,,,,"Hikaru, Morimura",1000126502,Right,KEI_KEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1714881237,松永 謙一郎,,,2024/5/5,936.937433,936.9374349,1714881237,,,竹内,Right,KEI_KEI,2,田中祥,Left,RIK,1,Top,0,0,2,,,,,,0,0,,,,,,,KEI_KEI,#112163,慶應,RIK,#101f56,立教,JinguStadium,A,春季リーグ戦,Normal,1,小林隼,,,PickOff,,,,"1,3","1,3",2412512006,牽制,,1002,https://youtu.be/fjMAtp49PUg&t=1002,1120,https://youtu.be/IVKwxkjbEV8&t=1120,森村,清原,林,本間,水鳥,真田,横地,常松,"横地,本間,水鳥,清原,真田,常松,林,森村,竹内","小林隼,田中祥,柴田,丸山,西川,菅谷,戸丸,桑垣,大越","竹内,森村,清原,林,本間,水鳥,真田,横地,常松","大越,戸丸,丸山,田中祥,柴田,小林隼,西川,桑垣,菅谷","R,L,R,L,R,L,R,R,R,R","R,R,L,L,L,R,L,R,L,R",0:16:44,24S
7,7.0,2024/5/5,54:04.7,2024/5/5,54:04.7,2.0,3.0,"Jo, Takeuchi",1000242217,Right,KEI_KEI,"Shoto, Tanaka",1000101293,Left,RIK,Undefined,1,Top,0,0.0,2.0,Fastball,Cutter,BallCalled,Undefined,Undefined,,Undefined,0,0,1,135.62545,-0.140078,-1.282138,2123.612732,178.412075,12:00,1.527805,0.784615,1.804891,-54.1093,45.6095,-1.1776,0.947082,0.410141,123.94988,-4.171718,-1.365349,0.450965,,,,,,,,,,,,-0.3009,24.4226,-0.753263,15.24,1.520703,0.840662,-37.309421,-0.277159,-0.054788,7.353142,-5.359417,KEI_KEI,RIK,JinguStadium,TeamExclusive,Team,20240505-JinguStadium-2,1ea7d300-0a93-11ef-ba69-d7bf0e8d973b,651d19f3-dc1f-4922-8b1c-c0a4f7f1e223,v3,,,,"Hikaru, Morimura",1000126502,Right,KEI_KEI,134.51144,,,11.67557,,,,16.634402,-37.583233,3.676571,1.527307,-0.077588,-2.679708,-0.784605,0.842702,-0.027394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428a7512-2ebb-4cae-b59e-578672792577,2024-05-05T12:54:04.7233372+09:00,2024-05-05T03:54:04.7233372Z,NoShift,19.21835233,17.87091182,35.63650729,10.15023602,19.56981919,-15.0029291,66.16181162,-12.29211736,77.35997965,-37.85756995,96.37327557,3.005352804,78.98354301,40.57813866,1714881245,松永 謙一郎,7.0,7.0,2024/5/5,945.5154519,945.5154541,1714881245,2.0,3.0,竹内,Right,KEI_KEI,2,田中祥,Left,RIK,1,Top,0,0,2,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,134.0,99.0,38.7,,,KEI_KEI,#112163,慶應,RIK,#101f56,立教,JinguStadium,A,春季リーグ戦,Normal,1,小林隼,,,Nothing,,,,,,2412512007,ボール,,1011,https://youtu.be/fjMAtp49PUg&t=1011,1128,https://youtu.be/IVKwxkjbEV8&t=1128,森村,清原,林,本間,水鳥,真田,横地,常松,"横地,本間,水鳥,清原,真田,常松,林,森村,竹内","小林隼,田中祥,柴田,丸山,西川,菅谷,戸丸,桑垣,大越","竹内,森村,清原,林,本間,水鳥,真田,横地,常松","大越,戸丸,丸山,田中祥,柴田,小林隼,西川,桑垣,菅谷","R,L,R,L,R,L,R,R,R,R","R,R,L,L,L,R,L,R,L,R",0:16:53,24S
8,8.0,2024/5/5,54:27.1,2024/5/5,54:27.1,2.0,4.0,"Jo, Takeuchi",1000242217,Right,KEI_KEI,"Shoto, Tanaka",1000101293,Left,RIK,Undefined,1,Top,0,1.0,2.0,Fastball,Cutter,InPlay,Undefined,GroundBall,GroundBall,Single,0,0,1,134.82253,-0.949572,-2.826303,2117.814403,192.721493,12:30,1.507588,0.785378,1.814991,-57.351,42.7186,8.9916,0.665319,0.075757,124.44675,-5.182627,-2.191382,0.451758,132.19263,-14.200434,-29.307056,,,,,2.738802,2.738802,-27.622647,0.069389,-6.43,23.4655,-0.717508,15.24,1.480685,1.789414,-37.088755,-0.817339,-1.168147,6.613709,-5.543657,KEI_KEI,RIK,JinguStadium,TeamExclusive,Team,20240505-JinguStadium-2,2bfd8540-0a93-11ef-ba69-d7bf0e8d973b,651d19f3-dc1f-4922-8b1c-c0a4f7f1e223,v3,,,,"Hikaru, Morimura",1000126502,Right,KEI_KEI,134.27546,0.626323,,10.37578,,,,16.624887,-37.334893,3.306855,1.507264,-0.611024,-2.771829,-0.784913,1.832888,-0.584073,0.268303,0.626323,-0.058287,180.0,0.267602,31.104679,,,,,,,,0.626526,-9.02622,,,,,,,,-0.057893,-17.460169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d94bd29-50ea-4624-8a3d-36d8544da132,2024-05-05T12:54:27.1285596+09:00,2024-05-05T03:54:27.1285596Z,NoShift,19.27321272,17.62147096,36.54407462,9.952992715,20.06736608,-15.35838986,,,75.78845197,-38.25253955,96.89448259,2.919270933,80.58278538,41.29393372,1714881267,松永 謙一郎,8.0,8.0,2024/5/5,967.7501059,967.750108,1714881268,2.0,4.0,竹内,Right,KEI_KEI,2,田中祥,Left,RIK,1,Top,0,1,2,Fastball,InPlay,Undefined,GroundBall,Single,0,0,B2H,,,,57.57126711,-31.16514684,KEI_KEI,#112163,慶應,RIK,#101f56,立教,JinguStadium,A,春季リーグ戦,Normal,1,小林隼,,,Undefined,,,,7,7,2412512008,左安,,1033,https://youtu.be/fjMAtp49PUg&t=1033,1150,https://youtu.be/IVKwxkjbEV8&t=1150,森村,清原,林,本間,水鳥,真田,横地,常松,"横地,本間,水鳥,清原,真田,常松,林,森村,竹内","小林隼,田中祥,柴田,丸山,西川,菅谷,戸丸,桑垣,大越","竹内,森村,清原,林,本間,水鳥,真田,横地,常松","大越,戸丸,丸山,田中祥,柴田,小林隼,西川,桑垣,菅谷","R,L,R,L,R,L,R,R,R,R","R,R,L,L,L,R,L,R,L,R",0:17:15,24S
9,9.0,2024/5/5,55:10.6,2024/5/5,55:10.6,3.0,1.0,"Jo, Takeuchi",1000242217,Right,KEI_KEI,"Kyosuke, Shibata",1000101303,Left,RIK,Undefined,1,Top,0,0.0,0.0,Fastball,Slider,StrikeCalled,Undefined,Undefined,,Undefined,0,0,"1,2",131.37947,-0.217485,-1.927766,2050.557889,189.841492,12:15,1.504978,0.826986,1.882522,-70.9679,35.5525,5.5203,0.734045,0.339349,118.93606,-5.498132,-1.535857,0.466091,,,,,,,,,,,,-4.3811,19.6627,-0.78289,15.24,1.495672,1.190008,-36.101659,-0.3765,-0.737723,7.680666,-6.495667,KEI_KEI,RIK,JinguStadium,TeamExclusive,Team,20240505-JinguStadium-2,45f466d0-0a93-11ef-ba69-d7bf0e8d973b,651d19f3-dc1f-4922-8b1c-c0a4f7f1e223,v3,,,,"Hikaru, Morimura",1000126502,Right,KEI_KEI,130.14613,,,12.4434,,,,16.556282,-36.380622,3.840333,1.505063,-0.140577,-3.247834,-0.826598,1.216802,-0.368862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5549ab84-8e5f-4cc3-b85f-b4682b6859a3,2024-05-05T12:55:10.6468700+09:00,2024-05-05T03:55:10.6468700Z,NoShift,20.26464045,16.38003741,38.12590145,10.27346261,20.91424316,-15.77500547,39.28094526,-7.71943328,84.14530098,-39.30798521,98.46670375,2.739188103,85.53392354,43.57576064,1714881311,松永 謙一郎,9.0,9.0,2024/5/5,1011.299174,1011.299175,1714881311,3.0,1.0,竹内,Right,KEI_KEI,3,柴田,Left,RIK,1,Top,0,0,0,Cutter,StrikeCalled,Undefined,Undefined,Undefined,0,0,,125.0,59.0,23.2,,,KEI_KEI,#112163,慶應,RIK,#101f56,立教,JinguStadium,A,春季リーグ戦,Normal,"1,2",田中祥,小林隼,,Nothing,,,,,,2412512009,見逃し,,1077,https://youtu.be/fjMAtp49PUg&t=1077,1173,https://youtu.be/IVKwxkjbEV8&t=1173,森村,清原,林,本間,水鳥,真田,横地,常松,"横地,本間,水鳥,清原,真田,常松,林,森村,竹内","小林隼,田中祥,柴田,丸山,西川,菅谷,戸丸,桑垣,大越","竹内,森村,清原,林,本間,水鳥,真田,横地,常松","大越,戸丸,丸山,田中祥,柴田,小林隼,西川,桑垣,菅谷","R,L,R,L,R,L,R,R,R,R","R,R,L,L,L,R,L,R,L,R",0:17:59,24S
