count,PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,umpire,pitchcount,PitchNo.1,Date(opensen),time1,time2,time3,PAofInning(opensen),PitchofPA(opensen),Pitcher(opensen),PitcherThrows(opensen),PitcherTeam(opensen),dajun,Batter(opensen),BatterSide(opensen),BatterTeam(opensen),Inning(opensen),Top/Bottom(opensen),Outs(opensen),Balls(opensen),Strikes(opensen),TaggedPitchType(opensen),PitchCall(opensen),KorBB(opensen),TaggedHitType(opensen),PlayResult(opensen),OutsOnPlay(opensen),RunsScored(opensen),memo,RelSpeed(opensen),PlateLocHeight(opensen),PlateLocSide(opensen),caught_distance,caught_direction,HomeTeam(opensen),hometeam_color,hometeam_abb,AwayTeam(opensen),awayteam_color,awayteam_abb,Stadium(opensen),Level(opensen),League(opensen),fielding_alignment,Notes(opensen),on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,truetime,season
0,1.0,2024/4/13,55:31.8,2024/4/13,55:31.9,1.0,1.0,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Shoto, Tanaka",1000101293,Left,RIK,Undefined,1,Top,0,0.0,0.0,Fastball,Sinker,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,,146.99447,-1.042975,-2.32223,2052.800928,234.381543,1:45,1.465804,0.442124,2.027125,-46.2095,36.7944,47.5271,0.71249,0.269232,133.70622,-4.537486,1.08316,0.411438,,,,,,,,,,,,-26.5848,20.9537,-0.3964,15.24,1.442055,1.412325,-40.450066,-0.883891,-5.65735,9.111419,-5.347628,WAS_EDA,RIK,JinguStadium,Spring,,20240413-JinguStadium-4,0e61a9a0-f952-11ee-95e0-e9829374c5f3,656a7768-9378-4f4c-9df1-9a5048b21333,v3,,,,"Taichi, Inde",1000101222,Right,WAS_EDA,147.43428,,,13.28826,,,,16.412439,-40.713302,4.55571,1.465359,-0.729394,-2.673814,-0.439565,1.575771,-2.828675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資,1.0,1.0,2024/4/13,377.069351,377.0693541,1712984132,1.0,1.0,伊藤樹,Right,WAS_EDA,1,田中祥,Left,RIK,1,Top,0,0,0,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,143.0,67.0,30.7,,,WAS_EDA,#470004,早稲田,RIK,#101f56,立教,JinguStadium,A,春季リーグ戦,Normal,,,,,Nothing,,,,,,2410313000,空振り,,897,https://youtu.be/PYFWdATw8bc&t=897,1068,https://youtu.be/eCWnYjN7sSA&t=1068,印出,前田,中村敢,梅村,山縣,石郷岡,尾瀬,吉納,"尾瀬,山縣,吉納,印出,前田,中村敢,梅村,石郷岡,伊藤樹","田中祥,齋藤大,柴田,丸山,鈴木唯,菅谷,桑垣,戸丸,小畠","伊藤樹,印出,前田,中村敢,梅村,山縣,石郷岡,尾瀬,吉納","小畠,戸丸,丸山,田中祥,齋藤大,柴田,鈴木唯,桑垣,菅谷","R,L,R,L,R,L,R,L,R,R","R,L,R,L,L,L,L,L,R,R",0:03:32,24S
1,2.0,2024/4/13,55:51.8,2024/4/13,55:51.8,1.0,2.0,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Shoto, Tanaka",1000101293,Left,RIK,Undefined,1,Top,0,0.0,1.0,Fastball,Sinker,BallCalled,Undefined,Undefined,,Undefined,0,0,,148.51701,-0.661698,-1.53181,2117.034672,234.244338,1:45,1.464741,0.434438,1.911565,-47.4745,34.1098,44.0157,0.804,0.44409,136.47034,-4.199368,1.600839,0.407904,,,,,,,,,,,,-23.7464,18.8954,-0.402287,15.24,1.446993,0.871897,-40.907029,-0.644448,-5.226917,8.382356,-5.647504,WAS_EDA,RIK,JinguStadium,Spring,,20240413-JinguStadium-4,1a3d6610-f952-11ee-95e0-e9829374c5f3,656a7768-9378-4f4c-9df1-9a5048b21333,v3,,,,"Taichi, Inde",1000101222,Right,WAS_EDA,148.71142,,,12.04666,,,,16.52834,-41.170179,4.191178,1.464441,-0.467154,-2.823752,-0.432234,1.035987,-2.613458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資,2.0,2.0,2024/4/13,397.0097671,397.009768,1712984152,1.0,2.0,伊藤樹,Right,WAS_EDA,1,田中祥,Left,RIK,1,Top,0,0,1,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,144.0,68.6,38.7,,,WAS_EDA,#470004,早稲田,RIK,#101f56,立教,JinguStadium,A,春季リーグ戦,Normal,,,,,Nothing,,,,,,2410313001,ボール,,917,https://youtu.be/PYFWdATw8bc&t=917,1088,https://youtu.be/eCWnYjN7sSA&t=1088,印出,前田,中村敢,梅村,山縣,石郷岡,尾瀬,吉納,"尾瀬,山縣,吉納,印出,前田,中村敢,梅村,石郷岡,伊藤樹","田中祥,齋藤大,柴田,丸山,鈴木唯,菅谷,桑垣,戸丸,小畠","伊藤樹,印出,前田,中村敢,梅村,山縣,石郷岡,尾瀬,吉納","小畠,戸丸,丸山,田中祥,齋藤大,柴田,鈴木唯,桑垣,菅谷","R,L,R,L,R,L,R,L,R,R","R,L,R,L,L,L,L,L,R,R",0:03:52,24S
2,3.0,2024/4/13,56:05.8,2024/4/13,56:05.8,1.0,3.0,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Shoto, Tanaka",1000101293,Left,RIK,Undefined,1,Top,0,1.0,1.0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,146.2045,-1.553051,-2.064536,2046.177915,229.742955,1:45,1.455625,0.462523,1.955857,-46.9374,37.0647,40.727,0.550692,0.291052,134.12208,-5.066284,0.841467,0.413904,,,,,,,,,,,,-22.5769,21.199,-0.419602,15.24,1.419173,1.253038,-40.244959,-1.251232,-4.797993,8.313274,-5.301485,WAS_EDA,RIK,JinguStadium,Spring,,20240413-JinguStadium-4,22a1d610-f952-11ee-95e0-e9829374c5f3,656a7768-9378-4f4c-9df1-9a5048b21333,v3,,,,"Taichi, Inde",1000101222,Right,WAS_EDA,146.55574,,,12.08242,,,,16.483951,-40.501103,4.156637,1.455208,-1.087886,-2.650743,-0.460488,1.400871,-2.398996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資,3.0,3.0,2024/4/13,411.00161,411.0016122,1712984166,1.0,3.0,伊藤樹,Right,WAS_EDA,1,田中祥,Left,RIK,1,Top,0,1,1,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,138.0,51.0,27.2,,,WAS_EDA,#470004,早稲田,RIK,#101f56,立教,JinguStadium,A,春季リーグ戦,Normal,,,,,Nothing,,,,,,2410313002,見逃し,,931,https://youtu.be/PYFWdATw8bc&t=931,1102,https://youtu.be/eCWnYjN7sSA&t=1102,印出,前田,中村敢,梅村,山縣,石郷岡,尾瀬,吉納,"尾瀬,山縣,吉納,印出,前田,中村敢,梅村,石郷岡,伊藤樹","田中祥,齋藤大,柴田,丸山,鈴木唯,菅谷,桑垣,戸丸,小畠","伊藤樹,印出,前田,中村敢,梅村,山縣,石郷岡,尾瀬,吉納","小畠,戸丸,丸山,田中祥,齋藤大,柴田,鈴木唯,桑垣,菅谷","R,L,R,L,R,L,R,L,R,R","R,L,R,L,L,L,L,L,R,R",0:04:06,24S
3,4.0,2024/4/13,56:22.8,2024/4/13,56:22.8,1.0,4.0,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Shoto, Tanaka",1000101293,Left,RIK,Undefined,1,Top,0,1.0,2.0,Fastball,Sinker,BallCalled,Undefined,Undefined,,Undefined,0,0,,147.8528,-2.380443,-2.25264,2120.45254,231.704846,1:45,1.483301,0.399517,2.018758,-43.0052,39.0594,46.0623,0.387957,0.231092,134.90448,-5.629127,1.046804,0.409103,,,,,,,,,,,,-25.8326,23.1044,-0.35497,15.24,1.431856,1.380858,-40.669316,-1.827736,-5.568163,9.047684,-4.826554,WAS_EDA,RIK,JinguStadium,Spring,,20240413-JinguStadium-4,2cba5eb0-f952-11ee-95e0-e9829374c5f3,656a7768-9378-4f4c-9df1-9a5048b21333,v3,,,,"Taichi, Inde",1000101222,Right,WAS_EDA,148.27558,,,12.94832,,,,16.421088,-40.931228,4.523842,1.482743,-1.688016,-2.413277,-0.397277,1.542045,-2.784081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資,4.0,4.0,2024/4/13,428.0538871,428.0538871,1712984183,1.0,4.0,伊藤樹,Right,WAS_EDA,1,田中祥,Left,RIK,1,Top,0,1,2,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,144.0,23.0,12.4,,,WAS_EDA,#470004,早稲田,RIK,#101f56,立教,JinguStadium,A,春季リーグ戦,Normal,,,,,Nothing,,,,,,2410313003,ボール,,948,https://youtu.be/PYFWdATw8bc&t=948,1119,https://youtu.be/eCWnYjN7sSA&t=1119,印出,前田,中村敢,梅村,山縣,石郷岡,尾瀬,吉納,"尾瀬,山縣,吉納,印出,前田,中村敢,梅村,石郷岡,伊藤樹","田中祥,齋藤大,柴田,丸山,鈴木唯,菅谷,桑垣,戸丸,小畠","伊藤樹,印出,前田,中村敢,梅村,山縣,石郷岡,尾瀬,吉納","小畠,戸丸,丸山,田中祥,齋藤大,柴田,鈴木唯,桑垣,菅谷","R,L,R,L,R,L,R,L,R,R","R,L,R,L,L,L,L,L,R,R",0:04:23,24S
4,5.0,2024/4/13,56:37.6,2024/4/13,56:37.6,1.0,5.0,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Shoto, Tanaka",1000101293,Left,RIK,Undefined,1,Top,0,2.0,2.0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,,133.74696,2.347483,-2.638368,1215.191813,294.06256,3:45,1.447672,0.478715,1.858233,-111.4977,-10.1357,29.2392,0.995541,0.026805,123.14479,-5.745872,-0.566905,0.454666,,,,,,,,,,,,-16.7242,-5.736,-0.418549,15.24,1.495864,1.559654,-36.79376,1.067822,-2.98324,6.665957,-10.829831,WAS_EDA,RIK,JinguStadium,Spring,,20240413-JinguStadium-4,358bc150-f952-11ee-95e0-e9829374c5f3,656a7768-9378-4f4c-9df1-9a5048b21333,v3,,,,"Taichi, Inde",1000101222,Right,WAS_EDA,133.41668,,,10.60217,,,,16.582242,-37.036137,3.332979,1.449879,1.461599,-5.414916,-0.477231,1.668125,-1.49162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資,5.0,5.0,2024/4/13,442.747432,442.7474329,1712984198,1.0,5.0,伊藤樹,Right,WAS_EDA,1,田中祥,Left,RIK,1,Top,0,2,2,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,131.0,115.0,6.8,,,WAS_EDA,#470004,早稲田,RIK,#101f56,立教,JinguStadium,A,春季リーグ戦,Normal,,,,,Nothing,,,,,,2410313004,ボール,,963,https://youtu.be/PYFWdATw8bc&t=963,1133,https://youtu.be/eCWnYjN7sSA&t=1133,印出,前田,中村敢,梅村,山縣,石郷岡,尾瀬,吉納,"尾瀬,山縣,吉納,印出,前田,中村敢,梅村,石郷岡,伊藤樹","田中祥,齋藤大,柴田,丸山,鈴木唯,菅谷,桑垣,戸丸,小畠","伊藤樹,印出,前田,中村敢,梅村,山縣,石郷岡,尾瀬,吉納","小畠,戸丸,丸山,田中祥,齋藤大,柴田,鈴木唯,桑垣,菅谷","R,L,R,L,R,L,R,L,R,R","R,L,R,L,L,L,L,L,R,R",0:04:38,24S
5,6.0,2024/4/13,56:53.7,2024/4/13,56:53.7,1.0,6.0,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Shoto, Tanaka",1000101293,Left,RIK,Undefined,1,Top,0,3.0,2.0,Fastball,Sinker,InPlay,Undefined,LineDrive,LineDrive,Single,0,0,,145.52412,-1.031653,-2.550348,2098.009073,240.458102,2:00,1.461499,0.396914,1.967601,-56.6299,28.8652,45.8633,0.606021,0.140982,132.25472,-5.261408,0.723765,0.417566,157.21136,7.76197,-1.268831,1315.043875,33.399545,1.800429,-2.931982,46.729847,46.729847,-6.321391,1.257244,-25.9362,16.7349,-0.344225,15.24,1.436199,1.563881,-40.025654,-0.922013,-5.393548,9.075625,-6.326562,WAS_EDA,RIK,JinguStadium,Spring,,20240413-JinguStadium-4,3f2c33c0-f952-11ee-95e0-e9829374c5f3,656a7768-9378-4f4c-9df1-9a5048b21333,v3,,,,"Taichi, Inde",1000101222,Right,WAS_EDA,145.27044,2.210961,,13.26939,,,,16.472233,-40.304089,4.537813,1.461508,-0.727918,-3.163281,-0.394742,1.729351,-2.696774,0.263947,0.584877,-0.157651,91.950042,0.327908,42.555781,-4.707905,,,,,,,0.61908,5.523328,-4.804281,,,,,,,-0.10362,-1.561581,-1.976677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資,6.0,6.0,2024/4/13,458.8962882,458.8962882,1712984214,1.0,6.0,伊藤樹,Right,WAS_EDA,1,田中祥,Left,RIK,1,Top,0,3,2,Undefined,InPlay,Undefined,LineDrive,Single,0,0,,,53.8,13.6,80.49801048,-4.624151328,WAS_EDA,#470004,早稲田,RIK,#101f56,立教,JinguStadium,A,春季リーグ戦,Normal,,,,,Undefined,,,,8,8,2410313005,中安,,979,https://youtu.be/PYFWdATw8bc&t=979,1149,https://youtu.be/eCWnYjN7sSA&t=1149,印出,前田,中村敢,梅村,山縣,石郷岡,尾瀬,吉納,"尾瀬,山縣,吉納,印出,前田,中村敢,梅村,石郷岡,伊藤樹","田中祥,齋藤大,柴田,丸山,鈴木唯,菅谷,桑垣,戸丸,小畠","伊藤樹,印出,前田,中村敢,梅村,山縣,石郷岡,尾瀬,吉納","小畠,戸丸,丸山,田中祥,齋藤大,柴田,鈴木唯,桑垣,菅谷","R,L,R,L,R,L,R,L,R,R","R,L,R,L,L,L,L,L,R,R",0:04:54,24S
6,,2024/4/13,0:57:28,2024/4/13,0:57:28,,,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Daichi, Saito",1000101292,Right,RIK,,1,Top,0,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS_EDA,RIK,JinguStadium,Spring,,20240413-JinguStadium-4,,656a7768-9378-4f4c-9df1-9a5048b21333,v3,,,,"Taichi, Inde",1000101222,Right,WAS_EDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資,,,2024/4/13,494.1378739,494.1378751,1712984249,,,伊藤樹,Right,WAS_EDA,2,齋藤大,Right,RIK,1,Top,0,0,0,,,,,,0,0,,,,,,,WAS_EDA,#470004,早稲田,RIK,#101f56,立教,JinguStadium,A,春季リーグ戦,Normal,1,田中祥,,,PickOff,,,,"1,3","1,3",2410313006,牽制,,1014,https://youtu.be/PYFWdATw8bc&t=1014,1167,https://youtu.be/eCWnYjN7sSA&t=1167,印出,前田,中村敢,梅村,山縣,石郷岡,尾瀬,吉納,"尾瀬,山縣,吉納,印出,前田,中村敢,梅村,石郷岡,伊藤樹","田中祥,齋藤大,柴田,丸山,鈴木唯,菅谷,桑垣,戸丸,小畠","伊藤樹,印出,前田,中村敢,梅村,山縣,石郷岡,尾瀬,吉納","小畠,戸丸,丸山,田中祥,齋藤大,柴田,鈴木唯,桑垣,菅谷","R,L,R,L,R,L,R,L,R,R","R,L,R,L,L,L,L,L,R,R",0:05:28,24S
7,7.0,2024/4/13,57:41.0,2024/4/13,57:41.0,2.0,1.0,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Daichi, Saito",1000101292,Right,RIK,Undefined,1,Top,0,0.0,0.0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,,Undefined,0,0,1,142.98074,-1.631279,-3.991685,1946.818706,231.144953,1:45,1.497339,0.408054,1.966168,-52.2267,35.8672,41.0836,0.517042,-0.300687,130.9587,-5.532664,-1.065865,0.423865,,,,,,,,,,,,-24.1744,20.72,-0.323829,15.24,1.459188,2.548515,-39.28698,-1.297753,-4.891666,7.987474,-5.613977,WAS_EDA,RIK,JinguStadium,Spring,,20240413-JinguStadium-4,5b608230-f952-11ee-95e0-e9829374c5f3,656a7768-9378-4f4c-9df1-9a5048b21333,v3,,,,"Taichi, Inde",1000101222,Right,WAS_EDA,143.11158,,,12.02204,,,,16.473719,-39.537013,3.993737,1.497061,-1.122017,-2.806989,-0.406002,2.70164,-2.445833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資,7.0,7.0,2024/4/13,506.140748,506.1407492,1712984261,2.0,1.0,伊藤樹,Right,WAS_EDA,2,齋藤大,Right,RIK,1,Top,0,0,0,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,142.0,69.4,-25.2,,,WAS_EDA,#470004,早稲田,RIK,#101f56,立教,JinguStadium,A,春季リーグ戦,Normal,1,田中祥,,,Nothing,,,,,,2410313007,見逃し,,1027,https://youtu.be/PYFWdATw8bc&t=1027,1180,https://youtu.be/eCWnYjN7sSA&t=1180,印出,前田,中村敢,梅村,山縣,石郷岡,尾瀬,吉納,"尾瀬,山縣,吉納,印出,前田,中村敢,梅村,石郷岡,伊藤樹","田中祥,齋藤大,柴田,丸山,鈴木唯,菅谷,桑垣,戸丸,小畠","伊藤樹,印出,前田,中村敢,梅村,山縣,石郷岡,尾瀬,吉納","小畠,戸丸,丸山,田中祥,齋藤大,柴田,鈴木唯,桑垣,菅谷","R,L,R,L,R,L,R,L,R,R","R,L,R,L,L,L,L,L,R,R",0:05:41,24S
8,8.0,2024/4/13,58:01.7,2024/4/13,58:01.7,2.0,2.0,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Daichi, Saito",1000101292,Right,RIK,Undefined,1,Top,0,0.0,1.0,Cutter,Slider,BallinDirt,Undefined,Undefined,,Undefined,0,0,1,129.67389,-1.061467,-3.957767,2040.997302,97.157591,9:15,1.490153,0.407636,1.829967,-104.4246,4.0739,-7.6241,0.145397,-0.788062,120.32336,-8.590363,-4.49619,0.470399,,,,,,,,,,,,1.3343,3.6558,-0.312188,15.24,1.45771,2.498663,-35.637219,-1.053807,0.222985,6.33762,-9.195705,WAS_EDA,RIK,JinguStadium,Spring,,20240413-JinguStadium-4,67b8e8b0-f952-11ee-95e0-e9829374c5f3,656a7768-9378-4f4c-9df1-9a5048b21333,v3,,,,"Taichi, Inde",1000101222,Right,WAS_EDA,128.95434,,,9.35053,,,,16.610486,-35.880115,3.16881,1.491344,-0.701372,-4.597852,-0.407788,2.490117,0.111492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資,8.0,8.0,2024/4/13,526.9596739,526.9596748,1712984282,2.0,2.0,伊藤樹,Right,WAS_EDA,2,齋藤大,Right,RIK,1,Top,0,0,1,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,128.0,28.3,-30.7,,,WAS_EDA,#470004,早稲田,RIK,#101f56,立教,JinguStadium,A,春季リーグ戦,Normal,1,田中祥,,,Nothing,,,,,,2410313008,ボール(低投),,1047,https://youtu.be/PYFWdATw8bc&t=1047,1201,https://youtu.be/eCWnYjN7sSA&t=1201,印出,前田,中村敢,梅村,山縣,石郷岡,尾瀬,吉納,"尾瀬,山縣,吉納,印出,前田,中村敢,梅村,石郷岡,伊藤樹","田中祥,齋藤大,柴田,丸山,鈴木唯,菅谷,桑垣,戸丸,小畠","伊藤樹,印出,前田,中村敢,梅村,山縣,石郷岡,尾瀬,吉納","小畠,戸丸,丸山,田中祥,齋藤大,柴田,鈴木唯,桑垣,菅谷","R,L,R,L,R,L,R,L,R,R","R,L,R,L,L,L,L,L,R,R",0:06:02,24S
9,9.0,2024/4/13,58:25.1,2024/4/13,58:25.1,2.0,3.0,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Daichi, Saito",1000101292,Right,RIK,Undefined,1,Top,0,1.0,1.0,Fastball,Sinker,FoulBallFieldable,Undefined,Undefined,,Undefined,0,0,1,142.08023,-1.255628,-3.780725,2059.660531,222.146956,1:30,1.541152,0.420893,1.941429,-46.7086,43.4936,36.5848,0.721093,-0.275125,128.94138,-4.785324,-1.179424,0.428907,,,,,,,,,,,,-22.0155,24.5526,-0.33957,15.24,1.510822,2.40768,-39.020438,-1.006312,-4.352657,8.598969,-4.95239,WAS_EDA,RIK,JinguStadium,Spring,,20240413-JinguStadium-4,75a75880-f952-11ee-95e0-e9829374c5f3,656a7768-9378-4f4c-9df1-9a5048b21333,v3,,,,"Taichi, Inde",1000101222,Right,WAS_EDA,141.4292,,,13.13884,,,,16.498341,-39.296762,4.299485,1.540602,-0.847169,-2.476195,-0.419187,2.547551,-2.176328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資,9.0,9.0,2024/4/13,550.3607051,550.3607061,1712984305,2.0,3.0,伊藤樹,Right,WAS_EDA,2,齋藤大,Right,RIK,1,Top,0,1,1,Undefined,FoulBall,Undefined,Bunt,Undefined,0,0,,,62.2,-17.6,,,WAS_EDA,#470004,早稲田,RIK,#101f56,立教,JinguStadium,A,春季リーグ戦,Normal,1,田中祥,,,Undefined,,,,,,2410313009,ファール,,1071,https://youtu.be/PYFWdATw8bc&t=1071,1224,https://youtu.be/eCWnYjN7sSA&t=1224,印出,前田,中村敢,梅村,山縣,石郷岡,尾瀬,吉納,"尾瀬,山縣,吉納,印出,前田,中村敢,梅村,石郷岡,伊藤樹","田中祥,齋藤大,柴田,丸山,鈴木唯,菅谷,桑垣,戸丸,小畠","伊藤樹,印出,前田,中村敢,梅村,山縣,石郷岡,尾瀬,吉納","小畠,戸丸,丸山,田中祥,齋藤大,柴田,鈴木唯,桑垣,菅谷","R,L,R,L,R,L,R,L,R,R","R,L,R,L,L,L,L,L,R,R",0:06:25,24S
