count,PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,umpire,count.1,PitchNo.1,Date(opensen),pitchcount,time1,time2,time3,fielding_alignment,PAofInning(opensen),PitchofPA(opensen),Inning(opensen),Top/Bottom(opensen),Outs(opensen),Balls(opensen),Strikes(opensen),dajun,Batter(opensen),BatterSide(opensen),Pitcher(opensen),PitcherThrows(opensen),Notes(opensen),on_1b,on_2b,on_3b,TaggedPitchType(opensen),PitchCall(opensen),TaggedHitType(opensen),PlayResult(opensen),KorBB(opensen),OutsOnPlay(opensen),RunsScored(opensen),relateddefenceplayer,relateddefencepos,runevent,runrelatedplayer,RelSpeed(opensen),zone,C,1B,2B,3B,SS,LF,CF,RF,result,truetime,1:00:00,URL,net_time,n_URL
231,226.0,2023/4/8,04:49.0,2023/4/8,04:49.0,3.0,1.0,"Tamon, Asari",1000101234,Right,MEJ,"Naomasa, Aogai",1000126412,Right,TOK,Undefined,9,Top,1,0.0,0.0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,,Undefined,0,0,1,122.45471,3.442805,-0.240458,2547.665986,9.295531,6:15,1.840037,0.249778,1.571228,-177.4429,-49.1947,-8.8011,1.054604,0.092776,110.80895,-9.193299,-0.854775,0.511423,,,,,,,,,,,,4.1216,-25.4837,-0.242109,15.24,1.921938,0.184359,-33.583597,1.250949,0.597198,6.956713,-13.499125,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,2315db00-d5c2-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taiga, Kojima",1000126501,Right,MEJ,118.61019,,,11.64576,,,,16.869487,-33.919459,3.478356,1.845811,1.902672,-6.749562,-0.250314,0.155527,0.298599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,231,226.0,2023/4/8,8.0,9503.945143,9503.945148,9503.94515,Normal,3.0,1.0,9,Top,1,0,0,7,青貝,Right,浅利,Left,1,藤田,,,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,,,2.0,小島,加藤,堀内,上田,宗山,飯森,直井,水谷,,2:01:17,,https://youtu.be/MsAJIUXfTvI&t=7277,5357,https://youtu.be/1GVh8sSKqQE&t=5357
232,227.0,2023/4/8,05:05.1,2023/4/8,05:05.1,3.0,2.0,"Tamon, Asari",1000101234,Right,MEJ,"Naomasa, Aogai",1000126412,Right,TOK,Undefined,9,Top,1,0.0,1.0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,1,149.35297,-0.973278,-0.87817,2382.621972,221.337406,1:30,1.865322,0.212025,1.744475,-32.9321,50.3133,41.8386,1.259636,0.381086,135.70558,-3.476812,2.068627,0.412036,,,,,,,,,,,,-21.76,27.042,-0.192717,15.24,1.83813,0.398093,-41.06011,-0.805276,-4.775007,9.324641,-3.872579,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,2ca75950-d5c2-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taiga, Kojima",1000126501,Right,MEJ,147.22028,,,13.64739,,,,16.694743,-41.38916,4.662321,1.864136,-0.668619,-1.93629,-0.209738,0.566594,-2.387503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,232,227.0,2023/4/8,9.0,9519.903432,9519.903437,9519.903439,Normal,3.0,2.0,9,Top,1,0,1,7,青貝,Right,浅利,Left,1,藤田,,,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,11.0,小島,加藤,堀内,上田,宗山,飯森,直井,水谷,,2:01:33,,https://youtu.be/MsAJIUXfTvI&t=7293,5374,https://youtu.be/1GVh8sSKqQE&t=5374
233,,2023/4/8,0:05:22,2023/4/8,0:05:22,,,"Tamon, Asari",1000101234,Right,MEJ,"Naomasa, Aogai",1000126412,Right,TOK,,9,Top,1,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taiga, Kojima",1000126501,Right,MEJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,233,,2023/4/8,,9537.184448,9537.184454,9537.184456,Normal,,,9,Top,1,1,1,7,青貝,Right,浅利,Left,1,藤田,,,,,,,,0,0,"加藤,浅利",,PickOff,藤田,,,小島,加藤,堀内,上田,宗山,飯森,直井,水谷,,2:01:50,,https://youtu.be/MsAJIUXfTvI&t=7310,5390,https://youtu.be/1GVh8sSKqQE&t=5390
234,228.0,2023/4/8,05:38.3,2023/4/8,05:38.3,3.0,3.0,"Tamon, Asari",1000101234,Right,MEJ,"Naomasa, Aogai",1000126412,Right,TOK,Undefined,9,Top,1,1.0,1.0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,1,148.85302,-3.046564,-1.556703,2451.825658,201.877711,12:45,1.854232,0.216526,1.899677,-24.4282,58.715,22.355,0.752181,0.002249,134.17091,-4.980309,0.032223,0.411782,,,,,,,,,,,,-12.731,33.6288,-0.182333,15.24,1.783293,0.993374,-40.852034,-2.222919,-2.740062,9.982504,-2.568805,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,4077d400-d5c2-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taiga, Kojima",1000126501,Right,MEJ,147.31078,,,14.68211,,,,16.538951,-41.168219,4.991252,1.852413,-2.141555,-1.284403,-0.215171,1.080163,-1.370031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.21374,2.076129,0.716851,1.359277,-0.52592,0.667431,-0.003576,-0.830995,1.744269,0.472958,38.794507,-0.234957,-0.174369,-0.778291,33.138928,-2.99605,1.756067,3.608191,-3.741111,0.451939,-1.631656,0.87483,深沢 俊一,234,228.0,2023/4/8,10.0,9553.617843,9553.617852,9553.617856,Normal,3.0,3.0,9,Top,1,1,1,7,青貝,Right,浅利,Left,1,藤田,,,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,"小島,宗山",,Steal,藤田,,8.0,小島,加藤,堀内,上田,宗山,飯森,直井,水谷,,2:02:07,,https://youtu.be/MsAJIUXfTvI&t=7327,5407,https://youtu.be/1GVh8sSKqQE&t=5407
235,229.0,2023/4/8,06:12.5,2023/4/8,06:12.5,3.0,4.0,"Tamon, Asari",1000101234,Right,MEJ,"Naomasa, Aogai",1000126412,Right,TOK,Undefined,9,Top,1,1.0,2.0,Curveball,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,2,123.3675,3.188421,-0.36665,2676.079149,32.506859,7:00,1.833746,0.231557,1.555136,-165.3602,-38.7607,-27.5848,1.096814,-0.149594,111.55722,-8.595763,-2.289263,0.508125,,,,,,,,,,,,13.2275,-20.1471,-0.218372,15.24,1.910096,0.353995,-33.829455,1.164005,1.945146,7.048243,-12.769338,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,54dd62c0-d5c2-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taiga, Kojima",1000126501,Right,MEJ,119.38006,,,11.81028,,,,16.885162,-34.170499,3.524121,1.838824,1.781877,-6.384669,-0.233224,0.259875,0.972573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,235,229.0,2023/4/8,11.0,9587.315054,9587.315059,9587.31506,Normal,3.0,4.0,9,Top,1,1,2,7,青貝,Right,浅利,Left,2,,藤田,,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,12.0,小島,加藤,堀内,上田,宗山,飯森,直井,水谷,,2:02:41,,https://youtu.be/MsAJIUXfTvI&t=7361,5431,https://youtu.be/1GVh8sSKqQE&t=5431
236,230.0,2023/4/8,06:30.7,2023/4/8,06:30.7,3.0,5.0,"Tamon, Asari",1000101234,Right,MEJ,"Naomasa, Aogai",1000126412,Right,TOK,Undefined,9,Top,1,2.0,2.0,Fastball,Four-Seam,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,2,148.91876,-3.332795,-2.976371,2453.524301,218.358728,1:15,1.855799,0.198924,1.82455,-27.8765,56.6032,42.2144,0.6332,-0.220499,133.4803,-5.515976,0.007102,0.415079,,,,,,,,,,,,-24.0032,32.6887,-0.12997,15.24,1.773603,1.892668,-40.787751,-2.447033,-5.122787,10.376641,-2.830203,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,5fa8c0a0-d5c2-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taiga, Kojima",1000126501,Right,MEJ,146.14087,,,15.43847,,,,16.614151,-41.135858,5.188321,1.854101,-2.352088,-1.415101,-0.196346,2.064523,-2.561394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,236,230.0,2023/4/8,12.0,9605.469636,9605.469642,9605.469643,Normal,3.0,5.0,9,Top,1,2,2,7,青貝,Right,浅利,Left,2,,藤田,,Fastball,StrikeSwinging,Undefined,Undefined,Strikeout,0,0,,,,,,6.0,小島,加藤,堀内,上田,宗山,飯森,直井,水谷,空三振,2:02:59,,https://youtu.be/MsAJIUXfTvI&t=7379,5449,https://youtu.be/1GVh8sSKqQE&t=5449
237,231.0,2023/4/8,07:08.7,2023/4/8,07:08.6,4.0,1.0,"Tamon, Asari",1000101234,Right,MEJ,"Atsuto, Ooi",1000101213,Left,TOK,Undefined,9,Top,2,0.0,0.0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,2,148.42866,-1.515783,-1.99658,2379.837681,218.636704,1:15,1.848205,0.253585,1.85433,-34.876,49.719,37.1427,1.071673,0.061798,132.74235,-4.207582,0.636053,0.415362,,,,,,,,,,,,-20.2276,27.4946,-0.208428,15.24,1.810087,1.207319,-40.707097,-1.172863,-4.296001,10.40898,-3.967272,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,76463e00-d5c2-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taiga, Kojima",1000126501,Right,MEJ,146.04122,,,15.68631,,,,16.582584,-41.048966,5.20449,1.846468,-1.042563,-1.983636,-0.250398,1.348416,-2.148001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,237,231.0,2023/4/8,13.0,9643.623601,9643.623611,9643.623615,Normal,4.0,1.0,9,Top,2,0,0,8,大井,Left,浅利,Left,2,,藤田,,Fastball,FoulBall,LineDrive,Undefined,Undefined,0,0,,,,,,2.0,小島,加藤,堀内,上田,宗山,飯森,直井,水谷,,2:03:37,,https://youtu.be/MsAJIUXfTvI&t=7417,5478,https://youtu.be/1GVh8sSKqQE&t=5478
238,232.0,2023/4/8,07:31.7,2023/4/8,07:31.7,4.0,2.0,"Tamon, Asari",1000101234,Right,MEJ,"Atsuto, Ooi",1000101213,Left,TOK,Undefined,9,Top,2,0.0,1.0,Fastball,Four-Seam,InPlay,Undefined,FlyBall,FlyBall,Out,1,0,2,149.11531,-1.991017,-1.85876,2410.873776,216.150484,1:15,1.84133,0.26177,1.921004,-32.675,50.1799,34.3933,0.954959,0.083559,133.8676,-4.523695,0.589344,0.411068,146.74631,31.279501,-16.220202,3439.731998,31.184838,18.749968,-12.313844,91.778705,91.162377,-30.025971,4.723005,-19.3948,28.6192,-0.222051,15.24,1.794841,1.153328,-40.948598,-1.51451,-4.172643,10.445691,-3.649453,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,8402c860-d5c2-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taiga, Kojima",1000126501,Right,MEJ,147.56675,23.198275,,15.24771,,,,16.517963,-41.27331,5.222846,1.840157,-1.401064,-1.824727,-0.259919,1.283037,-2.086321,0.117196,0.928801,-0.081941,144.205209,0.117691,33.44156,-8.150397,2.065658,-0.448103,0.086508,-0.015668,0.00212,-0.000129,0.929297,21.151692,-5.353371,-0.018192,0.204242,-0.100868,0.02701,-0.003665,0.000195,-0.081996,-9.730181,-0.985656,0.673306,-0.238418,0.060831,-0.010907,0.001169,-5.4e-05,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,238,232.0,2023/4/8,14.0,9666.497404,9666.49741,9666.497411,Normal,4.0,2.0,9,Top,2,0,1,8,大井,Left,浅利,Left,2,,藤田,,Fastball,InPlay,FlyBall,Out,Undefined,1,0,飯森,7.3,,"藤田,大井",,,小島,加藤,堀内,上田,宗山,飯森,直井,水谷,左飛,2:04:00,,https://youtu.be/MsAJIUXfTvI&t=7440,5499,https://youtu.be/1GVh8sSKqQE&t=5499
239,233.0,2023/4/8,09:59.4,2023/4/8,09:59.4,1.0,1.0,"Yuki, Matsuoka",1000091921,Right,TOK,"Taiga, Kojima",1000126501,Left,MEJ,Undefined,9,Bottom,0,0.0,0.0,Splitter,Changeup,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,,128.96661,-1.424579,-3.022982,1311.662039,221.919011,1:30,1.621663,0.708352,1.813076,-75.2811,35.1967,28.4134,0.465487,0.137109,118.22143,-6.951922,-1.015098,0.47467,136.65216,-8.530969,25.400523,,,,,4.17429,0.684075,21.376721,0.099864,-16.8311,20.1424,-0.636964,15.24,1.581994,1.745766,-35.438023,-1.147068,-2.762951,6.682609,-6.500128,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,dc2f6a20-d5c2-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taisei, Wada",1000091929,Right,TOK,127.79393,0.563208,,10.74518,,,,16.626786,-35.698574,3.341305,1.621777,-0.893632,-3.250064,-0.707131,1.853492,-1.381476,0.495441,0.563208,-0.089001,,0.494595,33.962789,,,,,,,,0.563349,-5.639726,,,,,,,,-0.089403,16.127098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,239,233.0,2023/4/8,20.0,9814.618674,9814.618679,9814.618681,Normal,1.0,1.0,9,Bottom,0,0,0,8,小島,Left,松岡,Right,,,,,Splitter,InPlay,GroundBall,Out,Undefined,1,0,"秀島,梅林",4.0,,小島,,4.0,和田,梅林,秀島,藤田,青貝,矢追,別府,酒井捷,二ゴロ,2:05:51,,https://youtu.be/MsAJIUXfTvI&t=7551,5545,https://youtu.be/1GVh8sSKqQE&t=5545
240,234.0,2023/4/8,10:31.7,2023/4/8,10:31.7,2.0,1.0,"Yuki, Matsuoka",1000091921,Right,TOK,"Kosho, Mizutani",1000101246,Left,MEJ,Undefined,9,Bottom,1,0.0,0.0,Splitter,Changeup,BallCalled,Undefined,Undefined,FlyBall,Undefined,0,0,,130.76094,-1.464283,-3.345213,1211.551865,191.055198,12:15,1.645812,0.708088,1.832132,-60.8094,45.2797,8.2565,0.623463,-0.154985,121.07035,-5.942812,-2.762043,0.465147,171.05713,24.008357,36.399514,2286.900115,25.342748,13.531867,21.951447,106.635412,102.467245,51.151722,4.127868,-6.3693,25.2164,-0.628568,15.24,1.606706,2.065727,-35.959223,-1.127389,-1.089657,6.101612,-5.49267,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,ef59e0d0-d5c2-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taisei, Wada",1000091929,Right,TOK,130.41046,18.401319,,9.69059,,,,16.60798,-36.190599,3.050806,1.645508,-0.919104,-2.746335,-0.707685,2.107047,-0.544828,0.483753,0.617901,0.123949,231.359954,0.483543,34.941847,-10.147063,2.919013,-0.773376,0.182728,-0.034468,0.004071,-0.000205,0.618105,19.327814,-5.652232,0.101865,0.134457,-0.062741,0.015157,-0.001814,8.3e-05,0.123694,25.764224,-1.460456,-0.230214,0.137568,-0.026381,0.000883,0.000417,-4.2e-05,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,240,234.0,2023/4/8,21.0,9846.97059,9846.970595,9846.970597,Normal,2.0,1.0,9,Bottom,1,0,0,9,水谷,Right,松岡,Right,,,,,Cutter,FoulBall,LineDrive,Undefined,Undefined,0,0,,,,,,16.0,和田,梅林,秀島,藤田,青貝,矢追,別府,酒井捷,,2:06:23,,https://youtu.be/MsAJIUXfTvI&t=7583,5564,https://youtu.be/1GVh8sSKqQE&t=5564
241,235.0,2023/4/8,10:56.4,2023/4/8,10:56.4,2.0,2.0,"Yuki, Matsuoka",1000091921,Right,TOK,"Kosho, Mizutani",1000101246,Left,MEJ,Undefined,9,Bottom,1,1.0,0.0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,LineDrive,Undefined,0,0,,140.91275,-2.102638,-4.220584,2269.39663,223.966654,1:30,1.627963,0.676487,1.868105,-52.5846,39.3235,35.1311,0.507853,-0.163442,129.16388,-6.007585,-1.735511,0.432944,91.46649,29.015568,-42.148839,4410.846387,21.143574,6.566666,-26.020676,46.042845,46.042845,-53.994175,2.617828,-21.0489,22.6439,-0.580192,15.24,1.575546,2.685956,-38.678221,-1.608911,-4.130713,7.697609,-5.362929,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,fe100d70-d5c2-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taisei, Wada",1000091929,Right,TOK,140.11052,7.930262,,11.74887,,,,16.571753,-38.94236,3.848804,1.627597,-1.424885,-2.681465,-0.674791,2.827699,-2.065357,0.004815,0.461739,0.174414,124.801657,0.004767,16.475317,-3.752068,0.887036,-0.224874,0.068727,-0.022678,0.004679,-0.000362,0.461767,12.322338,-5.407028,0.294925,-0.023488,-0.00353,0.001616,0.00051,-0.000167,0.174409,-14.909467,0.097825,0.128409,-0.030657,-0.008813,0.007574,-0.002035,0.000198,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,241,235.0,2023/4/8,22.0,9871.559055,9871.559063,9871.559065,Normal,2.0,2.0,9,Bottom,1,0,1,9,水谷,Left,松岡,Right,,,,,Fastball,FoulBall,LineDrive,Undefined,Undefined,0,0,,,,,,19.0,和田,梅林,秀島,藤田,青貝,矢追,別府,酒井捷,,2:06:48,,https://youtu.be/MsAJIUXfTvI&t=7608,5580,https://youtu.be/1GVh8sSKqQE&t=5580
242,236.0,2023/4/8,11:25.8,2023/4/8,11:25.8,2.0,3.0,"Yuki, Matsuoka",1000091921,Right,TOK,"Kosho, Mizutani",1000101246,Left,MEJ,Undefined,9,Bottom,1,1.0,1.0,Curveball,Curveball,InPlay,Undefined,FlyBall,FlyBall,Out,1,0,,123.72773,1.065384,-1.686381,2594.027018,3.759947,6:15,1.660378,0.694055,1.73947,-141.799,-22.7012,-1.6956,0.545102,0.198062,115.67595,-9.073782,-1.805979,0.492841,110.07913,32.536062,-21.629574,5412.165813,29.390481,14.569534,-16.134622,66.770276,63.604553,-35.318744,3.7865,-0.15,-11.3927,-0.650862,15.24,1.67681,1.011241,-34.098592,0.084133,-0.023131,5.336717,-11.563707,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,0f933cc0-d5c3-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taisei, Wada",1000091929,Right,TOK,123.08241,14.756441,,8.05178,,,,16.701849,-34.326621,2.668358,1.66266,0.578231,-5.781853,-0.694092,1.012229,-0.011565,0.189279,0.483454,-0.180333,140.196988,0.189443,23.958946,-4.761424,1.028375,-0.193697,0.039695,-0.01159,0.002523,-0.000214,0.483475,16.444374,-5.099218,0.203561,0.045476,-0.053448,0.022702,-0.004331,0.000307,-0.180254,-9.504806,-0.650638,0.276695,-0.062904,0.009188,-0.001412,0.000224,-1.6e-05,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,242,236.0,2023/4/8,23.0,9901.020029,9901.020034,9901.020035,Normal,2.0,3.0,9,Bottom,1,0,2,9,水谷,Left,松岡,Right,,,,,Curveball,InPlay,FlyBall,Out,Undefined,1,0,矢追,7.1,,水谷,,,和田,梅林,秀島,藤田,青貝,矢追,別府,酒井捷,左飛,2:07:17,,https://youtu.be/MsAJIUXfTvI&t=7637,5600,https://youtu.be/1GVh8sSKqQE&t=5600
243,237.0,2023/4/8,11:58.0,2023/4/8,11:58.0,3.0,1.0,"Yuki, Matsuoka",1000091921,Right,TOK,"Koji, Naoi",1000101248,Left,MEJ,Undefined,9,Bottom,2,0.0,0.0,Cutter,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,,131.74615,-0.723846,-0.979743,2585.583003,230.650099,1:45,1.6367,0.714839,1.740893,-94.5975,11.4616,10.1054,0.485144,0.537663,121.55161,-7.561713,-0.267034,0.465081,,,,,,,,,,,,-5.7685,7.3932,-0.690588,15.24,1.611253,0.571413,-36.253398,-0.837539,-0.996413,6.63923,-8.52959,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,22c49140-d5c3-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taisei, Wada",1000091929,Right,TOK,130.42884,,,10.19454,,,,16.698625,-36.519545,3.319615,1.637974,-0.495614,-4.264795,-0.714295,0.611356,-0.498207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,243,237.0,2023/4/8,24.0,9933.09234,9933.092343,9933.092344,Normal,3.0,1.0,9,Bottom,2,0,0,1,直井,Left,松岡,Right,,,,,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,17.0,和田,梅林,秀島,藤田,青貝,矢追,別府,酒井捷,,2:07:50,,https://youtu.be/MsAJIUXfTvI&t=7670,5617,https://youtu.be/1GVh8sSKqQE&t=5617
244,238.0,2023/4/8,12:14.2,2023/4/8,12:14.3,3.0,2.0,"Yuki, Matsuoka",1000091921,Right,TOK,"Koji, Naoi",1000101248,Left,MEJ,Undefined,9,Bottom,2,1.0,0.0,Cutter,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,,130.15261,1.547774,-0.536744,2649.818334,149.95264,11:00,1.643874,0.725775,1.711214,-96.7584,12.8848,-5.4711,1.116716,0.51837,119.01441,-5.476602,-0.92134,0.472874,,,,,,,,,,,,2.3685,6.5781,-0.711391,15.24,1.676762,0.36188,-35.781015,0.57947,0.396645,6.768293,-8.705039,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,2c749410-d5c3-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taisei, Wada",1000091929,Right,TOK,128.27938,,,11.13821,,,,16.727916,-36.061369,3.384147,1.645291,0.940047,-4.352519,-0.72604,0.34545,0.198322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,244,238.0,2023/4/8,25.0,9950.410382,9950.410388,9950.410389,Normal,3.0,2.0,9,Bottom,2,1,0,1,直井,Left,松岡,Right,,,,,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,14.0,和田,梅林,秀島,藤田,青貝,矢追,別府,酒井捷,,2:08:06,,https://youtu.be/MsAJIUXfTvI&t=7686,5633,https://youtu.be/1GVh8sSKqQE&t=5633
