count,PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,umpire,count.1,PitchNo.1,Date(opensen),pitchcount,time1,time2,time3,fielding_alignment,PAofInning(opensen),PitchofPA(opensen),Inning(opensen),Top/Bottom(opensen),Outs(opensen),Balls(opensen),Strikes(opensen),dajun,Batter(opensen),BatterSide(opensen),Pitcher(opensen),PitcherThrows(opensen),Notes(opensen),on_1b,on_2b,on_3b,TaggedPitchType(opensen),PitchCall(opensen),TaggedHitType(opensen),PlayResult(opensen),KorBB(opensen),OutsOnPlay(opensen),RunsScored(opensen),relateddefenceplayer,relateddefencepos,runevent,runrelatedplayer,RelSpeed(opensen),zone,C,1B,2B,3B,SS,LF,CF,RF,result,truetime,1:00:00,URL,net_time,n_URL
84,81.0,2023/4/8,44:05.3,2023/4/8,44:05.3,2.0,1.0,"Takeru, Suzuki",1000091927,Left,TOK,"Rui, Muneyama",1000101247,Left,MEJ,Undefined,3,Bottom,1,0.0,0.0,Fastball,Changeup,FoulBall,Undefined,Undefined,,Undefined,0,0,,133.69474,-1.357826,3.604222,1763.999902,149.828687,11:00,1.75402,-0.534713,1.7889,-57.0778,46.3273,-24.9596,0.797984,0.237456,122.01627,-5.596308,1.846041,0.459225,124.99289,55.217877,-37.758836,5323.630501,,,,,24.03555,,,15.3813,25.699,0.447458,15.24,1.716506,-2.19398,-36.70016,-1.068331,2.704638,7.249949,-5.287753,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,dc0458f0-d5b6-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taisei, Wada",1000091929,Right,TOK,132.09211,32.106773,,11.67847,,,,16.650568,-36.977762,3.624975,1.753537,-0.865863,-2.643876,0.533448,-2.297541,1.352319,0.012926,0.910272,-0.284405,158.390711,0.012926,15.658865,-6.836214,2.205428,-0.575659,0.132904,-0.024473,0.002572,-5.4e-05,0.910272,28.516702,-7.020955,0.485874,0.021655,-0.037114,0.013902,-0.003171,0.000366,-0.284405,-12.128253,1.201945,-0.172916,0.002511,0.009207,-0.004362,0.001181,-0.000143,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,84,81.0,2023/4/8,40.0,4651.609487,4651.609492,4651.609494,Normal,2.0,1.0,3,Bottom,1,0,0,3,宗山,Left,鈴木健,Left,,,,,Fastball,FoulBall,FlyBall,Undefined,Undefined,0,0,,,,,,4.0,和田,梅林,山口,藤田,青貝,矢追,別府,酒井捷,,0:44:01,,https://youtu.be/MsAJIUXfTvI&t=2641,2493,https://youtu.be/1GVh8sSKqQE&t=2493
85,82.0,2023/4/8,44:37.4,2023/4/8,44:37.4,2.0,2.0,"Takeru, Suzuki",1000091927,Left,TOK,"Rui, Muneyama",1000101247,Left,MEJ,Undefined,3,Bottom,1,0.0,1.0,Slider,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,,110.13815,4.363222,0.186245,1813.998522,267.791937,3:00,1.592734,-0.705241,1.705248,-150.2439,7.6114,39.3441,1.334381,-0.2588,98.30833,-6.592383,2.945441,0.567393,,,,,,,,,,,,-19.2961,2.0763,0.697449,15.24,1.695684,-0.269038,-30.121046,1.780247,-2.23146,5.939979,-9.566542,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,ef3e38f0-d5b6-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taisei, Wada",1000091929,Right,TOK,106.90997,,,11.82982,,,,16.732649,-30.413977,2.96999,1.596258,2.252023,-4.783271,0.708003,-0.158993,-1.11573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,85,82.0,2023/4/8,41.0,4684.033817,4684.033827,4684.03383,Normal,2.0,2.0,3,Bottom,1,0,1,3,宗山,Left,鈴木健,Left,,,,,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,13.0,和田,梅林,山口,藤田,青貝,矢追,別府,酒井捷,,0:44:33,,https://youtu.be/MsAJIUXfTvI&t=2673,2512,https://youtu.be/1GVh8sSKqQE&t=2512
86,83.0,2023/4/8,45:14.3,2023/4/8,45:14.4,2.0,3.0,"Takeru, Suzuki",1000091927,Left,TOK,"Rui, Muneyama",1000101247,Left,MEJ,Undefined,3,Bottom,1,1.0,1.0,Fastball,Changeup,InPlay,Undefined,FlyBall,LineDrive,Out,1,0,,134.1901,-2.326255,3.160435,1858.249154,157.408513,11:15,1.729246,-0.564099,1.809156,-52.5803,51.1542,-19.6856,0.544298,0.133608,121.06399,-6.276042,1.771045,0.459956,148.64404,24.759946,15.789428,2178.737127,32.152058,13.742579,9.505882,99.960713,98.477982,19.144447,4.294677,12.7058,29.256,0.488529,15.24,1.669084,-1.937915,-36.786846,-1.667028,2.213875,8.201385,-4.709055,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,0533b680-d5b7-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taisei, Wada",1000091929,Right,TOK,131.8822,17.911176,,13.12611,,,,16.629801,-37.095399,4.100692,1.728468,-1.489863,-2.354528,0.563004,-2.021205,1.106938,0.44448,0.546111,-0.120325,192.513075,0.444345,36.082739,-6.768449,1.591128,-0.372747,0.090791,-0.018666,0.002373,-0.000128,0.546157,17.291631,-4.612748,0.154186,0.033598,-0.033549,0.01086,-0.001569,8.5e-05,-0.120406,10.20424,-1.137835,0.24861,-0.059138,0.015215,-0.003239,0.000412,-2.2e-05,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,86,83.0,2023/4/8,42.0,4720.536711,4720.536716,4720.536718,Normal,2.0,3.0,3,Bottom,1,1,1,3,宗山,Left,鈴木健,Left,,,,,Fastball,InPlay,FlyBall,Out,Undefined,1,0,酒井捷,9.0,,宗山,,8.0,和田,梅林,山口,藤田,青貝,矢追,別府,酒井捷,右飛,0:45:10,,https://youtu.be/MsAJIUXfTvI&t=2710,2528,https://youtu.be/1GVh8sSKqQE&t=2528
87,84.0,2023/4/8,45:45.8,2023/4/8,45:45.8,3.0,1.0,"Takeru, Suzuki",1000091927,Left,TOK,"Kyuto, Ueda",1000101233,Left,MEJ,Undefined,3,Bottom,2,0.0,0.0,Fastball,Changeup,FoulBall,Undefined,Undefined,,Undefined,0,0,,132.53329,-1.064548,3.487964,1866.645602,158.430491,11:15,1.756719,-0.554384,1.83849,-61.4901,43.442,-15.774,0.840756,0.273578,120.59253,-5.637664,2.373493,0.462603,135.66289,53.261368,-37.701356,4891.492389,,,,,46.280813,,,10.7717,24.2225,0.4723,15.24,1.727356,-2.145731,-36.384787,-0.884538,1.853475,7.413597,-5.638708,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,17efdb00-d5b7-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taisei, Wada",1000091929,Right,TOK,131.12742,33.235455,,11.94076,,,,16.600894,-36.661028,3.706799,1.756401,-0.674432,-2.819354,0.55354,-2.214794,0.926738,0.319554,0.846931,-0.28363,149.830357,0.319554,17.834898,-6.727049,1.902535,-0.482394,0.106308,-0.021617,0.003324,-0.000276,0.846931,30.199026,-8.143585,0.983859,-0.164903,0.02028,-0.001514,9.4e-05,-1.8e-05,-0.28363,-13.785081,0.461482,0.551076,-0.261911,0.085186,-0.020707,0.003413,-0.000252,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,87,84.0,2023/4/8,43.0,4752.161829,4752.161836,4752.161838,Normal,3.0,1.0,3,Bottom,2,0,0,4,上田,Left,鈴木健,Left,,,,,Fastball,FoulBall,Popup,Undefined,Undefined,0,0,,,,,,,和田,梅林,山口,藤田,青貝,矢追,別府,酒井捷,,0:45:41,,https://youtu.be/MsAJIUXfTvI&t=2741,2549,https://youtu.be/1GVh8sSKqQE&t=2549
88,85.0,2023/4/8,46:16.7,2023/4/8,46:16.7,3.0,2.0,"Takeru, Suzuki",1000091927,Left,TOK,"Kyuto, Ueda",1000101233,Left,MEJ,Undefined,3,Bottom,2,0.0,1.0,Fastball,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,,133.24153,-1.157031,4.530199,1843.203266,140.659935,10:45,1.737878,-0.546348,1.868037,-66.2267,38.1197,-28.1671,0.748568,0.450967,120.44354,-6.084809,2.539682,0.461311,,,,,,,,,,,,17.9781,21.6812,0.44225,15.24,1.706756,-2.7586,-36.505762,-0.963993,3.096233,7.837432,-6.072655,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,2a5d6a50-d5b7-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taisei, Wada",1000091929,Right,TOK,131.49493,,,12.79799,,,,16.570434,-36.790285,3.918716,1.73775,-0.743537,-3.036328,0.544435,-2.871002,1.548117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,88,85.0,2023/4/8,44.0,4782.960841,4782.960849,4782.960853,Normal,3.0,2.0,3,Bottom,2,0,1,4,上田,Left,鈴木健,Left,,,,,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,17.0,和田,梅林,山口,藤田,青貝,矢追,別府,酒井捷,,0:46:12,,https://youtu.be/MsAJIUXfTvI&t=2772,2566,https://youtu.be/1GVh8sSKqQE&t=2566
89,86.0,2023/4/8,46:30.1,2023/4/8,46:30.1,3.0,3.0,"Takeru, Suzuki",1000091927,Left,TOK,"Kyuto, Ueda",1000101233,Left,MEJ,Undefined,3,Bottom,2,1.0,1.0,Cutter,Curveball,InPlay,Undefined,FlyBall,FlyBall,Out,1,0,,114.69678,0.736274,2.549687,1737.568368,191.930724,12:30,1.602702,-0.684346,1.766732,-116.4376,26.7292,4.5135,0.647282,0.084113,103.45975,-7.791243,2.867623,0.540351,139.84908,42.455108,-8.672281,4097.601506,32.430222,27.658816,-8.509021,75.256971,67.486932,-21.739192,5.493803,-0.1029,14.5335,0.620101,15.24,1.612945,-1.419447,-31.454558,0.018458,-0.013039,6.252718,-7.965151,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,326191e0-d5b7-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taisei, Wada",1000091929,Right,TOK,112.26043,31.811601,,11.23704,,,,16.671826,-31.737908,3.126359,1.60393,0.37941,-3.982575,0.684412,-1.418856,-0.00652,0.448817,0.678691,-0.076212,154.410388,0.45384,28.240372,-6.870871,1.239029,0.056573,-0.112069,0.02909,-0.00319,0.00013,0.678646,26.216835,-6.35198,0.356395,0.05387,-0.053898,0.016963,-0.002396,0.000125,-0.07618,-4.318193,-1.412677,0.756649,-0.247252,0.064239,-0.012724,0.001527,-7.7e-05,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,89,86.0,2023/4/8,45.0,4796.542372,4796.542379,4796.542383,Normal,3.0,3.0,3,Bottom,2,1,1,4,上田,Left,鈴木健,Left,,,,,Slider,InPlay,FlyBall,Out,Undefined,1,0,矢追,7.0,,上田,,,和田,梅林,山口,藤田,青貝,矢追,別府,酒井捷,左飛,0:46:26,,https://youtu.be/MsAJIUXfTvI&t=2786,2578,https://youtu.be/1GVh8sSKqQE&t=2578
90,87.0,2023/4/8,48:11.0,2023/4/8,48:11.0,1.0,1.0,"Kenichi, Murata",1000089794,Right,MEJ,"Kotaro, Beppu",1000089944,Left,TOK,Undefined,4,Top,0,0.0,0.0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,140.40537,-1.411618,-4.419513,2128.349979,218.060062,1:15,1.675529,0.777384,1.885057,-42.8785,51.8136,37.6519,0.848194,-0.092392,125.33249,-4.703982,-1.755587,0.439452,,,,,,,,,,,,-23.0067,28.9049,-0.6776,15.24,1.640298,2.778893,-38.434852,-1.072066,-4.346398,9.435763,-4.345976,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,6e720110-d5b7-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taiga, Kojima",1000126501,Right,MEJ,138.03549,,,15.07288,,,,16.552871,-38.755821,4.717881,1.674252,-0.924231,-2.172988,-0.774642,2.926742,-2.173199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,90,87.0,2023/4/8,42.0,4897.54147,4897.541488,4897.54149,Normal,1.0,1.0,4,Top,0,0,0,3,別府,Left,村田,Right,,,,,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,,,2.0,小島,加藤,堀内,上田,宗山,飯森,直井,瀨,,0:47:52,,https://youtu.be/MsAJIUXfTvI&t=2872,2606,https://youtu.be/1GVh8sSKqQE&t=2606
91,88.0,2023/4/8,48:19.9,2023/4/8,48:19.9,1.0,2.0,"Kenichi, Murata",1000089794,Right,MEJ,"Kotaro, Beppu",1000089944,Left,TOK,Undefined,4,Top,0,0.0,1.0,Sinker,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,,131.58456,-0.023115,-2.492994,1611.879745,244.695869,2:15,1.63038,0.835017,1.829506,-88.9555,17.8697,29.9505,0.734291,0.430035,119.36385,-6.55096,-0.372885,0.466758,,,,,,,,,,,,-17.209,10.3793,-0.77712,15.24,1.624085,1.4319,-36.144148,-0.347502,-2.909219,7.598266,-8.052005,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,73db5980-d5b7-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taiga, Kojima",1000126501,Right,MEJ,129.96036,,,12.22071,,,,16.609412,-36.43089,3.799133,1.631466,-0.043637,-4.026003,-0.833228,1.541688,-1.45461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,91,88.0,2023/4/8,43.0,4906.566239,4906.566246,4906.566248,Normal,1.0,2.0,4,Top,0,0,1,3,別府,Left,村田,Right,,,,,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,7.0,小島,加藤,堀内,上田,宗山,飯森,直井,瀨,,0:48:01,,https://youtu.be/MsAJIUXfTvI&t=2881,2615,https://youtu.be/1GVh8sSKqQE&t=2615
92,89.0,2023/4/8,48:29.8,2023/4/8,48:29.8,1.0,3.0,"Kenichi, Murata",1000089794,Right,MEJ,"Kotaro, Beppu",1000089944,Left,TOK,Undefined,4,Top,0,1.0,1.0,Fastball,Sinker,BallCalled,Undefined,Undefined,,Undefined,0,0,,141.69495,-1.517778,-2.383038,2174.0804,242.753239,2:00,1.685687,0.754208,1.846808,-64.7001,28.6394,48.4334,0.61004,0.565883,126.5896,-6.335979,1.050583,0.436302,,,,,,,,,,,,-26.7451,17.177,-0.700654,15.24,1.645699,1.366156,-38.856641,-1.272472,-5.144065,9.926419,-6.502892,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,79a56f90-d5b7-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taiga, Kojima",1000126501,Right,MEJ,139.03211,,,15.10534,,,,16.591435,-39.200362,4.963209,1.685862,-1.047297,-3.251446,-0.751044,1.544279,-2.572033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,92,89.0,2023/4/8,44.0,4916.368133,4916.368139,4916.368141,Normal,1.0,3.0,4,Top,0,1,1,3,別府,Left,村田,Right,,,,,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,17.0,小島,加藤,堀内,上田,宗山,飯森,直井,瀨,,0:48:11,,https://youtu.be/MsAJIUXfTvI&t=2891,2626,https://youtu.be/1GVh8sSKqQE&t=2626
93,90.0,2023/4/8,48:40.7,2023/4/8,48:40.7,1.0,4.0,"Kenichi, Murata",1000089794,Right,MEJ,"Kotaro, Beppu",1000089944,Left,TOK,Undefined,4,Top,0,2.0,1.0,Slider,Slider,FoulBall,Undefined,Undefined,LineDrive,Undefined,0,0,,127.15032,-0.238315,-2.814219,2068.287833,120.042126,10:00,1.617093,0.800178,1.827405,-106.6215,11.3511,-10.8007,0.483486,-0.103331,112.57055,-8.086269,-3.578149,0.490507,147.93986,16.794498,44.512652,3439.400265,22.20388,7.195736,25.12191,72.389051,64.790657,55.986855,2.599843,2.6528,7.4945,-0.731899,15.24,1.604546,1.76067,-34.812499,-0.531974,0.402798,8.921052,-8.668685,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,8035e2e0-d5b7-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taiga, Kojima",1000126501,Right,MEJ,123.66796,7.458393,,14.57977,,,,16.610596,-35.161974,4.460526,1.618734,-0.192385,-4.334342,-0.800563,1.744891,0.201399,0.625038,0.509841,0.062382,243.78475,0.624989,28.056737,-7.445073,1.622592,-0.440802,0.131691,-0.031662,0.004331,-0.000225,0.509865,11.872593,-5.626587,0.568435,-0.096955,0.004922,0.002979,-0.000549,1.5e-05,0.062437,27.578375,-2.383394,0.339745,0.001795,-0.041866,0.016397,-0.002556,0.000125,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,93,90.0,2023/4/8,45.0,4927.372174,4927.372178,4927.372179,Normal,1.0,4.0,4,Top,0,2,1,3,別府,Left,村田,Right,,,,,Slider,FoulBall,LineDrive,Undefined,Undefined,0,0,,,,,,19.0,小島,加藤,堀内,上田,宗山,飯森,直井,瀨,,0:48:22,,https://youtu.be/MsAJIUXfTvI&t=2902,2636,https://youtu.be/1GVh8sSKqQE&t=2636
94,91.0,2023/4/8,48:58.0,2023/4/8,48:58.0,1.0,5.0,"Kenichi, Murata",1000089794,Right,MEJ,"Kotaro, Beppu",1000089944,Left,TOK,Undefined,4,Top,0,2.0,2.0,Fastball,Sinker,FoulBall,Undefined,Undefined,LineDrive,Undefined,0,0,,145.64947,-2.52021,-2.380452,2127.09506,232.46009,1:45,1.676089,0.783203,1.862494,-52.9107,32.8144,39.2712,0.435632,0.504639,133.88185,-6.426952,0.405885,0.418127,112.2134,23.7224,-157.177054,2475.220199,-30.991475,5.154929,-12.792361,48.587379,21.563412,-158.24518,1.994201,-21.9298,19.4759,-0.729952,15.24,1.613725,1.470979,-40.048459,-1.963149,-4.618265,8.177416,-5.705167,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,8a76db10-d5b7-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taiga, Kojima",1000126501,Right,MEJ,145.0754,5.872736,,11.76762,,,,16.577578,-40.320651,4.088708,1.67591,-1.773247,-2.852583,-0.781474,1.624702,-2.309133,0.021299,0.350138,-0.504028,16.18152,0.021271,-26.300403,1.513822,0.328498,-0.234392,0.156158,-0.050426,0.003297,0.000864,0.35015,12.53896,-7.937988,1.031831,-0.099245,-0.097276,0.083174,-0.026684,0.00313,-0.504044,-11.067759,1.305245,-0.063012,-0.078309,0.088324,-0.039006,0.006646,-0.000203,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,94,91.0,2023/4/8,46.0,4945.083794,4945.0838,4945.083802,Normal,1.0,5.0,4,Top,0,2,2,3,別府,Left,村田,Right,,,,,Fastball,FoulBall,GroundBall,Undefined,Undefined,0,0,,,,,,,小島,加藤,堀内,上田,宗山,飯森,直井,瀨,,0:48:39,,https://youtu.be/MsAJIUXfTvI&t=2919,2645,https://youtu.be/1GVh8sSKqQE&t=2645
95,92.0,2023/4/8,49:13.0,2023/4/8,49:13.0,1.0,6.0,"Kenichi, Murata",1000089794,Right,MEJ,"Kotaro, Beppu",1000089944,Left,TOK,Undefined,4,Top,0,2.0,2.0,Sinker,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,,135.85,-1.560097,-2.383111,1697.095027,267.065857,3:00,1.61085,0.828852,1.883932,-93.4271,5.4551,43.9602,0.236988,0.597321,124.53507,-8.365964,0.744897,0.44907,,,,,,,,,,,,-24.4213,5.021,-0.776512,15.24,1.569333,1.349638,-37.35865,-1.378806,-4.438941,7.679117,-8.894005,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,936da000-d5b7-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taiga, Kojima",1000126501,Right,MEJ,135.07921,,,11.31493,,,,16.556001,-37.628184,3.839558,1.61225,-1.066631,-4.447003,-0.826618,1.505443,-2.219471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,95,92.0,2023/4/8,47.0,4959.514871,4959.514877,4959.514879,Normal,1.0,6.0,4,Top,0,2,2,3,別府,Left,村田,Right,,,,,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,17.0,小島,加藤,堀内,上田,宗山,飯森,直井,瀨,,0:48:54,,https://youtu.be/MsAJIUXfTvI&t=2934,2655,https://youtu.be/1GVh8sSKqQE&t=2655
96,93.0,2023/4/8,49:28.4,2023/4/8,49:28.4,1.0,7.0,"Kenichi, Murata",1000089794,Right,MEJ,"Kotaro, Beppu",1000089944,Left,TOK,Undefined,4,Top,0,3.0,2.0,Fastball,Sinker,FoulBall,Undefined,Undefined,,Undefined,0,0,,141.8082,-0.675332,-2.492876,2016.204893,219.775297,1:15,1.63627,0.800798,1.960813,-50.321,40.3628,30.9129,0.9437,0.41119,127.95691,-4.483031,-0.288198,0.430051,,,,,,,,,,,,-18.1363,22.5596,-0.748303,15.24,1.618869,1.550558,-38.972693,-0.620695,-3.552733,9.081321,-5.387424,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,9c90a510-d5b7-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taiga, Kojima",1000126501,Right,MEJ,141.05316,,,13.85129,,,,16.478335,-39.260187,4.54066,1.635819,-0.450142,-2.693712,-0.799171,1.663029,-1.776366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,96,93.0,2023/4/8,48.0,4974.970223,4974.970229,4974.97023,Normal,1.0,7.0,4,Top,0,3,2,3,別府,Left,村田,Right,,,,,Fastball,FoulBall,GroundBall,Undefined,Undefined,0,0,,,,,,,小島,加藤,堀内,上田,宗山,飯森,直井,瀨,,0:49:09,,https://youtu.be/MsAJIUXfTvI&t=2949,2670,https://youtu.be/1GVh8sSKqQE&t=2670
97,94.0,2023/4/8,49:54.9,2023/4/8,49:54.9,1.0,8.0,"Kenichi, Murata",1000089794,Right,MEJ,"Kotaro, Beppu",1000089944,Left,TOK,Undefined,4,Top,0,3.0,2.0,Fastball,Four-Seam,InPlay,Undefined,FlyBall,,Out,1,0,,145.72121,-2.030384,-3.585135,2204.970884,218.761376,1:15,1.651874,0.770689,1.903101,-41.0818,46.3926,34.5259,0.668908,0.106763,130.38846,-5.173561,-1.135292,0.422372,134.55939,73.338588,-28.19012,,,,,,9.108776,,,-20.9647,26.7508,-0.691236,15.24,1.603298,2.328317,-39.940553,-1.54547,-4.277819,10.175817,-4.348177,MEJ,TOK,JinguStadium,Undefined,Team,20230408-JinguStadium-1,ac5c8770-d5b7-11ed-b3f3-5bb1966f33f9,e9e092aa-52a9-411b-b2c8-e5e9d979c358,v3,,,,"Taiga, Kojima",1000126501,Right,MEJ,143.61743,29.204061,,15.33275,,,,16.535691,-40.269309,5.087908,1.650959,-1.404991,-2.174088,-0.768691,2.466522,-2.138909,0.320093,0.658761,-0.104565,,0.320096,9.444852,-5.543787,1.460601,0.120905,-1.018662,1.232249,-0.694474,0.152953,0.65876,35.808546,-10.235767,1.623633,-0.522308,0.426187,-0.407246,0.222572,-0.049152,-0.104562,-5.063187,-1.8622,0.601711,0.247137,-0.914119,1.07476,-0.604167,0.133203,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,97,94.0,2023/4/8,49.0,5001.461983,5001.461993,5001.461996,Normal,1.0,8.0,4,Top,0,3,2,3,別府,Left,村田,Right,,,,,Fastball,InPlay,Popup,Out,Undefined,1,0,上田,5.14,,別府,,6.0,小島,加藤,堀内,上田,宗山,飯森,直井,瀨,三飛,0:49:36,,https://youtu.be/MsAJIUXfTvI&t=2976,2682,https://youtu.be/1GVh8sSKqQE&t=2682
