count,PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dConfidence,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallZAmb4,PlayID,LocalDateTime,UTCDateTime,DetectedShift,1B_PositionAtReleaseX,1B_PositionAtReleaseZ,2B_PositionAtReleaseX,2B_PositionAtReleaseZ,3B_PositionAtReleaseX,3B_PositionAtReleaseZ,SS_PositionAtReleaseX,SS_PositionAtReleaseZ,LF_PositionAtReleaseX,LF_PositionAtReleaseZ,CF_PositionAtReleaseX,CF_PositionAtReleaseZ,RF_PositionAtReleaseX,RF_PositionAtReleaseZ,unixtime,umpire,pitchcount,PitchNo.1,Date(opensen),time1,time2,time3,PAofInning(opensen),PitchofPA(opensen),Pitcher(opensen),PitcherThrows(opensen),PitcherTeam(opensen),dajun,Batter(opensen),BatterSide(opensen),BatterTeam(opensen),Inning(opensen),Top/Bottom(opensen),Outs(opensen),Balls(opensen),Strikes(opensen),TaggedPitchType(opensen),PitchCall(opensen),KorBB(opensen),TaggedHitType(opensen),PlayResult(opensen),OutsOnPlay(opensen),RunsScored(opensen),memo,RelSpeed(opensen),PlateLocHeight(opensen),PlateLocSide(opensen),caught_distance,caught_direction,HomeTeam(opensen),hometeam_color,hometeam_abb,AwayTeam(opensen),awayteam_color,awayteam_abb,Stadium(opensen),Level(opensen),League(opensen),fielding_alignment,Notes(opensen),on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,Pitcher_romaji,C_romaji,1B_romaji,2B_romaji,3B_romaji,SS_romaji,LF_romaji,CF_romaji,RF_romaji,error_person_romaji,Batter_romaji,on_1b_romaji,on_2b_romaji,on_3b_romaji,runevent_romaji,scored_person_romaji,run_person_romaji
0,1.0,2025/4/27,02:47.0,2025/4/27,02:47.0,1.0,1.0,"Kazuhiro, Watanabe",1000242226,Left,KEI_KEI,"Nanato, Sakakibara",1000242816,Left,MEI_MEI,Undefined,1,Top,0,0.0,0.0,Slider,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,,132.41966,1.146325,0.238429,1828.989451,290.239016,3:45,1.585504,-0.875032,1.890134,-114.9096,-10.0695,37.1744,0.758972,-0.436205,120.08408,-7.246466,2.883534,0.4624,,,,,,,,,,,,-18.9419,-4.9424,0.867486,15.24,1.605053,-0.322899,-36.421282,0.285666,-3.236104,8.020809,-10.651024,KEI_KEI,MEI_MEI,JinguStadium,TeamExclusive,Team,20250427-JinguStadium-1,b7940930-230b-11f0-8ac4-6bd1e061fec3,a9a46703-82df-444b-b56f-297eba28bf36,v3,,,,"Kei, Watanabe",1000325904,Right,KEI_KEI,131.185,,,12.33558,,,,16.5495,-36.708531,4.010405,1.587992,0.667112,-5.325512,0.876975,-0.207004,-1.618052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18891c9f-eaa4-4b67-a5f7-e9ce0ed9b30b,2025-04-27T11:02:47.0223872+09:00,2025-04-27T02:02:47.0223872Z,NoShift,22.80523399,19.72857491,44.07026905,12.26853692,21.80025559,-16.21349933,40.68936429,-10.13495818,78.36710773,-42.56540375,94.2117011,-0.445510758,81.23784289,41.54968343,1745719367.022387,松永 謙一郎,1.0,1.0,2025/4/27,597.108341,597.1083431,1745719368,1.0,1.0,渡辺和,Left,KEI_KEI,1,榊原,Left,MEI_MEI,1,Top,0,0,0,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,,KEI_KEI,#112163,慶應,MEI_MEI,#4d1f6d,明治,JinguStadium,A,春季リーグ戦,Normal,,,,,Nothing,,,,,,2511601000,ボール,,1642,https://youtu.be/2KYBNRzEow0&t=1642,1037,https://youtu.be/BsPRIlNSEQ8&t=1037,渡辺憩,中塚,林純,今泉,上田,小原,常松,今津,"今津,小原,常松,今泉,中塚,渡辺憩,上田,林純,渡辺和","榊原,田上,小島,内海,木本,吉田匠,友納,磯,髙須","渡辺和,渡辺憩,中塚,林純,今泉,上田,小原,常松,今津","髙須,小島,吉田匠,木本,友納,磯,田上,榊原,内海","R,L,L,R,R,L,R,R,R,L","L,L,L,R,L,R,L,L,L,R","Kazuhiro, Watanabe","Kei, Watanabe","Haruto, Nakatsuka","Jyunji, Hayashi","Sho, Imaizumi","Taiyo, Ueda","Yamato, Obara","Kotaro, Tsunematsu","Keisuke, Imazu",,"Nanato, Sakakibara",,,,,,
1,2.0,2025/4/27,02:57.1,2025/4/27,02:57.1,1.0,2.0,"Kazuhiro, Watanabe",1000242226,Left,KEI_KEI,"Nanato, Sakakibara",1000242816,Left,MEI_MEI,Undefined,1,Top,0,1.0,0.0,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,FlyBall,Undefined,0,0,,145.58919,-0.985061,4.728058,2337.031981,144.772216,10:45,1.630572,-0.883648,1.985307,-45.7503,40.3053,-26.3068,0.896591,0.178675,131.42702,-4.454341,2.857199,0.418933,120.55209,33.368038,-150.656747,4837.314764,-30.500585,13.19862,-13.922393,66.212191,22.717419,-160.394771,3.024809,17.5227,22.7765,0.784258,15.24,1.607143,-3.17578,-39.921697,-0.833015,3.608204,9.389903,-5.116607,KEI_KEI,MEI_MEI,JinguStadium,TeamExclusive,Team,20250427-JinguStadium-1,bd8de1d0-230b-11f0-8ac4-6bd1e061fec3,a9a46703-82df-444b-b56f-297eba28bf36,v3,,,,"Kei, Watanabe",1000325904,Right,KEI_KEI,144.79652,13.227884,,14.16217,,,,16.453832,-40.206186,4.694951,1.630033,-0.677996,-2.558303,0.882132,-3.285099,1.804102,0.241963,0.87844,-0.190655,52.490045,0.242067,-24.382929,1.153157,-0.015853,0.091251,-0.092484,0.04327,-0.009418,0.000782,0.878458,18.417452,-7.81498,0.887062,-0.175533,0.025099,-0.002221,0.0003,-4.1e-05,-0.190573,-13.708342,3.353911,-0.778492,0.274124,-0.123378,0.046405,-0.00983,0.000831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7f4ae8db-3647-49aa-af1d-2b70f91c1a57,2025-04-27T11:02:57.1424768+09:00,2025-04-27T02:02:57.1424768Z,NoShift,23.71941399,20.68537341,44.18038375,12.3023466,21.74410818,-16.35896708,40.35464152,-10.19242473,77.78073363,-42.27298986,93.24577145,-0.318602437,81.14511284,41.79740078,1745719377.142476,松永 謙一郎,2.0,2.0,2025/4/27,607.1464031,607.1464043,1745719378,1.0,2.0,渡辺和,Left,KEI_KEI,1,榊原,Left,MEI_MEI,1,Top,0,1,0,Undefined,FoulBall,Undefined,FlyBall,Undefined,0,0,,,,,,,KEI_KEI,#112163,慶應,MEI_MEI,#4d1f6d,明治,JinguStadium,A,春季リーグ戦,Normal,,,,,Undefined,,,,,,2511601001,ファール,,1652,https://youtu.be/2KYBNRzEow0&t=1652,1047,https://youtu.be/BsPRIlNSEQ8&t=1047,渡辺憩,中塚,林純,今泉,上田,小原,常松,今津,"今津,小原,常松,今泉,中塚,渡辺憩,上田,林純,渡辺和","榊原,田上,小島,内海,木本,吉田匠,友納,磯,髙須","渡辺和,渡辺憩,中塚,林純,今泉,上田,小原,常松,今津","髙須,小島,吉田匠,木本,友納,磯,田上,榊原,内海","R,L,L,R,R,L,R,R,R,L","L,L,L,R,L,R,L,L,L,R","Kazuhiro, Watanabe","Kei, Watanabe","Haruto, Nakatsuka","Jyunji, Hayashi","Sho, Imaizumi","Taiyo, Ueda","Yamato, Obara","Kotaro, Tsunematsu","Keisuke, Imazu",,"Nanato, Sakakibara",,,,,,
2,3.0,2025/4/27,03:09.7,2025/4/27,03:09.7,1.0,3.0,"Kazuhiro, Watanabe",1000242226,Left,KEI_KEI,"Nanato, Sakakibara",1000242816,Left,MEI_MEI,Undefined,1,Top,0,1.0,1.0,ChangeUp,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,,128.76091,2.063875,1.000774,1263.56943,282.424492,3:30,1.609486,-0.877906,1.861496,-112.8158,-2.9852,28.6449,1.06337,-0.309362,118.14807,-6.151686,3.032375,0.473278,,,,,,,,,,,,-13.9831,-1.8327,0.852796,15.24,1.650848,-0.747776,-35.432298,0.852089,-2.297038,6.616874,-10.107707,KEI_KEI,MEI_MEI,JinguStadium,TeamExclusive,Team,20250427-JinguStadium-1,c5077ca0-230b-11f0-8ac4-6bd1e061fec3,a9a46703-82df-444b-b56f-297eba28bf36,v3,,,,"Kei, Watanabe",1000325904,Right,KEI_KEI,128.16991,,,10.61284,,,,16.578389,-35.681363,3.308437,1.611614,1.232552,-5.053854,0.879316,-0.661314,-1.148519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fa685623-a183-4665-af4b-50a83c74ffe0,2025-04-27T11:03:09.7459200+09:00,2025-04-27T02:03:09.7459200Z,NoShift,25.85747661,22.87275472,44.43732783,12.14810742,21.75967535,-16.18550043,41.65888901,-10.14289718,79.60370673,-42.86162285,94.91764614,-0.50676,81.72738461,42.60484262,1745719389.74592,松永 謙一郎,3.0,3.0,2025/4/27,619.766526,619.7665269,1745719390,1.0,3.0,渡辺和,Left,KEI_KEI,1,榊原,Left,MEI_MEI,1,Top,0,1,1,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,,KEI_KEI,#112163,慶應,MEI_MEI,#4d1f6d,明治,JinguStadium,A,春季リーグ戦,Normal,,,,,Nothing,,,,,,2511601002,ボール,,1665,https://youtu.be/2KYBNRzEow0&t=1665,1056,https://youtu.be/BsPRIlNSEQ8&t=1056,渡辺憩,中塚,林純,今泉,上田,小原,常松,今津,"今津,小原,常松,今泉,中塚,渡辺憩,上田,林純,渡辺和","榊原,田上,小島,内海,木本,吉田匠,友納,磯,髙須","渡辺和,渡辺憩,中塚,林純,今泉,上田,小原,常松,今津","髙須,小島,吉田匠,木本,友納,磯,田上,榊原,内海","R,L,L,R,R,L,R,R,R,L","L,L,L,R,L,R,L,L,L,R","Kazuhiro, Watanabe","Kei, Watanabe","Haruto, Nakatsuka","Jyunji, Hayashi","Sho, Imaizumi","Taiyo, Ueda","Yamato, Obara","Kotaro, Tsunematsu","Keisuke, Imazu",,"Nanato, Sakakibara",,,,,,
3,4.0,2025/4/27,03:23.1,2025/4/27,03:23.1,1.0,4.0,"Kazuhiro, Watanabe",1000242226,Left,KEI_KEI,"Nanato, Sakakibara",1000242816,Left,MEI_MEI,Undefined,1,Top,0,2.0,1.0,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Popup,Out,1,0,,147.86813,-0.716283,3.088107,2268.459537,142.012508,10:45,1.61787,-0.881925,1.925705,-41.6833,41.5259,-30.2658,0.999653,-0.316823,134.27943,-3.871069,0.936308,0.411946,80.02472,49.960018,-15.216598,4300.915856,,,,40.636992,39.197619,-20.774974,3.574951,18.1005,22.9776,0.814746,15.24,1.599474,-2.044122,-40.644651,-0.646787,3.887942,9.221179,-4.871099,KEI_KEI,MEI_MEI,JinguStadium,TeamExclusive,Team,20250427-JinguStadium-1,cd06c230-230b-11f0-8ac4-6bd1e061fec3,a9a46703-82df-444b-b56f-297eba28bf36,v3,,,,"Kei, Watanabe",1000325904,Right,KEI_KEI,147.25233,15.216622,,13.5887,,,,16.513921,-40.932649,4.61059,1.617299,-0.494651,-2.435549,0.880485,-2.165552,1.943971,0.284284,1.02853,0.307664,159.8823,0.284538,13.789943,-2.003899,0.416459,0.080902,-0.10182,0.036005,-0.005877,0.000372,1.028346,17.024223,-5.535101,0.385621,-0.118551,0.026428,2.2e-05,-0.001132,0.000134,0.307696,-3.754349,-0.14595,0.008335,0.009768,-0.005691,0.001307,-0.000113,1e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fd0041a3-372c-4e57-a753-f436ea51fb85,2025-04-27T11:03:23.0823424+09:00,2025-04-27T02:03:23.0823424Z,NoShift,26.59084426,23.64838385,44.3392647,12.28196071,22.17557725,-16.46776004,40.77237201,-9.735119879,79.2452158,-43.04069849,96.74073735,0.466906184,81.41412337,42.43247611,1745719403.082342,松永 謙一郎,4.0,4.0,2025/4/27,633.0609691,633.0609691,1745719403,1.0,4.0,渡辺和,Left,KEI_KEI,1,榊原,Left,MEI_MEI,1,Top,0,2,1,Undefined,InPlay,Undefined,Popup,Out,1,0,,,,,,,KEI_KEI,#112163,慶應,MEI_MEI,#4d1f6d,明治,JinguStadium,A,春季リーグ戦,Normal,,,,,Undefined,,,,6,6,2511601003,遊飛,,1678,https://youtu.be/2KYBNRzEow0&t=1678,1069,https://youtu.be/BsPRIlNSEQ8&t=1069,渡辺憩,中塚,林純,今泉,上田,小原,常松,今津,"今津,小原,常松,今泉,中塚,渡辺憩,上田,林純,渡辺和","榊原,田上,小島,内海,木本,吉田匠,友納,磯,髙須","渡辺和,渡辺憩,中塚,林純,今泉,上田,小原,常松,今津","髙須,小島,吉田匠,木本,友納,磯,田上,榊原,内海","R,L,L,R,R,L,R,R,R,L","L,L,L,R,L,R,L,L,L,R","Kazuhiro, Watanabe","Kei, Watanabe","Haruto, Nakatsuka","Jyunji, Hayashi","Sho, Imaizumi","Taiyo, Ueda","Yamato, Obara","Kotaro, Tsunematsu","Keisuke, Imazu",,"Nanato, Sakakibara",,,,,,
4,5.0,2025/4/27,03:49.8,2025/4/27,03:49.8,2.0,1.0,"Kazuhiro, Watanabe",1000242226,Left,KEI_KEI,"Kai, Tanoue",1000338425,Left,MEI_MEI,Undefined,1,Top,1,0.0,0.0,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,,Undefined,0,0,,146.01171,-0.343594,2.871749,2227.840753,141.66574,10:45,1.620453,-0.91504,2.003215,-47.1138,37.9757,-27.6485,1.053201,-0.388556,131.69673,-3.920191,0.895971,0.416575,,,,,,,,,,,,16.8924,21.1104,0.856206,15.24,1.610835,-1.883199,-40.133179,-0.391382,3.508493,9.642993,-5.422096,KEI_KEI,MEI_MEI,JinguStadium,TeamExclusive,Team,20250427-JinguStadium-1,dceeb810-230b-11f0-8ac4-6bd1e061fec3,a9a46703-82df-444b-b56f-297eba28bf36,v3,,,,"Kei, Watanabe",1000325904,Right,KEI_KEI,145.61616,,,14.31498,,,,16.436161,-40.419564,4.821497,1.620067,-0.230352,-2.711048,0.913682,-1.987398,1.754247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba159f1b-df56-49cf-a2e4-c315da871393,2025-04-27T11:03:49.8212352+09:00,2025-04-27T02:03:49.8212352Z,NoShift,22.66633009,19.58614739,42.87086935,11.89461163,21.87233042,-16.2844964,38.67952584,-12.24345211,75.35585876,-43.38598169,92.06618611,-4.230000894,80.59890222,42.44474105,1745719429.821235,松永 謙一郎,5.0,5.0,2025/4/27,659.8445311,659.844532,1745719430,2.0,1.0,渡辺和,Left,KEI_KEI,2,田上,Left,MEI_MEI,1,Top,1,0,0,Undefined,FoulBall,Undefined,Bunt,Undefined,0,0,,,,,,,KEI_KEI,#112163,慶應,MEI_MEI,#4d1f6d,明治,JinguStadium,A,春季リーグ戦,Normal,,,,,Undefined,,,,,,2511601004,ファール,,1705,https://youtu.be/2KYBNRzEow0&t=1705,1085,https://youtu.be/BsPRIlNSEQ8&t=1085,渡辺憩,中塚,林純,今泉,上田,小原,常松,今津,"今津,小原,常松,今泉,中塚,渡辺憩,上田,林純,渡辺和","榊原,田上,小島,内海,木本,吉田匠,友納,磯,髙須","渡辺和,渡辺憩,中塚,林純,今泉,上田,小原,常松,今津","髙須,小島,吉田匠,木本,友納,磯,田上,榊原,内海","R,L,L,R,R,L,R,R,R,L","L,L,L,R,L,R,L,L,L,R","Kazuhiro, Watanabe","Kei, Watanabe","Haruto, Nakatsuka","Jyunji, Hayashi","Sho, Imaizumi","Taiyo, Ueda","Yamato, Obara","Kotaro, Tsunematsu","Keisuke, Imazu",,"Kai, Tanoue",,,,,,
5,6.0,2025/4/27,04:04.8,2025/4/27,04:04.8,2.0,2.0,"Kazuhiro, Watanabe",1000242226,Left,KEI_KEI,"Kai, Tanoue",1000338425,Left,MEI_MEI,Undefined,1,Top,1,0.0,1.0,Curveball,Curveball,InPlay,Undefined,FlyBall,LineDrive,Out,1,0,,120.35635,2.532357,1.089497,2512.185431,305.168051,4:15,1.640451,-0.807745,1.776967,-158.0077,-28.171,46.6863,0.778449,-0.032164,108.79454,-8.894328,4.386218,0.514581,154.33418,18.909121,6.447102,1758.331122,33.432882,9.585138,2.520579,97.320082,95.152803,1.230851,3.26877,-22.8638,-15.2392,0.777317,15.24,1.692403,-0.831709,-33.048339,0.869699,-3.19011,7.032874,-11.93292,KEI_KEI,MEI_MEI,JinguStadium,TeamExclusive,Team,20250427-JinguStadium-1,e5fd71d0-230b-11f0-8ac4-6bd1e061fec3,a9a46703-82df-444b-b56f-297eba28bf36,v3,,,,"Kei, Watanabe",1000325904,Right,KEI_KEI,117.88241,11.266414,,11.56181,,,,16.663404,-33.349872,3.516437,1.644147,1.38132,-5.96646,0.810044,-0.694934,-1.595055,0.24915,0.740463,0.02003,136.29289,0.249111,40.30192,-5.673723,1.237411,-0.229714,0.031038,-0.001984,-0.000224,5.2e-05,0.740509,13.891283,-4.786572,0.130458,-0.012214,0.020036,-0.010677,0.002718,-0.000265,0.019971,4.556319,-2.624772,0.832852,-0.19618,0.030679,-0.002372,-0.000107,3.1e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04b58750-6784-420f-a043-219e925dcaba,2025-04-27T11:04:04.8235008+09:00,2025-04-27T02:04:04.8235008Z,NoShift,22.93423651,19.69306093,43.13682072,12.52599709,21.66615841,-16.17904641,38.28720955,-10.94051122,73.7369443,-41.39450019,91.08026869,-4.166696569,76.78274318,39.38052941,1745719444.8235,松永 謙一郎,6.0,6.0,2025/4/27,674.8786592,674.8786602,1745719445,2.0,2.0,渡辺和,Left,KEI_KEI,2,田上,Left,MEI_MEI,1,Top,1,0,1,Undefined,InPlay,Undefined,FlyBall,Out,1,0,,,,,,,KEI_KEI,#112163,慶應,MEI_MEI,#4d1f6d,明治,JinguStadium,A,春季リーグ戦,Normal,,,,,Undefined,,,,8,8,2511601005,中飛,,1720,https://youtu.be/2KYBNRzEow0&t=1720,1100,https://youtu.be/BsPRIlNSEQ8&t=1100,渡辺憩,中塚,林純,今泉,上田,小原,常松,今津,"今津,小原,常松,今泉,中塚,渡辺憩,上田,林純,渡辺和","榊原,田上,小島,内海,木本,吉田匠,友納,磯,髙須","渡辺和,渡辺憩,中塚,林純,今泉,上田,小原,常松,今津","髙須,小島,吉田匠,木本,友納,磯,田上,榊原,内海","R,L,L,R,R,L,R,R,R,L","L,L,L,R,L,R,L,L,L,R","Kazuhiro, Watanabe","Kei, Watanabe","Haruto, Nakatsuka","Jyunji, Hayashi","Sho, Imaizumi","Taiyo, Ueda","Yamato, Obara","Kotaro, Tsunematsu","Keisuke, Imazu",,"Kai, Tanoue",,,,,,
6,7.0,2025/4/27,04:30.7,2025/4/27,04:30.7,3.0,1.0,"Kazuhiro, Watanabe",1000242226,Left,KEI_KEI,"Taiga, Kojima",1000126501,Left,MEI_MEI,Undefined,1,Top,2,0.0,0.0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,149.50036,-0.96833,3.604952,2285.871479,132.378185,10:30,1.615553,-0.915931,1.930367,-49.2975,32.0105,-32.1547,0.850254,-0.224422,136.06112,-4.654323,1.319432,0.407213,,,,,,,,,,,,19.2752,18.1568,0.83748,15.24,1.591185,-2.424454,-41.071593,-0.873735,4.237788,9.218579,-5.814752,KEI_KEI,MEI_MEI,JinguStadium,TeamExclusive,Team,20250427-JinguStadium-1,f553af00-230b-11f0-8ac4-6bd1e061fec3,a9a46703-82df-444b-b56f-297eba28bf36,v3,,,,"Kei, Watanabe",1000325904,Right,KEI_KEI,148.96388,,,13.43924,,,,16.508966,-41.355433,4.609289,1.615331,-0.694698,-2.907376,0.914138,-2.554936,2.118894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64907e47-09a2-4075-ae2d-770425edf83c,2025-04-27T11:04:30.6664960+09:00,2025-04-27T02:04:30.6664960Z,NoShift,27.82400343,25.10899281,46.43607614,13.81093643,25.91740894,-18.78609545,44.66344126,-10.54078374,82.94067393,-44.50805238,100.9701655,-0.188098468,86.68459045,42.31577746,1745719470.666496,松永 謙一郎,7.0,7.0,2025/4/27,700.629669,700.629669,1745719471,3.0,1.0,渡辺和,Left,KEI_KEI,3,小島,Right,MEI_MEI,1,Top,2,0,0,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,,,,KEI_KEI,#112163,慶應,MEI_MEI,#4d1f6d,明治,JinguStadium,A,春季リーグ戦,Normal,,,,,Nothing,,,,,,2511601006,見逃し,,1746,https://youtu.be/2KYBNRzEow0&t=1746,1116,https://youtu.be/BsPRIlNSEQ8&t=1116,渡辺憩,中塚,林純,今泉,上田,小原,常松,今津,"今津,小原,常松,今泉,中塚,渡辺憩,上田,林純,渡辺和","榊原,田上,小島,内海,木本,吉田匠,友納,磯,髙須","渡辺和,渡辺憩,中塚,林純,今泉,上田,小原,常松,今津","髙須,小島,吉田匠,木本,友納,磯,田上,榊原,内海","R,L,L,R,R,L,R,R,R,L","L,L,L,R,L,R,L,L,L,R","Kazuhiro, Watanabe","Kei, Watanabe","Haruto, Nakatsuka","Jyunji, Hayashi","Sho, Imaizumi","Taiyo, Ueda","Yamato, Obara","Kotaro, Tsunematsu","Keisuke, Imazu",,"Taiga, Kojima",,,,,,
