PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,DetectedShift,1B_PositionAtReleaseX,1B_PositionAtReleaseZ,2B_PositionAtReleaseX,2B_PositionAtReleaseZ,3B_PositionAtReleaseX,3B_PositionAtReleaseZ,SS_PositionAtReleaseX,SS_PositionAtReleaseZ,LF_PositionAtReleaseX,LF_PositionAtReleaseZ,CF_PositionAtReleaseX,CF_PositionAtReleaseZ,RF_PositionAtReleaseX,RF_PositionAtReleaseZ,unixtime
11,2025/4/26,06:43.9,3,1,"Norihiro, Nozaki",1000126351,Left,HOS_HOS,"Syuhei, Ozawa",1000422720,Left,WAS_EDA,Undefined,1,Top,2,0,0,Cutter,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,129.16917,0.119822,2.710455,2287.512962,254.79182,2:30,1.510994,-0.530958,1.766683,-104.7106,6.4121,10.4106,0.497896,0.342146,118.24143,-7.465873,3.443995,0.476054,,,,,,,,,,,,-3.2898,4.311,0.462261,15.24,1.506536,-1.728495,-35.489919,-0.332906,-0.539392,6.959533,-9.099823,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,1a43ce90-2243-11f0-86ea-81fc05af7883,127.42254,,,10.92774,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,06:43.9,2025-04-26T11:06:43.9539712+09:00,2025-04-26T02:06:43.9539712Z,,v3,,,,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,c03924a9-20bb-49fd-a27a-cde3547fa61b,16.672758,-35.769777,3.479766,1.512566,0.033019,-4.549912,0.531331,-1.706805,-0.269696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,28.95150819,24.77738086,44.26617909,16.43174249,29.51694233,-17.93515639,44.62218839,-9.082927973,73.35383194,-37.35703165,93.49301441,-5.219020053,74.91202213,41.07444666,1745633204
12,2025/4/26,06:56.1,3,2,"Norihiro, Nozaki",1000126351,Left,HOS_HOS,"Syuhei, Ozawa",1000422720,Left,WAS_EDA,Undefined,1,Top,2,0,1,Cutter,Slider,InPlay,Undefined,FlyBall,Out,1,0,,130.91414,1.403548,2.292579,2193.787051,254.938506,2:30,1.497924,-0.533174,1.795294,-101.2189,5.997,10.1169,0.883343,0.217151,120.05938,-5.951691,3.00642,0.467611,136.39019,24.338438,6.485011,2726.607608,33.405747,13.33934,2.860292,94.9035,93.386213,3.491747,4.105478,-3.5882,3.0196,0.476142,15.24,1.525393,-1.487348,-35.999479,0.492043,-0.608436,6.83293,-9.294633,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,21880180-2243-11f0-86ea-81fc05af7883,129.72327,16.11132,,10.85476,,,,0.394356,0.861059,-0.224022,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,06:56.1,2025-04-26T11:06:56.1375744+09:00,2025-04-26T02:06:56.1375744Z,LineDrive,v3,,,,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,b22ea268-f99f-4772-bfbc-5fb2719fc43b,16.644661,-36.265113,3.416465,1.499241,0.853376,-4.647316,0.533504,-1.463694,-0.304218,168.107718,0.394353,34.299029,-5.625789,1.305418,-0.282426,0.068059,-0.015992,0.002461,-0.00016,0.861151,15.6101,-4.00504,-0.106006,0.137884,-0.07553,0.024031,-0.003847,0.00024,-0.223963,3.897367,-1.35537,0.361075,-0.078767,0.016439,-0.003297,0.000474,-3.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,NoShift,29.05083613,24.61573385,44.20725554,16.38063274,29.90172651,-18.58929268,44.72239403,-9.360532534,74.66184396,-38.6850369,93.94481009,-5.25862989,74.93548053,41.18323393,1745633216
13,2025/4/26,09:23.1,1,1,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Kojun, Fujimori",1000242173,Left,HOS_HOS,Undefined,1,Bottom,0,0,0,Fastball,Sinker,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,147.94599,-2.077746,-3.561625,2318.974226,226.995025,1:30,1.495401,0.483388,1.906228,-34.3399,49.9396,50.2028,0.566627,-0.016936,133.06571,-4.727667,0.002461,0.414587,,,,,,,,,,,,-28.6598,28.373,-0.405384,15.24,1.446178,2.264206,-40.578813,-1.571096,-6.079131,9.941606,-3.788353,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,79224e50-2243-11f0-86ea-81fc05af7883,146.31429,,,14.88028,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,09:23.1,2025-04-26T11:09:23.1407616+09:00,2025-04-26T02:09:23.1407616Z,,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,44c4dc93-2311-4a83-a406-f74ee34eab00,16.532665,-40.894284,4.970803,1.494125,-1.450883,-1.894176,-0.480294,2.457111,-3.039565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,25.1207028,20.44231471,41.91745964,10.84436242,21.96275399,-16.86237047,40.33343759,-13.16452955,70.34151905,-40.61523758,95.30724948,-3.876986254,78.87027723,41.79075497,1745633363
14,2025/4/26,09:33.2,1,2,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Kojun, Fujimori",1000242173,Left,HOS_HOS,Undefined,1,Bottom,0,0,1,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,145.2765,-2.460965,-3.365174,2284.93591,224.597901,1:30,1.49146,0.47856,1.87317,-36.0341,51.9085,47.92,0.436376,0.008883,130.52343,-5.234555,0.030804,0.423501,,,,,,,,,,,,-27.3192,29.7003,-0.40317,15.24,1.431968,2.094496,-39.828662,-1.817445,-5.572338,9.717797,-3.748651,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,7f101900-2243-11f0-86ea-81fc05af7883,143.23463,,,14.75308,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,09:33.2,2025-04-26T11:09:33.1605504+09:00,2025-04-26T02:09:33.1605504Z,,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,6e90dbd7-76fa-4a18-b76d-f049c296cc97,16.565645,-40.150803,4.858898,1.490156,-1.693178,-1.874326,-0.475664,2.279217,-2.786169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,26.02761538,21.01506667,41.85244795,11.43512841,23.00943591,-17.35611095,40.46890237,-12.96349823,70.13433783,-41.99287603,95.84867066,-4.65473482,79.74724086,41.90273224,1745633373
15,2025/4/26,09:44.1,1,3,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Kojun, Fujimori",1000242173,Left,HOS_HOS,Undefined,1,Bottom,0,0,2,Fastball,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,146.33918,-2.010375,-2.574486,2275.355724,224.998541,1:30,1.485944,0.468884,1.875973,-37.8855,48.1938,45.108,0.54017,0.19451,132.13386,-4.901346,0.626081,0.41899,109.35481,67.230063,-111.415506,4719.488842,,,,41.104147,15.718999,-125.358521,4.283687,-25.3707,27.4122,-0.41197,15.24,1.437011,1.579358,-40.186163,-1.530256,-5.290072,9.568739,-4.090913,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,859b3520-2243-11f0-86ea-81fc05af7883,144.77662,25.67016,,14.20533,,,,0.420686,0.445061,-0.11693,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,09:44.1,2025-04-26T11:09:44.1422848+09:00,2025-04-26T02:09:44.1422848Z,Popup,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,a66f844a-d5a8-4e76-863e-b9950131f96e,16.563436,-40.500061,4.784369,1.485009,-1.396055,-2.045456,-0.466626,1.752896,-2.645036,18.4169,0.420102,-4.280727,-2.400929,1.205477,-0.351808,0.058795,0.000294,-0.001592,0.000154,0.446022,27.98147,-9.526215,1.073376,0.074311,-0.15016,0.051186,-0.007758,0.000448,-0.117901,-10.92084,0.585597,0.337114,-0.267973,0.10843,-0.023047,0.002367,-9.10E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,,NoShift,26.82545929,21.07181896,42.84290712,11.70878704,24.32495898,-18.6071906,40.47768899,-12.74655827,68.6795609,-41.2357506,95.36007258,-4.661197849,79.52854047,41.26091649,1745633384
16,2025/4/26,10:01.8,1,4,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Kojun, Fujimori",1000242173,Left,HOS_HOS,Undefined,1,Bottom,0,0,2,ChangeUp,Changeup,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,132.40126,-0.70479,-2.734473,1430.123882,278.663973,3:15,1.465054,0.510886,1.879697,-105.9152,-2.6871,37.604,0.207245,0.116501,122.43169,-8.385917,-0.060747,0.458832,,,,,,,,,,,,-21.4235,-0.0768,-0.450039,15.24,1.442233,1.576001,-36.449647,-0.849556,-3.739952,6.725709,-9.82006,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,90280360-2243-11f0-86ea-81fc05af7883,132.2053,,,9.96956,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,10:01.8,2025-04-26T11:10:01.7813504+09:00,2025-04-26T02:10:01.7813504Z,,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,bba70403-4028-44eb-8470-d4d1aabc5170,16.560958,-36.692581,3.362854,1.466513,-0.494853,-4.91003,-0.509404,1.711089,-1.869976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,26.46836222,21.17658866,42.17761349,13.06812913,24.64984696,-18.81936273,42.47833252,-10.3151413,69.78571602,-41.41847722,94.62392812,-5.516093782,78.59142013,40.52745384,1745633402
17,2025/4/26,10:29.9,2,1,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Sakai, Ryoya",1000424383,Left,HOS_HOS,Undefined,1,Bottom,1,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,146.26425,-2.56032,-5.614491,2192.888234,228.700656,1:30,1.474605,0.457226,1.922437,-44.1507,41.2639,43.74,0.310251,-0.686907,133.33666,-5.878382,-2.520301,0.41737,,,,,,,,,,,,-26.6323,24.0983,-0.333769,15.24,1.414507,3.720662,-40.049085,-1.946388,-5.582869,8.545391,-4.75498,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,a0ee7260-2243-11f0-86ea-81fc05af7883,145.3388,,,12.92759,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,10:29.9,2025-04-26T11:10:29.9372032+09:00,2025-04-26T02:10:29.9372032Z,,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,a310aa5e-8c64-49f6-9613-5b20862872fd,16.517218,-40.320688,4.272696,1.473969,-1.795258,-2.37749,-0.454845,3.898105,-2.791435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,24.13952082,19.85898423,42.36180873,13.6328339,22.08178511,-16.97748566,41.41401161,-12.39702623,69.37191862,-40.8414809,93.26907587,-5.754051141,79.08615206,36.8763552,1745633430
18,2025/4/26,10:40.1,2,2,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Sakai, Ryoya",1000424383,Left,HOS_HOS,Undefined,1,Bottom,1,1,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,145.66384,-1.194999,-4.697715,2209.21176,224.417715,1:30,1.4752,0.480915,1.899337,-44.9742,41.1622,37.5462,0.688257,-0.467535,132.55174,-4.576546,-2.040258,0.419129,,,,,,,,,,,,-22.8289,23.0383,-0.376002,15.24,1.445217,3.097816,-39.960769,-0.988504,-4.756212,8.644802,-5.006804,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,a704d3b0-2243-11f0-86ea-81fc05af7883,144.72867,,,13.1121,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,10:40.1,2025-04-26T11:10:40.1385472+09:00,2025-04-26T02:10:40.1385472Z,,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,14f9b19c-702e-4c32-9aa1-7a33eacd88c2,16.540242,-40.24107,4.322401,1.474637,-0.826162,-2.503402,-0.478946,3.252033,-2.378106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,24.60005546,20.22777042,40.95931122,12.46742634,22.31353224,-16.99077107,41.60702659,-11.97681431,69.19966673,-41.34349341,93.07006746,-6.3203911,78.88128663,36.18427145,1745633440
19,2025/4/26,10:51.3,2,3,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Sakai, Ryoya",1000424383,Left,HOS_HOS,Undefined,1,Bottom,1,1,1,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Out,1,0,,146.7507,-1.137653,-3.113565,2179.5867,220.661142,1:15,1.495857,0.466877,1.90007,-41.408,43.3787,34.8189,0.761381,-0.061256,133.27451,-4.270545,-0.64171,0.415833,129.93877,42.080567,-23.53151,4882.965701,28.920442,24.882919,-16.96274,78.802144,64.956889,-37.324559,4.860495,-20.391,24.1882,-0.39806,15.24,1.467472,2.020585,-40.325199,-0.93851,-4.311828,9.069336,-4.691858,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,adae4d40-2243-11f0-86ea-81fc05af7883,145.87604,27.047049,,13.47619,,,,0.26193,0.760644,0.058368,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,10:51.3,2025-04-26T11:10:51.3383936+09:00,2025-04-26T02:10:51.3383936Z,FlyBall,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,b6892742-6ebe-4e91-a842-5e368b8087c2,16.539477,-40.616407,4.534668,1.495188,-0.78786,-2.345929,-0.465162,2.159034,-2.155914,149.580828,0.262839,24.541192,-6.129452,1.49354,-0.194712,-0.009538,0.007955,-0.001066,4.60E-05,0.760944,24.180504,-6.264012,0.333541,0.044335,-0.048551,0.015752,-0.002348,0.000132,0.058374,-10.696417,-0.05593,0.153322,-0.034219,-0.001044,0.001924,-0.000335,1.90E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,NoShift,25.64769068,20.56349846,41.28789126,12.20700478,22.91404498,-17.56953288,41.51948605,-12.72169824,68.63777696,-41.69641195,93.49963305,-7.270985243,79.94432213,36.88697172,1745633451
20,2025/4/26,11:21.2,3,1,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Riku, Kumagai",1000338393,Left,HOS_HOS,Undefined,1,Bottom,2,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,146.52393,-0.249921,-3.469483,2145.150433,225.822691,1:30,1.517997,0.507118,1.899984,-42.8386,42.0799,40.4364,1.01921,-0.065252,133.15818,-3.485112,-0.60041,0.416156,,,,,,,,,,,,-23.3324,22.7719,-0.430383,15.24,1.509691,2.235534,-40.259116,-0.317728,-4.92977,8.842369,-4.995306,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,bf79d030-2243-11f0-86ea-81fc05af7883,145.76272,,,13.36576,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,11:21.2,2025-04-26T11:11:21.1910656+09:00,2025-04-26T02:11:21.1910656Z,,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,a015d32a-1333-4d8b-9ef5-0e4bce9b9bcd,16.539313,-40.543488,4.421184,1.517326,-0.157078,-2.497653,-0.504828,2.394077,-2.464885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,26.18518525,20.87551532,42.87163983,9.481952062,23.95554652,-18.23987762,40.43353708,-14.9668918,67.12302512,-41.87792011,91.48287316,-7.481794209,79.4712576,37.11795392,1745633481
21,2025/4/26,11:30.4,3,2,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Riku, Kumagai",1000338393,Left,HOS_HOS,Undefined,1,Bottom,2,1,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,144.40503,-2.567042,-4.313134,2083.200878,225.690624,1:30,1.497889,0.477574,1.912233,-45.9034,41.7443,39.7364,0.315077,-0.339189,131.48574,-6.014506,-1.494917,0.42279,,,,,,,,,,,,-23.8183,24.4512,-0.382533,15.24,1.437185,2.794682,-39.606332,-1.934192,-4.86732,8.609199,-4.809997,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,c4f8d380-2243-11f0-86ea-81fc05af7883,143.47546,,,12.91929,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,11:30.4,2025-04-26T11:11:30.4286208+09:00,2025-04-26T02:11:30.4286208Z,,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,8a1b2a47-f26f-4cbc-a313-966c446634eb,16.52746,-39.885204,4.3046,1.497314,-1.778385,-2.404999,-0.475613,2.952346,-2.43366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,26.08937535,20.58526131,42.52563656,8.7719457,24.01437359,-18.68487478,41.28102041,-14.80465719,67.01491029,-42.05997239,92.6500252,-7.926592822,79.83180521,36.50541682,1745633490
22,2025/4/26,11:41.8,3,3,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Riku, Kumagai",1000338393,Left,HOS_HOS,Undefined,1,Bottom,2,2,0,ChangeUp,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,129.23292,0.873482,-3.552845,1288.906223,259.006241,2:45,1.488852,0.457985,1.906935,-97.6278,10.634,37.94,0.758564,-0.162444,118.7953,-6.270821,-0.858631,0.469886,,,,,,,,,,,,-22.0072,5.9909,-0.379669,15.24,1.502947,2.040314,-35.537187,0.19295,-3.651248,6.404327,-8.812682,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,cbc6c500-2243-11f0-86ea-81fc05af7883,129.09523,,,10.43762,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,11:41.8,2025-04-26T11:11:41.7879040+09:00,2025-04-26T02:11:41.7879040Z,,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,4f0fbaa7-3752-4973-91c3-b39d4608e85a,16.533053,-35.769455,3.202164,1.490154,0.512563,-4.406341,-0.456067,2.172735,-1.825624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,26.67097374,21.14230568,42.85127998,9.83861199,25.39852262,-19.55021635,41.13180455,-14.14759704,66.83449114,-41.36935085,92.41579673,-7.865313928,80.39414362,36.95724092,1745633502
23,2025/4/26,11:52.7,3,4,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Riku, Kumagai",1000338393,Left,HOS_HOS,Undefined,1,Bottom,2,2,1,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,130.90004,0.187798,-2.599689,1409.134521,271.157075,3:00,1.460583,0.499503,1.866115,-103.7846,2.9877,23.6082,0.475707,0.002572,119.69293,-7.380919,-0.924234,0.466642,,,,,,,,,,,,-14.1036,2.4733,-0.440277,15.24,1.458549,1.527942,-35.994752,-0.271962,-2.378587,7.160349,-9.389532,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,d2469680-2243-11f0-86ea-81fc05af7883,129.99252,,,11.20711,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,11:52.7,2025-04-26T11:11:52.6685696+09:00,2025-04-26T02:11:52.6685696Z,,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,d4604179-f074-4167-901f-9af85419888b,16.573623,-36.259076,3.580175,1.462191,0.074652,-4.694766,-0.498301,1.615748,-1.189294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,NoShift,26.67972097,21.11550844,42.35180303,9.958878466,25.29973161,-19.53742063,41.3092621,-14.03854527,66.54987454,-41.05181489,92.9857302,-8.197894744,80.54154257,37.09082816,1745633513
24,2025/4/26,12:04.9,3,5,"Tatsuki, Ito",1000126605,Right,WAS_EDA,"Riku, Kumagai",1000338393,Left,HOS_HOS,Undefined,1,Bottom,2,2,2,Fastball,Sinker,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,144.43101,-1.780826,-4.426947,2065.662361,228.545493,1:30,1.46321,0.489772,1.894137,-50.8537,36.8518,38.4155,0.452103,-0.373766,131.53516,-5.576971,-1.706227,0.42293,,,,,,,,,,,,-23.1608,21.2702,-0.390762,15.24,1.419356,2.880469,-39.626349,-1.415256,-4.740777,8.569495,-5.452849,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,d986aac0-2243-11f0-86ea-81fc05af7883,143.42815,,,12.89584,,,,,,,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,12:04.9,2025-04-26T11:12:04.8900000+09:00,2025-04-26T02:12:04.8900000Z,,v3,,,,"Mizuki, Yoshida",1000126618,Right,WAS_EDA,195284ab-f2a9-451b-9731-d5b196a83665,16.545578,-39.907692,4.284747,1.462881,-1.236236,-2.726425,-0.487885,3.036112,-2.370389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.31955,3.105749,1.913293,1.192456,1.22156,0.527765,0.349323,-0.663911,1.511196,-0.538835,22.961597,0.181066,15.070499,-0.650005,22.152917,-1.990358,1.522609,4.350293,-4.608102,-0.543797,13.01751,0.070939,High,High,High,,,High,Medium,Medium,NoShift,26.68907755,21.37850578,42.75685006,10.4848724,25.74317671,-19.83003305,41.90206054,-11.94380487,66.92452085,-40.94988306,93.49044934,-8.236155589,81.13841734,37.21183438,1745633525
25,2025/4/26,13:49.9,1,1,"Norihiro, Nozaki",1000126351,Left,HOS_HOS,"Kensei, Terao",1000242786,Right,WAS_EDA,Undefined,2,Top,0,0,0,Fastball,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,139.99778,0.019981,2.443327,1896.89579,130.002191,10:15,1.549467,-0.495972,1.758594,-56.9007,37.2116,-40.8338,0.986133,-0.210852,127.94606,-4.185863,-0.433023,0.438105,137.14795,-4.744028,70.773385,2003.520302,,,,12.453119,9.038784,71.065032,0.351706,22.4174,19.8267,0.437328,15.24,1.545854,-1.435118,-38.492138,-0.202161,4.350871,7.727816,-5.958596,HOS_HOS,WAS_EDA,JinguStadium,NPM,NPBEastern,20250426-JinguStadium-1,181eaf30-2244-11f0-86ea-81fc05af7883,138.46008,0.890477,,12.05172,,,,-0.394313,0.890477,0.135839,dff9fd9f-6cf8-4e7c-8676-7f82ea422551,2025/4/26,13:49.9,2025-04-26T11:13:49.9090944+09:00,2025-04-26T02:13:49.9090944Z,GroundBall,v3,,,,"Tadaishi, Kanta",1000424355,Right,HOS_HOS,fef66590-db14-4530-9991-e0b827fa0e89,16.680934,-38.780346,3.863908,1.54925,0.020064,-2.979298,0.493876,-1.597383,2.175436,126.857063,-0.395367,12.54343,0.207728,,,,,,,0.886883,-3.012953,1.424044,,,,,,,0.139525,35.708796,-7.460273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Medium,,,,NoShift,30.5310699,21.98005656,46.22170192,8.985700131,27.53788017,-22.65270869,42.36030063,-13.7201123,79.7778419,-39.26533697,94.85562399,-5.938039808,77.03079748,38.80414544,1745633630
