PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,Steal,Runner,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,URL,umpire,season
1,2022/10/22,00:02.2,2022/10/22,00:02.2,1,1,"Kentaro, Shinogi",1000101178,Right,HOS_HOS,"Yu, Miyazaki",1000073899,Left,TOK,Undefined,1,Top,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,151.60239,-1.608244,-1.869181,2111.288494,201.914263,12:45,1.657102,0.671068,1.729577,-27.8026,53.6347,20.4307,0.921726,0.344054,137.0114,-3.754344,-0.432489,0.407536,,,,,,,,,,,,-11.7087,29.1627,-0.62452,15.24,1.613661,1.241747,-41.617073,-1.250039,-2.627943,9.953103,-3.261296,HOS_HOS,TOK,JinguStadium,TeamExclusive,NL,20221022-JinguStadium-1,dc18c290-51a4-11ed-8424-e367745419e5,1bd4bea2-0bf8-422f-9f7c-7601b1a294db,v3,,,,"Kyoichiro, Murakami",1000073845,Right,HOS_HOS,148.84562,,,14.59099,,,,16.709048,-41.966939,4.976552,1.655586,-1.1354,-1.630648,-0.669792,1.334123,-1.313971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/FVkXTHxs-64/&t=522,深沢 俊一,22A
2,2022/10/22,00:10.8,2022/10/22,00:10.8,1,2,"Kentaro, Shinogi",1000101178,Right,HOS_HOS,"Yu, Miyazaki",1000073899,Left,TOK,Undefined,1,Top,0,1,0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,,,,149.37166,-2.47633,-2.464224,1968.988835,203.562561,12:45,1.638628,0.689651,1.741603,-32.9219,50.7244,20.8695,0.605184,0.198216,135.54417,-4.976774,-0.996308,0.413027,,,,,,,,,,,,-12.3772,28.4089,-0.628324,15.24,1.572987,1.648408,-40.985438,-1.881797,-2.702959,9.388823,-3.602644,HOS_HOS,TOK,JinguStadium,TeamExclusive,NL,20221022-JinguStadium-1,e1489470-51a4-11ed-8424-e367745419e5,1bd4bea2-0bf8-422f-9f7c-7601b1a294db,v3,,,,"Kyoichiro, Murakami",1000073845,Right,HOS_HOS,146.86703,,,13.82749,,,,16.697296,-41.317922,4.694412,1.637368,-1.754218,-1.801322,-0.688393,1.744127,-1.351479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/FVkXTHxs-64/&t=531,深沢 俊一,22A
3,2022/10/22,00:20.1,2022/10/22,00:20.1,1,3,"Kentaro, Shinogi",1000101178,Right,HOS_HOS,"Yu, Miyazaki",1000073899,Left,TOK,Undefined,1,Top,0,1,1,Cutter,Slider,InPlay,Undefined,FlyBall,FlyBall,Out,1,0,,,,136.57569,-1.705003,-3.122891,2220.993012,162.078587,11:30,1.624311,0.757648,1.756605,-74.6305,24.7338,-6.9788,0.393467,-0.198922,125.29068,-7.132618,-3.61389,0.450163,142.51916,40.28427,17.09672,3772.984036,31.968399,26.732832,10.10656,92.237875,92.143729,17.987806,5.720028,1.3377,14.7711,-0.678259,15.24,1.575788,2.079724,-37.504635,-1.41125,0.245727,7.545591,-7.093188,HOS_HOS,TOK,JinguStadium,TeamExclusive,NL,20221022-JinguStadium-1,e6d49010-51a4-11ed-8424-e367745419e5,1bd4bea2-0bf8-422f-9f7c-7601b1a294db,v3,,,,"Kyoichiro, Murakami",1000073845,Right,HOS_HOS,134.75118,34.057114,,11.28502,,,,16.683141,-37.793867,3.772796,1.624672,-1.139359,-3.546594,-0.757797,2.070305,0.122864,0.630716,0.424855,0.188466,182.21822,0.632558,28.829516,-6.802054,1.688812,-0.256232,0.009971,0.003881,-0.000646,3.1e-05,0.422904,25.630758,-5.317661,0.174719,-0.003127,-0.003517,0.001876,-0.000349,2e-05,0.189033,8.867466,-1.8663,0.430496,-0.055284,-0.00132,0.00171,-0.000232,1e-05,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/FVkXTHxs-64/&t=540,深沢 俊一,22A
4,2022/10/22,00:50.0,2022/10/22,00:50.0,2,1,"Kentaro, Shinogi",1000101178,Right,HOS_HOS,"Reo, Akutsu",1000101208,Left,TOK,Undefined,1,Top,1,0,0,Cutter,Slider,InPlay,Undefined,FlyBall,Popup,Out,1,0,,,,135.0291,-0.437,-2.735976,2153.962198,182.352241,12:00,1.634772,0.734614,1.744317,-72.5708,28.8726,1.0565,0.784858,-0.032142,123.77951,-5.739021,-2.661695,0.454848,120.8141,59.64275,9.782943,4965.40746,33.52691,35.096533,0.267215,50.142898,50.142898,-1.926986,5.517838,-2.4519,15.9519,-0.665029,15.24,1.618279,1.768354,-37.110354,-0.56432,-0.442112,7.216003,-6.930283,HOS_HOS,TOK,JinguStadium,TeamExclusive,NL,20221022-JinguStadium-1,f8a7b420-51a4-11ed-8424-e367745419e5,1bd4bea2-0bf8-422f-9f7c-7601b1a294db,v3,,,,"Kyoichiro, Murakami",1000073845,Right,HOS_HOS,133.36315,36.864866,,11.24959,,,,16.695323,-37.392267,3.608002,1.635037,-0.29357,-3.465142,-0.734452,1.785627,-0.221056,0.351961,0.769924,0.03636,169.122674,0.352271,16.702758,-4.553678,1.316717,-0.220721,0.008641,0.004503,-0.000818,4.2e-05,0.767213,29.00825,-7.07275,0.812641,-0.231142,0.060487,-0.009845,0.000802,-2.8e-05,0.036437,2.878229,-1.930318,0.57445,-0.103068,0.00693,0.001262,-0.00028,1.5e-05,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/FVkXTHxs-64/&t=570,深沢 俊一,22A
5,2022/10/22,01:19.6,2022/10/22,01:19.6,3,1,"Kentaro, Shinogi",1000101178,Right,HOS_HOS,"Kotaro, Beppu",1000089944,Left,TOK,Undefined,1,Top,2,0,0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,,,,149.82956,-2.180618,-2.770292,2148.449902,193.505714,12:30,1.673617,0.692212,1.770981,-22.4287,59.914,13.7501,0.830255,0.043917,136.62081,-3.936971,-1.802233,0.409796,,,,,,,,,,,,-8.9128,32.7845,-0.623915,15.24,1.617411,1.915624,-41.141825,-1.619199,-1.973575,8.939547,-2.547152,HOS_HOS,TOK,JinguStadium,TeamExclusive,NL,20221022-JinguStadium-1,0a4151a0-51a5-11ed-8424-e367745419e5,1bd4bea2-0bf8-422f-9f7c-7601b1a294db,v3,,,,"Kyoichiro, Murakami",1000073845,Right,HOS_HOS,148.02502,,,13.20875,,,,16.668144,-41.450979,4.469774,1.671884,-1.531111,-1.273576,-0.691343,1.983875,-0.986787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/FVkXTHxs-64/&t=599,深沢 俊一,22A
6,2022/10/22,01:29.6,2022/10/22,01:29.6,3,2,"Kentaro, Shinogi",1000101178,Right,HOS_HOS,"Kotaro, Beppu",1000089944,Left,TOK,Undefined,1,Top,2,0,1,Fastball,Four-Seam,InPlay,Undefined,FlyBall,LineDrive,Out,1,0,,,,151.14316,-2.432442,-2.646728,2204.791608,203.19866,12:45,1.65111,0.666957,1.733147,-26.2406,55.2363,22.515,0.696517,0.139663,137.56383,-4.453734,-1.06447,0.407635,130.71408,25.181203,-24.130843,3509.086345,29.098101,12.177402,-16.656044,81.015561,78.58746,-36.910254,3.549458,-13.3425,30.6103,-0.600772,15.24,1.586739,1.794173,-41.490205,-1.842195,-2.996907,9.311939,-2.931154,HOS_HOS,TOK,JinguStadium,TeamExclusive,NL,20221022-JinguStadium-1,103a8e00-51a5-11ed-8424-e367745419e5,1bd4bea2-0bf8-422f-9f7c-7601b1a294db,v3,,,,"Kyoichiro, Murakami",1000073845,Right,HOS_HOS,148.80944,13.170091,,13.57933,,,,16.706332,-41.81801,4.655969,1.649773,-1.739011,-1.465577,-0.665788,1.899672,-1.498454,0.030776,0.633245,-0.121045,130.71848,0.030575,29.994652,-6.117595,1.49415,-0.398761,0.120154,-0.032437,0.005411,-0.000373,0.633438,15.44222,-5.036499,0.104591,0.102801,-0.064624,0.020978,-0.003312,0.000198,-0.12105,-13.432555,-0.717041,0.454205,-0.141525,0.028638,-0.003601,0.000178,5e-06,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/FVkXTHxs-64/&t=609,深沢 俊一,22A
7,2022/10/22,03:39.9,2022/10/22,03:39.9,1,1,"Shunsuke, Izawa",1000073948,Right,TOK,"Yamato, Nakatsu",1000101189,Left,HOS_HOS,Undefined,1,Bottom,0,0,0,Fastball,Cutter,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,137.37513,-2.545932,0.013876,2219.191323,192.171914,12:30,1.733294,0.233584,1.830097,-52.7122,44.072,8.8531,0.486732,0.326034,126.20309,-6.451488,0.641148,0.44428,,,,,,,,,,,,-4.5445,25.3568,-0.234493,15.24,1.668803,-0.051218,-37.780114,-1.862657,-0.85062,7.366991,-5.06048,HOS_HOS,TOK,JinguStadium,TeamExclusive,NL,20221022-JinguStadium-1,5deb2a60-51a5-11ed-8424-e367745419e5,1bd4bea2-0bf8-422f-9f7c-7601b1a294db,v3,,,,"Taiki, Matsuoka",1000073870,Right,TOK,136.53547,,,11.17204,,,,16.609397,-38.046205,3.683495,1.73278,-1.679876,-2.53024,-0.233197,-0.020495,-0.42531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/FVkXTHxs-64/&t=740,深沢 俊一,22A
8,2022/10/22,03:53.0,2022/10/22,03:53.0,1,2,"Shunsuke, Izawa",1000073948,Right,TOK,"Yamato, Nakatsu",1000101189,Left,HOS_HOS,Undefined,1,Bottom,0,1,0,Cutter,Slider,FoulBall,Undefined,Undefined,GroundBall,Undefined,0,0,,,,130.56943,-1.473043,-0.616306,2394.494532,152.228359,11:00,1.774015,0.180564,1.786652,-76.3791,30.092,-14.3062,0.593007,-0.137016,121.43373,-7.024165,-1.627518,0.465983,170.50985,-15.353196,96.281059,,,,,2.476404,0.845644,77.318944,0.051299,7.0169,17.2229,-0.164299,15.24,1.732208,0.450417,-35.968194,-1.20723,1.203206,5.987892,-6.853417,HOS_HOS,TOK,JinguStadium,TeamExclusive,NL,20221022-JinguStadium-1,65abe050-51a5-11ed-8424-e367745419e5,1bd4bea2-0bf8-422f-9f7c-7601b1a294db,v3,,,,"Taiki, Matsuoka",1000073870,Right,TOK,130.17628,0.644098,,9.13569,,,,16.653653,-36.20277,2.993946,1.774242,-0.938746,-3.426708,-0.181021,0.403281,0.601603,0.80028,0.644098,0.084215,,0.800331,-5.003047,,,,,,,,0.644224,-12.555767,,,,,,,,0.083757,45.454796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/FVkXTHxs-64/&t=753,深沢 俊一,22A
9,2022/10/22,04:08.7,2022/10/22,04:08.6,1,3,"Shunsuke, Izawa",1000073948,Right,TOK,"Yamato, Nakatsu",1000101189,Left,HOS_HOS,Undefined,1,Bottom,0,1,1,Cutter,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,131.6455,-2.094188,-1.378194,2379.428386,126.467376,10:15,1.7813,0.183574,1.76369,-86.6055,19.7129,-22.2669,0.320987,-0.429967,121.49879,-8.356696,-2.950134,0.465649,,,,,,,,,,,,10.5426,12.4357,-0.147282,15.24,1.722385,0.971776,-36.205994,-1.656364,1.809641,6.861209,-7.672048,HOS_HOS,TOK,JinguStadium,TeamExclusive,NL,20221022-JinguStadium-1,6f014000-51a5-11ed-8424-e367745419e5,1bd4bea2-0bf8-422f-9f7c-7601b1a294db,v3,,,,"Taiki, Matsuoka",1000073870,Right,TOK,130.26972,,,10.14672,,,,16.676558,-36.477213,3.430605,1.781866,-1.353093,-3.836024,-0.184282,0.900242,0.904821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/FVkXTHxs-64/&t=768,深沢 俊一,22A
10,2022/10/22,04:22.6,2022/10/22,04:22.6,1,4,"Shunsuke, Izawa",1000073948,Right,TOK,"Yamato, Nakatsu",1000101189,Left,HOS_HOS,Undefined,1,Bottom,0,2,1,Fastball,Cutter,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,137.57169,-4.775536,-0.408554,2266.810053,184.341352,12:15,1.722997,0.190094,1.969516,-50.2622,45.7474,3.2238,-0.119745,0.107949,125.77477,-8.524665,-0.178051,0.442499,,,,,,,,,,,,-2.0155,28.6227,-0.181476,15.24,1.617312,0.255226,-37.749069,-3.309959,-0.373119,8.015426,-4.507993,HOS_HOS,TOK,JinguStadium,TeamExclusive,NL,20221022-JinguStadium-1,7747a0b0-51a5-11ed-8424-e367745419e5,1bd4bea2-0bf8-422f-9f7c-7601b1a294db,v3,,,,"Taiki, Matsuoka",1000073870,Right,TOK,137.0852,,,11.79692,,,,16.47037,-38.009421,4.007713,1.722446,-3.163533,-2.253997,-0.189963,0.267346,-0.186559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/FVkXTHxs-64/&t=782,深沢 俊一,22A
