PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,Steal,Runner,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,umpire,URL,season
1,2022/10/4,30:53.8,2022/10/4,30:53.8,1,1,"Kanta, Ozaki",1000089950,Left,HOS_HOS,"Jinto, Miyazaki",1000074131,Right,RIK,Undefined,1,Top,0,0,0,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Popup,Out,1,0,,,,144.63336,-1.6564,3.649673,2113.185332,153.033751,11:00,1.611424,-0.784669,1.734123,-37.0993,53.1523,-25.332,0.768804,0.000189,129.91882,-4.487286,1.871949,0.429025,115.0723,59.229444,23.805479,4338.590883,28.161736,27.651341,18.194494,48.903261,48.737268,33.633201,4.904913,15.9016,29.3288,0.692986,15.24,1.566238,-2.393559,-39.627134,-1.268909,3.211987,9.589683,-3.882467,HOS_HOS,RIK,JinguStadium,TeamExclusive,NL,20221004-JinguStadium-2,b74c01f0-43a5-11ed-b915-5f80824ec150,8e8439ce-42d9-4492-9509-39dfd0686523,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,141.39051,30.418501,,14.71453,,,,16.704866,-39.980057,4.794841,1.610308,-1.126025,-1.941234,0.78325,-2.511768,1.605994,0.257153,0.803193,-0.00521,198.238983,0.256113,14.974989,-4.463125,1.450699,-0.276715,0.00513,0.011844,-0.002459,0.000155,0.800712,27.518046,-7.878306,1.139943,-0.396737,0.127391,-0.025668,0.002704,-0.00012,-0.004692,6.591637,-0.147274,-0.131837,0.062292,-0.011604,-4.5e-05,0.000294,-2.6e-05,,,,,,,,,,,,,,,,,,,,,,,青木 秀憲,https://youtu.be/txGdbGSY7cM/&t=151,22A
2,2022/10/4,31:21.5,2022/10/4,31:21.5,2,1,"Kanta, Ozaki",1000089950,Left,HOS_HOS,"Shintaro, Nishikawa",1000089917,Right,RIK,Undefined,1,Top,1,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,115.27528,4.395555,1.090751,2768.087779,336.922474,5:15,1.672408,-0.774476,1.647871,-189.1645,-47.1406,22.0171,1.038735,-0.242772,105.47902,-9.106015,2.631993,0.53819,,,,,,,,,,,,-10.0998,-25.073,0.743041,15.24,1.776202,-0.701215,-31.635236,1.68903,-1.313834,5.602016,-13.068269,HOS_HOS,RIK,JinguStadium,TeamExclusive,NL,20221004-JinguStadium-2,c7e3e6e0-43a5-11ed-b915-5f80824ec150,8e8439ce-42d9-4492-9509-39dfd0686523,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,112.71117,,,9.79626,,,,16.793735,-31.909188,2.801008,1.677978,2.328099,-6.534135,0.775761,-0.636965,-0.656917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,青木 秀憲,https://youtu.be/txGdbGSY7cM/&t=179,22A
3,2022/10/4,31:31.0,2022/10/4,31:31.0,2,2,"Kanta, Ozaki",1000089950,Left,HOS_HOS,"Shintaro, Nishikawa",1000089917,Right,RIK,Undefined,1,Top,1,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,142.65927,0.394616,2.978641,2169.293751,154.878979,11:15,1.673197,-0.812418,1.842557,-45.8526,45.4288,-19.7494,1.326176,-0.168639,128.14671,-3.081644,1.582248,0.431465,,,,,,,,,,,,12.4542,23.8913,0.742835,15.24,1.679583,-1.933641,-39.13845,0.120901,2.457257,9.255529,-5.092795,HOS_HOS,RIK,JinguStadium,TeamExclusive,NL,20221004-JinguStadium-2,cd73b310-43a5-11ed-b915-5f80824ec150,8e8439ce-42d9-4492-9509-39dfd0686523,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,140.59071,,,14.51256,,,,16.595506,-39.4577,4.627764,1.672383,0.296567,-2.546398,0.810994,-2.018399,1.228629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,青木 秀憲,https://youtu.be/txGdbGSY7cM/&t=188,22A
4,2022/10/4,31:45.3,2022/10/4,31:45.3,2,3,"Kanta, Ozaki",1000089950,Left,HOS_HOS,"Shintaro, Nishikawa",1000089917,Right,RIK,Undefined,1,Top,1,2,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,144.12144,-0.801263,2.921179,2150.777579,162.50686,11:30,1.654862,-0.833719,1.835396,-36.492,52.129,-15.4965,1.063432,-0.163304,130.83341,-3.583425,1.825891,0.425131,,,,,,,,,,,,10.0372,28.1457,0.76491,15.24,1.633249,-1.939134,-39.580849,-0.663089,2.046974,8.655257,-4.066659,HOS_HOS,RIK,JinguStadium,TeamExclusive,NL,20221004-JinguStadium-2,d6006b90-43a5-11ed-b915-5f80824ec150,8e8439ce-42d9-4492-9509-39dfd0686523,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,142.68538,,,13.28803,,,,16.603216,-39.877834,4.327629,1.653608,-0.523552,-2.03333,0.832652,-2.009371,1.023487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,青木 秀憲,https://youtu.be/txGdbGSY7cM/&t=203,22A
5,2022/10/4,31:59.2,2022/10/4,31:59.2,2,4,"Kanta, Ozaki",1000089950,Left,HOS_HOS,"Shintaro, Nishikawa",1000089917,Right,RIK,Undefined,1,Top,1,3,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,,,142.92002,-2.639449,4.45575,2189.140692,150.213946,11:00,1.64917,-0.828364,1.78316,-42.1715,49.3928,-26.4024,0.47712,0.172107,129.34157,-5.816056,2.600031,0.432133,,,,,,,,,,,,16.8612,28.1801,0.719612,15.24,1.580623,-2.911837,-39.125655,-1.949678,3.344477,8.804941,-4.217012,HOS_HOS,RIK,JinguStadium,TeamExclusive,NL,20221004-JinguStadium-2,de4ac3e0-43a5-11ed-b915-5f80824ec150,8e8439ce-42d9-4492-9509-39dfd0686523,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,140.37332,,,13.57845,,,,16.655721,-39.442966,4.402471,1.648147,-1.797706,-2.108506,0.82672,-3.032365,1.672238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,青木 秀憲,https://youtu.be/txGdbGSY7cM/&t=216,22A
6,2022/10/4,32:13.5,2022/10/4,32:13.5,2,5,"Kanta, Ozaki",1000089950,Left,HOS_HOS,"Shintaro, Nishikawa",1000089917,Right,RIK,Undefined,1,Top,1,3,1,Fastball,Four-Seam,BallCalled,Walk,Undefined,,Undefined,0,0,,,,143.26702,-0.4298,2.555383,2073.668181,162.675349,11:30,1.665387,-0.788062,1.800903,-41.6149,48.3987,-14.1627,1.127521,-0.206273,130.06595,-3.571551,1.55597,0.428459,,,,,,,,,,,,9.0591,25.8855,0.726438,15.24,1.651972,-1.682058,-39.352692,-0.432262,1.826327,8.55299,-4.588097,HOS_HOS,RIK,JinguStadium,TeamExclusive,NL,20221004-JinguStadium-2,e6dcd390-43a5-11ed-b915-5f80824ec150,8e8439ce-42d9-4492-9509-39dfd0686523,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,141.5773,,,13.20107,,,,16.637671,-39.655301,4.276495,1.664394,-0.269933,-2.294048,0.787094,-1.746674,0.913164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,青木 秀憲,https://youtu.be/txGdbGSY7cM/&t=231,22A
7,2022/10/4,32:53.9,2022/10/4,32:53.9,3,1,"Kanta, Ozaki",1000089950,Left,HOS_HOS,"Satoru, Michihara",1000074062,Left,RIK,Undefined,1,Top,1,0,0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,,Undefined,0,0,1,,,113.43957,3.525351,1.759299,2594.460485,321.297588,4:45,1.625699,-0.769725,1.820601,-188.8454,-43.5254,39.0061,0.735111,0.117606,102.98841,-10.11876,4.519673,0.544399,,,,,,,,,,,,-18.2704,-23.3803,0.724847,15.24,1.698742,-1.118142,-31.140333,1.249312,-2.267588,6.156829,-12.708451,HOS_HOS,RIK,JinguStadium,TeamExclusive,NL,20221004-JinguStadium-2,fef11270-43a5-11ed-b915-5f80824ec150,8e8439ce-42d9-4492-9509-39dfd0686523,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,111.4256,,,10.45116,,,,16.620461,-31.412081,3.078414,1.631222,1.810235,-6.354225,0.77199,-1.018055,-1.133794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,青木 秀憲,https://youtu.be/txGdbGSY7cM/&t=271,22A
8,2022/10/4,33:09.6,2022/10/4,33:09.6,3,2,"Kanta, Ozaki",1000089950,Left,HOS_HOS,"Satoru, Michihara",1000074062,Left,RIK,Undefined,1,Top,1,0,1,Curveball,Curveball,InPlay,Undefined,LineDrive,LineDrive,Single,0,0,1,,,114.62118,3.050976,2.550408,2664.535693,316.859802,4:30,1.601988,-0.867135,1.819832,-178.0398,-37.2019,39.0746,0.685398,0.244775,105.23124,-9.776104,5.311986,0.535938,136.4954,14.664768,7.561342,3886.061837,33.344755,4.89731,3.500574,60.150507,60.150507,5.298022,1.968592,-18.0873,-20.1657,0.802966,15.24,1.663917,-1.559443,-31.494788,1.057133,-2.323041,5.740211,-12.396619,HOS_HOS,RIK,JinguStadium,TeamExclusive,NL,20221004-JinguStadium-2,08493140-43a6-11ed-b915-5f80824ec150,8e8439ce-42d9-4492-9509-39dfd0686523,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,113.18475,4.929249,,9.38995,,,,16.621597,-31.745598,2.870105,1.605894,1.598785,-6.19831,0.868886,-1.457942,-1.161521,0.305968,0.652064,-0.253006,103.306681,0.305968,36.361289,-3.953942,0.622998,-0.127952,0.022948,-0.004134,0.000628,-4.9e-05,0.652065,9.598775,-5.769454,0.497138,-0.095709,0.020291,-0.003199,0.000433,-3.6e-05,-0.253006,4.826663,-1.278272,0.235549,-0.049135,0.00914,-0.001599,0.000236,-1.8e-05,,,,,,,,,,,,,,,,,,,,,,,青木 秀憲,https://youtu.be/txGdbGSY7cM/&t=287,22A
9,2022/10/4,34:03.2,2022/10/4,34:03.2,4,1,"Kanta, Ozaki",1000089950,Left,HOS_HOS,"Kenta, Yamada",1000074117,Right,RIK,Undefined,1,Top,1,0,0,Fastball,Four-Seam,InPlay,Undefined,FlyBall,FlyBall,Out,1,0,"1,2",,,145.07537,-2.310598,3.529432,2332.328026,156.046682,11:15,1.621999,-0.796755,1.788227,-34.5378,53.4162,-22.4323,0.620825,-0.020528,132.12005,-4.934165,1.94972,0.423528,135.22784,48.483368,25.21477,4465.126516,28.237214,29.987416,18.077156,84.391488,69.535464,37.900082,5.16136,14.0629,29.8953,0.71114,15.24,1.562476,-2.3406,-39.807351,-1.719168,2.906838,8.594531,-3.627198,HOS_HOS,RIK,JinguStadium,TeamExclusive,NL,20221004-JinguStadium-2,284005f0-43a6-11ed-b915-5f80824ec150,8e8439ce-42d9-4492-9509-39dfd0686523,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,143.22536,32.65252,,12.95531,,,,16.651371,-40.110913,4.297266,1.620935,-1.591054,-1.813599,0.795624,-2.443271,1.453419,0.209916,0.636311,0.0168,210.559482,0.211426,22.492763,-5.594898,1.527088,-0.215559,-0.009371,0.009637,-0.001465,7.4e-05,0.635562,28.137859,-7.335014,0.634269,-0.049375,-0.018148,0.008073,-0.001277,7.1e-05,0.016809,10.608151,0.104676,-0.145971,0.036435,-0.000135,-0.001942,0.000384,-2.3e-05,,,,,,,,,,,,,,,,,,,,,,,青木 秀憲,https://youtu.be/txGdbGSY7cM/&t=340,22A
10,2022/10/4,34:48.2,2022/10/4,34:48.2,5,1,"Kanta, Ozaki",1000089950,Left,HOS_HOS,"Sou, Shibata",1000074204,Left,RIK,Undefined,1,Top,2,0,0,Slider,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,"1,2",,,128.65297,-0.88217,3.750504,2258.384473,259.162048,2:45,1.652347,-0.774699,1.738678,-106.1664,5.5877,11.899,0.339594,0.410934,119.03657,-8.506048,4.586286,0.477404,,,,,,,,,,,,-3.5213,4.4417,0.677862,15.24,1.621812,-2.370711,-35.337328,-0.961516,-0.577186,6.383922,-9.078588,HOS_HOS,RIK,JinguStadium,TeamExclusive,NL,20221004-JinguStadium-2,4303d470-43a6-11ed-b915-5f80824ec150,8e8439ce-42d9-4492-9509-39dfd0686523,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,127.06211,,,9.6164,,,,16.701388,-35.600358,3.191961,1.653722,-0.587459,-4.539294,0.77505,-2.34693,-0.288593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,青木 秀憲,https://youtu.be/txGdbGSY7cM/&t=385,22A
