PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,umpire,URL,season
1,2022/10/29,01:14.1,2022/10/29,01:14.1,1,1,"Kenichi, Murata",1000089794,Right,MEI_MEI,"Jinto, Miyazaki",1000074131,Right,RIK,Undefined,1,Top,0,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,,110.0856,4.195992,-2.187564,1742.320675,41.585413,7:30,1.67461,0.649596,1.797277,-178.8395,-25.2619,-26.8965,1.076553,-0.238687,100.46602,-8.728226,-4.083886,0.559653,,,,,,,,,,,,11.9333,-14.3771,-0.594143,15.24,1.765687,1.261385,-30.196343,1.608139,1.409181,5.26715,-11.504414,MEI_MEI,RIK,JinguStadium,Undefined,Team,20221029-JinguStadium-1,2bb6a530-5725-11ed-9fb0-55aa435540f2,9201b47b-592a-42ae-9828-59a9aa28acc9,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,108.38863,,,9.61957,,,,16.643292,-30.440135,2.633575,1.678931,2.140625,-5.752207,-0.651018,1.196161,0.704591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資,https://youtu.be/Bo0rcNF_lxw/&t=659,22A
2,2022/10/29,01:23.9,2022/10/29,01:23.9,1,2,"Kenichi, Murata",1000089794,Right,MEI_MEI,"Jinto, Miyazaki",1000074131,Right,RIK,Undefined,1,Top,0,1,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,FlyBall,Undefined,0,0,,141.4382,-1.736741,-4.651204,2076.54039,216.297339,1:15,1.619712,0.745595,1.885105,-41.8818,50.6739,34.7311,0.710344,-0.219003,127.40787,-4.931111,-2.195373,0.434466,134.96194,32.125404,36.707768,5287.909089,24.455463,17.402646,22.935916,86.519701,72.163229,52.239336,4.316606,-21.6665,28.5586,-0.640466,15.24,1.577082,2.982029,-38.746347,-1.30474,-4.1961,8.959061,-4.275784,MEI_MEI,RIK,JinguStadium,Undefined,Team,20221029-JinguStadium-1,3178f310-5725-11ed-9fb0-55aa435540f2,9201b47b-592a-42ae-9828-59a9aa28acc9,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,139.61953,19.916798,,14.03033,,,,16.553951,-39.048982,4.47953,1.618716,-1.160305,-2.137892,-0.743592,3.123772,-2.09805,0.114034,0.703065,0.238265,223.130182,0.113962,25.454786,-6.589687,1.652908,-0.371586,0.084038,-0.019376,0.003068,-0.000203,0.703465,19.925779,-5.678158,0.239973,0.067674,-0.056116,0.018526,-0.002833,0.000163,0.238376,18.976213,-0.850067,-0.064593,0.037896,-0.001247,-0.002532,0.000687,-5.6e-05,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資,https://youtu.be/Bo0rcNF_lxw/&t=669,22A
3,2022/10/29,01:47.8,2022/10/29,01:47.8,1,3,"Kenichi, Murata",1000089794,Right,MEI_MEI,"Jinto, Miyazaki",1000074131,Right,RIK,Undefined,1,Top,0,1,1,Sinker,Changeup,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,133.57794,0.148331,-5.011274,1593.236824,269.901862,3:00,1.588534,0.806188,1.801631,-99.8022,3.1284,28.4874,0.632635,-0.330228,123.04008,-7.070572,-3.007389,0.45817,,,,,,,,,,,,-17.9118,2.4756,-0.685326,15.24,1.585332,3.080653,-36.654116,-0.300992,-3.166086,6.71662,-9.369066,MEI_MEI,RIK,JinguStadium,Undefined,Team,20221029-JinguStadium-1,3fc142b0-5725-11ed-9fb0-55aa435540f2,9201b47b-592a-42ae-9828-59a9aa28acc9,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,132.39617,,,10.53786,,,,16.638562,-36.909503,3.35831,1.590004,0.05525,-4.684533,-0.804751,3.201038,-1.583043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資,https://youtu.be/Bo0rcNF_lxw/&t=693,22A
4,2022/10/29,01:58.6,2022/10/29,01:58.6,1,4,"Kenichi, Murata",1000089794,Right,MEI_MEI,"Jinto, Miyazaki",1000074131,Right,RIK,Undefined,1,Top,0,1,2,Cutter,Slider,InPlay,Undefined,FlyBall,LineDrive,Out,1,0,,129.26017,1.036362,-3.352436,2043.584297,145.861176,10:45,1.602989,0.743196,1.759124,-99.7167,12.3854,-5.7585,0.900309,-0.266349,117.0998,-6.230311,-3.75717,0.478147,130.14949,25.679798,17.484752,3184.572749,30.802925,12.855661,13.24022,81.503455,79.458029,30.007886,3.687655,0.2444,6.637,-0.658248,15.24,1.621976,2.103868,-35.45494,0.259431,0.039672,7.44012,-8.729297,MEI_MEI,RIK,JinguStadium,Undefined,Team,20221029-JinguStadium-1,4635a280-5725-11ed-9fb0-55aa435540f2,9201b47b-592a-42ae-9828-59a9aa28acc9,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,126.86476,13.960177,,12.16038,,,,16.679985,-35.755841,3.72006,1.604345,0.612469,-4.364648,-0.743302,2.102264,0.019836,0.042255,0.876753,0.291233,226.539248,0.042105,31.081586,-6.131382,1.496045,-0.398161,0.121663,-0.033674,0.005795,-0.000413,0.876978,15.659216,-4.949473,0.052441,0.152248,-0.093522,0.031121,-0.005181,0.000335,0.29123,9.789442,1.227729,-0.596216,0.187423,-0.04465,0.00813,-0.000936,4.7e-05,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資,https://youtu.be/Bo0rcNF_lxw/&t=703,22A
5,2022/10/29,02:28.0,2022/10/29,02:28.0,2,1,"Kenichi, Murata",1000089794,Right,MEI_MEI,"Shintaro, Nishikawa",1000089917,Right,RIK,Undefined,1,Top,1,0,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,141.5982,-1.945887,-5.226304,2129.711415,230.06789,1:45,1.608957,0.746797,1.895236,-51.5995,40.2029,44.2053,0.543163,-0.285198,128.40809,-5.811517,-2.100762,0.432695,,,,,,,,,,,,-26.6742,23.2032,-0.629704,15.24,1.56125,3.329777,-38.780928,-1.497456,-5.211758,8.457174,-5.273062,MEI_MEI,RIK,JinguStadium,Undefined,Team,20221029-JinguStadium-1,57b687e0-5725-11ed-9fb0-55aa435540f2,9201b47b-592a-42ae-9828-59a9aa28acc9,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,140.19115,,,13.19012,,,,16.544043,-39.064273,4.228587,1.608461,-1.32079,-2.636531,-0.744188,3.504389,-2.605879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資,https://youtu.be/Bo0rcNF_lxw/&t=733,22A
6,2022/10/29,02:38.1,2022/10/29,02:38.1,2,2,"Kenichi, Murata",1000089794,Right,MEI_MEI,"Shintaro, Nishikawa",1000089917,Right,RIK,Undefined,1,Top,1,0,1,Cutter,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,,130.20094,0.048814,-4.336848,2107.33469,142.692121,10:45,1.623384,0.720442,1.824877,-95.6577,14.6355,-8.1221,0.680636,-0.588235,117.67963,-6.946101,-4.908918,0.474274,,,,,,,,,,,,0.5199,8.7169,-0.615482,15.24,1.618367,2.742964,-35.669778,-0.325788,0.085027,7.815786,-8.381083,MEI_MEI,RIK,JinguStadium,Undefined,Team,20221029-JinguStadium-1,5dc6ceb0-5725-11ed-9fb0-55aa435540f2,9201b47b-592a-42ae-9828-59a9aa28acc9,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,127.90083,,,12.52131,,,,16.61376,-35.96953,3.907893,1.624698,-0.004356,-4.190541,-0.720618,2.739703,0.042514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資,https://youtu.be/Bo0rcNF_lxw/&t=743,22A
7,2022/10/29,02:49.0,2022/10/29,02:49.0,2,3,"Kenichi, Murata",1000089794,Right,MEI_MEI,"Shintaro, Nishikawa",1000089917,Right,RIK,Undefined,1,Top,1,1,1,Cutter,Slider,InPlay,Undefined,LineDrive,LineDrive,Single,0,0,,129.7079,1.176363,-2.988467,2067.769023,137.787399,10:30,1.58976,0.760554,1.759359,-98.7629,12.5335,-7.8573,0.936288,-0.166415,117.42877,-6.026655,-3.541006,0.476426,155.02969,7.701553,-26.636629,1534.922963,,,,41.797038,40.708405,-29.341656,1.146513,1.6061,6.5293,-0.68465,15.24,1.612303,1.894616,-35.590593,0.352774,0.262531,7.540268,-8.739406,MEI_MEI,RIK,JinguStadium,Undefined,Team,20221029-JinguStadium-1,64431dc0-5725-11ed-9fb0-55aa435540f2,9201b47b-592a-42ae-9828-59a9aa28acc9,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,127.3231,2.244971,,12.27913,,,,16.679964,-35.894369,3.770134,1.590999,0.70486,-4.369703,-0.760765,1.884039,0.131265,0.463687,0.895774,0.210854,,0.533865,37.293225,-5.26204,,,,,,,0.937718,5.263052,-5.331923,,,,,,,0.21407,-19.176609,0.980488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資,https://youtu.be/Bo0rcNF_lxw/&t=754,22A
8,2022/10/29,03:45.3,2022/10/29,03:45.3,3,1,"Kenichi, Murata",1000089794,Right,MEI_MEI,"Satoru, Michihara",1000074062,Left,RIK,Undefined,1,Top,1,0,0,Fastball,,FoulBall,Undefined,Undefined,,Undefined,0,0,1,149.43579,-5.141296,-5.221227,2043.588739,,,1.942964,0.895078,1.62353,,,,0.856683,0.123275,122.36846,-2.872032,-0.183522,0.438533,,,,,,,,,,,,-41.0974,71.9606,-0.75596,15.240003,1.802745,3.16478,-40.237237,-3.173449,-7.884171,16.003407,3.998343,MEI_MEI,RIK,JinguStadium,Undefined,Team,20221029-JinguStadium-1,8607d4a0-5725-11ed-9fb0-55aa435540f2,9201b47b-592a-42ae-9828-59a9aa28acc9,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,138.32493,,,27.06733,,,,16.806486,-40.855519,8.001703,1.928333,-3.327922,1.999172,-0.884114,3.46938,-3.942086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資,https://youtu.be/Bo0rcNF_lxw/&t=810,22A
9,2022/10/29,04:11.0,2022/10/29,04:11.0,3,2,"Kenichi, Murata",1000089794,Right,MEI_MEI,"Satoru, Michihara",1000074062,Left,RIK,Undefined,1,Top,1,0,1,Fastball,Sinker,BallCalled,Undefined,Undefined,,Undefined,0,0,1,138.94938,-0.764306,-2.192603,2096.263552,229.705585,1:45,1.597887,0.781515,1.833174,-57.8267,38.2227,41.0011,0.803652,0.572154,125.3388,-5.085144,0.710285,0.44259,,,,,,,,,,,,-22.6377,21.2416,-0.731623,15.24,1.575856,1.255006,-38.158266,-0.713523,-4.250797,8.710954,-5.817996,MEI_MEI,RIK,JinguStadium,Undefined,Team,20221029-JinguStadium-1,95357b30-5725-11ed-9fb0-55aa435540f2,9201b47b-592a-42ae-9828-59a9aa28acc9,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,137.0568,,,13.61059,,,,16.605523,-38.468731,4.355477,1.597592,-0.506165,-2.908998,-0.779053,1.406508,-2.125398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資,https://youtu.be/Bo0rcNF_lxw/&t=836,22A
10,2022/10/29,04:33.5,2022/10/29,04:33.5,3,3,"Kenichi, Murata",1000089794,Right,MEI_MEI,"Satoru, Michihara",1000074062,Left,RIK,Undefined,1,Top,1,1,1,Sinker,Changeup,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,1,133.24985,-0.537184,-3.660038,1704.334185,275.156308,3:15,1.593743,0.792791,1.808766,-102.3713,0.2168,29.9102,0.417815,0.055533,123.52519,-7.926847,-1.546955,0.457408,,,,,,,,,,,,-17.7994,1.2466,-0.705752,15.24,1.573601,2.209059,-36.650373,-0.747234,-3.156735,6.477864,-9.585565,MEI_MEI,RIK,JinguStadium,Undefined,Team,20221029-JinguStadium-1,a2971450-5725-11ed-9fb0-55aa435540f2,9201b47b-592a-42ae-9828-59a9aa28acc9,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,132.61698,,,9.72466,,,,16.631948,-36.895576,3.238932,1.595018,-0.384396,-4.792783,-0.791632,2.328549,-1.578367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資,https://youtu.be/Bo0rcNF_lxw/&t=858,22A
11,2022/10/29,05:00.5,2022/10/29,05:00.5,3,4,"Kenichi, Murata",1000089794,Right,MEI_MEI,"Satoru, Michihara",1000074062,Left,RIK,Undefined,1,Top,1,1,2,Sinker,Changeup,InPlay,Undefined,LineDrive,LineDrive,Single,0,0,1,132.62995,0.834222,-2.641269,1676.104574,265.38766,2:45,1.598906,0.803877,1.800408,-97.2886,5.148,31.8868,0.862303,0.374957,123.7964,-6.19492,-0.38874,0.457069,130.81963,19.415481,-19.124106,2460.872111,30.29763,8.043979,-14.358983,67.330792,67.330792,-30.700795,2.645819,-17.9434,2.914,-0.741473,15.24,1.612518,1.542637,-36.546278,0.151753,-3.198897,5.70769,-9.287146,MEI_MEI,RIK,JinguStadium,Undefined,Team,20221029-JinguStadium-1,b2b694f0-5725-11ed-9fb0-55aa435540f2,9201b47b-592a-42ae-9828-59a9aa28acc9,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,132.71506,8.0999,,8.83355,,,,16.640522,-36.764357,2.853845,1.599941,0.506595,-4.643573,-0.802749,1.66486,-1.599448,0.247784,0.819071,-0.364353,117.111452,0.247786,32.380751,-6.448737,1.473531,-0.306735,0.052387,-0.007333,0.000687,-1.9e-05,0.81907,12.079679,-5.307437,0.243292,0.009466,-0.010377,0.002771,-0.00021,-4e-06,-0.364351,-11.228222,-1.675533,0.790355,-0.250893,0.062122,-0.012113,0.001548,-9.3e-05,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資,https://youtu.be/Bo0rcNF_lxw/&t=885,22A
12,2022/10/29,06:02.2,2022/10/29,06:02.2,4,1,"Kenichi, Murata",1000089794,Right,MEI_MEI,"Kenta, Yamada",1000074117,Right,RIK,Undefined,1,Top,1,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,,Undefined,0,0,"1,2",141.82622,-2.598167,-5.192028,2224.219938,223.754354,1:30,1.634731,0.713303,1.898887,-50.1905,40.5201,36.0165,0.398715,-0.390527,129.9155,-6.335817,-2.645331,0.430114,,,,,,,,,,,,-22.19,23.6687,-0.596925,15.24,1.57231,3.358654,-38.864281,-1.942218,-4.396054,7.781809,-5.117651,MEI_MEI,RIK,JinguStadium,Undefined,Team,20221029-JinguStadium-1,d76ffac0-5725-11ed-9fb0-55aa435540f2,9201b47b-592a-42ae-9828-59a9aa28acc9,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,141.03239,,,11.91072,,,,16.540852,-39.123884,3.890905,1.634255,-1.771492,-2.558825,-0.711416,3.505307,-2.198027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資,https://youtu.be/Bo0rcNF_lxw/&t=947,22A
13,2022/10/29,06:25.7,2022/10/29,06:25.7,4,2,"Kenichi, Murata",1000089794,Right,MEI_MEI,"Kenta, Yamada",1000074117,Right,RIK,Undefined,1,Top,1,1,0,Sinker,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,"1,2",133.32135,-1.11303,-4.335652,1671.470132,265.353553,2:45,1.623979,0.719705,1.849128,-97.2416,6.6375,38.1563,0.336675,-0.124012,121.5505,-8.194713,-1.635962,0.460276,,,,,,,,,,,,-23.0275,5.3001,-0.619555,15.24,1.591422,2.59801,-36.576865,-1.084003,-3.996235,7.623909,-8.886855,MEI_MEI,RIK,JinguStadium,Undefined,Team,20221029-JinguStadium-1,e5780d10-5725-11ed-9fb0-55aa435540f2,9201b47b-592a-42ae-9828-59a9aa28acc9,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,131.79037,,,11.77085,,,,16.590793,-36.857342,3.811955,1.625287,-0.757062,-4.443428,-0.717838,2.745028,-1.998117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資,https://youtu.be/Bo0rcNF_lxw/&t=971,22A
14,2022/10/29,06:49.6,2022/10/29,06:49.6,4,3,"Kenichi, Murata",1000089794,Right,MEI_MEI,"Kenta, Yamada",1000074117,Right,RIK,Undefined,1,Top,1,2,0,Sinker,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,"1,2",135.10886,-1.619095,-4.934899,1696.907473,261.624713,2:45,1.620745,0.719354,1.799788,-92.8485,7.0342,29.1114,0.232348,-0.389211,125.76651,-8.303156,-2.884967,0.451336,,,,,,,,,,,,-18.0077,5.3835,-0.600326,15.24,1.57448,3.069524,-37.096799,-1.421228,-3.287558,6.307844,-8.823809,MEI_MEI,RIK,JinguStadium,Undefined,Team,20221029-JinguStadium-1,f3ab9c30-5725-11ed-9fb0-55aa435540f2,9201b47b-592a-42ae-9828-59a9aa28acc9,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,134.40108,,,9.34235,,,,16.640897,-37.334244,3.153922,1.621727,-1.089075,-4.411905,-0.718201,3.193277,-1.643779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資,https://youtu.be/Bo0rcNF_lxw/&t=994,22A
15,2022/10/29,07:14.2,2022/10/29,07:14.2,4,4,"Kenichi, Murata",1000089794,Right,MEI_MEI,"Kenta, Yamada",1000074117,Right,RIK,Undefined,1,Top,1,3,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,,Undefined,0,0,"1,2",140.23903,-1.121126,-4.259486,2098.554353,226.198784,1:30,1.602496,0.717441,1.857771,-57.0548,36.7224,34.9223,0.71497,-0.136366,127.18994,-5.370784,-1.791354,0.437324,,,,,,,,,,,,-21.1158,20.7222,-0.619402,15.24,1.572511,2.691875,-38.462564,-0.957138,-4.056118,8.35733,-5.82614,MEI_MEI,RIK,JinguStadium,Undefined,Team,20221029-JinguStadium-1,02721c80-5726-11ed-9fb0-55aa435540f2,9201b47b-592a-42ae-9828-59a9aa28acc9,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,138.70726,,,13.0491,,,,16.581316,-38.752916,4.178665,1.602248,-0.754726,-2.91307,-0.715372,2.832793,-2.028059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資,https://youtu.be/Bo0rcNF_lxw/&t=1019,22A
