PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,umpire,URL,season
1,2022/10/17,00:52.3,2022/10/17,00:52.3,1,1,"Shota, Masui",1000073328,Left,KEI_KEI,"Kaito, Muramatsu",1000073668,Left,MEI_MEI,Undefined,1,Top,0,0,0,Slider,Curveball,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,,123.55777,1.710106,1.784996,2154.490921,335.502495,5:15,1.599348,-0.443013,1.612668,-131.3391,-7.165,5.1549,0.77576,0.119554,112.60463,-7.712382,2.145203,0.503234,140.35297,-9.561327,20.082134,,,,,4.410659,4.097413,16.864209,0.104246,-1.2181,-3.8118,0.393003,15.24,1.635245,-1.081284,-33.925569,0.481443,-0.181779,6.583837,-10.375484,KEI_KEI,MEI_MEI,JinguStadium,TeamExclusive,Team,20221017-JinguStadium-1,4a87bf20-4dd0-11ed-8854-a57fcd20e52e,95386e2f-6267-46eb-950a-adcd187f0392,v3,,,,"Kyosuke, Miyazaki",1000089832,Right,KEI_KEI,120.54032,0.729263,,10.95314,,,,16.827316,-34.232229,3.291918,1.601565,0.964709,-5.187742,0.443169,-1.072817,-0.09089,0.491549,0.729263,-0.145399,276.755896,0.491531,36.110191,-3.208073,,,,,,,0.729274,-6.477183,-4.975219,,,,,,,-0.145418,13.203216,4.473221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,https://youtu.be/QZPxlqgpytk/&t=155,22A
2,2022/10/17,01:27.2,2022/10/17,01:27.2,2,1,"Shota, Masui",1000073328,Left,KEI_KEI,"Taiji, Iimori",1000126480,Left,MEI_MEI,Undefined,1,Top,1,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,141.44162,-2.945454,2.710448,2160.224497,167.277787,11:30,1.609024,-0.4274,1.719546,-43.2875,50.745,-10.6986,0.336998,0.236843,128.10263,-6.188586,1.959196,0.437919,,,,,,,,,,,,7.5328,28.9958,0.358043,15.24,1.529443,-1.779449,-38.766201,-2.147088,1.465337,8.719209,-4.166204,KEI_KEI,MEI_MEI,JinguStadium,TeamExclusive,Team,20221017-JinguStadium-1,5f4e3290-4dd0-11ed-8854-a57fcd20e52e,95386e2f-6267-46eb-950a-adcd187f0392,v3,,,,"Kyosuke, Miyazaki",1000089832,Right,KEI_KEI,138.51882,,,13.33899,,,,16.719325,-39.097512,4.359605,1.60802,-1.988782,-2.083102,0.426716,-1.835129,0.732668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,https://youtu.be/QZPxlqgpytk/&t=190,22A
3,2022/10/17,01:36.4,2022/10/17,01:36.4,2,2,"Shota, Masui",1000073328,Left,KEI_KEI,"Taiji, Iimori",1000126480,Left,MEI_MEI,Undefined,1,Top,1,1,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,139.14049,-1.707921,3.451858,2141.972522,147.869134,11:00,1.586695,-0.428024,1.790159,-53.0763,42.7809,-24.815,0.571406,0.302213,126.45298,-5.657793,1.703065,0.442147,,,,,,,,,,,,15.2197,24.1076,0.344552,15.24,1.540851,-2.178403,-38.175103,-1.328991,2.883774,8.139263,-5.238817,KEI_KEI,MEI_MEI,JinguStadium,TeamExclusive,Team,20221017-JinguStadium-1,64c9da80-4dd0-11ed-8854-a57fcd20e52e,95386e2f-6267-46eb-950a-adcd187f0392,v3,,,,"Kyosuke, Miyazaki",1000089832,Right,KEI_KEI,137.19409,,,12.68751,,,,16.648875,-38.474315,4.069632,1.586167,-1.136404,-2.619409,0.426582,-2.284415,1.441887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,https://youtu.be/QZPxlqgpytk/&t=199,22A
4,2022/10/17,01:46.9,2022/10/17,01:46.9,2,3,"Shota, Masui",1000073328,Left,KEI_KEI,"Taiji, Iimori",1000126480,Left,MEI_MEI,Undefined,1,Top,1,1,1,Fastball,Four-Seam,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,,140.52651,-1.453028,2.526852,2179.534649,156.195685,11:15,1.596261,-0.434901,1.714507,-44.0417,50.5265,-20.8884,0.74209,0.075358,127.76138,-4.751966,1.060132,0.439165,83.76054,-2.578033,26.893045,1051.681529,,,,8.460258,8.460258,23.522168,0.344774,12.5168,27.6707,0.370928,15.24,1.555213,-1.596759,-38.589141,-1.135683,2.425595,8.249371,-4.444413,KEI_KEI,MEI_MEI,JinguStadium,TeamExclusive,Team,20221017-JinguStadium-1,6b0b9190-4dd0-11ed-8854-a57fcd20e52e,95386e2f-6267-46eb-950a-adcd187f0392,v3,,,,"Kyosuke, Miyazaki",1000089832,Right,KEI_KEI,138.1259,0.794343,,12.76513,,,,16.725023,-38.905306,4.124685,1.595475,-0.965347,-2.222206,0.433906,-1.689722,1.212798,0.806527,0.794343,-0.107996,162.2198,0.807022,20.710481,-1.604125,,,,,,,0.794527,-1.053481,-3.630053,,,,,,,-0.107644,10.499959,-1.146546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,https://youtu.be/QZPxlqgpytk/&t=210,22A
5,2022/10/17,02:21.8,2022/10/17,02:21.8,3,1,"Shota, Masui",1000073328,Left,KEI_KEI,"Rui, Muneyama",1000101247,Left,MEI_MEI,Undefined,1,Top,2,0,0,Slider,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,,126.22181,0.147357,2.49236,2090.821887,323.87944,4:45,1.606575,-0.432114,1.653732,-120.3807,-1.1136,3.9191,0.444875,0.319035,114.50622,-8.518025,2.76693,0.493191,,,,,,,,,,,,0.0869,0.6084,0.364382,15.24,1.600625,-1.525987,-34.627658,-0.399138,0.013417,7.28333,-9.712752,KEI_KEI,MEI_MEI,JinguStadium,TeamExclusive,Team,20221017-JinguStadium-1,7fe65050-4dd0-11ed-8854-a57fcd20e52e,95386e2f-6267-46eb-950a-adcd187f0392,v3,,,,"Kyosuke, Miyazaki",1000089832,Right,KEI_KEI,122.99501,,,11.71559,,,,16.785467,-34.951209,3.641665,1.608772,0.032336,-4.856376,0.432185,-1.526583,0.006708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,https://youtu.be/QZPxlqgpytk/&t=245,22A
6,2022/10/17,02:32.6,2022/10/17,02:32.6,3,2,"Shota, Masui",1000073328,Left,KEI_KEI,"Rui, Muneyama",1000101247,Left,MEI_MEI,Undefined,1,Top,2,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,143.32737,-2.234716,4.39299,2185.742728,145.439096,10:45,1.606202,-0.435325,1.7128,-45.8004,45.9776,-29.4219,0.510347,0.522476,129.67404,-5.65478,2.333309,0.432637,,,,,,,,,,,,18.1613,25.8988,0.323163,15.24,1.54445,-2.855558,-39.235533,-1.701971,3.624239,8.820756,-4.638316,KEI_KEI,MEI_MEI,JinguStadium,TeamExclusive,Team,20221017-JinguStadium-1,86561c40-4dd0-11ed-8854-a57fcd20e52e,95386e2f-6267-46eb-950a-adcd187f0392,v3,,,,"Kyosuke, Miyazaki",1000089832,Right,KEI_KEI,140.20977,,,13.65332,,,,16.725926,-39.568182,4.410378,1.605336,-1.52705,-2.319158,0.433429,-2.992236,1.812119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,https://youtu.be/QZPxlqgpytk/&t=255,22A
7,2022/10/17,02:44.0,2022/10/17,02:44.0,3,3,"Shota, Masui",1000073328,Left,KEI_KEI,"Rui, Muneyama",1000101247,Left,MEI_MEI,Undefined,1,Top,2,2,0,Slider,Curveball,FoulBall,Undefined,Undefined,LineDrive,Undefined,0,0,,125.52667,1.654259,1.754921,2041.995334,280.022933,3:15,1.600156,-0.436689,1.587971,-118.155,2.9618,6.9657,0.893111,0.136127,113.80941,-6.847629,2.240667,0.497,157.28476,15.04909,43.49516,2751.091623,23.189026,6.247837,24.215482,70.380406,67.243624,51.216661,2.133873,-2.0994,1.2505,0.386565,15.24,1.636117,-1.088601,-34.443583,0.510823,-0.321782,6.992789,-9.614985,KEI_KEI,MEI_MEI,JinguStadium,TeamExclusive,Team,20221017-JinguStadium-1,8d22ae30-4dd0-11ed-8854-a57fcd20e52e,95386e2f-6267-46eb-950a-adcd187f0392,v3,,,,"Kyosuke, Miyazaki",1000089832,Right,KEI_KEI,122.05219,6.296309,,11.71727,,,,16.851669,-34.769247,3.496394,1.6019,0.958607,-4.807492,0.436914,-1.073616,-0.160891,0.720483,0.95766,-0.150845,259.535745,0.720461,30.608502,-7.043481,1.488182,-0.20039,-0.067638,0.056565,-0.01653,0.001858,0.957669,11.343454,-6.627735,0.791573,-0.238031,0.099367,-0.037511,0.008955,-0.000929,-0.150821,29.038967,-1.898447,0.31246,-0.203438,0.159252,-0.076995,0.019946,-0.00214,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,https://youtu.be/QZPxlqgpytk/&t=267,22A
8,2022/10/17,03:05.3,2022/10/17,03:05.3,3,4,"Shota, Masui",1000073328,Left,KEI_KEI,"Rui, Muneyama",1000101247,Left,MEI_MEI,Undefined,1,Top,2,2,1,Slider,Slider,InPlay,Undefined,FlyBall,Popup,Out,1,0,,126.53717,1.778108,1.254522,2050.24533,331.309012,5:00,1.598008,-0.440802,1.652476,-123.5432,-5.8597,5.3447,0.870507,-0.029134,115.24937,-7.115588,1.62896,0.489906,108.93579,44.104564,-10.366538,4518.269743,32.356964,22.58737,-8.783695,59.471407,58.774058,-17.989018,4.508811,-1.7323,-3.1791,0.406403,15.24,1.635802,-0.786534,-34.757417,0.574367,-0.271573,6.858935,-10.305044,KEI_KEI,MEI_MEI,JinguStadium,TeamExclusive,Team,20221017-JinguStadium-1,99ce16b0-4dd0-11ed-8854-a57fcd20e52e,95386e2f-6267-46eb-950a-adcd187f0392,v3,,,,"Kyosuke, Miyazaki",1000089832,Right,KEI_KEI,123.81977,22.592903,,11.2878,,,,16.787325,-35.061432,3.429467,1.600221,1.031128,-5.152522,0.440999,-0.774496,-0.135786,0.243619,0.841613,0.022362,163.308362,0.244309,21.35799,-4.569642,1.019314,-0.099165,-0.019708,0.007923,-0.00094,3.6e-05,0.841406,21.063165,-5.647568,0.340722,-0.029398,-0.017438,0.009523,-0.001777,0.000115,0.02243,-3.911817,-0.291797,0.116242,-0.013477,-0.004419,0.002118,-0.000338,1.9e-05,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,https://youtu.be/QZPxlqgpytk/&t=288,22A
9,2022/10/17,06:03.0,2022/10/17,06:03.0,1,1,"Minoru, Makita",1000089793,Right,MEI_MEI,"Haruto, Asahi",1000073390,Left,KEI_KEI,Undefined,1,Bottom,0,0,0,Splitter,Splitter,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,128.1281,-0.003564,-1.736215,956.937904,234.852949,1:45,1.718178,0.252608,1.714579,-94.2242,18.8107,21.6655,0.774922,-0.024693,117.50953,-6.839881,-0.21226,0.480132,,,,,,,,,,,,-12.1629,10.6617,-0.209194,15.24,1.710874,0.96561,-35.228947,-0.367858,-1.97504,6.544867,-8.075378,KEI_KEI,MEI_MEI,JinguStadium,TeamExclusive,Team,20221017-JinguStadium-1,03b9b840-4dd1-11ed-8854-a57fcd20e52e,95386e2f-6267-46eb-950a-adcd187f0392,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,126.34016,,,10.61857,,,,16.724828,-35.503728,3.272433,1.719201,-0.028819,-4.037689,-0.251475,1.048531,-0.98752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,https://youtu.be/QZPxlqgpytk/&t=465,22A
10,2022/10/17,06:15.5,2022/10/17,06:15.5,1,2,"Minoru, Makita",1000089793,Right,MEI_MEI,"Haruto, Asahi",1000073390,Left,KEI_KEI,Undefined,1,Bottom,0,0,1,Splitter,Splitter,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,,128.99992,-0.586488,-1.647765,890.985665,250.705404,2:15,1.700799,0.175935,1.708214,-98.0376,13.4555,28.5087,0.553477,-0.007937,118.61385,-7.670606,0.358148,0.476847,,,,,,,,,,,,-15.5966,8.2953,-0.135219,15.24,1.677896,0.886365,-35.47768,-0.751007,-2.569914,6.603352,-8.439804,KEI_KEI,MEI_MEI,JinguStadium,TeamExclusive,Team,20221017-JinguStadium-1,0b3eebd0-4dd1-11ed-8854-a57fcd20e52e,95386e2f-6267-46eb-950a-adcd187f0392,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,127.21074,,,10.38608,,,,16.73159,-35.754227,3.301676,1.701947,-0.397549,-4.219902,-0.174593,0.993993,-1.284957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,https://youtu.be/QZPxlqgpytk/&t=478,22A
