PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,Unnamed: 156,Unnamed: 157,umpire,URL,season
1,2022/9/10,03:29.9,2022/9/10,03:29.9,1,1,"Shunsuke, Izawa",1000073948,Right,TOK,"Taiji, Iimori",1000126480,Left,MEI_MEI,Undefined,1,Top,0,0,0,Fastball,Cutter,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,138.10222,-2.558857,-0.61899,2150.128434,187.404907,12:15,1.6947,0.232947,1.881762,-47.7287,48.09,5.8331,0.496583,0.117028,125.93691,-6.140599,-0.204464,0.442058,,,,,,,,,,,,-3.4684,27.728,-0.219022,15.24,1.632738,0.382452,-37.958804,-1.848896,-0.650565,7.959601,-4.605762,TOK,MEI_MEI,JinguStadium,TeamExclusive,Team,20220910-JinguStadium-1,629539b0-30a4-11ed-af43-cd5b9183c9f8,a63ec7d1-cfd8-4302-80db-af21e1354d65,v3,,,,"Taiki, Matsuoka",1000073870,Right,TOK,137.22167,,,12.16531,,,,16.557347,-38.234042,3.979801,1.693918,-1.689632,-2.302881,-0.232636,0.404948,-0.325282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,https://youtu.be/AyVfsqzrv2g/&t=647,22A
2,2022/9/10,03:41.3,2022/9/10,03:41.3,1,2,"Shunsuke, Izawa",1000073948,Right,TOK,"Taiji, Iimori",1000126480,Left,MEI_MEI,Undefined,1,Top,0,0,1,Cutter,Slider,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,,134.12365,-2.271392,-1.730038,2406.784205,146.597218,11:00,1.733313,0.21474,1.78682,-74.4284,26.606,-15.7273,0.345246,-0.432548,124.94762,-7.658753,-2.841032,0.45393,,,,,,,,,,,,7.0644,15.8767,-0.170861,15.24,1.671885,1.186946,-36.917635,-1.749299,1.276714,6.277567,-6.937335,TOK,MEI_MEI,JinguStadium,TeamExclusive,Team,20220910-JinguStadium-1,695aedd0-30a4-11ed-af43-cd5b9183c9f8,a63ec7d1-cfd8-4302-80db-af21e1354d65,v3,,,,"Taiki, Matsuoka",1000073870,Right,TOK,133.63281,,,9.17603,,,,16.653473,-37.157208,3.138783,1.733593,-1.484547,-3.468668,-0.215229,1.138222,0.638357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,https://youtu.be/AyVfsqzrv2g/&t=658,22A
3,2022/9/10,03:57.8,2022/9/10,03:57.8,1,3,"Shunsuke, Izawa",1000073948,Right,TOK,"Taiji, Iimori",1000126480,Left,MEI_MEI,Undefined,1,Top,0,0,2,Cutter,Slider,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,,135.43132,-0.835834,-1.354592,2540.972683,120.46604,10:00,1.712549,0.239938,1.776573,-82.3531,17.858,-25.1685,0.652116,-0.395618,124.59996,-6.820242,-3.131388,0.452077,,,,,,,,,,,,11.9102,10.6676,-0.204451,15.24,1.685924,1.002052,-37.261878,-0.86938,2.166345,7.236635,-7.866319,TOK,MEI_MEI,JinguStadium,TeamExclusive,Team,20220910-JinguStadium-1,73361f50-30a4-11ed-af43-cd5b9183c9f8,a63ec7d1-cfd8-4302-80db-af21e1354d65,v3,,,,"Taiki, Matsuoka",1000073870,Right,TOK,134.18063,,,10.83136,,,,16.663125,-37.537246,3.618318,1.713311,-0.570052,-3.93316,-0.241013,0.919619,1.083173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.50533,2.65184,1.687142,0.964697,-0.264973,0.566907,0.434204,-0.147949,1.283775,0.725505,22.878565,1.713309,-15.153399,-0.12061,25.780408,-1.996292,1.308284,4.655026,-4.376689,0.686238,-18.58967,2.229454,,,深沢 俊一,https://youtu.be/AyVfsqzrv2g/&t=675,22A
4,2022/9/10,04:26.0,2022/9/10,04:26.0,2,1,"Shunsuke, Izawa",1000073948,Right,TOK,"Kaito, Muramatsu",1000073668,Left,MEI_MEI,Undefined,1,Top,1,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,,112.83285,3.624362,2.267631,2128.468415,12.699005,6:30,1.75705,0.142802,1.534364,-174.7059,-24.7062,-6.6399,1.054422,0.728823,103.40316,-8.790405,1.806385,0.553095,,,,,,,,,,,,4.9063,-13.1674,-0.208182,15.24,1.845973,-1.195227,-30.941411,1.273518,0.612788,5.186168,-11.451245,TOK,MEI_MEI,JinguStadium,TeamExclusive,Team,20220910-JinguStadium-1,841371b0-30a4-11ed-af43-cd5b9183c9f8,a63ec7d1-cfd8-4302-80db-af21e1354d65,v3,,,,"Taiki, Matsuoka",1000073870,Right,TOK,109.6737,,,9.42969,,,,16.906166,-31.219432,2.593084,1.761248,1.887398,-5.725623,-0.143228,-1.228077,0.306394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,https://youtu.be/AyVfsqzrv2g/&t=703,22A
5,2022/9/10,04:38.1,2022/9/10,04:38.1,2,2,"Shunsuke, Izawa",1000073948,Right,TOK,"Kaito, Muramatsu",1000073668,Left,MEI_MEI,Undefined,1,Top,1,1,0,Cutter,Slider,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,,132.54909,-1.735733,-0.853191,2464.622038,139.058307,10:45,1.750671,0.237458,1.772871,-81.6567,23.5406,-17.4699,0.441998,-0.17905,121.51347,-7.679841,-2.087319,0.463188,,,,,,,,,,,,8.3031,14.331,-0.214924,15.24,1.701568,0.62497,-36.441103,-1.416454,1.437438,7.240812,-7.325657,TOK,MEI_MEI,JinguStadium,TeamExclusive,Team,20220910-JinguStadium-1,8b418490-30a4-11ed-af43-cd5b9183c9f8,a63ec7d1-cfd8-4302-80db-af21e1354d65,v3,,,,"Taiki, Matsuoka",1000073870,Right,TOK,130.96206,,,11.03562,,,,16.666573,-36.723468,3.620406,1.751235,-1.130781,-3.662828,-0.238202,0.568915,0.718719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,https://youtu.be/AyVfsqzrv2g/&t=715,22A
6,2022/9/10,04:51.4,2022/9/10,04:51.4,2,3,"Shunsuke, Izawa",1000073948,Right,TOK,"Kaito, Muramatsu",1000073668,Left,MEI_MEI,Undefined,1,Top,1,1,1,Cutter,Slider,InPlay,Undefined,GroundBall,,Out,1,0,,132.99374,0.549576,-0.953996,2544.877244,119.171929,10:00,1.747631,0.219472,1.66365,-89.5532,15.9492,-22.7227,1.008922,-0.279958,121.91055,-5.929484,-2.546647,0.463859,71.64644,-14.980259,-15.429384,,,,,,1.445103,,,10.8173,8.6056,-0.191908,15.24,1.755028,0.720442,-36.574853,-0.018146,1.89299,7.067247,-8.300703,TOK,MEI_MEI,JinguStadium,TeamExclusive,Team,20220910-JinguStadium-1,932097f0-30a4-11ed-af43-cd5b9183c9f8,a63ec7d1-cfd8-4302-80db-af21e1354d65,v3,,,,"Taiki, Matsuoka",1000073870,Right,TOK,130.77257,0.986161,,11.08318,,,,16.776169,-36.870487,3.533624,1.748525,0.329086,-4.150351,-0.220389,0.641256,0.946495,0.237229,0.986161,0.28561,180.0,0.236475,18.60474,,,,,,,,0.98637,-5.164384,,,,,,,,0.285818,-5.134866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,https://youtu.be/AyVfsqzrv2g/&t=728,22A
7,2022/9/10,05:23.6,2022/9/10,05:23.6,3,1,"Shunsuke, Izawa",1000073948,Right,TOK,"Rui, Muneyama",1000101247,Left,MEI_MEI,Undefined,1,Top,2,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,,113.16918,3.799864,2.047009,2205.413831,38.200838,7:15,1.731178,0.173097,1.607288,-169.6879,-21.7213,-20.8535,1.124444,0.550843,103.43404,-8.33013,0.591581,0.549334,,,,,,,,,,,,11.8327,-11.9399,-0.228221,15.24,1.822261,-1.016965,-31.037776,1.413961,1.485008,5.285763,-11.305106,TOK,MEI_MEI,JinguStadium,TeamExclusive,Team,20220910-JinguStadium-1,a6659b80-30a4-11ed-af43-cd5b9183c9f8,a63ec7d1-cfd8-4302-80db-af21e1354d65,v3,,,,"Taiki, Matsuoka",1000073870,Right,TOK,110.42461,,,9.73514,,,,16.833121,-31.307911,2.642881,1.735235,1.99172,-5.652553,-0.174309,-1.092858,0.742504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,https://youtu.be/AyVfsqzrv2g/&t=761,22A
8,2022/9/10,05:35.7,2022/9/10,05:35.7,3,2,"Shunsuke, Izawa",1000073948,Right,TOK,"Rui, Muneyama",1000101247,Left,MEI_MEI,Undefined,1,Top,2,1,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,LineDrive,Undefined,0,0,,140.38883,-1.503487,-0.737005,2333.316555,187.991123,12:15,1.721724,0.244391,1.932824,-50.749,40.7193,5.3159,0.792216,0.090732,128.67037,-5.298458,-0.358076,0.431907,114.18587,13.885594,-170.760029,1965.079601,,,,39.400895,19.552098,-172.450605,1.495817,-3.2922,23.1554,-0.228354,15.24,1.685488,0.472706,-38.64983,-1.18299,-0.643848,7.834497,-5.278246,TOK,MEI_MEI,JinguStadium,TeamExclusive,Team,20220910-JinguStadium-1,ad8c8270-30a4-11ed-af43-cd5b9183c9f8,a63ec7d1-cfd8-4302-80db-af21e1354d65,v3,,,,"Taiki, Matsuoka",1000073870,Right,TOK,140.44703,3.270413,,11.71846,,,,16.506854,-38.90578,3.917248,1.721319,-1.010552,-2.639123,-0.24414,0.49374,-0.321924,0.401979,0.748946,-0.084829,59.277357,0.401979,-30.391855,2.989836,-0.285163,0.066906,-0.011262,0.001534,-0.00027,3.1e-05,0.748946,7.611882,-6.049606,0.499185,-0.075401,0.01778,-0.002629,0.000267,-2.1e-05,-0.084829,-4.944167,1.154212,-0.113735,0.025905,-0.004412,0.000609,-0.000104,1.2e-05,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,https://youtu.be/AyVfsqzrv2g/&t=773,22A
9,2022/9/10,05:53.5,2022/9/10,05:53.5,3,3,"Shunsuke, Izawa",1000073948,Right,TOK,"Rui, Muneyama",1000101247,Left,MEI_MEI,Undefined,1,Top,2,1,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,140.63455,-2.956233,0.419892,2290.939414,185.487622,12:15,1.680022,0.222458,1.860052,-45.5646,46.553,4.1933,0.390324,0.382751,129.0681,-6.355394,0.717505,0.433437,,,,,,,,,,,,-1.8634,26.9286,-0.232544,15.24,1.607781,-0.30381,-38.661704,-2.14794,-0.365161,7.733891,-4.529658,TOK,MEI_MEI,JinguStadium,TeamExclusive,Team,20220910-JinguStadium-1,b82dc310-30a4-11ed-af43-cd5b9183c9f8,a63ec7d1-cfd8-4302-80db-af21e1354d65,v3,,,,"Taiki, Matsuoka",1000073870,Right,TOK,139.95109,,,11.56645,,,,16.579145,-38.928666,3.866946,1.679226,-1.991584,-2.264829,-0.222274,-0.291206,-0.182581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,https://youtu.be/AyVfsqzrv2g/&t=791,22A
10,2022/9/10,06:11.1,2022/9/10,06:11.1,3,4,"Shunsuke, Izawa",1000073948,Right,TOK,"Rui, Muneyama",1000101247,Left,MEI_MEI,Undefined,1,Top,2,2,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,FlyBall,Undefined,0,0,,138.61119,-0.779872,-0.103258,2241.280869,198.93463,12:45,1.71002,0.251902,1.948797,-41.0523,52.7348,17.0709,1.080864,0.393665,126.58068,-3.90621,1.114417,0.437347,137.05479,44.108527,-30.3718,3967.95936,26.397031,28.477884,-20.671786,84.14823,57.268096,-45.696568,5.475948,-8.9974,29.0026,-0.250541,15.24,1.690612,-0.008779,-38.167644,-0.637177,-1.711816,7.814465,-4.288709,TOK,MEI_MEI,JinguStadium,TeamExclusive,Team,20220910-JinguStadium-1,c2ad9900-30a4-11ed-af43-cd5b9183c9f8,a63ec7d1-cfd8-4302-80db-af21e1354d65,v3,,,,"Taiki, Matsuoka",1000073870,Right,TOK,138.69995,32.706398,,12.03051,,,,16.490772,-38.422874,3.907233,1.709135,-0.497102,-2.144354,-0.251167,0.047131,-0.855908,0.17904,1.073731,-0.403123,150.900222,0.182563,23.514148,-6.177539,1.244775,0.034284,-0.114902,0.033134,-0.004055,0.000187,1.071377,26.536163,-6.544871,0.615314,-0.143056,0.025313,-0.000333,-0.000491,4.2e-05,-0.402828,-13.824037,0.592472,0.112229,-0.068988,0.020516,-0.004247,0.00052,-2.7e-05,,,,,,,,,,,,,,,,,,,,,,,,,深沢 俊一,https://youtu.be/AyVfsqzrv2g/&t=808,22A
