PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,umpire,URL,season
1,2022/11/6,03:30.3,2022/11/6,03:30.3,1,1,"Azuma, Sotomaru",1000126488,Right,KEI_KEI,"Taiga, Matsuki",1000074109,Left,WAS_EDA,Undefined,1,Top,0,0,0,Fastball,Four-Seam,InPlay,Undefined,LineDrive,LineDrive,Single,0,0,,144.35424,-1.501784,-2.363394,2193.437409,218.183797,1:15,1.544986,0.360769,1.798273,-47.374,41.7467,30.3748,0.645852,-0.004593,130.63162,-5.050428,-0.218259,0.426328,149.29706,16.854621,-12.375544,1702.575105,32.387505,7.907929,-8.670096,82.354896,82.354896,-19.348862,2.879377,-17.3687,23.4497,-0.304906,15.24,1.504931,1.47926,-39.638972,-1.210212,-3.532201,9.12285,-5.037772,KEI_KEI,WAS_EDA,JinguStadium,TeamExclusive,Team,20221106-JinguStadium-1,f925b700-5d87-11ed-a0b1-87324f15c644,22c1767e-8b61-4659-b789-27acfeb42a22,v3,,,,"Kyosuke, Miyazaki",1000089832,Right,KEI_KEI,142.28479,8.596125,,13.72262,,,,16.640882,-39.960082,4.561425,1.544408,-1.03289,-2.518886,-0.359162,1.603588,-1.7661,0.215387,0.617326,0.006508,133.320344,0.215389,38.767636,-6.576807,1.394432,-0.299831,0.060355,-0.010568,0.001317,-7.9e-05,0.617326,12.024297,-4.858781,0.290098,-0.041879,0.006122,-0.000487,5.4e-05,-6e-06,0.006509,-8.506245,-0.766373,0.28213,-0.0809,0.019305,-0.003626,0.000461,-2.8e-05,,,,,,,,,,,,,,,,,,,,,,,溝内 健介,https://youtu.be/6hFdVuMBZbQ/&t=991,22A
2,2022/11/6,04:24.4,2022/11/6,04:24.4,2,1,"Azuma, Sotomaru",1000126488,Right,KEI_KEI,"Takuya, Nakagawa",1000074092,Left,WAS_EDA,Undefined,1,Top,0,0,0,TwoSeamFastBall,Sinker,BallCalled,Undefined,Undefined,,Undefined,0,0,1,140.1854,-2.015062,-2.688477,2140.870525,244.868745,2:15,1.483804,0.367415,1.81811,-71.0011,23.3579,42.7462,0.203459,0.034537,127.2739,-7.229045,0.336835,0.438679,,,,,,,,,,,,-24.0775,14.5487,-0.305283,15.24,1.430344,1.596909,-38.48788,-1.631709,-4.613402,8.646749,-7.019024,KEI_KEI,WAS_EDA,JinguStadium,TeamExclusive,Team,20221106-JinguStadium-1,196ea350-5d88-11ed-a0b1-87324f15c644,22c1767e-8b61-4659-b789-27acfeb42a22,v3,,,,"Kyosuke, Miyazaki",1000089832,Right,KEI_KEI,138.27892,,,12.9115,,,,16.621471,-38.797002,4.323375,1.484193,-1.380778,-3.509512,-0.36532,1.761838,-2.306701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,溝内 健介,https://youtu.be/6hFdVuMBZbQ/&t=1045,22A
3,2022/11/6,05:04.7,2022/11/6,05:04.7,2,2,"Azuma, Sotomaru",1000126488,Right,KEI_KEI,"Takuya, Nakagawa",1000074092,Left,WAS_EDA,Undefined,1,Top,0,1,0,Fastball,Four-Seam,InPlay,Undefined,GroundBall,,Sacrifice,1,0,1,140.07998,-0.861861,-1.826722,2133.547874,220.71562,1:15,1.506992,0.36484,1.767584,-54.0876,41.4903,32.6595,0.721645,0.173404,125.91999,-4.908802,0.476483,0.441503,,,,,,,,,,,,-18.2332,22.9043,-0.321486,15.24,1.481621,1.061799,-38.455029,-0.774485,-3.462707,9.146708,-5.45685,KEI_KEI,WAS_EDA,JinguStadium,TeamExclusive,Team,20221106-JinguStadium-1,316c9b10-5d88-11ed-a0b1-87324f15c644,22c1767e-8b61-4659-b789-27acfeb42a22,v3,,,,"Kyosuke, Miyazaki",1000089832,Right,KEI_KEI,137.39433,,,14.15998,,,,16.671504,-38.794025,4.573354,1.506577,-0.572243,-2.728425,-0.363217,1.190134,-1.731353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,溝内 健介,https://youtu.be/6hFdVuMBZbQ/&t=1085,22A
4,2022/11/6,05:46.1,2022/11/6,05:46.1,3,1,"Azuma, Sotomaru",1000126488,Right,KEI_KEI,"Toyo, Kumada",1000089879,Left,WAS_EDA,Undefined,1,Top,1,0,0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,,Undefined,0,0,2,117.1475,3.175383,1.422122,2840.715999,49.626733,7:45,1.517944,0.32972,1.707208,-178.0226,-37.4962,-51.002,0.642455,0.224438,104.19125,-9.685813,-2.167867,0.535345,,,,,,,,,,,,26.8217,-19.8979,-0.362941,15.24,1.587493,-0.563102,-32.082479,1.090847,3.472567,7.386156,-12.382807,KEI_KEI,WAS_EDA,JinguStadium,TeamExclusive,Team,20221106-JinguStadium-1,4a3d9a40-5d88-11ed-a0b1-87324f15c644,22c1767e-8b61-4659-b789-27acfeb42a22,v3,,,,"Kyosuke, Miyazaki",1000089832,Right,KEI_KEI,113.31012,,,12.95626,,,,16.732528,-32.424274,3.693078,1.523756,1.663862,-6.191403,-0.333166,-0.723795,1.736283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,溝内 健介,https://youtu.be/6hFdVuMBZbQ/&t=1127,22A
5,2022/11/6,06:06.7,2022/11/6,06:06.7,3,2,"Azuma, Sotomaru",1000126488,Right,KEI_KEI,"Toyo, Kumada",1000089879,Left,WAS_EDA,Undefined,1,Top,1,0,1,Fastball,Sinker,InPlay,Undefined,FlyBall,FlyBall,Single,0,0,2,143.88417,-0.608509,-3.526982,2228.09075,225.400992,1:30,1.503711,0.327585,1.779703,-48.0491,43.3475,40.2704,0.850509,-0.27009,128.065,-4.244659,-0.690981,0.431737,103.33378,29.273375,13.522266,2642.509545,32.842471,11.570471,6.745078,62.81601,60.629514,9.389216,3.295353,-23.6467,23.6555,-0.242749,15.24,1.485291,2.216756,-39.414655,-0.58764,-4.680569,10.200378,-5.124339,KEI_KEI,WAS_EDA,JinguStadium,TeamExclusive,Team,20221106-JinguStadium-1,566a0ec0-5d88-11ed-a0b1-87324f15c644,22c1767e-8b61-4659-b789-27acfeb42a22,v3,,,,"Kyosuke, Miyazaki",1000089832,Right,KEI_KEI,140.5021,11.571207,,15.81917,,,,16.658836,-39.780151,5.100189,1.503058,-0.404027,-2.562169,-0.325183,2.384468,-2.340284,0.299113,0.841135,0.269624,158.314258,0.299108,24.344776,-3.029847,0.692892,-0.170648,0.056821,-0.019376,0.004099,-0.000351,0.841201,14.032672,-4.857901,0.160125,0.060879,-0.065269,0.028562,-0.005917,0.000469,0.269615,5.855108,-1.435485,0.293844,-0.075125,0.031228,-0.012121,0.002642,-0.000226,,,,,,,,,,,,,,,,,,,,,,,溝内 健介,https://youtu.be/6hFdVuMBZbQ/&t=1147,22A
6,2022/11/6,07:19.3,2022/11/6,07:19.4,4,1,"Azuma, Sotomaru",1000126488,Right,KEI_KEI,"Takuya, Hiruma",1000074108,Left,WAS_EDA,Undefined,1,Top,1,0,0,Fastball,Four-Seam,HitByPitch,Undefined,Undefined,,Undefined,0,0,"1,3",142.8076,0.093253,-3.921303,2217.768747,213.173911,1:00,1.522979,0.342054,1.800976,-45.2827,47.2637,28.5192,1.096596,-0.483851,127.10355,-3.354948,-1.912855,0.434445,,,,,,,,,,,,-18.0643,25.0915,-0.247955,15.24,1.522254,2.533225,-39.108805,-0.085488,-3.522872,9.988907,-4.913333,KEI_KEI,WAS_EDA,JinguStadium,TeamExclusive,Team,20221106-JinguStadium-1,81ae4290-5d88-11ed-a0b1-87324f15c644,22c1767e-8b61-4659-b789-27acfeb42a22,v3,,,,"Kyosuke, Miyazaki",1000089832,Right,KEI_KEI,139.62657,,,15.70405,,,,16.637499,-39.46413,4.994454,1.522187,0.089289,-2.456667,-0.340296,2.65854,-1.761436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,溝内 健介,https://youtu.be/6hFdVuMBZbQ/&t=1220,22A
7,2022/11/6,08:06.0,2022/11/6,08:06.0,5,1,"Azuma, Sotomaru",1000126488,Right,KEI_KEI,"Taichi, Inde",1000101222,Right,WAS_EDA,Undefined,1,Top,1,0,0,Cutter,Slider,StrikeCalled,Undefined,Undefined,,Undefined,0,0,"1,2,3",141.36083,-0.773399,-1.891015,2376.065617,178.302892,12:00,1.49635,0.343374,1.775169,-73.7942,19.5577,-0.4822,0.539127,-0.197474,127.96962,-6.18281,-1.925036,0.436331,,,,,,,,,,,,-1.2701,11.601,-0.296228,15.24,1.471919,1.284139,-38.818823,-0.824709,-0.247125,8.928146,-7.549513,KEI_KEI,WAS_EDA,JinguStadium,TeamExclusive,Team,20221106-JinguStadium-1,9d8be580-5d88-11ed-a0b1-87324f15c644,22c1767e-8b61-4659-b789-27acfeb42a22,v3,,,,"Kyosuke, Miyazaki",1000089832,Right,KEI_KEI,139.02288,,,13.39121,,,,16.663641,-39.144884,4.464073,1.497004,-0.548996,-3.774756,-0.34329,1.293164,-0.123562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,溝内 健介,https://youtu.be/6hFdVuMBZbQ/&t=1267,22A
8,2022/11/6,08:27.6,2022/11/6,08:27.6,5,2,"Azuma, Sotomaru",1000126488,Right,KEI_KEI,"Taichi, Inde",1000101222,Right,WAS_EDA,Undefined,1,Top,1,0,1,Curveball,Curveball,InPlay,Undefined,FlyBall,FlyBall,HomeRun,0,4,"1,2,3",115.8071,2.675576,1.41949,2818.666544,39.233351,7:15,1.507508,0.251312,1.667744,-174.5223,-33.3492,-31.2488,0.526234,0.34379,105.38769,-9.834425,-0.775434,0.536575,148.37971,35.811691,-35.408262,3091.639952,26.483309,22.040454,-20.561056,102.873635,96.849707,-43.164497,5.397205,16.9972,-17.8227,-0.286636,15.24,1.564774,-0.653934,-31.799895,0.827111,2.213532,6.118015,-12.127693,KEI_KEI,WAS_EDA,JinguStadium,TeamExclusive,Team,20221106-JinguStadium-1,aa6ae120-5d88-11ed-a0b1-87324f15c644,22c1767e-8b61-4659-b789-27acfeb42a22,v3,,,,"Kyosuke, Miyazaki",1000089832,Right,KEI_KEI,113.05031,30.068769,,10.41942,,,,16.7732,-32.093513,3.059007,1.511112,1.409149,-6.063846,-0.252703,-0.760166,1.106766,0.937516,0.642411,-0.363356,158.454838,0.939197,27.208946,-6.374535,1.464967,-0.216364,0.011235,0.001968,-0.000323,1.3e-05,0.641651,24.12899,-5.571588,0.320371,-0.014912,-0.017111,0.007099,-0.001101,6e-05,-0.363977,-19.354468,2.556916,-0.452542,0.03982,0.005254,-0.001995,0.000208,-7e-06,,,,,,,,,,,,,,,,,,,,,,,溝内 健介,https://youtu.be/6hFdVuMBZbQ/&t=1288,22A
9,2022/11/6,09:47.9,2022/11/6,09:47.9,6,1,"Azuma, Sotomaru",1000126488,Right,KEI_KEI,"Tsubasa, Yoshino",1000101225,Left,WAS_EDA,Undefined,1,Top,1,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,144.40792,-1.442381,-3.62204,2313.310871,223.470339,1:30,1.510877,0.340581,1.819408,-48.3895,40.2986,35.3279,0.618486,-0.331038,131.03373,-5.060028,-1.128096,0.425292,,,,,,,,,,,,-20.7527,22.6343,-0.255337,15.24,1.472764,2.326231,-39.627724,-1.173352,-4.235073,8.807237,-5.187589,KEI_KEI,WAS_EDA,JinguStadium,TeamExclusive,Team,20221106-JinguStadium-1,da3e12f0-5d88-11ed-a0b1-87324f15c644,22c1767e-8b61-4659-b789-27acfeb42a22,v3,,,,"Kyosuke, Miyazaki",1000089832,Right,KEI_KEI,142.63138,,,13.37418,,,,16.619773,-39.9332,4.403618,1.510341,-0.993422,-2.593795,-0.338569,2.473123,-2.117537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,溝内 健介,https://youtu.be/6hFdVuMBZbQ/&t=1369,22A
10,2022/11/6,09:57.4,2022/11/6,09:57.4,6,2,"Azuma, Sotomaru",1000126488,Right,KEI_KEI,"Tsubasa, Yoshino",1000101225,Left,WAS_EDA,Undefined,1,Top,1,0,1,TwoSeamFastBall,Sinker,InPlay,Undefined,FlyBall,LineDrive,Double,0,0,,143.64435,-1.465649,-2.618936,2208.529045,243.099981,2:00,1.509293,0.361648,1.822986,-62.6589,26.7571,46.7797,0.468102,0.089021,130.6413,-6.08617,0.691617,0.427034,171.82522,16.14199,-2.43388,1747.381552,33.472668,9.093253,-1.925403,108.976161,108.976161,-6.906543,3.799321,-26.0294,15.7518,-0.301666,15.24,1.469828,1.570213,-39.468675,-1.255406,-5.26536,8.794755,-6.62029,KEI_KEI,WAS_EDA,JinguStadium,TeamExclusive,Team,20221106-JinguStadium-1,dfdea800-5d88-11ed-a0b1-87324f15c644,22c1767e-8b61-4659-b789-27acfeb42a22,v3,,,,"Kyosuke, Miyazaki",1000089832,Right,KEI_KEI,142.04959,12.771154,,13.00306,,,,16.616785,-39.774279,4.397378,1.509454,-1.025361,-3.310145,-0.359407,1.753176,-2.63268,0.320234,0.458727,-0.083202,172.226688,0.320417,45.80016,-8.824309,2.006315,-0.379922,0.052194,-0.003555,-0.00016,3.6e-05,0.458435,13.279281,-3.458659,-0.099193,-0.014436,0.036748,-0.01467,0.002716,-0.000197,-0.083305,-1.943332,-0.201694,-0.166273,0.0501,-0.004253,-0.001015,0.000287,-2.1e-05,,,,,,,,,,,,,,,,,,,,,,,溝内 健介,https://youtu.be/6hFdVuMBZbQ/&t=1378,22A
