PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,umpire,URL,season
1,2022/9/27,00:46.7,2022/9/27,00:46.7,1,1,"Shota, Masui",1000073328,Left,KEI_KEI,"Satoru, Michihara",1000074062,Left,RIK,Undefined,1,Top,0,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,142.08715,-1.075093,4.050683,2223.284821,144.998275,10:45,1.599508,-0.73261,1.68659,-49.737,41.8233,-27.4546,0.795037,0.148822,131.15567,-4.726696,2.130684,0.432124,,,,,,,,,,,,16.3552,22.6127,0.627535,15.24,1.567044,-2.620906,-39.02551,-0.929793,3.29992,7.085237,-5.244199,KEI_KEI,RIK,JinguStadium,TeamExclusive,Team,20220927-JinguStadium-1,95e253b0-3e10-11ed-ad90-e772a286d915,02a7d9dc-e025-413e-8ad7-e80a5eaf47ac,v3,,,,"Kyosuke, Miyazaki",1000089832,Right,KEI_KEI,140.37639,,,10.93148,,,,16.75334,-39.299302,3.542618,1.599058,-0.727143,-2.6221,0.731277,-2.748423,1.64996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安 秀明,https://youtu.be/wT3rsiUAOlk/&t=400,22A
2,2022/9/27,00:55.7,2022/9/27,00:55.7,1,2,"Shota, Masui",1000073328,Left,KEI_KEI,"Satoru, Michihara",1000074062,Left,RIK,Undefined,1,Top,0,0,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Popup,Undefined,0,0,,142.27622,-0.765549,3.506975,2237.152888,151.357048,11:00,1.612904,-0.702103,1.72395,-48.0298,43.2431,-22.1203,0.914577,0.074801,130.63062,-4.318644,1.955235,0.431445,95.24234,62.753928,-59.046163,4800.087857,,,,33.372065,21.662426,-65.778052,4.169119,13.5693,23.3126,0.61325,15.24,1.589498,-2.282637,-39.089767,-0.705311,2.729849,7.583093,-5.116645,KEI_KEI,RIK,JinguStadium,TeamExclusive,Team,20220927-JinguStadium-1,9b30f830-3e10-11ed-ad90-e772a286d915,02a7d9dc-e025-413e-8ad7-e80a5eaf47ac,v3,,,,"Kyosuke, Miyazaki",1000089832,Right,KEI_KEI,140.59727,23.212507,,11.6456,,,,16.715901,-39.375039,3.791547,1.612411,-0.512826,-2.558323,0.701053,-2.385332,1.364924,1.100251,1.122353,-0.258602,154.766148,1.101158,6.206424,-1.54689,0.197786,0.114377,-0.082369,0.021889,-0.002556,0.000104,1.122482,23.518048,-7.236228,0.716751,-0.146729,0.028692,-0.007047,0.001348,-0.000106,-0.258535,-10.389754,0.937194,-0.12452,0.066559,-0.044866,0.01783,-0.003254,0.000218,,,,,,,,,,,,,,,,,,,,,,,安 秀明,https://youtu.be/wT3rsiUAOlk/&t=409,22A
3,2022/9/27,01:29.7,2022/9/27,01:29.7,1,3,"Shota, Masui",1000073328,Left,KEI_KEI,"Satoru, Michihara",1000074062,Left,RIK,Undefined,1,Top,0,0,2,Fastball,Sinker,BallCalled,Undefined,Undefined,,Undefined,0,0,,141.60637,-1.762456,6.069292,2217.872628,136.144184,10:30,1.605414,-0.740971,1.708706,-58.0649,34.5865,-30.6107,0.520331,0.686226,130.62237,-5.99282,3.936459,0.434691,,,,,,,,,,,,19.293,19.4713,0.584614,15.24,1.554696,-3.964659,-38.762473,-1.433269,3.835591,7.0837,-5.93561,KEI_KEI,RIK,JinguStadium,TeamExclusive,Team,20220927-JinguStadium-1,af8521d0-3e10-11ed-ad90-e772a286d915,02a7d9dc-e025-413e-8ad7-e80a5eaf47ac,v3,,,,"Kyosuke, Miyazaki",1000089832,Right,KEI_KEI,139.54735,,,10.984,,,,16.731286,-39.034048,3.54185,1.605283,-1.205709,-2.967805,0.73943,-4.111709,1.917795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安 秀明,https://youtu.be/wT3rsiUAOlk/&t=443,22A
4,2022/9/27,01:40.4,2022/9/27,01:40.4,1,4,"Shota, Masui",1000073328,Left,KEI_KEI,"Satoru, Michihara",1000074062,Left,RIK,Undefined,1,Top,0,1,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,GroundBall,Undefined,0,0,,144.86185,-1.196089,4.765467,2193.270905,146.24612,10:45,1.599608,-0.731341,1.683257,-47.388,41.3541,-25.8413,0.783657,0.371358,133.00309,-4.686007,2.961925,0.425422,141.42884,-4.491423,-48.429918,4285.416481,,,,9.262105,9.022428,-51.65579,0.232885,16.1843,22.4947,0.606866,15.24,1.564036,-3.17494,-39.727327,-1.020287,3.365607,7.771725,-5.128763,KEI_KEI,RIK,JinguStadium,TeamExclusive,Team,20220927-JinguStadium-1,b5dbc070-3e10-11ed-ad90-e772a286d915,02a7d9dc-e025-413e-8ad7-e80a5eaf47ac,v3,,,,"Kyosuke, Miyazaki",1000089832,Right,KEI_KEI,142.58794,0.746173,,11.85877,,,,16.756602,-40.022915,3.885863,1.599132,-0.82522,-2.564381,0.730056,-3.302947,1.682804,-0.003172,0.746173,-0.384318,116.332515,-0.002885,25.971279,-5.525232,,,,,,,0.745975,-3.065279,-0.589804,,,,,,,-0.384014,-29.318467,-0.971533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安 秀明,https://youtu.be/wT3rsiUAOlk/&t=453,22A
5,2022/9/27,01:56.0,2022/9/27,01:56.0,1,5,"Shota, Masui",1000073328,Left,KEI_KEI,"Satoru, Michihara",1000074062,Left,RIK,Undefined,1,Top,0,1,2,ChangeUp,Changeup,FoulBall,Undefined,Undefined,,Undefined,0,0,,131.81957,-0.556106,3.754487,1276.862746,133.91359,10:30,1.595178,-0.687113,1.700571,-76.6812,29.6345,-27.5754,0.66972,0.107412,121.7434,-6.121333,1.822315,0.465643,,,,,,,,,,,,16.4297,16.294,0.590844,15.24,1.574533,-2.24695,-36.221499,-0.651133,2.847944,6.282595,-6.982223,KEI_KEI,RIK,JinguStadium,TeamExclusive,Team,20220927-JinguStadium-1,bf327fb0-3e10-11ed-ad90-e772a286d915,02a7d9dc-e025-413e-8ad7-e80a5eaf47ac,v3,,,,"Kyosuke, Miyazaki",1000089832,Right,KEI_KEI,130.27139,,,10.07617,,,,16.739607,-36.480678,3.141298,1.595453,-0.363092,-3.491112,0.685962,-2.364438,1.423972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安 秀明,https://youtu.be/wT3rsiUAOlk/&t=468,22A
6,2022/9/27,02:19.0,2022/9/27,02:19.0,1,6,"Shota, Masui",1000073328,Left,KEI_KEI,"Satoru, Michihara",1000074062,Left,RIK,Undefined,1,Top,0,1,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,143.46582,-1.217261,5.464178,2280.166715,148.017694,11:00,1.599896,-0.708792,1.739764,-46.7157,43.3127,-25.3416,0.785438,0.594201,131.70696,-4.672143,3.69298,0.428494,,,,,,,,,,,,16.4138,23.6365,0.570807,15.24,1.565209,-3.628827,-39.308649,-1.013907,3.342643,7.588708,-4.993121,KEI_KEI,RIK,JinguStadium,TeamExclusive,Team,20220927-JinguStadium-1,ccd42f10-3e10-11ed-ad90-e772a286d915,02a7d9dc-e025-413e-8ad7-e80a5eaf47ac,v3,,,,"Kyosuke, Miyazaki",1000089832,Right,KEI_KEI,141.56563,,,11.75886,,,,16.699896,-39.589485,3.794354,1.599312,-0.829126,-2.496561,0.707389,-3.752528,1.671321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安 秀明,https://youtu.be/wT3rsiUAOlk/&t=491,22A
7,2022/9/27,02:31.4,2022/9/27,02:31.4,1,7,"Shota, Masui",1000073328,Left,KEI_KEI,"Satoru, Michihara",1000074062,Left,RIK,Undefined,1,Top,0,2,2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,,130.39325,-1.485949,4.502132,1409.219119,121.021317,10:00,1.59245,-0.706712,1.702753,-87.8982,20.4741,-29.0525,0.289132,0.286807,121.31158,-7.805842,2.467567,0.470126,,,,,,,,,,,,17.4505,12.1983,0.591,15.24,1.546496,-2.683617,-35.804929,-1.279738,2.970903,5.80859,-7.729915,KEI_KEI,RIK,JinguStadium,TeamExclusive,Team,20220927-JinguStadium-1,d44ba700-3e10-11ed-ad90-e772a286d915,02a7d9dc-e025-413e-8ad7-e80a5eaf47ac,v3,,,,"Kyosuke, Miyazaki",1000089832,Right,KEI_KEI,129.02933,,,9.08166,,,,16.737556,-36.047057,2.904295,1.593125,-0.95752,-3.864957,0.705446,-2.807458,1.485451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安 秀明,https://youtu.be/wT3rsiUAOlk/&t=503,22A
8,2022/9/27,02:46.5,2022/9/27,02:46.5,1,8,"Shota, Masui",1000073328,Left,KEI_KEI,"Satoru, Michihara",1000074062,Left,RIK,Undefined,1,Top,0,3,2,Fastball,Four-Seam,InPlay,Undefined,GroundBall,,Out,1,0,,143.33189,-2.126812,3.759872,2186.091482,143.174038,10:45,1.600449,-0.7424,1.723297,-49.2601,40.9402,-28.5689,0.501694,0.042236,131.59948,-5.757671,1.75567,0.428903,,,,,,,,,,,,17.1069,23.0863,0.647487,15.24,1.541704,-2.439829,-39.344971,-1.655317,3.481276,7.801111,-5.108556,KEI_KEI,RIK,JinguStadium,TeamExclusive,Team,20220927-JinguStadium-1,dd3c9f90-3e10-11ed-ad90-e772a286d915,02a7d9dc-e025-413e-8ad7-e80a5eaf47ac,v3,,,,"Kyosuke, Miyazaki",1000089832,Right,KEI_KEI,141.43073,,,11.73241,,,,16.716749,-39.636691,3.900555,1.600032,-1.464284,-2.554278,0.741158,-2.57001,1.740638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安 秀明,https://youtu.be/wT3rsiUAOlk/&t=518,22A
9,2022/9/27,03:16.4,2022/9/27,03:16.4,2,1,"Shota, Masui",1000073328,Left,KEI_KEI,"You, Morimura",1000074205,Right,RIK,Undefined,1,Top,1,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,,118.35507,1.2287,2.223876,1889.288989,325.261383,4:45,1.594605,-0.701714,1.436956,-163.6614,-27.344,21.6318,0.313727,0.158204,110.1765,-10.253553,3.720994,0.527267,,,,,,,,,,,,-9.1994,-13.227,0.630706,15.24,1.614686,-1.364921,-32.538384,0.003173,-1.28155,5.287169,-11.649285,KEI_KEI,RIK,JinguStadium,TeamExclusive,Team,20220927-JinguStadium-1,ef1a7200-3e10-11ed-ad90-e772a286d915,02a7d9dc-e025-413e-8ad7-e80a5eaf47ac,v3,,,,"Kyosuke, Miyazaki",1000089832,Right,KEI_KEI,115.04616,,,8.17857,,,,17.004352,-32.823822,2.643584,1.597538,0.632082,-5.824642,0.702527,-1.295734,-0.640775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安 秀明,https://youtu.be/wT3rsiUAOlk/&t=548,22A
10,2022/9/27,03:25.3,2022/9/27,03:25.3,2,2,"Shota, Masui",1000073328,Left,KEI_KEI,"You, Morimura",1000074205,Right,RIK,Undefined,1,Top,1,1,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,,132.71831,0.961992,2.759607,1496.343316,131.059319,10:15,1.563529,-0.743996,1.704814,-75.2713,29.7329,-30.5564,1.084928,-0.26361,121.88865,-4.528763,0.615785,0.462762,,,,,,,,,,,,17.2467,15.3828,0.674246,15.24,1.582843,-1.609619,-36.482944,0.319635,3.023199,6.586433,-7.110174,KEI_KEI,RIK,JinguStadium,TeamExclusive,Team,20220927-JinguStadium-1,f45a4970-3e10-11ed-ad90-e772a286d915,02a7d9dc-e025-413e-8ad7-e80a5eaf47ac,v3,,,,"Kyosuke, Miyazaki",1000089832,Right,KEI_KEI,131.08243,,,10.82967,,,,16.734867,-36.751828,3.293217,1.563869,0.609901,-3.555087,0.742476,-1.733038,1.511599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安 秀明,https://youtu.be/wT3rsiUAOlk/&t=556,22A
