PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,URL,umpire,season
65,2022/9/21,32:27.9,2022/9/21,32:27.9,3,4,"Kosei, Shoji",1000101253,Right,RIK,"Daiki, Saitoh",1000073731,Right,HOS_HOS,Undefined,3,Top,1,1,2,Curveball,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,1,116.06252,-0.818697,-1.40132,2380.370116,15.993546,6:30,1.840997,0.394054,1.834736,-189.0343,-51.0602,-15.9899,-0.280563,-0.161541,107.0564,-14.324015,-2.543153,0.530461,,,,,,,,,,,,7.1605,-25.0249,-0.359515,15.24,1.808905,0.84276,-31.936315,-1.111363,0.934351,6.494989,-13.072083,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,a2d513b0-3955-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Yosuke, Kuroiwa",1000089907.0,Right,RIK,114.35337,,,9.00612,,,,16.606891,-32.213104,3.247495,1.844397,-0.554285,-6.536041,-0.394582,0.802941,0.467176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=2108,榊原 啓資,22A
66,2022/9/21,33:08.8,2022/9/21,33:08.7,3,5,"Kosei, Shoji",1000101253,Right,RIK,"Daiki, Saitoh",1000073731,Right,HOS_HOS,Undefined,3,Top,1,2,2,Splitter,Splitter,BallCalled,Undefined,Undefined,,Undefined,0,0,1,138.5166,-3.671775,-1.922255,1192.36204,169.106306,11:45,1.84697,0.466151,1.744085,-45.7405,50.7381,-9.1801,0.345134,-0.171582,127.37951,-7.052291,-2.56839,0.443578,,,,,,,,,,,,3.3795,29.3045,-0.416518,15.24,1.750011,1.321154,-38.021355,-2.602533,0.641107,7.411348,-4.247417,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,bb2e4ad0-3955-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Yosuke, Kuroiwa",1000089907.0,Right,RIK,136.75153,,,11.13709,,,,16.695594,-38.304037,3.705674,1.846187,-2.440528,-2.123708,-0.466443,1.296701,0.320554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=2149,榊原 啓資,22A
67,2022/9/21,33:36.5,2022/9/21,33:36.5,3,6,"Kosei, Shoji",1000101253,Right,RIK,"Daiki, Saitoh",1000073731,Right,HOS_HOS,Undefined,3,Top,1,3,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,GroundBall,Undefined,0,0,1,147.34551,-2.778164,-2.245135,1963.050794,187.423484,12:15,1.829853,0.473431,1.913879,-28.6431,55.6722,6.8707,0.761724,-0.088924,133.52078,-5.003741,-1.756766,0.414675,94.88682,-36.512239,-74.55487,,,,,1.650108,1.200137,-34.821609,0.049527,-5.3451,32.048,-0.423324,15.24,1.76562,1.553016,-40.46653,-2.039988,-1.133344,9.474017,-3.011316,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,cba82070-3955-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Yosuke, Kuroiwa",1000089907.0,Right,RIK,146.28317,0.780833,,13.82473,,,,16.525728,-40.766434,4.737009,1.828688,-1.944664,-1.505658,-0.473053,1.588893,-0.566672,1.07373,0.780833,0.074422,,1.073491,5.671614,,,,,,,,0.781495,-15.7657,,,,,,,,0.075285,-20.527498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=2177,榊原 啓資,22A
68,2022/9/21,34:00.9,2022/9/21,34:00.9,3,7,"Kosei, Shoji",1000101253,Right,RIK,"Daiki, Saitoh",1000073731,Right,HOS_HOS,Undefined,3,Top,1,3,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,1,148.27468,-2.336813,-2.776504,2049.558954,200.751617,12:45,1.839998,0.450176,1.913426,-25.7686,57.66,20.7246,0.924662,-0.12323,133.95029,-4.366377,-1.304142,0.412489,,,,,,,,,,,,-12.983,32.6868,-0.388851,15.24,1.785807,1.870914,-40.709842,-1.722142,-2.781359,9.725084,-2.80414,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,da351a30-3955-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Yosuke, Kuroiwa",1000089907.0,Right,RIK,147.05847,,,14.32439,,,,16.525953,-41.01589,4.862542,1.838614,-1.633896,-1.40207,-0.449106,1.958443,-1.390679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=2201,榊原 啓資,22A
69,2022/9/21,34:38.3,2022/9/21,34:38.3,3,8,"Kosei, Shoji",1000101253,Right,RIK,"Daiki, Saitoh",1000073731,Right,HOS_HOS,Undefined,3,Top,1,3,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,1,148.79925,-2.944988,-3.155989,2251.448953,185.985641,12:15,1.827864,0.475,1.838289,-31.6379,51.2427,5.0936,0.678251,-0.36576,136.04553,-5.347732,-2.796129,0.411132,123.07946,43.411988,129.48618,4877.189153,,,,,24.76588,,,-4.8584,29.3017,-0.400133,15.24,1.755535,2.226135,-40.844823,-2.203394,-1.060189,8.822605,-3.412552,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,f0807ff0-3955-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Yosuke, Kuroiwa",1000089907.0,Right,RIK,147.54392,17.375994,,12.75371,,,,16.601395,-41.137837,4.411302,1.826832,-2.090058,-1.706276,-0.474652,2.261346,-0.530095,0.555287,0.634646,0.330834,313.876425,0.555287,-15.792563,-0.674191,0.579061,-0.526883,0.816424,-0.833271,0.441154,-0.094347,0.634646,23.495863,-8.42758,1.000841,-0.176528,0.006777,0.027566,-0.019979,0.004893,0.330833,19.168079,-3.897513,1.24595,-0.729767,1.02711,-1.034975,0.544783,-0.116079,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=2238,榊原 啓資,22A
70,2022/9/21,35:03.0,2022/9/21,35:03.0,3,9,"Kosei, Shoji",1000101253,Right,RIK,"Daiki, Saitoh",1000073731,Right,HOS_HOS,Undefined,3,Top,1,3,2,Fastball,Four-Seam,BallCalled,Walk,Undefined,,Undefined,0,0,1,147.95435,-3.342646,-3.72495,2050.495977,204.263211,12:45,1.831525,0.440063,1.895875,-30.3242,53.6918,22.8743,0.585104,-0.380315,134.15324,-5.681777,-2.103975,0.413938,,,,,,,,,,,,-14.6547,31.1982,-0.356316,15.24,1.753187,2.52397,-40.552198,-2.455168,-3.127321,9.33856,-3.148943,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,ff404980-3955-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Yosuke, Kuroiwa",1000089907.0,Right,RIK,146.54353,,,13.80111,,,,16.543327,-40.851232,4.66928,1.83019,-2.354334,-1.574471,-0.43874,2.624111,-1.563661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=2263,榊原 啓資,22A
71,2022/9/21,35:43.2,2022/9/21,35:43.2,4,1,"Kosei, Shoji",1000101253,Right,RIK,"Shuta, Miyazaki",1000073809,Left,HOS_HOS,Undefined,3,Top,1,0,0,Splitter,Changeup,BallCalled,Undefined,Undefined,,Undefined,0,0,"1,2",139.94871,-0.30826,-1.797298,1721.680187,241.998863,2:00,1.852897,0.471557,1.726584,-73.5641,21.091,34.0265,1.029602,0.300855,127.99095,-5.672177,0.59743,0.439366,,,,,,,,,,,,-18.4384,11.8688,-0.427816,15.24,1.839425,1.031558,-38.479817,-0.512296,-3.570034,7.851727,-7.50861,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,1733e100-3956-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Yosuke, Kuroiwa",1000089907.0,Right,RIK,138.06247,,,11.95776,,,,16.712851,-38.779184,3.925864,1.8535,-0.226011,-3.754305,-0.469742,1.167674,-1.785017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=2303,榊原 啓資,22A
72,2022/9/21,36:11.9,2022/9/21,36:11.9,4,2,"Kosei, Shoji",1000101253,Right,RIK,"Shuta, Miyazaki",1000073809,Left,HOS_HOS,Undefined,3,Top,1,1,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,LineDrive,Undefined,0,0,"1,2",146.59583,-3.545365,-2.24374,1831.902099,192.262972,12:30,1.84296,0.463122,1.875176,-33.245,51.8882,10.6675,0.510053,-0.062389,133.86106,-6.072581,-1.487115,0.416681,126.80072,22.725681,-62.241096,3926.480785,12.15794,9.42148,-31.245913,67.181145,54.97205,-75.199656,2.894411,-7.1469,30.2654,-0.411781,15.24,1.758607,1.523933,-40.245736,-2.595807,-1.510873,8.739071,-3.408432,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,28539390-3956-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Yosuke, Kuroiwa",1000089907.0,Right,RIK,145.57884,9.512197,,12.73477,,,,16.564424,-40.532305,4.369535,1.841896,-2.484038,-1.704216,-0.462565,1.573478,-0.755437,0.203301,0.476467,0.075766,120.732022,0.203315,15.130673,-6.02133,1.720149,-0.411032,0.074648,-0.008448,8e-05,8.4e-05,0.47644,13.608279,-5.456676,0.251195,-0.009994,0.013571,-0.009885,0.002999,-0.000323,0.075757,-28.748664,3.245713,-0.4984,0.034491,0.015952,-0.008235,0.001831,-0.000174,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=2332,榊原 啓資,22A
73,2022/9/21,36:38.7,2022/9/21,36:38.7,4,3,"Kosei, Shoji",1000101253,Right,RIK,"Shuta, Miyazaki",1000073809,Left,HOS_HOS,Undefined,3,Top,1,1,1,Curveball,Curveball,StrikeCalled,Undefined,Undefined,,Undefined,0,0,"1,2",115.59747,2.868374,-0.847426,2302.613522,34.371918,7:15,1.871785,0.379203,1.572822,-186.2874,-42.8027,-32.6667,0.832593,-0.190599,105.34814,-10.380937,-3.128554,0.54095,,,,,,,,,,,,15.4565,-21.9479,-0.352008,15.24,1.936338,0.61859,-31.728941,0.841367,2.002252,6.131335,-12.649807,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,385e2ca0-3956-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Yosuke, Kuroiwa",1000089907.0,Right,RIK,112.13599,,,10.24933,,,,16.868251,-32.042041,3.065668,1.876879,1.487337,-6.324903,-0.380986,0.516344,1.001126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=2359,榊原 啓資,22A
74,2022/9/21,37:05.2,2022/9/21,37:05.2,4,4,"Kosei, Shoji",1000101253,Right,RIK,"Shuta, Miyazaki",1000073809,Left,HOS_HOS,Undefined,3,Top,1,1,2,Curveball,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,"1,2",114.86108,3.37923,0.458606,2360.233026,31.746462,7:00,1.862705,0.401146,1.748311,-177.7693,-38.0338,-26.0662,1.045268,0.270651,106.16991,-9.372309,-1.380305,0.533836,,,,,,,,,,,,13.53,-20.2684,-0.410861,15.24,1.935467,-0.144168,-31.602867,1.213627,1.771785,5.162166,-12.460832,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,4825f050-3956-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Yosuke, Kuroiwa",1000089907.0,Right,RIK,113.63037,,,8.69117,,,,16.69339,-31.839386,2.581083,1.866783,1.784554,-6.230416,-0.402396,-0.225347,0.885892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=2385,榊原 啓資,22A
75,2022/9/21,37:29.7,2022/9/21,37:29.7,4,5,"Kosei, Shoji",1000101253,Right,RIK,"Shuta, Miyazaki",1000073809,Left,HOS_HOS,Undefined,3,Top,1,2,2,Splitter,Changeup,InPlay,Undefined,LineDrive,GroundBall,Single,0,1,"1,2",141.07406,-2.638602,-2.452555,1658.476646,205.921658,12:45,1.844724,0.444895,1.807216,-54.3492,37.6244,16.9209,0.55383,-0.079897,129.86762,-6.63877,-1.256779,0.433098,156.78528,6.73593,27.886685,2566.269408,28.556155,1.21831,17.569016,42.77229,42.77229,32.880103,1.136263,-10.4011,21.9705,-0.386339,15.24,1.776683,1.579511,-38.774236,-1.991409,-2.055158,7.595352,-5.46549,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,56cab7d0-3956-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Yosuke, Kuroiwa",1000089907.0,Right,RIK,140.06067,1.775361,,11.20645,,,,16.632876,-39.046128,3.797676,1.844468,-1.79576,-2.732745,-0.444198,1.65308,-1.027579,0.679595,0.504549,0.063705,263.236467,0.750665,37.363424,-5.690958,,,,,,,0.528679,4.817077,-4.665801,,,,,,,0.040656,20.518356,-0.089459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=2410,榊原 啓資,22A
76,2022/9/21,38:19.7,2022/9/21,38:19.8,5,1,"Kosei, Shoji",1000101253,Right,RIK,"Kazuhiro, Ura",1000089980,Left,HOS_HOS,Undefined,3,Top,1,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,"1,2",146.64376,-3.498797,-3.65133,2040.378632,216.182048,1:15,1.850478,0.512614,1.90776,-43.6106,41.6911,28.3396,0.427835,-0.23156,133.3559,-6.772747,-1.639682,0.417094,,,,,,,,,,,,-17.465,25.1644,-0.431613,15.24,1.768588,2.42523,-40.201189,-2.609487,-3.666541,9.096676,-4.523739,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,7484e2f0-3956-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Yosuke, Kuroiwa",1000089907.0,Right,RIK,145.43494,,,13.28786,,,,16.531696,-40.492418,4.548338,1.849812,-2.46466,-2.261869,-0.511135,2.542614,-1.833271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=2460,榊原 啓資,22A
77,2022/9/21,38:42.8,2022/9/21,38:42.8,5,2,"Kosei, Shoji",1000101253,Right,RIK,"Kazuhiro, Ura",1000089980,Left,HOS_HOS,Undefined,3,Top,1,1,0,Cutter,Slider,FoulBall,Undefined,Undefined,LineDrive,Undefined,0,0,"1,2",133.18819,0.092689,-1.67646,2271.981674,181.363484,12:00,1.847984,0.486245,1.795848,-94.6062,8.8679,0.135,0.928165,0.013029,122.27824,-6.782567,-1.666917,0.459378,139.15379,21.492238,37.106261,2395.084593,25.389115,9.938948,21.897879,80.524337,76.753385,46.900925,2.99401,-1.2538,5.3722,-0.445096,15.24,1.843686,1.072002,-36.648237,-0.309878,-0.220249,7.107594,-8.862942,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,82419460-3956-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Yosuke, Kuroiwa",1000089907.0,Right,RIK,132.04805,10.540782,,10.90995,,,,16.644182,-36.919561,3.553797,1.849058,0.028454,-4.431471,-0.486179,1.08041,-0.110124,0.719737,0.966507,-0.018056,241.274633,0.719726,28.68376,-6.020415,1.377377,-0.22228,-0.010415,0.018499,-0.004946,0.000485,0.966505,14.16206,-5.674149,0.396973,-0.100757,0.05237,-0.021017,0.00481,-0.000448,-0.018017,21.696707,-0.519272,-0.196878,0.078918,-0.01364,0.001049,-5.5e-05,1.5e-05,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=2483,榊原 啓資,22A
78,2022/9/21,39:22.1,2022/9/21,39:22.1,5,3,"Kosei, Shoji",1000101253,Right,RIK,"Kazuhiro, Ura",1000089980,Left,HOS_HOS,Undefined,3,Top,1,1,1,Fastball,Four-Seam,InPlay,Undefined,FlyBall,,Out,1,0,"1,2",147.66587,-3.098717,-3.245801,1888.965266,205.992669,12:45,1.843541,0.441709,1.835297,-32.9057,52.0073,23.9049,0.637433,-0.236537,133.84194,-5.614747,-1.556437,0.416142,,,,,,,,,,,,-14.8443,30.0579,-0.365772,15.24,1.767314,2.174496,-40.49382,-2.296577,-3.1557,9.386953,-3.416748,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,99ae48a0-3956-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Yosuke, Kuroiwa",1000089907.0,Right,RIK,145.76748,,,13.82393,,,,16.604234,-40.808841,4.693477,1.842462,-2.181913,-1.708374,-0.440524,2.280399,-1.57785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=2522,榊原 啓資,22A
79,2022/9/21,40:27.3,2022/9/21,40:27.3,6,1,"Kosei, Shoji",1000101253,Right,RIK,"Sota, Imaizumi",1000089968,Right,HOS_HOS,Undefined,3,Top,2,0,0,Curveball,Curveball,InPlay,Undefined,FlyBall,LineDrive,Double,0,1,"1,2",114.12805,2.824166,-0.765455,2346.809444,36.383331,7:15,1.864101,0.396357,1.432389,-191.2577,-43.0801,-35.1614,0.769402,-0.176746,105.1598,-10.625399,-3.200614,0.549726,144.96932,20.90765,26.396628,3981.456775,28.386546,10.579081,17.841781,86.755411,85.854096,41.479863,3.449678,16.71,-21.9738,-0.368676,15.24,1.930494,0.580356,-31.346374,0.754066,2.13664,5.444975,-12.616361,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,c0989830-3956-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Yosuke, Kuroiwa",1000089907.0,Right,RIK,110.34596,12.024023,,8.96824,,,,17.009373,-31.652228,2.722487,1.868232,1.46275,-6.30818,-0.397904,0.460337,1.06832,0.180545,0.755751,0.200848,235.238051,0.180471,33.698232,-7.544585,1.701469,-0.382952,0.078072,-0.013438,0.001412,-4.9e-05,0.755797,14.369039,-4.885804,0.17576,0.024446,-0.013138,0.002384,0.000102,-5.2e-05,0.200832,16.724263,0.904108,-0.687179,0.23551,-0.05742,0.010196,-0.001164,6.5e-05,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=2587,榊原 啓資,22A
80,2022/9/21,41:28.4,2022/9/21,41:28.4,7,1,"Kosei, Shoji",1000101253,Right,RIK,"Yamato, Nakatsu",1000101189,Left,HOS_HOS,Undefined,3,Top,2,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,"2,3",147.73839,-4.197658,-3.016366,2210.970173,205.680553,12:45,1.857982,0.449313,1.844521,-25.0951,59.5923,27.2355,0.418908,-0.130175,134.20332,-6.156678,-1.090184,0.415589,,,,,,,,,,,,-16.2511,34.6702,-0.379493,15.24,1.756557,1.992814,-40.482566,-3.034622,-3.463173,9.141698,-2.418269,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,e4f4e9e0-3956-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Yosuke, Kuroiwa",1000089907.0,Right,RIK,145.96155,,,13.53507,,,,16.594887,-40.787377,4.570849,1.856396,-2.95399,-1.209135,-0.447864,2.108287,-1.731587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=2649,榊原 啓資,22A
81,2022/9/21,41:50.6,2022/9/21,41:50.6,7,2,"Kosei, Shoji",1000101253,Right,RIK,"Yamato, Nakatsu",1000101189,Left,HOS_HOS,Undefined,3,Top,2,1,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,"2,3",146.98513,-2.646181,-1.955481,2144.261103,199.751804,12:45,1.828148,0.454399,1.786593,-26.4025,59.6827,20.342,0.813867,0.103895,133.0128,-4.70603,-0.520213,0.419005,122.54534,73.174959,-91.590927,,,,,,5.624939,,,-11.9333,33.4745,-0.40751,15.24,1.760911,1.271187,-40.346173,-1.934064,-2.516197,9.387999,-2.748364,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,f2376240-3956-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Yosuke, Kuroiwa",1000089907.0,Right,RIK,144.77166,17.071885,,13.97232,,,,16.652735,-40.673569,4.693999,1.826688,-1.838218,-1.374182,-0.453371,1.358936,-1.258099,0.463876,0.817095,-0.103057,16.784855,0.463876,-0.273689,-3.218273,1.066731,0.112234,-1.211845,1.941623,-1.216112,0.157546,0.817095,32.583207,-9.136605,1.198503,-0.239257,0.070939,-0.093648,0.122225,-0.062214,-0.103057,-9.849189,1.027496,-0.202871,0.025185,0.019237,-0.027746,0.002476,0.01016,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=2671,榊原 啓資,22A
82,2022/9/21,42:52.5,2022/9/21,42:52.5,7,3,"Kosei, Shoji",1000101253,Right,RIK,"Yamato, Nakatsu",1000101189,Left,HOS_HOS,Undefined,3,Top,2,1,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,1,3,147.43027,-3.110716,-2.786909,2176.240094,203.798443,12:45,1.853127,0.40505,1.870035,-29.8792,54.537,22.7922,0.676143,-0.152722,134.13498,-5.410184,-1.171774,0.414923,,,,,,,,,,,,-13.8859,31.3828,-0.341619,15.24,1.778789,1.856107,-40.469264,-2.286367,-2.960198,9.053941,-3.11643,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,17116f70-3957-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Yosuke, Kuroiwa",1000089907.0,Right,RIK,146.19585,,,13.29529,,,,16.569653,-40.765654,4.52697,1.851965,-2.184348,-1.558215,-0.403966,1.953012,-1.480099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=2733,榊原 啓資,22A
83,2022/9/21,43:21.6,2022/9/21,43:21.6,7,4,"Kosei, Shoji",1000101253,Right,RIK,"Yamato, Nakatsu",1000101189,Left,HOS_HOS,Undefined,3,Top,2,1,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,3,145.90014,-1.63569,-3.025278,1986.838858,191.34651,12:30,1.824756,0.445111,1.872864,-39.8977,45.9905,8.6673,0.964316,-0.321084,133.00703,-4.646137,-2.411383,0.418525,,,,,,,,,,,,-6.6881,25.8192,-0.375388,15.24,1.784255,2.075526,-40.085007,-1.277688,-1.401573,8.728421,-4.395884,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,286cf280-3957-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Yosuke, Kuroiwa",1000089907.0,Right,RIK,144.93758,,,12.89312,,,,16.566647,-40.372848,4.364211,1.824,-1.132723,-2.197942,-0.444595,2.121747,-0.700787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=2762,榊原 啓資,22A
