PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,URL,umpire,season
291,2022/9/21,38:46.8,2022/9/21,38:46.8,4,2,"Yosuke, Ikeda",1000089900,Right,RIK,"Shuta, Miyazaki",1000073809,Left,HOS_HOS,Undefined,9,Top,2,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,2,145.6741,-0.878144,-1.19203,2135.706173,208.286819,1:00,1.62697,0.592461,1.973759,-46.1534,37.9665,19.0918,0.919579,0.449693,133.91808,-4.338611,0.172006,0.414194,,,,,,,,,,,,-10.725,21.2137,-0.567794,15.24,1.605588,0.743359,-40.129529,-0.76838,-2.272708,8.035878,-5.311313,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,481edbb0-3967-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Shingo, Tomaru",,Right,RIK,146.45299,,,11.75602,,,,16.465755,-40.374238,4.017939,1.626524,-0.606639,-2.655657,-0.591485,0.812568,-1.136354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=9284,榊原 啓資,22A
292,2022/9/21,39:13.8,2022/9/21,39:13.8,4,3,"Yosuke, Ikeda",1000089900,Right,RIK,"Shuta, Miyazaki",1000073809,Left,HOS_HOS,Undefined,9,Top,2,2,0,TwoSeamFastBall,Changeup,StrikeCalled,Undefined,Undefined,,Undefined,0,0,2,139.0384,-0.612458,-2.499919,1818.734206,232.002892,1:45,1.611052,0.63616,1.799176,-58.7944,36.0137,42.3415,0.849649,0.351805,127.38782,-4.955435,0.490664,0.439721,,,,,,,,,,,,-23.2703,19.7515,-0.577736,15.24,1.591994,1.458931,-38.23809,-0.627619,-4.463719,7.516526,-6.017899,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,58349850-3967-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Shingo, Tomaru",,Right,RIK,137.95107,,,11.65058,,,,16.64044,-38.512393,3.758263,1.61089,-0.408006,-3.00895,-0.633949,1.621826,-2.23186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=9311,榊原 啓資,22A
293,2022/9/21,39:39.7,2022/9/21,39:39.7,4,4,"Yosuke, Ikeda",1000089900,Right,RIK,"Shuta, Miyazaki",1000073809,Left,HOS_HOS,Undefined,9,Top,2,2,1,Cutter,Cutter,FoulBall,Undefined,Undefined,,Undefined,0,0,2,139.30866,-1.779166,-1.398905,2243.13351,188.96583,12:15,1.571637,0.641104,1.84735,-64.0202,28.9839,4.1632,0.429227,0.28803,129.19309,-6.46332,-1.103679,0.435518,111.88318,30.358134,-95.427818,1534.080553,,,,,9.250181,,,-3.0246,16.879,-0.60829,15.24,1.52538,0.917473,-38.364717,-1.433316,-0.589314,6.905761,-6.517954,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,67ab07b0-3967-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Shingo, Tomaru",,Right,RIK,139.28248,5.295878,,10.11557,,,,16.592806,-38.607458,3.45288,1.571735,-1.204206,-3.258977,-0.640904,0.938188,-0.294657,0.255319,0.333648,-0.204772,97.50554,0.255346,-2.537713,-0.106668,,,,,,,0.333534,15.711684,-3.847078,,,,,,,-0.205284,-26.677381,1.517532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=9337,榊原 啓資,22A
294,2022/9/21,40:14.7,2022/9/21,40:14.7,4,5,"Yosuke, Ikeda",1000089900,Right,RIK,"Shuta, Miyazaki",1000073809,Left,HOS_HOS,Undefined,9,Top,2,2,2,Fastball,Four-Seam,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,2,145.88853,-0.491638,-1.569663,1992.461335,183.255449,12:00,1.637439,0.597288,1.974152,-57.5764,26.3703,1.3587,0.924019,0.171441,134.12665,-4.765495,-1.472618,0.413768,,,,,,,,,,,,-1.7588,14.923,-0.563703,15.24,1.623816,1.094666,-40.184011,-0.552962,-0.373358,8.134427,-6.638788,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,7c824400-3967-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Shingo, Tomaru",,Right,RIK,146.60402,,,11.76187,,,,16.465431,-40.431313,4.067213,1.637559,-0.35113,-3.319394,-0.597156,1.106016,-0.186679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=9372,榊原 啓資,22A
295,2022/9/21,,2022/9/21,,1,1,"Kentaro, Shinogi",1000101178,Right,HOS_HOS,"Yuki, Kito",1000101297,Left,RIK,Undefined,9,Bottom,0,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Rentaro, Ohgaki",1000089958.0,Right,HOS_HOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榊原 啓資,22A
296,2022/9/21,42:24.8,2022/9/21,42:24.8,1,2,"Kentaro, Shinogi",1000101178,Right,HOS_HOS,"Yuki, Kito",1000101297,Left,RIK,Undefined,9,Bottom,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,147.4085,-2.832233,-3.119168,2302.15277,195.795609,12:30,1.653781,0.672697,1.769563,-29.716,55.303,14.8773,0.551965,-0.063547,134.86397,-5.09617,-2.072253,0.416402,,,,,,,,,,,,-9.7326,30.9829,-0.595701,15.24,1.580693,2.126411,-40.458705,-2.095173,-2.088581,8.472003,-3.157848,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,ca14aa00-3967-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Rentaro, Ohgaki",1000089958.0,Right,HOS_HOS,145.67657,,,12.54453,,,,16.669973,-40.757039,4.236001,1.652515,-1.983972,-1.578924,-0.671876,2.199959,-1.044291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=9425,榊原 啓資,22A
297,2022/9/21,42:34.5,2022/9/21,42:34.5,1,3,"Kentaro, Shinogi",1000101178,Right,HOS_HOS,"Yuki, Kito",1000101297,Left,RIK,Undefined,9,Bottom,0,1,0,Cutter,Slider,FoulBall,Undefined,Undefined,,Undefined,0,0,,133.49238,-0.617912,-2.515517,2241.203807,219.975114,1:15,1.613407,0.764404,1.702045,-81.0728,22.1255,16.1296,0.626625,0.20924,123.73451,-6.478319,-1.382984,0.458765,,,,,,,,,,,,-9.679,12.5334,-0.699769,15.24,1.590861,1.534489,-36.725212,-0.724336,-1.729631,6.267424,-7.566932,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,cfdb8bc0-3967-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Rentaro, Ohgaki",1000089958.0,Right,HOS_HOS,132.22442,,,9.75786,,,,16.737695,-36.979921,3.133712,1.61405,-0.416814,-3.783466,-0.76356,1.604782,-0.864816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=9435,榊原 啓資,22A
298,2022/9/21,42:52.1,2022/9/21,42:52.1,1,4,"Kentaro, Shinogi",1000101178,Right,HOS_HOS,"Yuki, Kito",1000101297,Left,RIK,Undefined,9,Bottom,0,1,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,145.70562,0.800368,-3.019396,2171.160327,205.323036,12:45,1.642844,0.669524,1.781009,-33.8601,53.3968,23.9131,1.531282,0.052604,132.0943,-1.788791,-1.335017,0.421847,,,,,,,,,,,,-14.2884,27.3822,-0.596162,15.24,1.660286,1.981644,-40.005764,0.458484,-2.979099,8.782573,-4.097517,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,da579120-3967-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Rentaro, Ohgaki",1000089958.0,Right,HOS_HOS,143.79637,,,13.61131,,,,16.657703,-40.315795,4.391287,1.641549,0.603129,-2.048759,-0.667972,2.086808,-1.48955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=9452,榊原 啓資,22A
299,2022/9/21,43:05.7,2022/9/21,43:05.6,1,5,"Kentaro, Shinogi",1000101178,Right,HOS_HOS,"Yuki, Kito",1000101297,Left,RIK,Undefined,9,Bottom,0,1,2,Splitter,Splitter,BallCalled,Undefined,Undefined,,Undefined,0,0,,133.16484,-2.541905,-3.767349,1028.575722,241.599382,2:00,1.614673,0.686417,1.74263,-89.7599,13.533,19.8358,-0.006673,-0.186413,124.33962,-8.975531,-2.371731,0.458976,,,,,,,,,,,,-12.4815,9.1925,-0.591866,15.24,1.542944,2.31902,-36.590248,-1.985271,-2.218645,6.082641,-8.172637,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,e26de120-3967-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Rentaro, Ohgaki",1000089958.0,Right,HOS_HOS,132.16378,,,8.82522,,,,16.698082,-36.831837,3.041321,1.615348,-1.660672,-4.086318,-0.685722,2.40714,-1.109322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=9466,榊原 啓資,22A
300,2022/9/21,43:28.2,2022/9/21,43:28.2,1,6,"Kentaro, Shinogi",1000101178,Right,HOS_HOS,"Yuki, Kito",1000101297,Left,RIK,Undefined,9,Bottom,0,2,2,Fastball,Four-Seam,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,,148.17944,-1.395353,-2.267678,2175.416311,202.871352,12:45,1.566187,0.727054,1.85121,-36.402,46.7014,18.5934,0.80825,0.273102,135.40593,-4.147775,-0.950731,0.411684,128.51612,-27.682691,-18.404472,,,,,1.57552,1.222225,-28.846524,0.048038,-11.1756,25.8519,-0.674728,15.24,1.530903,1.518855,-40.749914,-1.113779,-2.428944,8.727721,-4.187896,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,efe57340-3967-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Rentaro, Ohgaki",1000089958.0,Right,HOS_HOS,147.34605,0.799013,,12.77351,,,,16.5884,-41.037695,4.36386,1.565352,-0.975691,-2.093948,-0.72613,1.598946,-1.214472,-0.065091,0.799013,-0.279283,180.0,-0.065762,30.082415,,,,,,,,0.799384,-16.632774,,,,,,,,-0.27906,-10.009695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=9488,榊原 啓資,22A
301,2022/9/21,44:00.5,2022/9/21,44:00.5,2,1,"Kentaro, Shinogi",1000101178,Right,HOS_HOS,"Gou, Inoue",1000074178,Right,RIK,Undefined,9,Bottom,1,0,0,Fastball,Four-Seam,InPlay,Undefined,Bunt,,Out,1,0,,147.89439,-1.291468,-2.709907,2237.876185,203.573919,12:45,1.624063,0.659641,1.793007,-30.3818,53.8101,22.3,0.95423,0.115042,134.84016,-3.617322,-1.137111,0.414371,,,,,,,,,,,,-13.4392,29.3746,-0.594549,15.24,1.590226,1.809854,-40.649495,-1.012508,-2.901411,8.829291,-3.464899,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,031c1ef0-3968-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Rentaro, Ohgaki",1000089958.0,Right,HOS_HOS,146.39044,,,13.05423,,,,16.646948,-40.953952,4.414646,1.623079,-0.893029,-1.73245,-0.658682,1.909902,-1.450705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=9521,榊原 啓資,22A
302,2022/9/21,44:34.4,2022/9/21,44:34.4,3,1,"Kentaro, Shinogi",1000101178,Right,HOS_HOS,"Satoru, Michihara",1000074062,Left,RIK,Undefined,9,Bottom,2,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,149.32558,-2.15515,-1.263683,2089.693407,207.926498,1:00,1.613237,0.66818,1.677062,-31.0434,52.4788,26.4221,0.687997,0.572106,136.6073,-4.499832,0.589422,0.41272,,,,,,,,,,,,-14.095,28.6642,-0.636672,15.24,1.553364,0.756257,-41.035122,-1.649504,-3.113309,8.667308,-3.475284,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,17467970-3968-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Rentaro, Ohgaki",1000089958.0,Right,HOS_HOS,146.97611,,,12.71828,,,,16.762194,-41.355385,4.333654,1.611942,-1.52109,-1.737642,-0.666741,0.871296,-1.556655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=9555,榊原 啓資,22A
303,2022/9/21,44:43.4,2022/9/21,44:43.4,3,2,"Kentaro, Shinogi",1000101178,Right,HOS_HOS,"Satoru, Michihara",1000074062,Left,RIK,Undefined,9,Bottom,2,1,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,,147.30011,-1.497305,-2.208945,2141.395607,205.456223,12:45,1.63264,0.674079,1.814674,-34.3605,50.0686,22.5695,0.865385,0.275068,134.65881,-4.101599,-0.613861,0.414955,127.08475,75.650647,-115.220044,5008.417522,,,,,33.634393,,,-13.1457,27.5684,-0.622091,15.24,1.594042,1.446868,-40.505627,-1.171765,-2.824848,8.569598,-3.882533,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,1cb30630-3968-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Rentaro, Ohgaki",1000089958.0,Right,HOS_HOS,146.1846,25.929747,,12.64129,,,,16.625078,-40.797609,4.284799,1.631713,-1.03948,-1.941267,-0.673028,1.543116,-1.412424,0.336252,0.821631,-0.261851,11.373784,0.336251,-3.727693,-3.039052,1.182492,-0.314081,0.040936,0.027713,-0.023892,0.006277,0.821631,34.200042,-9.618173,1.3349,-0.249437,0.03186,0.002912,-0.004732,0.001359,-0.261851,-7.914807,0.102232,0.370095,-0.145703,0.024035,0.01415,-0.012847,0.00339,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=9564,榊原 啓資,22A
304,2022/9/21,45:04.5,2022/9/21,45:04.5,3,3,"Kentaro, Shinogi",1000101178,Right,HOS_HOS,"Satoru, Michihara",1000074062,Left,RIK,Undefined,9,Bottom,2,1,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,150.84433,-3.627894,-2.869982,2199.743885,200.905517,12:45,1.594191,0.668735,1.756785,-27.7267,53.5835,19.4802,0.285101,0.048706,138.18713,-5.738058,-1.499464,0.407218,,,,,,,,,,,,-11.8736,30.5559,-0.597711,15.24,1.500445,1.969534,-41.383885,-2.713866,-2.669091,8.761823,-2.937914,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,2935ff20-3968-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Rentaro, Ohgaki",1000089958.0,Right,HOS_HOS,148.96189,,,12.6572,,,,16.682898,-41.688257,4.380911,1.592948,-2.611808,-1.468957,-0.66774,2.062255,-1.334545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=9585,榊原 啓資,22A
305,2022/9/21,45:15.7,2022/9/21,45:15.7,3,4,"Kentaro, Shinogi",1000101178,Right,HOS_HOS,"Satoru, Michihara",1000074062,Left,RIK,Undefined,9,Bottom,2,2,1,Fastball,Four-Seam,InPlay,Undefined,FlyBall,,Out,1,0,,147.7409,-1.827877,-2.655028,2268.134382,208.91819,1:00,1.609105,0.638547,1.820305,-37.8779,46.5716,24.1671,0.713095,0.129451,134.32449,-4.690379,-0.947063,0.415005,157.36361,51.280905,14.3537,3807.359261,,,,,34.529746,,,-14.4471,26.1579,-0.576111,15.24,1.562468,1.758587,-40.58587,-1.42569,-3.096379,9.138813,-4.200363,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,2fe7b610-3968-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Rentaro, Ohgaki",1000089958.0,Right,HOS_HOS,146.16693,43.684254,,13.41642,,,,16.619387,-40.89529,4.569407,1.608331,-1.283475,-2.100182,-0.637428,1.863424,-1.548189,0.476309,0.721151,-0.134095,174.934228,0.47631,26.488479,-8.717811,2.656478,-0.689077,0.165258,-0.034824,0.005362,-0.000422,0.72115,34.105197,-7.513007,0.451324,0.069413,-0.05614,0.017321,-0.003103,0.00026,-0.134095,6.77824,-2.994258,1.229563,-0.388188,0.106444,-0.024113,0.003789,-0.000292,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=9596,榊原 啓資,22A
306,2022/9/21,49:07.2,2022/9/21,49:07.2,1,1,"Masamune, Oki",1000101282,Right,RIK,"Kazuhiro, Ura",1000089980,Left,HOS_HOS,Undefined,10,Top,0,0,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,GroundBall,Undefined,0,0,,140.94397,-2.941563,-2.411743,1935.96707,191.254228,12:30,1.703961,0.419381,1.829964,-41.0262,51.7085,9.6702,0.461533,-0.165397,128.49403,-6.031094,-1.727852,0.434886,140.15,-22.291009,64.228732,,,,,1.553413,0.784865,49.262875,0.031605,-6.7737,29.7355,-0.362233,15.24,1.630716,1.582873,-38.695032,-2.122446,-1.320846,8.240899,-4.00837,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,b9eb6ff0-3968-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Shingo, Tomaru",,Right,RIK,139.48475,0.467349,,12.44994,,,,16.609585,-38.985622,4.120449,1.703065,-1.981103,-2.004185,-0.418869,1.629449,-0.660423,0.518081,0.467349,0.150404,,0.51797,15.683164,,,,,,,,0.467454,-14.7874,,,,,,,,0.150174,32.483744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=9750,榊原 啓資,22A
307,2022/9/21,49:35.3,2022/9/21,49:35.3,1,2,"Masamune, Oki",1000101282,Right,RIK,"Kazuhiro, Ura",1000089980,Left,HOS_HOS,Undefined,10,Top,0,0,1,Slider,Curveball,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,,128.94865,0.932981,-0.476408,2024.971487,50.743137,7:45,1.620282,0.609312,1.668038,-118.9356,-5.59,-11.5765,0.69707,0.35766,117.25674,-7.638078,-1.289075,0.480792,,,,,,,,,,,,5.4124,-2.2318,-0.595607,15.24,1.635669,0.351582,-35.424263,0.080102,0.878827,7.303704,-10.169028,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,caadc040-3968-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Shingo, Tomaru",,Right,RIK,126.16693,,,11.6919,,,,16.771219,-35.738572,3.651852,1.622805,0.517718,-5.084514,-0.609924,0.313762,0.439414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=9778,榊原 啓資,22A
308,2022/9/21,49:50.3,2022/9/21,49:50.3,1,3,"Masamune, Oki",1000101282,Right,RIK,"Kazuhiro, Ura",1000089980,Left,HOS_HOS,Undefined,10,Top,0,0,2,Slider,Curveball,FoulBall,Undefined,Undefined,GroundBall,Undefined,0,0,,126.45142,-0.158182,-0.790009,2092.203771,67.773364,8:15,1.730198,0.444023,1.875713,-119.8241,-5.7291,-22.9115,0.487408,-0.007574,116.18019,-8.858297,-2.420461,0.482378,101.4788,-11.615141,69.997054,,,,,2.689912,1.409726,52.027067,0.082625,11.348,-1.8982,-0.424314,15.24,1.719136,0.576635,-34.815257,-0.530395,1.788451,6.766252,-10.105814,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,d3a48530-3968-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Shingo, Tomaru",,Right,RIK,125.75189,0.470145,,10.27122,,,,16.56463,-35.071751,3.383126,1.731981,-0.147306,-5.052907,-0.444888,0.508839,0.894225,0.872662,0.470145,-0.028854,180.0,0.872336,9.469476,,,,,,,,0.47034,-5.690125,,,,,,,,-0.02975,26.01301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=9793,榊原 啓資,22A
309,2022/9/21,50:14.1,2022/9/21,50:14.1,1,4,"Masamune, Oki",1000101282,Right,RIK,"Kazuhiro, Ura",1000089980,Left,HOS_HOS,Undefined,10,Top,0,0,2,Slider,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,,131.06105,-0.578189,-0.835838,2101.472517,88.995551,9:00,1.612896,0.635526,1.670157,-104.0205,2.5192,-8.9726,0.407774,0.307411,122.80786,-8.005117,-1.466063,0.466134,,,,,,,,,,,,4.0754,2.4391,-0.612421,15.24,1.588834,0.569467,-36.121881,-0.798812,0.709346,5.615982,-9.382117,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,e1de2ed0-3968-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Shingo, Tomaru",,Right,RIK,130.13434,,,8.25319,,,,16.770444,-36.359045,2.807991,1.614202,-0.402603,-4.691059,-0.635837,0.539512,0.354673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=9817,榊原 啓資,22A
310,2022/9/21,50:25.9,2022/9/21,50:25.9,1,5,"Masamune, Oki",1000101282,Right,RIK,"Kazuhiro, Ura",1000089980,Left,HOS_HOS,Undefined,10,Top,0,1,2,Slider,Slider,FoulBall,Undefined,Undefined,Popup,Undefined,0,0,,128.20573,1.126364,-1.092733,2145.425761,64.11211,8:15,1.736198,0.432278,1.767591,-113.3302,-1.0119,-9.3587,0.922308,0.028876,117.47777,-7.081977,-1.753246,0.478608,117.41349,75.51475,174.071709,,,,,41.037571,31.058175,178.585688,4.883334,4.0114,-0.3875,-0.404222,15.24,1.756212,0.714934,-35.270486,0.254616,0.650924,6.748208,-9.869528,RIK,HOS_HOS,JinguStadium,TeamExclusive,Team,20220921-JinguStadium-1,e8dd4270-3968-11ed-9c69-057042cdb8ac,d612ce7e-d4e9-44a4-8e53-fd67366be99a,v3,,,,"Shingo, Tomaru",,Right,RIK,126.74256,33.009139,,10.72796,,,,16.672554,-35.543516,3.374104,1.737832,0.653933,-4.934764,-0.432615,0.688598,0.325462,0.528889,0.896976,-0.024876,355.305757,0.527377,-8.083192,-2.139468,1.306701,-0.484435,0.13102,-0.021827,0.001906,-6.7e-05,0.897489,31.562695,-9.827306,1.2589,-0.089159,-0.055672,0.021783,-0.003228,0.000174,-0.025197,0.848878,-0.869533,0.424636,-0.135097,0.031496,-0.004511,0.000324,-8e-06,,,,,,,,,,,,,,,,,,,,,,,https://youtu.be/Rn2KWOu-yus/&t=9829,榊原 啓資,22A
