PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,Unnamed: 156,Unnamed: 157,umpire,URL,season
1,2022/9/11,43:21.5,2022/9/11,43:21.5,1,1,"Seiga, Fujie",1000101238,Left,MEI_MEI,"Tetsuya, Nakai",1000073897,Left,TOK,Undefined,1,Top,0,0,0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,104.05666,4.076287,1.426394,1970.230339,336.542198,5:15,1.703784,-0.481128,1.565949,-224.3536,-47.1084,23.0406,0.632518,0.158749,95.35967,-11.84276,3.033544,0.601232,,,,,,,,,,,,-10.2641,-24.8379,0.438153,15.24,1.799522,-0.804843,-28.537591,1.22759,-1.077939,4.874159,-12.415135,MEI_MEI,TOK,JinguStadium,Undefined,Team,20220911-JinguStadium-2,428e2df0-318c-11ed-a2f9-5d9657a45f73,6c26e020-e9bb-4a0e-90cf-80f7b2158820,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,100.89289,,,8.697,,,,16.875866,-28.815639,2.437079,1.709293,1.935815,-6.207567,0.482311,-0.743351,-0.53897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,御手洗 悠,https://youtu.be/fvd5Q6wpOtY/&t=168,22A
2,2022/9/11,43:37.7,2022/9/11,43:37.7,1,2,"Seiga, Fujie",1000101238,Left,MEI_MEI,"Tetsuya, Nakai",1000073897,Left,TOK,Undefined,1,Top,0,0,1,Fastball,Four-Seam,InPlay,Undefined,FlyBall,LineDrive,HomeRun,0,1,,142.67718,-2.17443,3.037419,2289.80361,154.213084,11:15,1.71919,-0.614168,1.632982,-37.8841,54.6695,-24.9323,0.71764,0.005533,130.0188,-5.015751,1.296693,0.434462,158.34492,22.005571,22.578869,1549.052524,30.645485,13.08495,13.600724,113.266427,111.310088,29.053021,4.478419,14.7292,29.9369,0.53314,15.24,1.656466,-1.94384,-39.143235,-1.62383,2.947206,8.223752,-3.816507,MEI_MEI,TOK,JinguStadium,Undefined,Team,20220911-JinguStadium-2,4c2159f0-318c-11ed-a2f9-5d9657a45f73,6c26e020-e9bb-4a0e-90cf-80f7b2158820,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,139.62109,18.716352,,12.65839,,,,16.806593,-39.470994,4.111876,1.718153,-1.471722,-1.908254,0.612953,-2.061301,1.473603,0.331968,0.726776,-0.004213,195.15436,0.33187,37.656133,-7.633659,1.829598,-0.389564,0.081429,-0.015324,0.001929,-0.000107,0.727027,16.477032,-3.517112,-0.302348,0.15965,-0.057093,0.014067,-0.001874,9.9e-05,-0.004148,15.655557,-1.88261,0.521161,-0.10971,0.018416,-0.002538,0.000262,-1.4e-05,,,,,,,,,,,,,,,,,,,,,,,,,御手洗 悠,https://youtu.be/fvd5Q6wpOtY/&t=184,22A
3,2022/9/11,44:23.1,2022/9/11,44:23.0,2,1,"Seiga, Fujie",1000101238,Left,MEI_MEI,"Reo, Akutsu",1000101208,Left,TOK,Undefined,1,Top,0,0,0,Slider,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,,118.25782,-2.033828,2.891012,1915.820978,311.187545,4:15,1.682746,-0.605604,1.565888,-144.1508,-8.9306,14.7977,-0.343479,0.372825,110.38317,-12.168528,3.924663,0.525141,,,,,,,,,,,,-5.5219,-2.3659,0.521498,15.24,1.610935,-1.703592,-32.479259,-1.717032,-0.762771,5.520542,-10.133467,MEI_MEI,TOK,JinguStadium,Undefined,Team,20220911-JinguStadium-2,67374010-318c-11ed-a2f9-5d9657a45f73,6c26e020-e9bb-4a0e-90cf-80f7b2158820,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,115.51193,,,7.87464,,,,16.875139,-32.756006,2.760271,1.684277,-1.209036,-5.066733,0.605942,-1.665354,-0.381386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,御手洗 悠,https://youtu.be/fvd5Q6wpOtY/&t=229,22A
4,2022/9/11,44:49.7,2022/9/11,44:49.7,2,2,"Seiga, Fujie",1000101238,Left,MEI_MEI,"Reo, Akutsu",1000101208,Left,TOK,Undefined,1,Top,0,1,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,143.37932,-2.396037,3.847716,2163.556994,153.857335,11:15,1.698148,-0.602819,1.634965,-42.3956,49.4643,-22.7737,0.587449,0.270792,130.6425,-5.54736,2.259681,0.43283,,,,,,,,,,,,14.1393,27.4151,0.499406,15.24,1.628933,-2.517924,-39.287841,-1.806474,2.850178,8.282726,-4.280373,MEI_MEI,TOK,JinguStadium,Undefined,Team,20220911-JinguStadium-2,77160e30-318c-11ed-a2f9-5d9657a45f73,6c26e020-e9bb-4a0e-90cf-80f7b2158820,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,140.14733,,,12.73681,,,,16.804168,-39.616229,4.141363,1.697191,-1.636769,-2.140186,0.601475,-2.630926,1.425089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,御手洗 悠,https://youtu.be/fvd5Q6wpOtY/&t=256,22A
5,2022/9/11,45:07.3,2022/9/11,45:07.3,2,3,"Seiga, Fujie",1000101238,Left,MEI_MEI,"Reo, Akutsu",1000101208,Left,TOK,Undefined,1,Top,0,1,1,Curveball,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,,118.92075,-1.511003,3.334093,1945.17123,315.527672,4:30,1.664601,-0.582165,1.543589,-154.7369,-18.6213,22.7947,-0.317866,0.605078,109.56231,-12.400876,4.922875,0.526876,,,,,,,,,,,,-8.8393,-7.288,0.483214,15.24,1.605841,-1.999994,-32.604913,-1.477481,-1.211088,6.391811,-10.805202,MEI_MEI,TOK,JinguStadium,Undefined,Team,20220911-JinguStadium-2,818cbc60-318c-11ed-a2f9-5d9657a45f73,6c26e020-e9bb-4a0e-90cf-80f7b2158820,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,115.13142,,,9.35844,,,,16.897173,-32.92818,3.195906,1.666745,-0.931006,-5.402601,0.582815,-1.938743,-0.605544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,御手洗 悠,https://youtu.be/fvd5Q6wpOtY/&t=274,22A
6,2022/9/11,45:34.3,2022/9/11,45:34.3,2,4,"Seiga, Fujie",1000101238,Left,MEI_MEI,"Reo, Akutsu",1000101208,Left,TOK,Undefined,1,Top,0,2,1,Fastball,Sinker,BallCalled,Undefined,Undefined,,Undefined,0,0,,142.86917,-3.127854,3.824366,2114.135288,135.487868,10:30,1.69254,-0.617502,1.654344,-51.9962,40.1847,-36.5282,0.276801,0.110565,130.66183,-6.939537,1.271409,0.433586,,,,,,,,,,,,21.1122,23.3436,0.517203,15.24,1.603536,-2.423318,-39.149043,-2.353694,4.233121,8.091986,-5.126113,MEI_MEI,TOK,JinguStadium,Undefined,Team,20220911-JinguStadium-2,91a7f740-318c-11ed-a2f9-5d9657a45f73,6c26e020-e9bb-4a0e-90cf-80f7b2158820,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,139.90303,,,12.20734,,,,16.78541,-39.467182,4.045993,1.69211,-2.152159,-2.563056,0.615748,-2.589745,2.11656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,御手洗 悠,https://youtu.be/fvd5Q6wpOtY/&t=302,22A
7,2022/9/11,45:53.3,2022/9/11,45:53.3,2,5,"Seiga, Fujie",1000101238,Left,MEI_MEI,"Reo, Akutsu",1000101208,Left,TOK,Undefined,1,Top,0,3,1,Fastball,Four-Seam,BallCalled,Walk,Undefined,,Undefined,0,0,,141.39472,-3.387025,4.286733,2236.288216,142.922345,10:45,1.682919,-0.610867,1.592489,-47.8166,47.0842,-33.2233,0.230359,0.28754,129.36506,-6.897391,1.976548,0.439936,,,,,,,,,,,,19.6303,26.8283,0.493358,15.24,1.583251,-2.72344,-38.70424,-2.487628,3.852036,7.81387,-4.542161,MEI_MEI,TOK,JinguStadium,Undefined,Team,20220911-JinguStadium-2,9cffb6a0-318c-11ed-a2f9-5d9657a45f73,6c26e020-e9bb-4a0e-90cf-80f7b2158820,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,137.8837,,,12.02966,,,,16.847272,-39.027378,3.906935,1.682241,-2.29979,-2.27108,0.609278,-2.882739,1.926018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,御手洗 悠,https://youtu.be/fvd5Q6wpOtY/&t=320,22A
8,2022/9/11,46:50.4,2022/9/11,46:50.4,3,1,"Seiga, Fujie",1000101238,Left,MEI_MEI,"Kodai, Umebayashi",1000089942,Left,TOK,Undefined,1,Top,0,0,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,1,139.43453,-1.208816,4.339632,2187.008771,144.456221,10:45,1.706153,-0.684649,1.689713,-53.6479,42.5701,-28.1922,0.824304,0.271935,127.31486,-5.16562,2.368828,0.442979,106.16577,47.228764,-108.870742,6366.764146,,,,,20.283304,,,17.2864,23.2857,0.572186,15.24,1.669952,-2.756447,-38.233656,-1.014291,3.307225,7.687568,-5.351645,MEI_MEI,TOK,JinguStadium,Undefined,Team,20220911-JinguStadium-2,bf034b40-318c-11ed-a2f9-5d9657a45f73,6c26e020-e9bb-4a0e-90cf-80f7b2158820,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,136.93662,16.388716,,12.11967,,,,16.749793,-38.536031,3.843784,1.705708,-0.803794,-2.675822,0.683163,-2.88653,1.653613,0.190326,0.726017,-0.257574,43.412187,0.190326,-6.477276,-1.938372,0.707082,-0.003772,-0.449813,0.616955,-0.37988,0.089752,0.726017,21.64808,-7.56708,0.802782,-0.120793,-0.057595,0.095052,-0.057027,0.013033,-0.257574,-18.949751,2.977912,-0.529034,0.032267,0.136491,-0.180108,0.10792,-0.024947,,,,,,,,,,,,,,,,,,,,,,,,,御手洗 悠,https://youtu.be/fvd5Q6wpOtY/&t=377,22A
9,2022/9/11,47:38.9,2022/9/11,47:38.9,3,2,"Seiga, Fujie",1000101238,Left,MEI_MEI,"Kodai, Umebayashi",1000089942,Left,TOK,Undefined,1,Top,0,0,1,Fastball,Four-Seam,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,1,139.80921,-0.707529,2.752969,2039.010135,148.011433,11:00,1.727419,-0.615917,1.620958,-49.4047,47.8279,-27.7253,1.030741,-0.105082,126.26086,-4.385458,0.817631,0.445308,110.8441,-2.938834,20.665777,1810.091925,,,,10.089692,10.022293,20.322228,0.326795,16.0654,25.5094,0.542404,15.24,1.703783,-1.696356,-38.3475,-0.661708,3.056682,8.56326,-4.953123,MEI_MEI,TOK,JinguStadium,Undefined,Team,20220911-JinguStadium-2,dbf125b0-318c-11ed-a2f9-5d9657a45f73,6c26e020-e9bb-4a0e-90cf-80f7b2158820,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,136.22028,1.059359,,13.54834,,,,16.818142,-38.698306,4.28163,1.726734,-0.458797,-2.476562,0.614463,-1.821577,1.528341,0.387307,1.059359,0.109243,28.811101,0.387863,28.748271,-3.01074,,,,,,,1.060011,-1.605067,-5.020773,,,,,,,0.109535,10.840102,-1.387331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,御手洗 悠,https://youtu.be/fvd5Q6wpOtY/&t=425,22A
10,2022/9/11,48:23.9,2022/9/11,48:23.9,4,1,"Seiga, Fujie",1000101238,Left,MEI_MEI,"Kotaro, Beppu",1000089944,Left,TOK,Undefined,1,Top,1,0,0,Curveball,Curveball,InPlay,Undefined,FlyBall,LineDrive,Out,1,0,2,103.82994,3.877262,1.230678,1950.084335,347.9137,5:30,1.674627,-0.482576,1.574428,-222.7529,-44.3682,10.8453,0.561288,-0.021036,94.82237,-11.957284,1.988174,0.603161,153.72078,23.148686,0.02149,2021.378747,33.484645,12.488882,-1.701871,99.739966,98.158167,-8.44706,4.056367,-4.3766,-23.6343,0.446555,15.24,1.764338,-0.655333,-28.470013,1.139549,-0.455777,4.995528,-12.267937,MEI_MEI,TOK,JinguStadium,Undefined,Team,20220911-JinguStadium-2,f6d6ad00-318c-11ed-a2f9-5d9657a45f73,6c26e020-e9bb-4a0e-90cf-80f7b2158820,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,100.57011,15.978148,,9.00757,,,,16.867037,-28.754086,2.497764,1.679702,1.837171,-6.133969,0.483084,-0.629415,-0.227889,-0.141424,0.327246,0.013029,142.675175,-0.141732,39.270096,-7.008284,1.584878,-0.38506,0.102706,-0.02403,0.003491,-0.000212,0.327659,16.776144,-4.77664,0.094011,0.08249,-0.050049,0.015062,-0.002163,0.000117,0.012914,0.016521,-2.337866,0.77689,-0.194454,0.037854,-0.005638,0.000535,-2.2e-05,,,,,,,,,,,,,,,,,,,,,,,,,御手洗 悠,https://youtu.be/fvd5Q6wpOtY/&t=470,22A
