PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Steal,Runner,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,umpire,URL,season
157.0,2022/10/2,06:37.3,2022/10/2,06:37.3,1,4,"Yusuke, Hanawa",1000126339,Right,HOS_HOS,"Keita, Nakamura",1000073567,Left,MEI_MEI,Undefined,6,Top,0,2,1,Fastball,Changeup,FoulBall,Undefined,Undefined,Popup,Undefined,0,0,,,,137.85297,-0.819151,-3.097259,2205.98845,237.518722,2:00,1.611408,0.679198,1.812004,-69.7265,26.8929,37.4225,0.682203,0.176932,126.15542,-5.938621,-0.453114,0.443902,117.9519,62.193475,-43.054852,5638.780064,17.526825,28.933446,-28.582055,46.166337,46.166337,-57.819329,5.04701,-21.4625,15.2929,-0.606545,15.24,1.58679,1.871558,-37.891008,-0.808335,-4.030032,7.601331,-6.935084,HOS_HOS,MEI_MEI,JinguStadium,TeamExclusive,NL,20221002-JinguStadium-2,6027e8f0-4218-11ed-b915-5f80824ec150,70e1770e-95e0-4420-ba5d-08dce5cfb026,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,136.65186,32.249661,,11.69755,,,,16.627971,-38.168434,3.800665,1.611673,-0.555226,-3.467542,-0.677536,2.018642,-2.015016,0.596686,0.526649,-0.140114,152.925681,0.586033,11.35558,-4.755552,2.155472,-0.759352,0.140094,-0.002131,-0.002685,0.000247,0.530372,28.881815,-7.671741,0.002038,0.728812,-0.410785,0.108742,-0.014142,0.000721,-0.14959,-10.236112,-0.772863,1.71924,-1.216611,0.479969,-0.103443,0.011427,-0.00051,,,,,,,,,,,,,,,,,,,,,,,前田 則政,https://youtu.be/eQTsAoWkPgI/&t=5055,22A
158.0,2022/10/2,07:08.8,2022/10/2,07:08.8,1,5,"Yusuke, Hanawa",1000126339,Right,HOS_HOS,"Keita, Nakamura",1000073567,Left,MEI_MEI,Undefined,6,Top,0,2,2,Fastball,Sinker,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,144.64896,-2.888049,-5.238132,2366.023556,229.61958,1:45,1.634082,0.687677,1.717974,-46.9566,44.12,47.7296,0.339142,-0.328679,129.7395,-6.406232,-1.899711,0.430981,,,,,,,,,,,,-28.4858,25.7475,-0.555335,15.24,1.555418,3.364507,-39.507273,-2.174064,-5.711211,9.636591,-4.644434,HOS_HOS,MEI_MEI,JinguStadium,TeamExclusive,NL,20221002-JinguStadium-2,72fe4c30-4218-11ed-b915-5f80824ec150,70e1770e-95e0-4420-ba5d-08dce5cfb026,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,140.74867,,,14.90947,,,,16.721021,-39.866886,4.818296,1.633315,-2.000745,-2.322217,-0.684866,3.577635,-2.855605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,前田 則政,https://youtu.be/eQTsAoWkPgI/&t=5086,22A
159.0,2022/10/2,07:21.9,2022/10/2,07:21.9,1,6,"Yusuke, Hanawa",1000126339,Right,HOS_HOS,"Keita, Nakamura",1000073567,Left,MEI_MEI,Undefined,6,Top,0,3,2,Fastball,Four-Seam,BallCalled,Walk,Undefined,,Undefined,0,0,,,,143.82575,-0.915885,-4.531111,2281.36849,205.278081,12:45,1.640709,0.722417,1.753649,-35.5744,55.5938,24.6573,1.024261,-0.319319,129.08395,-3.647316,-2.802316,0.431198,,,,,,,,,,,,-16.0787,29.8217,-0.609351,15.24,1.61489,2.985695,-39.365304,-0.735495,-3.209663,9.353735,-3.853569,HOS_HOS,MEI_MEI,JinguStadium,TeamExclusive,NL,20221002-JinguStadium-2,7acdf640-4218-11ed-b915-5f80824ec150,70e1770e-95e0-4420-ba5d-08dce5cfb026,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,140.67794,,,14.7418,,,,16.684447,-39.707041,4.676868,1.63919,-0.594705,-1.926784,-0.720575,3.102959,-1.604831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,前田 則政,https://youtu.be/eQTsAoWkPgI/&t=5099,22A
160.0,2022/10/2,07:59.1,2022/10/2,07:59.1,2,1,"Yusuke, Hanawa",1000126339,Right,HOS_HOS,"Koji, Naoi",1000101248,Left,MEI_MEI,Undefined,6,Top,0,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,,Undefined,0,0,,,1,140.5653,-2.602022,-4.723716,2274.242233,233.488132,1:45,1.651492,0.760369,1.786873,-55.0026,39.6065,48.9302,0.361678,-0.0909,127.31906,-6.687071,-1.281386,0.439259,,,,,,,,,,,,-28.5866,23.235,-0.646828,15.24,1.583157,2.932346,-38.482649,-1.955792,-5.485588,8.515764,-5.347996,HOS_HOS,MEI_MEI,JinguStadium,TeamExclusive,NL,20221002-JinguStadium-2,90fc8530-4218-11ed-b915-5f80824ec150,70e1770e-95e0-4420-ba5d-08dce5cfb026,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,138.0961,,,13.24625,,,,16.652553,-38.793971,4.257882,1.651084,-1.760278,-2.673998,-0.757695,3.13289,-2.742794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,前田 則政,https://youtu.be/eQTsAoWkPgI/&t=5137,22A
161.0,2022/10/2,08:23.5,2022/10/2,08:23.5,2,2,"Yusuke, Hanawa",1000126339,Right,HOS_HOS,"Koji, Naoi",1000101248,Left,MEI_MEI,Undefined,6,Top,0,1,0,Fastball,Four-Seam,InPlay,Undefined,Bunt,,Sacrifice,1,0,,,1,137.15006,-1.264204,-4.882537,2257.732122,222.3004,1:30,1.63785,0.782572,1.807429,-49.1896,49.8774,42.1727,0.787085,-0.179803,123.9259,-4.967734,-1.915595,0.449489,,,,,,,,,,,,-25.7365,27.6743,-0.666456,15.24,1.603714,3.01177,-37.577595,-0.996144,-4.701696,8.228313,-4.750941,HOS_HOS,MEI_MEI,JinguStadium,TeamExclusive,NL,20221002-JinguStadium-2,9f76ba40-4218-11ed-b915-5f80824ec150,70e1770e-95e0-4420-ba5d-08dce5cfb026,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,134.9532,,,13.22416,,,,16.632549,-37.881292,4.114157,1.637244,-0.820792,-2.375471,-0.78082,3.185304,-2.350848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,前田 則政,https://youtu.be/eQTsAoWkPgI/&t=5161,22A
162.0,2022/10/2,09:11.6,2022/10/2,09:11.6,3,1,"Yusuke, Hanawa",1000126339,Right,HOS_HOS,"Kazuya, Miyata",1000126505,Left,MEI_MEI,Undefined,6,Top,1,0,0,Splitter,Splitter,BallCalled,Undefined,Undefined,,Undefined,0,0,,,2,126.71586,0.355255,-2.534333,1091.929422,226.929437,1:30,1.679378,0.591587,1.684385,-78.1448,38.7151,37.191,0.999257,0.240889,115.13296,-5.380936,0.073069,0.488188,,,,,,,,,,,,-20.4723,20.4424,-0.527365,15.24,1.68265,1.359842,-34.78568,-0.070743,-3.222076,6.734624,-6.589287,HOS_HOS,MEI_MEI,JinguStadium,TeamExclusive,NL,20221002-JinguStadium-2,bc26ef70-4218-11ed-b915-5f80824ec150,70e1770e-95e0-4420-ba5d-08dce5cfb026,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,124.25532,,,11.5829,,,,16.754314,-35.077631,3.367312,1.679525,0.214908,-3.294643,-0.589343,1.499521,-1.611038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,前田 則政,https://youtu.be/eQTsAoWkPgI/&t=5209,22A
163.0,2022/10/2,09:29.9,2022/10/2,09:29.9,3,2,"Yusuke, Hanawa",1000126339,Right,HOS_HOS,"Kazuya, Miyata",1000126505,Left,MEI_MEI,Undefined,6,Top,1,1,0,Splitter,Splitter,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,,2,125.20485,0.329406,-2.119863,970.321624,267.583941,3:00,1.671214,0.594837,1.606274,-114.946,6.1328,47.1998,0.616129,0.459632,114.02143,-7.937638,1.179985,0.496923,,,,,,,,,,,,-24.9053,4.2801,-0.539912,15.24,1.670447,1.038007,-34.372076,-0.276242,-3.815253,6.755068,-9.150981,HOS_HOS,MEI_MEI,JinguStadium,TeamExclusive,NL,20221002-JinguStadium-2,c71d7c00-4218-11ed-b915-5f80824ec150,70e1770e-95e0-4420-ba5d-08dce5cfb026,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,122.07129,,,11.18342,,,,16.832909,-34.683714,3.377534,1.673453,0.14593,-4.57549,-0.59186,1.214019,-1.907626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,前田 則政,https://youtu.be/eQTsAoWkPgI/&t=5227,22A
164.0,2022/10/2,09:49.4,2022/10/2,09:49.4,3,3,"Yusuke, Hanawa",1000126339,Right,HOS_HOS,"Kazuya, Miyata",1000126505,Left,MEI_MEI,Undefined,6,Top,1,1,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,,2,141.4212,-3.133362,-4.584431,2308.030908,211.154341,1:00,1.658062,0.771231,1.773284,-34.2856,59.775,34.0176,0.423504,-0.190553,127.42424,-5.771578,-2.195629,0.437984,,,,,,,,,,,,-20.9442,33.9436,-0.659063,15.24,1.577206,2.925896,-38.678997,-2.220532,-4.04487,8.878294,-3.251248,HOS_HOS,MEI_MEI,JinguStadium,TeamExclusive,NL,20221002-JinguStadium-2,d2b6d840-4218-11ed-b915-5f80824ec150,70e1770e-95e0-4420-ba5d-08dce5cfb026,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,138.49811,,,13.99696,,,,16.665614,-39.004857,4.439147,1.656516,-2.101202,-1.625624,-0.769177,3.074355,-2.022435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,前田 則政,https://youtu.be/eQTsAoWkPgI/&t=5247,22A
165.0,2022/10/2,10:12.7,2022/10/2,10:12.7,3,4,"Yusuke, Hanawa",1000126339,Right,HOS_HOS,"Kazuya, Miyata",1000126505,Left,MEI_MEI,Undefined,6,Top,1,2,1,Fastball,Cutter,InPlay,Undefined,FlyBall,LineDrive,Single,0,0,,,2,136.35465,-1.105259,-3.080853,2169.082231,191.159363,12:15,1.634099,0.734333,1.869992,-55.1921,44.1554,8.0112,0.770335,-0.054273,123.21748,-5.246698,-2.513504,0.450125,119.19999,21.986899,22.081441,1218.57292,30.642209,8.742595,13.608148,64.562936,64.464413,25.571219,2.837489,-6.6291,24.7392,-0.663124,15.24,1.604956,1.976888,-37.427318,-0.904825,-1.198114,8.34784,-5.335364,HOS_HOS,MEI_MEI,JinguStadium,TeamExclusive,NL,20221002-JinguStadium-2,e0951b70-4218-11ed-b915-5f80824ec150,70e1770e-95e0-4420-ba5d-08dce5cfb026,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,134.76257,8.763739,,13.13717,,,,16.56903,-37.722582,4.17392,1.633622,-0.716112,-2.667682,-0.733796,2.019265,-0.599057,0.395778,0.749447,0.051748,215.664688,0.3957,28.454371,-4.599731,1.106421,-0.345228,0.13782,-0.049569,0.010475,-0.000892,0.749507,12.393984,-5.094687,0.208677,0.067252,-0.067664,0.029698,-0.006141,0.000479,0.051723,11.543078,-0.585281,-0.087053,0.029601,0.011018,-0.009482,0.002556,-0.000242,,,,,,,,,,,,,,,,,,,,,,,前田 則政,https://youtu.be/eQTsAoWkPgI/&t=5270,22A
166.0,2022/10/2,11:27.4,2022/10/2,11:27.5,4,1,"Yusuke, Hanawa",1000126339,Right,HOS_HOS,"Kaito, Muramatsu",1000073668,Left,MEI_MEI,Undefined,6,Top,1,0,0,Fastball,Four-Seam,BallinDirt,Undefined,Undefined,,Undefined,0,1,,,"1,3",140.85908,-4.290187,-3.204195,2349.697951,209.413672,1:00,1.675085,0.608718,1.805893,-38.9784,55.7101,29.3646,0.067772,-0.004793,126.85254,-7.255489,-1.131899,0.439444,,,,,,,,,,,,-17.7211,33.1665,-0.532563,15.24,1.567598,2.010436,-38.534674,-3.013484,-3.382866,9.111001,-3.475346,HOS_HOS,MEI_MEI,JinguStadium,TeamExclusive,NL,20221002-JinguStadium-2,0d21fbe0-4219-11ed-b915-5f80824ec150,70e1770e-95e0-4420-ba5d-08dce5cfb026,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,138.03819,,,14.00655,,,,16.633126,-38.862664,4.555501,1.67383,-2.888374,-1.737673,-0.607129,2.132217,-1.691433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,前田 則政,https://youtu.be/eQTsAoWkPgI/&t=5345,22A
167.0,2022/10/2,12:13.9,2022/10/2,12:13.9,4,2,"Yusuke, Hanawa",1000126339,Right,HOS_HOS,"Kaito, Muramatsu",1000073668,Left,MEI_MEI,Undefined,6,Top,1,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,,3,143.20684,0.052769,-2.987487,2331.710862,209.015786,1:00,1.658549,0.71333,1.724099,-34.5021,58.8229,30.4982,1.328548,0.168354,126.63391,-2.641344,-0.846315,0.436268,,,,,,,,,,,,-17.9362,30.5444,-0.638397,15.24,1.657357,1.874747,-39.194783,-0.055249,-3.496335,10.38795,-3.852584,HOS_HOS,MEI_MEI,JinguStadium,TeamExclusive,NL,20221002-JinguStadium-2,28d7f290-4219-11ed-b915-5f80824ec150,70e1770e-95e0-4420-ba5d-08dce5cfb026,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,139.04281,,,16.57293,,,,16.712979,-39.583247,5.193975,1.656729,0.088821,-1.926292,-0.710949,2.005494,-1.748168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,前田 則政,https://youtu.be/eQTsAoWkPgI/&t=5391,22A
168.0,2022/10/2,12:31.1,2022/10/2,12:31.0,4,3,"Yusuke, Hanawa",1000126339,Right,HOS_HOS,"Kaito, Muramatsu",1000073668,Left,MEI_MEI,Undefined,6,Top,1,2,0,Fastball,Changeup,InPlay,Undefined,FlyBall,,Single,0,1,,,3,137.42472,-0.943967,-3.33451,2131.717468,213.989554,1:15,1.613153,0.72901,1.818971,-59.0053,39.3726,24.1855,0.755866,0.027493,124.1973,-5.341048,-1.62688,0.447923,145.69538,61.521084,21.381096,5007.043804,,,,,45.980953,,,-15.098,21.9825,-0.650047,15.24,1.58643,2.080389,-37.709815,-0.831028,-2.773028,8.401487,-5.769145,HOS_HOS,MEI_MEI,JinguStadium,TeamExclusive,NL,20221002-JinguStadium-2,33053bb0-4219-11ed-b915-5f80824ec150,70e1770e-95e0-4420-ba5d-08dce5cfb026,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,135.42505,40.378224,,13.22742,,,,16.620214,-38.016073,4.200743,1.61289,-0.620726,-2.884573,-0.727726,2.181474,-1.386514,0.634076,0.786604,-0.038066,178.45956,0.634076,17.969803,-6.598081,2.186924,-0.58968,0.148814,-0.034505,0.006283,-0.00062,0.786604,35.573665,-8.404658,0.792824,-0.046844,-0.022345,0.009253,-0.001756,0.000134,-0.038066,7.035448,-2.840345,1.012997,-0.287124,0.074877,-0.017585,0.00317,-0.000305,,,,,,,,,,,,,,,,,,,,,,,前田 則政,https://youtu.be/eQTsAoWkPgI/&t=5409,22A
169.0,2022/10/2,13:23.3,2022/10/2,13:23.3,5,1,"Yusuke, Hanawa",1000126339,Right,HOS_HOS,"Taiji, Iimori",1000126480,Left,MEI_MEI,Undefined,6,Top,1,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,,1,139.79492,-2.762492,-3.09752,2293.183317,220.189955,1:15,1.65074,0.759645,1.723941,-46.4611,50.7197,39.6408,0.39913,0.274721,125.29639,-6.264007,-0.312679,0.445189,,,,,,,,,,,,-22.6107,29.0988,-0.682664,15.24,1.575901,1.862615,-38.270767,-2.006978,-4.242802,9.228824,-4.346393,HOS_HOS,MEI_MEI,JinguStadium,TeamExclusive,NL,20221002-JinguStadium-2,52347aa0-4219-11ed-b915-5f80824ec150,70e1770e-95e0-4420-ba5d-08dce5cfb026,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,136.25661,,,14.49853,,,,16.714522,-38.624704,4.614412,1.649675,-1.840288,-2.173196,-0.757218,2.025333,-2.121401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,前田 則政,https://youtu.be/eQTsAoWkPgI/&t=5461,22A
170.0,2022/10/2,13:39.5,2022/10/2,13:39.5,5,2,"Yusuke, Hanawa",1000126339,Right,HOS_HOS,"Taiji, Iimori",1000126480,Left,MEI_MEI,Undefined,6,Top,2,1,0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,,Undefined,1,0,StealOut,,1,134.90361,-0.954477,-2.937053,2170.333528,219.142629,1:15,1.639103,0.696088,1.782339,-63.7335,38.7403,28.5638,0.73105,0.14913,121.99758,-5.682974,-0.923032,0.457153,,,,,,,,,,,,-16.7317,21.5857,-0.625152,15.24,1.610997,1.756384,-37.013483,-0.846378,-2.964537,8.006187,-5.982064,HOS_HOS,MEI_MEI,JinguStadium,TeamExclusive,NL,20221002-JinguStadium-2,5bcef9a0-4219-11ed-b915-5f80824ec150,70e1770e-95e0-4420-ba5d-08dce5cfb026,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,132.69095,,,12.90603,,,,16.656052,-37.318525,4.003093,1.638903,-0.618457,-2.991032,-0.694223,1.869335,-1.482268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.41675,2.026831,0.677734,1.349097,-0.700453,0.614541,-0.132278,-1.03378,1.761793,-0.128439,38.794277,0.474753,-1.057897,-0.95775,33.604894,-3.081394,1.763917,3.490222,-3.29598,-0.146431,-1.444295,0.57287,前田 則政,https://youtu.be/eQTsAoWkPgI/&t=5477,22A
171.0,2022/10/2,14:06.4,2022/10/2,14:06.4,5,3,"Yusuke, Hanawa",1000126339,Right,HOS_HOS,"Taiji, Iimori",1000126480,Left,MEI_MEI,Undefined,6,Top,2,1,1,Fastball,Four-Seam,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,,,,142.52897,-1.135719,-3.537433,2361.74291,216.981122,1:15,1.668372,0.632908,1.797969,-42.0835,50.822,35.4896,0.925521,-0.014417,126.96012,-4.356363,-1.035706,0.435286,122.93609,-20.109288,41.949796,,,,,2.845061,2.74711,33.257666,0.075363,-21.3652,28.0638,-0.548581,15.24,1.637703,2.232317,-39.047115,-0.909585,-4.151154,9.998356,-4.353995,HOS_HOS,MEI_MEI,JinguStadium,TeamExclusive,NL,20221002-JinguStadium-2,6be1f720-4219-11ed-b915-5f80824ec150,70e1770e-95e0-4420-ba5d-08dce5cfb026,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,139.3565,0.887877,,15.56885,,,,16.640828,-39.404176,4.999178,1.667409,-0.754095,-2.176998,-0.630949,2.380563,-2.075577,0.575515,0.887877,-0.060829,180.0,0.574518,23.931557,,,,,,,,0.888368,-11.781286,,,,,,,,-0.061725,21.510131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,前田 則政,https://youtu.be/eQTsAoWkPgI/&t=5504,22A
172.0,2022/10/2,16:41.6,2022/10/2,16:41.6,1,1,"Yuki, Ishihara",1000089790,Left,MEI_MEI,"Shuta, Miyazaki",1000073809,Left,HOS_HOS,Undefined,6,Bottom,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,145.81458,-0.820063,3.273816,2287.425067,148.26114,11:00,1.640556,-0.60124,1.808805,-38.7587,49.0354,-28.3368,1.020686,0.042137,131.00419,-3.777709,1.274604,0.423143,,,,,,,,,,,,17.041,26.6098,0.523359,15.24,1.617947,-2.135853,-39.989113,-0.695867,3.509485,9.673751,-4.326548,HOS_HOS,MEI_MEI,JinguStadium,TeamExclusive,NL,20221002-JinguStadium-2,c86325f0-4219-11ed-b915-5f80824ec150,70e1770e-95e0-4420-ba5d-08dce5cfb026,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,143.35579,,,14.81039,,,,16.629587,-40.323867,4.836876,1.639436,-0.546149,-2.163274,0.59937,-2.257297,1.754742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,前田 則政,https://youtu.be/eQTsAoWkPgI/&t=5658,22A
173.0,2022/10/2,16:56.5,2022/10/2,16:56.5,1,2,"Yuki, Ishihara",1000089790,Left,MEI_MEI,"Shuta, Miyazaki",1000073809,Left,HOS_HOS,Undefined,6,Bottom,0,1,0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,,,120.52025,2.808854,1.394009,2094.148622,335.25144,5:15,1.622687,-0.576202,1.790482,-172.3215,-44.0064,22.3026,0.695502,0.041531,109.78233,-9.608205,2.971373,0.511556,,,,,,,,,,,,-10.2062,-23.3084,0.540326,15.24,1.680175,-0.903288,-33.118922,0.968801,-1.441771,6.633171,-13.09931,HOS_HOS,MEI_MEI,JinguStadium,TeamExclusive,NL,20221002-JinguStadium-2,d1590080-4219-11ed-b915-5f80824ec150,70e1770e-95e0-4420-ba5d-08dce5cfb026,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,118.57928,,,10.73791,,,,16.650544,-33.400236,3.316585,1.627308,1.524345,-6.549655,0.577338,-0.842142,-0.720886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,前田 則政,https://youtu.be/eQTsAoWkPgI/&t=5673,22A
174.0,2022/10/2,17:14.2,2022/10/2,17:14.2,1,3,"Yuki, Ishihara",1000089790,Left,MEI_MEI,"Shuta, Miyazaki",1000073809,Left,HOS_HOS,Undefined,6,Bottom,0,1,1,Curveball,Curveball,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,,,,120.95972,2.168421,1.626969,2276.23064,330.12378,5:00,1.629406,-0.573046,1.808261,-179.6463,-51.4923,32.2522,0.446667,0.209673,109.68884,-10.775744,3.912833,0.511235,,,,,,,,,,,,-15.0188,-26.8314,0.531312,15.24,1.67027,-1.084246,-33.234597,0.575401,-2.114585,7.227804,-13.584404,HOS_HOS,MEI_MEI,JinguStadium,TeamExclusive,NL,20221002-JinguStadium-2,dbd4ded0-4219-11ed-b915-5f80824ec150,70e1770e-95e0-4420-ba5d-08dce5cfb026,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,118.65377,,,11.27088,,,,16.632833,-33.53614,3.613902,1.634442,1.142141,-6.792202,0.574707,-0.996025,-1.057293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,前田 則政,https://youtu.be/eQTsAoWkPgI/&t=5691,22A
175.0,2022/10/2,17:32.1,2022/10/2,17:32.1,1,4,"Yuki, Ishihara",1000089790,Left,MEI_MEI,"Shuta, Miyazaki",1000073809,Left,HOS_HOS,Undefined,6,Bottom,0,1,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,145.90632,-0.11601,4.250226,2297.203375,137.751593,10:30,1.645821,-0.554989,1.822755,-44.1048,43.5639,-36.6476,1.171906,0.281542,130.97687,-3.45452,1.66668,0.422841,,,,,,,,,,,,22.0834,23.2889,0.45478,15.24,1.640094,-2.776428,-39.98197,-0.23067,4.547257,9.653929,-5.011163,HOS_HOS,MEI_MEI,JinguStadium,TeamExclusive,NL,20221002-JinguStadium-2,e672c410-4219-11ed-b915-5f80824ec150,70e1770e-95e0-4420-ba5d-08dce5cfb026,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,143.45821,,,14.92944,,,,16.615817,-40.312802,4.826965,1.645056,-0.058942,-2.505581,0.552596,-2.932259,2.273628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,前田 則政,https://youtu.be/eQTsAoWkPgI/&t=5708,22A
