PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Steal,Runner,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,umpire,URL,season
47.0,2022/10/2,03:14.0,2022/10/2,03:14.0,3,2,"Kenichi, Murata",1000089794,Right,MEI_MEI,"Yuta, Kaizaki",1000073730,Left,HOS_HOS,Undefined,2,Bottom,2,0,1,Curveball,Curveball,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,,,,116.44962,0.39014,-2.216443,1923.569322,45.520365,7:30,1.619354,0.730775,1.713304,-154.0548,-15.767,-20.752,0.189861,-0.107496,106.90997,-10.648739,-3.677635,0.531064,,,,,,,,,,,,8.8335,-7.1316,-0.671489,15.24,1.617544,1.325386,-31.999894,-0.345698,1.169071,6.017379,-10.750482,HOS_HOS,MEI_MEI,JinguStadium,TeamExclusive,NL,20221002-JinguStadium-2,8554e730-420f-11ed-b915-5f80824ec150,70e1770e-95e0-4420-ba5d-08dce5cfb026,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,114.22359,,,9.53966,,,,16.727108,-32.278324,3.008689,1.622032,0.151738,-5.375241,-0.731564,1.271292,0.584535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,前田 則政,https://youtu.be/eQTsAoWkPgI/&t=1509,22A
48.0,2022/10/2,03:35.6,2022/10/2,03:35.5,3,3,"Kenichi, Murata",1000089794,Right,MEI_MEI,"Yuta, Kaizaki",1000073730,Left,HOS_HOS,Undefined,2,Bottom,2,0,2,Sinker,Changeup,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,,,,138.18228,-0.807276,-3.379221,1651.075734,274.995791,3:15,1.553552,0.817935,1.747791,-97.1174,-0.3188,37.8021,0.352831,0.235702,127.08376,-7.81029,-0.716439,0.444313,,,,,,,,,,,,-21.6763,1.2422,-0.73493,15.24,1.525807,2.05729,-37.976881,-0.946601,-4.095752,7.512145,-9.57194,HOS_HOS,MEI_MEI,JinguStadium,TeamExclusive,NL,20221002-JinguStadium-2,922033c0-420f-11ed-b915-5f80824ec150,70e1770e-95e0-4420-ba5d-08dce5cfb026,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,136.52535,,,11.09852,,,,16.692639,-38.263147,3.756072,1.554929,-0.581843,-4.78597,-0.816301,2.213367,-2.047876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.96756,3.000531,1.7664,1.234131,0.399576,0.348403,-0.235301,1.011911,1.375304,-1.080308,21.505163,1.864376,16.52759,1.04962,18.578772,-1.614943,1.407787,5.964561,-4.524319,-1.073647,15.011932,-0.606149,前田 則政,https://youtu.be/eQTsAoWkPgI/&t=1530,22A
49.0,2022/10/2,05:49.6,2022/10/2,05:49.6,1,1,"Kentaro, Shinogi",1000101178,Right,HOS_HOS,"Koji, Naoi",1000101248,Left,MEI_MEI,Undefined,3,Top,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,147.01625,-1.104679,-2.62139,2162.584619,205.838068,12:45,1.638039,0.656002,1.803103,-35.4623,50.0583,22.8457,0.97057,0.142431,133.38909,-3.803154,-1.008766,0.417628,,,,,,,,,,,,-13.5109,27.1867,-0.593413,15.24,1.608554,1.725663,-40.376243,-0.890569,-2.86585,9.0457,-4.039979,HOS_HOS,MEI_MEI,JinguStadium,TeamExclusive,NL,20221002-JinguStadium-2,e204c720-420f-11ed-b915-5f80824ec150,70e1770e-95e0-4420-ba5d-08dce5cfb026,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,145.24874,,,13.62715,,,,16.635579,-40.687701,4.52285,1.636823,-0.751467,-2.01999,-0.654529,1.824339,-1.432925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,前田 則政,https://youtu.be/eQTsAoWkPgI/&t=1583,22A
50.0,2022/10/2,05:58.4,2022/10/2,05:58.4,1,2,"Kentaro, Shinogi",1000101178,Right,HOS_HOS,"Koji, Naoi",1000101248,Left,MEI_MEI,Undefined,3,Top,0,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,142.67056,-1.447481,-2.168538,2108.182506,208.36509,1:00,1.649401,0.677261,1.728189,-39.4357,51.9984,26.4365,0.843322,0.325083,129.80686,-4.41882,-0.30983,0.431826,,,,,,,,,,,,-14.8693,28.2521,-0.623408,15.24,1.609167,1.34298,-39.18598,-1.122894,-2.97777,8.342204,-4.148787,HOS_HOS,MEI_MEI,JinguStadium,TeamExclusive,NL,20221002-JinguStadium-2,e73a1740-420f-11ed-b915-5f80824ec150,70e1770e-95e0-4420-ba5d-08dce5cfb026,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,140.47326,,,12.8637,,,,16.710691,-39.497831,4.171102,1.648245,-0.967803,-2.074394,-0.675692,1.454296,-1.488885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,前田 則政,https://youtu.be/eQTsAoWkPgI/&t=1592,22A
51.0,2022/10/2,06:07.6,2022/10/2,06:07.6,1,3,"Kentaro, Shinogi",1000101178,Right,HOS_HOS,"Koji, Naoi",1000101248,Left,MEI_MEI,Undefined,3,Top,0,1,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,,,143.22414,-2.218203,-2.299399,2032.715016,198.750864,12:45,1.624077,0.724137,1.741019,-38.8079,51.9402,16.5974,0.605311,0.236839,130.31846,-5.141591,-1.131806,0.430203,,,,,,,,,,,,-10.0678,28.8726,-0.666687,15.24,1.56458,1.491041,-39.3171,-1.653597,-2.027827,8.469035,-3.991191,HOS_HOS,MEI_MEI,JinguStadium,TeamExclusive,NL,20221002-JinguStadium-2,ecbcc410-420f-11ed-b915-5f80824ec150,70e1770e-95e0-4420-ba5d-08dce5cfb026,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,141.00321,,,12.90567,,,,16.697896,-39.629891,4.234517,1.622931,-1.506188,-1.995596,-0.72314,1.565936,-1.013914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,前田 則政,https://youtu.be/eQTsAoWkPgI/&t=1601,22A
52.0,2022/10/2,06:16.4,2022/10/2,06:16.4,1,4,"Kentaro, Shinogi",1000101178,Right,HOS_HOS,"Koji, Naoi",1000101248,Left,MEI_MEI,Undefined,3,Top,0,1,2,Cutter,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,127.60987,0.574832,-1.339885,1482.422328,132.497023,10:30,1.613827,0.79383,1.61127,-98.5666,18.8922,-15.9251,0.792739,0.251011,115.0517,-6.578022,-2.452419,0.489438,,,,,,,,,,,,6.7584,10.3298,-0.755214,15.24,1.621359,0.898815,-34.99508,-0.048314,1.06407,7.5107,-8.180268,HOS_HOS,MEI_MEI,JinguStadium,TeamExclusive,NL,20221002-JinguStadium-2,f20ec3f0-420f-11ed-b915-5f80824ec150,70e1770e-95e0-4420-ba5d-08dce5cfb026,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,123.93816,,,12.55817,,,,16.826843,-35.33401,3.75535,1.61521,0.320831,-4.090134,-0.794691,0.850797,0.532035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,前田 則政,https://youtu.be/eQTsAoWkPgI/&t=1610,22A
53.0,2022/10/2,06:30.6,2022/10/2,06:30.6,1,5,"Kentaro, Shinogi",1000101178,Right,HOS_HOS,"Koji, Naoi",1000101248,Left,MEI_MEI,Undefined,3,Top,0,1,2,Fastball,Four-Seam,InPlay,Undefined,LineDrive,LineDrive,Single,0,0,,,,148.1858,-1.882945,-2.633977,2090.148755,211.964868,1:00,1.599037,0.656764,1.774384,-34.7567,49.6231,29.2069,0.717143,0.201916,134.74062,-4.518133,-0.575573,0.414834,156.46352,11.648501,-12.957272,2191.586272,31.985278,4.888829,-10.05253,69.789762,69.727084,-21.617865,2.135293,-16.8424,27.5512,-0.593176,15.24,1.549618,1.717374,-40.697191,-1.455382,-3.633673,9.097091,-3.862613,HOS_HOS,MEI_MEI,JinguStadium,TeamExclusive,NL,20221002-JinguStadium-2,fa7de250-420f-11ed-b915-5f80824ec150,70e1770e-95e0-4420-ba5d-08dce5cfb026,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,146.22731,4.934217,,13.44518,,,,16.665101,-41.014508,4.548546,1.598034,-1.32065,-1.931306,-0.655291,1.844121,-1.816836,0.156197,0.685783,-0.19526,111.909199,0.156197,41.483124,-7.53913,1.577951,-0.318728,0.05467,-0.009258,0.001421,-0.000123,0.685783,8.775302,-4.769065,0.243232,0.007987,-0.010736,0.004161,-0.00078,6.2e-05,-0.19526,-9.544591,-2.565531,1.198851,-0.392729,0.103805,-0.022491,0.003395,-0.000252,,,,,,,,,,,,,,,,,,,,,,,前田 則政,https://youtu.be/eQTsAoWkPgI/&t=1624,22A
54.0,2022/10/2,07:06.0,2022/10/2,07:06.0,2,1,"Kentaro, Shinogi",1000101178,Right,HOS_HOS,"Kenichi, Murata",1000089794,Right,MEI_MEI,Undefined,3,Top,0,0,0,Fastball,Four-Seam,InPlay,Undefined,Bunt,,Sacrifice,1,0,,,1,143.27767,-0.734532,-3.918371,1919.621892,204.005739,12:45,1.636285,0.666115,1.758775,-41.7132,49.4693,20.6006,1.010308,-0.241033,129.36279,-3.886275,-2.471636,0.431231,,,,,,,,,,,,-13.6898,26.7934,-0.568821,15.24,1.614829,2.586818,-39.290022,-0.648536,-2.732374,9.041902,-4.4589,HOS_HOS,MEI_MEI,JinguStadium,TeamExclusive,NL,20221002-JinguStadium-2,0f888ab0-4210-11ed-b915-5f80824ec150,70e1770e-95e0-4420-ba5d-08dce5cfb026,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,140.66695,,,13.91488,,,,16.680785,-39.620205,4.520951,1.635539,-0.48571,-2.22945,-0.665106,2.686597,-1.366187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,前田 則政,https://youtu.be/eQTsAoWkPgI/&t=1659,22A
55.0,2022/10/2,07:47.8,2022/10/2,07:47.8,3,1,"Kentaro, Shinogi",1000101178,Right,HOS_HOS,"Kaito, Muramatsu",1000073668,Left,MEI_MEI,Undefined,3,Top,1,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,,,2,111.4595,5.94093,0.987019,2151.717981,41.959228,7:30,1.601787,0.699204,1.39266,-186.953,-28.4588,-30.5161,1.46178,0.680339,100.624,-7.274344,-1.111246,0.56854,,,,,,,,,,,,15.3974,-16.4391,-0.726756,15.24,1.769103,-0.378571,-30.433709,2.395269,1.846237,5.367811,-11.777788,HOS_HOS,MEI_MEI,JinguStadium,TeamExclusive,NL,20221002-JinguStadium-2,28826ea0-4210-11ed-b915-5f80824ec150,70e1770e-95e0-4420-ba5d-08dce5cfb026,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,106.69426,,,10.8355,,,,17.047663,-30.750887,2.683905,1.607008,3.091205,-5.888894,-0.701164,-0.487663,0.923119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,前田 則政,https://youtu.be/eQTsAoWkPgI/&t=1701,22A
56.0,2022/10/2,08:07.7,2022/10/2,08:07.7,3,2,"Kentaro, Shinogi",1000101178,Right,HOS_HOS,"Kaito, Muramatsu",1000073668,Left,MEI_MEI,Undefined,3,Top,1,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,,2,148.58216,-1.13333,-4.05997,2097.117979,217.847286,1:15,1.563226,0.632876,1.781319,-41.7484,43.2351,31.1586,0.823878,-0.20745,133.50785,-4.287044,-1.868201,0.416315,,,,,,,,,,,,-19.0144,23.8015,-0.534111,15.24,1.532128,2.716524,-40.703161,-0.953551,-4.0591,9.980268,-4.725628,HOS_HOS,MEI_MEI,JinguStadium,TeamExclusive,NL,20221002-JinguStadium-2,3448f560-4210-11ed-b915-5f80824ec150,70e1770e-95e0-4420-ba5d-08dce5cfb026,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,145.70703,,,15.07432,,,,16.65702,-41.049139,4.990134,1.562344,-0.789732,-2.362814,-0.630721,2.857238,-2.02955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,前田 則政,https://youtu.be/eQTsAoWkPgI/&t=1721,22A
57.0,2022/10/2,08:32.3,2022/10/2,08:32.3,3,3,"Kentaro, Shinogi",1000101178,Right,HOS_HOS,"Kaito, Muramatsu",1000073668,Left,MEI_MEI,Undefined,3,Top,1,2,0,Cutter,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,,,2,132.28137,1.853625,0.113074,2359.489457,131.6581,10:30,1.538726,0.705356,1.626514,-92.4674,15.9598,-13.7274,1.144284,0.600416,119.56598,-4.863346,-0.846743,0.470244,,,,,,,,,,,,6.8677,7.7821,-0.707292,15.24,1.581932,0.000122,-36.298036,0.786144,1.171462,7.632179,-8.479208,HOS_HOS,MEI_MEI,JinguStadium,TeamExclusive,NL,20221002-JinguStadium-2,42fd4d40-4210-11ed-b915-5f80824ec150,70e1770e-95e0-4420-ba5d-08dce5cfb026,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,128.99674,,,12.71539,,,,16.811786,-36.627035,3.816089,1.540166,1.151656,-4.239604,-0.706209,-0.050376,0.585731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,前田 則政,https://youtu.be/eQTsAoWkPgI/&t=1746,22A
58.0,2022/10/2,08:54.3,2022/10/2,08:54.3,3,4,"Kentaro, Shinogi",1000101178,Right,HOS_HOS,"Kaito, Muramatsu",1000073668,Left,MEI_MEI,Undefined,3,Top,1,3,0,Fastball,Four-Seam,BallCalled,Walk,Undefined,,Undefined,0,0,,,2,147.39311,0.212867,-1.282668,2039.225375,210.861697,1:00,1.624293,0.641413,1.709431,-41.1828,44.8126,25.0631,1.273041,0.527059,133.57486,-2.878881,0.478392,0.418786,,,,,,,,,,,,-13.5056,23.2865,-0.609889,15.24,1.626687,0.766617,-40.495772,-9.7e-05,-2.8799,9.149806,-4.841091,HOS_HOS,MEI_MEI,JinguStadium,TeamExclusive,NL,20221002-JinguStadium-2,5013d3a0-4210-11ed-b915-5f80824ec150,70e1770e-95e0-4420-ba5d-08dce5cfb026,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,144.84718,,,13.81825,,,,16.729209,-40.830865,4.574903,1.623444,0.177198,-2.420546,-0.639896,0.872088,-1.43995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,前田 則政,https://youtu.be/eQTsAoWkPgI/&t=1768,22A
59.0,2022/10/2,09:51.3,2022/10/2,09:51.3,4,1,"Kentaro, Shinogi",1000101178,Right,HOS_HOS,"Taiji, Iimori",1000126480,Left,MEI_MEI,Undefined,3,Top,1,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,,"1,2",145.22228,-2.199305,-3.801085,1988.847455,216.472471,1:15,1.586943,0.685119,1.823671,-39.7751,48.5823,33.5206,0.56619,-0.055098,130.86832,-5.221704,-1.435421,0.424498,,,,,,,,,,,,-20.1889,27.6019,-0.595701,15.24,1.531262,2.470111,-39.799267,-1.659944,-4.125662,9.446649,-4.166147,HOS_HOS,MEI_MEI,JinguStadium,TeamExclusive,NL,20221002-JinguStadium-2,721ce680-4210-11ed-b915-5f80824ec150,70e1770e-95e0-4420-ba5d-08dce5cfb026,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,142.89804,,,14.35396,,,,16.615258,-40.124367,4.723324,1.585921,-1.516569,-2.083074,-0.683152,2.612093,-2.062831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,前田 則政,https://youtu.be/eQTsAoWkPgI/&t=1825,22A
60.0,2022/10/2,10:13.7,2022/10/2,10:13.7,4,2,"Kentaro, Shinogi",1000101178,Right,HOS_HOS,"Taiji, Iimori",1000126480,Left,MEI_MEI,Undefined,3,Top,1,0,1,Cutter,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,,,"1,2",134.70101,-1.12149,-1.37502,2162.166893,154.836816,11:15,1.55136,0.757285,1.744281,-77.517,26.411,-10.5763,0.457671,0.261084,121.26292,-6.815039,-2.12025,0.460385,,,,,,,,,,,,4.1725,15.539,-0.721514,15.24,1.517203,0.939887,-36.957979,-1.023633,0.730442,8.581264,-7.086388,HOS_HOS,MEI_MEI,JinguStadium,TeamExclusive,NL,20221002-JinguStadium-2,7f697100-4210-11ed-b915-5f80824ec150,70e1770e-95e0-4420-ba5d-08dce5cfb026,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,131.75935,,,13.43809,,,,16.694097,-37.294077,4.290632,1.55186,-0.746084,-3.543194,-0.757766,0.911278,0.365221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,前田 則政,https://youtu.be/eQTsAoWkPgI/&t=1847,22A
61.0,2022/10/2,10:56.0,2022/10/2,10:56.0,4,3,"Kentaro, Shinogi",1000101178,Right,HOS_HOS,"Taiji, Iimori",1000126480,Left,MEI_MEI,Undefined,3,Top,1,1,1,Cutter,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,,,"1,2",132.50729,0.071465,-0.14261,2284.995126,134.952647,10:30,1.558783,0.764943,1.754114,-86.4506,20.102,-16.3401,0.714554,0.56108,119.82269,-6.260434,-1.295058,0.466162,,,,,,,,,,,,8.1228,11.3633,-0.76018,15.24,1.554408,0.17121,-36.396647,-0.291248,1.387683,7.925341,-7.86538,HOS_HOS,MEI_MEI,JinguStadium,TeamExclusive,NL,20221002-JinguStadium-2,98abcfa0-4210-11ed-b915-5f80824ec150,70e1770e-95e0-4420-ba5d-08dce5cfb026,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,130.12652,,,12.6846,,,,16.684363,-36.709809,3.96267,1.559776,0.019544,-3.93269,-0.765862,0.116377,0.693842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,前田 則政,https://youtu.be/eQTsAoWkPgI/&t=1889,22A
62.0,2022/10/2,11:21.1,2022/10/2,11:21.1,4,4,"Kentaro, Shinogi",1000101178,Right,HOS_HOS,"Taiji, Iimori",1000126480,Left,MEI_MEI,Undefined,3,Top,1,2,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,,"1,2",146.8544,-0.692276,-2.266654,1954.229929,203.694653,12:45,1.560768,0.670003,1.769075,-36.4607,49.6711,20.5165,0.999763,0.23232,133.04575,-3.460961,-0.820944,0.419118,,,,,,,,,,,,-12.0578,26.6024,-0.614688,15.24,1.540814,1.484875,-40.333645,-0.606381,-2.54871,9.136663,-4.183577,HOS_HOS,MEI_MEI,JinguStadium,TeamExclusive,NL,20221002-JinguStadium-2,a792a930-4210-11ed-b915-5f80824ec150,70e1770e-95e0-4420-ba5d-08dce5cfb026,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,144.73245,,,13.80864,,,,16.669555,-40.656188,4.568332,1.559614,-0.458692,-2.091789,-0.668696,1.57485,-1.274355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,前田 則政,https://youtu.be/eQTsAoWkPgI/&t=1915,22A
63.0,2022/10/2,11:46.6,2022/10/2,11:46.6,4,5,"Kentaro, Shinogi",1000101178,Right,HOS_HOS,"Taiji, Iimori",1000126480,Left,MEI_MEI,Undefined,3,Top,1,3,1,Fastball,Changeup,BallCalled,Walk,Undefined,,Undefined,0,0,,,"1,2",143.445,-0.633077,-3.743013,1786.452853,203.890893,12:45,1.548009,0.696368,1.871896,-43.3795,45.8597,18.984,0.935508,-0.169583,130.15068,-3.910208,-2.399979,0.426611,,,,,,,,,,,,-12.5248,24.9851,-0.610434,15.24,1.530533,2.479993,-39.372876,-0.576064,-2.524945,8.641957,-4.769748,HOS_HOS,MEI_MEI,JinguStadium,TeamExclusive,NL,20221002-JinguStadium-2,b6d5faa0-4210-11ed-b915-5f80824ec150,70e1770e-95e0-4420-ba5d-08dce5cfb026,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,142.19029,,,13.29432,,,,16.56695,-39.663059,4.320978,1.547187,-0.415904,-2.384874,-0.695131,2.564777,-1.262473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,前田 則政,https://youtu.be/eQTsAoWkPgI/&t=1940,22A
64.0,2022/10/2,13:13.0,2022/10/2,13:13.0,5,1,"Kentaro, Shinogi",1000101178,Right,HOS_HOS,"Rui, Muneyama",1000101247,Left,MEI_MEI,Undefined,3,Top,1,0,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,,,"1,2,3",150.70616,-1.814619,-1.65414,2164.810095,205.742295,12:45,1.617985,0.699791,1.712266,-31.6543,51.6192,23.3801,0.784877,0.462934,135.16677,-4.246778,-0.011309,0.412105,120.25845,60.734409,-95.672672,5034.706224,,,,,10.0076,,,-13.2144,28.5397,-0.658611,15.24,1.56846,1.062625,-41.337976,-1.412469,-2.898931,10.60024,-3.545711,HOS_HOS,MEI_MEI,JinguStadium,TeamExclusive,NL,20221002-JinguStadium-2,ea4c6ae0-4210-11ed-b915-5f80824ec150,70e1770e-95e0-4420-ba5d-08dce5cfb026,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,147.19546,16.00351,,15.53939,,,,16.726509,-41.717418,5.30012,1.616748,-1.285549,-1.772856,-0.698506,1.166394,-1.449466,0.16093,0.746661,-0.457207,29.579225,0.16093,-1.614179,-3.018477,1.267107,-0.374094,0.096833,-0.024176,0.005347,-0.000764,0.746661,29.141397,-8.755682,1.082212,-0.186486,0.023573,-0.001891,-0.000383,0.000167,-0.457207,-16.250412,2.728997,-0.623318,0.119212,-0.019861,0.003128,-0.000257,-1e-05,,,,,,,,,,,,,,,,,,,,,,,前田 則政,https://youtu.be/eQTsAoWkPgI/&t=2026,22A
65.0,2022/10/2,13:39.9,2022/10/2,13:39.9,5,2,"Kentaro, Shinogi",1000101178,Right,HOS_HOS,"Rui, Muneyama",1000101247,Left,MEI_MEI,Undefined,3,Top,1,0,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,,,"1,2,3",150.59576,-1.62292,-1.922904,2329.204133,199.859969,12:45,1.607457,0.650468,1.738011,-27.7439,55.497,18.905,0.868718,0.293197,134.83919,-3.788271,-0.592928,0.412024,116.4196,25.973051,-163.299267,2339.966409,,,,,21.036168,,,-11.1971,30.4038,-0.602729,15.24,1.563986,1.280894,-41.303072,-1.247821,-2.449328,10.678795,-3.155938,HOS_HOS,MEI_MEI,JinguStadium,TeamExclusive,NL,20221002-JinguStadium-2,fa594de0-4210-11ed-b915-5f80824ec150,70e1770e-95e0-4420-ba5d-08dce5cfb026,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,147.22432,7.256611,,15.75657,,,,16.700534,-41.678978,5.339397,1.605955,-1.136728,-1.577969,-0.649336,1.367113,-1.224664,0.164385,0.803173,-0.280499,30.993808,0.164385,-27.84625,1.972331,0.19925,-0.106743,0.03837,-0.001221,-0.00399,0.001372,0.803173,14.162714,-8.350077,1.216875,-0.266401,0.062731,-0.023427,0.012521,-0.003326,-0.280499,-8.354664,2.059324,-0.558559,0.13877,-0.033809,0.013877,-0.007517,0.001983,,,,,,,,,,,,,,,,,,,,,,,前田 則政,https://youtu.be/eQTsAoWkPgI/&t=2053,22A
66.0,2022/10/2,14:10.1,2022/10/2,14:10.1,5,3,"Kentaro, Shinogi",1000101178,Right,HOS_HOS,"Rui, Muneyama",1000101247,Left,MEI_MEI,Undefined,3,Top,1,0,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,,"1,2,3",149.13823,0.580683,-3.551157,1909.471379,211.366621,1:00,1.616949,0.702533,1.761327,-36.3142,47.7629,27.3276,1.41881,-0.032585,134.37965,-2.181991,-1.630139,0.414089,,,,,,,,,,,,-16.4918,24.5789,-0.614993,15.24,1.628941,2.384757,-40.896952,0.295895,-3.571275,9.685079,-4.484129,HOS_HOS,MEI_MEI,JinguStadium,TeamExclusive,NL,20221002-JinguStadium-2,0c56b640-4211-11ed-b915-5f80824ec150,70e1770e-95e0-4420-ba5d-08dce5cfb026,v3,,,,"Rentaro, Ohgaki",1000089958,Right,HOS_HOS,146.49032,,,14.75859,,,,16.677045,-41.235864,4.84254,1.615841,0.452809,-2.242065,-0.70063,2.509728,-1.785638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,前田 則政,https://youtu.be/eQTsAoWkPgI/&t=2084,22A
