PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,Steal,Runner,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,umpire,URL,season
1,2022/10/9,59:49.6,2022/10/9,59:49.6,1,1,"Kentaro, Shinogi",1000101178,Right,HOS_HOS,"Haruto, Asahi",1000073390,Left,KEI_KEI,Undefined,1,Top,0,0,0,Fastball,Four-Seam,InPlay,Undefined,FlyBall,LineDrive,Out,1,0,,,,151.44942,-2.789349,-2.278643,2194.605756,204.155251,12:45,1.651018,0.558842,1.775682,-25.3669,54.2803,23.3069,0.605741,0.145922,139.71346,-4.724217,-0.635677,0.403032,144.94179,18.473786,-16.433766,2799.070624,31.292325,9.02616,-12.03815,89.25638,86.537649,-28.832548,3.243262,-13.441,30.3285,-0.50381,15.24,1.579719,1.535819,-41.648536,-2.110972,-3.083255,8.224291,-2.849526,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,NL,20221009-JinguStadium-2,34366970-478f-11ed-b56f-7f08b0c545db,b968768c-0e95-4899-94d1-86b8a66a8e87,v3,,,,"Kyoichiro, Murakami",1000073845,Right,HOS_HOS,150.50901,10.276289,,11.73596,,,,16.66473,-41.928932,4.112145,1.650033,-2.013821,-1.424763,-0.557964,1.640938,-1.541627,0.698003,0.627714,-0.149369,126.45928,0.69802,36.626476,-6.669977,1.409342,-0.252574,0.023918,0.003204,-0.001476,0.000162,0.627688,12.7582,-4.341778,0.05391,0.009234,0.016682,-0.01064,0.002791,-0.000272,-0.149381,-10.802186,-1.94987,0.78151,-0.226707,0.049502,-0.007919,0.000767,-3e-05,,,,,,,,,,,,,,,,,,,,,,,松本 知一,https://youtu.be/h4ZFzYq_JSk/&t=244,22A
2,2022/10/9,00:19.0,2022/10/9,00:19.0,2,1,"Kentaro, Shinogi",1000101178,Right,HOS_HOS,"Yusuke, Shimoyama",1000073403,Left,KEI_KEI,Undefined,1,Top,1,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,,,149.26643,-2.495806,-2.536492,2123.836702,206.976939,1:00,1.658043,0.595133,1.740879,-29.983,52.4182,25.4563,0.648371,0.128975,137.61408,-4.757477,-0.746188,0.409941,,,,,,,,,,,,-14.5106,28.9579,-0.532307,15.24,1.592057,1.680928,-41.032442,-1.88994,-3.231083,7.977122,-3.358578,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,NL,20221009-JinguStadium-2,45c75460-478f-11ed-b56f-7f08b0c545db,b968768c-0e95-4899-94d1-86b8a66a8e87,v3,,,,"Kyoichiro, Murakami",1000073845,Right,HOS_HOS,147.97248,,,11.65235,,,,16.699008,-41.315114,3.988561,1.656919,-1.770928,-1.679289,-0.5939,1.795423,-1.615541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,松本 知一,https://youtu.be/h4ZFzYq_JSk/&t=273,22A
3,2022/10/9,00:29.1,2022/10/9,00:29.1,2,2,"Kentaro, Shinogi",1000101178,Right,HOS_HOS,"Yusuke, Shimoyama",1000073403,Left,KEI_KEI,Undefined,1,Top,1,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,150.31579,-1.807468,-4.74445,2056.809688,201.205352,12:45,1.658041,0.618079,1.779264,-27.9336,52.8662,19.6437,0.864745,-0.532597,139.05663,-3.920274,-3.366056,0.405938,,,,,,,,,,,,-13.0527,29.0379,-0.501475,15.24,1.611094,3.327108,-41.277817,-1.402285,-2.952828,7.737975,-3.237594,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,NL,20221009-JinguStadium-2,4bd02120-478f-11ed-b56f-7f08b0c545db,b968768c-0e95-4899-94d1-86b8a66a8e87,v3,,,,"Kyoichiro, Murakami",1000073845,Right,HOS_HOS,149.43167,,,11.25915,,,,16.661528,-41.543443,3.868988,1.657323,-1.291146,-1.618797,-0.617426,3.428472,-1.476414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,松本 知一,https://youtu.be/h4ZFzYq_JSk/&t=283,22A
4,2022/10/9,00:42.9,2022/10/9,00:42.9,2,3,"Kentaro, Shinogi",1000101178,Right,HOS_HOS,"Yusuke, Shimoyama",1000073403,Left,KEI_KEI,Undefined,1,Top,1,1,1,Cutter,Slider,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,,,,138.2834,-0.394718,-1.097312,2361.408656,123.4201,10:00,1.606648,0.671169,1.649319,-81.7445,14.8327,-18.4949,0.676467,0.172841,128.35711,-6.270679,-2.392956,0.443805,114.3986,-49.846807,64.287932,,,,,1.104331,0.789939,21.234391,0.030079,8.7324,8.4584,-0.639787,15.24,1.589023,0.821603,-38.080789,-0.615624,1.677586,6.748416,-8.181705,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,NL,20221009-JinguStadium-2,540b8550-478f-11ed-b56f-7f08b0c545db,b968768c-0e95-4899-94d1-86b8a66a8e87,v3,,,,"Kyoichiro, Murakami",1000073845,Right,HOS_HOS,136.68172,0.733077,,9.92629,,,,16.791181,-38.354694,3.374208,1.60727,-0.283545,-4.090852,-0.671753,0.753513,0.838793,0.761031,0.733077,-0.157264,,0.760883,8.920622,,,,,,,,0.733481,-24.371714,,,,,,,,-0.157571,18.525697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,松本 知一,https://youtu.be/h4ZFzYq_JSk/&t=297,22A
5,2022/10/9,01:13.2,2022/10/9,01:13.2,3,1,"Kentaro, Shinogi",1000101178,Right,HOS_HOS,"Ryuta, Hirose",1000089826,Right,KEI_KEI,Undefined,1,Top,2,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,,,151.10431,-2.706575,-2.495558,2154.489084,203.156803,12:45,1.664033,0.575159,1.73742,-26.4089,54.1448,22.1384,0.629932,0.087317,139.13777,-4.715274,-0.939048,0.405319,,,,,,,,,,,,-12.843,29.9957,-0.513005,15.24,1.592777,1.689974,-41.528091,-2.048625,-2.925499,8.282015,-2.973944,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,NL,20221009-JinguStadium-2,661bd970-478f-11ed-b56f-7f08b0c545db,b968768c-0e95-4899-94d1-86b8a66a8e87,v3,,,,"Kyoichiro, Murakami",1000073845,Right,HOS_HOS,149.65974,,,11.96654,,,,16.702525,-41.818748,4.141008,1.662842,-1.944255,-1.486972,-0.574116,1.792644,-1.46275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,松本 知一,https://youtu.be/h4ZFzYq_JSk/&t=328,22A
6,2022/10/9,01:23.3,2022/10/9,01:23.3,3,2,"Kentaro, Shinogi",1000101178,Right,HOS_HOS,"Ryuta, Hirose",1000089826,Right,KEI_KEI,Undefined,1,Top,2,0,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,FlyBall,Undefined,0,0,,,,149.00667,-2.501727,-1.583721,2086.894787,202.765966,12:45,1.643918,0.584388,1.705401,-28.3285,54.8796,21.982,0.647981,0.353407,137.00933,-4.648858,-0.039806,0.411943,123.48155,31.282947,-41.593695,2702.409484,23.415046,15.476242,-23.997105,83.219009,80.52053,-52.103949,4.004515,-12.2796,30.3352,-0.544818,15.24,1.576414,1.016602,-40.973499,-1.886709,-2.716024,8.276292,-3.097059,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,NL,20221009-JinguStadium-2,6c116c50-478f-11ed-b56f-7f08b0c545db,b968768c-0e95-4899-94d1-86b8a66a8e87,v3,,,,"Kyoichiro, Murakami",1000073845,Right,HOS_HOS,147.25331,16.969616,,11.99734,,,,16.734877,-41.274347,4.138146,1.64295,-1.77413,-1.548529,-0.583566,1.115331,-1.358012,1.047688,0.696062,-0.351532,139.182821,1.047777,21.921347,-4.936718,1.20294,-0.226249,0.033287,-0.006155,0.001261,-0.000111,0.696309,17.802762,-5.221889,0.1472,0.088528,-0.068091,0.024601,-0.004263,0.000281,-0.351639,-19.456936,1.223215,-0.125998,-0.003496,0.003027,0.000323,-0.000271,3e-05,,,,,,,,,,,,,,,,,,,,,,,松本 知一,https://youtu.be/h4ZFzYq_JSk/&t=338,22A
7,2022/10/9,01:48.6,2022/10/9,01:48.6,3,3,"Kentaro, Shinogi",1000101178,Right,HOS_HOS,"Ryuta, Hirose",1000089826,Right,KEI_KEI,Undefined,1,Top,2,0,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,,,,152.0018,-2.600966,-3.620245,2244.978575,206.96903,1:00,1.626433,0.55186,1.707794,-25.3102,55.9238,27.0342,0.631282,-0.209248,137.82796,-4.560761,-1.7262,0.407027,133.34628,25.775194,148.486328,3357.450137,,,,,22.537998,,,-16.4531,31.1339,-0.459502,15.24,1.556591,2.486596,-41.667464,-1.971989,-3.714015,9.695422,-2.77869,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,NL,20221009-JinguStadium-2,7b2d5fa0-478f-11ed-b56f-7f08b0c545db,b968768c-0e95-4899-94d1-86b8a66a8e87,v3,,,,"Kyoichiro, Murakami",1000073845,Right,HOS_HOS,149.03179,9.133775,,14.17384,,,,16.731835,-42.013159,4.847711,1.625137,-1.872913,-1.389345,-0.550524,2.619021,-1.857008,0.46612,0.60556,0.190257,281.239019,0.466121,-28.435967,1.892484,-0.077706,-0.044185,0.183978,-0.421789,0.470753,-0.195479,0.60556,16.106795,-6.841911,0.767714,-0.177753,0.092413,-0.131691,0.134557,-0.053818,0.190257,17.4349,-5.518825,1.098066,-0.30585,0.326249,-0.638201,0.685016,-0.278513,,,,,,,,,,,,,,,,,,,,,,,松本 知一,https://youtu.be/h4ZFzYq_JSk/&t=363,22A
8,2022/10/9,02:08.8,2022/10/9,02:08.8,3,4,"Kentaro, Shinogi",1000101178,Right,HOS_HOS,"Ryuta, Hirose",1000089826,Right,KEI_KEI,Undefined,1,Top,2,0,2,Cutter,Cutter,FoulBall,Undefined,Undefined,,Undefined,0,0,,,,138.79756,-1.332119,-1.418015,2298.395349,178.157327,12:00,1.605842,0.651972,1.745147,-57.8637,39.3752,-1.155,0.648859,0.237793,125.45738,-5.624883,-1.49936,0.445323,,,,,,,,,,,,-0.5583,22.1596,-0.615816,15.24,1.567775,0.949244,-38.118233,-1.102856,-0.104575,8.723668,-5.656176,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,NL,20221009-JinguStadium-2,8733d590-478f-11ed-b56f-7f08b0c545db,b968768c-0e95-4899-94d1-86b8a66a8e87,v3,,,,"Kyoichiro, Murakami",1000073845,Right,HOS_HOS,136.21587,,,13.34018,,,,16.694376,-38.449638,4.361834,1.60559,-0.887983,-2.828088,-0.651952,0.953217,-0.052288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,松本 知一,https://youtu.be/h4ZFzYq_JSk/&t=383,22A
9,2022/10/9,02:37.7,2022/10/9,02:37.7,3,5,"Kentaro, Shinogi",1000101178,Right,HOS_HOS,"Ryuta, Hirose",1000089826,Right,KEI_KEI,Undefined,1,Top,2,0,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,,,,151.51065,-1.485379,-3.390687,2122.246725,202.958977,12:45,1.609763,0.561822,1.783472,-34.4518,45.2902,18.1919,0.843736,-0.217664,139.3542,-4.068319,-2.109763,0.403272,,,,,,,,,,,,-11.3589,24.7351,-0.478976,15.24,1.57041,2.366371,-41.632406,-1.201836,-2.599625,8.351251,-4.145707,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,NL,20221009-JinguStadium-2,986b7cf0-478f-11ed-b56f-7f08b0c545db,b968768c-0e95-4899-94d1-86b8a66a8e87,v3,,,,"Kyoichiro, Murakami",1000073845,Right,HOS_HOS,150.41946,,,12.15645,,,,16.655799,-41.915446,4.175625,1.608762,-1.06133,-2.072853,-0.56067,2.454478,-1.299812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,松本 知一,https://youtu.be/h4ZFzYq_JSk/&t=412,22A
10,2022/10/9,02:57.6,2022/10/9,02:57.6,3,6,"Kentaro, Shinogi",1000101178,Right,HOS_HOS,"Ryuta, Hirose",1000089826,Right,KEI_KEI,Undefined,1,Top,2,0,2,Cutter,Cutter,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,,,,139.17873,-1.755977,-3.845377,2232.493568,160.562193,11:15,1.603226,0.598457,1.729218,-70.1949,25.4934,-7.9779,0.401018,-0.575663,128.2382,-6.843281,-4.404747,0.441758,,,,,,,,,,,,1.4649,15.0322,-0.498835,15.24,1.552666,2.607263,-38.202447,-1.45846,0.280748,7.431689,-6.925715,HOS_HOS,KEI_KEI,JinguStadium,TeamExclusive,NL,20221009-JinguStadium-2,a452f930-478f-11ed-b56f-7f08b0c545db,b968768c-0e95-4899-94d1-86b8a66a8e87,v3,,,,"Kyoichiro, Murakami",1000073845,Right,HOS_HOS,137.31507,,,10.94053,,,,16.710607,-38.487467,3.715844,1.603507,-1.192845,-3.462858,-0.598623,2.596496,0.140374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,松本 知一,https://youtu.be/h4ZFzYq_JSk/&t=432,22A
