PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,Unnamed: 156,Unnamed: 157,umpire,URL,season
1,2022/9/11,00:23.7,2022/9/11,00:23.7,1,1,"Taisei, Shimizu",1000089854,Left,WAS_EDA,"Daiki, Saitoh",1000073731,Right,HOS_HOS,Undefined,1,Top,0,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,137.25866,-1.572868,0.841832,2170.548071,163.398471,11:30,1.716486,-0.569908,1.690524,-44.0437,55.7701,-15.5794,0.827881,-0.485903,124.2212,-4.889055,-0.251881,0.45118,,,,,,,,,,,,8.4715,30.3509,0.548939,15.24,1.671586,-0.472905,-37.682923,-1.18126,1.558075,8.196064,-4.224522,WAS_EDA,HOS_HOS,JinguStadium,Fall,Team,20220911-JinguStadium-1,7f29e4a0-3175-11ed-9676-2fc9f82ac459,c8bae96b-7499-4452-80ca-f2034bc7d204,v3,,,,"Taichi, Inde",1000101222,Right,WAS_EDA,134.44739,,,13.03745,,,,16.748034,-38.009506,4.098032,1.715301,-1.012928,-2.112261,0.56902,-0.534989,0.779038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,山口 智久,https://youtu.be/pT9Pl7VZRdw/&t=157,22A
2,2022/9/11,00:33.0,2022/9/11,00:33.0,1,2,"Taisei, Shimizu",1000089854,Left,WAS_EDA,"Daiki, Saitoh",1000073731,Right,HOS_HOS,Undefined,1,Top,0,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,139.40321,-0.770876,1.873451,2161.574953,155.136682,11:15,1.706127,-0.593972,1.657821,-47.2049,50.5155,-21.7452,1.013935,-0.276541,125.35265,-4.314888,0.350879,0.446424,,,,,,,,,,,,12.3746,26.9908,0.545274,15.24,1.681583,-1.133605,-38.235625,-0.682579,2.33023,8.832706,-4.724063,WAS_EDA,HOS_HOS,JinguStadium,Fall,Team,20220911-JinguStadium-1,84ba9b30-3175-11ed-9676-2fc9f82ac459,c8bae96b-7499-4452-80ca-f2034bc7d204,v3,,,,"Taichi, Inde",1000101222,Right,WAS_EDA,135.87989,,,14.05057,,,,16.780432,-38.589835,4.416353,1.705158,-0.493134,-2.362032,0.592607,-1.227052,1.165115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,山口 智久,https://youtu.be/pT9Pl7VZRdw/&t=166,22A
3,2022/9/11,00:43.8,2022/9/11,00:43.8,1,3,"Taisei, Shimizu",1000089854,Left,WAS_EDA,"Daiki, Saitoh",1000073731,Right,HOS_HOS,Undefined,1,Top,0,1,1,Curveball,Curveball,FoulBall,Undefined,Undefined,,Undefined,0,0,,105.48056,3.697537,1.660012,2239.211217,350.435561,5:45,1.6309,-0.575605,1.64571,-221.9849,-48.7558,9.3379,0.469039,-0.007967,95.36907,-12.177143,2.31514,0.594381,,,,,,,,,,,,-3.1792,-26.4605,0.529663,15.24,1.712635,-0.874684,-28.902968,1.095705,-0.337057,5.642129,-12.61196,WAS_EDA,HOS_HOS,JinguStadium,Fall,Team,20220911-JinguStadium-1,8b32f2a0-3175-11ed-9676-2fc9f82ac459,c8bae96b-7499-4452-80ca-f2034bc7d204,v3,,,,"Taichi, Inde",1000101222,Right,WAS_EDA,102.0557,,,10.1115,,,,16.795497,-29.205037,2.821064,1.635898,1.770926,-6.30598,0.576009,-0.856638,-0.168528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,山口 智久,https://youtu.be/pT9Pl7VZRdw/&t=177,22A
4,2022/9/11,01:00.4,2022/9/11,01:00.4,1,4,"Taisei, Shimizu",1000089854,Left,WAS_EDA,"Daiki, Saitoh",1000073731,Right,HOS_HOS,Undefined,1,Top,0,1,2,Fastball,Four-Seam,BallinDirt,Undefined,Undefined,,Undefined,0,0,,139.19881,-4.122338,2.286934,2287.180863,158.192448,11:15,1.704526,-0.597839,1.708431,-40.4915,55.6578,-21.0281,0.123752,-0.157092,127.74568,-7.136103,0.810216,0.442821,,,,,,,,,,,,12.3131,32.0711,0.539904,15.24,1.593755,-1.420232,-38.176054,-2.893957,2.353129,7.526541,-3.677617,WAS_EDA,HOS_HOS,JinguStadium,Fall,Team,20220911-JinguStadium-1,95004170-3175-11ed-9676-2fc9f82ac459,c8bae96b-7499-4452-80ca-f2034bc7d204,v3,,,,"Taichi, Inde",1000101222,Right,WAS_EDA,136.98547,,,11.45313,,,,16.731519,-38.468988,3.763271,1.703602,-2.750824,-1.838808,0.596961,-1.511816,1.176564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,山口 智久,https://youtu.be/pT9Pl7VZRdw/&t=194,22A
5,2022/9/11,01:17.5,2022/9/11,01:17.5,1,5,"Taisei, Shimizu",1000089854,Left,WAS_EDA,"Daiki, Saitoh",1000073731,Right,HOS_HOS,Undefined,1,Top,0,2,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,139.62727,-2.342745,0.444246,2189.508981,160.026422,11:15,1.717738,-0.551763,1.681949,-44.1744,50.3922,-17.3317,0.607957,-0.598475,129.17976,-5.600421,-0.772185,0.439161,,,,,,,,,,,,9.0533,27.7849,0.541416,15.24,1.652043,-0.209928,-38.416042,-1.735698,1.769261,6.898016,-4.376715,WAS_EDA,HOS_HOS,JinguStadium,Fall,Team,20220911-JinguStadium-1,9f39bf90-3175-11ed-9676-2fc9f82ac459,c8bae96b-7499-4452-80ca-f2034bc7d204,v3,,,,"Taichi, Inde",1000101222,Right,WAS_EDA,138.12709,,,10.44751,,,,16.757972,-38.68765,3.449008,1.716993,-1.563366,-2.188358,0.551053,-0.279592,0.88463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,山口 智久,https://youtu.be/pT9Pl7VZRdw/&t=211,22A
6,2022/9/11,01:30.8,2022/9/11,01:30.8,1,6,"Taisei, Shimizu",1000089854,Left,WAS_EDA,"Daiki, Saitoh",1000073731,Right,HOS_HOS,Undefined,1,Top,0,3,2,Fastball,Four-Seam,BallCalled,Walk,Undefined,,Undefined,0,0,,138.65807,-3.576687,3.740263,2266.690753,168.463283,11:30,1.674652,-0.591044,1.689898,-41.3267,56.5102,-10.8565,0.239081,0.367302,126.46299,-6.66323,2.980834,0.44669,,,,,,,,,,,,8.2129,32.159,0.493075,15.24,1.576758,-2.426521,-37.965703,-2.518308,1.543743,7.837643,-3.761829,WAS_EDA,HOS_HOS,JinguStadium,Fall,Team,20220911-JinguStadium-1,a7226fe0-3175-11ed-9676-2fc9f82ac459,c8bae96b-7499-4452-80ca-f2034bc7d204,v3,,,,"Taichi, Inde",1000101222,Right,WAS_EDA,135.79897,,,12.19508,,,,16.749362,-38.276028,3.918821,1.673519,-2.369362,-1.880914,0.590361,-2.487644,0.771871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,山口 智久,https://youtu.be/pT9Pl7VZRdw/&t=224,22A
7,2022/9/11,02:06.0,2022/9/11,02:06.0,2,1,"Taisei, Shimizu",1000089854,Left,WAS_EDA,"Kazuhiro, Ura",1000089980,Left,HOS_HOS,Undefined,1,Top,0,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,1,137.59284,-1.157694,2.093436,2262.122901,160.770762,11:15,1.69803,-0.583185,1.680528,-46.0402,51.7372,-17.0352,0.907411,-0.156624,126.62358,-4.570268,0.899315,0.446554,,,,,,,,,,,,9.917,27.736,0.528955,15.24,1.663599,-1.296003,-37.834639,-0.930876,1.873068,6.949707,-4.56803,WAS_EDA,HOS_HOS,JinguStadium,Fall,Team,20220911-JinguStadium-1,bc1c7670-3175-11ed-9676-2fc9f82ac459,c8bae96b-7499-4452-80ca-f2034bc7d204,v3,,,,"Taichi, Inde",1000101222,Right,WAS_EDA,135.84024,,,10.96925,,,,16.758915,-38.112622,3.474853,1.697179,-0.748158,-2.284015,0.582292,-1.370924,0.936534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,山口 智久,https://youtu.be/pT9Pl7VZRdw/&t=259,22A
8,2022/9/11,02:22.6,2022/9/11,02:22.6,2,2,"Taisei, Shimizu",1000089854,Left,WAS_EDA,"Kazuhiro, Ura",1000089980,Left,HOS_HOS,Undefined,1,Top,0,0,1,Slider,Slider,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,1,126.71393,1.30338,2.138264,2563.446187,253.40599,2:30,1.622161,-0.708874,1.589016,-108.5833,8.19,16.1367,0.910208,0.065616,116.92369,-6.472338,3.262784,0.488008,,,,,,,,,,,,-6.6371,4.3285,0.647147,15.24,1.649104,-1.378845,-34.829546,0.341267,-1.06057,5.991123,-9.114978,WAS_EDA,HOS_HOS,JinguStadium,Fall,Team,20220911-JinguStadium-1,c60cb690-3175-11ed-9676-2fc9f82ac459,c8bae96b-7499-4452-80ca-f2034bc7d204,v3,,,,"Taichi, Inde",1000101222,Right,WAS_EDA,124.30135,,,9.79025,,,,16.850788,-35.105529,2.995562,1.623713,0.76115,-4.557489,0.709538,-1.32999,-0.530285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,山口 智久,https://youtu.be/pT9Pl7VZRdw/&t=276,22A
9,2022/9/11,02:39.8,2022/9/11,02:39.8,2,3,"Taisei, Shimizu",1000089854,Left,WAS_EDA,"Kazuhiro, Ura",1000089980,Left,HOS_HOS,Undefined,1,Top,0,0,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,1,138.18676,-1.717618,3.525473,2233.61363,158.553478,11:15,1.694652,-0.573165,1.699835,-42.4266,55.2321,-20.4614,0.780355,0.227091,126.25588,-4.893396,2.092436,0.446283,,,,,,,,,,,,12.8229,30.0968,0.482264,15.24,1.646279,-2.232783,-37.921719,-1.284319,2.414408,7.533267,-4.139783,WAS_EDA,HOS_HOS,JinguStadium,Fall,Team,20220911-JinguStadium-1,d03ff320-3175-11ed-9676-2fc9f82ac459,c8bae96b-7499-4452-80ca-f2034bc7d204,v3,,,,"Taichi, Inde",1000101222,Right,WAS_EDA,135.92278,,,11.93088,,,,16.739638,-38.218465,3.766633,1.693658,-1.121246,-2.069892,0.57209,-2.32789,1.207204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,山口 智久,https://youtu.be/pT9Pl7VZRdw/&t=293,22A
10,2022/9/11,03:00.7,2022/9/11,03:00.6,2,4,"Taisei, Shimizu",1000089854,Left,WAS_EDA,"Kazuhiro, Ura",1000089980,Left,HOS_HOS,Undefined,1,Top,0,0,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,1,138.97624,-1.483415,2.830962,2267.930125,167.069284,11:30,1.712082,-0.613868,1.717342,-40.6462,56.4535,-12.1847,0.883178,0.069971,125.84665,-4.558291,1.975918,0.445004,108.03259,30.625824,-165.349903,2890.93095,,,,,20.76885,,,8.3728,30.7672,0.541409,15.24,1.670595,-1.823762,-38.132899,-1.121475,1.578141,8.337952,-4.007505,WAS_EDA,HOS_HOS,JinguStadium,Fall,Team,20220911-JinguStadium-1,dcaca4f0-3175-11ed-9676-2fc9f82ac459,c8bae96b-7499-4452-80ca-f2034bc7d204,v3,,,,"Taichi, Inde",1000101222,Right,WAS_EDA,136.31353,8.84556,,13.12959,,,,16.721791,-38.455535,4.168976,1.710991,-0.966405,-2.003752,0.613161,-1.884828,0.78907,0.298893,0.834294,-0.062079,42.120989,0.298893,-24.983613,1.559376,-0.067498,-0.012006,0.016428,-0.013154,0.009628,-0.002969,0.834294,15.287495,-7.568944,0.804471,-0.173545,0.043256,-0.025128,0.016545,-0.004922,-0.062079,-6.53108,1.9547,-0.506154,0.125218,-0.043768,0.036198,-0.025882,0.007898,,,,,,,,,,,,,,,,,,,,,,,,,山口 智久,https://youtu.be/pT9Pl7VZRdw/&t=314,22A
11,2022/9/11,03:24.9,2022/9/11,03:24.9,2,5,"Taisei, Shimizu",1000089854,Left,WAS_EDA,"Kazuhiro, Ura",1000089980,Left,HOS_HOS,Undefined,1,Top,0,0,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,1,139.08208,-2.394428,4.413537,2181.252878,160.091754,11:15,1.688492,-0.614782,1.723475,-40.1396,56.862,-19.3833,0.604037,0.448459,126.32794,-5.421415,3.056698,0.444779,,,,,,,,,,,,13.0759,31.5591,0.50214,15.24,1.623497,-2.84014,-38.085868,-1.726487,2.468041,8.042742,-3.849965,WAS_EDA,HOS_HOS,JinguStadium,Fall,Team,20220911-JinguStadium-1,eb21d0f0-3175-11ed-9676-2fc9f82ac459,c8bae96b-7499-4452-80ca-f2034bc7d204,v3,,,,"Taichi, Inde",1000101222,Right,WAS_EDA,136.38238,,,12.75414,,,,16.715511,-38.396193,4.021371,1.687246,-1.577938,-1.924983,0.613562,-2.935368,1.23402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,山口 智久,https://youtu.be/pT9Pl7VZRdw/&t=338,22A
12,2022/9/11,03:47.1,2022/9/11,03:47.2,2,6,"Taisei, Shimizu",1000089854,Left,WAS_EDA,"Kazuhiro, Ura",1000089980,Left,HOS_HOS,Undefined,1,Top,0,1,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,1,137.1682,-1.514026,3.069755,2093.987662,158.626295,11:15,1.692823,-0.605993,1.689184,-48.097,51.3277,-18.8056,0.77985,0.081232,125.04995,-5.09383,1.752424,0.4503,137.42965,68.708461,-101.171613,,,,,,57.29829,,,11.7323,28.0168,0.526405,15.24,1.649059,-1.924273,-37.649445,-1.168238,2.170725,7.642054,-4.622938,WAS_EDA,HOS_HOS,JinguStadium,Fall,Team,20220911-JinguStadium-1,f8705740-3175-11ed-9676-2fc9f82ac459,c8bae96b-7499-4452-80ca-f2034bc7d204,v3,,,,"Taichi, Inde",1000101222,Right,WAS_EDA,134.71018,29.495497,,12.11825,,,,16.750203,-37.954747,3.821027,1.692041,-0.983551,-2.311469,0.605013,-2.010994,1.085363,,,,202.325142,6.756352,-2.685708,1.884628,0.01469,-0.068387,0.031554,-0.009461,0.002041,-0.000213,-0.557813,35.56926,-13.178582,2.546363,-0.679998,0.178531,-0.04378,0.008188,-0.000789,-0.084295,-13.599161,2.69126,-0.762186,0.211767,-0.058168,0.014667,-0.002774,0.000271,,,,,,,,,,,,,,,,,,,,,,,,,山口 智久,https://youtu.be/pT9Pl7VZRdw/&t=360,22A
13,2022/9/11,04:18.5,2022/9/11,04:18.5,2,7,"Taisei, Shimizu",1000089854,Left,WAS_EDA,"Kazuhiro, Ura",1000089980,Left,HOS_HOS,Undefined,1,Top,0,1,2,Fastball,Four-Seam,InPlay,Undefined,LineDrive,LineDrive,Out,1,0,1,134.60142,-1.6519,2.621605,2091.411536,166.481057,11:30,1.689013,-0.559824,1.684499,-48.3676,54.2882,-12.2843,0.734022,0.064852,123.48351,-5.240443,1.760894,0.457558,165.8143,14.849043,-2.658465,1892.028458,33.398357,8.440056,-2.943564,104.539782,100.309558,-9.628778,3.489947,8.0126,29.5645,0.491364,15.24,1.641431,-1.633125,-36.979651,-1.238463,1.438802,6.96786,-4.49786,WAS_EDA,HOS_HOS,JinguStadium,Fall,Team,20220911-JinguStadium-1,0b1c7630-3176-11ed-9676-2fc9f82ac459,c8bae96b-7499-4452-80ca-f2034bc7d204,v3,,,,"Taichi, Inde",1000101222,Right,WAS_EDA,132.57324,11.037604,,11.11791,,,,16.755186,-37.264055,3.48393,1.688234,-1.054876,-2.24893,0.559221,-1.691852,0.719401,0.26067,0.721578,-0.069796,150.035305,0.260764,44.469837,-8.013255,1.804897,-0.323359,0.041304,-0.00268,-9.5e-05,2.3e-05,0.721378,11.811667,-3.049914,-0.285664,0.04061,0.020789,-0.010403,0.001993,-0.000146,-0.069721,-2.068013,-1.935498,0.587379,-0.120257,0.014448,-0.000414,-0.000115,1.1e-05,,,,,,,,,,,,,,,,,,,,,,,,,山口 智久,https://youtu.be/pT9Pl7VZRdw/&t=392,22A
14,2022/9/11,04:56.2,2022/9/11,04:56.2,3,1,"Taisei, Shimizu",1000089854,Left,WAS_EDA,"Yamato, Nakatsu",1000101189,Left,HOS_HOS,Undefined,1,Top,1,0,0,Slider,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,1,127.21634,-0.227259,3.732038,2416.227468,262.105872,2:45,1.653449,-0.677192,1.592458,-110.8492,5.4625,14.662,0.479698,0.540341,117.64803,-8.125133,4.75218,0.487042,,,,,,,,,,,,-4.837,3.9002,0.570822,15.24,1.637057,-2.348209,-34.924415,-0.599932,-0.775118,6.181882,-9.181641,WAS_EDA,HOS_HOS,JinguStadium,Fall,Team,20220911-JinguStadium-1,219cf5b0-3176-11ed-9676-2fc9f82ac459,c8bae96b-7499-4452-80ca-f2034bc7d204,v3,,,,"Taichi, Inde",1000101222,Right,WAS_EDA,124.54779,,,9.56831,,,,16.847604,-35.207823,3.090941,1.654912,-0.179,-4.590821,0.677661,-2.312674,-0.387559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,山口 智久,https://youtu.be/pT9Pl7VZRdw/&t=430,22A
