PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,umpire,URL,season
1,2022/10/1,01:52.5,2022/10/1,01:52.5,1,1,"Minoru, Makita",1000089793,Right,MEI_MEI,"Shuta, Miyazaki",1000073809,Left,HOS_HOS,Undefined,1,Top,0,0,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,143.24082,-0.62853,-1.486077,2255.511139,221.971233,1:30,1.634663,0.336481,1.856626,-48.7402,39.5216,33.2045,0.96999,0.249454,131.69368,-4.255981,0.868811,0.424269,,,,,,,,,,,,-18.0807,21.6114,-0.303617,15.24,1.616763,0.859899,-39.443133,-0.606571,-3.703314,7.724895,-5.380159,MEI_MEI,HOS_HOS,JinguStadium,Undefined,Team,20221001-JinguStadium-1,02ee9f80-412d-11ed-aba0-47c48907c2ce,9924e488-46ca-4a1a-a480-929ba6cdc8d8,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,142.97549,,,11.54714,,,,16.583204,-39.705327,3.862447,1.634252,-0.423961,-2.690079,-0.334936,0.985595,-1.851657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安 秀明,https://youtu.be/vge5mJGvN_E/&t=217,22A
2,2022/10/1,02:06.8,2022/10/1,02:06.8,1,2,"Minoru, Makita",1000089793,Right,MEI_MEI,"Shuta, Miyazaki",1000073809,Left,HOS_HOS,Undefined,1,Top,0,0,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,,142.48335,-1.360853,-1.931122,2143.953768,204.430734,12:45,1.657188,0.335853,1.82426,-34.7279,55.2236,23.8191,0.925178,0.028295,130.45899,-4.001476,-0.246354,0.428311,128.43226,76.368054,-132.221831,5567.149163,,,,,9.704221,,,-13.6241,30.2235,-0.291002,15.24,1.622147,1.20526,-39.199328,-1.038651,-2.74566,7.92065,-3.715735,MEI_MEI,HOS_HOS,JinguStadium,Undefined,Team,20221001-JinguStadium-1,0b7d7ae0-412d-11ed-aba0-47c48907c2ce,9924e488-46ca-4a1a-a480-929ba6cdc8d8,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,141.62621,27.783298,,12.02437,,,,16.615647,-39.476314,3.960325,1.656196,-0.908712,-1.857868,-0.334829,1.301276,-1.37283,0.599591,0.89344,-0.022692,6.583163,0.599591,-5.650317,-2.455886,1.144756,-0.346757,0.09275,-0.02416,0.005777,-0.000866,0.89344,34.670639,-9.886806,1.417417,-0.271135,0.048576,-0.014443,0.006308,-0.001526,-0.022692,-6.226663,-0.392221,0.414151,-0.150412,0.043119,-0.010402,0.00177,-0.000125,,,,,,,,,,,,,,,,,,,,,,,安 秀明,https://youtu.be/vge5mJGvN_E/&t=231,22A
3,2022/10/1,02:34.7,2022/10/1,02:34.7,1,3,"Minoru, Makita",1000089793,Right,MEI_MEI,"Shuta, Miyazaki",1000073809,Left,HOS_HOS,Undefined,1,Top,0,0,2,Splitter,Splitter,BallCalled,Undefined,Undefined,,Undefined,0,0,,129.2582,0.164198,0.094806,885.400591,225.714752,1:30,1.697416,0.188419,1.589294,-98.4896,14.4702,11.1318,0.75958,0.326909,118.34007,-6.922894,0.872283,0.479973,,,,,,,,,,,,-5.4764,8.2227,-0.192126,15.24,1.693224,-0.114258,-35.525491,-0.310723,-0.902483,6.780891,-8.451588,MEI_MEI,HOS_HOS,JinguStadium,Undefined,Team,20221001-JinguStadium-1,1c2d54a0-412d-11ed-aba0-47c48907c2ce,9924e488-46ca-4a1a-a480-929ba6cdc8d8,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,126.38217,,,10.91813,,,,16.850055,-35.83149,3.390446,1.69864,0.07067,-4.225794,-0.187889,-0.073531,-0.451242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安 秀明,https://youtu.be/vge5mJGvN_E/&t=259,22A
4,2022/10/1,02:55.5,2022/10/1,02:55.5,1,4,"Minoru, Makita",1000089793,Right,MEI_MEI,"Shuta, Miyazaki",1000073809,Left,HOS_HOS,Undefined,1,Top,0,1,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,145.92904,-0.457467,-0.450702,2300.516525,214.375691,1:15,1.645436,0.355344,1.823845,-38.6627,47.2587,30.4803,1.129564,0.532819,133.20883,-3.376273,1.706697,0.418606,,,,,,,,,,,,-15.9148,25.3871,-0.346466,15.24,1.631832,0.158924,-40.159771,-0.449342,-3.355629,8.569151,-4.453766,MEI_MEI,HOS_HOS,JinguStadium,Undefined,Team,20221001-JinguStadium-1,2884d0c0-412d-11ed-aba0-47c48907c2ce,9924e488-46ca-4a1a-a480-929ba6cdc8d8,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,144.90952,,,12.72021,,,,16.615575,-40.452221,4.284575,1.644574,-0.297343,-2.226883,-0.353844,0.273446,-1.677814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安 秀明,https://youtu.be/vge5mJGvN_E/&t=280,22A
5,2022/10/1,03:18.1,2022/10/1,03:18.1,1,5,"Minoru, Makita",1000089793,Right,MEI_MEI,"Shuta, Miyazaki",1000073809,Left,HOS_HOS,Undefined,1,Top,0,2,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,,Undefined,0,0,,145.08964,-1.645708,-2.143316,2209.090461,218.320132,1:15,1.621373,0.330712,1.837239,-42.258,44.4377,32.9807,0.733801,0.055236,132.87184,-4.811761,0.191813,0.420488,136.85832,43.425917,-59.008269,5002.804952,11.484245,25.976829,-31.499821,,50.587148,,,-18.5243,24.8657,-0.2818,15.24,1.579373,1.330007,-39.908993,-1.294562,-3.866939,8.264101,-4.615939,MEI_MEI,HOS_HOS,JinguStadium,Undefined,Team,20221001-JinguStadium-1,35f8e070-412d-11ed-aba0-47c48907c2ce,9924e488-46ca-4a1a-a480-929ba6cdc8d8,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,144.26106,29.24077,,12.2178,,,,16.602733,-40.190188,4.132051,1.62075,-1.137499,-2.30797,-0.329293,1.461584,-1.93347,0.136142,0.711033,-0.009086,139.290699,0.136144,14.216513,-6.639667,2.031064,-0.520735,0.11291,-0.019615,0.002115,-8.8e-05,0.711032,26.133006,-7.019945,0.559481,-0.037261,-0.010626,0.004482,-0.000745,6.7e-05,-0.009085,-23.668269,2.372922,-0.262813,-0.016794,0.020638,-0.006748,0.0013,-0.000119,,,,,,,,,,,,,,,,,,,,,,,安 秀明,https://youtu.be/vge5mJGvN_E/&t=302,22A
6,2022/10/1,03:49.5,2022/10/1,03:49.5,1,6,"Minoru, Makita",1000089793,Right,MEI_MEI,"Shuta, Miyazaki",1000073809,Left,HOS_HOS,Undefined,1,Top,0,2,2,Fastball,Four-Seam,StrikeCalled,Strikeout,Undefined,,Undefined,0,0,,145.10723,-1.314784,-0.559678,2140.521684,209.366349,1:00,1.615882,0.374529,1.817317,-41.074,45.6139,24.1738,0.833474,0.458086,133.05072,-4.391754,1.15094,0.420469,,,,,,,,,,,,-12.7439,25.1012,-0.362578,15.24,1.581309,0.266508,-39.935843,-1.058485,-2.668081,8.149925,-4.551435,MEI_MEI,HOS_HOS,JinguStadium,Undefined,Team,20221001-JinguStadium-1,48b9e6f0-412d-11ed-aba0-47c48907c2ce,9924e488-46ca-4a1a-a480-929ba6cdc8d8,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,144.26749,,,12.0565,,,,16.622172,-40.216921,4.074963,1.615108,-0.901513,-2.275718,-0.373356,0.358526,-1.33404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.79152,,,0.878491,,,,0.708341,1.507188,-0.723065,21.345933,2.205598,-16.686692,0.73247,24.857512,-1.572205,1.522561,4.24825,-3.941989,-0.76596,-20.084357,2.20928,安 秀明,https://youtu.be/vge5mJGvN_E/&t=334,22A
7,2022/10/1,04:20.8,2022/10/1,04:20.8,2,1,"Minoru, Makita",1000089793,Right,MEI_MEI,"Yamato, Nakatsu",1000101189,Left,HOS_HOS,Undefined,1,Top,1,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,144.82318,-0.814284,-1.182188,2150.66019,205.414973,12:45,1.633819,0.367049,1.793933,-37.7041,49.5008,22.2653,1.026246,0.255061,132.76422,-3.653329,0.390609,0.421721,,,,,,,,,,,,-12.1699,26.6822,-0.339518,15.24,1.611172,0.708333,-39.857518,-0.693149,-2.540354,8.042372,-4.236986,MEI_MEI,HOS_HOS,JinguStadium,Undefined,Team,20221001-JinguStadium-1,5b4ed460-412d-11ed-aba0-47c48907c2ce,9924e488-46ca-4a1a-a480-929ba6cdc8d8,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,143.83915,,,12.05896,,,,16.645652,-40.140145,4.021186,1.632915,-0.544252,-2.118493,-0.365979,0.797607,-1.270177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安 秀明,https://youtu.be/vge5mJGvN_E/&t=365,22A
8,2022/10/1,04:35.0,2022/10/1,04:35.0,2,2,"Minoru, Makita",1000089793,Right,MEI_MEI,"Yamato, Nakatsu",1000101189,Left,HOS_HOS,Undefined,1,Top,1,1,0,Cutter,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,,134.72359,-2.366937,-0.855904,2169.114749,128.720592,10:15,1.623746,0.317401,1.762934,-85.6453,15.3693,-15.5031,0.095643,-0.080357,124.92412,-8.541136,-1.951208,0.453886,,,,,,,,,,,,7.4485,10.2203,-0.294725,15.24,1.557981,0.62523,-37.071862,-1.871826,1.347675,6.824847,-7.957456,MEI_MEI,HOS_HOS,JinguStadium,Undefined,Team,20221001-JinguStadium-1,63d17ac0-412d-11ed-aba0-47c48907c2ce,9924e488-46ca-4a1a-a480-929ba6cdc8d8,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,133.64589,,,9.79947,,,,16.677496,-37.335564,3.412423,1.624366,-1.564361,-3.978728,-0.317877,0.573158,0.673838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安 秀明,https://youtu.be/vge5mJGvN_E/&t=379,22A
9,2022/10/1,05:02.6,2022/10/1,05:02.6,2,3,"Minoru, Makita",1000089793,Right,MEI_MEI,"Yamato, Nakatsu",1000101189,Left,HOS_HOS,Undefined,1,Top,1,2,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,145.00755,-2.34537,-0.773941,2214.40791,207.3709,1:00,1.61883,0.322629,1.7983,-37.9037,49.7302,24.2559,0.575732,0.346186,132.25548,-5.202973,0.940524,0.422757,,,,,,,,,,,,-12.9261,27.99,-0.305298,15.24,1.55871,0.41268,-39.855455,-1.75754,-2.678869,8.59923,-4.005864,MEI_MEI,HOS_HOS,JinguStadium,Undefined,Team,20221001-JinguStadium-1,7445ab10-412d-11ed-aba0-47c48907c2ce,9924e488-46ca-4a1a-a480-929ba6cdc8d8,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,143.48673,,,12.75207,,,,16.640936,-40.156584,4.299615,1.6178,-1.617262,-2.002932,-0.321392,0.506489,-1.339435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安 秀明,https://youtu.be/vge5mJGvN_E/&t=407,22A
10,2022/10/1,05:19.1,2022/10/1,05:19.1,2,4,"Minoru, Makita",1000089793,Right,MEI_MEI,"Yamato, Nakatsu",1000101189,Left,HOS_HOS,Undefined,1,Top,1,2,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,FlyBall,Undefined,0,0,,144.44818,-0.975223,-1.247353,2196.095886,204.127776,12:45,1.628451,0.343743,1.817778,-43.321,44.1381,18.5754,0.919539,0.176924,132.43194,-4.214351,0.066822,0.422335,117.5486,35.77651,-48.654593,4003.557947,18.921793,17.335344,-27.678369,74.71381,66.770891,-61.93728,4.015565,-10.4202,24.1743,-0.314859,15.24,1.601978,0.773114,-39.757515,-0.830268,-2.161971,8.084924,-4.791017,MEI_MEI,HOS_HOS,JinguStadium,Undefined,Team,20221001-JinguStadium-1,7e1cbde0-412d-11ed-aba0-47c48907c2ce,9924e488-46ca-4a1a-a480-929ba6cdc8d8,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,143.63003,17.924914,,12.01623,,,,16.622043,-40.037575,4.042462,1.627864,-0.664308,-2.395509,-0.342936,0.848004,-1.080986,0.156424,0.896208,-0.177152,135.505859,0.156908,17.487565,-4.791993,1.224454,-0.216416,0.022468,-0.004371,0.001455,-0.000157,0.896439,19.081442,-5.887973,0.246574,0.129712,-0.106876,0.038407,-0.006575,0.000429,-0.177466,-19.879412,1.286688,-0.018662,-0.110145,0.059364,-0.016174,0.002177,-0.000113,,,,,,,,,,,,,,,,,,,,,,,安 秀明,https://youtu.be/vge5mJGvN_E/&t=423,22A
