PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,Steal,Runner,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,umpire,URL,season
1,2022/10/1,59:28.1,2022/10/1,59:28.1,1,1,"Shunsuke, Izawa",1000073948,Right,TOK,"Toyo, Kumada",1000089879,Left,WAS_EDA,Undefined,1,Top,0,0,0,Fastball,Cutter,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,,,138.35736,-1.490752,-0.147793,2256.065174,186.084722,12:15,1.711478,0.218142,1.876022,-52.0548,42.7991,4.246,0.771043,0.218983,126.79916,-5.371764,0.153835,0.439827,,,,,,,,,,,,-2.2873,24.0596,-0.214967,15.24,1.673711,0.077946,-38.074604,-1.166297,-0.434382,7.555545,-5.237458,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20221001-JinguStadium-2,d4411fa0-4145-11ed-bea4-87db771a6fde,d76bb5dc-be4d-483d-9d90-4593503fe876,v3,,,,"Taiki, Matsuoka",1000073870,Right,TOK,137.91776,,,11.5582,,,,16.56316,-38.336274,3.777772,1.710962,-0.984909,-2.618729,-0.217927,0.09299,-0.217191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,浅田 祐太朗,https://youtu.be/ea5eEpCv0WM/&t=179,22A
2,2022/10/1,59:39.8,2022/10/1,59:39.8,1,2,"Shunsuke, Izawa",1000073948,Right,TOK,"Toyo, Kumada",1000089879,Left,WAS_EDA,Undefined,1,Top,0,0,1,Splitter,Changeup,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,,,128.65252,-1.640372,-0.089774,1472.904149,209.460627,1:00,1.765946,0.131803,1.710422,-72.4502,39.8459,20.4649,0.574651,0.310912,117.95016,-6.937352,1.349932,0.478561,,,,,,,,,,,,-10.3961,22.46,-0.131058,15.24,1.717678,-0.041642,-35.363583,-1.278505,-1.699634,6.647428,-6.134725,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20221001-JinguStadium-2,db32ecd0-4145-11ed-bea4-87db771a6fde,d76bb5dc-be4d-483d-9d90-4593503fe876,v3,,,,"Taiki, Matsuoka",1000073870,Right,TOK,126.75506,,,10.70236,,,,16.728658,-35.642313,3.323714,1.765893,-1.021272,-3.067363,-0.130806,0.029625,-0.849817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,浅田 祐太朗,https://youtu.be/ea5eEpCv0WM/&t=191,22A
3,2022/10/1,59:52.8,2022/10/1,59:52.8,1,3,"Shunsuke, Izawa",1000073948,Right,TOK,"Toyo, Kumada",1000089879,Left,WAS_EDA,Undefined,1,Top,0,0,2,Slider,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,127.41719,1.638557,1.546666,2442.38153,87.45407,9:00,1.698591,0.175044,1.553791,-113.6757,2.3736,-23.9588,1.032761,0.379798,117.27411,-6.486979,-0.121565,0.486492,,,,,,,,,,,,12.9081,1.1821,-0.217206,15.24,1.735053,-0.826881,-35.024676,0.51522,2.083462,6.127503,-9.615847,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20221001-JinguStadium-2,e2ee99b0-4145-11ed-bea4-87db771a6fde,d76bb5dc-be4d-483d-9d90-4593503fe876,v3,,,,"Taiki, Matsuoka",1000073870,Right,TOK,124.68849,,,10.14308,,,,16.886212,-35.311503,3.063751,1.7004,0.965337,-4.807923,-0.176217,-0.924408,1.041731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,浅田 祐太朗,https://youtu.be/ea5eEpCv0WM/&t=204,22A
4,2022/10/1,00:07.9,2022/10/1,00:07.9,1,4,"Shunsuke, Izawa",1000073948,Right,TOK,"Toyo, Kumada",1000089879,Left,WAS_EDA,Undefined,1,Top,0,1,2,Curveball,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,115.02793,2.365985,2.165018,2132.697328,47.819378,7:30,1.747228,0.077421,1.56485,-163.457,-19.4914,-26.7392,0.792633,0.431744,105.2703,-9.282938,0.300898,0.541856,,,,,,,,,,,,14.8407,-9.8557,-0.136758,15.24,1.799792,-1.072071,-31.571754,0.660624,1.922478,5.588111,-11.083367,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20221001-JinguStadium-2,ebf6c3c0-4145-11ed-bea4-87db771a6fde,d76bb5dc-be4d-483d-9d90-4593503fe876,v3,,,,"Taiki, Matsuoka",1000073870,Right,TOK,111.94852,,,9.75763,,,,16.875449,-31.859909,2.794055,1.750992,1.232146,-5.541684,-0.07892,-1.171205,0.961239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,浅田 祐太朗,https://youtu.be/ea5eEpCv0WM/&t=219,22A
5,2022/10/1,00:24.4,2022/10/1,00:24.4,1,5,"Shunsuke, Izawa",1000073948,Right,TOK,"Toyo, Kumada",1000089879,Left,WAS_EDA,Undefined,1,Top,0,2,2,Fastball,Four-Seam,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,,,,140.74508,-2.887101,-0.770538,2361.527055,195.888707,12:30,1.673969,0.20315,1.877823,-46.0219,46.1454,12.2717,0.400081,0.108898,128.60273,-6.332963,0.101366,0.433554,161.78394,-6.862243,-9.612299,,,,,3.430239,3.430239,-10.751566,0.0712,-6.9119,26.896,-0.186075,15.24,1.604323,0.461608,-38.684906,-2.102697,-1.349023,8.130418,-4.557258,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20221001-JinguStadium-2,f5bebb60-4145-11ed-bea4-87db771a6fde,d76bb5dc-be4d-483d-9d90-4593503fe876,v3,,,,"Taiki, Matsuoka",1000073870,Right,TOK,139.91345,0.382569,,12.14235,,,,16.561602,-38.961677,4.065209,1.673262,-1.947562,-2.278629,-0.20257,0.50753,-0.674511,0.23571,0.382569,-0.109093,180.0,0.235371,44.021167,,,,,,,,0.38261,-5.373153,,,,,,,,-0.109035,-7.455344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,浅田 祐太朗,https://youtu.be/ea5eEpCv0WM/&t=235,22A
6,2022/10/1,00:53.7,2022/10/1,00:53.7,2,1,"Shunsuke, Izawa",1000073948,Right,TOK,"Taichi, Inde",1000101222,Right,WAS_EDA,Undefined,1,Top,1,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,113.18853,4.423818,1.265914,2093.617635,42.088539,7:30,1.760261,0.118433,1.554787,-167.8675,-18.6109,-21.2374,1.354962,0.269692,103.04321,-7.560553,-0.21106,0.551723,,,,,,,,,,,,11.382,-10.8046,-0.152777,15.24,1.872022,-0.58907,-31.012972,1.745427,1.424199,5.342541,-11.15859,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20221001-JinguStadium-2,07408b20-4146-11ed-bea4-87db771a6fde,d76bb5dc-be4d-483d-9d90-4593503fe876,v3,,,,"Taiki, Matsuoka",1000073870,Right,TOK,109.94641,,,10.14531,,,,16.885353,-31.29513,2.67127,1.764278,2.334751,-5.579295,-0.11968,-0.664287,0.7121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,浅田 祐太朗,https://youtu.be/ea5eEpCv0WM/&t=264,22A
7,2022/10/1,01:05.9,2022/10/1,01:05.9,2,2,"Shunsuke, Izawa",1000073948,Right,TOK,"Taichi, Inde",1000101222,Right,WAS_EDA,Undefined,1,Top,1,1,0,Fastball,Cutter,FoulBall,Undefined,Undefined,,Undefined,0,0,,,,137.03239,-1.432474,-1.324496,2462.687057,181.735603,12:00,1.71221,0.130808,1.815907,-58.1282,39.1439,1.0958,0.725852,-0.232664,125.90506,-5.724875,-1.246969,0.445399,110.05902,32.258659,156.34514,3334.242233,,,,,21.813961,,,-1.4691,22.0136,-0.098832,15.24,1.673629,0.866644,-37.705944,-1.152697,-0.274079,7.290318,-5.699617,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20221001-JinguStadium-2,0e7fb500-4146-11ed-bea4-87db771a6fde,d76bb5dc-be4d-483d-9d90-4593503fe876,v3,,,,"Taiki, Matsuoka",1000073870,Right,TOK,136.19263,10.092762,,11.12733,,,,16.623873,-37.972569,3.645159,1.711974,-0.944249,-2.849808,-0.130711,0.876668,-0.13704,0.473983,0.734903,0.22822,306.683737,0.473983,-23.680882,1.369233,-0.062026,0.000156,0.001659,0.004363,-0.003588,0.001094,0.734903,16.317541,-7.270704,0.737714,-0.154328,0.025525,0.000628,-0.003361,0.00118,0.22822,10.372933,-2.510435,0.494446,-0.104495,0.012489,0.005724,-0.00632,0.002003,,,,,,,,,,,,,,,,,,,,,,,浅田 祐太朗,https://youtu.be/ea5eEpCv0WM/&t=277,22A
8,2022/10/1,01:20.7,2022/10/1,01:20.7,2,3,"Shunsuke, Izawa",1000073948,Right,TOK,"Taichi, Inde",1000101222,Right,WAS_EDA,Undefined,1,Top,1,1,1,Slider,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,,,,124.18463,-0.355417,-1.151869,2477.660763,82.450189,8:45,1.670461,0.226947,1.653419,-121.7776,-1.3804,-36.3178,0.351198,-0.465113,115.40626,-9.044814,-3.699858,0.495522,,,,,,,,,,,,17.6326,0.5211,-0.192658,15.24,1.650609,0.851844,-34.185872,-0.69705,2.711676,5.830444,-9.726516,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20221001-JinguStadium-2,175cb060-4146-11ed-bea4-87db771a6fde,d76bb5dc-be4d-483d-9d90-4593503fe876,v3,,,,"Taiki, Matsuoka",1000073870,Right,TOK,122.41636,,,8.77837,,,,16.787211,-34.44874,2.915222,1.672151,-0.258526,-4.863258,-0.228308,0.729587,1.355838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,浅田 祐太朗,https://youtu.be/ea5eEpCv0WM/&t=291,22A
9,2022/10/1,01:35.7,2022/10/1,01:35.7,2,4,"Shunsuke, Izawa",1000073948,Right,TOK,"Taichi, Inde",1000101222,Right,WAS_EDA,Undefined,1,Top,1,2,1,Fastball,Cutter,StrikeSwinging,Undefined,Undefined,,Undefined,0,0,,,,139.24142,-0.424417,-0.333151,2307.971373,182.712412,12:00,1.736888,0.152782,1.920902,-52.6726,39.9898,1.7647,1.090976,0.076875,128.01716,-4.354873,-0.207467,0.434717,,,,,,,,,,,,-1.1353,21.9256,-0.145427,15.24,1.72429,0.214786,-38.355851,-0.46053,-0.21977,7.345942,-5.562358,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20221001-JinguStadium-2,204e6c40-4146-11ed-bea4-87db771a6fde,d76bb5dc-be4d-483d-9d90-4593503fe876,v3,,,,"Taiki, Matsuoka",1000073870,Right,TOK,139.53914,,,11.22426,,,,16.518554,-38.599944,3.672971,1.736522,-0.275702,-2.781179,-0.152685,0.222089,-0.109885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,浅田 祐太朗,https://youtu.be/ea5eEpCv0WM/&t=306,22A
10,2022/10/1,01:50.2,2022/10/1,01:50.2,2,5,"Shunsuke, Izawa",1000073948,Right,TOK,"Taichi, Inde",1000101222,Right,WAS_EDA,Undefined,1,Top,1,2,2,Fastball,Cutter,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,,,,141.53767,-1.258758,-2.17606,2519.334621,172.749119,11:45,1.729463,0.132821,1.844788,-45.9307,45.3581,-5.4021,0.914695,-0.535452,129.36492,-4.69708,-2.558413,0.431483,,,,,,,,,,,,1.2247,25.1084,-0.080913,15.24,1.696619,1.505352,-38.912438,-1.010495,0.242435,8.04421,-4.836227,TOK,WAS_EDA,JinguStadium,TeamExclusive,Team,20221001-JinguStadium-2,28e2c5e0-4146-11ed-bea4-87db771a6fde,d76bb5dc-be4d-483d-9d90-4593503fe876,v3,,,,"Taiki, Matsuoka",1000073870,Right,TOK,140.585,,,12.17275,,,,16.594337,-39.191415,4.022105,1.728755,-0.842772,-2.418114,-0.132974,1.496945,0.121218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.75265,2.767922,1.823488,0.944434,-0.47556,0.838256,0.576166,-0.909739,1.573978,1.768415,19.649927,2.282435,18.382308,-0.876023,23.362323,-1.707256,1.589667,4.468393,-3.946054,1.79418,18.822866,-1.319611,浅田 祐太朗,https://youtu.be/ea5eEpCv0WM/&t=321,22A
