PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,umpire,URL,season
1,2022/9/26,01:06.0,2022/9/26,01:06.0,1,1,"Seiga, Fujie",1000101238,Left,MEI_MEI,"Toyo, Kumada",1000089879,Left,WAS_EDA,Undefined,1,Top,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,140.7067,-0.500896,2.886881,2091.057375,148.449819,11:00,1.703095,-0.622874,1.589676,-47.4068,48.852,-27.9295,1.085288,-0.074105,127.16204,-4.029604,0.941556,0.443072,,,,,,,,,,,,16.0554,25.6714,0.544144,15.24,1.6849,-1.791324,-38.582876,-0.518404,3.099019,8.512532,-4.851544,MEI_MEI,WAS_EDA,JinguStadium,Undefined,Team,20220926-JinguStadium-1,1495d0b0-3d3f-11ed-accd-27523b962fec,5ffd2a04-9d36-4a1e-ac64-f648ff458a11,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,136.90764,,,13.54466,,,,16.84899,-38.936249,4.256266,1.70224,-0.317006,-2.425772,0.621176,-1.91997,1.54951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,松本 知一,https://youtu.be/pEcCOAD_-hQ/&t=286,22A
2,2022/9/26,01:16.9,2022/9/26,01:16.9,1,2,"Seiga, Fujie",1000101238,Left,MEI_MEI,"Toyo, Kumada",1000089879,Left,WAS_EDA,Undefined,1,Top,0,1,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,138.42709,-2.393192,3.670262,2029.76778,153.674112,11:00,1.713692,-0.575155,1.666973,-45.9271,52.5114,-24.3051,0.569973,0.230152,125.80229,-5.816745,1.971354,0.448061,,,,,,,,,,,,14.958,29.2194,0.478729,15.24,1.645773,-2.307157,-37.932577,-1.752138,2.800355,7.984377,-4.33637,MEI_MEI,WAS_EDA,JinguStadium,Undefined,Team,20220926-JinguStadium-1,1b028f60-3d3f-11ed-accd-27523b962fec,5ffd2a04-9d36-4a1e-ac64-f648ff458a11,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,135.3833,,,12.6248,,,,16.772163,-38.253721,3.992188,1.712739,-1.577723,-2.168185,0.573792,-2.419791,1.400177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,松本 知一,https://youtu.be/pEcCOAD_-hQ/&t=296,22A
3,2022/9/26,01:30.4,2022/9/26,01:30.4,1,3,"Seiga, Fujie",1000101238,Left,MEI_MEI,"Toyo, Kumada",1000089879,Left,WAS_EDA,Undefined,1,Top,0,1,1,Curveball,Curveball,FoulBall,Undefined,Undefined,Popup,Undefined,0,0,,114.40839,1.952261,1.680487,1897.554213,298.32396,4:00,1.663607,-0.541003,1.391081,-162.9707,-13.879,35.001,0.600637,0.29659,104.67061,-9.542171,4.094186,0.551418,91.51316,65.362632,-134.206714,5285.732078,,,,36.761083,26.590087,-140.503145,3.879753,-15.8524,-7.0312,0.483644,15.24,1.706933,-1.083342,-31.378331,0.398167,-2.020639,5.705604,-10.702895,MEI_MEI,WAS_EDA,JinguStadium,Undefined,Team,20220926-JinguStadium-1,232d2ab0-3d3f-11ed-accd-27523b962fec,5ffd2a04-9d36-4a1e-ac64-f648ff458a11,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,110.00719,20.346599,,9.73777,,,,17.049316,-31.705616,2.852802,1.666485,1.012108,-5.351448,0.542462,-0.967434,-1.01032,0.687492,0.639565,-0.275713,14.908476,0.686899,-7.372913,-1.28153,0.840647,-0.32736,0.092226,-0.013045,0.000312,6.2e-05,0.639956,23.092407,-7.922081,0.728638,0.09461,-0.148947,0.055286,-0.009338,0.000603,-0.276119,-7.584224,0.524667,0.095861,-0.159027,0.086588,-0.023724,0.003211,-0.000172,,,,,,,,,,,,,,,,,,,,,,,松本 知一,https://youtu.be/pEcCOAD_-hQ/&t=309,22A
4,2022/9/26,01:56.2,2022/9/26,01:56.2,1,4,"Seiga, Fujie",1000101238,Left,MEI_MEI,"Toyo, Kumada",1000089879,Left,WAS_EDA,Undefined,1,Top,0,1,2,Fastball,Four-Seam,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,,142.91184,-1.961615,3.999393,2155.437836,146.369831,11:00,1.738727,-0.578893,1.644576,-44.9081,48.669,-30.0375,0.72775,0.264961,128.44341,-5.326278,1.903716,0.436857,143.32679,-28.392556,-14.538809,,,,,1.396274,1.396274,-23.81555,0.034811,18.3174,27.0191,0.472602,15.24,1.681653,-2.569962,-39.109208,-1.508241,3.606898,9.27852,-4.48628,MEI_MEI,WAS_EDA,JinguStadium,Undefined,Team,20220926-JinguStadium-1,3272ed20-3d3f-11ed-accd-27523b962fec,5ffd2a04-9d36-4a1e-ac64-f648ff458a11,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,138.85544,0.660293,,14.46842,,,,16.794123,-39.476196,4.63926,1.737798,-1.330798,-2.24314,0.577072,-2.712624,1.803449,0.094932,0.660293,-0.25715,180.0,0.094569,33.967222,,,,,,,,0.660496,-18.967693,,,,,,,,-0.257055,-8.809072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,松本 知一,https://youtu.be/pEcCOAD_-hQ/&t=334,22A
5,2022/9/26,02:27.6,2022/9/26,02:27.5,2,1,"Seiga, Fujie",1000101238,Left,MEI_MEI,"Masaki, Nakamura",1000089877,Right,WAS_EDA,Undefined,1,Top,1,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,,102.49089,7.358414,0.424028,1944.167631,334.267099,5:15,1.699623,-0.493108,1.432705,-232.3009,-44.6161,24.6619,1.517494,-0.1238,92.55479,-9.047997,2.121735,0.618684,,,,,,,,,,,,-11.5262,-25.1989,0.477198,15.24,1.90301,-0.314023,-27.930745,2.733361,-1.161185,4.615689,-12.345268,MEI_MEI,WAS_EDA,JinguStadium,Undefined,Team,20220926-JinguStadium-1,45377610-3d3f-11ed-accd-27523b962fec,5ffd2a04-9d36-4a1e-ac64-f648ff458a11,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,98.04675,,,9.9361,,,,17.008796,-28.221534,2.307845,1.70631,3.511112,-6.172634,0.494677,-0.240868,-0.580592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,松本 知一,https://youtu.be/pEcCOAD_-hQ/&t=365,22A
6,2022/9/26,02:38.3,2022/9/26,02:38.3,2,2,"Seiga, Fujie",1000101238,Left,MEI_MEI,"Masaki, Nakamura",1000089877,Right,WAS_EDA,Undefined,1,Top,1,1,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,LineDrive,Undefined,0,0,,140.83686,-1.604641,2.818573,2175.385571,156.558205,11:15,1.737853,-0.55112,1.637446,-41.8719,53.845,-21.866,0.859915,0.036307,127.20716,-4.753134,1.291067,0.441824,105.25528,21.243648,160.715152,1594.518445,-32.14953,4.094213,9.514391,44.716207,20.870553,164.385373,1.900423,13.1822,29.2629,0.476016,15.24,1.690605,-1.784104,-38.61499,-1.231077,2.542937,8.691117,-4.161647,MEI_MEI,WAS_EDA,JinguStadium,Undefined,Team,20220926-JinguStadium-1,4b87ac10-3d3f-11ed-accd-27523b962fec,5ffd2a04-9d36-4a1e-ac64-f648ff458a11,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,137.29454,5.36731,,13.6297,,,,16.801506,-38.964855,4.345558,1.736791,-1.063548,-2.080824,0.549896,-1.886471,1.271469,0.153204,0.816342,-0.048122,307.259217,0.153203,-25.721676,1.814752,-0.181185,0.021688,0.008321,-0.005799,0.002111,-0.000309,0.816342,10.593797,-6.591013,0.578153,-0.11905,0.023277,-0.004216,0.000879,-0.000102,-0.048121,8.999954,-1.869651,0.368981,-0.07839,0.009507,0.000516,-0.000647,0.000122,,,,,,,,,,,,,,,,,,,,,,,松本 知一,https://youtu.be/pEcCOAD_-hQ/&t=376,22A
7,2022/9/26,02:54.9,2022/9/26,02:54.9,2,3,"Seiga, Fujie",1000101238,Left,MEI_MEI,"Masaki, Nakamura",1000089877,Right,WAS_EDA,Undefined,1,Top,1,1,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,141.67004,-3.652073,3.910887,2117.895477,149.571343,11:00,1.746031,-0.556254,1.598911,-46.1325,48.7198,-26.7113,0.234768,0.298584,129.12278,-7.052305,2.051752,0.439824,,,,,,,,,,,,16.2311,27.9899,0.449152,15.24,1.639532,-2.506542,-38.765509,-2.659926,3.18035,8.183132,-4.322279,MEI_MEI,WAS_EDA,JinguStadium,Undefined,Team,20220926-JinguStadium-1,556b1af0-3d3f-11ed-accd-27523b962fec,5ffd2a04-9d36-4a1e-ac64-f648ff458a11,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,137.91892,,,12.54726,,,,16.840551,-39.101915,4.091566,1.745228,-2.482239,-2.16114,0.554883,-2.637285,1.590175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,松本 知一,https://youtu.be/pEcCOAD_-hQ/&t=393,22A
8,2022/9/26,03:12.2,2022/9/26,03:12.1,2,4,"Seiga, Fujie",1000101238,Left,MEI_MEI,"Masaki, Nakamura",1000089877,Right,WAS_EDA,Undefined,1,Top,1,2,1,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Popup,Out,1,0,,140.45793,-1.280579,3.477929,2212.597691,148.239036,11:00,1.712486,-0.568817,1.565645,-46.4789,50.0868,-28.9881,0.879414,0.140743,127.58506,-4.725272,1.463323,0.443778,101.92295,51.740069,33.228681,4766.809716,24.404362,20.917124,22.990249,49.626485,43.774263,45.814845,4.362259,16.9978,26.8272,0.472186,15.24,1.671747,-2.182813,-38.508157,-1.043258,3.283327,8.144312,-4.624671,MEI_MEI,WAS_EDA,JinguStadium,Undefined,Team,20220926-JinguStadium-1,5fb64c50-3d3f-11ed-accd-27523b962fec,5ffd2a04-9d36-4a1e-ac64-f648ff458a11,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,136.68992,22.55412,,12.87287,,,,16.873679,-38.852136,4.072156,1.711685,-0.847932,-2.312335,0.567307,-2.321486,1.641663,0.256295,0.883313,-0.136701,207.369857,0.258132,14.619227,-3.644086,0.612427,0.23113,-0.19998,0.060022,-0.008352,0.000448,0.883008,22.23372,-6.476817,0.46673,0.010365,-0.062617,0.027407,-0.00504,0.000339,-0.136831,9.608986,-0.320935,-0.063646,0.032678,-0.009076,0.002562,-0.000506,4e-05,,,,,,,,,,,,,,,,,,,,,,,松本 知一,https://youtu.be/pEcCOAD_-hQ/&t=410,22A
9,2022/9/26,03:53.7,2022/9/26,03:53.7,3,1,"Seiga, Fujie",1000101238,Left,MEI_MEI,"Takuya, Nakagawa",1000074092,Left,WAS_EDA,Undefined,1,Top,2,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,,118.82247,0.478787,3.08575,2102.78769,298.149731,4:00,1.642672,-0.578098,1.550863,-144.395,-10.2457,26.5921,0.336467,0.57513,110.13028,-9.742975,4.934852,0.523057,,,,,,,,,,,,-11.0976,-4.2217,0.486467,15.24,1.642811,-1.880805,-32.637051,-0.308897,-1.548379,5.558297,-10.395673,MEI_MEI,WAS_EDA,JinguStadium,Undefined,Team,20220926-JinguStadium-1,788799a0-3d3f-11ed-accd-27523b962fec,5ffd2a04-9d36-4a1e-ac64-f648ff458a11,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,115.97214,,,8.6922,,,,16.889607,-32.91679,2.779149,1.645191,0.214299,-5.197837,0.579164,-1.802877,-0.77419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,松本 知一,https://youtu.be/pEcCOAD_-hQ/&t=451,22A
10,2022/9/26,04:05.0,2022/9/26,04:05.0,3,2,"Seiga, Fujie",1000101238,Left,MEI_MEI,"Takuya, Nakagawa",1000074092,Left,WAS_EDA,Undefined,1,Top,2,1,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,GroundBall,Undefined,0,0,,140.79332,-1.205375,2.398574,2065.664972,144.388222,10:45,1.718779,-0.572021,1.56163,-50.2771,45.2152,-30.1938,0.869611,-0.184965,128.62298,-4.89945,0.297229,0.441305,141.09283,-23.191432,92.035683,,,,,2.392056,0.999855,70.68283,0.058641,16.8178,24.3002,0.506302,15.24,1.679735,-1.457876,-38.665073,-1.020117,3.290471,7.864969,-5.052216,MEI_MEI,WAS_EDA,JinguStadium,Undefined,Team,20220926-JinguStadium-1,7f37f100-3d3f-11ed-accd-27523b962fec,5ffd2a04-9d36-4a1e-ac64-f648ff458a11,v3,,,,"Kaito, Mino",1000073560,Right,MEI_MEI,137.45597,0.907497,,12.17034,,,,16.878225,-38.996885,3.932484,1.718276,-0.806971,-2.526108,0.570736,-1.596696,1.645235,0.866529,0.907497,0.140501,,0.866561,-1.283119,,,,,,,,0.907886,-15.475486,,,,,,,,0.139592,36.099136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,松本 知一,https://youtu.be/pEcCOAD_-hQ/&t=463,22A
