count,PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,DetectedShift,1B_PositionAtReleaseX,1B_PositionAtReleaseZ,2B_PositionAtReleaseX,2B_PositionAtReleaseZ,3B_PositionAtReleaseX,3B_PositionAtReleaseZ,SS_PositionAtReleaseX,SS_PositionAtReleaseZ,LF_PositionAtReleaseX,LF_PositionAtReleaseZ,CF_PositionAtReleaseX,CF_PositionAtReleaseZ,RF_PositionAtReleaseX,RF_PositionAtReleaseZ,umpire,pitchcount,PitchNo.1,Date(opensen),time1,time2,time3,PAofInning(opensen),PitchofPA(opensen),Pitcher(opensen),PitcherThrows(opensen),PitcherTeam(opensen),dajun,Batter(opensen),BatterSide(opensen),BatterTeam(opensen),Inning(opensen),Top/Bottom(opensen),Outs(opensen),Balls(opensen),Strikes(opensen),TaggedPitchType(opensen),PitchCall(opensen),KorBB(opensen),TaggedHitType(opensen),PlayResult(opensen),OutsOnPlay(opensen),RunsScored(opensen),memo,RelSpeed(opensen),PlateLocHeight(opensen),PlateLocSide(opensen),caught_distance,caught_direction,HomeTeam(opensen),hometeam_color,hometeam_abb,AwayTeam(opensen),awayteam_color,awayteam_abb,Stadium(opensen),Level(opensen),League(opensen),fielding_alignment,Notes(opensen),on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa
10,10,2024/11/14,0:23:09,3,2,"Kinji, Nakazawa",1000326179,Right,RIK,"Mikito, Ogata",,Left,WAS_EDA,Undefined,1,Top,1,0,1,,,FoulBall,Undefined,FlyBall,Undefined,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIK,WAS_EDA,JinguStadium,TeamExclusive,Team,20241114-JinguStadium-2,,,,,,,,,,,,253e34ed-0a6c-42a5-9067-01132cbd9544,2024/11/14,08:41.7,,,,,,,,"Tomoya, Ochiai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,萩原 俊幸,10,10,2024/11/14,1389.501615,1389.501617,1731553610,3,2,中澤,Right,RIK,3,尾形,Left,WAS_EDA,1,Top,1,0,1,Undefined,FoulBall,Undefined,FlyBall,Undefined,0,0,,,,,,,RIK,#101f56,立教,WAS_EDA,#470004,早稲田,JinguStadium,フレッシュ,秋季フレッシュ,Normal,2,,壽田,,Undefined,,,,,,2431873010,ファール,,,,1196,https://www.youtube.com/watch?v=BxfTYrCRKyw&list=PLpT5et22VCDga75v-2AVixApdLlP6CEUi&index=6&t=1196,落合,丸山,村本,原野,青峰,木津,森永,住井,"木津,住井,落合,丸山,新垣,村本,青峰,原野,森永","壽田,山根,尾形,寺尾,岡西,髙橋海,渥美,岩﨑遼,三戸","中澤,落合,丸山,村本,原野,青峰,木津,森永,住井","越井,尾形,髙橋海,山根,岡西,岩﨑遼,寺尾,三戸,壽田","R,L,L,R,L,R,L,R,L,R","R,L,R,L,R,L,R,L,R,L"
11,11,2024/11/14,0:23:40,3,3,"Kinji, Nakazawa",1000326179,Right,RIK,"Mikito, Ogata",,Left,WAS_EDA,Undefined,1,Top,1,0,2,,,FoulBall,Undefined,GroundBall,Undefined,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIK,WAS_EDA,JinguStadium,TeamExclusive,Team,20241114-JinguStadium-2,,,,,,,,,,,,253e34ed-0a6c-42a5-9067-01132cbd9544,2024/11/14,09:12.7,,,,,,,,"Tomoya, Ochiai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,萩原 俊幸,11,11,2024/11/14,1420.838384,1420.838386,1731553641,3,3,中澤,Right,RIK,3,尾形,Left,WAS_EDA,1,Top,1,0,2,Undefined,FoulBall,Undefined,GroundBall,Undefined,0,0,,,,,,,RIK,#101f56,立教,WAS_EDA,#470004,早稲田,JinguStadium,フレッシュ,秋季フレッシュ,Normal,2,,壽田,,Undefined,,,,,,2431873011,ファール,,,,1227,https://www.youtube.com/watch?v=BxfTYrCRKyw&list=PLpT5et22VCDga75v-2AVixApdLlP6CEUi&index=6&t=1227,落合,丸山,村本,原野,青峰,木津,森永,住井,"木津,住井,落合,丸山,新垣,村本,青峰,原野,森永","壽田,山根,尾形,寺尾,岡西,髙橋海,渥美,岩﨑遼,三戸","中澤,落合,丸山,村本,原野,青峰,木津,森永,住井","越井,尾形,髙橋海,山根,岡西,岩﨑遼,寺尾,三戸,壽田","R,L,L,R,L,R,L,R,L,R","R,L,R,L,R,L,R,L,R,L"
12,12,2024/11/14,0:24:12,3,4,"Kinji, Nakazawa",1000326179,Right,RIK,"Mikito, Ogata",,Left,WAS_EDA,Undefined,1,Top,1,0,2,,,InPlay,Undefined,FlyBall,Out,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIK,WAS_EDA,JinguStadium,TeamExclusive,Team,20241114-JinguStadium-2,,,,,,,,,,,,253e34ed-0a6c-42a5-9067-01132cbd9544,2024/11/14,09:44.7,,,,,,,,"Tomoya, Ochiai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,萩原 俊幸,12,12,2024/11/14,1452.286952,1452.286954,1731553673,3,4,中澤,Right,RIK,3,尾形,Left,WAS_EDA,1,Top,1,0,2,Undefined,InPlay,Undefined,FlyBall,Out,1,0,,,,,,,RIK,#101f56,立教,WAS_EDA,#470004,早稲田,JinguStadium,フレッシュ,秋季フレッシュ,Normal,2,,壽田,,Undefined,,,,7,7,2431873012,左飛,,,,1247,https://www.youtube.com/watch?v=BxfTYrCRKyw&list=PLpT5et22VCDga75v-2AVixApdLlP6CEUi&index=6&t=1247,落合,丸山,村本,原野,青峰,木津,森永,住井,"木津,住井,落合,丸山,新垣,村本,青峰,原野,森永","壽田,山根,尾形,寺尾,岡西,髙橋海,渥美,岩﨑遼,三戸","中澤,落合,丸山,村本,原野,青峰,木津,森永,住井","越井,尾形,髙橋海,山根,岡西,岩﨑遼,寺尾,三戸,壽田","R,L,L,R,L,R,L,R,L,R","R,L,R,L,R,L,R,L,R,L"
13,13,2024/11/14,0:24:54,4,1,"Kinji, Nakazawa",1000326179,Right,RIK,"Kensei, Terao",,Right,WAS_EDA,Undefined,1,Top,2,0,0,,,BallCalled,Undefined,Undefined,Undefined,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIK,WAS_EDA,JinguStadium,TeamExclusive,Team,20241114-JinguStadium-2,,,,,,,,,,,,253e34ed-0a6c-42a5-9067-01132cbd9544,2024/11/14,10:26.7,,,,,,,,"Tomoya, Ochiai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,萩原 俊幸,13,13,2024/11/14,1494.571117,1494.571119,1731553715,4,1,中澤,Right,RIK,4,寺尾,Right,WAS_EDA,1,Top,2,0,0,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,,RIK,#101f56,立教,WAS_EDA,#470004,早稲田,JinguStadium,フレッシュ,秋季フレッシュ,Normal,2,,壽田,,Nothing,,,,,,2431873013,ボール,,,,1283,https://www.youtube.com/watch?v=BxfTYrCRKyw&list=PLpT5et22VCDga75v-2AVixApdLlP6CEUi&index=6&t=1283,落合,丸山,村本,原野,青峰,木津,森永,住井,"木津,住井,落合,丸山,新垣,村本,青峰,原野,森永","壽田,山根,尾形,寺尾,岡西,髙橋海,渥美,岩﨑遼,三戸","中澤,落合,丸山,村本,原野,青峰,木津,森永,住井","越井,尾形,髙橋海,山根,岡西,岩﨑遼,寺尾,三戸,壽田","R,L,L,R,L,R,L,R,L,R","R,L,R,L,R,L,R,L,R,L"
14,14,2024/11/14,0:25:12,4,2,"Kinji, Nakazawa",1000326179,Right,RIK,"Kensei, Terao",,Right,WAS_EDA,Undefined,1,Top,2,1,0,,,FoulBall,Undefined,FlyBall,Undefined,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIK,WAS_EDA,JinguStadium,TeamExclusive,Team,20241114-JinguStadium-2,,,,,,,,,,,,253e34ed-0a6c-42a5-9067-01132cbd9544,2024/11/14,10:44.7,,,,,,,,"Tomoya, Ochiai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,萩原 俊幸,14,14,2024/11/14,1512.164068,1512.16407,1731553732,4,2,中澤,Right,RIK,4,寺尾,Right,WAS_EDA,1,Top,2,1,0,Undefined,FoulBall,Undefined,FlyBall,Undefined,0,0,,,,,,,RIK,#101f56,立教,WAS_EDA,#470004,早稲田,JinguStadium,フレッシュ,秋季フレッシュ,Normal,2,,壽田,,Undefined,,,,,,2431873014,ファール,,,,1301,https://www.youtube.com/watch?v=BxfTYrCRKyw&list=PLpT5et22VCDga75v-2AVixApdLlP6CEUi&index=6&t=1301,落合,丸山,村本,原野,青峰,木津,森永,住井,"木津,住井,落合,丸山,新垣,村本,青峰,原野,森永","壽田,山根,尾形,寺尾,岡西,髙橋海,渥美,岩﨑遼,三戸","中澤,落合,丸山,村本,原野,青峰,木津,森永,住井","越井,尾形,髙橋海,山根,岡西,岩﨑遼,寺尾,三戸,壽田","R,L,L,R,L,R,L,R,L,R","R,L,R,L,R,L,R,L,R,L"
15,15,2024/11/14,0:25:41,4,3,"Kinji, Nakazawa",1000326179,Right,RIK,"Kensei, Terao",,Right,WAS_EDA,Undefined,1,Top,2,1,1,,,BallCalled,Undefined,Undefined,Undefined,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIK,WAS_EDA,JinguStadium,TeamExclusive,Team,20241114-JinguStadium-2,,,,,,,,,,,,253e34ed-0a6c-42a5-9067-01132cbd9544,2024/11/14,11:13.7,,,,,,,,"Tomoya, Ochiai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,萩原 俊幸,15,15,2024/11/14,1541.632354,1541.632356,1731553762,4,3,中澤,Right,RIK,4,寺尾,Right,WAS_EDA,1,Top,2,1,1,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,,RIK,#101f56,立教,WAS_EDA,#470004,早稲田,JinguStadium,フレッシュ,秋季フレッシュ,Normal,2,,壽田,,Nothing,,,,,,2431873015,ボール,,,,1330,https://www.youtube.com/watch?v=BxfTYrCRKyw&list=PLpT5et22VCDga75v-2AVixApdLlP6CEUi&index=6&t=1330,落合,丸山,村本,原野,青峰,木津,森永,住井,"木津,住井,落合,丸山,新垣,村本,青峰,原野,森永","壽田,山根,尾形,寺尾,岡西,髙橋海,渥美,岩﨑遼,三戸","中澤,落合,丸山,村本,原野,青峰,木津,森永,住井","越井,尾形,髙橋海,山根,岡西,岩﨑遼,寺尾,三戸,壽田","R,L,L,R,L,R,L,R,L,R","R,L,R,L,R,L,R,L,R,L"
16,16,2024/11/14,0:26:05,4,4,"Kinji, Nakazawa",1000326179,Right,RIK,"Kensei, Terao",,Right,WAS_EDA,Undefined,1,Top,2,2,1,,,BallCalled,Undefined,Undefined,Undefined,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIK,WAS_EDA,JinguStadium,TeamExclusive,Team,20241114-JinguStadium-2,,,,,,,,,,,,253e34ed-0a6c-42a5-9067-01132cbd9544,2024/11/14,11:37.7,,,,,,,,"Tomoya, Ochiai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,萩原 俊幸,16,16,2024/11/14,1565.101132,1565.101134,1731553785,4,4,中澤,Right,RIK,4,寺尾,Right,WAS_EDA,1,Top,2,2,1,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,,RIK,#101f56,立教,WAS_EDA,#470004,早稲田,JinguStadium,フレッシュ,秋季フレッシュ,Normal,2,,壽田,,Nothing,,,,,,2431873016,ボール,,,,1351,https://www.youtube.com/watch?v=BxfTYrCRKyw&list=PLpT5et22VCDga75v-2AVixApdLlP6CEUi&index=6&t=1351,落合,丸山,村本,原野,青峰,木津,森永,住井,"木津,住井,落合,丸山,新垣,村本,青峰,原野,森永","壽田,山根,尾形,寺尾,岡西,髙橋海,渥美,岩﨑遼,三戸","中澤,落合,丸山,村本,原野,青峰,木津,森永,住井","越井,尾形,髙橋海,山根,岡西,岩﨑遼,寺尾,三戸,壽田","R,L,L,R,L,R,L,R,L,R","R,L,R,L,R,L,R,L,R,L"
17,17,2024/11/14,0:26:25,4,5,"Kinji, Nakazawa",1000326179,Right,RIK,"Kensei, Terao",,Right,WAS_EDA,Undefined,1,Top,2,3,1,,,BallCalled,Walk,Undefined,Undefined,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIK,WAS_EDA,JinguStadium,TeamExclusive,Team,20241114-JinguStadium-2,,,,,,,,,,,,253e34ed-0a6c-42a5-9067-01132cbd9544,2024/11/14,11:57.7,,,,,,,,"Tomoya, Ochiai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,萩原 俊幸,17,17,2024/11/14,1585.096887,1585.096889,1731553805,4,5,中澤,Right,RIK,4,寺尾,Right,WAS_EDA,1,Top,2,3,1,Undefined,BallCalled,Walk,Undefined,Undefined,0,0,,,,,,,RIK,#101f56,立教,WAS_EDA,#470004,早稲田,JinguStadium,フレッシュ,秋季フレッシュ,Normal,2,,壽田,,Nothing,,,,,,2431873017,四球,,,,1373,https://www.youtube.com/watch?v=BxfTYrCRKyw&list=PLpT5et22VCDga75v-2AVixApdLlP6CEUi&index=6&t=1373,落合,丸山,村本,原野,青峰,木津,森永,住井,"木津,住井,落合,丸山,新垣,村本,青峰,原野,森永","壽田,山根,尾形,寺尾,岡西,髙橋海,渥美,岩﨑遼,三戸","中澤,落合,丸山,村本,原野,青峰,木津,森永,住井","越井,尾形,髙橋海,山根,岡西,岩﨑遼,寺尾,三戸,壽田","R,L,L,R,L,R,L,R,L,R","R,L,R,L,R,L,R,L,R,L"
18,18,2024/11/14,0:26:59,5,1,"Kinji, Nakazawa",1000326179,Right,RIK,"Yuya, Okanishi",,Left,WAS_EDA,Undefined,1,Top,2,0,0,,,FoulBall,Undefined,LineDrive,Undefined,0,0,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIK,WAS_EDA,JinguStadium,TeamExclusive,Team,20241114-JinguStadium-2,,,,,,,,,,,,253e34ed-0a6c-42a5-9067-01132cbd9544,2024/11/14,12:31.7,,,,,,,,"Tomoya, Ochiai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,萩原 俊幸,18,18,2024/11/14,1619.454614,1619.454616,1731553840,5,1,中澤,Right,RIK,5,岡西,Left,WAS_EDA,1,Top,2,0,0,Undefined,FoulBall,Undefined,LineDrive,Undefined,0,0,,,,,,,RIK,#101f56,立教,WAS_EDA,#470004,早稲田,JinguStadium,フレッシュ,秋季フレッシュ,Normal,"1,2",寺尾,壽田,,Undefined,,,,,,2431873018,ファール,,,,1391,https://www.youtube.com/watch?v=BxfTYrCRKyw&list=PLpT5et22VCDga75v-2AVixApdLlP6CEUi&index=6&t=1391,落合,丸山,村本,原野,青峰,木津,森永,住井,"木津,住井,落合,丸山,新垣,村本,青峰,原野,森永","壽田,山根,尾形,寺尾,岡西,髙橋海,渥美,岩﨑遼,三戸","中澤,落合,丸山,村本,原野,青峰,木津,森永,住井","越井,尾形,髙橋海,山根,岡西,岩﨑遼,寺尾,三戸,壽田","R,L,L,R,L,R,L,R,L,R","R,L,R,L,R,L,R,L,R,L"
19,19,2024/11/14,0:27:26,5,2,"Kinji, Nakazawa",1000326179,Right,RIK,"Yuya, Okanishi",,Left,WAS_EDA,Undefined,1,Top,2,0,1,,,BallCalled,Undefined,Undefined,Undefined,0,0,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIK,WAS_EDA,JinguStadium,TeamExclusive,Team,20241114-JinguStadium-2,,,,,,,,,,,,253e34ed-0a6c-42a5-9067-01132cbd9544,2024/11/14,12:58.7,,,,,,,,"Tomoya, Ochiai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,萩原 俊幸,19,19,2024/11/14,1646.954109,1646.954111,1731553867,5,2,中澤,Right,RIK,5,岡西,Left,WAS_EDA,1,Top,2,0,1,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,,RIK,#101f56,立教,WAS_EDA,#470004,早稲田,JinguStadium,フレッシュ,秋季フレッシュ,Normal,"1,2",寺尾,壽田,,Nothing,,,,,,2431873019,ボール,,,,1418,https://www.youtube.com/watch?v=BxfTYrCRKyw&list=PLpT5et22VCDga75v-2AVixApdLlP6CEUi&index=6&t=1418,落合,丸山,村本,原野,青峰,木津,森永,住井,"木津,住井,落合,丸山,新垣,村本,青峰,原野,森永","壽田,山根,尾形,寺尾,岡西,髙橋海,渥美,岩﨑遼,三戸","中澤,落合,丸山,村本,原野,青峰,木津,森永,住井","越井,尾形,髙橋海,山根,岡西,岩﨑遼,寺尾,三戸,壽田","R,L,L,R,L,R,L,R,L,R","R,L,R,L,R,L,R,L,R,L"
20,20,2024/11/14,0:27:45,5,3,"Kinji, Nakazawa",1000326179,Right,RIK,"Yuya, Okanishi",,Left,WAS_EDA,Undefined,1,Top,2,1,1,,,StrikeCalled,Undefined,Undefined,Undefined,0,0,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIK,WAS_EDA,JinguStadium,TeamExclusive,Team,20241114-JinguStadium-2,,,,,,,,,,,,253e34ed-0a6c-42a5-9067-01132cbd9544,2024/11/14,13:17.7,,,,,,,,"Tomoya, Ochiai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,萩原 俊幸,20,20,2024/11/14,1665.708531,1665.708532,1731553886,5,3,中澤,Right,RIK,5,岡西,Left,WAS_EDA,1,Top,2,1,1,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,,,,RIK,#101f56,立教,WAS_EDA,#470004,早稲田,JinguStadium,フレッシュ,秋季フレッシュ,Normal,"1,2",寺尾,壽田,,Nothing,,,,,,2431873020,見逃し,,,,1437,https://www.youtube.com/watch?v=BxfTYrCRKyw&list=PLpT5et22VCDga75v-2AVixApdLlP6CEUi&index=6&t=1437,落合,丸山,村本,原野,青峰,木津,森永,住井,"木津,住井,落合,丸山,新垣,村本,青峰,原野,森永","壽田,山根,尾形,寺尾,岡西,髙橋海,渥美,岩﨑遼,三戸","中澤,落合,丸山,村本,原野,青峰,木津,森永,住井","越井,尾形,髙橋海,山根,岡西,岩﨑遼,寺尾,三戸,壽田","R,L,L,R,L,R,L,R,L,R","R,L,R,L,R,L,R,L,R,L"
21,21,2024/11/14,0:28:08,5,4,"Kinji, Nakazawa",1000326179,Right,RIK,"Yuya, Okanishi",,Left,WAS_EDA,Undefined,1,Top,2,1,2,,,InPlay,Undefined,GroundBall,Out,1,0,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIK,WAS_EDA,JinguStadium,TeamExclusive,Team,20241114-JinguStadium-2,,,,,,,,,,,,253e34ed-0a6c-42a5-9067-01132cbd9544,2024/11/14,13:40.7,,,,,,,,"Tomoya, Ochiai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,萩原 俊幸,21,21,2024/11/14,1688.669837,1688.669839,1731553909,5,4,中澤,Right,RIK,5,岡西,Left,WAS_EDA,1,Top,2,1,2,Undefined,InPlay,Undefined,GroundBall,Out,1,0,,,,,,,RIK,#101f56,立教,WAS_EDA,#470004,早稲田,JinguStadium,フレッシュ,秋季フレッシュ,Normal,"1,2",寺尾,壽田,,Undefined,,,,"3,1","3,1A",2431873021,一ゴ,,,,1460,https://www.youtube.com/watch?v=BxfTYrCRKyw&list=PLpT5et22VCDga75v-2AVixApdLlP6CEUi&index=6&t=1460,落合,丸山,村本,原野,青峰,木津,森永,住井,"木津,住井,落合,丸山,新垣,村本,青峰,原野,森永","壽田,山根,尾形,寺尾,岡西,髙橋海,渥美,岩﨑遼,三戸","中澤,落合,丸山,村本,原野,青峰,木津,森永,住井","越井,尾形,髙橋海,山根,岡西,岩﨑遼,寺尾,三戸,壽田","R,L,L,R,L,R,L,R,L,R","R,L,R,L,R,L,R,L,R,L"
22,22,2024/11/14,0:30:21,1,1,"Soichiro, Koshii",1000242753,Right,WAS_EDA,"Toshiya, Kizu",,Left,RIK,Undefined,1,Bottom,0,0,0,,,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIK,WAS_EDA,JinguStadium,TeamExclusive,Team,20241114-JinguStadium-2,,,,,,,,,,,,253e34ed-0a6c-42a5-9067-01132cbd9544,2024/11/14,14:53.7,,,,,,,,"Mikito, Ogata",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,萩原 俊幸,1,22,2024/11/14,1821.865425,1821.865427,1731554042,1,1,越井,Right,WAS_EDA,1,木津,Left,RIK,1,Bottom,0,0,0,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,,RIK,#101f56,立教,WAS_EDA,#470004,早稲田,JinguStadium,フレッシュ,秋季フレッシュ,Normal,,,,,Nothing,,,,,,2431873022,ボール,,,,1535,https://www.youtube.com/watch?v=BxfTYrCRKyw&list=PLpT5et22VCDga75v-2AVixApdLlP6CEUi&index=6&t=1535,尾形,髙橋海,山根,岡西,岩﨑遼,寺尾,三戸,壽田,"木津,住井,落合,丸山,新垣,村本,青峰,原野,森永","壽田,山根,尾形,寺尾,岡西,髙橋海,渥美,岩﨑遼,三戸","中澤,落合,丸山,村本,原野,青峰,木津,森永,住井","越井,尾形,髙橋海,山根,岡西,岩﨑遼,寺尾,三戸,壽田","R,L,L,R,L,R,L,R,L,R","R,L,R,L,R,L,R,L,R,L"
23,23,2024/11/14,0:30:27,1,2,"Soichiro, Koshii",1000242753,Right,WAS_EDA,"Toshiya, Kizu",,Left,RIK,Undefined,1,Bottom,0,1,0,,,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIK,WAS_EDA,JinguStadium,TeamExclusive,Team,20241114-JinguStadium-2,,,,,,,,,,,,253e34ed-0a6c-42a5-9067-01132cbd9544,2024/11/14,14:59.7,,,,,,,,"Mikito, Ogata",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,萩原 俊幸,2,23,2024/11/14,1827.601689,1827.601691,1731554048,1,2,越井,Right,WAS_EDA,1,木津,Left,RIK,1,Bottom,0,1,0,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,,,,,,RIK,#101f56,立教,WAS_EDA,#470004,早稲田,JinguStadium,フレッシュ,秋季フレッシュ,Normal,,,,,Nothing,,,,,,2431873023,見逃し,,,,1543,https://www.youtube.com/watch?v=BxfTYrCRKyw&list=PLpT5et22VCDga75v-2AVixApdLlP6CEUi&index=6&t=1543,尾形,髙橋海,山根,岡西,岩﨑遼,寺尾,三戸,壽田,"木津,住井,落合,丸山,新垣,村本,青峰,原野,森永","壽田,山根,尾形,寺尾,岡西,髙橋海,渥美,岩﨑遼,三戸","中澤,落合,丸山,村本,原野,青峰,木津,森永,住井","越井,尾形,髙橋海,山根,岡西,岩﨑遼,寺尾,三戸,壽田","R,L,L,R,L,R,L,R,L,R","R,L,R,L,R,L,R,L,R,L"
