count,PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PlayID,LocalDateTime,UTCDateTime,DetectedShift,1B_PositionAtReleaseX,1B_PositionAtReleaseZ,2B_PositionAtReleaseX,2B_PositionAtReleaseZ,3B_PositionAtReleaseX,3B_PositionAtReleaseZ,SS_PositionAtReleaseX,SS_PositionAtReleaseZ,LF_PositionAtReleaseX,LF_PositionAtReleaseZ,CF_PositionAtReleaseX,CF_PositionAtReleaseZ,RF_PositionAtReleaseX,RF_PositionAtReleaseZ,unixtime,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,umpire,pitchcount,PitchNo.1,Date(opensen),time1,time2,time3,PAofInning(opensen),PitchofPA(opensen),Pitcher(opensen),PitcherThrows(opensen),PitcherTeam(opensen),dajun,Batter(opensen),BatterSide(opensen),BatterTeam(opensen),Inning(opensen),Top/Bottom(opensen),Outs(opensen),Balls(opensen),Strikes(opensen),TaggedPitchType(opensen),PitchCall(opensen),KorBB(opensen),TaggedHitType(opensen),PlayResult(opensen),OutsOnPlay(opensen),RunsScored(opensen),memo,RelSpeed(opensen),PlateLocHeight(opensen),PlateLocSide(opensen),caught_distance,caught_direction,HomeTeam(opensen),hometeam_color,hometeam_abb,AwayTeam(opensen),awayteam_color,awayteam_abb,Stadium(opensen),Level(opensen),League(opensen),fielding_alignment,Notes(opensen),on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,season
10,11.0,2024/11/11,0:31:22,2024/11/11,0:31:22,1.0,1.0,"Koki, Morimoto",1000242744.0,Left,RIK,"Shintaro, Handa",1000326162.0,Right,MEI_MEI,Undefined,1.0,Bottom,0.0,0.0,0.0,Undefined,,FoulBall,Undefined,FlyBall,,Undefined,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEI_MEI,RIK,JinguStadium,TeamExclusive,Team,20241111-JinguStadium-3,,,,,,,"Haruki, Oyama",1000242828.0,Right,MEI_MEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-11T13:36:00.4560000+09:04,2024-11-11T04:35:20.3599995Z,NoShift,,,,,,,,,,,,,,,1731299412.0,,,,,,,,,浅田 祐太朗,1.0,11.0,2024/11/11,1882.557809,1882.55781,1731299412,1.0,1.0,森本,Left,RIK,1,半田,Right,MEI_MEI,1,Bottom,0,0,0,Undefined,FoulBall,Undefined,FlyBall,Undefined,0,0,,,,,,,MEI_MEI,#4d1f6d,明治,RIK,#101f56,立教,JinguStadium,フレッシュ,秋季フレッシュ,Normal,,,,,Undefined,,,,,,2431571010,ファール,,,,1397.0,https://youtu.be/rvNVRCa2ycU&t=1397,大山,丸山,村本,原野,青峰,木津,森永,住井,"半田,岸本,田上,磯,若狭,河原﨑,内藤,津田,松本哲","木津,住井,落合,丸山,村本,青峰,大山,原野,森永","林,松本哲,内藤,津田,磯,半田,若狭,田上,岸本","森本,大山,丸山,村本,原野,青峰,木津,森永,住井","L,R,L,L,L,R,R,R,L,R","R,L,L,R,L,L,R,R,L,R",24AF
11,12.0,2024/11/11,0:31:37,2024/11/11,0:31:37,1.0,2.0,"Koki, Morimoto",1000242744.0,Left,RIK,"Shintaro, Handa",1000326162.0,Right,MEI_MEI,Undefined,1.0,Bottom,0.0,0.0,1.0,Undefined,,StrikeSwinging,Undefined,Undefined,,Undefined,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEI_MEI,RIK,JinguStadium,TeamExclusive,Team,20241111-JinguStadium-3,,,,,,,"Haruki, Oyama",1000242828.0,Right,MEI_MEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-11T13:36:17.9950000+09:04,2024-11-11T04:35:49.5149995Z,NoShift,,,,,,,,,,,,,,,1731299426.0,,,,,,,,,浅田 祐太朗,2.0,12.0,2024/11/11,1897.46242,1897.462421,1731299426,1.0,2.0,森本,Left,RIK,1,半田,Right,MEI_MEI,1,Bottom,0,0,1,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,,,,,MEI_MEI,#4d1f6d,明治,RIK,#101f56,立教,JinguStadium,フレッシュ,秋季フレッシュ,Normal,,,,,Nothing,,,,,,2431571011,空振り,,,,1406.0,https://youtu.be/rvNVRCa2ycU&t=1406,大山,丸山,村本,原野,青峰,木津,森永,住井,"半田,岸本,田上,磯,若狭,河原﨑,内藤,津田,松本哲","木津,住井,落合,丸山,村本,青峰,大山,原野,森永","林,松本哲,内藤,津田,磯,半田,若狭,田上,岸本","森本,大山,丸山,村本,原野,青峰,木津,森永,住井","L,R,L,L,L,R,R,R,L,R","R,L,L,R,L,L,R,R,L,R",24AF
12,13.0,2024/11/11,0:31:52,2024/11/11,0:31:52,1.0,3.0,"Koki, Morimoto",1000242744.0,Left,RIK,"Shintaro, Handa",1000326162.0,Right,MEI_MEI,Undefined,1.0,Bottom,0.0,0.0,2.0,Undefined,,InPlay,Undefined,FlyBall,,Out,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEI_MEI,RIK,JinguStadium,TeamExclusive,Team,20241111-JinguStadium-3,,,,,,,"Haruki, Oyama",1000242828.0,Right,MEI_MEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-11T13:35:49.5150000+09:03,2024-11-11T04:35:20.3599996Z,NoShift,,,,,,,,,,,,,,,1731299442.0,,,,,,,,,浅田 祐太朗,3.0,13.0,2024/11/11,1912.562255,1912.562255,1731299442,1.0,3.0,森本,Left,RIK,1,半田,Right,MEI_MEI,1,Bottom,0,0,2,Undefined,InPlay,Undefined,FlyBall,Out,1,0,,,,,,,MEI_MEI,#4d1f6d,明治,RIK,#101f56,立教,JinguStadium,フレッシュ,秋季フレッシュ,Normal,,,,,Undefined,,,,9,9,2431571012,右飛,,,,1422.0,https://youtu.be/rvNVRCa2ycU&t=1422,大山,丸山,村本,原野,青峰,木津,森永,住井,"半田,岸本,田上,磯,若狭,河原﨑,内藤,津田,松本哲","木津,住井,落合,丸山,村本,青峰,大山,原野,森永","林,松本哲,内藤,津田,磯,半田,若狭,田上,岸本","森本,大山,丸山,村本,原野,青峰,木津,森永,住井","L,R,L,L,L,R,R,R,L,R","R,L,L,R,L,L,R,R,L,R",24AF
13,14.0,2024/11/11,0:32:20,2024/11/11,0:32:20,2.0,1.0,"Koki, Morimoto",1000242744.0,Left,RIK,"Issa, Kishimoto",1000242815.0,Left,MEI_MEI,Undefined,1.0,Bottom,1.0,0.0,0.0,Undefined,,BallCalled,Undefined,Undefined,,Undefined,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEI_MEI,RIK,JinguStadium,TeamExclusive,Team,20241111-JinguStadium-3,,,,,,,"Haruki, Oyama",1000242828.0,Right,MEI_MEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-11T13:36:00.4560000+09:03,2024-11-11T04:35:49.5149996Z,NoShift,,,,,,,,,,,,,,,1731299470.0,,,,,,,,,浅田 祐太朗,4.0,14.0,2024/11/11,1940.865324,1940.865325,1731299470,2.0,1.0,森本,Left,RIK,2,岸本,Left,MEI_MEI,1,Bottom,1,0,0,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,,MEI_MEI,#4d1f6d,明治,RIK,#101f56,立教,JinguStadium,フレッシュ,秋季フレッシュ,Normal,,,,,Nothing,,,,,,2431571013,ボール,,,,1437.0,https://youtu.be/rvNVRCa2ycU&t=1437,大山,丸山,村本,原野,青峰,木津,森永,住井,"半田,岸本,田上,磯,若狭,河原﨑,内藤,津田,松本哲","木津,住井,落合,丸山,村本,青峰,大山,原野,森永","林,松本哲,内藤,津田,磯,半田,若狭,田上,岸本","森本,大山,丸山,村本,原野,青峰,木津,森永,住井","L,R,L,L,L,R,R,R,L,R","R,L,L,R,L,L,R,R,L,R",24AF
14,15.0,2024/11/11,0:32:34,2024/11/11,0:32:34,2.0,2.0,"Koki, Morimoto",1000242744.0,Left,RIK,"Issa, Kishimoto",1000242815.0,Left,MEI_MEI,Undefined,1.0,Bottom,1.0,1.0,0.0,Undefined,,StrikeSwinging,Undefined,Undefined,,Undefined,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEI_MEI,RIK,JinguStadium,TeamExclusive,Team,20241111-JinguStadium-3,,,,,,,"Haruki, Oyama",1000242828.0,Right,MEI_MEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-11T13:36:17.9950000+09:03,2024-11-11T04:35:20.3599997Z,NoShift,,,,,,,,,,,,,,,1731299483.0,,,,,,,,,浅田 祐太朗,5.0,15.0,2024/11/11,1954.127796,1954.127797,1731299483,2.0,2.0,森本,Left,RIK,2,岸本,Left,MEI_MEI,1,Bottom,1,1,0,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,,,,,MEI_MEI,#4d1f6d,明治,RIK,#101f56,立教,JinguStadium,フレッシュ,秋季フレッシュ,Normal,,,,,Nothing,,,,,,2431571014,空振り,,,,1450.0,https://youtu.be/rvNVRCa2ycU&t=1450,大山,丸山,村本,原野,青峰,木津,森永,住井,"半田,岸本,田上,磯,若狭,河原﨑,内藤,津田,松本哲","木津,住井,落合,丸山,村本,青峰,大山,原野,森永","林,松本哲,内藤,津田,磯,半田,若狭,田上,岸本","森本,大山,丸山,村本,原野,青峰,木津,森永,住井","L,R,L,L,L,R,R,R,L,R","R,L,L,R,L,L,R,R,L,R",24AF
15,16.0,2024/11/11,0:32:45,2024/11/11,0:32:45,2.0,3.0,"Koki, Morimoto",1000242744.0,Left,RIK,"Issa, Kishimoto",1000242815.0,Left,MEI_MEI,Undefined,1.0,Bottom,1.0,1.0,1.0,Undefined,,InPlay,Undefined,Popup,,Out,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEI_MEI,RIK,JinguStadium,TeamExclusive,Team,20241111-JinguStadium-3,,,,,,,"Haruki, Oyama",1000242828.0,Right,MEI_MEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-11T13:35:49.5150000+09:02,2024-11-11T04:35:49.5149997Z,NoShift,,,,,,,,,,,,,,,1731299494.0,,,,,,,,,浅田 祐太朗,6.0,16.0,2024/11/11,1965.378091,1965.378093,1731299494,2.0,3.0,森本,Left,RIK,2,岸本,Left,MEI_MEI,1,Bottom,1,1,1,Undefined,InPlay,Undefined,Popup,Out,1,0,,,,,,,MEI_MEI,#4d1f6d,明治,RIK,#101f56,立教,JinguStadium,フレッシュ,秋季フレッシュ,Normal,,,,,Undefined,,,,4,4,2431571015,二飛,,,,1461.0,https://youtu.be/rvNVRCa2ycU&t=1461,大山,丸山,村本,原野,青峰,木津,森永,住井,"半田,岸本,田上,磯,若狭,河原﨑,内藤,津田,松本哲","木津,住井,落合,丸山,村本,青峰,大山,原野,森永","林,松本哲,内藤,津田,磯,半田,若狭,田上,岸本","森本,大山,丸山,村本,原野,青峰,木津,森永,住井","L,R,L,L,L,R,R,R,L,R","R,L,L,R,L,L,R,R,L,R",24AF
16,17.0,2024/11/11,0:33:12,2024/11/11,0:33:12,3.0,1.0,"Koki, Morimoto",1000242744.0,Left,RIK,"Kai, Tanoue",1000338425.0,Left,MEI_MEI,Undefined,1.0,Bottom,2.0,0.0,0.0,Undefined,,InPlay,Undefined,FlyBall,,Single,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEI_MEI,RIK,JinguStadium,TeamExclusive,Team,20241111-JinguStadium-3,,,,,,,"Haruki, Oyama",1000242828.0,Right,MEI_MEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-11T13:36:00.4560000+09:02,2024-11-11T04:35:20.3599998Z,NoShift,,,,,,,,,,,,,,,1731299522.0,,,,,,,,,浅田 祐太朗,7.0,17.0,2024/11/11,1992.859174,1992.859175,1731299522,3.0,1.0,森本,Left,RIK,3,田上,Left,MEI_MEI,1,Bottom,2,0,0,Undefined,InPlay,Undefined,FlyBall,Single,0,0,,,,,,,MEI_MEI,#4d1f6d,明治,RIK,#101f56,立教,JinguStadium,フレッシュ,秋季フレッシュ,Normal,,,,,Undefined,,,,7,7,2431571016,左安,,,,1477.0,https://youtu.be/rvNVRCa2ycU&t=1477,大山,丸山,村本,原野,青峰,木津,森永,住井,"半田,岸本,田上,磯,若狭,河原﨑,内藤,津田,松本哲","木津,住井,落合,丸山,村本,青峰,大山,原野,森永","林,松本哲,内藤,津田,磯,半田,若狭,田上,岸本","森本,大山,丸山,村本,原野,青峰,木津,森永,住井","L,R,L,L,L,R,R,R,L,R","R,L,L,R,L,L,R,R,L,R",24AF
17,,2024/11/11,0:33:48,2024/11/11,0:33:48,,,"Koki, Morimoto",1000242744.0,Left,RIK,"Keita, Iso",1000338418.0,Left,MEI_MEI,,1.0,Bottom,2.0,,,,,,,,,,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEI_MEI,RIK,JinguStadium,TeamExclusive,Team,20241111-JinguStadium-3,,,,,,,"Haruki, Oyama",1000242828.0,Right,MEI_MEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1731299558.0,,,,,,,,,浅田 祐太朗,,,2024/11/11,2029.499607,2029.499608,1731299558,,,森本,Left,RIK,4,磯,Left,MEI_MEI,1,Bottom,2,0,0,,,,,,0,0,,,,,,,MEI_MEI,#4d1f6d,明治,RIK,#101f56,立教,JinguStadium,フレッシュ,秋季フレッシュ,Normal,1,田上,,,PickOff,,,,"1,3","1,3",2431571017,牽制,,,,1501.0,https://youtu.be/rvNVRCa2ycU&t=1501,大山,丸山,村本,原野,青峰,木津,森永,住井,"半田,岸本,田上,磯,若狭,河原﨑,内藤,津田,松本哲","木津,住井,落合,丸山,村本,青峰,大山,原野,森永","林,松本哲,内藤,津田,磯,半田,若狭,田上,岸本","森本,大山,丸山,村本,原野,青峰,木津,森永,住井","L,R,L,L,L,R,R,R,L,R","R,L,L,R,L,L,R,R,L,R",24AF
18,18.0,2024/11/11,0:34:01,2024/11/11,0:34:01,4.0,1.0,"Koki, Morimoto",1000242744.0,Left,RIK,"Keita, Iso",1000338418.0,Left,MEI_MEI,Undefined,1.0,Bottom,2.0,0.0,0.0,Undefined,,BallCalled,Undefined,Undefined,,Undefined,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEI_MEI,RIK,JinguStadium,TeamExclusive,Team,20241111-JinguStadium-3,,,,,,,"Haruki, Oyama",1000242828.0,Right,MEI_MEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-11T13:36:17.9950000+09:02,2024-11-11T04:35:49.5149998Z,NoShift,,,,,,,,,,,,,,,1731299570.0,,,,,,,,,浅田 祐太朗,8.0,18.0,2024/11/11,2041.148151,2041.148152,1731299570,4.0,1.0,森本,Left,RIK,4,磯,Left,MEI_MEI,1,Bottom,2,0,0,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,,MEI_MEI,#4d1f6d,明治,RIK,#101f56,立教,JinguStadium,フレッシュ,秋季フレッシュ,Normal,1,田上,,,Nothing,,,,,,2431571018,ボール,,,,1513.0,https://youtu.be/rvNVRCa2ycU&t=1513,大山,丸山,村本,原野,青峰,木津,森永,住井,"半田,岸本,田上,磯,若狭,河原﨑,内藤,津田,松本哲","木津,住井,落合,丸山,村本,青峰,大山,原野,森永","林,松本哲,内藤,津田,磯,半田,若狭,田上,岸本","森本,大山,丸山,村本,原野,青峰,木津,森永,住井","L,R,L,L,L,R,R,R,L,R","R,L,L,R,L,L,R,R,L,R",24AF
19,19.0,2024/11/11,0:34:18,2024/11/11,0:34:18,4.0,2.0,"Koki, Morimoto",1000242744.0,Left,RIK,"Keita, Iso",1000338418.0,Left,MEI_MEI,Undefined,1.0,Bottom,2.0,1.0,0.0,Undefined,,BallCalled,Undefined,Undefined,,Undefined,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEI_MEI,RIK,JinguStadium,TeamExclusive,Team,20241111-JinguStadium-3,,,,,,,"Haruki, Oyama",1000242828.0,Right,MEI_MEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-11T13:35:49.5150000+09:01,2024-11-11T04:35:20.3599999Z,NoShift,,,,,,,,,,,,,,,1731299587.0,,,,,,,,,浅田 祐太朗,9.0,19.0,2024/11/11,2058.075943,2058.075943,1731299587,4.0,2.0,森本,Left,RIK,4,磯,Left,MEI_MEI,1,Bottom,2,1,0,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,,MEI_MEI,#4d1f6d,明治,RIK,#101f56,立教,JinguStadium,フレッシュ,秋季フレッシュ,Normal,1,田上,,,Nothing,,,,,,2431571019,ボール,,,,1530.0,https://youtu.be/rvNVRCa2ycU&t=1530,大山,丸山,村本,原野,青峰,木津,森永,住井,"半田,岸本,田上,磯,若狭,河原﨑,内藤,津田,松本哲","木津,住井,落合,丸山,村本,青峰,大山,原野,森永","林,松本哲,内藤,津田,磯,半田,若狭,田上,岸本","森本,大山,丸山,村本,原野,青峰,木津,森永,住井","L,R,L,L,L,R,R,R,L,R","R,L,L,R,L,L,R,R,L,R",24AF
20,20.0,2024/11/11,0:34:35,2024/11/11,0:34:35,4.0,3.0,"Koki, Morimoto",1000242744.0,Left,RIK,"Keita, Iso",1000338418.0,Left,MEI_MEI,Undefined,1.0,Bottom,2.0,2.0,0.0,Undefined,,InPlay,Undefined,FlyBall,,Out,1.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEI_MEI,RIK,JinguStadium,TeamExclusive,Team,20241111-JinguStadium-3,,,,,,,"Haruki, Oyama",1000242828.0,Right,MEI_MEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-11T13:36:00.4560000+09:01,2024-11-11T04:35:49.5149999Z,NoShift,,,,,,,,,,,,,,,1731299604.0,,,,,,,,,浅田 祐太朗,10.0,20.0,2024/11/11,2075.075943,2075.075943,1731299604,4.0,3.0,森本,Left,RIK,4,磯,Left,MEI_MEI,1,Bottom,2,2,0,Undefined,InPlay,Undefined,FlyBall,Out,1,0,,,,,,,MEI_MEI,#4d1f6d,明治,RIK,#101f56,立教,JinguStadium,フレッシュ,秋季フレッシュ,Normal,1,田上,,,Undefined,,,,8,8,2431571020,中飛,,,,1547.0,https://youtu.be/rvNVRCa2ycU&t=1547,大山,丸山,村本,原野,青峰,木津,森永,住井,"半田,岸本,田上,磯,若狭,河原﨑,内藤,津田,松本哲","木津,住井,落合,丸山,村本,青峰,大山,原野,森永","林,松本哲,内藤,津田,磯,半田,若狭,田上,岸本","森本,大山,丸山,村本,原野,青峰,木津,森永,住井","L,R,L,L,L,R,R,R,L,R","R,L,L,R,L,L,R,R,L,R",24AF
21,21.0,2024/11/11,35:20.4,2024/11/11,35:20.4,1.0,1.0,"Kengo, Hayashi",1000338409.0,Right,MEI_MEI,"Yoshiteru, Aomine",1000242837.0,Right,RIK,Undefined,2.0,Top,0.0,0.0,0.0,Fastball,Changeup,InPlay,Undefined,FlyBall,LineDrive,Out,1.0,0.0,,134.98164,-1.743402,-2.639714,1981.18851,207.048406,1:00,1.826089,0.416353,1.943165,-49.2468,51.0701,24.245,0.844057,-0.081961,122.07096,-5.482123,-0.912982,0.452316,160.03279,18.511702,-19.524186,1697.414025,31.128936,10.665638,-12.45455,101.670899,99.367633,-27.03146,3.874557,-14.7943,29.0929,-0.35961,15.24,1.784962,1.601143,-37.077523,-1.274099,-2.625586,8.155468,-4.643467,MEI_MEI,RIK,JinguStadium,TeamExclusive,Team,20241111-JinguStadium-3,5c30ef20-9fe6-11ef-a243-053c2ef75b69,,,,,,"Tetsuro, Matsumoto",1000338433.0,Right,MEI_MEI,134.10985,13.975178,,12.91068,,,,16.496097,-37.352788,4.077734,1.825321,-1.117372,-2.321733,-0.415148,1.689762,-1.312793,0.427887,0.84065,0.083286,148.664874,0.42778,39.7334,-8.553146,2.100366,-0.45349,0.0837,-0.012326,0.00121,-5.2e-05,0.840776,14.109222,-3.551197,-0.311794,0.14698,-0.03223,0.003297,0.000186,-5.2e-05,0.083246,-14.085912,0.360134,0.251383,-0.117365,0.030444,-0.005262,0.000563,-2.9e-05,,,,,,,,,,,,,,,,,,,,,,,587aa437-285a-45ce-9efc-fa373d4b040b,2024-11-11T13:36:17.9950000+09:01,2024-11-11T04:35:20.3600000Z,NoShift,27.86508625,21.86565015,44.61724431,12.29089152,26.9699375,-22.61510162,41.92815802,-13.38058743,73.23243129,-39.97799389,91.44472072,-2.611088671,73.40666346,38.91832129,1731299720.0,High,High,High,High,Medium,,,,浅田 祐太朗,11.0,21.0,2024/11/11,2191.702792,2191.702793,1731299721,1.0,1.0,林,Right,MEI_MEI,6,青峰,Right,RIK,2,Top,0,0,0,Undefined,InPlay,Undefined,FlyBall,Out,1,0,,,,,,,MEI_MEI,#4d1f6d,明治,RIK,#101f56,立教,JinguStadium,フレッシュ,秋季フレッシュ,Normal,,,,,Undefined,,,,7,7,2431571021,左飛,,,,1588.0,https://youtu.be/rvNVRCa2ycU&t=1588,松本哲,内藤,津田,磯,半田,若狭,田上,岸本,"半田,岸本,田上,磯,若狭,河原﨑,内藤,津田,松本哲","木津,住井,落合,丸山,村本,青峰,大山,原野,森永","林,松本哲,内藤,津田,磯,半田,若狭,田上,岸本","森本,大山,丸山,村本,原野,青峰,木津,森永,住井","L,R,L,L,L,R,R,R,L,R","R,L,L,R,L,L,R,R,L,R",24AF
22,22.0,2024/11/11,35:49.5,2024/11/11,35:49.5,2.0,1.0,"Kengo, Hayashi",1000338409.0,Right,MEI_MEI,"haruki, Oyama",1000242828.0,Right,RIK,Undefined,2.0,Top,1.0,0.0,0.0,Curveball,Other,BallCalled,Undefined,Undefined,,Undefined,0.0,0.0,,101.71851,6.691086,-0.266937,2180.257595,41.758903,7:30,1.835889,0.382164,1.583954,-215.0697,-28.7317,-31.3489,1.612274,-0.007854,92.10034,-8.670769,-2.445943,0.616461,,,,,,,,,,,,15.1046,-17.0478,-0.371742,15.24,2.006455,0.259143,-27.772264,2.507046,1.50665,4.508938,-11.507129,MEI_MEI,RIK,JinguStadium,TeamExclusive,Team,20241111-JinguStadium-3,6da7e970-9fe6-11ef-a243-053c2ef75b69,,,,,,"Tetsuro, Matsumoto",1000338433.0,Right,MEI_MEI,98.40042,,,9.61817,,,,16.856716,-28.033516,2.254469,1.84188,3.173778,-5.753565,-0.384228,0.171847,0.753325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9f28f138-f2f9-47ad-b591-7af0a70d9236,2024-11-11T13:35:49.5150000+09:00,2024-11-11T04:35:49.5150000Z,NoShift,26.62406309,21.63370614,43.7996519,14.00865023,26.22863837,-21.8539655,41.57042128,-12.793073,73.16988566,-40.6938399,89.43637515,3.665123898,71.69038317,41.69013614,1731299750.0,High,High,High,,,,,,浅田 祐太朗,12.0,22.0,2024/11/11,2220.778035,2220.778036,1731299750,2.0,1.0,林,Right,MEI_MEI,7,大山,Right,RIK,2,Top,1,0,0,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,,,,,,MEI_MEI,#4d1f6d,明治,RIK,#101f56,立教,JinguStadium,フレッシュ,秋季フレッシュ,Normal,,,,,Nothing,,,,,,2431571022,ボール,,,,1611.0,https://youtu.be/rvNVRCa2ycU&t=1611,松本哲,内藤,津田,磯,半田,若狭,田上,岸本,"半田,岸本,田上,磯,若狭,河原﨑,内藤,津田,松本哲","木津,住井,落合,丸山,村本,青峰,大山,原野,森永","林,松本哲,内藤,津田,磯,半田,若狭,田上,岸本","森本,大山,丸山,村本,原野,青峰,木津,森永,住井","L,R,L,L,L,R,R,R,L,R","R,L,L,R,L,L,R,R,L,R",24AF
