PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,umpire,Catcher Pos,Unnamed: 157,season
1,2021/5/22,01:26.1,2021/5/22,01:26.1,1,1,"Yu, Takeda",1000073601,Right,MEI_MEI,"Satoru, Michihara",1000074062,Left,RIK,Undefined,1,Top,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,144.53986,-2.686404,-4.647334,2096.048711,217.206795,1:15,1.751589,0.713095,1.854113,-44.9529,43.3034,30.6121,0.541493,-0.294118,131.58788,-6.052918,-2.486538,0.424256,,,,,,,,,,,,-19.1771,25.1811,-0.605419,15.24,1.685258,3.066315,-39.602935,-2.01878,-3.918999,8.592454,-4.660694,MEI_MEI,RIK,JinguStadium,Undefined,Team,20210522-JinguStadium-1,38e50d70-ba99-11eb-b1c2-cb505d71687a,f18b1a80-9fd4-43a6-bf43-2d0e785a24f9,v3,,,,"Haruki, Yokoyama",1000126457,Right,MEI_MEI,142.97988,,,12.95198,,,,16.585418,-39.893776,4.296227,1.750921,-1.861023,-2.330347,-0.711454,3.198967,-1.959499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
2,2021/5/22,01:38.2,2021/5/22,01:38.2,1,2,"Yu, Takeda",1000073601,Right,MEI_MEI,"Satoru, Michihara",1000074062,Left,RIK,Undefined,1,Top,0,1,0,Slider,Slider,BallCalled,Undefined,Undefined,,Undefined,0,0,,126.12398,1.694323,-1.293496,2329.468728,102.15825,9:30,1.787805,0.712591,1.60377,-113.0114,5.1161,-7.0006,1.143123,0.272131,115.74643,-6.420748,-1.782306,0.490829,,,,,,,,,,,,2.5929,2.567,-0.675864,15.24,1.825123,0.816628,-34.660482,0.558157,0.408372,6.217288,-9.402364,MEI_MEI,RIK,JinguStadium,Undefined,Team,20210522-JinguStadium-1,40176610-ba99-11eb-b1c2-cb505d71687a,f18b1a80-9fd4-43a6-bf43-2d0e785a24f9,v3,,,,"Haruki, Yokoyama",1000126457,Right,MEI_MEI,123.58685,,,10.37755,,,,16.835843,-34.945567,3.108644,1.789645,0.989289,-4.701182,-0.71288,0.797902,0.204186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
3,2021/5/22,01:54.3,2021/5/22,01:54.3,1,3,"Yu, Takeda",1000073601,Right,MEI_MEI,"Satoru, Michihara",1000074062,Left,RIK,Undefined,1,Top,0,2,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,142.00787,-2.41966,-2.454466,2142.873717,213.97912,1:15,1.783069,0.720941,1.850308,-46.229,44.4327,27.9839,0.63729,0.308084,129.94348,-5.872909,-0.471874,0.429998,,,,,,,,,,,,-16.1083,25.4741,-0.664727,15.24,1.722904,1.534776,-39.021164,-1.808184,-3.209473,8.022269,-4.731109,MEI_MEI,RIK,JinguStadium,Undefined,Team,20210522-JinguStadium-1,49ba7090-ba99-11eb-b1c2-cb505d71687a,f18b1a80-9fd4-43a6-bf43-2d0e785a24f9,v3,,,,"Haruki, Yokoyama",1000126457,Right,MEI_MEI,141.07041,,,12.06439,,,,16.589211,-39.297566,4.011134,1.782396,-1.645177,-2.365554,-0.719512,1.645357,-1.604736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
4,2021/5/22,02:07.9,2021/5/22,02:07.9,1,4,"Yu, Takeda",1000073601,Right,MEI_MEI,"Satoru, Michihara",1000074062,Left,RIK,Undefined,1,Top,0,2,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,142.47937,-2.629828,-1.81313,2204.548384,214.554917,1:15,1.787262,0.702147,1.87592,-42.3399,47.5175,30.7099,0.622415,0.4985,130.20665,-5.813823,0.367285,0.428086,,,,,,,,,,,,-17.1118,27.3069,-0.661963,15.24,1.723652,1.088875,-39.160305,-1.936178,-3.428188,8.203056,-4.335977,MEI_MEI,RIK,JinguStadium,Undefined,Team,20210522-JinguStadium-1,51ca7f00-ba99-11eb-b1c2-cb505d71687a,f18b1a80-9fd4-43a6-bf43-2d0e785a24f9,v3,,,,"Haruki, Yokoyama",1000126457,Right,MEI_MEI,141.70035,,,12.27272,,,,16.563539,-39.436577,4.101528,1.786402,-1.790146,-2.167988,-0.700579,1.204333,-1.714094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
5,2021/5/22,02:25.2,2021/5/22,02:25.2,1,5,"Yu, Takeda",1000073601,Right,MEI_MEI,"Satoru, Michihara",1000074062,Left,RIK,Undefined,1,Top,0,3,1,Fastball,Four-Seam,BallCalled,Walk,Undefined,,Undefined,0,0,,140.21808,-3.38994,-3.358561,2123.272414,214.313063,1:15,1.78764,0.698149,1.897782,-45.0764,47.6636,30.4626,0.38081,0.057205,128.35413,-6.76824,-1.196558,0.434899,,,,,,,,,,,,-18.1412,28.0189,-0.623343,15.24,1.707499,2.113742,-38.476631,-2.427233,-3.513385,7.819839,-4.380281,MEI_MEI,RIK,JinguStadium,Undefined,Team,20210522-JinguStadium-1,5c22cfc0-ba99-11eb-b1c2-cb505d71687a,f18b1a80-9fd4-43a6-bf43-2d0e785a24f9,v3,,,,"Haruki, Yokoyama",1000126457,Right,MEI_MEI,139.48068,,,11.86395,,,,16.54186,-38.740312,3.90992,1.786854,-2.279532,-2.19014,-0.696615,2.232211,-1.756692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
6,2021/5/22,03:16.7,2021/5/22,03:16.7,2,1,"Yu, Takeda",1000073601,Right,MEI_MEI,"Gou, Inoue",1000074178,Right,RIK,Undefined,1,Top,0,0,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,,Undefined,0,0,1,141.06142,-2.50772,-4.00758,2144.050015,221.206363,1:15,1.761707,0.718754,1.832468,-49.7612,42.4169,34.5706,0.553833,-0.068958,129.2616,-6.204586,-1.566525,0.433579,,,,,,,,,,,,-20.4784,24.4182,-0.625009,15.24,1.698284,2.541571,-38.706497,-1.874531,-4.023923,7.721983,-5.008575,MEI_MEI,RIK,JinguStadium,Undefined,Team,20210522-JinguStadium-1,7acefc00-ba99-11eb-b1c2-cb505d71687a,f18b1a80-9fd4-43a6-bf43-2d0e785a24f9,v3,,,,"Haruki, Yokoyama",1000126457,Right,MEI_MEI,139.90526,,,11.79982,,,,16.607213,-38.978303,3.860992,1.761163,-1.698234,-2.504287,-0.716962,2.683209,-2.011962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
7,2021/5/22,03:39.6,2021/5/22,03:39.6,2,2,"Yu, Takeda",1000073601,Right,MEI_MEI,"Gou, Inoue",1000074178,Right,RIK,Undefined,1,Top,0,0,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,1,145.14952,-2.298041,-4.622132,2265.203549,216.372422,1:15,1.764778,0.714283,1.81949,-43.7282,43.7172,30.1183,0.675639,-0.293514,132.65219,-5.563902,-2.500902,0.422302,,,,,,,,,,,,-18.6602,24.8897,-0.604486,15.24,1.706177,3.063954,-39.793486,-1.756247,-3.869405,8.284881,-4.645475,MEI_MEI,RIK,JinguStadium,Undefined,Team,20210522-JinguStadium-1,8876ecf0-ba99-11eb-b1c2-cb505d71687a,f18b1a80-9fd4-43a6-bf43-2d0e785a24f9,v3,,,,"Haruki, Yokoyama",1000126457,Right,MEI_MEI,143.6413,,,12.49733,,,,16.620153,-40.0798,4.142441,1.764096,-1.595706,-2.322737,-0.712682,3.197675,-1.934703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.07628,,0.677376,,-0.281341,0.605043,0.32408,-0.523799,1.795963,0.805971,,,,-0.503535,33.952081,-2.555201,1.802856,2.553355,-3.888419,0.797707,-3.18251,0.833773,,,,21S
8,2021/5/22,04:14.8,2021/5/22,04:14.8,2,3,"Yu, Takeda",1000073601,Right,MEI_MEI,"Gou, Inoue",1000074178,Right,RIK,Undefined,1,Top,0,0,2,Fastball,Four-Seam,StrikeSwinging,Strikeout,Undefined,,Undefined,0,0,2,148.10137,-2.651525,-5.486855,2281.268314,220.524972,1:15,1.762943,0.698296,1.865195,-45.3955,38.4777,30.5412,0.55785,-0.547155,135.20526,-6.034727,-3.334406,0.413586,,,,,,,,,,,,-19.6587,22.5765,-0.571745,15.24,1.69788,3.740023,-40.545141,-2.049813,-4.225498,8.724366,-4.953992,MEI_MEI,RIK,JinguStadium,Undefined,Team,20210522-JinguStadium-1,9d6e8280-ba99-11eb-b1c2-cb505d71687a,f18b1a80-9fd4-43a6-bf43-2d0e785a24f9,v3,,,,"Haruki, Yokoyama",1000126457,Right,MEI_MEI,146.66828,,,12.89611,,,,16.57455,-40.831295,4.362183,1.762448,-1.887325,-2.476996,-0.696688,3.878617,-2.112749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
9,2021/5/22,04:52.4,2021/5/22,04:52.4,3,1,"Yu, Takeda",1000073601,Right,MEI_MEI,"Hiroki, Yoshioka",1000126665,Left,RIK,Undefined,1,Top,1,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,2,116.06918,2.490352,-2.457474,2484.50836,27.569124,7:00,1.813863,0.653706,1.503608,-190.0697,-45.4886,-26.4882,0.631742,-0.319601,105.39282,-10.959175,-4.297555,0.543013,,,,,,,,,,,,10.8767,-22.9287,-0.57805,15.24,1.868851,1.488986,-31.807466,0.598165,1.407134,6.467265,-12.77297,MEI_MEI,RIK,JinguStadium,Undefined,Team,20210522-JinguStadium-1,b3d3b1d0-ba99-11eb-b1c2-cb505d71687a,f18b1a80-9fd4-43a6-bf43-2d0e785a24f9,v3,,,,"Haruki, Yokoyama",1000126457,Right,MEI_MEI,111.70997,,,10.67636,,,,16.937263,-32.150711,3.233632,1.819114,1.27608,-6.386485,-0.655095,1.414304,0.703567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
10,2021/5/22,05:13.1,2021/5/22,05:13.1,3,2,"Yu, Takeda",1000073601,Right,MEI_MEI,"Hiroki, Yoshioka",1000126665,Left,RIK,Undefined,1,Top,1,1,0,Cutter,Slider,StrikeCalled,Undefined,Undefined,,Undefined,0,0,2,136.1581,0.136402,-1.678527,2311.742898,164.288453,11:30,1.817476,0.70808,1.508214,-93.7199,7.9475,-1.4311,0.919579,0.210187,126.02232,-6.536214,-1.777912,0.45535,,,,,,,,,,,,-0.3415,4.7253,-0.658292,15.24,1.812193,1.104996,-37.448446,-0.344245,-0.06333,6.648251,-8.930294,MEI_MEI,RIK,JinguStadium,Undefined,Team,20210522-JinguStadium-1,c037ff30-ba99-11eb-b1c2-cb505d71687a,f18b1a80-9fd4-43a6-bf43-2d0e785a24f9,v3,,,,"Haruki, Yokoyama",1000126457,Right,MEI_MEI,133.2161,,,10.13577,,,,16.931871,-37.74761,3.324125,1.818642,0.057609,-4.465147,-0.70808,1.107846,-0.031665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
