PitchNo,Date,Time,UTCDate,UTCTime,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,AutoHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,GameUID,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,ContactPositionX,ContactPositionY,ContactPositionZ,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,umpire,Catcher Pos,Unnamed: 157,season
1,2021/5/15,28:03.2,2021/5/15,28:03.2,1,1,"Kosuke, Morita",1000073314,Right,KEI_KEI,"Satoru, Michihara",1000074062,Left,RIK,Undefined,1,Top,0,0,0,Fastball,Four-Seam,InPlay,Undefined,GroundBall,,Out,1,0,,145.24971,-2.28103,-1.978242,2298.584557,204.908137,12:45,1.67266,0.497119,1.744801,-40.8631,47.8811,20.7673,0.615745,0.14297,131.35116,-5.357541,-0.516209,0.425426,,,,,,,,,,,,-12.3347,27.2548,-0.44843,15.24,1.611705,1.272246,-39.874238,-1.736108,-2.532464,9.410599,-4.210896,KEI_KEI,RIK,JinguStadium,Spring,Team,20210515-JinguStadium-2,52087d60-b53e-11eb-96bf-93e068deeaad,4162a93d-7f48-4b41-9dcf-e74192cbbe76,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,142.58633,,,13.89855,,,,16.695195,-40.216208,4.705299,1.672013,-1.583089,-2.105448,-0.496334,1.364272,-1.266232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
2,2021/5/15,28:20.7,2021/5/15,28:20.7,2,1,"Kosuke, Morita",1000073314,Right,KEI_KEI,"Gou, Inoue",1000074178,Right,RIK,Undefined,1,Top,1,0,0,Fastball,Four-Seam,InPlay,Undefined,Popup,Popup,Out,1,0,,144.31776,-1.586776,-2.02206,2284.735765,200.401814,12:45,1.651402,0.466483,1.703669,-45.5693,45.0284,15.5213,0.743707,0.045968,130.05363,-4.999657,-0.932242,0.429846,116.29703,66.809006,15.891719,5187.545427,,,,31.837868,,32.140557,5.344213,-9.4954,25.0205,-0.41482,15.24,1.606435,1.314779,-39.593512,-1.266073,-1.918461,9.426065,-4.751488,KEI_KEI,RIK,JinguStadium,Spring,Team,20210515-JinguStadium-2,5c74f260-b53e-11eb-96bf-93e068deeaad,4162a93d-7f48-4b41-9dcf-e74192cbbe76,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,141.12019,36.085204,,14.26413,,,,16.735226,-39.947896,4.713033,1.650677,-1.087435,-2.375744,-0.465607,1.386906,-0.959231,0.269063,0.711773,-0.038699,183.051133,0.261816,12.380024,-5.158567,2.426012,-1.050808,0.337387,-0.066024,0.006995,-0.000314,0.711245,29.721122,-7.878889,1.164153,-0.453326,0.176377,-0.041572,0.004999,-0.000248,-0.042763,3.563957,-1.182159,1.006605,-0.539049,0.188082,-0.038486,0.004189,-0.000191,,,,,,,,,,,,,,,,,,,,,,,,,,21S
3,2021/5/15,29:02.5,2021/5/15,29:02.5,3,1,"Kosuke, Morita",1000073314,Right,KEI_KEI,"Hidetake, Ohta",1000074058,Right,RIK,Undefined,1,Top,2,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,,120.49422,1.700343,-1.329755,2418.575672,35.462241,7:15,1.709672,0.378763,1.615099,-170.9383,-38.8704,-31.1027,0.487118,-0.312843,109.29905,-10.493735,-3.508404,0.518983,,,,,,,,,,,,14.341,-19.3906,-0.339132,15.24,1.74193,0.912942,-33.071483,0.281506,2.004878,7.013033,-12.517467,KEI_KEI,RIK,JinguStadium,Spring,Team,20210515-JinguStadium-2,7567f880-b53e-11eb-96bf-93e068deeaad,4162a93d-7f48-4b41-9dcf-e74192cbbe76,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,116.8824,,,11.19517,,,,16.825419,-33.40599,3.506517,1.714264,0.878563,-6.258734,-0.380396,0.817313,1.002439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
4,2021/5/15,29:14.9,2021/5/15,29:14.9,3,2,"Kosuke, Morita",1000073314,Right,KEI_KEI,"Hidetake, Ohta",1000074058,Right,RIK,Undefined,1,Top,2,1,0,Curveball,Curveball,BallCalled,Undefined,Undefined,,Undefined,0,0,,119.23464,3.76314,0.62486,2575.760886,25.054163,6:45,1.692491,0.366443,1.532319,-180.7724,-45.1666,-23.3214,0.968654,0.312943,108.15094,-9.082693,-0.998226,0.525889,,,,,,,,,,,,12.1693,-24.5406,-0.382225,15.24,1.784501,-0.24882,-32.696841,1.401435,1.67618,6.445931,-13.186821,KEI_KEI,RIK,JinguStadium,Spring,Team,20210515-JinguStadium-2,7cca13b0-b53e-11eb-96bf-93e068deeaad,4162a93d-7f48-4b41-9dcf-e74192cbbe76,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,115.34761,,,11.08369,,,,16.908973,-33.024228,3.222965,1.696315,2.071189,-6.59341,-0.367426,-0.333953,0.83809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
5,2021/5/15,29:29.8,2021/5/15,29:29.8,3,3,"Kosuke, Morita",1000073314,Right,KEI_KEI,"Hidetake, Ohta",1000074058,Right,RIK,Undefined,1,Top,2,2,0,Fastball,Four-Seam,InPlay,Undefined,LineDrive,FlyBall,Double,0,0,,144.62069,-1.034355,-1.541536,2308.170696,194.625719,12:30,1.642762,0.495633,1.759318,-44.9754,43.8399,10.6594,0.899492,0.164889,131.29001,-4.400532,-0.790313,0.425597,162.47344,23.099283,-22.658225,1423.355769,30.23342,12.751104,-14.49346,107.065615,,-31.457278,3.753756,-6.6202,24.0352,-0.457599,15.24,1.613509,1.014582,-39.744486,-0.882049,-1.358193,8.903874,-4.875593,KEI_KEI,RIK,JinguStadium,Spring,Team,20210515-JinguStadium-2,85ab54d0-b53e-11eb-96bf-93e068deeaad,4162a93d-7f48-4b41-9dcf-e74192cbbe76,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,142.52923,16.33826,,13.33067,,,,16.68012,-40.065814,4.451937,1.642166,-0.706096,-2.437796,-0.495098,1.063597,-0.679096,0.449454,0.838713,-0.138236,139.243857,0.44937,38.310626,-8.099694,2.144884,-0.42726,0.058932,-0.003598,-0.000332,5.6e-05,0.838769,17.705635,-5.269966,0.107766,-0.015624,0.030492,-0.014327,0.002888,-0.000219,-0.138251,-15.991855,0.462158,-0.047847,-0.001779,0.00186,-0.000501,9.8e-05,-9e-06,,,,,,,,,,,,,,,,,,,,,,,,,,21S
6,2021/5/15,30:22.2,2021/5/15,30:22.2,4,1,"Kosuke, Morita",1000073314,Right,KEI_KEI,"Kenta, Yamada",1000074117,Right,RIK,Undefined,1,Top,2,0,0,Cutter,Slider,InPlay,Undefined,GroundBall,GroundBall,Out,1,0,2,134.82138,-0.73084,-1.883185,2197.807227,156.264477,11:15,1.62046,0.479398,1.639898,-83.6532,18.3035,-6.7988,0.57499,-0.126844,125.03714,-6.742666,-2.359004,0.455997,84.72443,2.927365,26.464449,2441.811512,,,,11.415204,,28.030882,0.489519,2.2676,10.5157,-0.427429,15.24,1.593389,1.253368,-37.099108,-0.826688,0.41299,6.482868,-7.891456,KEI_KEI,RIK,JinguStadium,Spring,Team,20210515-JinguStadium-2,a4e12370-b53e-11eb-96bf-93e068deeaad,4162a93d-7f48-4b41-9dcf-e74192cbbe76,v3,,,,"Shogo, Fukui",1000073400,Right,KEI_KEI,133.02706,0.61159,,9.78424,,,,16.800296,-37.370767,3.241434,1.621102,-0.496004,-3.945728,-0.479587,1.236062,0.206495,0.283729,0.536173,0.133454,261.797378,0.284793,21.011656,-2.066812,,,,,,,0.537248,1.172835,-4.642331,,,,,,,0.132837,10.491224,0.403286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
7,2021/5/15,32:45.2,2021/5/15,32:45.2,1,1,"Yosuke, Ikeda",1000089900,Right,RIK,"Ryuta, Hirose",1000089826,Right,KEI_KEI,Undefined,1,Bottom,0,0,0,Cutter,Cutter,BallCalled,Undefined,Undefined,,Undefined,0,0,,138.12006,-2.629399,-2.880239,2157.856114,185.170891,12:15,1.731968,0.441139,1.936612,-71.9336,23.3284,1.8303,0.273529,-0.34926,126.54849,-7.913861,-2.749889,0.440773,,,,,,,,,,,,-3.0825,15.0438,-0.377566,15.24,1.66974,1.900536,-37.939575,-2.002398,-0.577846,7.921953,-6.986576,KEI_KEI,RIK,JinguStadium,Spring,Team,20210515-JinguStadium-2,fa1ee2a0-b53e-11eb-96bf-93e068deeaad,4162a93d-7f48-4b41-9dcf-e74192cbbe76,v3,,,,"Yosuke, Kuroiwa",1000089907,Right,RIK,137.62196,,,11.57157,,,,16.503025,-38.20239,3.960976,1.732326,-1.770615,-3.493288,-0.440936,1.919706,-0.288923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
8,2021/5/15,32:58.4,2021/5/15,32:58.4,1,2,"Yosuke, Ikeda",1000089900,Right,RIK,"Ryuta, Hirose",1000089826,Right,KEI_KEI,Undefined,1,Bottom,0,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,,Undefined,0,0,,142.78505,0.171788,-1.602114,2028.012237,202.789981,12:45,1.761269,0.457662,1.961532,-46.0727,42.4908,16.6455,1.34868,0.175241,129.85774,-3.314901,-0.41445,0.424993,,,,,,,,,,,,-9.8083,22.8882,-0.423753,15.24,1.762401,1.018839,-39.288995,-0.026439,-1.972139,8.480225,-5.204561,KEI_KEI,RIK,JinguStadium,Spring,Team,20210515-JinguStadium-2,01fc9670-b53f-11eb-96bf-93e068deeaad,4162a93d-7f48-4b41-9dcf-e74192cbbe76,v3,,,,"Yosuke, Kuroiwa",1000089907,Right,RIK,142.73169,,,12.92731,,,,16.477495,-39.555197,4.240112,1.760666,0.136937,-2.602281,-0.456707,1.080746,-0.986069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
9,2021/5/15,33:17.4,2021/5/15,33:17.4,1,3,"Yosuke, Ikeda",1000089900,Right,RIK,"Ryuta, Hirose",1000089826,Right,KEI_KEI,Undefined,1,Bottom,0,2,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,142.68795,-2.846198,-2.83993,2055.88361,209.56105,1:00,1.716967,0.468194,1.936625,-49.28,39.5291,20.8279,0.424056,-0.120892,130.89619,-6.520024,-1.357024,0.425582,,,,,,,,,,,,-12.821,23.4428,-0.406522,15.24,1.651145,1.846801,-39.206259,-2.117411,-2.581901,8.006971,-5.085747,KEI_KEI,RIK,JinguStadium,Spring,Team,20210515-JinguStadium-2,0d516fa0-b53f-11eb-96bf-93e068deeaad,4162a93d-7f48-4b41-9dcf-e74192cbbe76,v3,,,,"Yosuke, Kuroiwa",1000089907,Right,RIK,142.53416,,,11.79176,,,,16.503062,-39.463367,4.003486,1.716514,-1.954105,-2.542874,-0.467155,1.929707,-1.29095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
10,2021/5/15,33:32.3,2021/5/15,33:32.3,1,4,"Yosuke, Ikeda",1000089900,Right,RIK,"Ryuta, Hirose",1000089826,Right,KEI_KEI,Undefined,1,Bottom,0,2,1,Cutter,Cutter,StrikeCalled,Undefined,Undefined,,Undefined,0,0,,138.00124,-1.203883,-2.352276,2144.453944,167.837162,11:30,1.706932,0.465969,1.804988,-73.7071,21.8782,-4.1289,0.62902,-0.241005,127.73106,-6.566018,-2.643988,0.44152,,,,,,,,,,,,0.6234,12.8512,-0.408294,15.24,1.672491,1.579638,-37.975302,-1.087711,0.118706,6.946986,-7.359453,KEI_KEI,RIK,JinguStadium,Spring,Team,20210515-JinguStadium-2,163018b0-b53f-11eb-96bf-93e068deeaad,4162a93d-7f48-4b41-9dcf-e74192cbbe76,v3,,,,"Yosuke, Kuroiwa",1000089907,Right,RIK,137.38907,,,10.27018,,,,16.634985,-38.229641,3.473493,1.707381,-0.818271,-3.679727,-0.466047,1.575292,0.059353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21S
